time,Brooklyn,pts.away,score,pts.home,New York
10:40.0,,,44-49,,C. Lee misses 3-pt shot from 25 ft
10:39.0,,,44-49,,Offensive rebound by Team
10:39.0,Loose ball foul by C. LeVert (drawn by E. Kanter),,44-49,,
10:32.0,,,44-51,2,E. Kanter makes 2-pt shot at rim
10:10.0,D. Russell misses 3-pt shot from 23 ft,,44-51,,
10:07.0,,,44-51,,Defensive rebound by K. Porzingis
9:55.0,,,44-53,2,E. Kanter makes 2-pt shot from 6 ft
9:31.0,C. LeVert misses 3-pt shot from 25 ft,,44-53,,
9:29.0,,,44-53,,Defensive rebound by Team
9:10.0,,,44-55,2,K. Porzingis makes 2-pt shot from 12 ft (assist by J. Jack)
9:08.0,Brooklyn full timeout,,44-55,,
9:08.0,Q. Acy enters the game for T. Mozgov,,44-55,,
9:08.0,Offensive foul by R. Hollis-Jefferson (drawn by K. Porzingis),,44-55,,
9:08.0,Turnover by R. Hollis-Jefferson (offensive foul),,44-55,,
8:56.0,,,44-55,,K. Porzingis misses 2-pt shot from 16 ft
8:52.0,Defensive rebound by C. LeVert,,44-55,,
8:32.0,D. Russell misses 3-pt shot from 27 ft,,44-55,,
8:29.0,,,44-55,,Defensive rebound by E. Kanter
8:17.0,,,44-57,2,K. Porzingis makes 2-pt shot from 16 ft
8:17.0,,,44-57,,Shooting foul by R. Hollis-Jefferson (drawn by K. Porzingis)
8:17.0,,,44-58,1,K. Porzingis makes free throw 1 of 1
8:09.0,,,44-58,,Personal foul by E. Kanter (drawn by Q. Acy)
7:54.0,D. Russell makes 2-pt shot from 11 ft (assist by C. LeVert),2,46-58,,
7:39.0,Personal foul by C. LeVert (drawn by T. Hardaway),,46-58,,
7:39.0,T. Booker enters the game for R. Hollis-Jefferson,,46-58,,
7:24.0,,,46-58,,C. Lee misses 2-pt shot from 22 ft
7:17.0,,,46-58,,Offensive rebound by E. Kanter
7:17.0,,,46-60,2,E. Kanter makes 2-pt shot at rim
6:58.0,D. Russell makes 2-pt shot from 13 ft,2,48-60,,
6:38.0,,,48-62,2,T. Hardaway makes 2-pt shot from 11 ft
6:38.0,,,48-62,,Shooting foul by C. LeVert (drawn by T. Hardaway)
6:38.0,,,48-63,1,T. Hardaway makes free throw 1 of 1
6:24.0,T. Booker misses 2-pt shot from 6 ft,,48-63,,
6:21.0,,,48-63,,Defensive rebound by K. Porzingis
6:14.0,,,48-65,2,J. Jack makes 2-pt shot from 22 ft
6:06.0,Shooting foul by J. Jack (drawn by D. Russell),,48-65,,
6:06.0,D. Russell makes free throw 1 of 2,1,49-65,,
6:06.0,,,49-65,,F. Ntilikina enters the game for K. Porzingis
6:06.0,,,49-65,,M. Beasley enters the game for J. Jack
6:06.0,D. Russell makes free throw 2 of 2,1,50-65,,
5:39.0,,,50-65,,F. Ntilikina misses 2-pt shot from 21 ft
5:39.0,,,50-65,,Offensive rebound by E. Kanter
5:36.0,,,50-67,2,E. Kanter makes 2-pt shot from 1 ft
5:26.0,A. Crabbe enters the game for C. LeVert,,50-67,,
5:26.0,J. Harris enters the game for Q. Acy,,50-67,,
5:11.0,A. Crabbe misses 2-pt shot from 22 ft,,50-67,,
5:11.0,,,50-67,,Defensive rebound by M. Beasley
5:03.0,,,50-70,3,C. Lee makes 3-pt shot from 22 ft (assist by T. Hardaway)
5:02.0,Brooklyn full timeout,,50-70,,
5:02.0,S. Dinwiddie enters the game for D. Russell,,50-70,,
4:41.0,D. Carroll misses 2-pt shot from 14 ft,,50-70,,
4:38.0,,,50-70,,Defensive rebound by C. Lee
4:24.0,,,50-72,2,T. Hardaway makes 2-pt shot from 2 ft (assist by M. Beasley)
4:09.0,T. Booker makes 2-pt shot from 3 ft (assist by S. Dinwiddie),2,52-72,,
3:54.0,,,52-72,,M. Beasley misses 2-pt shot from 9 ft
3:51.0,,,52-72,,Offensive rebound by E. Kanter
3:50.0,,,52-74,2,E. Kanter makes 2-pt shot from 1 ft
3:44.0,Shooting foul by M. Beasley (drawn by D. Carroll),,52-74,,
3:44.0,D. Carroll makes free throw 1 of 2,1,53-74,,
3:44.0,D. Carroll makes free throw 2 of 2,1,54-74,,
3:33.0,,,54-76,2,M. Beasley makes 2-pt shot from 1 ft (assist by F. Ntilikina)
3:22.0,D. Carroll makes 3-pt shot from 24 ft (assist by S. Dinwiddie),3,57-76,,
3:10.0,,,57-76,,Turnover by M. Beasley (turnover)
3:10.0,,,57-76,,Personal foul by M. Beasley (drawn by D. Carroll)
3:10.0,,,57-76,,D. McDermott enters the game for T. Hardaway
3:10.0,D. Carroll makes free throw 2 of 2,1,58-76,,
3:10.0,D. Carroll misses free throw 1 of 2,,58-76,,
3:10.0,Offensive rebound by Team,,58-76,,
3:08.0,Q. Acy enters the game for D. Carroll,,58-76,,
2:48.0,,,58-78,2,E. Kanter makes 2-pt shot from 7 ft
2:35.0,Turnover by Q. Acy (bad pass),,58-78,,
2:35.0,,,58-78,,New York full timeout
2:29.0,,,58-78,,Offensive foul by E. Kanter (drawn by S. Dinwiddie)
2:29.0,,,58-78,,Turnover by E. Kanter (offensive foul)
2:17.0,T. Booker misses 2-pt shot from 1 ft,,58-78,,
2:15.0,Offensive rebound by T. Booker,,58-78,,
2:14.0,T. Booker makes 2-pt shot from 1 ft,2,60-78,,
2:00.0,,,60-78,,E. Kanter misses 2-pt shot from 2 ft
1:59.0,,,60-78,,Offensive rebound by Team
1:49.0,,,60-81,3,D. McDermott makes 3-pt shot from 23 ft (assist by C. Lee)
1:34.0,S. Dinwiddie misses 2-pt shot from 7 ft (block by E. Kanter),,60-81,,
1:32.0,,,60-81,,Defensive rebound by E. Kanter
1:29.0,,,60-81,,D. McDermott misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by T. Booker,,60-81,,
1:08.0,T. Booker makes 3-pt shot from 24 ft (assist by S. Dinwiddie),3,63-81,,
0:49.0,,,63-83,2,F. Ntilikina makes 2-pt shot from 21 ft (assist by E. Kanter)
0:35.0,J. Harris makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,66-83,,
0:29.0,,,66-83,,C. Lee misses 3-pt shot from 27 ft
0:26.0,Defensive rebound by Q. Acy,,66-83,,
0:06.0,J. Harris misses 3-pt shot from 25 ft,,66-83,,
0:02.0,Offensive rebound by Team,,66-83,,
0:00.0,Q. Acy misses 3-pt shot from 23 ft,,66-83,,
0:00.0,Offensive rebound by Team,,66-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,66-83,,F. Ntilikina misses 2-pt shot from 13 ft
11:43.0,Defensive rebound by T. Booker,,66-83,,
11:37.0,,,66-83,,Personal foul by T. Hardaway (drawn by T. Booker)
11:32.0,J. Harris misses 2-pt shot from 16 ft,,66-83,,
11:29.0,,,66-83,,Defensive rebound by K. O'Quinn
11:21.0,,,66-86,3,K. Porzingis makes 3-pt shot from 25 ft (assist by F. Ntilikina)
11:03.0,Q. Acy makes 3-pt shot from 27 ft (assist by J. Harris),3,69-86,,
10:35.0,,,69-88,2,K. Porzingis makes 2-pt shot from 10 ft
10:16.0,Q. Acy misses 3-pt shot from 27 ft,,69-88,,
10:13.0,,,69-88,,Defensive rebound by T. Hardaway
10:05.0,,,69-91,3,F. Ntilikina makes 3-pt shot from 24 ft
9:58.0,Brooklyn full timeout,,69-91,,
9:58.0,C. LeVert enters the game for A. Crabbe,,69-91,,
9:58.0,J. Allen enters the game for T. Booker,,69-91,,
9:58.0,T. Zeller enters the game for S. Dinwiddie,,69-91,,
9:58.0,S. Kilpatrick enters the game for Q. Acy,,69-91,,
9:43.0,T. Zeller makes 2-pt shot from 20 ft (assist by C. LeVert),2,71-91,,
9:32.0,,,71-91,,K. Porzingis misses 2-pt shot from 6 ft
9:29.0,Defensive rebound by T. Zeller,,71-91,,
9:26.0,J. Harris misses 3-pt shot from 23 ft,,71-91,,
9:23.0,,,71-91,,Defensive rebound by D. McDermott
9:11.0,,,71-91,,T. Hardaway misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by T. Zeller,,71-91,,
9:01.0,S. Kilpatrick misses 2-pt shot from 17 ft,,71-91,,
8:56.0,,,71-91,,Defensive rebound by K. O'Quinn
8:55.0,,,71-91,,Turnover by K. O'Quinn (bad pass; steal by J. Allen)
8:51.0,J. Allen makes 2-pt shot from 2 ft,2,73-91,,
8:43.0,,,73-91,,Turnover by F. Ntilikina (bad pass; steal by J. Harris)
8:37.0,T. Zeller misses 2-pt shot from 20 ft,,73-91,,
8:33.0,,,73-91,,Defensive rebound by K. O'Quinn
8:19.0,,,73-91,,T. Hardaway misses 2-pt shot from 20 ft
8:17.0,,,73-91,,Offensive rebound by K. O'Quinn
8:15.0,,,73-91,,D. McDermott misses 3-pt shot from 24 ft
8:15.0,Defensive rebound by C. LeVert,,73-91,,
8:07.0,Shooting foul by K. Porzingis (drawn by C. LeVert),,73-91,,
8:07.0,C. LeVert misses free throw 1 of 2,,73-91,,
8:07.0,Offensive rebound by Team,,73-91,,
8:07.0,,,73-91,,J. Jack enters the game for F. Ntilikina
8:07.0,C. LeVert misses free throw 2 of 2,,73-91,,
8:04.0,,,73-91,,Defensive rebound by K. O'Quinn
7:54.0,Personal foul by J. Harris (drawn by D. McDermott),,73-91,,
7:50.0,,,73-93,2,D. McDermott makes 2-pt shot from 1 ft (assist by K. O'Quinn)
7:28.0,C. LeVert makes 3-pt shot from 26 ft (assist by S. Kilpatrick),3,76-93,,
7:11.0,,,76-93,,K. Porzingis misses 3-pt shot from 28 ft
7:08.0,Defensive rebound by S. Kilpatrick,,76-93,,
6:58.0,C. LeVert misses 3-pt shot from 25 ft,,76-93,,
6:55.0,,,76-93,,Defensive rebound by D. McDermott
6:42.0,,,76-93,,K. O'Quinn misses 2-pt shot from 8 ft
6:37.0,,,76-93,,Offensive rebound by K. Porzingis
6:37.0,,,76-95,2,K. Porzingis makes 2-pt shot at rim
6:24.0,S. Kilpatrick makes 2-pt shot from 19 ft (assist by T. Zeller),2,78-95,,
6:24.0,Shooting foul by K. O'Quinn (drawn by S. Kilpatrick),,78-95,,
6:24.0,S. Kilpatrick misses free throw 1 of 1,,78-95,,
6:24.0,,,78-95,,W. Hernangomez enters the game for D. McDermott
6:24.0,,,78-95,,D. Dotson enters the game for K. O'Quinn
6:22.0,,,78-95,,Offensive rebound by K. Porzingis
6:04.0,,,78-95,,Shooting foul by J. Harris (drawn by T. Hardaway)
6:04.0,,,78-95,,T. Hardaway misses free throw 1 of 2
6:04.0,,,78-95,,Offensive rebound by Team
6:04.0,,,78-96,1,T. Hardaway makes free throw 2 of 2
5:43.0,Turnover by S. Kilpatrick (bad pass; steal by J. Jack),,78-96,,
5:40.0,,,78-96,,D. Dotson misses 2-pt shot from 2 ft
5:40.0,Defensive rebound by Team,,78-96,,
5:40.0,,,78-96,,Loose ball foul by K. Porzingis (drawn by T. Zeller)
5:23.0,J. Allen misses 2-pt shot from 3 ft,,78-96,,
5:21.0,,,78-96,,Defensive rebound by J. Jack
5:07.0,,,78-96,,K. Porzingis misses 2-pt shot from 7 ft
5:04.0,Defensive rebound by J. Allen,,78-96,,
4:56.0,S. Kilpatrick misses 2-pt shot from 8 ft,,78-96,,
4:54.0,,,78-96,,Defensive rebound by J. Jack
4:49.0,,,78-96,,D. Dotson misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by Team,,78-96,,
