time,Houston,pts.away,score,pts.home,Memphis
3:18.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,100-78,,
3:16.0,,,100-78,,Defensive rebound by C. Parsons
3:07.0,,,100-81,3,A. Harrison makes 3-pt shot from 25 ft
2:52.0,T. Ariza misses 2-pt shot from 1 ft,,100-81,,
2:51.0,Offensive rebound by T. Ariza,,100-81,,
2:49.0,T. Ariza makes 2-pt shot at rim,2,102-81,,
2:36.0,,,102-81,,A. Harrison misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by J. Harden,,102-81,,
2:26.0,,,102-81,,Memphis full timeout
2:26.0,,,102-81,,J. Martin enters the game for J. Green
2:26.0,,,102-81,,J. Ennis enters the game for C. Parsons
2:26.0,B. Brown enters the game for T. Ariza,,102-81,,
2:26.0,Z. Qi enters the game for J. Harden,,102-81,,
2:26.0,T. Black enters the game for C. Capela,,102-81,,
2:21.0,B. Brown misses 3-pt shot from 26 ft,,102-81,,
2:17.0,,,102-81,,Defensive rebound by B. McLemore
2:08.0,,,102-81,,D. Davis misses 2-pt shot at rim
2:05.0,Defensive rebound by T. Black,,102-81,,
1:44.0,T. Black misses 2-pt shot from 7 ft (block by J. Martin),,102-81,,
1:42.0,,,102-81,,Defensive rebound by J. Martin
1:30.0,,,102-81,,J. Ennis misses 3-pt shot from 26 ft
1:30.0,Defensive rebound by Z. Qi,,102-81,,
1:13.0,P. Tucker makes 3-pt shot from 24 ft (assist by B. Brown),3,105-81,,
1:04.0,,,105-81,,B. McLemore misses 2-pt shot from 1 ft (block by P. Tucker)
0:59.0,Defensive rebound by T. Black,,105-81,,
0:51.0,Turnover by L. Mbah a Moute (out of bounds lost ball),,105-81,,
0:37.0,Personal foul by P. Tucker (drawn by J. Ennis),,105-81,,
0:37.0,,,105-82,1,J. Ennis makes free throw 1 of 2
0:37.0,,,105-83,1,J. Ennis makes free throw 2 of 2
0:19.0,B. Brown misses 2-pt shot from 8 ft (block by B. McLemore),,105-83,,
0:15.0,,,105-83,,Defensive rebound by A. Harrison
0:12.0,,,105-83,,D. Davis misses 2-pt shot from 3 ft
0:07.0,,,105-83,,Offensive rebound by D. Davis
0:07.0,,,105-83,,D. Davis misses 2-pt shot at rim
0:06.0,Defensive rebound by T. Black,,105-83,,
