time,Golden State,pts.away,score,pts.home,New Orleans
0:58.0,Shooting foul by J. Holiday (drawn by K. Durant),,55-51,,
0:58.0,K. Durant makes free throw 1 of 2,1,56-51,,
0:58.0,K. Durant makes free throw 2 of 2,1,57-51,,
0:51.0,,,57-51,,Turnover by N. Mirotic (traveling)
0:51.0,,,57-51,,I. Clark enters the game for J. Holiday
0:44.0,S. Curry makes 2-pt shot from 1 ft,2,59-51,,
0:29.0,,,59-54,3,E. Moore makes 3-pt shot from 25 ft
0:06.0,K. Durant makes 2-pt shot from 11 ft,2,61-54,,
0:00.0,,,61-54,,E. Moore misses 3-pt shot from 26 ft
0:00.0,,,61-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,K. Durant misses 2-pt shot from 14 ft,,61-54,,
11:42.0,,,61-54,,Defensive rebound by R. Rondo
11:32.0,Personal foul by K. Thompson (drawn by R. Rondo),,61-54,,
11:25.0,,,61-54,,A. Davis misses 2-pt shot from 15 ft
11:21.0,,,61-54,,Offensive rebound by R. Rondo
11:19.0,,,61-54,,Turnover by R. Rondo (bad pass; steal by A. Iguodala)
11:15.0,K. Durant makes 2-pt shot at rim (assist by D. Green),2,63-54,,
11:09.0,,,63-54,,N. Mirotic misses 2-pt shot from 12 ft
11:06.0,Defensive rebound by A. Iguodala,,63-54,,
10:54.0,A. Iguodala makes 3-pt shot from 24 ft (assist by S. Curry),3,66-54,,
10:32.0,,,66-54,,J. Holiday misses 2-pt shot from 1 ft
10:30.0,Defensive rebound by K. Thompson,,66-54,,
10:21.0,Shooting foul by J. Holiday (drawn by K. Thompson),,66-54,,
10:21.0,K. Thompson makes free throw 1 of 2,1,67-54,,
10:21.0,K. Thompson makes free throw 2 of 2,1,68-54,,
10:12.0,,,68-56,2,A. Davis makes 2-pt shot from 18 ft
9:56.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Green),3,71-56,,
9:45.0,,,71-56,,R. Rondo misses 3-pt shot from 26 ft
9:41.0,Defensive rebound by K. Durant,,71-56,,
9:37.0,,,71-56,,Personal foul by R. Rondo (drawn by A. Iguodala)
9:37.0,,,71-56,,New Orleans full timeout
9:25.0,K. Durant misses 3-pt shot from 26 ft,,71-56,,
9:22.0,,,71-56,,Defensive rebound by J. Holiday
9:06.0,,,71-56,,Turnover by R. Rondo (bad pass; steal by D. Green)
9:05.0,,,71-56,,Personal foul by E. Moore (drawn by A. Iguodala)
9:02.0,D. Green misses 3-pt shot from 25 ft,,71-56,,
9:00.0,,,71-56,,Defensive rebound by N. Mirotic
8:46.0,,,71-58,2,J. Holiday makes 2-pt shot from 1 ft
8:35.0,S. Curry misses 3-pt shot from 26 ft,,71-58,,
8:35.0,,,71-58,,Defensive rebound by N. Mirotic
8:26.0,,,71-58,,J. Holiday misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by D. Green,,71-58,,
8:18.0,Turnover by D. Green (out of bounds lost ball),,71-58,,
8:00.0,,,71-58,,Shooting foul by A. Iguodala (drawn by A. Davis)
8:00.0,,,71-59,1,A. Davis makes free throw 1 of 2
8:00.0,,,71-60,1,A. Davis makes free throw 2 of 2
7:44.0,K. Durant makes 2-pt shot from 16 ft,2,73-60,,
7:31.0,,,73-62,2,J. Holiday makes 2-pt shot at rim
7:09.0,D. Green misses 2-pt shot from 2 ft (block by A. Davis),,73-62,,
7:09.0,Offensive rebound by Team,,73-62,,
7:08.0,K. Thompson makes 2-pt shot from 10 ft (assist by K. Durant),2,75-62,,
6:52.0,,,75-62,,J. Holiday misses 3-pt shot from 25 ft
6:50.0,Defensive rebound by A. Iguodala,,75-62,,
6:47.0,Shooting foul by N. Mirotic (drawn by K. Durant),,75-62,,
6:47.0,K. Durant makes free throw 1 of 2,1,76-62,,
6:47.0,,,76-62,,I. Clark enters the game for E. Moore
6:47.0,K. Durant makes free throw 2 of 2,1,77-62,,
6:37.0,,,77-62,,A. Davis misses 2-pt shot from 15 ft
6:34.0,Defensive rebound by S. Curry,,77-62,,
6:23.0,K. Durant misses 2-pt shot from 13 ft,,77-62,,
6:19.0,,,77-62,,Defensive rebound by N. Mirotic
6:13.0,,,77-62,,I. Clark misses 2-pt shot from 6 ft
6:10.0,,,77-62,,Offensive rebound by I. Clark
6:08.0,,,77-64,2,I. Clark makes 2-pt shot from 5 ft
5:55.0,K. Durant makes 3-pt shot from 26 ft,3,80-64,,
5:48.0,,,80-64,,Turnover by J. Holiday (bad pass)
5:33.0,K. Thompson misses 2-pt shot from 19 ft,,80-64,,
5:31.0,,,80-64,,Defensive rebound by A. Davis
5:24.0,,,80-64,,A. Davis misses 3-pt shot from 26 ft
5:19.0,Defensive rebound by D. Green,,80-64,,
5:14.0,Golden State full timeout,,80-64,,
5:14.0,,,80-64,,D. Miller enters the game for N. Mirotic
4:58.0,K. Durant misses 3-pt shot from 22 ft,,80-64,,
4:55.0,,,80-64,,Defensive rebound by J. Holiday
4:35.0,,,80-64,,R. Rondo misses 2-pt shot from 16 ft
4:33.0,Defensive rebound by A. Iguodala,,80-64,,
4:25.0,Shooting foul by I. Clark (drawn by S. Curry),,80-64,,
4:25.0,S. Curry makes free throw 1 of 3,1,81-64,,
4:25.0,S. Curry makes free throw 2 of 3,1,82-64,,
4:25.0,,,82-64,,E. Moore enters the game for R. Rondo
4:25.0,K. Looney enters the game for A. Iguodala,,82-64,,
4:25.0,S. Curry makes free throw 3 of 3,1,83-64,,
4:17.0,,,83-64,,D. Miller misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by K. Thompson,,83-64,,
4:07.0,K. Durant makes 2-pt shot from 12 ft,2,85-64,,
3:37.0,,,85-66,2,J. Holiday makes 2-pt shot from 10 ft
3:21.0,Turnover by K. Looney (out of bounds lost ball),,85-66,,
3:21.0,Q. Cook enters the game for S. Curry,,85-66,,
3:07.0,,,85-66,,J. Holiday misses 2-pt shot from 3 ft (block by K. Durant)
3:07.0,Defensive rebound by Team,,85-66,,
3:07.0,S. Livingston enters the game for K. Thompson,,85-66,,
2:52.0,K. Durant makes 2-pt shot from 17 ft,2,87-66,,
2:44.0,,,87-66,,E. Moore misses 2-pt shot from 2 ft
2:40.0,Defensive rebound by D. Green,,87-66,,
2:27.0,K. Looney makes 2-pt shot from 1 ft (assist by S. Livingston),2,89-66,,
2:16.0,,,89-68,2,E. Moore makes 2-pt shot from 14 ft (assist by A. Davis)
2:03.0,,,89-68,,Personal foul by I. Clark (drawn by Q. Cook)
2:03.0,Q. Cook makes free throw 1 of 2,1,90-68,,
2:03.0,Q. Cook makes free throw 2 of 2,1,91-68,,
1:50.0,,,91-70,2,A. Davis makes 2-pt shot from 3 ft (assist by I. Clark)
1:30.0,D. Green misses 2-pt shot from 9 ft,,91-70,,
1:28.0,,,91-70,,Defensive rebound by A. Davis
1:23.0,,,91-70,,E. Moore misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by Q. Cook,,91-70,,
1:09.0,K. Durant misses 2-pt shot from 20 ft (block by A. Davis),,91-70,,
1:05.0,,,91-70,,Defensive rebound by D. Miller
1:02.0,,,91-70,,Turnover by I. Clark (lost ball; steal by Q. Cook)
0:57.0,Turnover by D. Green (bad pass; steal by D. Miller),,91-70,,
0:53.0,,,91-70,,Shooting foul by S. Livingston (drawn by E. Moore)
0:53.0,,,91-71,1,E. Moore makes free throw 1 of 2
0:53.0,,,91-71,,N. Mirotic enters the game for A. Davis
0:53.0,A. Iguodala enters the game for D. Green,,91-71,,
0:53.0,,,91-71,,E. Moore misses free throw 2 of 2
0:53.0,Defensive rebound by S. Livingston,,91-71,,
0:35.0,A. Iguodala misses 3-pt shot from 25 ft,,91-71,,
0:32.0,Offensive rebound by K. Durant,,91-71,,
0:14.0,A. Iguodala makes 3-pt shot from 23 ft (assist by K. Durant),3,94-71,,
0:00.0,,,94-73,2,J. Holiday makes 2-pt shot from 10 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,94-75,2,E. Moore makes 2-pt shot from 8 ft (assist by R. Rondo)
11:25.0,A. Iguodala misses 2-pt shot from 19 ft (block by N. Mirotic),,94-75,,
11:22.0,,,94-75,,Defensive rebound by A. Davis
11:17.0,,,94-75,,N. Mirotic misses 3-pt shot from 23 ft (block by A. Iguodala)
11:17.0,Defensive rebound by Team,,94-75,,
10:58.0,S. Livingston misses 2-pt shot from 12 ft,,94-75,,
10:55.0,,,94-75,,Defensive rebound by A. Davis
10:48.0,,,94-75,,Shooting foul by Q. Cook (drawn by R. Rondo)
10:48.0,,,94-75,,R. Rondo misses free throw 1 of 2
10:48.0,,,94-75,,Offensive rebound by Team
10:48.0,S. Curry enters the game for Q. Cook,,94-75,,
10:48.0,,,94-75,,R. Rondo misses free throw 2 of 2
10:45.0,Defensive rebound by K. Looney,,94-75,,
10:29.0,S. Livingston misses 2-pt shot from 13 ft,,94-75,,
10:27.0,,,94-75,,Defensive rebound by Team
10:20.0,,,94-75,,Shooting foul by K. Looney (drawn by J. Holiday)
10:20.0,,,94-75,,J. Holiday misses free throw 1 of 2
10:20.0,,,94-75,,Offensive rebound by Team
10:20.0,D. Green enters the game for S. Livingston,,94-75,,
10:20.0,,,94-75,,J. Holiday misses free throw 2 of 2
10:17.0,Defensive rebound by D. Green,,94-75,,
10:06.0,,,94-75,,Away from play foul by E. Moore (drawn by K. Thompson)
10:01.0,S. Curry makes 2-pt shot from 20 ft (assist by D. Green),2,96-75,,
9:50.0,,,96-75,,Turnover by J. Holiday (bad pass; steal by D. Green)
9:45.0,K. Thompson misses 3-pt shot from 24 ft,,96-75,,
9:41.0,Offensive rebound by K. Looney,,96-75,,
9:34.0,S. Curry misses 3-pt shot from 25 ft,,96-75,,
9:31.0,,,96-75,,Defensive rebound by A. Davis
9:28.0,,,96-75,,Turnover by A. Davis (bad pass; steal by A. Iguodala)
9:12.0,K. Thompson misses 2-pt shot from 9 ft,,96-75,,
9:10.0,,,96-75,,Defensive rebound by Team
9:04.0,,,96-75,,R. Rondo misses 2-pt shot from 10 ft
9:04.0,Defensive rebound by Team,,96-75,,
9:04.0,,,96-75,,Loose ball foul by A. Davis (drawn by D. Green)
8:51.0,A. Iguodala misses 3-pt shot from 23 ft,,96-75,,
8:47.0,,,96-75,,Defensive rebound by R. Rondo
8:42.0,,,96-75,,A. Davis misses 3-pt shot from 25 ft
8:38.0,Defensive rebound by K. Looney,,96-75,,
8:29.0,Golden State full timeout,,96-75,,
8:29.0,K. Durant enters the game for K. Looney,,96-75,,
8:18.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,98-75,,
8:05.0,,,98-75,,Turnover by R. Rondo (bad pass; steal by A. Iguodala)
8:01.0,S. Curry makes 2-pt shot from 1 ft (assist by A. Iguodala),2,100-75,,
7:41.0,,,100-75,,Offensive charge foul by A. Davis (drawn by A. Iguodala)
7:41.0,,,100-75,,Turnover by A. Davis (offensive foul)
7:41.0,,,100-75,,I. Clark enters the game for R. Rondo
7:41.0,K. Looney enters the game for A. Iguodala,,100-75,,
7:30.0,S. Curry misses 3-pt shot from 25 ft,,100-75,,
7:28.0,,,100-75,,Defensive rebound by N. Mirotic
7:24.0,,,100-77,2,E. Moore makes 2-pt shot from 5 ft (assist by N. Mirotic)
7:11.0,Turnover by D. Green (bad pass; steal by J. Holiday),,100-77,,
7:06.0,,,100-77,,I. Clark misses 3-pt shot from 23 ft
7:03.0,,,100-77,,Offensive rebound by N. Mirotic
7:02.0,,,100-79,2,I. Clark makes 2-pt shot from 2 ft (assist by N. Mirotic)
7:02.0,Golden State full timeout,,100-79,,
6:48.0,K. Looney misses 2-pt shot from 3 ft (block by N. Mirotic),,100-79,,
6:48.0,,,100-79,,Defensive rebound by J. Holiday
6:48.0,Personal foul by D. Green (drawn by J. Holiday),,100-79,,
6:37.0,,,100-79,,A. Davis misses 2-pt shot from 2 ft
6:37.0,Defensive rebound by Team,,100-79,,
6:37.0,,,100-79,,Loose ball foul by N. Mirotic (drawn by K. Durant)
6:28.0,K. Durant makes 2-pt shot from 13 ft,2,102-79,,
6:19.0,,,102-79,,I. Clark misses 3-pt shot from 26 ft
6:19.0,,,102-79,,Offensive rebound by Team
6:07.0,,,102-81,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
5:51.0,Turnover by K. Durant (lost ball; steal by I. Clark),,102-81,,
5:45.0,,,102-81,,E. Moore misses 2-pt shot from 1 ft
5:40.0,,,102-81,,Offensive rebound by J. Holiday
5:40.0,,,102-83,2,J. Holiday makes 2-pt shot at rim
5:35.0,K. Thompson misses 2-pt shot from 21 ft,,102-83,,
