time,Portland,pts.away,score,pts.home,LA Clippers
6:02.0,Turnover by J. Nurkic (turnover),,109-95,,
6:02.0,,,109-95,,D. Jordan enters the game for S. Thornwell
5:52.0,,,109-95,,L. Williams misses 2-pt shot from 17 ft
5:49.0,Defensive rebound by A. Aminu,,109-95,,
5:33.0,C. McCollum makes 3-pt shot from 23 ft,3,112-95,,
5:19.0,,,112-97,2,M. Harrell makes 2-pt shot from 2 ft
4:55.0,A. Aminu makes 3-pt shot from 26 ft (assist by S. Napier),3,115-97,,
4:37.0,,,115-100,3,L. Williams makes 3-pt shot from 22 ft (assist by M. Harrell)
4:18.0,C. McCollum misses 2-pt shot from 17 ft (block by A. Rivers),,115-100,,
4:13.0,,,115-100,,Defensive rebound by D. Jordan
4:11.0,,,115-102,2,M. Harrell makes 2-pt shot from 2 ft (assist by L. Williams)
4:11.0,Portland full timeout,,115-102,,
4:11.0,D. Lillard enters the game for S. Napier,,115-102,,
3:58.0,A. Aminu makes 3-pt shot from 24 ft (assist by C. McCollum),3,118-102,,
3:45.0,,,118-102,,L. Williams misses 2-pt shot from 1 ft
3:42.0,Defensive rebound by C. McCollum,,118-102,,
3:19.0,M. Harkless makes 2-pt shot from 20 ft,2,120-102,,
3:06.0,,,120-104,2,M. Harrell makes 2-pt shot from 5 ft (assist by A. Rivers)
2:56.0,Shooting foul by L. Williams (drawn by M. Harkless),,120-104,,
2:56.0,M. Harkless makes free throw 1 of 2,1,121-104,,
2:56.0,,,121-104,,J. Evans enters the game for M. Harrell
2:56.0,,,121-104,,S. Thornwell enters the game for D. Jordan
2:56.0,,,121-104,,W. Johnson enters the game for L. Williams
2:56.0,,,121-104,,B. Marjanovic enters the game for A. Rivers
2:56.0,,,121-104,,S. Kilpatrick enters the game for T. Harris
2:56.0,M. Harkless makes free throw 2 of 2,1,122-104,,
2:41.0,,,122-104,,B. Marjanovic misses 2-pt shot from 5 ft (block by J. Nurkic)
2:38.0,Defensive rebound by J. Nurkic,,122-104,,
2:20.0,J. Nurkic misses 2-pt shot from 15 ft,,122-104,,
2:19.0,,,122-104,,Defensive rebound by Team
2:19.0,,,122-104,,S. Dekker enters the game for S. Thornwell
2:19.0,P. Connaughton enters the game for D. Lillard,,122-104,,
2:19.0,Z. Collins enters the game for C. McCollum,,122-104,,
2:19.0,C. Swanigan enters the game for M. Harkless,,122-104,,
2:19.0,J. Layman enters the game for A. Aminu,,122-104,,
2:19.0,S. Napier enters the game for J. Nurkic,,122-104,,
1:53.0,,,122-104,,J. Evans misses 2-pt shot from 5 ft
1:52.0,,,122-104,,Offensive rebound by B. Marjanovic
1:52.0,Personal foul by C. Swanigan (drawn by B. Marjanovic),,122-104,,
1:46.0,,,122-104,,S. Kilpatrick misses 2-pt shot from 3 ft
1:44.0,Defensive rebound by P. Connaughton,,122-104,,
1:29.0,Turnover by C. Swanigan (traveling),,122-104,,
1:17.0,,,122-104,,Shooting foul by C. Swanigan (drawn by B. Marjanovic)
1:17.0,,,122-105,1,B. Marjanovic makes free throw 1 of 2
1:17.0,,,122-106,1,B. Marjanovic makes free throw 2 of 2
0:59.0,Z. Collins misses 3-pt shot from 27 ft,,122-106,,
0:58.0,,,122-106,,Defensive rebound by Team
0:38.0,,,122-109,3,W. Johnson makes 3-pt shot from 23 ft (assist by S. Kilpatrick)
0:23.0,Turnover by J. Layman (bad pass; steal by S. Dekker),,122-109,,
0:06.0,,,122-109,,S. Kilpatrick misses 2-pt shot from 14 ft
0:03.0,Defensive rebound by S. Napier,,122-109,,
