time,LA Lakers,pts.away,score,pts.home,Denver
4:39.0,B. Lopez misses 3-pt shot from 25 ft,,110-109,,
4:35.0,,,110-109,,Defensive rebound by P. Millsap
4:24.0,,,110-111,2,P. Millsap makes 2-pt shot from 1 ft (assist by N. Jokic)
4:24.0,,,110-111,,Shooting foul by K. Caldwell-Pope (drawn by P. Millsap)
4:24.0,,,110-112,1,P. Millsap makes free throw 1 of 1
4:12.0,Offensive charge foul by J. Randle (drawn by P. Millsap),,110-112,,
4:12.0,Turnover by J. Randle (offensive foul),,110-112,,
3:52.0,,,110-114,2,J. Murray makes 2-pt shot from 1 ft
3:28.0,Turnover by J. Randle (bad pass; steal by N. Jokic),,110-114,,
3:23.0,,,110-114,,Shooting foul by K. Kuzma (drawn by J. Murray)
3:23.0,,,110-115,1,J. Murray makes free throw 1 of 2
3:23.0,LA Lakers full timeout,,110-115,,
3:23.0,I. Thomas enters the game for J. Randle,,110-115,,
3:23.0,,,110-116,1,J. Murray makes free throw 2 of 2
3:09.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,110-116,,
3:07.0,Offensive rebound by B. Lopez,,110-116,,
3:06.0,B. Lopez makes 2-pt shot from 1 ft,2,112-116,,
2:50.0,,,112-116,,Turnover by N. Jokic (traveling)
2:40.0,B. Lopez makes 2-pt shot from 15 ft (assist by L. Ball),2,114-116,,
2:14.0,,,114-116,,J. Murray misses 2-pt shot from 18 ft
2:12.0,Defensive rebound by K. Caldwell-Pope,,114-116,,
1:59.0,I. Thomas misses 2-pt shot from 2 ft,,114-116,,
1:57.0,,,114-116,,Defensive rebound by G. Harris
1:43.0,,,114-119,3,P. Millsap makes 3-pt shot from 24 ft (assist by W. Barton)
1:32.0,B. Lopez misses 3-pt shot from 24 ft,,114-119,,
1:31.0,Offensive rebound by L. Ball,,114-119,,
1:29.0,L. Ball makes 2-pt shot from 1 ft,2,116-119,,
1:15.0,,,116-119,,Turnover by J. Murray (lost ball; steal by I. Thomas)
1:05.0,L. Ball misses 3-pt shot from 24 ft,,116-119,,
1:02.0,,,116-119,,Defensive rebound by J. Murray
0:42.0,,,116-119,,W. Barton misses 2-pt shot from 18 ft
0:40.0,,,116-119,,Offensive rebound by N. Jokic
0:40.0,,,116-121,2,N. Jokic makes 2-pt shot at rim
0:34.0,L. Ball misses 2-pt shot from 2 ft (block by P. Millsap),,116-121,,
0:34.0,,,116-121,,Defensive rebound by Team
0:30.0,Jump ball: N. Jokic vs. B. Lopez (J. Murray gains possession),,,,Jump ball: N. Jokic vs. B. Lopez (J. Murray gains possession)
0:29.0,Personal foul by K. Caldwell-Pope (drawn by J. Murray),,116-121,,
0:29.0,,,116-122,1,J. Murray makes free throw 1 of 2
0:29.0,,,116-123,1,J. Murray makes free throw 2 of 2
0:20.0,Turnover by L. Ball (bad pass; steal by J. Murray),,116-123,,
0:19.0,Personal take foul by B. Lopez (drawn by J. Murray),,116-123,,
0:19.0,,,116-124,1,J. Murray makes free throw 1 of 2
0:19.0,,,116-125,1,J. Murray makes free throw 2 of 2
0:19.0,LA Lakers full timeout,,116-125,,
0:18.0,L. Ball misses 3-pt shot from 24 ft,,116-125,,
0:15.0,,,116-125,,Defensive rebound by G. Harris
