time,Indiana,pts.away,score,pts.home,Cleveland
7:50.0,,,8-10,,L. James misses 2-pt shot at rim
7:47.0,Defensive rebound by D. Sabonis,,8-10,,
7:44.0,D. Sabonis makes 2-pt shot from 1 ft (assist by D. Collison),2,10-10,,
7:44.0,,,10-10,,Cleveland full timeout
7:44.0,A. Jefferson enters the game for D. Sabonis,,10-10,,
7:26.0,,,10-10,,K. Love misses 3-pt shot from 22 ft
7:20.0,,,10-10,,Offensive rebound by L. James
7:17.0,,,10-10,,J. Smith misses 3-pt shot from 26 ft
7:16.0,,,10-10,,Offensive rebound by T. Thompson
7:16.0,Personal foul by A. Jefferson (drawn by T. Thompson),,10-10,,
7:10.0,,,10-10,,D. Rose misses 2-pt shot from 11 ft
7:07.0,Defensive rebound by A. Jefferson,,10-10,,
7:01.0,T. Young misses 3-pt shot from 25 ft,,10-10,,
7:01.0,,,10-10,,Defensive rebound by T. Thompson
6:40.0,,,10-10,,Turnover by L. James (bad pass; steal by T. Young)
6:34.0,B. Bogdanovic makes 3-pt shot from 22 ft (assist by V. Oladipo),3,13-10,,
6:25.0,,,13-10,,Turnover by D. Rose (out of bounds lost ball)
6:15.0,V. Oladipo makes 3-pt shot from 26 ft,3,16-10,,
6:02.0,,,16-10,,J. Smith misses 3-pt shot from 25 ft
5:59.0,,,16-10,,Offensive rebound by T. Thompson
5:56.0,,,16-12,2,D. Rose makes 2-pt shot from 1 ft (assist by J. Smith)
5:35.0,T. Young makes 2-pt shot from 16 ft (assist by D. Collison),2,18-12,,
5:26.0,,,18-12,,J. Crowder enters the game for T. Thompson
5:23.0,,,18-14,2,L. James makes 2-pt shot at rim (assist by J. Smith)
5:08.0,A. Jefferson makes 2-pt shot from 17 ft (assist by V. Oladipo),2,20-14,,
4:55.0,,,20-14,,K. Love misses 2-pt shot from 7 ft
4:52.0,Defensive rebound by A. Jefferson,,20-14,,
4:51.0,Shooting foul by D. Rose (drawn by D. Collison),,20-14,,
4:51.0,D. Collison makes free throw 1 of 2,1,21-14,,
4:51.0,D. Collison makes free throw 2 of 2,1,22-14,,
4:42.0,,,22-17,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
4:25.0,V. Oladipo misses 3-pt shot from 24 ft,,22-17,,
4:23.0,,,22-17,,Defensive rebound by J. Crowder
4:17.0,,,22-17,,K. Love misses 3-pt shot from 25 ft
4:17.0,Defensive rebound by D. Collison,,22-17,,
4:11.0,T. Young makes 2-pt shot at rim (assist by A. Jefferson),2,24-17,,
3:53.0,,,24-19,2,L. James makes 2-pt shot at rim
3:48.0,Indiana full timeout,,24-19,,
3:48.0,,,24-19,,D. Wade enters the game for D. Rose
3:48.0,,,24-19,,J. Green enters the game for J. Smith
3:48.0,D. Sabonis enters the game for A. Jefferson,,24-19,,
3:40.0,D. Sabonis misses 2-pt shot from 1 ft,,24-19,,
3:37.0,,,24-19,,Defensive rebound by L. James
3:30.0,,,24-19,,D. Wade misses 3-pt shot from 23 ft
3:25.0,Defensive rebound by D. Sabonis,,24-19,,
3:21.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by V. Oladipo),3,27-19,,
3:06.0,,,27-21,2,L. James makes 2-pt shot at rim (assist by D. Wade)
2:49.0,B. Bogdanovic makes 2-pt shot from 16 ft (assist by D. Collison),2,29-21,,
2:34.0,Personal foul by V. Oladipo (drawn by J. Crowder),,29-21,,
2:34.0,C. Joseph enters the game for D. Collison,,29-21,,
2:34.0,L. Stephenson enters the game for B. Bogdanovic,,29-21,,
2:24.0,,,29-21,,D. Wade misses 2-pt shot from 11 ft
2:22.0,Defensive rebound by D. Sabonis,,29-21,,
2:19.0,V. Oladipo misses 2-pt shot from 16 ft,,29-21,,
2:19.0,,,29-21,,Defensive rebound by K. Love
2:11.0,,,29-23,2,J. Green makes 2-pt shot at rim (assist by L. James)
1:46.0,V. Oladipo misses 2-pt shot from 11 ft,,29-23,,
1:42.0,,,29-23,,Defensive rebound by L. James
1:40.0,,,29-23,,Turnover by L. James (lost ball; steal by T. Young)
1:37.0,,,29-23,,Personal foul by J. Green (drawn by D. Sabonis)
1:37.0,,,29-23,,T. Thompson enters the game for K. Love
1:37.0,,,29-23,,K. Korver enters the game for L. James
1:37.0,T. Leaf enters the game for T. Young,,29-23,,
1:21.0,Offensive charge foul by V. Oladipo (drawn by K. Korver),,29-23,,
1:21.0,Turnover by V. Oladipo (offensive foul),,29-23,,
1:11.0,,,29-25,2,D. Wade makes 2-pt shot from 13 ft
1:02.0,Shooting foul by T. Thompson (drawn by D. Sabonis),,29-25,,
1:02.0,D. Sabonis makes free throw 1 of 2,1,30-25,,
1:02.0,D. Wilkins enters the game for V. Oladipo,,30-25,,
1:02.0,D. Sabonis misses free throw 2 of 2,,30-25,,
0:59.0,,,30-25,,Defensive rebound by T. Thompson
0:47.0,,,30-25,,J. Crowder misses 3-pt shot from 26 ft
0:43.0,Defensive rebound by D. Sabonis,,30-25,,
0:32.0,L. Stephenson misses 3-pt shot from 26 ft,,30-25,,
0:29.0,,,30-25,,Defensive rebound by D. Wade
0:10.0,,,30-28,3,J. Green makes 3-pt shot from 24 ft (assist by K. Korver)
0:03.0,C. Joseph misses 2-pt shot from 16 ft,,30-28,,
0:00.0,,,30-28,,Defensive rebound by T. Thompson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,D. Wilkins makes 2-pt shot from 11 ft,2,32-28,,
11:19.0,,,32-30,2,J. Green makes 2-pt shot from 2 ft (assist by K. Korver)
10:56.0,Turnover by D. Sabonis (lost ball; steal by K. Korver),,32-30,,
10:49.0,,,32-30,,D. Wade misses 2-pt shot from 2 ft
10:46.0,Defensive rebound by D. Sabonis,,32-30,,
10:42.0,Turnover by C. Joseph (bad pass; steal by J. Green),,32-30,,
10:36.0,,,32-32,2,J. Crowder makes 2-pt shot at rim (assist by D. Wade)
10:13.0,L. Stephenson misses 3-pt shot from 23 ft,,32-32,,
10:10.0,,,32-32,,Defensive rebound by T. Thompson
10:05.0,,,32-32,,K. Korver misses 3-pt shot from 29 ft
10:02.0,Defensive rebound by D. Sabonis,,32-32,,
9:58.0,Turnover by L. Stephenson (bad pass; steal by J. Crowder),,32-32,,
9:46.0,,,32-32,,J. Crowder misses 3-pt shot from 26 ft
9:43.0,Defensive rebound by D. Sabonis,,32-32,,
9:36.0,D. Sabonis makes 2-pt shot at rim (assist by C. Joseph),2,34-32,,
9:36.0,Shooting foul by J. Green (drawn by D. Sabonis),,34-32,,
9:36.0,D. Sabonis makes free throw 1 of 1,1,35-32,,
9:25.0,,,35-32,,K. Korver misses 3-pt shot from 25 ft
9:22.0,Defensive rebound by L. Stephenson,,35-32,,
9:11.0,C. Joseph makes 2-pt shot from 13 ft,2,37-32,,
9:08.0,,,37-32,,Cleveland full timeout
8:54.0,,,37-34,2,D. Wade makes 2-pt shot from 13 ft
8:41.0,D. Sabonis makes 2-pt shot from 1 ft (assist by C. Joseph),2,39-34,,
8:41.0,Shooting foul by D. Wade (drawn by D. Sabonis),,39-34,,
8:41.0,D. Sabonis makes free throw 1 of 1,1,40-34,,
8:30.0,,,40-34,,Shooting foul by D. Sabonis (drawn by D. Wade)
8:30.0,,,40-34,,D. Wade misses free throw 1 of 2
8:30.0,,,40-34,,Offensive rebound by Team
8:30.0,,,40-35,1,D. Wade makes free throw 2 of 2
8:16.0,D. Wilkins misses 3-pt shot from 23 ft,,40-35,,
8:13.0,,,40-35,,Defensive rebound by J. Green
8:07.0,,,40-38,3,K. Korver makes 3-pt shot from 25 ft (assist by J. Green)
7:50.0,T. Leaf makes 3-pt shot from 26 ft (assist by D. Sabonis),3,43-38,,
7:34.0,,,43-38,,J. Green misses 3-pt shot from 22 ft
7:32.0,Defensive rebound by L. Stephenson,,43-38,,
7:25.0,C. Joseph misses 2-pt shot at rim,,43-38,,
7:21.0,Offensive rebound by D. Wilkins,,43-38,,
7:19.0,C. Joseph makes 3-pt shot from 22 ft (assist by D. Wilkins),3,46-38,,
6:59.0,,,46-40,2,K. Korver makes 2-pt shot from 19 ft (assist by D. Wade)
6:44.0,C. Joseph makes 3-pt shot from 25 ft (assist by L. Stephenson),3,49-40,,
6:32.0,,,49-40,,Offensive foul by K. Korver (drawn by C. Joseph)
6:32.0,,,49-40,,Turnover by K. Korver (offensive foul)
6:32.0,,,49-40,,K. Love enters the game for T. Thompson
6:32.0,,,49-40,,L. James enters the game for J. Crowder
6:21.0,D. Sabonis misses 2-pt shot from 14 ft,,49-40,,
6:17.0,Offensive rebound by C. Joseph,,49-40,,
6:10.0,D. Sabonis misses 2-pt shot at rim,,49-40,,
6:10.0,,,49-40,,Defensive rebound by J. Green
6:06.0,Technical foul by L. Stephenson (drawn by L. James),,49-40,,
6:06.0,,,49-41,1,L. James makes flagrant free throw 1 of 2
6:06.0,,,49-42,1,L. James makes flagrant free throw 2 of 2
6:06.0,,,49-42,,J. Smith enters the game for D. Wade
6:06.0,,,49-42,,D. Rose enters the game for K. Korver
6:06.0,T. Young enters the game for D. Sabonis,,49-42,,
6:06.0,B. Bogdanovic enters the game for D. Wilkins,,49-42,,
6:02.0,V. Oladipo enters the game for L. Stephenson,,49-42,,
6:02.0,D. Collison enters the game for C. Joseph,,49-42,,
6:00.0,,,49-45,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
5:44.0,V. Oladipo misses 2-pt shot from 15 ft,,49-45,,
5:42.0,,,49-45,,Defensive rebound by K. Love
5:40.0,,,49-45,,Shooting foul by T. Leaf (drawn by J. Green)
5:40.0,,,49-46,1,J. Green makes free throw 1 of 2
5:40.0,,,49-47,1,J. Green makes free throw 2 of 2
5:28.0,T. Young misses 2-pt shot at rim,,49-47,,
5:25.0,,,49-47,,Defensive rebound by K. Love
5:21.0,,,49-47,,Turnover by L. James (out of bounds lost ball)
5:04.0,T. Young misses 2-pt shot from 15 ft,,49-47,,
5:02.0,,,49-47,,Defensive rebound by D. Rose
4:52.0,,,49-49,2,J. Green makes 2-pt shot at rim (assist by L. James)
4:38.0,V. Oladipo misses 2-pt shot from 14 ft,,49-49,,
4:38.0,Offensive rebound by T. Young,,49-49,,
4:31.0,T. Young misses 2-pt shot at rim,,49-49,,
4:30.0,,,49-49,,Defensive rebound by J. Smith
4:29.0,D. Sabonis enters the game for T. Leaf,,49-49,,
4:29.0,,,49-51,2,D. Rose makes 2-pt shot from 1 ft (assist by L. James)
4:29.0,Indiana full timeout,,49-51,,
4:10.0,D. Collison makes 2-pt shot at rim (assist by B. Bogdanovic),2,51-51,,
4:10.0,Shooting foul by D. Rose (drawn by D. Collison),,51-51,,
4:10.0,D. Collison makes free throw 1 of 1,1,52-51,,
3:51.0,,,52-51,,K. Love misses 2-pt shot from 16 ft
3:49.0,Defensive rebound by D. Collison,,52-51,,
3:41.0,T. Young makes 2-pt shot from 15 ft,2,54-51,,
3:21.0,,,54-54,3,K. Love makes 3-pt shot from 23 ft (assist by J. Smith)
3:05.0,D. Sabonis misses 2-pt shot from 9 ft,,54-54,,
3:03.0,,,54-54,,Defensive rebound by K. Love
2:59.0,,,54-56,2,D. Rose makes 2-pt shot from 21 ft (assist by L. James)
2:56.0,Turnover by D. Sabonis (bad pass; steal by J. Green),,54-56,,
2:56.0,,,54-56,,Offensive foul by J. Green (drawn by D. Sabonis)
2:56.0,,,54-56,,Turnover by J. Green (bad pass)
2:56.0,,,54-56,,T. Thompson enters the game for J. Green
2:45.0,V. Oladipo misses 2-pt shot from 3 ft (block by T. Thompson),,54-56,,
2:44.0,,,54-56,,Defensive rebound by D. Rose
2:42.0,,,54-56,,Turnover by D. Rose (lost ball; steal by D. Collison)
2:36.0,T. Young makes 2-pt shot from 2 ft,2,56-56,,
2:26.0,Personal foul by D. Collison (drawn by T. Thompson),,56-56,,
2:26.0,A. Jefferson enters the game for D. Sabonis,,56-56,,
2:20.0,,,56-59,3,J. Smith makes 3-pt shot from 27 ft (assist by D. Rose)
1:54.0,B. Bogdanovic makes 2-pt shot at rim (assist by D. Collison),2,58-59,,
1:44.0,,,58-61,2,D. Rose makes 2-pt shot from 17 ft
1:41.0,,,58-61,,Personal take foul by J. Smith (drawn by V. Oladipo)
1:41.0,,,58-61,,J. Crowder enters the game for T. Thompson
1:41.0,C. Joseph enters the game for D. Collison,,58-61,,
1:41.0,L. Stephenson enters the game for V. Oladipo,,58-61,,
1:39.0,Shooting foul by J. Crowder (drawn by B. Bogdanovic),,58-61,,
1:39.0,D. Wilkins enters the game for A. Jefferson,,58-61,,
1:39.0,B. Bogdanovic makes free throw 2 of 2,1,59-61,,
1:39.0,B. Bogdanovic makes free throw 1 of 2,1,60-61,,
1:28.0,,,60-61,,Turnover by L. James (bad pass; steal by T. Young)
1:10.0,D. Wilkins misses 2-pt shot from 1 ft,,60-61,,
1:10.0,,,60-61,,Defensive rebound by K. Love
0:57.0,,,60-61,,L. James misses 3-pt shot from 26 ft
0:57.0,Defensive rebound by L. Stephenson,,60-61,,
0:33.0,C. Joseph misses 2-pt shot from 14 ft,,60-61,,
0:33.0,Offensive rebound by Team,,60-61,,
0:07.0,Jump ball: L. James vs. T. Young (D. Rose gains possession),,,,Jump ball: L. James vs. T. Young (D. Rose gains possession)
0:07.0,Turnover by T. Young (turnover; steal by L. James),,60-61,,
0:05.0,,,60-61,,D. Rose misses 2-pt shot from 14 ft
0:05.0,Defensive rebound by C. Joseph,,60-61,,
0:04.0,T. Young makes 2-pt shot at rim (assist by C. Joseph),2,62-61,,
0:00.0,,,62-61,,Turnover by L. James (lost ball; steal by T. Young)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. Sabonis misses 2-pt shot from 13 ft,,62-61,,
11:43.0,,,62-61,,Defensive rebound by L. James
11:37.0,,,62-61,,J. Crowder misses 3-pt shot from 25 ft
11:37.0,Defensive rebound by B. Bogdanovic,,62-61,,
11:18.0,D. Collison misses 2-pt shot from 8 ft,,62-61,,
11:16.0,,,62-61,,Defensive rebound by D. Rose
11:08.0,,,62-61,,K. Love misses 3-pt shot from 22 ft
11:05.0,Defensive rebound by T. Young,,62-61,,
10:57.0,V. Oladipo misses 2-pt shot from 16 ft,,62-61,,
10:57.0,,,62-61,,Defensive rebound by K. Love
10:48.0,,,62-61,,D. Rose misses 2-pt shot from 7 ft
10:45.0,Defensive rebound by T. Young,,62-61,,
10:42.0,V. Oladipo makes 2-pt shot from 13 ft (assist by D. Collison),2,64-61,,
10:15.0,,,64-61,,J. Smith misses 3-pt shot from 27 ft
10:12.0,Defensive rebound by B. Bogdanovic,,64-61,,
10:05.0,B. Bogdanovic misses 2-pt shot from 1 ft,,64-61,,
10:03.0,,,64-61,,Defensive rebound by K. Love
9:53.0,,,64-63,2,D. Rose makes 2-pt shot from 13 ft (assist by L. James)
9:45.0,V. Oladipo misses 2-pt shot from 1 ft,,64-63,,
9:45.0,,,64-63,,Defensive rebound by J. Crowder
9:37.0,,,64-65,2,J. Crowder makes 2-pt shot from 1 ft (assist by L. James)
9:37.0,Indiana full timeout,,64-65,,
9:18.0,B. Bogdanovic misses 2-pt shot from 4 ft,,64-65,,
9:14.0,,,64-65,,Defensive rebound by L. James
9:12.0,,,64-67,2,D. Rose makes 2-pt shot at rim (assist by L. James)
9:00.0,D. Collison makes 2-pt shot from 8 ft,2,66-67,,
8:46.0,Personal foul by T. Young (drawn by K. Love),,66-67,,
8:38.0,,,66-69,2,K. Love makes 2-pt shot at rim (assist by L. James)
8:17.0,D. Collison makes 2-pt shot from 19 ft,2,68-69,,
8:02.0,,,68-69,,J. Smith misses 3-pt shot from 25 ft
8:02.0,Defensive rebound by D. Sabonis,,68-69,,
7:52.0,V. Oladipo makes 3-pt shot from 26 ft (assist by D. Sabonis),3,71-69,,
7:29.0,,,71-69,,L. James misses 2-pt shot from 20 ft
7:24.0,Defensive rebound by D. Sabonis,,71-69,,
7:19.0,D. Collison makes 3-pt shot from 26 ft,3,74-69,,
7:18.0,,,74-69,,Cleveland full timeout
7:04.0,,,74-69,,D. Rose misses 2-pt shot from 16 ft
7:02.0,Defensive rebound by D. Sabonis,,74-69,,
6:47.0,V. Oladipo makes 3-pt shot from 25 ft (assist by D. Sabonis),3,77-69,,
6:30.0,,,77-72,3,L. James makes 3-pt shot from 27 ft (assist by K. Love)
6:17.0,V. Oladipo misses 2-pt shot from 12 ft (block by K. Love),,77-72,,
6:13.0,Offensive rebound by V. Oladipo,,77-72,,
6:10.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by V. Oladipo),3,80-72,,
5:44.0,,,80-72,,J. Crowder misses 2-pt shot from 12 ft
5:42.0,,,80-72,,Offensive rebound by K. Love
5:32.0,,,80-72,,Shooting foul by D. Sabonis (drawn by D. Rose)
5:32.0,,,80-72,,D. Rose misses free throw 1 of 2
5:32.0,,,80-72,,Offensive rebound by Team
5:32.0,,,80-72,,J. Green enters the game for K. Love
5:32.0,,,80-73,1,D. Rose makes free throw 2 of 2
5:18.0,V. Oladipo misses 3-pt shot from 26 ft,,80-73,,
5:14.0,,,80-73,,Defensive rebound by J. Smith
5:07.0,,,80-75,2,L. James makes 2-pt shot from 14 ft
4:55.0,,,80-75,,Personal foul by J. Green (drawn by B. Bogdanovic)
4:40.0,V. Oladipo misses 2-pt shot from 20 ft,,80-75,,
4:40.0,Offensive rebound by D. Sabonis,,80-75,,
4:39.0,Turnover by Team (shot clock),,80-75,,
4:25.0,,,80-77,2,L. James makes 2-pt shot from 18 ft
4:03.0,T. Young makes 2-pt shot from 18 ft (assist by B. Bogdanovic),2,82-77,,
3:49.0,,,82-77,,Turnover by J. Green (bad pass)
3:49.0,T. Leaf enters the game for T. Young,,82-77,,
3:34.0,D. Sabonis misses 2-pt shot from 18 ft,,82-77,,
3:34.0,,,82-77,,Defensive rebound by J. Green
3:23.0,,,82-79,2,L. James makes 2-pt shot from 16 ft
3:08.0,V. Oladipo makes 2-pt shot from 7 ft (assist by D. Collison),2,84-79,,
2:55.0,,,84-81,2,D. Rose makes 2-pt shot at rim (assist by L. James)
2:38.0,D. Sabonis misses 2-pt shot from 12 ft,,84-81,,
2:34.0,Offensive rebound by D. Collison,,84-81,,
2:32.0,T. Leaf misses 2-pt shot from 16 ft,,84-81,,
2:32.0,Offensive rebound by T. Leaf,,84-81,,
2:28.0,T. Leaf makes 2-pt shot at rim,2,86-81,,
2:08.0,,,86-81,,Turnover by L. James (lost ball; steal by B. Bogdanovic)
2:08.0,,,86-81,,Loose ball foul by L. James (drawn by B. Bogdanovic)
2:08.0,L. Stephenson enters the game for B. Bogdanovic,,86-81,,
2:08.0,,,86-81,,D. Wade enters the game for J. Smith
2:08.0,,,86-81,,K. Korver enters the game for D. Rose
1:45.0,D. Sabonis makes 2-pt shot from 1 ft (assist by D. Collison),2,88-81,,
1:33.0,,,88-81,,D. Wade misses 2-pt shot from 18 ft
1:26.0,Defensive rebound by T. Leaf,,88-81,,
1:21.0,,,88-81,,Personal foul by J. Crowder (drawn by T. Leaf)
1:21.0,,,88-81,,K. Love enters the game for J. Crowder
1:20.0,D. Collison makes free throw 2 of 2,1,89-81,,
1:20.0,D. Collison misses free throw 1 of 2,,89-81,,
1:20.0,Offensive rebound by Team,,89-81,,
1:20.0,,,89-81,,Personal foul by D. Wade (drawn by D. Collison)
1:10.0,,,89-81,,Shooting foul by T. Leaf (drawn by J. Green)
1:10.0,,,89-81,,J. Green misses free throw 1 of 2
1:10.0,,,89-81,,Offensive rebound by Team
1:10.0,,,89-81,,J. Smith enters the game for L. James
1:10.0,C. Joseph enters the game for D. Collison,,89-81,,
1:10.0,T. Young enters the game for D. Sabonis,,89-81,,
1:10.0,,,89-81,,J. Green misses free throw 2 of 2
1:06.0,Defensive rebound by L. Stephenson,,89-81,,
1:00.0,Offensive foul by V. Oladipo (drawn by J. Smith),,89-81,,
1:00.0,Turnover by V. Oladipo (offensive foul),,89-81,,
0:50.0,,,89-83,2,J. Green makes 2-pt shot from 4 ft (assist by K. Love)
0:35.0,V. Oladipo makes 2-pt shot from 17 ft (assist by C. Joseph),2,91-83,,
0:25.0,,,91-83,,J. Green misses 2-pt shot from 12 ft
0:25.0,,,91-83,,Offensive rebound by Team
0:25.0,Loose ball foul by T. Young (drawn by K. Love),,91-83,,
0:25.0,B. Bogdanovic enters the game for V. Oladipo,,91-83,,
0:25.0,,,91-84,1,K. Love makes free throw 2 of 2
0:25.0,,,91-85,1,K. Love makes free throw 1 of 2
0:08.0,,,91-85,,Personal foul by D. Wade (drawn by C. Joseph)
0:08.0,C. Joseph misses free throw 1 of 2,,91-85,,
0:08.0,Offensive rebound by Team,,91-85,,
0:08.0,D. Wilkins enters the game for T. Leaf,,91-85,,
0:08.0,C. Joseph makes free throw 2 of 2,1,92-85,,
0:00.0,,,92-85,,K. Korver misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by D. Wilkins,,92-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,92-87,2,J. Green makes 2-pt shot from 1 ft (assist by D. Wade)
11:23.0,,,92-87,,Personal foul by K. Korver (drawn by C. Joseph)
11:11.0,,,92-87,,Personal foul by K. Korver (drawn by C. Joseph)
11:01.0,L. Stephenson misses 2-pt shot from 18 ft,,92-87,,
10:59.0,,,92-87,,Defensive rebound by K. Korver
10:51.0,,,92-87,,Turnover by D. Wade (bad pass)
10:37.0,T. Young makes 2-pt shot from 8 ft (assist by L. Stephenson),2,94-87,,
10:26.0,Personal foul by C. Joseph (drawn by K. Korver),,94-87,,
10:26.0,,,94-87,,L. James enters the game for J. Smith
10:19.0,,,94-87,,K. Korver misses 2-pt shot from 16 ft
10:18.0,Defensive rebound by L. Stephenson,,94-87,,
10:18.0,,,94-87,,Personal foul by J. Green (drawn by L. Stephenson)
10:18.0,,,94-87,,J. Crowder enters the game for J. Green
10:03.0,T. Young makes 3-pt shot from 25 ft (assist by L. Stephenson),3,97-87,,
9:41.0,,,97-87,,K. Love misses 2-pt shot from 10 ft
9:38.0,Defensive rebound by T. Young,,97-87,,
9:21.0,,,97-87,,Personal foul by D. Wade (drawn by B. Bogdanovic)
9:06.0,T. Young misses 2-pt shot from 15 ft,,97-87,,
9:06.0,Offensive rebound by D. Wilkins,,97-87,,
9:06.0,Turnover by Team (shot clock),,97-87,,
8:55.0,,,97-89,2,L. James makes 2-pt shot from 2 ft
8:30.0,L. Stephenson misses 3-pt shot from 26 ft,,97-89,,
8:27.0,,,97-89,,Defensive rebound by K. Love
8:24.0,Personal foul by L. Stephenson (drawn by K. Korver),,97-89,,
8:24.0,D. Sabonis enters the game for D. Wilkins,,97-89,,
8:09.0,,,97-89,,D. Wade misses 3-pt shot from 25 ft
8:09.0,Defensive rebound by Team,,97-89,,
7:54.0,Turnover by C. Joseph (step out of bounds),,97-89,,
7:42.0,,,97-91,2,L. James makes 2-pt shot at rim
7:21.0,B. Bogdanovic misses 3-pt shot from 27 ft,,97-91,,
7:17.0,,,97-91,,Defensive rebound by K. Love
7:08.0,,,97-93,2,L. James makes 2-pt shot at rim
7:08.0,,,97-93,,Shooting foul by C. Joseph (drawn by L. James)
7:08.0,,,97-93,,J. Smith enters the game for D. Wade
7:08.0,V. Oladipo enters the game for L. Stephenson,,97-93,,
7:08.0,,,97-94,1,L. James makes free throw 1 of 1
7:08.0,Indiana full timeout,,97-94,,
6:54.0,V. Oladipo makes 3-pt shot from 27 ft (assist by D. Sabonis),3,100-94,,
6:28.0,,,100-94,,K. Korver misses 3-pt shot from 28 ft
6:24.0,Defensive rebound by C. Joseph,,100-94,,
6:21.0,T. Young makes 2-pt shot from 1 ft (assist by C. Joseph),2,102-94,,
6:10.0,,,102-94,,J. Crowder misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by C. Joseph,,102-94,,
5:56.0,D. Sabonis makes 2-pt shot from 14 ft (assist by V. Oladipo),2,104-94,,
5:46.0,,,104-96,2,L. James makes 2-pt shot at rim
5:31.0,D. Sabonis makes 2-pt shot from 1 ft (assist by V. Oladipo),2,106-96,,
5:24.0,,,106-98,2,L. James makes 2-pt shot from 3 ft
5:24.0,,,106-98,,Shooting foul by B. Bogdanovic (drawn by L. James)
5:24.0,,,106-98,,D. Rose enters the game for K. Korver
5:24.0,D. Collison enters the game for B. Bogdanovic,,106-98,,
5:24.0,,,106-99,1,L. James makes free throw 1 of 1
5:10.0,Turnover by V. Oladipo (lost ball; steal by L. James),,106-99,,
5:04.0,,,106-99,,J. Crowder misses 2-pt shot from 2 ft
5:01.0,,,106-99,,Offensive rebound by D. Rose
4:56.0,Shooting block foul by D. Collison (drawn by J. Crowder),,106-99,,
4:56.0,,,106-100,1,J. Crowder makes free throw 1 of 2
4:56.0,,,106-101,1,J. Crowder makes free throw 2 of 2
4:37.0,C. Joseph misses 3-pt shot from 27 ft,,106-101,,
4:33.0,,,106-101,,Defensive rebound by J. Crowder
4:22.0,,,106-101,,Turnover by L. James (bad pass; steal by C. Joseph)
4:16.0,D. Collison makes 3-pt shot from 22 ft (assist by D. Sabonis),3,109-101,,
4:16.0,,,109-101,,Cleveland full timeout
4:09.0,Personal foul by C. Joseph (drawn by K. Love),,109-101,,
4:09.0,,,109-101,,K. Love misses free throw 1 of 2
4:09.0,,,109-101,,Offensive rebound by Team
4:09.0,,,109-102,1,K. Love makes free throw 2 of 2
3:51.0,D. Sabonis misses 2-pt shot from 4 ft (block by L. James),,109-102,,
