time,Memphis,pts.away,score,pts.home,Oklahoma City
5:49.0,,,110-120,,R. Westbrook misses 2-pt shot from 1 ft
5:46.0,Defensive rebound by D. Davis,,110-120,,
5:42.0,M. Chalmers misses 3-pt shot from 24 ft,,110-120,,
5:42.0,Offensive rebound by B. McLemore,,110-120,,
5:40.0,Turnover by D. Davis (step out of bounds),,110-120,,
5:40.0,Memphis full timeout,,110-120,,
5:40.0,,,110-120,,J. Grant enters the game for C. Anthony
5:24.0,,,110-123,3,T. Ferguson makes 3-pt shot from 23 ft (assist by R. Westbrook)
5:05.0,K. Simmons misses 3-pt shot from 25 ft,,110-123,,
5:03.0,,,110-123,,Defensive rebound by S. Adams
4:57.0,,,110-123,,P. George misses 3-pt shot from 25 ft
4:53.0,Defensive rebound by D. Brooks,,110-123,,
4:49.0,D. Brooks misses 3-pt shot from 24 ft,,110-123,,
4:46.0,,,110-123,,Defensive rebound by P. George
4:37.0,,,110-123,,R. Westbrook misses 2-pt shot from 14 ft
4:34.0,Defensive rebound by D. Davis,,110-123,,
4:13.0,D. Davis makes 2-pt shot from 13 ft (assist by D. Brooks),2,112-123,,
3:56.0,,,112-123,,Turnover by R. Westbrook (bad pass; steal by M. Chalmers)
3:53.0,D. Brooks makes 2-pt shot at rim (assist by M. Chalmers),2,114-123,,
3:40.0,,,114-123,,Shooting foul by B. McLemore (drawn by P. George)
3:40.0,,,114-124,1,P. George makes free throw 1 of 3
3:40.0,,,114-125,1,P. George makes free throw 2 of 3
3:40.0,,,114-125,,Turnover by S. Adams (turnover)
3:26.0,D. Davis misses 2-pt shot from 15 ft,,114-125,,
3:22.0,,,114-125,,Defensive rebound by T. Ferguson
3:17.0,,,114-125,,R. Westbrook misses 2-pt shot from 1 ft
3:16.0,Defensive rebound by D. Brooks,,114-125,,
3:12.0,D. Brooks makes 2-pt shot from 1 ft,2,116-125,,
2:44.0,,,116-125,,P. George misses 3-pt shot from 24 ft
2:42.0,,,116-125,,Offensive rebound by P. George
2:41.0,,,116-127,2,P. George makes 2-pt shot at rim
2:33.0,Turnover by D. Brooks (discontinued dribble),,116-127,,
2:33.0,M. Henry enters the game for M. Chalmers,,116-127,,
2:33.0,O. Johnson enters the game for D. Brooks,,116-127,,
2:17.0,,,116-127,,Turnover by P. George (lost ball; steal by D. Davis)
2:03.0,K. Simmons misses 2-pt shot from 10 ft,,116-127,,
2:00.0,,,116-127,,Defensive rebound by S. Adams
1:55.0,,,116-130,3,T. Ferguson makes 3-pt shot from 23 ft (assist by R. Westbrook)
1:40.0,B. McLemore misses 2-pt shot from 13 ft,,116-130,,
1:37.0,,,116-130,,Defensive rebound by R. Westbrook
1:30.0,,,116-133,3,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook)
1:30.0,Turnover by O. Johnson (bad pass),,116-133,,
1:30.0,,,116-133,,J. Huestis enters the game for R. Westbrook
1:30.0,,,116-133,,D. Hamilton enters the game for J. Grant
1:30.0,,,116-133,,N. Collison enters the game for S. Adams
1:30.0,,,116-133,,D. Johnson enters the game for P. George
1:28.0,,,116-133,,T. Ferguson misses 3-pt shot from 25 ft
1:26.0,,,116-133,,Offensive rebound by N. Collison
1:16.0,,,116-136,3,J. Huestis makes 3-pt shot from 25 ft (assist by D. Hamilton)
1:01.0,,,116-136,,Personal foul by D. Hamilton (drawn by B. McLemore)
1:01.0,B. McLemore makes free throw 1 of 2,1,117-136,,
1:01.0,B. McLemore makes free throw 2 of 2,1,118-136,,
0:51.0,,,118-136,,Shooting foul by O. Johnson (drawn by N. Collison)
0:51.0,,,118-136,,N. Collison misses free throw 1 of 2
0:51.0,,,118-136,,Offensive rebound by Team
0:51.0,,,118-137,1,N. Collison makes free throw 2 of 2
0:40.0,Shooting foul by D. Hamilton (drawn by K. Simmons),,118-137,,
0:40.0,K. Simmons makes free throw 1 of 2,1,119-137,,
0:40.0,K. Simmons makes free throw 2 of 2,1,120-137,,
0:17.0,,,120-137,,J. Huestis misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by D. Davis,,120-137,,
0:10.0,B. McLemore makes 3-pt shot from 24 ft (assist by K. Simmons),3,123-137,,
