time,Boston,pts.away,score,pts.home,Atlanta
4:47.0,A. Horford makes free throw 2 of 2,1,14-14,,
4:40.0,,,14-14,,D. Schroder misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by K. Irving,,14-14,,
4:26.0,J. Brown makes 2-pt shot from 1 ft (assist by A. Horford),2,16-14,,
4:16.0,,,16-14,,M. Belinelli misses 3-pt shot from 24 ft
4:13.0,Defensive rebound by K. Irving,,16-14,,
4:08.0,,,16-14,,Personal foul by J. Collins (drawn by A. Horford)
4:08.0,,,16-14,,L. Babbitt enters the game for D. Dedmon
3:59.0,A. Horford misses 3-pt shot from 25 ft,,16-14,,
3:55.0,Shooting foul by D. Schroder (drawn by J. Brown),,16-14,,
3:55.0,T. Rozier enters the game for K. Irving,,16-14,,
3:55.0,J. Brown makes free throw 1 of 2,1,17-14,,
3:55.0,J. Brown makes free throw 2 of 2,1,18-14,,
3:54.0,Offensive rebound by J. Brown,,18-14,,
3:42.0,,,18-16,2,T. Waller-Prince makes 2-pt shot from 14 ft (assist by M. Belinelli)
3:21.0,Turnover by M. Smart (bad pass; steal by M. Belinelli),,18-16,,
3:13.0,,,18-19,3,L. Babbitt makes 3-pt shot from 26 ft (assist by T. Waller-Prince)
3:01.0,Personal foul by J. Brown (drawn by M. Belinelli),,18-19,,
3:01.0,Turnover by J. Brown (turnover),,18-19,,
3:01.0,,,18-19,,I. Taylor enters the game for D. Schroder
3:01.0,A. Nader enters the game for J. Brown,,18-19,,
2:47.0,,,18-19,,M. Belinelli misses 3-pt shot from 26 ft
2:42.0,Defensive rebound by A. Nader,,18-19,,
2:31.0,D. Theis makes 2-pt shot from 2 ft (assist by A. Horford),2,20-19,,
2:31.0,Shooting foul by L. Babbitt (drawn by D. Theis),,20-19,,
2:31.0,Boston full timeout,,20-19,,
2:31.0,,,20-19,,M. Delaney enters the game for T. Waller-Prince
2:31.0,S. Ojeleye enters the game for A. Horford,,20-19,,
2:31.0,D. Theis misses free throw 1 of 1,,20-19,,
2:29.0,,,20-19,,Defensive rebound by L. Babbitt
2:16.0,Personal foul by S. Ojeleye (drawn by J. Collins),,20-19,,
2:16.0,,,20-20,1,J. Collins makes free throw 1 of 2
2:16.0,,,20-20,,K. Bazemore enters the game for I. Taylor
2:16.0,,,20-20,,I. Taylor enters the game for L. Babbitt
2:16.0,,,20-21,1,J. Collins makes free throw 2 of 2
2:02.0,T. Rozier misses 3-pt shot from 25 ft,,20-21,,
1:59.0,,,20-21,,Defensive rebound by K. Bazemore
1:55.0,,,20-21,,Turnover by M. Delaney (bad pass)
1:43.0,M. Smart misses 3-pt shot from 26 ft,,20-21,,
1:38.0,,,20-21,,Defensive rebound by I. Taylor
1:37.0,,,20-23,2,I. Taylor makes 2-pt shot from 3 ft
1:37.0,,,20-23,,Shooting foul by M. Smart (drawn by I. Taylor)
1:37.0,,,20-23,,I. Taylor misses free throw 1 of 1
1:33.0,Defensive rebound by T. Rozier,,20-23,,
1:25.0,S. Ojeleye misses 3-pt shot from 25 ft,,20-23,,
1:22.0,Offensive rebound by D. Theis,,20-23,,
1:20.0,Turnover by D. Theis (lost ball; steal by M. Belinelli),,20-23,,
1:13.0,Personal foul by A. Nader (drawn by K. Bazemore),,20-23,,
1:13.0,,,20-24,1,K. Bazemore makes free throw 1 of 2
1:13.0,,,20-25,1,K. Bazemore makes free throw 2 of 2
1:01.0,M. Smart misses 2-pt shot from 9 ft,,20-25,,
0:59.0,Offensive rebound by M. Smart,,20-25,,
0:59.0,Shooting foul by J. Collins (drawn by M. Smart),,20-25,,
0:59.0,M. Smart misses free throw 1 of 2,,20-25,,
0:59.0,Offensive rebound by Team,,20-25,,
0:59.0,M. Smart makes free throw 2 of 2,1,21-25,,
0:51.0,,,21-25,,Offensive foul by J. Collins (drawn by T. Rozier)
0:51.0,,,21-25,,Turnover by J. Collins (offensive foul)
0:51.0,,,21-25,,D. Dedmon enters the game for J. Collins
0:42.0,T. Rozier makes 3-pt shot from 26 ft (assist by M. Smart),3,24-25,,
0:25.0,,,24-25,,Turnover by M. Delaney (bad pass)
0:00.0,M. Smart makes 2-pt shot from 2 ft,2,26-25,,
0:00.0,,,26-25,,K. Bazemore misses 3-pt shot from 58 ft
0:00.0,,,26-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Shooting foul by K. Bazemore (drawn by M. Smart),,26-25,,
11:45.0,M. Smart makes free throw 1 of 2,1,27-25,,
11:45.0,M. Smart makes free throw 2 of 2,1,28-25,,
11:35.0,,,28-25,,Offensive foul by K. Bazemore
11:35.0,,,28-25,,Turnover by K. Bazemore (offensive foul)
11:35.0,A. Baynes enters the game for D. Theis,,28-25,,
11:35.0,,,28-25,,Technical foul by K. Bazemore
11:35.0,M. Smart makes technical free throw,1,29-25,,
11:19.0,Turnover by T. Rozier (lost ball; steal by K. Bazemore),,29-25,,
11:19.0,Personal foul by T. Rozier (drawn by D. Dedmon),,29-25,,
11:07.0,,,29-27,2,I. Taylor makes 2-pt shot from 12 ft
10:56.0,A. Baynes makes 2-pt shot from 18 ft (assist by T. Rozier),2,31-27,,
10:43.0,,,31-27,,D. Schroder enters the game for M. Belinelli
10:39.0,,,31-30,3,D. Schroder makes 3-pt shot from 25 ft (assist by D. Dedmon)
10:18.0,A. Baynes misses 2-pt shot from 18 ft,,31-30,,
10:13.0,,,31-30,,Defensive rebound by M. Delaney
10:08.0,,,31-30,,D. Dedmon misses 2-pt shot from 7 ft
10:06.0,,,31-30,,Offensive rebound by M. Delaney
10:04.0,,,31-30,,M. Delaney misses 2-pt shot from 10 ft
10:01.0,Defensive rebound by A. Baynes,,31-30,,
9:49.0,Turnover by T. Rozier (lost ball; steal by M. Delaney),,31-30,,
9:47.0,,,31-32,2,D. Dedmon makes 2-pt shot from 2 ft (assist by D. Schroder)
9:47.0,Boston full timeout,,31-32,,
9:47.0,,,31-32,,T. Waller-Prince enters the game for K. Bazemore
9:47.0,J. Tatum enters the game for A. Nader,,31-32,,
9:47.0,S. Larkin enters the game for M. Smart,,31-32,,
9:47.0,K. Irving enters the game for S. Ojeleye,,31-32,,
9:36.0,J. Tatum makes 2-pt shot from 1 ft,2,33-32,,
9:22.0,,,33-34,2,D. Schroder makes 2-pt shot at rim
9:10.0,T. Rozier misses 3-pt shot from 23 ft,,33-34,,
9:07.0,,,33-34,,Defensive rebound by M. Delaney
8:57.0,,,33-34,,M. Delaney misses 2-pt shot from 19 ft
8:54.0,Defensive rebound by J. Tatum,,33-34,,
8:47.0,K. Irving makes 3-pt shot from 24 ft (assist by J. Tatum),3,36-34,,
8:30.0,,,36-36,2,D. Schroder makes 2-pt shot from 14 ft
8:13.0,A. Baynes misses 2-pt shot from 12 ft,,36-36,,
8:08.0,,,36-36,,Defensive rebound by D. Dedmon
7:52.0,,,36-38,2,D. Dedmon makes 2-pt shot from 17 ft (assist by D. Schroder)
7:34.0,,,36-38,,Personal foul by M. Delaney (drawn by J. Tatum)
7:27.0,T. Rozier misses 2-pt shot from 3 ft (block by D. Dedmon),,36-38,,
7:23.0,,,36-38,,Defensive rebound by T. Waller-Prince
7:22.0,,,36-40,2,M. Delaney makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
7:10.0,Turnover by K. Irving (lost ball; steal by M. Delaney),,36-40,,
7:08.0,A. Horford enters the game for T. Rozier,,36-40,,
6:58.0,,,36-42,2,D. Schroder makes 2-pt shot from 17 ft
6:45.0,J. Tatum makes 2-pt shot from 20 ft (assist by A. Horford),2,38-42,,
6:26.0,,,38-44,2,D. Dedmon makes 2-pt shot from 13 ft (assist by I. Taylor)
6:08.0,K. Irving makes 2-pt shot from 20 ft,2,40-44,,
5:43.0,,,40-44,,Turnover by D. Schroder (bad pass; steal by J. Tatum)
5:39.0,J. Tatum misses 2-pt shot from 1 ft (block by T. Waller-Prince),,40-44,,
5:39.0,Offensive rebound by Team,,40-44,,
5:39.0,,,40-44,,L. Babbitt enters the game for I. Taylor
5:39.0,J. Brown enters the game for A. Baynes,,40-44,,
5:33.0,J. Brown misses 2-pt shot from 1 ft (block by D. Dedmon),,40-44,,
5:29.0,,,40-44,,Defensive rebound by D. Dedmon
5:11.0,,,40-44,,D. Schroder misses 3-pt shot from 24 ft
5:09.0,Defensive rebound by A. Horford,,40-44,,
5:04.0,Shooting foul by L. Babbitt (drawn by K. Irving),,40-44,,
5:04.0,K. Irving makes free throw 1 of 2,1,41-44,,
5:04.0,K. Irving makes free throw 2 of 2,1,42-44,,
4:50.0,,,42-44,,T. Waller-Prince misses 2-pt shot from 12 ft (block by A. Horford)
4:47.0,Defensive rebound by J. Tatum,,42-44,,
4:47.0,,,42-44,,Personal foul by T. Waller-Prince (drawn by J. Tatum)
4:47.0,,,42-44,,K. Bazemore enters the game for M. Delaney
4:47.0,,,42-44,,M. Belinelli enters the game for L. Babbitt
4:38.0,K. Irving misses 3-pt shot from 24 ft,,42-44,,
4:34.0,,,42-44,,Defensive rebound by D. Dedmon
4:21.0,,,42-44,,Turnover by K. Bazemore (out of bounds lost ball)
4:04.0,S. Larkin misses 2-pt shot from 22 ft,,42-44,,
4:00.0,,,42-44,,Defensive rebound by K. Bazemore
3:51.0,,,42-46,2,D. Dedmon makes 2-pt shot from 2 ft (assist by T. Waller-Prince)
3:33.0,K. Irving makes 2-pt shot from 6 ft,2,44-46,,
3:16.0,,,44-46,,Atlanta full timeout
3:16.0,,,44-46,,J. Collins enters the game for D. Dedmon
3:16.0,M. Smart enters the game for S. Larkin,,44-46,,
3:07.0,,,44-48,2,J. Collins makes 2-pt shot from 2 ft (assist by M. Belinelli)
2:41.0,Shooting foul by K. Bazemore (drawn by A. Horford),,44-48,,
2:41.0,A. Horford makes free throw 1 of 2,1,45-48,,
2:41.0,A. Horford makes free throw 2 of 2,1,46-48,,
2:29.0,,,46-50,2,M. Belinelli makes 2-pt shot from 20 ft
2:13.0,J. Brown makes 3-pt shot from 25 ft (assist by K. Irving),3,49-50,,
1:52.0,,,49-52,2,M. Belinelli makes 2-pt shot from 1 ft (assist by K. Bazemore)
1:38.0,K. Irving makes 2-pt shot from 13 ft,2,51-52,,
1:13.0,,,51-52,,Turnover by T. Waller-Prince (bad pass)
1:13.0,,,51-52,,M. Delaney enters the game for K. Bazemore
0:53.0,Turnover by A. Horford (turnover),,51-52,,
0:53.0,,,51-52,,D. Dedmon enters the game for J. Collins
0:53.0,T. Rozier enters the game for J. Brown,,51-52,,
0:38.0,,,51-52,,D. Dedmon misses 2-pt shot from 1 ft (block by J. Tatum)
0:36.0,Jump ball: D. Dedmon vs. J. Tatum,,,,Jump ball: D. Dedmon vs. J. Tatum
0:36.0,,,51-52,,Offensive rebound by Team
0:31.0,,,51-52,,T. Waller-Prince misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by T. Rozier,,51-52,,
0:08.0,T. Rozier makes 3-pt shot from 25 ft (assist by A. Horford),3,54-52,,
0:03.0,,,54-52,,Shooting foul by A. Horford (drawn by D. Schroder)
0:03.0,,,54-53,1,D. Schroder makes free throw 1 of 2
0:03.0,,,54-53,,I. Taylor enters the game for M. Belinelli
0:03.0,,,54-54,1,D. Schroder makes free throw 2 of 2
0:00.0,K. Irving misses 3-pt shot from 45 ft,,54-54,,
0:00.0,Offensive rebound by Team,,54-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,A. Horford misses 3-pt shot from 24 ft,,54-54,,
11:40.0,,,54-54,,Defensive rebound by D. Schroder
11:28.0,,,54-57,3,L. Babbitt makes 3-pt shot from 24 ft (assist by D. Schroder)
11:13.0,Boston full timeout,,54-57,,
11:07.0,K. Irving misses 3-pt shot from 25 ft,,54-57,,
11:04.0,,,54-57,,Defensive rebound by L. Babbitt
10:58.0,,,54-59,2,D. Schroder makes 2-pt shot from 1 ft
10:40.0,J. Tatum makes 2-pt shot from 16 ft (assist by J. Brown),2,56-59,,
10:27.0,,,56-59,,D. Dedmon misses 2-pt shot from 10 ft
10:23.0,Defensive rebound by A. Baynes,,56-59,,
10:15.0,J. Brown misses 3-pt shot from 24 ft,,56-59,,
10:10.0,Offensive rebound by A. Horford,,56-59,,
10:07.0,K. Irving makes 2-pt shot from 1 ft (assist by A. Horford),2,58-59,,
9:52.0,,,58-59,,M. Belinelli misses 2-pt shot from 1 ft
9:50.0,Defensive rebound by A. Horford,,58-59,,
9:46.0,A. Horford makes 2-pt shot from 2 ft,2,60-59,,
9:30.0,,,60-62,3,D. Schroder makes 3-pt shot from 24 ft
9:09.0,,,60-62,,Violation by D. Dedmon (kicked ball)
9:09.0,M. Smart enters the game for A. Baynes,,60-62,,
9:00.0,A. Horford misses 2-pt shot from 10 ft,,60-62,,
9:00.0,Offensive rebound by Team,,60-62,,
8:57.0,Turnover by K. Irving (lost ball; steal by D. Schroder),,60-62,,
8:48.0,,,60-65,3,D. Schroder makes 3-pt shot from 25 ft
8:30.0,A. Horford makes 2-pt shot at rim (assist by M. Smart),2,62-65,,
8:17.0,,,62-65,,T. Waller-Prince misses 3-pt shot from 26 ft
8:14.0,Defensive rebound by J. Tatum,,62-65,,
7:53.0,M. Smart misses 2-pt shot from 22 ft,,62-65,,
7:47.0,,,62-65,,Defensive rebound by L. Babbitt
7:38.0,,,62-65,,T. Waller-Prince misses 3-pt shot from 25 ft
7:35.0,Defensive rebound by A. Horford,,62-65,,
7:27.0,J. Brown makes 2-pt shot from 16 ft (assist by M. Smart),2,64-65,,
7:09.0,,,64-65,,Turnover by L. Babbitt (out of bounds lost ball)
7:09.0,,,64-65,,K. Bazemore enters the game for L. Babbitt
6:50.0,A. Horford misses 3-pt shot from 24 ft,,64-65,,
6:46.0,,,64-65,,Defensive rebound by D. Schroder
6:36.0,,,64-68,3,T. Waller-Prince makes 3-pt shot from 22 ft (assist by K. Bazemore)
6:18.0,J. Tatum misses 2-pt shot from 19 ft,,64-68,,
6:15.0,,,64-68,,Defensive rebound by D. Dedmon
6:08.0,,,64-71,3,M. Belinelli makes 3-pt shot from 25 ft (assist by D. Schroder)
5:46.0,K. Irving makes 2-pt shot from 16 ft (assist by A. Horford),2,66-71,,
5:25.0,,,66-71,,K. Bazemore misses 2-pt shot from 20 ft
5:22.0,Defensive rebound by J. Brown,,66-71,,
5:11.0,M. Smart makes 3-pt shot from 23 ft (assist by K. Irving),3,69-71,,
4:58.0,,,69-71,,D. Schroder misses 2-pt shot from 1 ft
4:55.0,Defensive rebound by J. Tatum,,69-71,,
4:55.0,,,69-71,,Personal foul by M. Belinelli (drawn by K. Irving)
4:55.0,,,69-71,,J. Collins enters the game for M. Belinelli
4:55.0,,,69-71,,I. Taylor enters the game for D. Dedmon
4:55.0,,,69-71,,M. Delaney enters the game for D. Schroder
4:40.0,J. Brown misses 2-pt shot from 1 ft,,69-71,,
4:36.0,,,69-71,,Defensive rebound by I. Taylor
4:33.0,,,69-71,,K. Bazemore misses 2-pt shot from 7 ft
4:29.0,Defensive rebound by M. Smart,,69-71,,
4:16.0,J. Tatum makes 3-pt shot from 22 ft (assist by K. Irving),3,72-71,,
4:15.0,,,72-71,,Atlanta full timeout
4:15.0,,,72-71,,L. Babbitt enters the game for T. Waller-Prince
4:15.0,S. Ojeleye enters the game for J. Brown,,72-71,,
4:03.0,,,72-71,,K. Bazemore misses 2-pt shot from 19 ft
3:59.0,Defensive rebound by S. Ojeleye,,72-71,,
3:45.0,A. Horford makes 2-pt shot from 1 ft (assist by K. Irving),2,74-71,,
3:28.0,,,74-71,,K. Bazemore misses 3-pt shot from 24 ft
3:27.0,Defensive rebound by Team,,74-71,,
3:17.0,K. Irving makes 3-pt shot from 25 ft (assist by M. Smart),3,77-71,,
3:02.0,Personal block foul by S. Ojeleye (drawn by K. Bazemore),,77-71,,
3:02.0,,,77-71,,D. Schroder enters the game for K. Bazemore
2:51.0,,,77-71,,Shooting foul by J. Tatum (drawn by M. Delaney)
2:51.0,,,77-72,1,M. Delaney makes free throw 1 of 2
2:51.0,,,77-73,1,M. Delaney makes free throw 2 of 2
2:36.0,J. Tatum makes 3-pt shot from 23 ft (assist by K. Irving),3,80-73,,
2:21.0,Personal foul by M. Smart (drawn by D. Schroder),,80-73,,
2:21.0,D. Theis enters the game for A. Horford,,80-73,,
2:09.0,,,80-73,,I. Taylor misses 2-pt shot from 11 ft
2:03.0,,,80-73,,Offensive rebound by J. Collins
2:03.0,,,80-75,2,J. Collins makes 2-pt shot at rim
1:49.0,K. Irving misses 2-pt shot from 1 ft,,80-75,,
1:46.0,Offensive rebound by M. Smart,,80-75,,
1:44.0,Offensive foul by M. Smart (drawn by D. Schroder),,80-75,,
1:44.0,Turnover by M. Smart (offensive foul),,80-75,,
1:44.0,T. Rozier enters the game for K. Irving,,80-75,,
1:26.0,,,80-75,,D. Schroder misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by S. Ojeleye,,80-75,,
1:01.0,Turnover by Team (shot clock),,80-75,,
0:49.0,,,80-75,,D. Schroder misses 2-pt shot from 1 ft (block by J. Tatum)
0:49.0,Turnover by M. Smart (lost ball; steal by D. Schroder),,80-75,,
0:45.0,Offensive rebound by M. Smart,,80-75,,
0:29.0,,,80-75,,J. Collins misses 2-pt shot from 1 ft
0:21.0,Defensive rebound by J. Tatum,,80-75,,
0:12.0,,,80-75,,Personal foul by M. Delaney (drawn by M. Smart)
0:12.0,,,80-75,,T. Waller-Prince enters the game for D. Schroder
0:12.0,,,80-75,,T. Cavanaugh enters the game for L. Babbitt
0:03.0,Shooting foul by T. Cavanaugh (drawn by J. Tatum),,80-75,,
0:03.0,J. Tatum makes free throw 1 of 2,1,81-75,,
0:03.0,J. Tatum makes free throw 2 of 2,1,82-75,,
0:00.0,,,82-75,,I. Taylor misses 2-pt shot from 14 ft
0:00.0,,,82-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,82-77,2,J. Collins makes 2-pt shot from 1 ft (assist by I. Taylor)
11:31.0,T. Rozier makes 2-pt shot from 4 ft,2,84-77,,
11:07.0,,,84-77,,M. Delaney misses 2-pt shot from 16 ft
11:05.0,Defensive rebound by T. Rozier,,84-77,,
10:52.0,S. Ojeleye makes 3-pt shot from 23 ft (assist by D. Theis),3,87-77,,
10:32.0,,,87-77,,Shooting foul by D. Theis (drawn by L. Babbitt)
10:32.0,,,87-77,,L. Babbitt misses free throw 1 of 2
10:32.0,,,87-77,,Offensive rebound by Team
10:32.0,,,87-78,1,L. Babbitt makes free throw 2 of 2
10:22.0,,,87-78,,Personal foul by J. Collins (drawn by T. Rozier)
10:16.0,J. Brown misses 3-pt shot from 25 ft,,87-78,,
10:13.0,Offensive rebound by D. Theis,,87-78,,
10:13.0,Shooting foul by J. Collins (drawn by D. Theis),,87-78,,
10:13.0,D. Theis makes free throw 1 of 2,1,88-78,,
10:13.0,,,88-78,,D. Dedmon enters the game for J. Collins
10:13.0,D. Theis misses free throw 2 of 2,,88-78,,
10:09.0,,,88-78,,Defensive rebound by D. Dedmon
10:01.0,Personal foul by D. Theis (drawn by M. Belinelli),,88-78,,
9:55.0,,,88-78,,I. Taylor misses 2-pt shot from 2 ft
9:55.0,,,88-78,,Turnover by D. Dedmon (bad pass; steal by M. Smart)
9:52.0,,,88-78,,Offensive rebound by D. Dedmon
9:47.0,,,88-78,,M. Belinelli misses 3-pt shot from 25 ft
9:43.0,Defensive rebound by T. Rozier,,88-78,,
9:37.0,Turnover by J. Brown (bad pass; steal by M. Belinelli),,88-78,,
9:26.0,,,88-81,3,M. Delaney makes 3-pt shot from 25 ft (assist by L. Babbitt)
9:06.0,S. Ojeleye makes 3-pt shot from 25 ft (assist by T. Rozier),3,91-81,,
8:49.0,,,91-81,,Shooting foul by D. Theis (drawn by M. Belinelli)
8:49.0,,,91-82,1,M. Belinelli makes free throw 1 of 2
8:49.0,,,91-82,,K. Bazemore enters the game for L. Babbitt
8:49.0,K. Irving enters the game for M. Smart,,91-82,,
8:49.0,,,91-83,1,M. Belinelli makes free throw 2 of 2
8:25.0,J. Brown makes 2-pt shot from 2 ft (assist by T. Rozier),2,93-83,,
8:13.0,,,93-85,2,M. Belinelli makes 2-pt shot at rim (assist by M. Delaney)
7:59.0,T. Rozier misses 2-pt shot from 17 ft,,93-85,,
7:56.0,,,93-85,,Defensive rebound by K. Bazemore
7:38.0,,,93-88,3,M. Belinelli makes 3-pt shot from 22 ft (assist by I. Taylor)
7:14.0,K. Irving makes 2-pt shot from 2 ft,2,95-88,,
7:02.0,,,95-90,2,D. Dedmon makes 2-pt shot from 1 ft (assist by K. Bazemore)
6:57.0,,,95-90,,Personal foul by M. Belinelli (drawn by J. Brown)
6:57.0,,,95-90,,Atlanta full timeout
6:57.0,A. Horford enters the game for D. Theis,,95-90,,
6:43.0,J. Brown misses 3-pt shot from 25 ft,,95-90,,
6:40.0,,,95-90,,Defensive rebound by D. Dedmon
6:30.0,,,95-90,,Offensive foul by D. Dedmon (drawn by S. Ojeleye)
6:30.0,,,95-90,,Turnover by D. Dedmon (offensive foul)
6:16.0,A. Horford misses 2-pt shot from 20 ft,,95-90,,
6:12.0,,,95-90,,Defensive rebound by K. Bazemore
5:57.0,,,95-93,3,M. Delaney makes 3-pt shot from 25 ft (assist by I. Taylor)
5:57.0,,,95-93,,Shooting foul by K. Irving (drawn by M. Delaney)
5:57.0,,,95-93,,D. Schroder enters the game for M. Belinelli
5:57.0,,,95-93,,L. Babbitt enters the game for I. Taylor
5:57.0,,,95-93,,M. Delaney misses free throw 1 of 1
5:54.0,Defensive rebound by J. Brown,,95-93,,
5:39.0,T. Rozier misses 3-pt shot from 22 ft,,95-93,,
5:36.0,,,95-93,,Defensive rebound by K. Bazemore
5:27.0,,,95-96,3,K. Bazemore makes 3-pt shot from 25 ft (assist by D. Schroder)
5:08.0,K. Irving makes 2-pt shot from 19 ft,2,97-96,,
4:52.0,,,97-96,,D. Schroder misses 2-pt shot from 1 ft
4:50.0,,,97-96,,Offensive rebound by D. Dedmon
4:50.0,,,97-96,,Shooting foul by S. Ojeleye (drawn by D. Dedmon)
4:50.0,,,97-97,1,D. Dedmon makes free throw 1 of 2
4:50.0,J. Tatum enters the game for T. Rozier,,97-97,,
4:50.0,M. Smart enters the game for S. Ojeleye,,97-97,,
4:50.0,,,97-98,1,D. Dedmon makes free throw 2 of 2
4:25.0,J. Tatum misses 3-pt shot from 25 ft,,97-98,,
4:22.0,Offensive rebound by A. Horford,,97-98,,
4:21.0,J. Brown misses 3-pt shot from 22 ft,,97-98,,
4:21.0,Offensive rebound by Team,,97-98,,
4:17.0,A. Horford misses 3-pt shot from 25 ft,,97-98,,
4:12.0,,,97-98,,Defensive rebound by L. Babbitt
3:51.0,,,97-98,,L. Babbitt misses 2-pt shot from 13 ft
3:48.0,Defensive rebound by A. Horford,,97-98,,
3:40.0,,,97-98,,Shooting block foul by L. Babbitt (drawn by J. Tatum)
3:40.0,J. Tatum makes free throw 1 of 2,1,98-98,,
3:40.0,T. Rozier enters the game for J. Brown,,98-98,,
3:40.0,J. Tatum makes free throw 2 of 2,1,99-98,,
3:29.0,,,99-98,,D. Schroder misses 2-pt shot from 16 ft
