time,Milwaukee,pts.away,score,pts.home,Boston
7:07.0,E. Bledsoe misses 2-pt shot at rim,,11-11,,
7:06.0,Offensive rebound by E. Bledsoe,,11-11,,
7:06.0,E. Bledsoe makes 2-pt shot at rim,2,13-11,,
7:00.0,Personal foul by E. Bledsoe (drawn by T. Rozier),,13-11,,
6:48.0,,,13-11,,A. Horford misses 2-pt shot from 17 ft
6:43.0,,,13-11,,Offensive rebound by G. Yabusele
6:39.0,,,13-14,3,T. Rozier makes 3-pt shot from 24 ft (assist by G. Yabusele)
6:16.0,E. Bledsoe misses 3-pt shot from 23 ft,,13-14,,
6:14.0,Offensive rebound by T. Zeller,,13-14,,
6:12.0,Turnover by T. Zeller (bad pass; steal by J. Tatum),,13-14,,
6:00.0,,,13-14,,J. Tatum misses 2-pt shot from 2 ft
5:58.0,Defensive rebound by T. Zeller,,13-14,,
5:54.0,E. Bledsoe misses 3-pt shot from 22 ft,,13-14,,
5:50.0,,,13-14,,Defensive rebound by J. Brown
5:45.0,,,13-16,2,J. Brown makes 2-pt shot from 2 ft
5:45.0,Milwaukee full timeout,,13-16,,
5:45.0,,,13-16,,M. Morris enters the game for J. Tatum
5:45.0,J. Parker enters the game for T. Snell,,13-16,,
5:45.0,M. Brogdon enters the game for G. Antetokounmpo,,13-16,,
5:33.0,E. Bledsoe makes 2-pt shot from 2 ft,2,15-16,,
5:11.0,,,15-18,2,M. Morris makes 2-pt shot from 9 ft
4:55.0,J. Parker misses 2-pt shot from 20 ft,,15-18,,
4:53.0,,,15-18,,Defensive rebound by M. Morris
4:45.0,,,15-18,,Shooting foul by K. Middleton (drawn by A. Horford)
4:45.0,,,15-19,1,A. Horford makes free throw 1 of 2
4:45.0,,,15-19,,G. Monroe enters the game for G. Yabusele
4:45.0,,,15-19,,A. Horford misses free throw 2 of 2
4:41.0,Defensive rebound by K. Middleton,,15-19,,
4:27.0,Turnover by K. Middleton (bad pass; steal by M. Morris),,15-19,,
4:24.0,,,15-21,2,A. Horford makes 2-pt shot at rim
4:06.0,M. Brogdon makes 2-pt shot from 20 ft (assist by E. Bledsoe),2,17-21,,
3:51.0,,,17-23,2,A. Horford makes 2-pt shot from 3 ft
3:35.0,M. Brogdon misses 2-pt shot from 9 ft,,17-23,,
3:35.0,,,17-23,,Defensive rebound by M. Morris
3:18.0,,,17-23,,Shooting foul by T. Zeller (drawn by G. Monroe)
3:18.0,Technical foul by E. Bledsoe,,17-23,,
3:18.0,,,17-24,1,M. Morris makes technical free throw
3:18.0,,,17-25,1,G. Monroe makes free throw 1 of 2
3:18.0,J. Henson enters the game for E. Bledsoe,,17-25,,
3:18.0,J. Terry enters the game for T. Zeller,,17-25,,
3:18.0,,,17-25,,G. Monroe misses free throw 2 of 2
3:18.0,Defensive rebound by K. Middleton,,17-25,,
3:02.0,M. Brogdon makes 2-pt shot from 15 ft (assist by J. Henson),2,19-25,,
2:51.0,,,19-25,,Boston full timeout
2:51.0,G. Antetokounmpo enters the game for K. Middleton,,19-25,,
2:49.0,Personal foul by M. Brogdon (drawn by T. Rozier),,19-25,,
2:36.0,,,19-25,,M. Morris misses 3-pt shot from 26 ft
2:32.0,,,19-25,,Offensive rebound by A. Horford
2:32.0,,,19-27,2,G. Monroe makes 2-pt shot from 1 ft (assist by A. Horford)
2:09.0,Turnover by J. Henson (bad pass),,19-27,,
2:09.0,,,19-27,,G. Yabusele enters the game for A. Horford
2:00.0,,,19-27,,J. Brown misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by G. Antetokounmpo,,19-27,,
1:50.0,,,19-27,,Personal foul by G. Yabusele (drawn by J. Henson)
1:41.0,Turnover by M. Brogdon (bad pass),,19-27,,
1:30.0,,,19-30,3,J. Brown makes 3-pt shot from 27 ft (assist by T. Rozier)
1:13.0,Turnover by M. Brogdon (lost ball; steal by G. Yabusele),,19-30,,
0:58.0,,,19-30,,G. Yabusele misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by M. Brogdon,,19-30,,
0:52.0,Shooting foul by G. Monroe (drawn by G. Antetokounmpo),,19-30,,
0:52.0,G. Antetokounmpo makes free throw 1 of 2,1,20-30,,
0:52.0,,,20-30,,S. Larkin enters the game for J. Brown
0:52.0,,,20-30,,J. Tatum enters the game for T. Rozier
0:52.0,G. Antetokounmpo misses free throw 2 of 2,,20-30,,
0:51.0,,,20-30,,Defensive rebound by G. Monroe
0:42.0,Personal foul by J. Parker (drawn by M. Morris),,20-30,,
0:42.0,,,20-31,1,M. Morris makes free throw 1 of 2
0:42.0,,,20-31,,A. Baynes enters the game for G. Monroe
0:42.0,,,20-31,,M. Morris misses free throw 2 of 2
0:39.0,Defensive rebound by J. Terry,,20-31,,
0:34.0,M. Brogdon makes 2-pt shot from 2 ft (assist by J. Terry),2,22-31,,
0:12.0,,,22-33,2,S. Larkin makes 2-pt shot from 1 ft
0:12.0,Violation by J. Henson (def goaltending),,22-33,,
0:03.0,Turnover by M. Brogdon (bad pass; steal by G. Yabusele),,22-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,S. Muhammad misses 2-pt shot from 2 ft (block by G. Monroe),,22-33,,
11:46.0,,,22-33,,Defensive rebound by G. Yabusele
11:32.0,,,22-33,,M. Morris misses 2-pt shot from 1 ft (block by E. Bledsoe)
11:29.0,Defensive rebound by J. Henson,,22-33,,
11:29.0,Shooting foul by J. Tatum (drawn by S. Muhammad),,22-33,,
11:29.0,S. Muhammad misses free throw 1 of 2,,22-33,,
11:29.0,Offensive rebound by Team,,22-33,,
11:29.0,S. Muhammad misses free throw 2 of 2,,22-33,,
11:26.0,,,22-33,,Defensive rebound by G. Monroe
11:22.0,Personal foul by S. Muhammad (drawn by M. Morris),,22-33,,
11:10.0,,,22-33,,M. Morris misses 2-pt shot from 5 ft
11:08.0,Defensive rebound by E. Bledsoe,,22-33,,
10:53.0,Turnover by E. Bledsoe (out of bounds lost ball),,22-33,,
10:42.0,,,22-35,2,G. Monroe makes 2-pt shot at rim (assist by S. Larkin)
10:25.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,24-35,,
10:13.0,,,24-35,,G. Yabusele misses 3-pt shot from 26 ft
10:11.0,Defensive rebound by T. Snell,,24-35,,
10:06.0,S. Muhammad makes 2-pt shot at rim (assist by G. Antetokounmpo),2,26-35,,
9:52.0,,,26-35,,J. Tatum misses 2-pt shot from 1 ft
9:51.0,Defensive rebound by T. Snell,,26-35,,
9:45.0,G. Antetokounmpo makes 2-pt shot from 11 ft,2,28-35,,
9:45.0,Shooting foul by S. Larkin (drawn by G. Antetokounmpo),,28-35,,
9:45.0,G. Antetokounmpo misses free throw 1 of 1,,28-35,,
9:45.0,,,28-35,,Defensive rebound by G. Yabusele
9:23.0,,,28-35,,J. Tatum misses 3-pt shot from 22 ft
9:21.0,Defensive rebound by G. Antetokounmpo,,28-35,,
9:17.0,G. Antetokounmpo makes 2-pt shot at rim,2,30-35,,
9:13.0,,,30-35,,Boston full timeout
9:13.0,,,30-35,,A. Baynes enters the game for G. Yabusele
9:13.0,,,30-35,,T. Rozier enters the game for G. Monroe
9:03.0,,,30-35,,Turnover by M. Morris (bad pass; steal by S. Muhammad)
8:59.0,S. Muhammad makes 2-pt shot at rim,2,32-35,,
8:39.0,,,32-35,,A. Baynes misses 2-pt shot from 2 ft (block by J. Henson)
8:37.0,Defensive rebound by E. Bledsoe,,32-35,,
8:27.0,S. Muhammad makes 3-pt shot from 27 ft (assist by G. Antetokounmpo),3,35-35,,
8:11.0,,,35-38,3,T. Rozier makes 3-pt shot from 23 ft (assist by J. Tatum)
7:46.0,S. Muhammad misses 2-pt shot from 11 ft (block by J. Tatum),,35-38,,
7:43.0,,,35-38,,Defensive rebound by J. Tatum
7:40.0,,,35-38,,T. Rozier misses 2-pt shot from 1 ft
7:39.0,,,35-38,,Offensive rebound by A. Baynes
7:39.0,,,35-40,2,A. Baynes makes 2-pt shot at rim
7:20.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,35-40,,
7:17.0,,,35-40,,Defensive rebound by J. Tatum
7:11.0,,,35-40,,J. Tatum misses 2-pt shot from 1 ft
7:07.0,Defensive rebound by E. Bledsoe,,35-40,,
7:01.0,S. Muhammad misses 2-pt shot from 17 ft,,35-40,,
7:00.0,,,35-40,,Defensive rebound by Team
7:00.0,,,35-40,,J. Brown enters the game for J. Tatum
7:00.0,,,35-40,,A. Horford enters the game for S. Larkin
7:00.0,K. Middleton enters the game for S. Muhammad,,35-40,,
7:00.0,T. Zeller enters the game for J. Henson,,35-40,,
6:42.0,,,35-40,,J. Brown misses 2-pt shot at rim (block by T. Snell)
6:40.0,,,35-40,,Offensive rebound by J. Brown
6:39.0,,,35-42,2,J. Brown makes 2-pt shot from 2 ft
6:39.0,Milwaukee full timeout,,35-42,,
6:39.0,,,35-42,,S. Larkin enters the game for M. Morris
6:39.0,M. Brogdon enters the game for T. Snell,,35-42,,
6:39.0,J. Henson enters the game for T. Zeller,,35-42,,
6:17.0,K. Middleton makes 2-pt shot from 19 ft,2,37-42,,
5:50.0,,,37-42,,Shooting foul by E. Bledsoe (drawn by T. Rozier)
5:50.0,,,37-43,1,T. Rozier makes free throw 1 of 2
5:50.0,,,37-44,1,T. Rozier makes free throw 2 of 2
5:38.0,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton),2,39-44,,
5:19.0,,,39-44,,S. Larkin misses 2-pt shot from 3 ft
5:16.0,Defensive rebound by M. Brogdon,,39-44,,
5:09.0,M. Brogdon makes 2-pt shot from 17 ft,2,41-44,,
4:44.0,,,41-46,2,A. Horford makes 2-pt shot from 5 ft
4:21.0,E. Bledsoe misses 2-pt shot from 8 ft,,41-46,,
4:19.0,,,41-46,,Defensive rebound by T. Rozier
4:13.0,,,41-46,,T. Rozier misses 2-pt shot from 1 ft
4:12.0,,,41-46,,Offensive rebound by A. Baynes
4:12.0,,,41-48,2,A. Baynes makes 2-pt shot at rim
3:53.0,K. Middleton makes 2-pt shot from 11 ft,2,43-48,,
3:41.0,,,43-50,2,J. Brown makes 2-pt shot at rim
3:34.0,Shooting foul by A. Baynes (drawn by K. Middleton),,43-50,,
3:34.0,K. Middleton makes free throw 1 of 2,1,44-50,,
3:34.0,,,44-50,,M. Morris enters the game for A. Baynes
3:34.0,,,44-50,,J. Tatum enters the game for S. Larkin
3:34.0,M. Dellavedova enters the game for E. Bledsoe,,44-50,,
3:34.0,K. Middleton misses free throw 2 of 2,,44-50,,
3:34.0,,,44-50,,Defensive rebound by M. Morris
3:19.0,,,44-52,2,A. Horford makes 2-pt shot from 17 ft (assist by J. Brown)
3:04.0,M. Brogdon misses 3-pt shot from 22 ft,,44-52,,
3:00.0,Offensive rebound by G. Antetokounmpo,,44-52,,
2:46.0,K. Middleton makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,47-52,,
2:19.0,,,47-55,3,M. Morris makes 3-pt shot from 24 ft (assist by A. Horford)
1:56.0,K. Middleton makes 2-pt shot from 17 ft (assist by J. Henson),2,49-55,,
1:35.0,,,49-55,,T. Rozier misses 3-pt shot from 26 ft
1:31.0,Defensive rebound by G. Antetokounmpo,,49-55,,
1:25.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,51-55,,
1:08.0,,,51-58,3,M. Morris makes 3-pt shot from 24 ft
0:55.0,Offensive foul by M. Dellavedova (drawn by M. Morris),,51-58,,
0:55.0,Turnover by M. Dellavedova (offensive foul),,51-58,,
0:40.0,,,51-58,,J. Brown misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by M. Brogdon,,51-58,,
0:29.0,Turnover by M. Brogdon (bad pass; steal by J. Tatum),,51-58,,
0:27.0,,,51-60,2,T. Rozier makes 2-pt shot at rim
0:10.0,,,51-60,,Personal foul by J. Brown (drawn by K. Middleton)
0:10.0,T. Snell enters the game for J. Henson,,51-60,,
0:00.0,K. Middleton misses 3-pt shot from 26 ft,,51-60,,
0:00.0,,,51-60,,Defensive rebound by J. Tatum
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Shooting foul by J. Brown (drawn by G. Antetokounmpo),,51-60,,
11:47.0,G. Antetokounmpo misses free throw 1 of 2,,51-60,,
11:47.0,Offensive rebound by Team,,51-60,,
11:47.0,G. Antetokounmpo misses free throw 2 of 2,,51-60,,
11:47.0,,,51-60,,Defensive rebound by Team
11:38.0,Personal foul by T. Snell (drawn by J. Tatum),,51-60,,
11:33.0,Personal foul by K. Middleton (drawn by A. Baynes),,51-60,,
11:23.0,Personal foul by K. Middleton (drawn by J. Tatum),,51-60,,
11:19.0,,,51-60,,J. Brown misses 3-pt shot from 26 ft
11:18.0,Defensive rebound by E. Bledsoe,,51-60,,
11:13.0,E. Bledsoe misses 2-pt shot from 1 ft (block by A. Baynes),,51-60,,
11:13.0,,,51-60,,Defensive rebound by J. Tatum
11:08.0,,,51-62,2,J. Tatum makes 2-pt shot from 1 ft
10:39.0,G. Antetokounmpo makes 2-pt shot from 9 ft,2,53-62,,
10:17.0,,,53-62,,J. Brown misses 2-pt shot from 3 ft
10:17.0,,,53-62,,Offensive rebound by Team
10:17.0,,,53-62,,Turnover by J. Brown (traveling)
10:04.0,E. Bledsoe misses 2-pt shot from 15 ft,,53-62,,
10:02.0,Offensive rebound by J. Henson,,53-62,,
10:02.0,J. Henson makes 2-pt shot at rim,2,55-62,,
9:39.0,,,55-64,2,T. Rozier makes 2-pt shot from 2 ft
9:17.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Tatum),,55-64,,
9:02.0,,,55-64,,A. Horford misses 2-pt shot from 3 ft
9:00.0,,,55-64,,Offensive rebound by Team
8:53.0,,,55-66,2,T. Rozier makes 2-pt shot from 7 ft (assist by A. Horford)
8:48.0,Milwaukee full timeout,,55-66,,
8:35.0,K. Middleton makes 2-pt shot from 3 ft,2,57-66,,
8:15.0,,,57-68,2,J. Brown makes 2-pt shot from 21 ft (assist by T. Rozier)
7:51.0,K. Middleton misses 2-pt shot at rim,,57-68,,
7:48.0,Offensive rebound by J. Henson,,57-68,,
7:48.0,,,57-68,,Personal foul by J. Tatum (drawn by E. Bledsoe)
7:40.0,E. Bledsoe misses 2-pt shot from 9 ft,,57-68,,
7:37.0,,,57-68,,Defensive rebound by J. Brown
7:26.0,,,57-68,,J. Brown misses 3-pt shot from 21 ft
7:21.0,Defensive rebound by E. Bledsoe,,57-68,,
7:15.0,T. Snell makes 2-pt shot from 5 ft (assist by E. Bledsoe),2,59-68,,
6:58.0,,,59-68,,A. Baynes misses 2-pt shot from 16 ft
6:57.0,Defensive rebound by G. Antetokounmpo,,59-68,,
6:50.0,E. Bledsoe makes 3-pt shot from 25 ft,3,62-68,,
6:21.0,,,62-70,2,A. Baynes makes 2-pt shot from 2 ft (assist by T. Rozier)
6:11.0,Turnover by K. Middleton (traveling),,62-70,,
6:11.0,,,62-70,,M. Morris enters the game for A. Horford
6:11.0,M. Brogdon enters the game for J. Henson,,62-70,,
6:11.0,J. Parker enters the game for E. Bledsoe,,62-70,,
6:00.0,,,62-73,3,J. Brown makes 3-pt shot from 25 ft (assist by A. Baynes)
5:41.0,G. Antetokounmpo makes 2-pt shot from 13 ft,2,64-73,,
5:22.0,,,64-75,2,J. Brown makes 2-pt shot from 4 ft (assist by J. Tatum)
5:02.0,G. Antetokounmpo misses 2-pt shot from 12 ft,,64-75,,
5:00.0,,,64-75,,Defensive rebound by J. Tatum
4:49.0,,,64-75,,J. Tatum misses 2-pt shot from 4 ft
4:47.0,Defensive rebound by J. Parker,,64-75,,
4:38.0,T. Snell misses 2-pt shot from 6 ft (block by T. Rozier),,64-75,,
4:38.0,,,64-75,,Defensive rebound by M. Morris
4:32.0,,,64-78,3,J. Brown makes 3-pt shot from 22 ft (assist by T. Rozier)
4:31.0,Milwaukee full timeout,,64-78,,
4:31.0,,,64-78,,S. Larkin enters the game for J. Tatum
4:31.0,S. Muhammad enters the game for T. Snell,,64-78,,
4:31.0,J. Henson enters the game for G. Antetokounmpo,,64-78,,
4:16.0,J. Parker misses 2-pt shot from 5 ft,,64-78,,
4:14.0,,,64-78,,Defensive rebound by T. Rozier
4:01.0,,,64-80,2,S. Larkin makes 2-pt shot at rim
3:38.0,Shooting foul by T. Rozier (drawn by S. Muhammad),,64-80,,
3:38.0,S. Muhammad makes free throw 1 of 2,1,65-80,,
3:38.0,,,65-80,,G. Monroe enters the game for A. Baynes
3:38.0,S. Muhammad makes free throw 2 of 2,1,66-80,,
3:28.0,,,66-80,,J. Brown misses 3-pt shot from 27 ft
3:27.0,,,66-80,,Offensive rebound by G. Monroe
3:27.0,,,66-80,,G. Monroe misses 2-pt shot from 3 ft
3:26.0,,,66-80,,Offensive rebound by Team
3:26.0,,,66-80,,A. Horford enters the game for J. Brown
3:26.0,G. Antetokounmpo enters the game for K. Middleton,,66-80,,
3:21.0,,,66-80,,T. Rozier misses 2-pt shot from 12 ft
3:18.0,Defensive rebound by G. Antetokounmpo,,66-80,,
3:08.0,J. Henson makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,68-80,,
2:50.0,,,68-82,2,G. Monroe makes 2-pt shot at rim (assist by S. Larkin)
2:50.0,,,68-82,,Shooting foul by J. Henson (drawn by G. Monroe)
2:50.0,,,68-83,1,G. Monroe makes free throw 1 of 1
2:34.0,S. Muhammad misses 2-pt shot from 6 ft,,68-83,,
2:31.0,,,68-83,,Defensive rebound by A. Horford
2:17.0,,,68-83,,T. Rozier misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by J. Parker,,68-83,,
2:07.0,Turnover by J. Parker (bad pass; steal by A. Horford),,68-83,,
1:54.0,,,68-83,,S. Larkin misses 3-pt shot from 29 ft (block by G. Antetokounmpo)
1:50.0,Defensive rebound by Team,,68-83,,
1:50.0,J. Terry enters the game for J. Parker,,68-83,,
1:40.0,M. Brogdon makes 2-pt shot from 20 ft,2,70-83,,
1:25.0,Personal foul by M. Brogdon (drawn by M. Morris),,70-83,,
1:25.0,,,70-83,,M. Morris misses free throw 1 of 2
1:25.0,,,70-83,,Offensive rebound by Team
1:25.0,,,70-83,,J. Tatum enters the game for T. Rozier
1:25.0,K. Middleton enters the game for S. Muhammad,,70-83,,
1:25.0,,,70-83,,M. Morris misses free throw 2 of 2
1:25.0,Defensive rebound by K. Middleton,,70-83,,
1:12.0,G. Antetokounmpo makes 2-pt shot from 6 ft,2,72-83,,
0:51.0,,,72-85,2,A. Horford makes 2-pt shot from 17 ft (assist by M. Morris)
0:40.0,,,72-85,,Personal foul by J. Tatum (drawn by K. Middleton)
0:36.0,K. Middleton makes 3-pt shot from 24 ft (assist by J. Henson),3,75-85,,
0:26.0,,,75-87,2,S. Larkin makes 2-pt shot from 1 ft
0:03.0,Turnover by K. Middleton (lost ball; steal by J. Tatum),,75-87,,
0:03.0,,,75-87,,Boston full timeout
0:03.0,,,75-87,,T. Rozier enters the game for A. Horford
0:00.0,,,75-90,3,S. Larkin makes 3-pt shot from 27 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,75-90,,Turnover by G. Monroe (lost ball; steal by E. Bledsoe)
11:41.0,K. Middleton misses 3-pt shot from 25 ft,,75-90,,
11:38.0,,,75-90,,Defensive rebound by J. Tatum
11:36.0,Personal foul by T. Snell (drawn by J. Tatum),,75-90,,
11:28.0,Personal foul by K. Middleton (drawn by G. Monroe),,75-90,,
11:20.0,,,75-90,,Turnover by G. Monroe (out of bounds lost ball)
11:06.0,Turnover by G. Antetokounmpo (bad pass; steal by A. Horford),,75-90,,
10:52.0,,,75-92,2,G. Monroe makes 2-pt shot at rim
10:39.0,,,75-92,,Personal foul by S. Larkin (drawn by E. Bledsoe)
10:31.0,K. Middleton makes 3-pt shot from 22 ft (assist by E. Bledsoe),3,78-92,,
10:02.0,,,78-94,2,A. Horford makes 2-pt shot from 16 ft
9:48.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,80-94,,
9:37.0,Personal foul by G. Antetokounmpo (drawn by J. Tatum),,80-94,,
9:30.0,,,80-96,2,J. Tatum makes 2-pt shot at rim (assist by G. Monroe)
9:05.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,80-96,,
9:03.0,,,80-96,,Defensive rebound by A. Horford
8:48.0,,,80-98,2,G. Monroe makes 2-pt shot from 3 ft (assist by S. Larkin)
8:47.0,Milwaukee full timeout,,80-98,,
8:47.0,J. Henson enters the game for S. Muhammad,,80-98,,
8:47.0,S. Brown enters the game for T. Snell,,80-98,,
8:31.0,E. Bledsoe makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,83-98,,
8:12.0,,,83-101,3,M. Morris makes 3-pt shot from 25 ft (assist by G. Monroe)
7:52.0,S. Brown misses 3-pt shot from 25 ft,,83-101,,
7:49.0,,,83-101,,Defensive rebound by J. Tatum
7:38.0,,,83-101,,G. Monroe misses 2-pt shot from 14 ft
7:35.0,Defensive rebound by S. Brown,,83-101,,
7:32.0,Shooting foul by M. Morris (drawn by K. Middleton),,83-101,,
7:32.0,K. Middleton misses free throw 1 of 2,,83-101,,
7:32.0,Offensive rebound by Team,,83-101,,
7:32.0,,,83-101,,G. Yabusele enters the game for J. Tatum
7:32.0,,,83-101,,J. Brown enters the game for M. Morris
7:32.0,,,83-101,,T. Rozier enters the game for A. Horford
7:32.0,K. Middleton misses free throw 2 of 2,,83-101,,
7:32.0,,,83-101,,Defensive rebound by G. Monroe
7:22.0,,,83-103,2,S. Larkin makes 2-pt shot at rim
7:02.0,J. Henson makes 2-pt shot from 5 ft (assist by G. Antetokounmpo),2,85-103,,
6:34.0,,,85-103,,J. Brown misses 3-pt shot from 28 ft
6:33.0,,,85-103,,Offensive rebound by Team
6:33.0,,,85-103,,Turnover by Team (shot clock)
6:24.0,K. Middleton makes 2-pt shot from 9 ft,2,87-103,,
6:04.0,,,87-103,,S. Larkin misses 3-pt shot from 26 ft
6:01.0,Defensive rebound by G. Antetokounmpo,,87-103,,
5:57.0,S. Brown makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,89-103,,
5:57.0,,,89-103,,Boston full timeout
5:57.0,,,89-103,,A. Horford enters the game for S. Larkin
5:57.0,,,89-103,,J. Tatum enters the game for G. Monroe
5:57.0,,,89-103,,M. Morris enters the game for G. Yabusele
5:38.0,,,89-103,,Shooting foul by K. Middleton (drawn by J. Brown)
5:38.0,,,89-103,,J. Brown misses free throw 1 of 2
5:38.0,,,89-103,,Offensive rebound by Team
5:38.0,,,89-104,1,J. Brown makes free throw 2 of 2
5:28.0,E. Bledsoe makes 2-pt shot at rim,2,91-104,,
5:14.0,Personal foul by G. Antetokounmpo (drawn by M. Morris),,91-104,,
5:14.0,,,91-104,,M. Morris misses free throw 1 of 2
5:14.0,,,91-104,,Offensive rebound by Team
5:14.0,,,91-104,,A. Baynes enters the game for J. Tatum
5:14.0,,,91-105,1,M. Morris makes free throw 2 of 2
5:04.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,91-105,,
5:04.0,G. Antetokounmpo makes free throw 1 of 2,1,92-105,,
5:04.0,G. Antetokounmpo makes free throw 2 of 2,1,93-105,,
4:43.0,,,93-105,,A. Horford misses 2-pt shot from 2 ft
4:40.0,Defensive rebound by J. Henson,,93-105,,
4:34.0,S. Brown makes 2-pt shot from 11 ft (assist by G. Antetokounmpo),2,95-105,,
4:21.0,,,95-107,2,M. Morris makes 2-pt shot from 20 ft (assist by T. Rozier)
4:13.0,G. Antetokounmpo makes 2-pt shot from 7 ft,2,97-107,,
4:13.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,97-107,,
4:13.0,G. Antetokounmpo misses free throw 1 of 1,,97-107,,
4:13.0,,,97-107,,Defensive rebound by A. Horford
3:51.0,,,97-109,2,M. Morris makes 2-pt shot from 14 ft
3:39.0,E. Bledsoe misses 2-pt shot from 1 ft,,97-109,,
3:37.0,,,97-109,,Defensive rebound by A. Baynes
3:32.0,,,97-112,3,T. Rozier makes 3-pt shot from 22 ft (assist by A. Horford)
3:30.0,Milwaukee full timeout,,97-112,,
3:16.0,K. Middleton misses 2-pt shot from 5 ft (block by A. Baynes),,97-112,,
3:13.0,Offensive rebound by J. Henson,,97-112,,
3:12.0,J. Henson makes 2-pt shot from 5 ft,2,99-112,,
3:03.0,,,99-115,3,A. Horford makes 3-pt shot from 26 ft (assist by T. Rozier)
2:42.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,99-115,,
2:38.0,,,99-115,,Defensive rebound by M. Morris
2:27.0,,,99-118,2,J. Brown makes 3-pt shot from 27 ft (assist by T. Rozier)
2:05.0,K. Middleton makes 2-pt shot from 1 ft,2,101-118,,
1:49.0,,,101-118,,M. Morris misses 3-pt shot from 27 ft
1:47.0,Defensive rebound by G. Antetokounmpo,,101-118,,
