time,Miami,pts.away,score,pts.home,Charlotte
8:18.0,Defensive rebound by J. Johnson,,9-5,,
8:11.0,J. Johnson makes 2-pt shot from 1 ft,2,11-5,,
8:02.0,,,11-7,2,N. Batum makes 2-pt shot from 13 ft (assist by K. Walker)
7:42.0,J. Richardson makes 2-pt shot from 1 ft (assist by J. Johnson),2,13-7,,
7:31.0,,,13-9,2,K. Walker makes 2-pt shot from 17 ft
7:13.0,W. Ellington makes 3-pt shot from 24 ft (assist by J. Johnson),3,16-9,,
6:55.0,,,16-11,2,N. Batum makes 2-pt shot from 12 ft (assist by M. Williams)
6:39.0,,,16-11,,Violation by D. Howard (kicked ball)
6:39.0,,,16-11,,Charlotte full timeout
6:26.0,J. Richardson makes 2-pt shot from 1 ft (assist by H. Whiteside),2,18-11,,
6:11.0,,,18-13,2,K. Walker makes 2-pt shot from 18 ft
5:52.0,J. Richardson makes 2-pt shot from 9 ft,2,20-13,,
5:41.0,,,20-13,,M. Kidd-Gilchrist misses 2-pt shot from 18 ft
5:36.0,Defensive rebound by J. Johnson,,20-13,,
5:30.0,J. Johnson makes 2-pt shot from 1 ft,2,22-13,,
5:16.0,J. Winslow enters the game for J. Richardson,,22-13,,
5:14.0,,,22-13,,M. Williams misses 3-pt shot from 26 ft
5:11.0,Defensive rebound by H. Whiteside,,22-13,,
5:01.0,H. Whiteside misses 2-pt shot from 14 ft,,22-13,,
4:58.0,,,22-13,,Defensive rebound by D. Howard
4:44.0,,,22-15,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
4:29.0,H. Whiteside makes 2-pt shot from 18 ft (assist by W. Ellington),2,24-15,,
4:10.0,,,24-15,,D. Howard misses 2-pt shot from 2 ft
4:07.0,Defensive rebound by H. Whiteside,,24-15,,
3:58.0,J. Winslow misses 2-pt shot from 17 ft,,24-15,,
3:56.0,,,24-15,,Defensive rebound by M. Williams
3:54.0,Personal foul by J. Johnson (drawn by K. Walker),,24-15,,
3:54.0,,,24-15,,F. Kaminsky enters the game for M. Williams
3:54.0,,,24-15,,J. Lamb enters the game for M. Kidd-Gilchrist
3:47.0,,,24-15,,K. Walker misses 3-pt shot from 25 ft
3:44.0,Defensive rebound by H. Whiteside,,24-15,,
3:36.0,D. Jones misses 3-pt shot from 24 ft,,24-15,,
3:32.0,Offensive rebound by J. Johnson,,24-15,,
3:31.0,H. Whiteside makes 2-pt shot at rim (assist by J. Johnson),2,26-15,,
3:18.0,,,26-15,,N. Batum misses 2-pt shot from 10 ft (block by D. Jones)
3:16.0,Defensive rebound by H. Whiteside,,26-15,,
3:13.0,Miami full timeout,,26-15,,
3:13.0,K. Olynyk enters the game for J. Johnson,,26-15,,
3:03.0,Shooting foul by K. Walker (drawn by W. Ellington),,26-15,,
3:03.0,W. Ellington misses free throw 1 of 2,,26-15,,
3:03.0,Offensive rebound by Team,,26-15,,
3:03.0,W. Ellington misses free throw 2 of 2,,26-15,,
3:03.0,,,26-15,,Defensive rebound by D. Howard
2:50.0,,,26-17,2,K. Walker makes 2-pt shot from 17 ft
2:26.0,K. Olynyk misses 2-pt shot from 1 ft (block by D. Howard),,26-17,,
2:22.0,,,26-17,,Defensive rebound by D. Howard
2:13.0,,,26-20,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by K. Walker)
1:57.0,J. Winslow misses 2-pt shot from 5 ft (block by J. Lamb),,26-20,,
1:54.0,,,26-20,,Defensive rebound by J. Lamb
1:54.0,,,26-20,,K. Walker misses 3-pt shot from 25 ft
1:52.0,,,26-20,,Offensive rebound by N. Batum
1:51.0,,,26-20,,Shooting foul by D. Jones (drawn by N. Batum)
1:51.0,,,26-21,1,N. Batum makes free throw 1 of 2
1:51.0,,,26-21,,M. Carter-Williams enters the game for D. Howard
1:51.0,,,26-21,,J. O'Bryant enters the game for K. Walker
1:51.0,J. Richardson enters the game for W. Ellington,,26-21,,
1:51.0,D. Walton enters the game for D. Jones,,26-21,,
1:51.0,B. Adebayo enters the game for H. Whiteside,,26-21,,
1:51.0,,,26-22,1,N. Batum makes free throw 2 of 2
1:31.0,K. Olynyk makes 2-pt shot from 8 ft,2,28-22,,
1:20.0,,,28-22,,Shooting foul by J. Winslow (drawn by N. Batum)
1:20.0,,,28-23,1,N. Batum makes free throw 1 of 3
1:20.0,,,28-23,,N. Batum misses free throw 2 of 3
1:20.0,,,28-23,,Offensive rebound by Team
1:20.0,,,28-24,1,N. Batum makes free throw 3 of 3
1:07.0,,,28-24,,Personal foul by M. Carter-Williams (drawn by J. Richardson)
1:07.0,,,28-24,,T. Graham enters the game for N. Batum
0:54.0,J. Winslow makes 3-pt shot from 24 ft (assist by K. Olynyk),3,31-24,,
0:28.0,,,31-24,,J. Lamb misses 3-pt shot from 23 ft
0:28.0,,,31-24,,Offensive rebound by Team
0:28.0,,,31-24,,Turnover by Team (shot clock)
0:08.0,K. Olynyk misses 3-pt shot from 27 ft,,31-24,,
0:04.0,,,31-24,,Defensive rebound by F. Kaminsky
0:01.0,,,31-27,3,J. Lamb makes 3-pt shot from 29 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:33.0,J. Richardson misses 2-pt shot from 1 ft,,31-27,,
11:31.0,,,31-27,,Defensive rebound by J. Lamb
11:27.0,,,31-27,,Shooting foul by K. Olynyk (drawn by F. Kaminsky)
11:27.0,,,31-28,1,F. Kaminsky makes free throw 1 of 2
11:27.0,,,31-29,1,F. Kaminsky makes free throw 2 of 2
11:15.0,J. Richardson makes 2-pt shot from 1 ft (assist by B. Adebayo),2,33-29,,
11:15.0,Shooting foul by J. O'Bryant (drawn by J. Richardson),,33-29,,
11:15.0,J. Richardson makes free throw 1 of 1,1,34-29,,
10:57.0,,,34-29,,J. Lamb misses 2-pt shot from 5 ft (block by J. Richardson)
10:52.0,Defensive rebound by J. Richardson,,34-29,,
10:51.0,J. Richardson misses 2-pt shot from 3 ft (block by F. Kaminsky),,34-29,,
10:51.0,,,34-29,,Defensive rebound by J. Lamb
10:43.0,,,34-29,,J. Lamb misses 2-pt shot from 18 ft
10:43.0,Defensive rebound by B. Adebayo,,34-29,,
10:35.0,K. Olynyk misses 3-pt shot from 24 ft,,34-29,,
10:35.0,Offensive rebound by D. Walton,,34-29,,
10:24.0,K. Olynyk misses 2-pt shot from 7 ft,,34-29,,
10:24.0,,,34-29,,Defensive rebound by J. O'Bryant
10:15.0,,,34-32,3,J. O'Bryant makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
9:48.0,J. Richardson misses 3-pt shot from 23 ft,,34-32,,
9:46.0,,,34-32,,Defensive rebound by J. Lamb
9:41.0,,,34-32,,J. O'Bryant misses 3-pt shot from 26 ft
9:39.0,Defensive rebound by K. Olynyk,,34-32,,
9:39.0,,,34-32,,Personal foul by M. Carter-Williams (drawn by J. Richardson)
9:39.0,W. Ellington enters the game for J. Richardson,,34-32,,
9:17.0,B. Adebayo makes 2-pt shot from 14 ft (assist by D. Walton),2,36-32,,
8:56.0,,,36-32,,F. Kaminsky misses 3-pt shot from 29 ft
8:52.0,Defensive rebound by J. Winslow,,36-32,,
8:48.0,Turnover by J. Winslow (bad pass; steal by F. Kaminsky),,36-32,,
8:32.0,,,36-32,,T. Graham misses 2-pt shot from 13 ft
8:28.0,,,36-32,,Offensive rebound by J. O'Bryant
8:19.0,,,36-32,,M. Carter-Williams misses 2-pt shot from 3 ft
8:17.0,Defensive rebound by J. Winslow,,36-32,,
8:02.0,B. Adebayo misses 2-pt shot from 1 ft,,36-32,,
7:59.0,,,36-32,,Defensive rebound by J. Lamb
7:56.0,,,36-32,,T. Graham misses 2-pt shot from 1 ft (block by J. Winslow)
7:52.0,Defensive rebound by K. Olynyk,,36-32,,
7:43.0,K. Olynyk misses 2-pt shot from 13 ft,,36-32,,
7:37.0,Offensive rebound by B. Adebayo,,36-32,,
7:37.0,B. Adebayo makes 2-pt shot at rim,2,38-32,,
7:28.0,,,38-32,,J. Lamb misses 3-pt shot from 27 ft
7:21.0,,,38-32,,Offensive rebound by F. Kaminsky
7:16.0,,,38-34,2,J. Lamb makes 2-pt shot from 1 ft (assist by F. Kaminsky)
7:03.0,W. Ellington misses 3-pt shot from 26 ft,,38-34,,
7:02.0,Offensive rebound by Team,,38-34,,
7:02.0,,,38-34,,K. Walker enters the game for M. Carter-Williams
6:53.0,D. Walton misses 3-pt shot from 24 ft,,38-34,,
6:52.0,Offensive rebound by Team,,38-34,,
6:52.0,,,38-34,,Loose ball foul by J. O'Bryant (drawn by B. Adebayo)
6:52.0,,,38-34,,Charlotte full timeout
6:52.0,,,38-34,,D. Howard enters the game for J. O'Bryant
6:36.0,W. Ellington makes 2-pt shot from 20 ft (assist by B. Adebayo),2,40-34,,
6:20.0,,,40-34,,F. Kaminsky misses 3-pt shot from 26 ft
6:15.0,Defensive rebound by D. Walton,,40-34,,
6:01.0,K. Olynyk misses 3-pt shot from 24 ft,,40-34,,
5:57.0,,,40-34,,Defensive rebound by F. Kaminsky
5:52.0,,,40-36,2,K. Walker makes 2-pt shot from 1 ft
5:43.0,W. Ellington makes 3-pt shot from 25 ft (assist by K. Olynyk),3,43-36,,
5:25.0,,,43-36,,J. Lamb misses 2-pt shot from 6 ft (block by B. Adebayo)
5:20.0,,,43-36,,Offensive rebound by J. Lamb
5:17.0,,,43-36,,K. Walker misses 2-pt shot from 19 ft
5:15.0,,,43-36,,Offensive rebound by D. Howard
5:15.0,Personal foul by J. Winslow (drawn by D. Howard),,43-36,,
5:15.0,,,43-36,,N. Batum enters the game for T. Graham
5:15.0,H. Whiteside enters the game for K. Olynyk,,43-36,,
5:15.0,J. Johnson enters the game for B. Adebayo,,43-36,,
5:10.0,,,43-36,,Shooting foul by H. Whiteside (drawn by D. Howard)
5:10.0,,,43-36,,D. Howard misses free throw 1 of 2
5:10.0,,,43-36,,Offensive rebound by Team
5:10.0,,,43-36,,M. Williams enters the game for J. Lamb
5:10.0,,,43-36,,M. Kidd-Gilchrist enters the game for F. Kaminsky
5:10.0,J. Richardson enters the game for D. Walton,,43-36,,
5:10.0,,,43-37,1,D. Howard makes free throw 2 of 2
4:58.0,Turnover by J. Richardson (bad pass; steal by N. Batum),,43-37,,
4:51.0,,,43-39,2,K. Walker makes 2-pt shot from 1 ft
4:29.0,H. Whiteside makes 2-pt shot from 1 ft,2,45-39,,
4:18.0,,,45-41,2,N. Batum makes 2-pt shot from 19 ft
3:57.0,W. Ellington misses 3-pt shot from 31 ft,,45-41,,
3:54.0,,,45-41,,Defensive rebound by D. Howard
3:43.0,,,45-41,,M. Williams misses 2-pt shot from 10 ft
3:37.0,,,45-41,,Offensive rebound by D. Howard
3:37.0,,,45-43,2,D. Howard makes 2-pt shot at rim
3:34.0,Miami full timeout,,45-43,,
3:34.0,D. Jones enters the game for W. Ellington,,45-43,,
3:27.0,Shooting foul by M. Williams (drawn by D. Jones),,45-43,,
3:27.0,D. Jones makes free throw 1 of 2,1,46-43,,
3:27.0,D. Walton enters the game for J. Winslow,,46-43,,
3:27.0,D. Jones misses free throw 2 of 2,,46-43,,
3:24.0,,,46-43,,Defensive rebound by D. Howard
3:14.0,,,46-45,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
3:14.0,,,46-45,,Shooting foul by D. Walton (drawn by D. Howard)
3:14.0,,,46-46,1,D. Howard makes free throw 1 of 1
3:02.0,J. Johnson makes 2-pt shot from 1 ft,2,48-46,,
2:49.0,,,48-46,,M. Williams misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by H. Whiteside,,48-46,,
2:31.0,D. Walton makes 3-pt shot from 25 ft (assist by J. Johnson),3,51-46,,
2:15.0,,,51-46,,K. Walker misses 3-pt shot from 26 ft
2:12.0,Defensive rebound by H. Whiteside,,51-46,,
1:52.0,J. Richardson misses 2-pt shot from 16 ft,,51-46,,
1:44.0,Offensive rebound by D. Jones,,51-46,,
1:44.0,D. Jones makes 2-pt shot at rim,2,53-46,,
1:33.0,,,53-46,,K. Walker misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by D. Jones,,53-46,,
1:18.0,J. Johnson makes 2-pt shot from 1 ft,2,55-46,,
1:00.0,,,55-46,,M. Kidd-Gilchrist misses 2-pt shot from 9 ft
0:58.0,Defensive rebound by H. Whiteside,,55-46,,
0:47.0,J. Johnson misses 2-pt shot from 3 ft,,55-46,,
0:47.0,,,55-46,,Defensive rebound by Team
0:47.0,Loose ball foul by H. Whiteside (drawn by D. Howard),,55-46,,
0:47.0,,,55-46,,D. Howard misses free throw 1 of 2
0:47.0,,,55-46,,Offensive rebound by Team
0:47.0,B. Adebayo enters the game for D. Jones,,55-46,,
0:47.0,W. Ellington enters the game for H. Whiteside,,55-46,,
0:47.0,,,55-46,,D. Howard misses free throw 2 of 2
0:43.0,Defensive rebound by B. Adebayo,,55-46,,
0:29.0,Turnover by J. Richardson (lost ball; steal by K. Walker),,55-46,,
0:22.0,,,55-46,,Turnover by N. Batum (bad pass; steal by B. Adebayo)
0:19.0,B. Adebayo makes 2-pt shot from 1 ft,2,57-46,,
0:03.0,,,57-48,2,K. Walker makes 2-pt shot from 15 ft
0:00.0,D. Walton misses 3-pt shot from 34 ft (block by M. Kidd-Gilchrist),,57-48,,
0:00.0,Offensive rebound by Team,,57-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,J. Richardson misses 2-pt shot from 9 ft,,57-48,,
11:38.0,,,57-48,,Defensive rebound by D. Howard
11:31.0,,,57-48,,K. Walker misses 2-pt shot from 1 ft
11:28.0,Defensive rebound by H. Whiteside,,57-48,,
11:12.0,Turnover by W. Ellington (bad pass; steal by N. Batum),,57-48,,
11:10.0,,,57-50,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by N. Batum)
11:10.0,,,57-50,,Shooting foul by J. Johnson (drawn by M. Kidd-Gilchrist)
11:10.0,,,57-51,1,M. Kidd-Gilchrist makes free throw 1 of 1
10:57.0,W. Ellington makes 2-pt shot from 18 ft (assist by H. Whiteside),2,59-51,,
10:43.0,,,59-51,,N. Batum misses 2-pt shot from 10 ft
10:39.0,Defensive rebound by H. Whiteside,,59-51,,
10:31.0,Turnover by J. Johnson (bad pass; steal by N. Batum),,59-51,,
10:26.0,,,59-51,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by D. Jones)
10:23.0,Defensive rebound by J. Richardson,,59-51,,
10:04.0,J. Johnson misses 2-pt shot from 2 ft (block by D. Howard),,59-51,,
10:01.0,,,59-51,,Defensive rebound by D. Howard
9:48.0,,,59-53,2,D. Howard makes 2-pt shot from 9 ft
9:23.0,J. Johnson misses 3-pt shot from 25 ft,,59-53,,
9:20.0,,,59-53,,Defensive rebound by K. Walker
9:17.0,,,59-53,,K. Walker misses 2-pt shot from 1 ft
9:14.0,Defensive rebound by J. Johnson,,59-53,,
9:04.0,Turnover by D. Jones (bad pass; steal by M. Williams),,59-53,,
8:54.0,,,59-53,,Turnover by K. Walker (bad pass; steal by W. Ellington)
8:34.0,H. Whiteside makes 2-pt shot from 2 ft (assist by J. Johnson),2,61-53,,
8:19.0,,,61-55,2,N. Batum makes 2-pt shot from 10 ft (assist by K. Walker)
7:55.0,Turnover by H. Whiteside (bad pass; steal by K. Walker),,61-55,,
7:50.0,,,61-55,,K. Walker misses 2-pt shot from 1 ft
7:47.0,Defensive rebound by J. Richardson,,61-55,,
7:44.0,Turnover by J. Johnson (bad pass; steal by D. Howard),,61-55,,
7:42.0,,,61-57,2,K. Walker makes 2-pt shot from 1 ft (assist by N. Batum)
7:42.0,Violation by D. Jones (def goaltending),,61-57,,
7:24.0,H. Whiteside misses 2-pt shot from 2 ft (block by D. Howard),,61-57,,
7:22.0,,,61-57,,Defensive rebound by N. Batum
7:20.0,,,61-57,,Shooting foul by J. Richardson (drawn by N. Batum)
7:20.0,,,61-58,1,N. Batum makes free throw 1 of 2
7:20.0,,,61-59,1,N. Batum makes free throw 2 of 2
7:08.0,J. Richardson makes 2-pt shot from 1 ft (assist by J. Johnson),2,63-59,,
7:08.0,Shooting foul by K. Walker (drawn by J. Richardson),,63-59,,
7:08.0,J. Richardson makes free throw 1 of 1,1,64-59,,
6:51.0,,,64-59,,K. Walker misses 3-pt shot from 25 ft
6:47.0,,,64-59,,Offensive rebound by D. Howard
6:43.0,,,64-61,2,N. Batum makes 2-pt shot from 9 ft (assist by D. Howard)
6:27.0,J. Richardson misses 2-pt shot from 6 ft,,64-61,,
6:22.0,Offensive rebound by D. Jones,,64-61,,
6:19.0,W. Ellington makes 3-pt shot from 24 ft (assist by D. Jones),3,67-61,,
6:01.0,,,67-61,,Shooting foul by J. Richardson (drawn by N. Batum)
6:01.0,,,67-61,,Charlotte full timeout
6:01.0,D. Walton enters the game for J. Richardson,,67-61,,
6:01.0,,,67-62,1,N. Batum makes free throw 1 of 3
6:01.0,,,67-63,1,N. Batum makes free throw 2 of 3
6:01.0,,,67-64,1,N. Batum makes free throw 3 of 3
5:47.0,H. Whiteside misses 2-pt shot from 18 ft,,67-64,,
5:41.0,,,67-64,,Defensive rebound by K. Walker
5:37.0,,,67-64,,K. Walker misses 3-pt shot from 25 ft
5:37.0,,,67-64,,Offensive rebound by Team
5:37.0,Loose ball foul by H. Whiteside (drawn by D. Howard),,67-64,,
5:32.0,,,67-67,3,N. Batum makes 3-pt shot from 24 ft (assist by M. Williams)
5:06.0,Turnover by D. Jones (traveling),,67-67,,
4:47.0,,,67-69,2,N. Batum makes 2-pt shot from 13 ft
4:47.0,Miami full timeout,,67-69,,
4:47.0,J. Winslow enters the game for D. Jones,,67-69,,
4:34.0,Shooting foul by M. Williams (drawn by J. Johnson),,67-69,,
4:34.0,J. Johnson makes free throw 1 of 2,1,68-69,,
4:34.0,J. Johnson makes free throw 2 of 2,1,69-69,,
4:21.0,,,69-71,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
4:03.0,W. Ellington misses 3-pt shot from 25 ft,,69-71,,
3:59.0,,,69-71,,Defensive rebound by N. Batum
3:51.0,,,69-71,,N. Batum misses 3-pt shot from 25 ft
3:47.0,Defensive rebound by H. Whiteside,,69-71,,
3:42.0,J. Johnson makes 2-pt shot from 1 ft,2,71-71,,
3:28.0,,,71-73,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by N. Batum)
3:12.0,W. Ellington makes 2-pt shot from 1 ft (assist by J. Johnson),2,73-73,,
2:46.0,,,73-75,2,D. Howard makes 2-pt shot at rim
2:31.0,W. Ellington misses 3-pt shot from 25 ft,,73-75,,
2:27.0,,,73-75,,Defensive rebound by D. Howard
2:14.0,,,73-77,2,M. Kidd-Gilchrist makes 2-pt shot from 8 ft
2:10.0,Miami full timeout,,73-77,,
2:10.0,,,73-77,,F. Kaminsky enters the game for M. Williams
2:10.0,,,73-77,,J. Lamb enters the game for M. Kidd-Gilchrist
2:10.0,K. Olynyk enters the game for W. Ellington,,73-77,,
2:10.0,B. Adebayo enters the game for J. Johnson,,73-77,,
2:10.0,J. Richardson enters the game for H. Whiteside,,73-77,,
2:03.0,J. Richardson misses 2-pt shot from 17 ft,,73-77,,
2:00.0,,,73-77,,Defensive rebound by D. Howard
1:41.0,,,73-80,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by K. Walker)
1:20.0,J. Winslow misses 2-pt shot from 16 ft,,73-80,,
1:16.0,Offensive rebound by B. Adebayo,,73-80,,
1:01.0,Turnover by J. Winslow (turnover),,73-80,,
1:01.0,,,73-80,,J. O'Bryant enters the game for D. Howard
0:49.0,,,73-80,,J. O'Bryant misses 2-pt shot from 3 ft
0:47.0,Defensive rebound by K. Olynyk,,73-80,,
0:30.0,Turnover by B. Adebayo (out of bounds lost ball),,73-80,,
0:11.0,,,73-83,3,K. Walker makes 3-pt shot from 25 ft
0:00.0,Turnover by J. Richardson (bad pass; steal by K. Walker),,73-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,73-83,,J. Lamb misses 2-pt shot from 16 ft
11:44.0,Defensive rebound by K. Olynyk,,73-83,,
11:34.0,K. Olynyk makes 3-pt shot from 25 ft (assist by B. Adebayo),3,76-83,,
11:09.0,,,76-83,,F. Kaminsky misses 2-pt shot from 14 ft
11:06.0,Defensive rebound by K. Olynyk,,76-83,,
10:59.0,K. Olynyk makes 3-pt shot from 26 ft (assist by J. Richardson),3,79-83,,
10:58.0,,,79-83,,Charlotte full timeout
10:42.0,,,79-83,,J. Lamb misses 3-pt shot from 25 ft
10:39.0,Defensive rebound by K. Olynyk,,79-83,,
10:27.0,K. Olynyk misses 3-pt shot from 24 ft,,79-83,,
10:24.0,,,79-83,,Defensive rebound by J. O'Bryant
10:09.0,,,79-85,2,J. O'Bryant makes 2-pt shot at rim (assist by J. Lamb)
9:57.0,J. Richardson misses 3-pt shot from 25 ft,,79-85,,
9:54.0,,,79-85,,Defensive rebound by J. Lamb
9:46.0,,,79-85,,M. Carter-Williams misses 3-pt shot from 25 ft
9:43.0,Defensive rebound by B. Adebayo,,79-85,,
9:39.0,W. Ellington enters the game for D. Walton,,79-85,,
9:32.0,J. Richardson misses 2-pt shot from 19 ft,,79-85,,
9:29.0,,,79-85,,Defensive rebound by J. O'Bryant
9:27.0,Personal take foul by J. Winslow (drawn by F. Kaminsky),,79-85,,
9:14.0,,,79-85,,J. Lamb misses 2-pt shot from 12 ft
9:10.0,,,79-85,,Offensive rebound by J. Lamb
9:10.0,,,79-87,2,J. Lamb makes 2-pt shot at rim
8:59.0,K. Olynyk misses 2-pt shot from 5 ft (block by J. O'Bryant),,79-87,,
8:56.0,,,79-87,,Defensive rebound by M. Carter-Williams
8:53.0,Personal foul by J. Richardson (drawn by F. Kaminsky),,79-87,,
8:47.0,,,79-87,,F. Kaminsky misses 3-pt shot from 26 ft
8:44.0,Defensive rebound by J. Winslow,,79-87,,
8:36.0,K. Olynyk makes 3-pt shot from 23 ft (assist by J. Richardson),3,82-87,,
8:19.0,,,82-87,,Turnover by F. Kaminsky (traveling)
8:06.0,J. Richardson makes 2-pt shot from 1 ft (assist by B. Adebayo),2,84-87,,
7:45.0,,,84-89,2,F. Kaminsky makes 2-pt shot from 2 ft (assist by J. Lamb)
7:29.0,K. Olynyk misses 2-pt shot from 3 ft (block by F. Kaminsky),,84-89,,
7:25.0,Offensive rebound by K. Olynyk,,84-89,,
7:24.0,K. Olynyk misses 2-pt shot from 2 ft,,84-89,,
7:22.0,,,84-89,,Defensive rebound by M. Carter-Williams
7:19.0,,,84-92,3,T. Graham makes 3-pt shot from 23 ft (assist by J. Lamb)
7:19.0,Miami full timeout,,84-92,,
7:19.0,,,84-92,,D. Howard enters the game for J. O'Bryant
7:19.0,,,84-92,,K. Walker enters the game for M. Carter-Williams
7:07.0,K. Olynyk misses 3-pt shot from 25 ft,,84-92,,
7:04.0,,,84-92,,Defensive rebound by D. Howard
6:46.0,,,84-94,2,J. Lamb makes 2-pt shot from 8 ft
6:33.0,W. Ellington makes 3-pt shot from 28 ft (assist by J. Richardson),3,87-94,,
6:13.0,,,87-94,,J. Lamb misses 2-pt shot from 16 ft
6:11.0,Defensive rebound by K. Olynyk,,87-94,,
5:58.0,J. Richardson misses 2-pt shot from 2 ft,,87-94,,
5:50.0,,,87-94,,Defensive rebound by J. Lamb
5:49.0,,,87-94,,Turnover by J. Lamb (bad pass; steal by J. Winslow)
5:43.0,J. Richardson misses 2-pt shot from 4 ft,,87-94,,
5:40.0,,,87-94,,Defensive rebound by J. Lamb
5:27.0,,,87-96,2,F. Kaminsky makes 2-pt shot from 10 ft
5:10.0,,,87-96,,N. Batum enters the game for J. Lamb
5:10.0,,,87-96,,M. Kidd-Gilchrist enters the game for T. Graham
5:10.0,J. Johnson enters the game for J. Winslow,,87-96,,
5:00.0,K. Olynyk makes 2-pt shot from 3 ft,2,89-96,,
4:38.0,,,89-98,2,M. Kidd-Gilchrist makes 2-pt shot from 15 ft (assist by F. Kaminsky)
4:38.0,,,89-98,,Shooting foul by B. Adebayo (drawn by M. Kidd-Gilchrist)
4:38.0,,,89-98,,M. Williams enters the game for F. Kaminsky
4:38.0,,,89-99,1,M. Kidd-Gilchrist makes free throw 1 of 1
4:26.0,J. Johnson makes 2-pt shot from 10 ft,2,91-99,,
4:03.0,,,91-101,2,K. Walker makes 2-pt shot from 17 ft
3:50.0,,,91-101,,Personal foul by N. Batum (drawn by J. Johnson)
3:43.0,W. Ellington makes 3-pt shot from 25 ft (assist by J. Richardson),3,94-101,,
3:24.0,,,94-101,,Turnover by N. Batum (bad pass; steal by B. Adebayo)
3:22.0,Turnover by K. Olynyk (step out of bounds),,94-101,,
3:22.0,,,94-101,,Charlotte full timeout
3:11.0,,,94-101,,K. Walker misses 3-pt shot from 25 ft (block by J. Richardson)
3:07.0,Defensive rebound by J. Johnson,,94-101,,
2:53.0,K. Olynyk makes 2-pt shot from 1 ft,2,96-101,,
2:35.0,,,96-101,,M. Kidd-Gilchrist misses 2-pt shot from 16 ft
2:31.0,Defensive rebound by J. Johnson,,96-101,,
2:27.0,,,96-101,,Personal foul by K. Walker (drawn by J. Johnson)
2:15.0,J. Richardson misses 2-pt shot from 9 ft,,96-101,,
2:12.0,,,96-101,,Defensive rebound by D. Howard
1:57.0,,,96-101,,K. Walker misses 2-pt shot from 1 ft
1:55.0,Defensive rebound by K. Olynyk,,96-101,,
1:52.0,Shooting foul by D. Howard (drawn by J. Johnson),,96-101,,
1:52.0,J. Johnson makes free throw 1 of 2,1,97-101,,
1:52.0,J. Johnson misses free throw 2 of 2,,97-101,,
