time,Golden State,pts.away,score,pts.home,Cleveland
2:54.0,,,104-79,,K. Korver misses 3-pt shot from 25 ft
2:51.0,Defensive rebound by K. Thompson,,104-79,,
2:47.0,Golden State full timeout,,104-79,,
2:47.0,K. Looney enters the game for A. Iguodala,,104-79,,
2:47.0,N. Young enters the game for K. Thompson,,104-79,,
2:47.0,Z. Pachulia enters the game for D. Green,,104-79,,
2:47.0,P. McCaw enters the game for S. Curry,,104-79,,
2:47.0,J. Bell enters the game for K. Durant,,104-79,,
2:41.0,Z. Pachulia misses 2-pt shot at rim,,104-79,,
2:38.0,Offensive rebound by P. McCaw,,104-79,,
2:29.0,N. Young misses 3-pt shot from 24 ft,,104-79,,
2:24.0,Offensive rebound by K. Looney,,104-79,,
2:23.0,K. Looney makes 2-pt shot at rim,2,106-79,,
2:14.0,,,106-81,2,C. Osman makes 2-pt shot from 1 ft (assist by J. Calderon)
2:00.0,Turnover by Z. Pachulia (bad pass; steal by J. Calderon),,106-81,,
1:53.0,,,106-81,,C. Osman misses 2-pt shot from 22 ft
1:50.0,Defensive rebound by Z. Pachulia,,106-81,,
1:40.0,,,106-81,,Personal foul by L. Nance (drawn by Z. Pachulia)
1:40.0,Z. Pachulia makes free throw 1 of 2,1,107-81,,
1:40.0,,,107-81,,A. Zizic enters the game for K. Korver
1:40.0,Z. Pachulia makes free throw 2 of 2,1,108-81,,
1:25.0,,,108-83,2,A. Zizic makes 2-pt shot from 12 ft (assist by R. Hood)
1:07.0,K. Looney misses 2-pt shot from 19 ft (block by R. Hood),,108-83,,
1:00.0,,,108-83,,Defensive rebound by J. Calderon
0:54.0,,,108-83,,C. Osman misses 2-pt shot from 14 ft
0:52.0,,,108-83,,Offensive rebound by Team
0:41.0,,,108-83,,R. Hood misses 2-pt shot from 12 ft
0:40.0,,,108-83,,Offensive rebound by A. Zizic
0:40.0,,,108-85,2,A. Zizic makes 2-pt shot from 3 ft
0:17.0,N. Young misses 3-pt shot from 31 ft,,108-85,,
0:16.0,Offensive rebound by Team,,108-85,,
0:16.0,Turnover by Team (shot clock),,108-85,,
0:09.0,,,108-85,,J. Calderon misses 3-pt shot from 33 ft
0:03.0,Defensive rebound by J. Bell,,108-85,,
