time,Utah,pts.away,score,pts.home,Golden State
3:50.0,D. Mitchell misses 3-pt shot from 26 ft,,18-17,,
3:46.0,,,18-17,,Defensive rebound by K. Durant
3:41.0,,,18-17,,K. Durant misses 2-pt shot from 1 ft (block by T. Sefolosha)
3:35.0,Defensive rebound by R. Hood,,18-17,,
3:31.0,D. Mitchell misses 2-pt shot from 5 ft,,18-17,,
3:26.0,,,18-17,,Defensive rebound by J. Bell
3:20.0,,,18-17,,J. Bell misses 2-pt shot from 1 ft
3:17.0,Defensive rebound by T. Sefolosha,,18-17,,
3:14.0,Turnover by R. Hood (bad pass; steal by P. McCaw),,18-17,,
3:12.0,Personal foul by D. Mitchell (drawn by P. McCaw),,18-17,,
3:12.0,,,18-18,1,P. McCaw makes free throw 1 of 2
3:12.0,,,18-19,1,P. McCaw makes free throw 2 of 2
2:56.0,R. Hood makes 2-pt shot from 2 ft,2,20-19,,
2:45.0,,,20-21,2,K. Durant makes 2-pt shot from 14 ft
2:20.0,A. Burks misses 3-pt shot from 25 ft,,20-21,,
2:15.0,,,20-21,,Defensive rebound by J. Bell
2:08.0,,,20-21,,Turnover by K. Durant (lost ball; steal by R. Hood)
2:03.0,R. Hood misses 2-pt shot from 5 ft,,20-21,,
2:01.0,Offensive rebound by R. Hood,,20-21,,
2:01.0,R. Hood misses 2-pt shot at rim,,20-21,,
2:01.0,Offensive rebound by Team,,20-21,,
2:01.0,J. Johnson enters the game for T. Sefolosha,,20-21,,
1:46.0,A. Burks makes 2-pt shot from 4 ft,2,22-21,,
1:17.0,,,22-21,,P. McCaw misses 2-pt shot from 1 ft
1:13.0,Defensive rebound by E. Udoh,,22-21,,
1:03.0,R. Hood misses 3-pt shot from 26 ft,,22-21,,
0:59.0,,,22-21,,Defensive rebound by P. McCaw
0:51.0,,,22-21,,N. Young misses 3-pt shot from 22 ft
0:47.0,Defensive rebound by A. Burks,,22-21,,
0:43.0,Shooting foul by A. Iguodala (drawn by A. Burks),,22-21,,
0:43.0,A. Burks makes free throw 1 of 2,1,23-21,,
0:43.0,R. Rubio enters the game for D. Mitchell,,23-21,,
0:43.0,A. Burks makes free throw 2 of 2,1,24-21,,
0:32.0,,,24-21,,A. Iguodala misses 2-pt shot from 13 ft
0:29.0,,,24-21,,Offensive rebound by J. Bell
0:28.0,,,24-23,2,P. McCaw makes 2-pt shot from 1 ft (assist by J. Bell)
0:04.0,R. Hood misses 2-pt shot from 15 ft,,24-23,,
0:01.0,Offensive rebound by R. Hood,,24-23,,
0:00.0,R. Hood misses 2-pt shot from 17 ft,,24-23,,
0:00.0,Offensive rebound by Team,,24-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,R. Hood misses 3-pt shot from 26 ft,,24-23,,
11:36.0,,,24-23,,Defensive rebound by D. Green
11:24.0,,,24-23,,Turnover by K. Thompson (lost ball; steal by R. Hood)
11:10.0,A. Burks makes 3-pt shot from 26 ft (assist by J. Johnson),3,27-23,,
10:50.0,Personal foul by A. Burks (drawn by K. Thompson),,27-23,,
10:43.0,,,27-25,2,D. West makes 2-pt shot from 1 ft (assist by D. Green)
10:18.0,J. Johnson misses 2-pt shot from 12 ft,,27-25,,
10:13.0,,,27-25,,Defensive rebound by A. Iguodala
10:13.0,Personal foul by A. Burks (drawn by A. Iguodala),,27-25,,
10:07.0,,,27-25,,A. Iguodala misses 3-pt shot from 25 ft
10:03.0,Defensive rebound by R. Rubio,,27-25,,
9:57.0,J. Johnson misses 2-pt shot from 17 ft,,27-25,,
9:53.0,,,27-25,,Defensive rebound by D. Green
9:46.0,,,27-25,,K. Thompson misses 2-pt shot from 17 ft
9:42.0,Defensive rebound by R. Hood,,27-25,,
9:33.0,Shooting foul by D. West (drawn by R. Hood),,27-25,,
9:33.0,R. Hood makes free throw 1 of 2,1,28-25,,
9:33.0,,,28-25,,O. Casspi enters the game for N. Young
9:33.0,R. Hood misses free throw 2 of 2,,28-25,,
9:31.0,,,28-25,,Defensive rebound by D. West
9:19.0,,,28-27,2,A. Iguodala makes 2-pt shot from 20 ft (assist by D. Green)
8:59.0,R. Rubio misses 2-pt shot from 1 ft,,28-27,,
8:55.0,,,28-27,,Defensive rebound by D. West
8:54.0,,,28-29,2,K. Thompson makes 2-pt shot from 16 ft (assist by O. Casspi)
8:53.0,Utah full timeout,,28-29,,
8:53.0,R. O'Neale enters the game for R. Hood,,28-29,,
8:41.0,J. Johnson makes 2-pt shot from 19 ft,2,30-29,,
8:23.0,,,30-29,,D. Green misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by R. O'Neale,,30-29,,
8:06.0,R. Rubio makes 2-pt shot from 19 ft (assist by A. Burks),2,32-29,,
7:48.0,,,32-29,,D. West misses 2-pt shot from 9 ft
7:44.0,Defensive rebound by R. Rubio,,32-29,,
7:31.0,R. Rubio misses 3-pt shot from 25 ft,,32-29,,
7:28.0,,,32-29,,Defensive rebound by D. Green
7:22.0,,,32-29,,K. Thompson misses 2-pt shot from 16 ft
7:17.0,,,32-29,,Offensive rebound by A. Iguodala
7:05.0,,,32-31,2,D. Green makes 2-pt shot from 2 ft
6:44.0,J. Johnson misses 3-pt shot from 25 ft,,32-31,,
6:41.0,,,32-31,,Defensive rebound by O. Casspi
6:32.0,,,32-31,,Turnover by D. Green (bad pass)
6:32.0,,,32-31,,S. Livingston enters the game for A. Iguodala
6:32.0,D. Favors enters the game for A. Burks,,32-31,,
6:32.0,D. Mitchell enters the game for E. Udoh,,32-31,,
6:08.0,D. Favors makes 2-pt shot from 5 ft (assist by R. O'Neale),2,34-31,,
5:59.0,,,34-31,,Turnover by D. Green (bad pass; steal by R. Rubio)
5:35.0,Shooting foul by D. Green (drawn by R. O'Neale),,34-31,,
5:35.0,R. O'Neale makes free throw 2 of 3,1,35-31,,
5:35.0,R. O'Neale misses free throw 3 of 3,,35-31,,
5:35.0,Offensive rebound by D. Favors,,35-31,,
5:35.0,R. O'Neale makes free throw 1 of 3,1,36-31,,
5:35.0,,,36-31,,Golden State full timeout
5:35.0,,,36-31,,J. Bell enters the game for D. West
5:35.0,,,36-31,,P. McCaw enters the game for K. Thompson
5:35.0,,,36-31,,K. Durant enters the game for D. Green
5:35.0,R. Hood enters the game for R. Rubio,,36-31,,
5:35.0,T. Sefolosha enters the game for J. Johnson,,36-31,,
5:25.0,D. Mitchell misses 2-pt shot from 10 ft,,36-31,,
5:24.0,Offensive rebound by D. Favors,,36-31,,
5:24.0,D. Favors makes 2-pt shot from 1 ft,2,38-31,,
5:09.0,J. Ingles enters the game for R. O'Neale,,38-31,,
5:09.0,,,38-31,,Shooting foul by R. O'Neale (drawn by J. Bell)
5:09.0,,,38-31,,J. Bell misses free throw 1 of 2
5:09.0,,,38-31,,Offensive rebound by Team
5:09.0,,,38-32,1,J. Bell makes free throw 2 of 2
4:45.0,D. Mitchell misses 3-pt shot from 28 ft,,38-32,,
4:44.0,,,38-32,,Defensive rebound by Team
4:37.0,Personal foul by J. Ingles (drawn by O. Casspi),,38-32,,
4:32.0,,,38-34,2,K. Durant makes 2-pt shot from 6 ft
4:32.0,,,38-34,,Shooting foul by D. Favors (drawn by K. Durant)
4:32.0,,,38-35,1,K. Durant makes free throw 1 of 1
4:21.0,J. Ingles misses 3-pt shot from 27 ft,,38-35,,
4:17.0,,,38-35,,Defensive rebound by J. Bell
4:14.0,,,38-37,2,J. Bell makes 2-pt shot from 2 ft (assist by K. Durant)
4:14.0,,,38-37,,Shooting foul by J. Ingles (drawn by J. Bell)
4:14.0,,,38-37,,J. Bell misses free throw 1 of 1
4:11.0,Defensive rebound by D. Favors,,38-37,,
4:01.0,Turnover by D. Mitchell (bad pass; steal by J. Bell),,38-37,,
3:52.0,,,38-39,2,O. Casspi makes 2-pt shot from 3 ft (assist by K. Durant)
3:39.0,Turnover by J. Ingles (bad pass; steal by O. Casspi),,38-39,,
3:33.0,,,38-39,,Turnover by K. Durant (bad pass; steal by D. Mitchell)
3:30.0,Shooting foul by K. Durant (drawn by D. Mitchell),,38-39,,
3:30.0,D. Mitchell makes free throw 1 of 2,1,39-39,,
3:30.0,D. Mitchell misses free throw 2 of 2,,39-39,,
3:27.0,,,39-39,,Defensive rebound by P. McCaw
3:18.0,,,39-41,2,O. Casspi makes 2-pt shot from 1 ft
2:59.0,Shooting foul by K. Durant (drawn by R. Hood),,39-41,,
2:59.0,R. Hood makes free throw 1 of 3,1,40-41,,
2:59.0,R. Hood makes free throw 2 of 3,1,41-41,,
2:59.0,R. Rubio enters the game for J. Ingles,,41-41,,
2:59.0,R. Hood misses free throw 3 of 3,,41-41,,
2:56.0,,,41-41,,Defensive rebound by O. Casspi
2:46.0,,,41-41,,K. Durant misses 3-pt shot from 26 ft
2:43.0,Defensive rebound by R. Hood,,41-41,,
2:36.0,D. Mitchell misses 2-pt shot from 19 ft,,41-41,,
2:33.0,Offensive rebound by D. Favors,,41-41,,
2:33.0,D. Favors makes 2-pt shot at rim,2,43-41,,
2:22.0,,,43-41,,Turnover by S. Livingston (bad pass; steal by D. Mitchell)
2:17.0,R. Rubio misses 2-pt shot from 16 ft,,43-41,,
2:12.0,,,43-41,,Defensive rebound by O. Casspi
2:03.0,,,43-41,,Turnover by O. Casspi (bad pass)
2:03.0,,,43-41,,K. Thompson enters the game for P. McCaw
2:03.0,,,43-41,,D. Green enters the game for O. Casspi
1:46.0,Turnover by T. Sefolosha (bad pass; steal by S. Livingston),,43-41,,
1:38.0,,,43-41,,D. Green misses 2-pt shot from 8 ft
1:33.0,Defensive rebound by D. Favors,,43-41,,
1:28.0,D. Mitchell misses 3-pt shot from 25 ft,,43-41,,
1:24.0,,,43-41,,Defensive rebound by S. Livingston
1:10.0,Personal foul by D. Favors (drawn by K. Durant),,43-41,,
1:10.0,,,43-42,1,K. Durant makes free throw 1 of 2
1:10.0,J. Ingles enters the game for R. Rubio,,43-42,,
1:10.0,E. Udoh enters the game for D. Favors,,43-42,,
1:10.0,,,43-43,1,K. Durant makes free throw 2 of 2
0:56.0,T. Sefolosha misses 2-pt shot from 1 ft,,43-43,,
0:53.0,Offensive rebound by T. Sefolosha,,43-43,,
0:51.0,T. Sefolosha makes 2-pt shot from 11 ft,2,45-43,,
0:41.0,,,45-43,,Turnover by J. Bell (bad pass; steal by T. Sefolosha)
0:39.0,R. Hood makes 2-pt shot from 1 ft (assist by E. Udoh),2,47-43,,
0:39.0,,,47-43,,Golden State full timeout
0:39.0,R. Rubio enters the game for D. Mitchell,,47-43,,
0:33.0,Personal foul by R. Hood (drawn by K. Thompson),,47-43,,
0:33.0,,,47-44,1,K. Thompson makes free throw 1 of 2
0:33.0,,,47-44,,A. Iguodala enters the game for K. Durant
0:33.0,,,47-45,1,K. Thompson makes free throw 2 of 2
0:22.0,T. Sefolosha misses 3-pt shot from 24 ft,,47-45,,
0:18.0,,,47-45,,Defensive rebound by J. Bell
0:04.0,,,47-48,3,D. Green makes 3-pt shot from 24 ft (assist by S. Livingston)
0:01.0,,,47-48,,Violation by A. Iguodala (kicked ball)
0:01.0,Turnover by J. Ingles (bad pass),,47-48,,
0:01.0,,,47-48,,K. Durant enters the game for S. Livingston
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,D. Favors misses 2-pt shot from 2 ft (block by K. Thompson),,47-48,,
11:42.0,Offensive rebound by D. Favors,,47-48,,
11:40.0,R. Rubio misses 3-pt shot from 25 ft,,47-48,,
11:38.0,,,47-48,,Defensive rebound by D. Green
11:18.0,,,47-50,2,K. Thompson makes 2-pt shot from 21 ft
11:00.0,Shooting foul by K. Durant (drawn by D. Favors),,47-50,,
11:00.0,D. Favors misses free throw 1 of 2,,47-50,,
11:00.0,Offensive rebound by Team,,47-50,,
11:00.0,D. Favors makes free throw 2 of 2,1,48-50,,
10:48.0,,,48-53,3,K. Durant makes 3-pt shot from 26 ft
10:23.0,D. Mitchell misses 2-pt shot from 14 ft,,48-53,,
10:19.0,,,48-53,,Defensive rebound by D. Green
10:14.0,,,48-56,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green)
10:13.0,Utah full timeout,,48-56,,
10:09.0,Turnover by D. Mitchell (bad pass; steal by Z. Pachulia),,48-56,,
10:07.0,,,48-56,,Turnover by Z. Pachulia (step out of bounds)
9:53.0,D. Favors misses 2-pt shot from 4 ft (block by S. Livingston),,48-56,,
9:53.0,Offensive rebound by Team,,48-56,,
9:49.0,D. Favors makes 2-pt shot from 15 ft (assist by J. Ingles),2,50-56,,
9:31.0,,,50-58,2,D. Green makes 2-pt shot from 13 ft (assist by S. Livingston)
9:20.0,R. Rubio misses 2-pt shot from 2 ft,,50-58,,
9:15.0,,,50-58,,Defensive rebound by K. Durant
9:11.0,,,50-60,2,S. Livingston makes 2-pt shot from 1 ft
9:11.0,Violation by D. Favors (def goaltending),,50-60,,
8:57.0,T. Sefolosha misses 2-pt shot from 8 ft,,50-60,,
8:52.0,,,50-60,,Defensive rebound by K. Durant
8:48.0,,,50-60,,D. Green misses 3-pt shot from 26 ft
8:44.0,Defensive rebound by D. Mitchell,,50-60,,
8:38.0,R. Rubio makes 2-pt shot from 2 ft,2,52-60,,
8:31.0,,,52-60,,S. Livingston misses 2-pt shot from 16 ft
8:27.0,Defensive rebound by T. Sefolosha,,52-60,,
8:20.0,R. Rubio makes 2-pt shot from 2 ft,2,54-60,,
8:09.0,,,54-60,,Turnover by D. Green (bad pass)
7:53.0,R. Rubio makes 2-pt shot from 19 ft (assist by J. Ingles),2,56-60,,
7:33.0,,,56-60,,K. Thompson misses 2-pt shot from 4 ft (block by D. Mitchell)
7:30.0,Defensive rebound by D. Mitchell,,56-60,,
7:28.0,T. Sefolosha makes 3-pt shot from 23 ft (assist by R. Rubio),3,59-60,,
7:25.0,,,59-60,,Golden State full timeout
7:10.0,,,59-62,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Livingston)
6:55.0,D. Favors makes 2-pt shot from 3 ft (assist by J. Ingles),2,61-62,,
6:45.0,,,61-65,3,K. Thompson makes 3-pt shot from 28 ft (assist by D. Green)
6:17.0,T. Sefolosha misses 2-pt shot from 1 ft,,61-65,,
6:13.0,,,61-65,,Defensive rebound by Z. Pachulia
6:09.0,,,61-68,3,K. Durant makes 3-pt shot from 26 ft (assist by Z. Pachulia)
5:49.0,R. Rubio misses 2-pt shot from 2 ft,,61-68,,
5:46.0,,,61-68,,Defensive rebound by K. Durant
5:46.0,Personal foul by T. Sefolosha (drawn by K. Durant),,61-68,,
5:46.0,R. Hood enters the game for J. Ingles,,61-68,,
5:40.0,,,61-68,,Turnover by K. Thompson (bad pass; steal by T. Sefolosha)
5:36.0,D. Mitchell makes 2-pt shot from 1 ft (assist by T. Sefolosha),2,63-68,,
5:17.0,,,63-68,,Turnover by Z. Pachulia (bad pass; steal by R. Hood)
5:08.0,R. Rubio misses 2-pt shot from 2 ft,,63-68,,
5:04.0,,,63-68,,Defensive rebound by D. Green
5:02.0,,,63-70,2,S. Livingston makes 2-pt shot from 18 ft
4:43.0,Turnover by R. Rubio (palming),,63-70,,
4:43.0,,,63-70,,P. McCaw enters the game for Z. Pachulia
4:43.0,,,63-70,,J. Bell enters the game for S. Livingston
4:43.0,A. Burks enters the game for R. Rubio,,63-70,,
4:36.0,Personal foul by D. Favors (drawn by J. Bell),,63-70,,
4:36.0,E. Udoh enters the game for D. Favors,,63-70,,
4:28.0,,,63-72,2,D. Green makes 2-pt shot from 1 ft (assist by J. Bell)
4:05.0,R. Hood misses 2-pt shot from 5 ft (block by K. Durant),,63-72,,
4:05.0,,,63-72,,Defensive rebound by J. Bell
4:04.0,Personal foul by A. Burks (drawn by D. Green),,63-72,,
4:04.0,J. Johnson enters the game for T. Sefolosha,,63-72,,
4:04.0,Away from play foul by J. Johnson (drawn by K. Durant),,63-72,,
4:04.0,,,63-72,,N. Young enters the game for K. Thompson
4:04.0,,,63-73,1,K. Durant makes free throw 1 of 1
3:57.0,,,63-75,2,K. Durant makes 2-pt shot from 2 ft (assist by D. Green)
3:43.0,R. Hood misses 3-pt shot from 25 ft,,63-75,,
3:41.0,,,63-75,,Defensive rebound by D. Green
3:35.0,,,63-77,2,K. Durant makes 2-pt shot from 1 ft (assist by D. Green)
3:35.0,Utah full timeout,,63-77,,
3:17.0,R. Hood makes 2-pt shot from 10 ft,2,65-77,,
3:17.0,Shooting foul by J. Bell (drawn by R. Hood),,65-77,,
3:17.0,R. Hood makes free throw 1 of 1,1,66-77,,
2:59.0,,,66-77,,P. McCaw misses 3-pt shot from 23 ft
2:55.0,Defensive rebound by J. Johnson,,66-77,,
2:49.0,Turnover by J. Johnson (traveling),,66-77,,
2:49.0,,,66-77,,A. Iguodala enters the game for D. Green
2:30.0,Personal foul by E. Udoh (drawn by A. Iguodala),,66-77,,
2:30.0,,,66-78,1,A. Iguodala makes free throw 1 of 2
2:30.0,,,66-78,,A. Iguodala misses free throw 2 of 2
2:30.0,,,66-78,,Offensive rebound by Team
2:19.0,,,66-78,,A. Iguodala misses 2-pt shot from 20 ft
2:12.0,,,66-78,,Offensive rebound by P. McCaw
2:12.0,,,66-80,2,P. McCaw makes 2-pt shot at rim
2:03.0,D. Mitchell misses 2-pt shot from 2 ft,,66-80,,
1:59.0,,,66-80,,Defensive rebound by K. Durant
1:57.0,,,66-82,2,J. Bell makes 2-pt shot from 1 ft (assist by K. Durant)
1:34.0,A. Burks misses 3-pt shot from 28 ft,,66-82,,
1:29.0,,,66-82,,Defensive rebound by J. Bell
1:22.0,,,66-84,2,P. McCaw makes 2-pt shot from 2 ft (assist by J. Bell)
1:22.0,,,66-84,,Shooting foul by D. Mitchell (drawn by P. McCaw)
1:22.0,J. Ingles enters the game for D. Mitchell,,66-84,,
1:22.0,,,66-85,1,P. McCaw makes free throw 1 of 1
1:05.0,R. Hood makes 2-pt shot from 9 ft,2,68-85,,
0:57.0,,,68-87,2,P. McCaw makes 2-pt shot from 1 ft (assist by K. Durant)
0:42.0,R. Hood misses 2-pt shot from 15 ft,,68-87,,
0:39.0,,,68-87,,Defensive rebound by J. Bell
0:34.0,,,68-87,,P. McCaw misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by J. Ingles,,68-87,,
0:27.0,Shooting foul by J. Bell (drawn by A. Burks),,68-87,,
0:27.0,A. Burks makes free throw 1 of 2,1,69-87,,
0:27.0,A. Burks misses free throw 2 of 2,,69-87,,
0:26.0,,,69-87,,Defensive rebound by J. Bell
0:09.0,,,69-90,3,N. Young makes 3-pt shot from 25 ft (assist by A. Iguodala)
0:02.0,A. Burks misses 2-pt shot from 4 ft (block by K. Durant),,69-90,,
0:01.0,,,69-90,,Defensive rebound by N. Young
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,69-92,2,D. West makes 2-pt shot from 14 ft (assist by A. Iguodala)
11:32.0,R. Hood makes 3-pt shot from 27 ft (assist by J. Ingles),3,72-92,,
11:18.0,,,72-94,2,O. Casspi makes 2-pt shot from 9 ft (assist by D. West)
11:18.0,Violation by R. Hood (def goaltending),,72-94,,
11:05.0,R. Hood makes 2-pt shot from 2 ft (assist by A. Burks),2,74-94,,
10:49.0,,,74-96,2,D. West makes 2-pt shot from 16 ft (assist by O. Casspi)
10:34.0,A. Burks misses 2-pt shot from 18 ft,,74-96,,
10:31.0,,,74-96,,Defensive rebound by A. Iguodala
10:27.0,,,74-96,,Offensive charge foul by D. West (drawn by R. Hood)
10:27.0,,,74-96,,Turnover by D. West (offensive foul)
10:05.0,A. Burks makes 2-pt shot from 2 ft,2,76-96,,
9:58.0,,,76-99,3,N. Young makes 3-pt shot from 27 ft (assist by A. Iguodala)
9:47.0,A. Burks misses 2-pt shot from 6 ft,,76-99,,
9:42.0,,,76-99,,Defensive rebound by A. Iguodala
9:40.0,,,76-101,2,N. Young makes 2-pt shot from 2 ft (assist by A. Iguodala)
9:24.0,Turnover by A. Burks (lost ball; steal by A. Iguodala),,76-101,,
9:19.0,,,76-103,2,O. Casspi makes 2-pt shot from 2 ft (assist by A. Iguodala)
9:19.0,Utah full timeout,,76-103,,
9:19.0,T. Sefolosha enters the game for J. Ingles,,76-103,,
9:19.0,R. Rubio enters the game for R. Hood,,76-103,,
9:19.0,D. Favors enters the game for J. Johnson,,76-103,,
9:19.0,D. Mitchell enters the game for E. Udoh,,76-103,,
9:06.0,D. Mitchell makes 2-pt shot from 20 ft (assist by D. Favors),2,78-103,,
8:48.0,,,78-105,2,N. Young makes 2-pt shot from 17 ft (assist by A. Iguodala)
8:34.0,Shooting foul by D. West (drawn by D. Mitchell),,78-105,,
8:34.0,D. Mitchell makes free throw 1 of 2,1,79-105,,
8:34.0,J. Ingles enters the game for A. Burks,,79-105,,
8:34.0,D. Mitchell makes free throw 2 of 2,1,80-105,,
8:20.0,,,80-105,,Turnover by O. Casspi (bad pass; steal by R. Rubio)
8:07.0,D. Mitchell makes 2-pt shot from 1 ft,2,82-105,,
7:56.0,Personal foul by D. Mitchell (drawn by N. Young),,82-105,,
7:49.0,,,82-105,,A. Iguodala misses 3-pt shot from 27 ft
7:44.0,Defensive rebound by D. Mitchell,,82-105,,
7:41.0,D. Mitchell misses 3-pt shot from 28 ft,,82-105,,
7:38.0,,,82-105,,Defensive rebound by O. Casspi
7:30.0,,,82-105,,A. Iguodala misses 2-pt shot from 7 ft
7:25.0,Defensive rebound by D. Mitchell,,82-105,,
7:19.0,D. Mitchell misses 2-pt shot from 8 ft,,82-105,,
7:13.0,,,82-105,,Defensive rebound by D. West
7:08.0,,,82-105,,A. Iguodala misses 2-pt shot from 18 ft
7:05.0,Defensive rebound by D. Favors,,82-105,,
6:59.0,Turnover by J. Ingles (bad pass; steal by D. West),,82-105,,
6:51.0,,,82-107,2,O. Casspi makes 2-pt shot from 4 ft (assist by D. West)
6:42.0,D. Favors misses 2-pt shot from 10 ft,,82-107,,
6:39.0,,,82-107,,Defensive rebound by A. Iguodala
6:37.0,Personal foul by T. Sefolosha (drawn by A. Iguodala),,82-107,,
6:37.0,,,82-107,,P. McCaw enters the game for N. Young
6:37.0,R. O'Neale enters the game for R. Rubio,,82-107,,
6:28.0,,,82-107,,K. Thompson misses 3-pt shot from 23 ft
6:25.0,Defensive rebound by R. O'Neale,,82-107,,
6:15.0,D. Mitchell misses 3-pt shot from 24 ft,,82-107,,
6:12.0,Offensive rebound by T. Sefolosha,,82-107,,
6:10.0,T. Sefolosha misses 2-pt shot from 11 ft,,82-107,,
6:06.0,,,82-107,,Defensive rebound by D. West
6:04.0,,,82-110,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala)
6:02.0,Utah full timeout,,82-110,,
