time,Atlanta,pts.away,score,pts.home,Brooklyn
0:25.0,,,75-90,,C. LeVert enters the game for J. Harris
0:25.0,,,75-91,1,T. Booker makes free throw 1 of 1
0:03.0,J. Collins makes 2-pt shot from 1 ft (assist by K. Bazemore),2,77-91,,
0:00.0,,,77-91,,S. Dinwiddie misses 3-pt shot from 44 ft
0:00.0,,,77-91,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,M. Belinelli makes 2-pt shot from 12 ft (assist by M. Delaney),2,79-91,,
11:33.0,,,79-91,,R. Hollis-Jefferson misses 2-pt shot from 7 ft
11:33.0,Defensive rebound by Team,,79-91,,
11:22.0,Turnover by M. Delaney (bad pass; steal by C. LeVert),,79-91,,
11:20.0,,,79-93,2,C. LeVert makes 2-pt shot at rim
11:20.0,,,79-93,,Shooting foul by E. Ilyasova (drawn by C. LeVert)
11:20.0,,,79-93,,C. LeVert misses free throw 1 of 1
11:17.0,Defensive rebound by J. Collins,,79-93,,
11:07.0,M. Delaney makes 3-pt shot from 22 ft (assist by M. Belinelli),3,82-93,,
10:52.0,,,82-93,,J. Harris misses 2-pt shot from 1 ft
10:49.0,,,82-93,,Offensive rebound by J. Allen
10:49.0,,,82-93,,J. Allen misses 2-pt shot at rim
10:48.0,,,82-93,,Offensive rebound by R. Hollis-Jefferson
10:47.0,,,82-93,,R. Hollis-Jefferson misses 2-pt shot at rim (block by K. Bazemore)
10:41.0,Defensive rebound by M. Delaney,,82-93,,
10:41.0,M. Belinelli makes 3-pt shot from 25 ft (assist by K. Bazemore),3,85-93,,
10:41.0,,,85-93,,Brooklyn full timeout
10:23.0,,,85-95,2,R. Hollis-Jefferson makes 2-pt shot from 16 ft
10:09.0,M. Delaney misses 2-pt shot from 19 ft,,85-95,,
10:07.0,,,85-95,,Defensive rebound by Team
10:07.0,Loose ball foul by J. Collins (drawn by C. LeVert),,85-95,,
10:07.0,D. Dedmon enters the game for J. Collins,,85-95,,
9:56.0,,,85-95,,J. Allen misses 2-pt shot from 7 ft
9:53.0,Defensive rebound by M. Delaney,,85-95,,
9:43.0,M. Belinelli misses 2-pt shot from 2 ft,,85-95,,
9:41.0,,,85-95,,Defensive rebound by S. Dinwiddie
9:36.0,,,85-95,,S. Dinwiddie misses 2-pt shot at rim
9:31.0,,,85-95,,Offensive rebound by S. Dinwiddie
9:24.0,,,85-95,,Shooting foul by M. Belinelli (drawn by J. Allen)
9:24.0,,,85-96,1,J. Allen makes free throw 1 of 2
9:24.0,D. Schroder enters the game for M. Belinelli,,85-96,,
9:24.0,,,85-96,,J. Allen misses free throw 2 of 2
9:21.0,Defensive rebound by E. Ilyasova,,85-96,,
9:11.0,E. Ilyasova misses 3-pt shot from 25 ft,,85-96,,
9:07.0,,,85-96,,Defensive rebound by J. Harris
8:53.0,,,85-96,,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Schroder)
8:48.0,Personal foul by D. Schroder (drawn by C. LeVert),,85-96,,
8:47.0,Turnover by K. Bazemore (lost ball; steal by C. LeVert),,85-96,,
8:26.0,,,85-96,,C. LeVert misses 2-pt shot at rim
8:25.0,Defensive rebound by Team,,85-96,,
8:17.0,K. Bazemore makes 2-pt shot from 20 ft (assist by D. Schroder),2,87-96,,
8:03.0,,,87-96,,S. Dinwiddie misses 2-pt shot from 2 ft
8:02.0,,,87-96,,Offensive rebound by R. Hollis-Jefferson
8:02.0,,,87-96,,R. Hollis-Jefferson misses 2-pt shot at rim
8:02.0,,,87-96,,Offensive rebound by Team
8:02.0,,,87-96,,T. Booker enters the game for J. Allen
7:50.0,,,87-96,,J. Harris misses 3-pt shot from 22 ft
7:49.0,,,87-96,,Offensive rebound by T. Booker
7:41.0,,,87-96,,Shooting foul by D. Schroder (drawn by C. LeVert)
7:41.0,,,87-97,1,C. LeVert makes free throw 1 of 2
7:41.0,M. Belinelli enters the game for M. Delaney,,87-97,,
7:41.0,,,87-98,1,C. LeVert makes free throw 2 of 2
7:31.0,E. Ilyasova misses 2-pt shot from 8 ft,,87-98,,
7:27.0,,,87-98,,Defensive rebound by C. LeVert
7:24.0,,,87-98,,Offensive charge foul by C. LeVert (drawn by D. Schroder)
7:24.0,,,87-98,,Turnover by C. LeVert (offensive foul)
7:08.0,Shooting foul by J. Harris (drawn by K. Bazemore),,87-98,,
7:08.0,K. Bazemore makes free throw 1 of 3,1,88-98,,
7:08.0,K. Bazemore makes free throw 2 of 3,1,89-98,,
7:08.0,,,89-98,,D. Russell enters the game for S. Dinwiddie
7:08.0,M. Muscala enters the game for E. Ilyasova,,89-98,,
7:08.0,K. Bazemore makes free throw 3 of 3,1,90-98,,
6:59.0,,,90-98,,R. Hollis-Jefferson misses 2-pt shot from 1 ft
6:57.0,Defensive rebound by D. Dedmon,,90-98,,
6:44.0,Shooting foul by T. Booker (drawn by D. Schroder),,90-98,,
6:44.0,D. Schroder makes free throw 1 of 2,1,91-98,,
6:44.0,,,91-98,,A. Crabbe enters the game for J. Harris
6:44.0,M. Delaney enters the game for K. Bazemore,,91-98,,
6:44.0,D. Schroder makes free throw 2 of 2,1,92-98,,
6:33.0,,,92-98,,D. Russell misses 2-pt shot from 7 ft
6:31.0,Defensive rebound by D. Dedmon,,92-98,,
6:24.0,D. Schroder makes 2-pt shot from 19 ft,2,94-98,,
6:11.0,Violation by D. Schroder (kicked ball),,94-98,,
6:11.0,,,94-98,,D. Carroll enters the game for C. LeVert
6:08.0,Personal foul by D. Schroder (drawn by D. Russell),,94-98,,
6:08.0,,,94-99,1,D. Russell makes free throw 1 of 2
6:08.0,,,94-99,,D. Russell misses free throw 2 of 2
6:06.0,Defensive rebound by D. Dedmon,,94-99,,
5:56.0,D. Schroder makes 2-pt shot at rim,2,96-99,,
5:44.0,,,96-99,,D. Russell misses 2-pt shot from 22 ft
5:44.0,,,96-99,,Offensive rebound by T. Booker
5:39.0,,,96-99,,T. Booker misses 2-pt shot at rim
5:35.0,Defensive rebound by M. Muscala,,96-99,,
5:19.0,M. Belinelli makes 3-pt shot from 23 ft (assist by M. Delaney),3,99-99,,
4:59.0,,,99-99,,D. Carroll misses 3-pt shot from 24 ft
4:55.0,Defensive rebound by M. Muscala,,99-99,,
4:51.0,Atlanta full timeout,,99-99,,
4:51.0,,,99-99,,C. LeVert enters the game for R. Hollis-Jefferson
4:42.0,D. Schroder misses 2-pt shot from 5 ft (block by D. Carroll),,99-99,,
4:39.0,,,99-99,,Defensive rebound by D. Russell
4:37.0,,,99-102,3,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Russell)
4:12.0,D. Dedmon misses 3-pt shot from 22 ft,,99-102,,
4:11.0,,,99-102,,Defensive rebound by Team
4:11.0,Loose ball foul by M. Muscala (drawn by D. Carroll),,99-102,,
4:11.0,,,99-102,,D. Carroll misses free throw 1 of 2
4:11.0,,,99-102,,Offensive rebound by Team
4:11.0,K. Bazemore enters the game for M. Muscala,,99-102,,
4:11.0,,,99-103,1,D. Carroll makes free throw 2 of 2
4:07.0,D. Schroder misses 3-pt shot from 24 ft,,99-103,,
4:03.0,Offensive rebound by D. Schroder,,99-103,,
4:01.0,M. Belinelli misses 3-pt shot from 24 ft,,99-103,,
3:59.0,,,99-103,,Defensive rebound by D. Russell
3:47.0,,,99-106,3,A. Crabbe makes 3-pt shot from 22 ft (assist by D. Russell)
3:47.0,Atlanta full timeout,,99-106,,
3:47.0,M. Muscala enters the game for D. Dedmon,,99-106,,
3:43.0,,,99-106,,Personal foul by C. LeVert (drawn by K. Bazemore)
3:43.0,,,99-106,,Violation by D. Russell (kicked ball)
3:43.0,,,99-106,,Violation by D. Russell (kicked ball)
3:37.0,,,99-106,,Personal foul by C. LeVert (drawn by D. Schroder)
3:37.0,Atlanta full timeout,,99-106,,
3:37.0,E. Ilyasova enters the game for D. Schroder,,99-106,,
3:30.0,M. Muscala misses 3-pt shot from 22 ft,,99-106,,
3:28.0,,,99-106,,Defensive rebound by A. Crabbe
3:19.0,,,99-106,,Turnover by D. Russell (traveling)
3:03.0,M. Muscala misses 2-pt shot from 7 ft,,99-106,,
2:58.0,,,99-106,,Defensive rebound by T. Booker
2:47.0,,,99-106,,Shooting foul by E. Ilyasova (drawn by D. Carroll)
2:47.0,,,99-106,,D. Carroll misses free throw 1 of 2
2:47.0,,,99-106,,Offensive rebound by Team
2:47.0,,,99-107,1,D. Carroll makes free throw 2 of 2
2:37.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by K. Bazemore),2,101-107,,
2:21.0,,,101-109,2,D. Russell makes 2-pt shot from 11 ft
2:04.0,M. Delaney misses 2-pt shot from 9 ft,,101-109,,
2:04.0,Offensive rebound by M. Delaney,,101-109,,
2:04.0,Shooting foul by D. Carroll (drawn by M. Delaney),,101-109,,
2:04.0,M. Delaney misses free throw 1 of 2,,101-109,,
2:04.0,Offensive rebound by Team,,101-109,,
2:04.0,M. Delaney makes free throw 2 of 2,1,102-109,,
1:43.0,,,102-112,3,D. Russell makes 3-pt shot from 25 ft
1:35.0,K. Bazemore misses 3-pt shot from 25 ft,,102-112,,
1:30.0,,,102-112,,Defensive rebound by D. Russell
1:11.0,,,102-112,,D. Russell misses 3-pt shot from 24 ft
1:07.0,,,102-112,,Offensive rebound by D. Carroll
1:07.0,,,102-114,2,T. Booker makes 2-pt shot at rim (assist by D. Carroll)
1:07.0,Atlanta full timeout,,102-114,,
1:07.0,J. Collins enters the game for M. Belinelli,,102-114,,
1:07.0,I. Taylor enters the game for M. Delaney,,102-114,,
1:07.0,T. Dorsey enters the game for K. Bazemore,,102-114,,
1:07.0,J. Magette enters the game for E. Ilyasova,,102-114,,
0:49.0,I. Taylor misses 3-pt shot from 24 ft,,102-114,,
0:46.0,,,102-114,,Defensive rebound by D. Carroll
0:31.0,,,102-116,2,D. Russell makes 2-pt shot from 1 ft
0:20.0,J. Collins makes 2-pt shot at rim (assist by J. Magette),2,104-116,,
