time,Milwaukee,pts.away,score,pts.home,Philadelphia
7:41.0,M. Brogdon makes 2-pt shot from 15 ft,2,6-13,,
7:32.0,,,6-16,3,D. Saric makes 3-pt shot from 25 ft (assist by M. Belinelli)
7:31.0,Milwaukee full timeout,,6-16,,
7:24.0,Turnover by G. Antetokounmpo (bad pass; steal by A. Johnson),,6-16,,
7:16.0,,,6-18,2,A. Johnson makes 2-pt shot from 8 ft (assist by M. Belinelli)
7:16.0,Violation by J. Henson (def goaltending),,6-18,,
7:08.0,T. Snell misses 3-pt shot from 26 ft,,6-18,,
7:03.0,,,6-18,,Defensive rebound by A. Johnson
6:57.0,,,6-20,2,D. Saric makes 2-pt shot at rim (assist by B. Simmons)
6:49.0,,,6-20,,Personal foul by R. Covington (drawn by K. Middleton)
6:49.0,,,6-20,,E. Ilyasova enters the game for A. Johnson
6:49.0,,,6-20,,J. Anderson enters the game for R. Covington
6:49.0,,,6-20,,T. McConnell enters the game for M. Belinelli
6:42.0,K. Middleton makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,8-20,,
6:35.0,,,8-20,,E. Ilyasova misses 2-pt shot from 1 ft
6:32.0,Defensive rebound by G. Antetokounmpo,,8-20,,
6:29.0,,,8-20,,Personal block foul by B. Simmons (drawn by G. Antetokounmpo)
6:29.0,,,8-20,,M. Fultz enters the game for B. Simmons
6:16.0,G. Antetokounmpo makes 2-pt shot from 19 ft,2,10-20,,
5:53.0,,,10-20,,E. Ilyasova misses 2-pt shot from 12 ft
5:51.0,Defensive rebound by T. Snell,,10-20,,
5:44.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by J. Anderson),,10-20,,
5:41.0,,,10-20,,Defensive rebound by J. Anderson
5:38.0,,,10-23,3,J. Anderson makes 3-pt shot from 26 ft (assist by M. Fultz)
5:22.0,K. Middleton misses 2-pt shot from 15 ft,,10-23,,
5:18.0,,,10-23,,Defensive rebound by E. Ilyasova
5:10.0,,,10-25,2,M. Fultz makes 2-pt shot from 8 ft (assist by T. McConnell)
5:03.0,Milwaukee full timeout,,10-25,,
5:03.0,T. Maker enters the game for T. Snell,,10-25,,
5:03.0,M. Dellavedova enters the game for J. Henson,,10-25,,
5:03.0,J. Parker enters the game for G. Antetokounmpo,,10-25,,
4:54.0,M. Brogdon misses 2-pt shot from 2 ft,,10-25,,
4:52.0,,,10-25,,Defensive rebound by D. Saric
4:46.0,,,10-28,3,J. Anderson makes 3-pt shot from 26 ft (assist by M. Fultz)
4:25.0,Turnover by T. Maker (bad pass; steal by M. Fultz),,10-28,,
4:22.0,Personal foul by K. Middleton (drawn by M. Fultz),,10-28,,
4:22.0,,,10-28,,M. Fultz misses free throw 1 of 2
4:22.0,,,10-28,,Offensive rebound by Team
4:22.0,,,10-28,,R. Holmes enters the game for D. Saric
4:22.0,,,10-29,1,M. Fultz makes free throw 2 of 2
4:15.0,Turnover by M. Dellavedova (bad pass; steal by T. McConnell),,10-29,,
4:11.0,,,10-31,2,J. Anderson makes 2-pt shot from 2 ft (assist by M. Fultz)
3:53.0,M. Dellavedova misses 3-pt shot from 25 ft,,10-31,,
3:50.0,,,10-31,,Defensive rebound by M. Fultz
3:49.0,,,10-31,,Philadelphia full timeout
3:46.0,,,10-31,,Turnover by E. Ilyasova (out of bounds lost ball)
3:22.0,Jump ball: E. Ilyasova vs. M. Brogdon (M. Fultz gains possession),,,,Jump ball: E. Ilyasova vs. M. Brogdon (M. Fultz gains possession)
3:22.0,Turnover by M. Brogdon (turnover; steal by E. Ilyasova),,10-31,,
3:18.0,,,10-33,2,M. Fultz makes 2-pt shot from 1 ft
3:05.0,M. Dellavedova misses 2-pt shot from 22 ft,,10-33,,
3:02.0,,,10-33,,Defensive rebound by R. Holmes
2:57.0,G. Antetokounmpo enters the game for K. Middleton,,10-33,,
2:55.0,,,10-33,,J. Anderson misses 3-pt shot from 26 ft
2:51.0,,,10-33,,Offensive rebound by M. Fultz
2:47.0,,,10-35,2,R. Holmes makes 2-pt shot from 3 ft (assist by M. Fultz)
2:35.0,T. Maker misses 2-pt shot from 4 ft,,10-35,,
2:31.0,Offensive rebound by G. Antetokounmpo,,10-35,,
2:30.0,G. Antetokounmpo misses 2-pt shot from 5 ft,,10-35,,
2:28.0,,,10-35,,Defensive rebound by T. McConnell
2:18.0,,,10-37,2,M. Fultz makes 2-pt shot from 6 ft
2:11.0,,,10-37,,Personal foul by T. McConnell (drawn by M. Dellavedova)
2:11.0,M. Dellavedova makes free throw 1 of 2,1,11-37,,
2:11.0,S. Brown enters the game for M. Brogdon,,11-37,,
2:11.0,M. Dellavedova makes free throw 2 of 2,1,12-37,,
1:58.0,,,12-40,3,T. McConnell makes 3-pt shot from 24 ft (assist by M. Fultz)
1:44.0,J. Parker makes 2-pt shot from 18 ft (assist by G. Antetokounmpo),2,14-40,,
1:20.0,,,14-42,2,T. McConnell makes 2-pt shot from 11 ft (assist by J. Anderson)
1:05.0,J. Parker misses 2-pt shot from 19 ft,,14-42,,
1:01.0,Offensive rebound by M. Dellavedova,,14-42,,
0:56.0,,,14-42,,Personal foul by E. Ilyasova (drawn by J. Parker)
0:56.0,J. Parker misses free throw 1 of 2,,14-42,,
0:56.0,Offensive rebound by Team,,14-42,,
0:56.0,,,14-42,,R. Covington enters the game for J. Anderson
0:56.0,J. Parker makes free throw 2 of 2,1,15-42,,
0:44.0,,,15-45,3,T. McConnell makes 3-pt shot from 26 ft (assist by R. Covington)
0:28.0,S. Brown makes 3-pt shot from 23 ft (assist by M. Dellavedova),3,18-45,,
0:13.0,,,18-45,,Shooting foul by T. Maker (drawn by R. Holmes)
0:13.0,,,18-46,1,R. Holmes makes free throw 1 of 2
0:13.0,,,18-46,,J. Anderson enters the game for E. Ilyasova
0:13.0,,,18-46,,R. Holmes misses free throw 2 of 2
0:13.0,Defensive rebound by J. Parker,,18-46,,
0:02.0,Turnover by J. Parker (lost ball; steal by T. McConnell),,18-46,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Shooting foul by R. Holmes (drawn by T. Zeller),,18-46,,
11:48.0,T. Zeller makes free throw 1 of 2,1,19-46,,
11:48.0,T. Zeller makes free throw 2 of 2,1,20-46,,
11:30.0,,,20-46,,Shooting foul by E. Bledsoe (drawn by M. Belinelli)
11:30.0,,,20-47,1,M. Belinelli makes free throw 1 of 2
11:30.0,,,20-48,1,M. Belinelli makes free throw 2 of 2
11:16.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,20-48,,
11:12.0,,,20-48,,Defensive rebound by E. Ilyasova
11:06.0,,,20-51,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by M. Belinelli)
10:56.0,J. Parker makes 3-pt shot from 28 ft (assist by E. Bledsoe),3,23-51,,
10:44.0,,,23-51,,M. Belinelli misses 3-pt shot from 26 ft
10:41.0,Defensive rebound by T. Zeller,,23-51,,
10:28.0,S. Brown misses 3-pt shot from 24 ft,,23-51,,
10:25.0,,,23-51,,Defensive rebound by M. Fultz
10:20.0,,,23-54,3,M. Belinelli makes 3-pt shot from 24 ft (assist by M. Fultz)
10:18.0,Milwaukee full timeout,,23-54,,
10:18.0,J. Terry enters the game for E. Bledsoe,,23-54,,
10:06.0,G. Antetokounmpo misses 2-pt shot from 5 ft (block by R. Covington),,23-54,,
10:06.0,,,23-54,,Defensive rebound by Team
9:54.0,,,23-54,,M. Fultz misses 2-pt shot from 7 ft
9:50.0,,,23-54,,Offensive rebound by R. Holmes
9:50.0,,,23-56,2,R. Holmes makes 2-pt shot at rim
9:44.0,Turnover by J. Parker (bad pass; steal by M. Fultz),,23-56,,
9:40.0,,,23-58,2,M. Fultz makes 2-pt shot from 1 ft
9:27.0,G. Antetokounmpo makes 2-pt shot from 8 ft (assist by J. Terry),2,25-58,,
9:21.0,,,25-58,,M. Fultz misses 2-pt shot at rim
9:18.0,Defensive rebound by G. Antetokounmpo,,25-58,,
9:15.0,Turnover by G. Antetokounmpo (bad pass),,25-58,,
9:15.0,K. Middleton enters the game for J. Parker,,25-58,,
9:03.0,,,25-58,,M. Belinelli misses 3-pt shot from 26 ft
8:57.0,,,25-58,,Offensive rebound by R. Holmes
8:45.0,,,25-58,,Turnover by R. Covington (lost ball; steal by J. Terry)
8:41.0,J. Terry makes 2-pt shot from 3 ft (assist by K. Middleton),2,27-58,,
8:41.0,,,27-58,,Philadelphia full timeout
8:41.0,,,27-58,,B. Simmons enters the game for M. Fultz
8:41.0,,,27-58,,D. Saric enters the game for E. Ilyasova
8:26.0,,,27-60,2,D. Saric makes 2-pt shot from 1 ft
8:09.0,K. Middleton misses 2-pt shot from 17 ft,,27-60,,
8:08.0,,,27-60,,Defensive rebound by B. Simmons
8:02.0,,,27-60,,D. Saric misses 3-pt shot from 25 ft
8:01.0,,,27-60,,Offensive rebound by Team
8:01.0,Loose ball foul by K. Middleton (drawn by R. Holmes),,27-60,,
8:01.0,,,27-60,,A. Johnson enters the game for R. Holmes
7:54.0,,,27-60,,R. Covington misses 3-pt shot from 26 ft
7:50.0,Defensive rebound by G. Antetokounmpo,,27-60,,
7:49.0,Turnover by G. Antetokounmpo (bad pass; steal by R. Covington),,27-60,,
7:43.0,,,27-63,3,R. Covington makes 3-pt shot from 25 ft
7:35.0,,,27-63,,Personal foul by R. Covington (drawn by G. Antetokounmpo)
7:27.0,J. Terry misses 3-pt shot from 24 ft,,27-63,,
7:24.0,,,27-63,,Defensive rebound by B. Simmons
7:15.0,,,27-63,,Shooting foul by K. Middleton (drawn by D. Saric)
7:15.0,,,27-64,1,D. Saric makes free throw 1 of 2
7:15.0,,,27-64,,J. Anderson enters the game for R. Covington
7:15.0,T. Snell enters the game for K. Middleton,,27-64,,
7:15.0,,,27-64,,D. Saric misses free throw 2 of 2
7:12.0,,,27-64,,Offensive rebound by B. Simmons
7:02.0,,,27-64,,J. Anderson misses 3-pt shot from 24 ft
7:02.0,,,27-64,,Offensive rebound by D. Saric
6:47.0,,,27-64,,M. Belinelli misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by G. Antetokounmpo,,27-64,,
6:38.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,29-64,,
6:19.0,,,29-66,2,A. Johnson makes 2-pt shot from 3 ft (assist by M. Belinelli)
6:10.0,S. Brown misses 3-pt shot from 25 ft,,29-66,,
6:06.0,,,29-66,,Defensive rebound by J. Anderson
6:02.0,,,29-66,,M. Belinelli misses 3-pt shot from 27 ft
5:57.0,Defensive rebound by G. Antetokounmpo,,29-66,,
5:56.0,Turnover by G. Antetokounmpo (lost ball; steal by M. Belinelli),,29-66,,
5:50.0,,,29-68,2,J. Anderson makes 2-pt shot at rim (assist by B. Simmons)
5:34.0,Turnover by G. Antetokounmpo (out of bounds lost ball),,29-68,,
5:34.0,J. Henson enters the game for T. Zeller,,29-68,,
5:18.0,Personal foul by J. Henson (drawn by A. Johnson),,29-68,,
5:18.0,M. Dellavedova enters the game for J. Terry,,29-68,,
5:18.0,J. Parker enters the game for G. Antetokounmpo,,29-68,,
5:07.0,,,29-70,2,D. Saric makes 2-pt shot from 3 ft (assist by M. Belinelli)
4:49.0,J. Parker misses 2-pt shot from 17 ft,,29-70,,
4:45.0,,,29-70,,Defensive rebound by A. Johnson
4:31.0,,,29-70,,Turnover by J. Anderson (bad pass; steal by J. Henson)
4:25.0,T. Snell makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,31-70,,
4:09.0,,,31-70,,Turnover by B. Simmons (traveling)
4:09.0,,,31-70,,R. Covington enters the game for M. Belinelli
3:49.0,,,31-70,,Personal foul by A. Johnson (drawn by J. Henson)
3:49.0,,,31-70,,E. Ilyasova enters the game for A. Johnson
3:41.0,Shooting foul by R. Covington (drawn by J. Parker),,31-70,,
3:41.0,J. Parker makes free throw 1 of 2,1,32-70,,
3:41.0,,,32-70,,T. McConnell enters the game for R. Covington
3:41.0,J. Parker makes free throw 2 of 2,1,33-70,,
3:30.0,,,33-70,,D. Saric misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by J. Henson,,33-70,,
3:18.0,S. Brown misses 2-pt shot from 3 ft (block by B. Simmons),,33-70,,
3:18.0,Offensive rebound by Team,,33-70,,
3:16.0,J. Parker makes 2-pt shot from 19 ft (assist by S. Brown),2,35-70,,
3:00.0,,,35-70,,J. Anderson misses 3-pt shot from 24 ft
2:58.0,,,35-70,,Offensive rebound by J. Anderson
2:55.0,,,35-70,,D. Saric misses 3-pt shot from 26 ft
2:54.0,Defensive rebound by Team,,35-70,,
2:47.0,,,35-70,,Personal foul by E. Ilyasova (drawn by J. Parker)
2:47.0,J. Parker makes free throw 1 of 2,1,36-70,,
2:47.0,J. Parker makes free throw 2 of 2,1,37-70,,
2:31.0,,,37-72,2,D. Saric makes 2-pt shot from 2 ft (assist by T. McConnell)
2:19.0,,,37-72,,R. Holmes enters the game for E. Ilyasova
2:10.0,J. Parker misses 2-pt shot at rim,,37-72,,
2:08.0,,,37-72,,Defensive rebound by T. McConnell
2:07.0,,,37-72,,T. McConnell misses 2-pt shot from 5 ft (block by S. Brown)
2:07.0,Defensive rebound by Team,,37-72,,
1:58.0,T. Snell makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,40-72,,
1:40.0,,,40-74,2,R. Holmes makes 2-pt shot at rim (assist by B. Simmons)
1:15.0,J. Parker makes 2-pt shot from 19 ft,2,42-74,,
0:53.0,,,42-76,2,T. McConnell makes 2-pt shot from 12 ft
0:41.0,,,42-76,,M. Belinelli enters the game for B. Simmons
0:35.0,J. Parker misses 2-pt shot from 3 ft,,42-76,,
0:32.0,,,42-76,,Defensive rebound by T. McConnell
0:27.0,,,42-78,2,R. Holmes makes 2-pt shot at rim (assist by T. McConnell)
0:06.0,M. Dellavedova misses 2-pt shot from 9 ft,,42-78,,
0:05.0,Offensive rebound by J. Parker,,42-78,,
0:04.0,J. Parker makes 2-pt shot at rim,2,44-78,,
0:00.0,,,44-78,,Shooting foul by S. Brown (drawn by R. Holmes)
0:00.0,,,44-79,1,R. Holmes makes free throw 1 of 2
0:00.0,,,44-80,1,R. Holmes makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,Turnover by E. Bledsoe (lost ball; steal by M. Belinelli),,44-80,,
11:29.0,Personal foul by G. Antetokounmpo (drawn by R. Covington),,44-80,,
11:23.0,,,44-80,,Turnover by M. Belinelli (bad pass; steal by J. Henson)
11:17.0,G. Antetokounmpo misses 2-pt shot from 9 ft (block by B. Simmons),,44-80,,
11:13.0,,,44-80,,Defensive rebound by R. Covington
11:09.0,,,44-80,,D. Saric misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by G. Antetokounmpo,,44-80,,
11:00.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,44-80,,
10:58.0,,,44-80,,Defensive rebound by M. Belinelli
10:47.0,,,44-80,,B. Simmons misses 2-pt shot from 8 ft
10:45.0,Defensive rebound by J. Henson,,44-80,,
10:37.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,44-80,,
10:34.0,,,44-80,,Defensive rebound by A. Johnson
10:27.0,,,44-82,2,M. Belinelli makes 2-pt shot from 18 ft
10:10.0,J. Henson misses 2-pt shot from 9 ft,,44-82,,
10:07.0,,,44-82,,Defensive rebound by R. Covington
10:01.0,,,44-82,,B. Simmons misses 2-pt shot from 4 ft
9:59.0,Defensive rebound by T. Snell,,44-82,,
9:54.0,Turnover by E. Bledsoe (bad pass; steal by R. Covington),,44-82,,
9:47.0,,,44-82,,B. Simmons misses 2-pt shot from 5 ft
9:44.0,,,44-82,,Offensive rebound by A. Johnson
9:43.0,,,44-84,2,A. Johnson makes 2-pt shot from 2 ft
9:28.0,T. Snell makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,47-84,,
9:05.0,,,47-84,,D. Saric misses 2-pt shot from 2 ft
9:03.0,Defensive rebound by G. Antetokounmpo,,47-84,,
8:55.0,K. Middleton misses 2-pt shot from 10 ft,,47-84,,
8:53.0,,,47-84,,Defensive rebound by D. Saric
8:49.0,,,47-84,,Turnover by B. Simmons (bad pass; steal by J. Henson)
8:33.0,Turnover by K. Middleton (bad pass; steal by R. Covington),,47-84,,
8:27.0,,,47-86,2,R. Covington makes 2-pt shot from 1 ft (assist by B. Simmons)
8:12.0,M. Brogdon enters the game for T. Snell,,47-86,,
8:11.0,,,47-86,,Personal foul by M. Belinelli (drawn by E. Bledsoe)
8:02.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by K. Middleton),2,49-86,,
7:54.0,,,49-86,,R. Covington misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by J. Henson,,49-86,,
7:42.0,K. Middleton makes 2-pt shot from 12 ft (assist by G. Antetokounmpo),2,51-86,,
7:32.0,,,51-89,3,D. Saric makes 3-pt shot from 26 ft (assist by R. Covington)
7:07.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by M. Brogdon),2,53-89,,
6:57.0,,,53-89,,M. Belinelli misses 3-pt shot from 26 ft (block by E. Bledsoe)
6:52.0,Defensive rebound by E. Bledsoe,,53-89,,
6:49.0,E. Bledsoe makes 2-pt shot from 3 ft,2,55-89,,
6:42.0,,,55-89,,Turnover by D. Saric (bad pass; steal by E. Bledsoe)
6:37.0,M. Brogdon makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,58-89,,
6:36.0,,,58-89,,Philadelphia full timeout
6:36.0,,,58-89,,E. Ilyasova enters the game for A. Johnson
6:36.0,,,58-89,,J. Anderson enters the game for R. Covington
6:36.0,S. Brown enters the game for E. Bledsoe,,58-89,,
6:36.0,J. Parker enters the game for K. Middleton,,58-89,,
6:36.0,B. Jennings enters the game for J. Henson,,58-89,,
6:36.0,T. Zeller enters the game for G. Antetokounmpo,,58-89,,
6:21.0,,,58-91,2,B. Simmons makes 2-pt shot from 3 ft (assist by D. Saric)
6:00.0,J. Parker misses 3-pt shot from 25 ft,,58-91,,
5:57.0,,,58-91,,Defensive rebound by B. Simmons
5:46.0,,,58-91,,Turnover by B. Simmons (traveling)
5:46.0,,,58-91,,T. McConnell enters the game for M. Belinelli
5:36.0,Turnover by J. Parker (lost ball; steal by T. McConnell),,58-91,,
5:20.0,,,58-94,3,J. Anderson makes 3-pt shot from 25 ft (assist by T. McConnell)
5:13.0,S. Brown misses 3-pt shot from 25 ft,,58-94,,
5:09.0,,,58-94,,Defensive rebound by E. Ilyasova
5:07.0,Personal foul by T. Zeller (drawn by B. Simmons),,58-94,,
4:54.0,,,58-94,,E. Ilyasova misses 2-pt shot from 8 ft
4:52.0,Defensive rebound by S. Brown,,58-94,,
4:43.0,B. Jennings misses 3-pt shot from 25 ft,,58-94,,
4:40.0,,,58-94,,Defensive rebound by B. Simmons
4:34.0,,,58-94,,T. McConnell misses 2-pt shot from 4 ft (block by T. Zeller)
4:34.0,,,58-94,,Offensive rebound by Team
4:30.0,,,58-96,2,D. Saric makes 2-pt shot from 3 ft (assist by B. Simmons)
4:23.0,J. Parker makes 2-pt shot from 3 ft (assist by B. Jennings),2,60-96,,
4:15.0,,,60-96,,D. Saric misses 2-pt shot from 2 ft
4:12.0,Defensive rebound by M. Brogdon,,60-96,,
4:03.0,Shooting foul by J. Anderson (drawn by J. Parker),,60-96,,
4:03.0,J. Parker misses free throw 1 of 2,,60-96,,
4:03.0,Offensive rebound by Team,,60-96,,
4:03.0,,,60-96,,R. Holmes enters the game for D. Saric
4:03.0,J. Parker makes free throw 2 of 2,1,61-96,,
3:57.0,,,61-96,,Shooting foul by S. Brown (drawn by B. Simmons)
3:57.0,,,61-97,1,B. Simmons makes free throw 1 of 2
3:57.0,,,61-98,1,B. Simmons makes free throw 2 of 2
3:37.0,M. Brogdon makes 3-pt shot from 23 ft,3,64-98,,
3:27.0,,,64-98,,Shooting foul by T. Zeller (drawn by J. Anderson)
3:27.0,,,64-99,1,J. Anderson makes free throw 1 of 2
3:27.0,,,64-99,,M. Fultz enters the game for B. Simmons
3:27.0,,,64-100,1,J. Anderson makes free throw 2 of 2
3:18.0,B. Jennings misses 2-pt shot from 8 ft,,64-100,,
3:15.0,Offensive rebound by B. Jennings,,64-100,,
3:14.0,B. Jennings misses 2-pt shot from 4 ft,,64-100,,
3:12.0,,,64-100,,Defensive rebound by M. Fultz
3:08.0,,,64-100,,T. McConnell misses 2-pt shot from 3 ft (block by S. Brown)
3:04.0,Defensive rebound by T. Zeller,,64-100,,
3:00.0,M. Brogdon makes 3-pt shot from 23 ft (assist by B. Jennings),3,67-100,,
2:41.0,,,67-100,,M. Fultz misses 2-pt shot from 5 ft
2:36.0,Defensive rebound by J. Parker,,67-100,,
2:31.0,J. Parker makes 2-pt shot from 4 ft (assist by M. Brogdon),2,69-100,,
2:09.0,,,69-100,,R. Holmes misses 2-pt shot from 9 ft
2:08.0,,,69-100,,Offensive rebound by R. Holmes
2:05.0,,,69-100,,R. Holmes misses 2-pt shot from 4 ft
2:03.0,Defensive rebound by T. Zeller,,69-100,,
2:00.0,B. Jennings makes 2-pt shot from 1 ft,2,71-100,,
1:37.0,,,71-103,3,J. Anderson makes 3-pt shot from 25 ft (assist by T. McConnell)
1:26.0,B. Jennings misses 2-pt shot from 7 ft (block by R. Holmes),,71-103,,
1:23.0,,,71-103,,Defensive rebound by M. Fultz
1:21.0,,,71-103,,E. Ilyasova misses 2-pt shot from 5 ft
1:18.0,Defensive rebound by J. Parker,,71-103,,
1:13.0,B. Jennings misses 3-pt shot from 23 ft,,71-103,,
1:13.0,Offensive rebound by T. Zeller,,71-103,,
1:07.0,J. Parker makes 2-pt shot at rim (assist by T. Zeller),2,73-103,,
0:39.0,,,73-103,,M. Fultz misses 2-pt shot from 10 ft
0:38.0,,,73-103,,Offensive rebound by J. Anderson
0:38.0,,,73-105,2,J. Anderson makes 2-pt shot at rim
0:33.0,M. Brogdon misses 3-pt shot from 27 ft,,73-105,,
0:31.0,,,73-105,,Defensive rebound by J. Anderson
0:13.0,,,73-105,,Turnover by M. Fultz (lost ball; steal by J. Parker)
0:10.0,M. Brogdon misses 2-pt shot from 6 ft (block by M. Fultz),,73-105,,
0:10.0,Offensive rebound by J. Parker,,73-105,,
0:09.0,J. Parker makes 2-pt shot from 2 ft,2,75-105,,
0:02.0,,,75-105,,Turnover by M. Fultz (palming)
0:02.0,Milwaukee full timeout,,75-105,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,75-107,2,T. McConnell makes 2-pt shot at rim
11:25.0,M. Brogdon makes 2-pt shot from 15 ft,2,77-107,,
11:09.0,,,77-107,,D. Saric misses 2-pt shot from 15 ft
11:07.0,Defensive rebound by S. Brown,,77-107,,
10:53.0,M. Brogdon misses 2-pt shot from 8 ft,,77-107,,
10:50.0,,,77-107,,Defensive rebound by D. Saric
10:46.0,,,77-107,,J. Anderson misses 2-pt shot from 2 ft
10:44.0,Defensive rebound by T. Zeller,,77-107,,
10:39.0,S. Brown misses 3-pt shot from 25 ft,,77-107,,
10:39.0,Offensive rebound by T. Zeller,,77-107,,
10:24.0,B. Jennings misses 2-pt shot from 14 ft,,77-107,,
10:20.0,,,77-107,,Defensive rebound by R. Holmes
10:12.0,Personal foul by B. Jennings (drawn by T. McConnell),,77-107,,
10:00.0,,,77-107,,J. Anderson misses 3-pt shot from 27 ft
9:57.0,,,77-107,,Offensive rebound by R. Holmes
9:42.0,,,77-107,,M. Fultz misses 2-pt shot from 16 ft
9:38.0,Defensive rebound by B. Jennings,,77-107,,
9:36.0,Turnover by B. Jennings (bad pass),,77-107,,
9:26.0,,,77-107,,J. Anderson misses 3-pt shot from 26 ft
9:23.0,Defensive rebound by T. Zeller,,77-107,,
9:15.0,M. Brogdon misses 3-pt shot from 27 ft,,77-107,,
9:11.0,,,77-107,,Defensive rebound by T. McConnell
9:02.0,,,77-107,,D. Saric misses 2-pt shot from 9 ft
8:58.0,Defensive rebound by M. Brogdon,,77-107,,
8:50.0,J. Parker misses 2-pt shot from 14 ft,,77-107,,
8:48.0,,,77-107,,Defensive rebound by M. Fultz
8:34.0,,,77-107,,M. Fultz misses 2-pt shot from 4 ft
8:29.0,,,77-107,,Offensive rebound by J. Anderson
8:29.0,,,77-109,2,J. Anderson makes 2-pt shot at rim
