time,Houston,pts.away,score,pts.home,Oklahoma City
2:02.0,Defensive rebound by J. Harden,,21-21,,
1:52.0,G. Green misses 3-pt shot from 22 ft,,21-21,,
1:50.0,,,21-21,,Defensive rebound by S. Adams
1:46.0,Personal foul by L. Mbah a Moute (drawn by R. Westbrook),,21-21,,
1:44.0,Houston full timeout,,21-21,,
1:44.0,,,21-21,,R. Felton enters the game for R. Westbrook
1:44.0,,,21-21,,P. Patterson enters the game for S. Adams
1:44.0,C. Paul enters the game for J. Harden,,21-21,,
1:32.0,,,21-21,,Offensive charge foul by C. Brewer (drawn by C. Paul)
1:32.0,,,21-21,,Turnover by C. Brewer (offensive foul)
1:26.0,,,21-21,,Personal foul by R. Felton (drawn by C. Paul)
1:26.0,C. Paul makes free throw 1 of 2,1,23-21,,
1:26.0,C. Paul makes free throw 2 of 2,1,23-21,,
1:11.0,,,23-21,,R. Felton misses 2-pt shot from 5 ft (block by N. Hilario)
1:09.0,Defensive rebound by E. Gordon,,23-21,,
1:01.0,N. Hilario misses 2-pt shot from 14 ft,,23-21,,
0:59.0,,,23-21,,Defensive rebound by J. Grant
0:54.0,,,23-21,,P. George misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by N. Hilario,,23-21,,
0:47.0,Turnover by C. Paul (lost ball; steal by P. George),,23-21,,
0:37.0,,,23-21,,R. Felton misses 2-pt shot from 2 ft
0:35.0,,,23-21,,Offensive rebound by J. Grant
0:34.0,,,23-24,3,C. Brewer makes 3-pt shot from 24 ft (assist by J. Grant)
0:29.0,G. Green makes 3-pt shot from 25 ft (assist by C. Paul),3,26-24,,
0:07.0,,,26-24,,P. George misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by E. Gordon,,26-24,,
0:00.0,G. Green misses 3-pt shot from 29 ft,,26-24,,
0:00.0,Offensive rebound by Team,,26-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Turnover by E. Gordon (lost ball; steal by T. Ferguson),,26-24,,
11:34.0,,,26-24,,Turnover by J. Grant (lost ball; steal by C. Paul)
11:20.0,Turnover by E. Gordon (bad pass; steal by J. Grant),,26-24,,
11:19.0,Personal foul by G. Green (drawn by J. Grant),,26-24,,
11:05.0,,,26-27,3,C. Brewer makes 3-pt shot from 25 ft (assist by J. Grant)
10:42.0,Turnover by N. Hilario (lost ball; steal by P. Patterson),,26-27,,
10:34.0,,,26-30,3,R. Felton makes 3-pt shot from 25 ft
10:28.0,Houston full timeout,,26-30,,
10:12.0,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by E. Gordon),3,29-30,,
9:53.0,C. Capela enters the game for N. Hilario,,29-30,,
9:49.0,,,29-30,,R. Felton misses 2-pt shot from 15 ft
9:45.0,Defensive rebound by C. Capela,,29-30,,
9:37.0,E. Gordon makes 3-pt shot from 25 ft (assist by C. Capela),3,32-30,,
9:16.0,,,32-30,,C. Brewer misses 3-pt shot from 24 ft
9:12.0,Defensive rebound by G. Green,,32-30,,
9:08.0,G. Green misses 3-pt shot from 24 ft,,32-30,,
9:06.0,,,32-30,,Defensive rebound by P. Patterson
8:51.0,,,32-30,,R. Felton misses 2-pt shot from 1 ft (block by C. Capela)
8:48.0,Defensive rebound by L. Mbah a Moute,,32-30,,
8:46.0,E. Gordon misses 3-pt shot from 24 ft,,32-30,,
8:44.0,,,32-30,,Defensive rebound by P. Patterson
8:44.0,,,32-30,,Oklahoma City full timeout
8:44.0,,,32-30,,J. Huestis enters the game for R. Felton
8:44.0,,,32-30,,R. Westbrook enters the game for C. Brewer
8:44.0,,,32-30,,S. Adams enters the game for J. Grant
8:44.0,T. Ariza enters the game for E. Gordon,,32-30,,
8:44.0,P. Tucker enters the game for L. Mbah a Moute,,32-30,,
8:44.0,J. Harden enters the game for G. Green,,32-30,,
8:35.0,,,32-30,,Turnover by R. Westbrook (bad pass; steal by J. Harden)
8:30.0,C. Paul makes 2-pt shot from 1 ft,2,34-30,,
8:20.0,,,34-30,,R. Westbrook misses 2-pt shot from 2 ft (block by C. Capela)
8:17.0,Defensive rebound by J. Harden,,34-30,,
8:12.0,C. Capela makes 2-pt shot at rim (assist by T. Ariza),2,36-30,,
7:47.0,,,36-30,,J. Huestis misses 2-pt shot from 22 ft
7:44.0,,,36-30,,Offensive rebound by P. Patterson
7:44.0,,,36-30,,P. Patterson misses 2-pt shot at rim
7:42.0,Defensive rebound by C. Paul,,36-30,,
7:40.0,,,36-30,,Personal foul by T. Ferguson (drawn by J. Harden)
7:40.0,,,36-30,,C. Anthony enters the game for P. Patterson
7:24.0,Turnover by J. Harden (bad pass),,36-30,,
7:12.0,,,36-30,,C. Anthony misses 3-pt shot from 24 ft
7:10.0,Defensive rebound by J. Harden,,36-30,,
6:46.0,T. Ariza makes 2-pt shot from 4 ft (assist by J. Harden),2,38-30,,
6:23.0,,,38-32,2,C. Anthony makes 2-pt shot from 9 ft
6:04.0,,,38-32,,P. George enters the game for T. Ferguson
6:04.0,E. Gordon enters the game for C. Paul,,38-32,,
5:52.0,C. Capela misses 2-pt shot from 1 ft (block by J. Huestis),,38-32,,
5:49.0,Offensive rebound by P. Tucker,,38-32,,
5:47.0,P. Tucker makes 2-pt shot at rim,2,40-32,,
5:37.0,,,40-32,,R. Westbrook misses 2-pt shot from 12 ft
5:37.0,Defensive rebound by E. Gordon,,40-32,,
5:26.0,P. Tucker misses 2-pt shot from 5 ft,,40-32,,
5:24.0,Offensive rebound by P. Tucker,,40-32,,
5:22.0,Turnover by P. Tucker (lost ball; steal by S. Adams),,40-32,,
5:19.0,,,40-34,2,R. Westbrook makes 2-pt shot from 1 ft
5:01.0,,,40-34,,Personal foul by P. George (drawn by J. Harden)
4:49.0,T. Ariza makes 3-pt shot from 23 ft (assist by P. Tucker),3,43-34,,
4:25.0,,,43-34,,R. Westbrook misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by Team,,43-34,,
4:24.0,,,43-34,,C. Brewer enters the game for J. Huestis
4:08.0,P. Tucker makes 2-pt shot at rim (assist by J. Harden),2,45-34,,
3:57.0,,,45-36,2,C. Anthony makes 2-pt shot from 14 ft (assist by P. George)
3:44.0,J. Harden makes 2-pt shot from 3 ft,2,47-36,,
3:39.0,Personal foul by J. Harden (drawn by R. Westbrook),,47-36,,
3:25.0,,,47-36,,Turnover by R. Westbrook (bad pass)
3:05.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,50-36,,
2:55.0,,,50-36,,Turnover by R. Westbrook (out of bounds lost ball)
2:43.0,J. Harden misses 2-pt shot from 1 ft,,50-36,,
2:41.0,,,50-36,,Defensive rebound by C. Anthony
2:36.0,,,50-38,2,C. Anthony makes 2-pt shot at rim
2:18.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,52-38,,
2:11.0,,,52-41,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook)
1:46.0,Offensive foul by T. Ariza (drawn by C. Brewer),,52-41,,
1:46.0,Turnover by T. Ariza (offensive foul),,52-41,,
1:46.0,,,52-41,,Oklahoma City full timeout
1:46.0,C. Paul enters the game for E. Gordon,,52-41,,
1:35.0,,,52-43,2,R. Westbrook makes 2-pt shot at rim
1:15.0,T. Ariza misses 2-pt shot at rim,,52-43,,
1:12.0,,,52-43,,Defensive rebound by P. George
1:09.0,,,52-43,,Offensive foul by S. Adams (drawn by C. Paul)
1:09.0,,,52-43,,Turnover by S. Adams (offensive foul)
0:50.0,Turnover by J. Harden (lost ball; steal by C. Anthony),,52-43,,
0:47.0,,,52-43,,C. Anthony misses 2-pt shot at rim
0:46.0,,,52-43,,Offensive rebound by C. Anthony
0:46.0,,,52-45,2,C. Anthony makes 2-pt shot at rim
0:33.0,Turnover by J. Harden (lost ball; steal by R. Westbrook),,52-45,,
0:18.0,,,52-45,,P. George misses 2-pt shot at rim
0:16.0,Defensive rebound by C. Capela,,52-45,,
0:12.0,J. Harden makes 2-pt shot at rim,2,54-45,,
0:05.0,Personal take foul by C. Paul (drawn by R. Westbrook),,54-45,,
0:00.0,,,54-45,,Turnover by R. Westbrook (bad pass; steal by T. Ariza)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,C. Paul makes 2-pt shot at rim (assist by P. Tucker),2,56-45,,
11:34.0,,,56-45,,Turnover by C. Anthony (traveling)
11:25.0,J. Harden misses 3-pt shot from 25 ft,,56-45,,
11:22.0,,,56-45,,Defensive rebound by J. Huestis
11:10.0,,,56-47,2,S. Adams makes 2-pt shot from 1 ft
11:10.0,Violation by C. Capela (def goaltending),,56-47,,
10:57.0,J. Harden makes 2-pt shot from 1 ft,2,58-47,,
10:39.0,,,58-49,2,P. George makes 2-pt shot from 1 ft
10:12.0,C. Paul misses 2-pt shot from 13 ft,,58-49,,
10:10.0,,,58-49,,Defensive rebound by Team
9:56.0,,,58-51,2,P. George makes 2-pt shot at rim (assist by S. Adams)
9:36.0,T. Ariza makes 3-pt shot from 24 ft (assist by P. Tucker),3,61-51,,
9:21.0,,,61-54,3,C. Anthony makes 3-pt shot from 25 ft (assist by P. George)
8:59.0,T. Ariza misses 3-pt shot from 22 ft,,61-54,,
8:57.0,,,61-54,,Defensive rebound by S. Adams
8:42.0,,,61-54,,C. Anthony misses 3-pt shot from 26 ft
8:41.0,,,61-54,,Offensive rebound by Team
8:41.0,Loose ball foul by T. Ariza (drawn by S. Adams),,61-54,,
8:37.0,,,61-56,2,R. Westbrook makes 2-pt shot from 11 ft
8:20.0,Turnover by P. Tucker (out of bounds lost ball),,61-56,,
8:10.0,Personal foul by T. Ariza (drawn by P. George),,61-56,,
8:04.0,,,61-59,2,J. Huestis makes 3-pt shot from 25 ft (assist by R. Westbrook)
7:45.0,C. Paul makes 3-pt shot from 23 ft (assist by J. Harden),3,64-59,,
7:28.0,,,64-61,2,S. Adams makes 2-pt shot from 2 ft (assist by P. George)
7:11.0,J. Harden makes 2-pt shot from 1 ft,2,66-61,,
6:55.0,,,66-61,,P. George misses 2-pt shot from 2 ft
6:53.0,,,66-61,,Offensive rebound by S. Adams
6:53.0,,,66-63,2,S. Adams makes 2-pt shot at rim
6:33.0,P. Tucker makes 3-pt shot from 23 ft (assist by C. Paul),3,69-63,,
6:20.0,,,69-63,,Turnover by R. Westbrook (bad pass; steal by J. Harden)
6:03.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,71-63,,
5:41.0,,,71-63,,C. Anthony misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by C. Capela,,71-63,,
5:32.0,C. Paul makes 3-pt shot from 25 ft (assist by J. Harden),3,74-63,,
5:31.0,,,74-63,,Oklahoma City full timeout
5:31.0,E. Gordon enters the game for C. Paul,,74-63,,
5:31.0,L. Mbah a Moute enters the game for P. Tucker,,74-63,,
5:24.0,Personal foul by T. Ariza (drawn by P. George),,74-63,,
5:15.0,,,74-63,,P. George misses 3-pt shot from 25 ft
5:12.0,Defensive rebound by L. Mbah a Moute,,74-63,,
4:59.0,Turnover by J. Harden (turnover),,74-63,,
4:59.0,Loose ball foul by J. Harden (drawn by P. George),,74-63,,
4:48.0,,,74-63,,R. Westbrook misses 2-pt shot from 17 ft
4:47.0,,,74-63,,Offensive rebound by Team
4:47.0,Loose ball foul by C. Capela (drawn by S. Adams),,74-63,,
4:47.0,,,74-64,1,S. Adams makes free throw 1 of 2
4:47.0,N. Hilario enters the game for C. Capela,,74-64,,
4:47.0,,,74-64,,Turnover by C. Anthony (turnover)
4:34.0,Offensive foul by J. Harden (drawn by P. George),,74-64,,
4:34.0,Turnover by J. Harden (offensive foul),,74-64,,
4:34.0,,,74-64,,C. Brewer enters the game for J. Huestis
4:16.0,,,74-64,,R. Westbrook misses 3-pt shot from 24 ft
4:13.0,Defensive rebound by T. Ariza,,74-64,,
3:56.0,N. Hilario makes 2-pt shot from 11 ft (assist by L. Mbah a Moute),2,76-64,,
3:38.0,,,76-64,,R. Westbrook misses 2-pt shot from 1 ft
3:35.0,Defensive rebound by T. Ariza,,76-64,,
3:32.0,E. Gordon makes 3-pt shot from 22 ft (assist by J. Harden),3,79-64,,
3:04.0,,,79-66,2,S. Adams makes 2-pt shot at rim
2:39.0,J. Harden makes 2-pt shot from 1 ft,2,81-66,,
2:26.0,,,81-68,2,R. Westbrook makes 2-pt shot from 16 ft
2:24.0,Houston full timeout,,81-68,,
2:24.0,,,81-68,,J. Grant enters the game for C. Anthony
2:24.0,C. Paul enters the game for T. Ariza,,81-68,,
2:24.0,G. Green enters the game for J. Harden,,81-68,,
2:11.0,G. Green misses 3-pt shot from 23 ft,,81-68,,
2:06.0,Offensive rebound by N. Hilario,,81-68,,
2:03.0,Turnover by E. Gordon (bad pass),,81-68,,
1:51.0,,,81-68,,C. Brewer misses 3-pt shot from 25 ft
1:47.0,,,81-68,,Offensive rebound by S. Adams
1:35.0,,,81-70,2,C. Brewer makes 2-pt shot from 1 ft
1:10.0,C. Paul makes 3-pt shot from 25 ft,3,84-70,,
0:57.0,,,84-72,2,R. Westbrook makes 2-pt shot from 6 ft
0:35.0,C. Paul misses 2-pt shot from 14 ft,,84-72,,
0:32.0,,,84-72,,Defensive rebound by R. Westbrook
0:27.0,,,84-74,2,R. Westbrook makes 2-pt shot at rim
0:04.0,G. Green makes 3-pt shot from 25 ft (assist by C. Paul),3,87-74,,
0:00.0,,,87-74,,C. Brewer misses 3-pt shot from 33 ft
0:00.0,,,87-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Personal foul by N. Hilario (drawn by P. George),,87-74,,
11:37.0,,,87-74,,C. Brewer misses 3-pt shot from 23 ft
11:33.0,Defensive rebound by E. Gordon,,87-74,,
11:24.0,,,87-74,,Violation by P. George (kicked ball)
11:15.0,N. Hilario makes 2-pt shot at rim (assist by C. Paul),2,89-74,,
10:53.0,,,89-74,,R. Felton misses 3-pt shot from 25 ft
10:49.0,Defensive rebound by E. Gordon,,89-74,,
10:46.0,G. Green misses 3-pt shot from 23 ft,,89-74,,
10:43.0,,,89-74,,Defensive rebound by P. Patterson
10:37.0,,,89-74,,Shooting foul by N. Hilario (drawn by P. George)
10:37.0,,,89-74,,P. George misses free throw 1 of 2
10:37.0,,,89-74,,Offensive rebound by Team
10:37.0,,,89-75,1,P. George makes free throw 2 of 2
10:24.0,,,89-75,,Personal foul by R. Felton (drawn by G. Green)
10:24.0,,,89-75,,T. Ferguson enters the game for P. George
10:13.0,,,89-75,,Personal foul by P. Patterson (drawn by N. Hilario)
10:01.0,C. Paul makes 3-pt shot from 25 ft,3,92-75,,
9:39.0,,,92-77,2,C. Brewer makes 2-pt shot at rim (assist by R. Felton)
9:14.0,C. Paul misses 2-pt shot from 4 ft,,92-77,,
9:12.0,Offensive rebound by N. Hilario,,92-77,,
9:12.0,N. Hilario misses 2-pt shot at rim,,92-77,,
9:12.0,Offensive rebound by N. Hilario,,92-77,,
9:12.0,Shooting foul by J. Grant (drawn by N. Hilario),,92-77,,
9:12.0,N. Hilario makes free throw 1 of 2,1,93-77,,
9:12.0,N. Hilario makes free throw 2 of 2,1,94-77,,
9:02.0,,,94-77,,C. Brewer misses 2-pt shot from 7 ft
8:59.0,Defensive rebound by G. Green,,94-77,,
8:58.0,,,94-77,,Personal foul by C. Brewer (drawn by G. Green)
8:47.0,E. Gordon misses 3-pt shot from 25 ft,,94-77,,
8:44.0,,,94-77,,Defensive rebound by P. Patterson
8:38.0,Personal foul by N. Hilario (drawn by P. Patterson),,94-77,,
8:38.0,,,94-77,,R. Westbrook enters the game for T. Ferguson
8:24.0,,,94-80,3,R. Felton makes 3-pt shot from 26 ft (assist by R. Westbrook)
8:09.0,Turnover by E. Gordon (lost ball; steal by R. Felton),,94-80,,
8:06.0,,,94-80,,R. Westbrook misses 3-pt shot from 25 ft
8:04.0,Defensive rebound by L. Mbah a Moute,,94-80,,
8:04.0,,,94-80,,Personal foul by R. Felton (drawn by L. Mbah a Moute)
8:04.0,L. Mbah a Moute makes free throw 1 of 2,1,95-80,,
8:04.0,L. Mbah a Moute makes free throw 2 of 2,1,96-80,,
7:53.0,,,96-80,,Turnover by R. Felton (lost ball; steal by E. Gordon)
7:47.0,L. Mbah a Moute makes 2-pt shot at rim (assist by C. Paul),2,98-80,,
7:30.0,Personal foul by G. Green (drawn by R. Westbrook),,98-80,,
7:30.0,,,98-80,,S. Adams enters the game for P. Patterson
7:30.0,J. Harden enters the game for C. Paul,,98-80,,
7:30.0,T. Ariza enters the game for G. Green,,98-80,,
7:22.0,,,98-80,,S. Adams misses 2-pt shot from 5 ft (block by E. Gordon)
7:18.0,Defensive rebound by T. Ariza,,98-80,,
7:13.0,Turnover by J. Harden (bad pass; steal by R. Felton),,98-80,,
7:09.0,,,98-80,,C. Brewer misses 2-pt shot from 1 ft
7:07.0,,,98-80,,Offensive rebound by R. Felton
7:07.0,,,98-82,2,R. Felton makes 2-pt shot at rim
6:47.0,,,98-82,,Shooting block foul by J. Grant (drawn by L. Mbah a Moute)
6:47.0,,,98-82,,Oklahoma City full timeout
6:47.0,,,98-82,,C. Anthony enters the game for R. Felton
6:47.0,,,98-82,,P. George enters the game for C. Brewer
6:47.0,C. Capela enters the game for N. Hilario,,98-82,,
6:47.0,L. Mbah a Moute makes free throw 1 of 2,1,99-82,,
6:47.0,L. Mbah a Moute makes free throw 2 of 2,1,100-82,,
6:30.0,,,100-84,2,R. Westbrook makes 2-pt shot from 8 ft
6:11.0,E. Gordon makes 3-pt shot from 23 ft (assist by L. Mbah a Moute),3,103-84,,
6:00.0,,,103-84,,R. Westbrook misses 2-pt shot from 2 ft
6:00.0,,,103-84,,Offensive rebound by Team
6:00.0,Loose ball foul by C. Capela (drawn by S. Adams),,103-84,,
6:00.0,,,103-85,1,S. Adams makes free throw 1 of 2
6:00.0,P. Tucker enters the game for L. Mbah a Moute,,103-85,,
6:00.0,,,103-85,,S. Adams misses free throw 2 of 2
5:59.0,,,103-85,,Offensive rebound by Team
5:57.0,,,103-87,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
5:43.0,Turnover by T. Ariza (bad pass; steal by P. George),,103-87,,
5:38.0,,,103-89,2,P. George makes 2-pt shot at rim (assist by R. Westbrook)
5:27.0,,,103-89,,Personal foul by J. Grant (drawn by E. Gordon)
5:27.0,E. Gordon makes free throw 1 of 2,1,104-89,,
5:27.0,E. Gordon makes free throw 2 of 2,1,105-89,,
5:17.0,,,105-92,3,J. Grant makes 3-pt shot from 23 ft (assist by P. George)
5:11.0,,,105-92,,Personal take foul by R. Westbrook (drawn by C. Capela)
5:11.0,C. Capela misses free throw 1 of 2,,105-92,,
5:11.0,Offensive rebound by Team,,105-92,,
5:11.0,C. Capela makes free throw 2 of 2,1,106-92,,
5:01.0,,,106-94,2,P. George makes 2-pt shot from 1 ft
4:57.0,,,106-94,,Personal take foul by R. Westbrook (drawn by C. Capela)
4:57.0,C. Capela misses free throw 1 of 2,,106-94,,
4:57.0,Offensive rebound by Team,,106-94,,
4:57.0,C. Capela makes free throw 2 of 2,1,107-94,,
4:49.0,,,107-96,2,R. Westbrook makes 2-pt shot from 1 ft
4:49.0,Houston full timeout,,107-96,,
4:49.0,C. Paul enters the game for C. Capela,,107-96,,
4:27.0,Shooting foul by R. Westbrook (drawn by E. Gordon),,107-96,,
4:27.0,E. Gordon makes free throw 1 of 3,1,108-96,,
4:27.0,E. Gordon makes free throw 2 of 3,1,109-96,,
4:27.0,E. Gordon makes free throw 3 of 3,1,110-96,,
4:23.0,,,110-96,,C. Anthony misses 3-pt shot from 26 ft
4:20.0,,,110-96,,Offensive rebound by S. Adams
4:18.0,,,110-96,,J. Grant misses 3-pt shot from 22 ft
4:14.0,,,110-96,,Offensive rebound by R. Westbrook
4:05.0,,,110-98,2,S. Adams makes 2-pt shot from 6 ft (assist by J. Grant)
3:54.0,Turnover by J. Harden (out of bounds lost ball),,110-98,,
3:51.0,,,110-98,,R. Westbrook misses 3-pt shot from 25 ft
3:50.0,,,110-98,,Offensive rebound by C. Anthony
3:48.0,,,110-98,,C. Anthony misses 2-pt shot from 3 ft (block by J. Harden)
3:47.0,,,110-98,,Offensive rebound by C. Anthony
3:46.0,,,110-98,,Shooting foul by C. Paul (drawn by C. Anthony)
3:46.0,,,110-98,,C. Anthony misses free throw 1 of 2
3:46.0,,,110-98,,Offensive rebound by Team
3:46.0,L. Mbah a Moute enters the game for E. Gordon,,110-98,,
3:46.0,,,110-99,1,C. Anthony makes free throw 2 of 2
3:23.0,C. Paul misses 2-pt shot from 15 ft,,110-99,,
3:23.0,,,110-99,,Defensive rebound by J. Grant
3:15.0,,,110-99,,Turnover by R. Westbrook (bad pass; steal by J. Harden)
3:15.0,,,110-99,,Personal foul by P. George (drawn by C. Paul)
3:15.0,C. Paul makes free throw 1 of 2,1,111-99,,
3:15.0,C. Paul makes free throw 2 of 2,1,112-99,,
3:02.0,,,112-101,2,S. Adams makes 2-pt shot from 5 ft
2:38.0,C. Paul misses 3-pt shot from 24 ft,,112-101,,
2:38.0,,,112-101,,Defensive rebound by S. Adams
2:32.0,,,112-101,,C. Anthony misses 2-pt shot from 17 ft
2:29.0,Defensive rebound by C. Paul,,112-101,,
2:08.0,J. Harden misses 3-pt shot from 25 ft,,112-101,,
2:07.0,,,112-101,,Defensive rebound by Team
2:03.0,,,112-101,,Turnover by R. Westbrook (bad pass; steal by T. Ariza)
1:43.0,P. Tucker misses 3-pt shot from 24 ft,,112-101,,
1:40.0,,,112-101,,Defensive rebound by P. George
1:32.0,,,112-101,,Shooting foul by L. Mbah a Moute (drawn by R. Westbrook)
