time,Utah,pts.away,score,pts.home,San Antonio
0:24.0,,,30-21,,Turnover by P. Gasol (lost ball; steal by R. Neto)
0:19.0,R. O'Neale makes 3-pt shot from 24 ft (assist by R. Neto),3,33-21,,
0:08.0,Personal foul by R. Neto (drawn by T. Parker),,33-21,,
0:02.0,,,33-24,3,D. Bertans makes 3-pt shot from 30 ft (assist by P. Gasol)
0:00.0,R. Neto misses 3-pt shot from 50 ft,,33-24,,
0:00.0,Offensive rebound by Team,,33-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,A. Burks misses 2-pt shot from 19 ft,,33-24,,
11:36.0,,,33-24,,Defensive rebound by D. Bertans
11:29.0,,,33-26,2,T. Parker makes 2-pt shot at rim
11:14.0,Shooting foul by P. Mills (drawn by R. Neto),,33-26,,
11:14.0,R. Neto makes free throw 1 of 2,1,34-26,,
11:14.0,R. Neto makes free throw 2 of 2,1,35-26,,
11:03.0,,,35-26,,T. Parker misses 2-pt shot at rim (block by E. Udoh)
11:03.0,,,35-26,,Offensive rebound by Team
10:56.0,Personal foul by R. O'Neale (drawn by P. Gasol),,35-26,,
10:51.0,,,35-26,,Turnover by P. Gasol (bad pass; steal by R. O'Neale)
10:46.0,R. O'Neale makes 2-pt shot from 1 ft,2,37-26,,
10:37.0,,,37-28,2,T. Parker makes 2-pt shot from 4 ft
10:23.0,R. Neto misses 2-pt shot from 2 ft,,37-28,,
10:23.0,,,37-28,,Defensive rebound by P. Gasol
10:16.0,,,37-28,,D. Bertans misses 3-pt shot from 26 ft
10:16.0,Defensive rebound by A. Burks,,37-28,,
10:04.0,A. Burks misses 2-pt shot from 5 ft,,37-28,,
10:04.0,,,37-28,,Defensive rebound by T. Parker
10:00.0,Personal foul by R. O'Neale (drawn by T. Parker),,37-28,,
10:00.0,,,37-28,,K. Anderson enters the game for M. Ginobili
10:00.0,,,37-28,,D. Green enters the game for D. Bertans
9:55.0,,,37-28,,T. Parker misses 2-pt shot at rim (block by E. Udoh)
9:55.0,,,37-28,,Offensive rebound by T. Parker
9:50.0,,,37-28,,P. Gasol misses 2-pt shot from 1 ft
9:50.0,,,37-28,,Offensive rebound by P. Mills
9:45.0,,,37-28,,P. Mills misses 3-pt shot from 25 ft
9:45.0,Defensive rebound by J. Jerebko,,37-28,,
9:28.0,Turnover by R. Neto (bad pass),,37-28,,
9:28.0,,,37-28,,B. Forbes enters the game for P. Mills
9:28.0,,,37-28,,L. Aldridge enters the game for P. Gasol
9:16.0,,,37-30,2,L. Aldridge makes 2-pt shot from 20 ft (assist by T. Parker)
8:59.0,R. Neto makes 2-pt shot from 8 ft,2,39-30,,
8:42.0,,,39-32,2,L. Aldridge makes 2-pt shot from 13 ft (assist by T. Parker)
8:30.0,E. Udoh makes 2-pt shot at rim (assist by R. O'Neale),2,41-32,,
8:14.0,,,41-34,2,L. Aldridge makes 2-pt shot from 18 ft (assist by T. Parker)
8:11.0,Utah full timeout,,41-34,,
8:11.0,,,41-34,,D. Murray enters the game for T. Parker
8:11.0,R. Gobert enters the game for J. Jerebko,,41-34,,
8:11.0,R. Rubio enters the game for R. Neto,,41-34,,
8:11.0,D. Favors enters the game for E. Udoh,,41-34,,
7:56.0,R. Rubio makes 2-pt shot from 19 ft (assist by R. Gobert),2,43-34,,
7:33.0,,,43-34,,B. Forbes misses 2-pt shot from 18 ft (block by R. Gobert)
7:33.0,Defensive rebound by R. Rubio,,43-34,,
7:24.0,Turnover by R. Rubio (lost ball; steal by K. Anderson),,43-34,,
7:20.0,,,43-34,,Turnover by B. Forbes (lost ball; steal by R. O'Neale)
7:00.0,A. Burks misses 3-pt shot from 25 ft,,43-34,,
6:56.0,,,43-34,,Defensive rebound by K. Anderson
6:51.0,,,43-34,,K. Anderson misses 3-pt shot from 25 ft
6:51.0,,,43-34,,Offensive rebound by D. Murray
6:45.0,,,43-36,2,D. Murray makes 2-pt shot at rim
6:27.0,R. Rubio makes 2-pt shot from 1 ft,2,45-36,,
6:08.0,,,45-36,,D. Murray misses 2-pt shot from 8 ft
6:08.0,Defensive rebound by A. Burks,,45-36,,
5:59.0,D. Favors misses 2-pt shot from 6 ft,,45-36,,
5:59.0,,,45-36,,Defensive rebound by D. Murray
5:50.0,,,45-39,3,L. Aldridge makes 3-pt shot from 25 ft (assist by B. Forbes)
5:29.0,A. Burks misses 2-pt shot from 2 ft (block by L. Aldridge),,45-39,,
5:29.0,Offensive rebound by Team,,45-39,,
5:29.0,J. Ingles enters the game for R. O'Neale,,45-39,,
5:28.0,,,45-39,,Personal foul by B. Forbes (drawn by A. Burks)
5:19.0,A. Burks makes 2-pt shot from 11 ft,2,47-39,,
5:08.0,,,47-39,,B. Forbes misses 3-pt shot from 25 ft
5:08.0,Defensive rebound by D. Favors,,47-39,,
4:58.0,Turnover by D. Favors (bad pass; steal by K. Anderson),,47-39,,
4:51.0,,,47-39,,Turnover by D. Murray (bad pass; steal by J. Ingles)
4:46.0,D. Favors makes 2-pt shot at rim (assist by A. Burks),2,49-39,,
4:46.0,,,49-39,,San Antonio full timeout
4:46.0,,,49-39,,T. Parker enters the game for D. Murray
4:46.0,,,49-39,,M. Ginobili enters the game for B. Forbes
4:46.0,,,49-39,,P. Gasol enters the game for D. Green
4:27.0,,,49-39,,L. Aldridge misses 2-pt shot from 11 ft
4:24.0,Defensive rebound by R. Rubio,,49-39,,
4:22.0,Shooting foul by K. Anderson (drawn by R. Rubio),,49-39,,
4:22.0,R. Rubio makes free throw 1 of 2,1,50-39,,
4:22.0,,,50-39,,D. Hilliard enters the game for K. Anderson
4:22.0,R. Rubio makes free throw 2 of 2,1,51-39,,
4:07.0,,,51-41,2,M. Ginobili makes 2-pt shot from 2 ft (assist by T. Parker)
3:52.0,R. Rubio makes 2-pt shot from 19 ft (assist by R. Gobert),2,53-41,,
3:33.0,,,53-41,,Turnover by T. Parker (bad pass)
3:20.0,J. Ingles makes 2-pt shot from 19 ft,2,55-41,,
3:01.0,,,55-44,3,M. Ginobili makes 3-pt shot from 25 ft (assist by D. Hilliard)
2:31.0,A. Burks misses 2-pt shot from 8 ft,,55-44,,
2:30.0,,,55-44,,Defensive rebound by P. Gasol
2:16.0,,,55-44,,Turnover by L. Aldridge (bad pass)
2:16.0,R. O'Neale enters the game for A. Burks,,55-44,,
2:02.0,D. Favors misses 3-pt shot from 23 ft,,55-44,,
1:57.0,Offensive rebound by R. Gobert,,55-44,,
1:52.0,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles),2,57-44,,
1:52.0,Shooting foul by P. Gasol (drawn by R. Gobert),,57-44,,
1:52.0,R. Gobert misses free throw 1 of 1,,57-44,,
1:49.0,,,57-44,,Defensive rebound by P. Gasol
1:43.0,,,57-46,2,P. Gasol makes 2-pt shot from 18 ft (assist by T. Parker)
1:25.0,D. Favors makes 2-pt shot from 14 ft (assist by J. Ingles),2,59-46,,
1:11.0,,,59-46,,M. Ginobili misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by D. Favors,,59-46,,
1:06.0,Turnover by R. Rubio (bad pass),,59-46,,
0:53.0,,,59-46,,D. Hilliard misses 3-pt shot from 22 ft
0:50.0,Defensive rebound by R. Gobert,,59-46,,
0:36.0,Shooting foul by P. Gasol (drawn by R. Gobert),,59-46,,
0:36.0,R. Gobert misses free throw 1 of 2,,59-46,,
0:36.0,Offensive rebound by Team,,59-46,,
0:36.0,A. Burks enters the game for R. O'Neale,,59-46,,
0:36.0,R. Gobert makes free throw 2 of 2,1,60-46,,
0:33.0,,,60-46,,Shooting foul by R. Rubio (drawn by T. Parker)
0:33.0,,,60-46,,T. Parker misses free throw 1 of 2
0:33.0,,,60-46,,Offensive rebound by Team
0:33.0,,,60-47,1,T. Parker makes free throw 2 of 2
0:22.0,Shooting foul by D. Hilliard (drawn by R. Rubio),,60-47,,
0:22.0,R. Rubio makes free throw 1 of 2,1,61-47,,
0:22.0,R. Rubio misses free throw 2 of 2,,61-47,,
0:16.0,Offensive rebound by R. Gobert,,61-47,,
0:16.0,R. Gobert misses 2-pt shot at rim,,61-47,,
0:15.0,,,61-47,,Defensive rebound by P. Gasol
0:01.0,,,61-47,,M. Ginobili misses 2-pt shot from 1 ft (block by R. Gobert)
0:01.0,,,61-47,,Offensive rebound by L. Aldridge
0:00.0,,,61-49,2,L. Aldridge makes 2-pt shot from 12 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,61-49,,Violation by D. Green (kicked ball)
11:37.0,,,61-49,,Personal foul by D. Green (drawn by R. Rubio)
11:30.0,Turnover by J. Ingles (bad pass),,61-49,,
11:08.0,,,61-51,2,L. Aldridge makes 2-pt shot at rim
10:51.0,,,61-51,,Personal foul by D. Murray (drawn by R. Gobert)
10:48.0,Offensive foul by J. Ingles (drawn by K. Anderson),,61-51,,
10:48.0,Turnover by J. Ingles (offensive foul),,61-51,,
10:27.0,,,61-51,,L. Aldridge misses 2-pt shot from 9 ft
10:25.0,Defensive rebound by R. Gobert,,61-51,,
10:17.0,Turnover by R. Rubio (bad pass; steal by L. Aldridge),,61-51,,
10:05.0,,,61-51,,L. Aldridge misses 2-pt shot at rim
10:02.0,,,61-51,,Offensive rebound by K. Anderson
10:01.0,,,61-53,2,K. Anderson makes 2-pt shot at rim
9:55.0,Utah full timeout,,61-53,,
9:55.0,R. O'Neale enters the game for A. Burks,,61-53,,
9:48.0,Shooting foul by D. Murray (drawn by R. Rubio),,61-53,,
9:48.0,R. Rubio makes free throw 1 of 2,1,62-53,,
9:48.0,R. Rubio makes free throw 2 of 2,1,63-53,,
9:40.0,,,63-55,2,K. Anderson makes 2-pt shot at rim (assist by D. Bertans)
9:19.0,D. Favors makes 2-pt shot at rim (assist by R. Rubio),2,65-55,,
9:00.0,,,65-55,,D. Murray misses 2-pt shot from 8 ft
8:59.0,Defensive rebound by R. Gobert,,65-55,,
8:52.0,R. O'Neale makes 3-pt shot from 25 ft (assist by R. Rubio),3,68-55,,
8:34.0,,,68-55,,D. Bertans misses 2-pt shot from 15 ft
8:32.0,Defensive rebound by D. Favors,,68-55,,
8:24.0,J. Ingles misses 3-pt shot from 22 ft,,68-55,,
8:21.0,,,68-55,,Defensive rebound by D. Green
8:19.0,Personal block foul by R. Rubio (drawn by D. Green),,68-55,,
8:14.0,,,68-58,3,D. Bertans makes 3-pt shot from 26 ft (assist by D. Murray)
7:46.0,D. Favors makes 2-pt shot at rim (assist by R. O'Neale),2,70-58,,
7:32.0,,,70-58,,L. Aldridge misses 2-pt shot from 20 ft
7:28.0,Defensive rebound by R. O'Neale,,70-58,,
7:25.0,Turnover by R. O'Neale (lost ball; steal by D. Green),,70-58,,
7:21.0,,,70-58,,D. Green misses 3-pt shot from 25 ft
7:18.0,,,70-58,,Offensive rebound by D. Murray
7:17.0,,,70-58,,D. Murray misses 2-pt shot from 10 ft
7:17.0,Defensive rebound by R. Gobert,,70-58,,
6:57.0,R. Gobert misses 2-pt shot from 10 ft,,70-58,,
6:57.0,,,70-58,,Defensive rebound by Team
6:57.0,Loose ball foul by R. Gobert (drawn by L. Aldridge),,70-58,,
6:57.0,,,70-58,,M. Ginobili enters the game for K. Anderson
6:57.0,,,70-58,,T. Parker enters the game for D. Murray
6:57.0,R. Neto enters the game for R. Rubio,,70-58,,
6:57.0,J. Jerebko enters the game for D. Favors,,70-58,,
6:40.0,,,70-60,2,L. Aldridge makes 2-pt shot from 13 ft
6:23.0,Turnover by J. Ingles (bad pass; steal by L. Aldridge),,70-60,,
6:17.0,,,70-63,3,D. Green makes 3-pt shot from 24 ft (assist by M. Ginobili)
5:57.0,,,70-63,,Personal foul by D. Green (drawn by R. Gobert)
5:57.0,E. Udoh enters the game for J. Ingles,,70-63,,
5:57.0,R. Hood enters the game for R. Gobert,,70-63,,
5:48.0,Turnover by R. O'Neale (bad pass; steal by M. Ginobili),,70-63,,
5:32.0,,,70-63,,D. Bertans misses 3-pt shot from 25 ft
5:32.0,,,70-63,,Offensive rebound by L. Aldridge
5:29.0,,,70-63,,Shooting foul by J. Jerebko (drawn by L. Aldridge)
5:29.0,,,70-63,,L. Aldridge misses free throw 1 of 2
5:29.0,,,70-63,,Offensive rebound by Team
5:29.0,,,70-64,1,L. Aldridge makes free throw 2 of 2
5:16.0,Turnover by R. Neto (bad pass; steal by T. Parker),,70-64,,
5:09.0,,,70-64,,Turnover by T. Parker (bad pass; steal by J. Jerebko)
5:07.0,Shooting foul by T. Parker (drawn by R. Neto),,70-64,,
5:07.0,R. Neto makes free throw 1 of 2,1,71-64,,
5:07.0,,,71-64,,K. Anderson enters the game for D. Green
5:07.0,,,71-64,,P. Mills enters the game for D. Bertans
5:07.0,R. Neto makes free throw 2 of 2,1,72-64,,
4:53.0,,,72-64,,T. Parker misses 3-pt shot from 23 ft
4:48.0,Defensive rebound by R. O'Neale,,72-64,,
4:38.0,R. Neto makes 2-pt shot at rim (assist by R. O'Neale),2,74-64,,
4:38.0,,,74-64,,San Antonio full timeout
4:25.0,,,74-66,2,T. Parker makes 2-pt shot from 14 ft
4:16.0,,,74-66,,Violation by M. Ginobili (kicked ball)
4:10.0,R. O'Neale misses 2-pt shot from 16 ft,,74-66,,
4:08.0,Offensive rebound by Team,,74-66,,
4:08.0,,,74-66,,Loose ball foul by T. Parker (drawn by E. Udoh)
4:08.0,E. Udoh makes free throw 1 of 2,1,75-66,,
4:08.0,E. Udoh makes free throw 2 of 2,1,76-66,,
3:45.0,,,76-66,,K. Anderson misses 2-pt shot from 11 ft
3:45.0,Defensive rebound by Team,,76-66,,
3:45.0,,,76-66,,Loose ball foul by M. Ginobili (drawn by R. O'Neale)
3:45.0,R. O'Neale makes free throw 1 of 2,1,77-66,,
3:45.0,R. O'Neale makes free throw 2 of 2,1,78-66,,
3:32.0,,,78-66,,Turnover by K. Anderson (traveling)
3:16.0,R. Neto misses 3-pt shot from 25 ft,,78-66,,
3:13.0,,,78-66,,Defensive rebound by L. Aldridge
3:02.0,,,78-68,2,M. Ginobili makes 2-pt shot from 17 ft (assist by T. Parker)
2:43.0,R. Hood makes 3-pt shot from 23 ft (assist by R. Neto),3,81-68,,
2:24.0,,,81-68,,Shooting foul by E. Udoh (drawn by L. Aldridge)
2:24.0,,,81-69,1,L. Aldridge makes free throw 1 of 2
2:24.0,,,81-69,,D. Green enters the game for K. Anderson
2:24.0,,,81-70,1,L. Aldridge makes free throw 2 of 2
2:07.0,R. Hood misses 3-pt shot from 25 ft,,81-70,,
2:03.0,,,81-70,,Defensive rebound by M. Ginobili
1:52.0,,,81-72,2,L. Aldridge makes 2-pt shot from 9 ft
1:45.0,Utah full timeout,,81-72,,
1:45.0,,,81-72,,P. Gasol enters the game for L. Aldridge
1:45.0,A. Burks enters the game for J. Jerebko,,81-72,,
1:45.0,D. Favors enters the game for E. Udoh,,81-72,,
1:34.0,Turnover by R. Neto (out of bounds lost ball),,81-72,,
1:24.0,,,81-75,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili)
1:05.0,A. Burks makes 2-pt shot from 18 ft,2,83-75,,
0:44.0,,,83-75,,D. Green misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by A. Burks,,83-75,,
0:33.0,D. Favors makes 2-pt shot from 1 ft (assist by R. O'Neale),2,85-75,,
0:26.0,,,85-75,,T. Parker misses 2-pt shot from 19 ft
0:23.0,Defensive rebound by R. O'Neale,,85-75,,
0:07.0,Shooting foul by M. Ginobili (drawn by R. Neto),,85-75,,
0:07.0,R. Neto makes free throw 1 of 2,1,86-75,,
0:07.0,R. Neto makes free throw 2 of 2,1,87-75,,
0:01.0,,,87-78,3,D. Green makes 3-pt shot from 24 ft (assist by T. Parker)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,87-78,,D. Green misses 2-pt shot from 8 ft
11:40.0,,,87-78,,Offensive rebound by P. Gasol
11:40.0,,,87-78,,P. Gasol misses 2-pt shot at rim
11:38.0,Defensive rebound by A. Burks,,87-78,,
11:33.0,Turnover by R. O'Neale (traveling),,87-78,,
11:18.0,,,87-80,2,T. Parker makes 2-pt shot from 1 ft
11:02.0,,,87-80,,Personal foul by D. Green (drawn by D. Favors)
11:02.0,,,87-80,,D. Murray enters the game for T. Parker
11:02.0,,,87-80,,B. Forbes enters the game for M. Ginobili
11:02.0,R. Gobert enters the game for D. Favors,,87-80,,
11:02.0,J. Ingles enters the game for R. O'Neale,,87-80,,
10:50.0,R. Hood makes 2-pt shot from 7 ft,2,89-80,,
10:37.0,,,89-80,,P. Gasol misses 2-pt shot from 13 ft
10:37.0,,,89-80,,Offensive rebound by D. Murray
10:32.0,,,89-80,,D. Murray misses 2-pt shot at rim
10:30.0,Defensive rebound by A. Burks,,89-80,,
10:26.0,A. Burks misses 2-pt shot from 1 ft (block by D. Green),,89-80,,
10:26.0,,,89-80,,Defensive rebound by P. Gasol
10:25.0,Personal foul by A. Burks (drawn by P. Gasol),,89-80,,
10:09.0,,,89-83,3,D. Green makes 3-pt shot from 22 ft (assist by P. Mills)
9:53.0,A. Burks makes 3-pt shot from 22 ft (assist by R. Rubio),3,92-83,,
9:33.0,,,92-85,2,P. Mills makes 2-pt shot from 17 ft
9:06.0,R. Rubio makes 2-pt shot from 1 ft,2,94-85,,
8:54.0,,,94-88,3,P. Mills makes 3-pt shot from 25 ft
8:34.0,R. Gobert misses 2-pt shot from 1 ft,,94-88,,
8:34.0,,,94-88,,Defensive rebound by P. Gasol
8:22.0,Personal foul by A. Burks (drawn by P. Mills),,94-88,,
8:22.0,R. O'Neale enters the game for A. Burks,,94-88,,
8:13.0,,,94-90,2,B. Forbes makes 2-pt shot from 9 ft (assist by P. Mills)
7:58.0,R. Rubio misses 2-pt shot from 5 ft (block by D. Green),,94-90,,
7:58.0,Offensive rebound by R. Hood,,94-90,,
7:53.0,R. Rubio misses 3-pt shot from 23 ft,,94-90,,
7:53.0,,,94-90,,Defensive rebound by B. Forbes
7:29.0,,,94-93,3,P. Mills makes 3-pt shot from 25 ft (assist by P. Gasol)
7:28.0,Utah full timeout,,94-93,,
7:12.0,R. Rubio makes 3-pt shot from 26 ft (assist by R. O'Neale),3,97-93,,
6:59.0,,,97-93,,P. Gasol misses 2-pt shot from 1 ft
6:59.0,,,97-93,,Offensive rebound by P. Gasol
6:59.0,,,97-93,,Shooting foul by R. Gobert (drawn by P. Gasol)
6:59.0,,,97-94,1,P. Gasol makes free throw 1 of 2
6:59.0,R. Neto enters the game for R. Hood,,97-94,,
6:59.0,,,97-95,1,P. Gasol makes free throw 2 of 2
6:43.0,R. O'Neale makes 3-pt shot from 23 ft (assist by R. Neto),3,100-95,,
6:28.0,,,100-95,,P. Mills misses 3-pt shot from 25 ft
6:24.0,Defensive rebound by R. O'Neale,,100-95,,
6:16.0,J. Ingles misses 3-pt shot from 25 ft,,100-95,,
6:16.0,,,100-95,,Defensive rebound by P. Gasol
6:05.0,,,100-97,2,D. Murray makes 2-pt shot at rim
5:48.0,R. O'Neale makes 3-pt shot from 24 ft (assist by R. Rubio),3,103-97,,
5:44.0,,,103-97,,San Antonio full timeout
5:44.0,,,103-97,,L. Aldridge enters the game for P. Mills
5:44.0,,,103-97,,M. Ginobili enters the game for P. Gasol
5:44.0,D. Favors enters the game for R. Gobert,,103-97,,
5:31.0,,,103-97,,D. Green misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by D. Favors,,103-97,,
5:19.0,J. Ingles makes 3-pt shot from 23 ft (assist by D. Favors),3,106-97,,
5:08.0,,,106-99,2,M. Ginobili makes 2-pt shot from 5 ft
5:08.0,,,106-99,,Shooting foul by J. Ingles (drawn by M. Ginobili)
5:08.0,,,106-99,,T. Parker enters the game for D. Murray
5:08.0,,,106-99,,M. Ginobili misses free throw 1 of 1
5:05.0,Defensive rebound by D. Favors,,106-99,,
4:56.0,R. Rubio misses 2-pt shot from 18 ft,,106-99,,
4:52.0,,,106-99,,Defensive rebound by D. Green
4:35.0,,,106-99,,B. Forbes misses 2-pt shot from 6 ft
4:33.0,Defensive rebound by R. Rubio,,106-99,,
4:21.0,,,106-99,,P. Mills enters the game for B. Forbes
4:16.0,,,106-99,,Personal foul by T. Parker (drawn by R. Rubio)
4:07.0,Shooting foul by L. Aldridge (drawn by J. Ingles),,106-99,,
4:07.0,J. Ingles makes free throw 1 of 2,1,107-99,,
4:07.0,J. Ingles makes free throw 2 of 2,1,108-99,,
3:53.0,,,108-101,2,T. Parker makes 2-pt shot from 10 ft
3:35.0,D. Favors misses 2-pt shot from 3 ft (block by L. Aldridge),,108-101,,
3:34.0,,,108-101,,Defensive rebound by T. Parker
3:26.0,,,108-101,,D. Green misses 3-pt shot from 26 ft
3:26.0,,,108-101,,Offensive rebound by Team
3:22.0,,,108-101,,Shooting foul by J. Ingles (drawn by L. Aldridge)
3:22.0,,,108-102,1,L. Aldridge makes free throw 1 of 2
3:22.0,,,108-103,1,L. Aldridge makes free throw 2 of 2
3:08.0,D. Favors makes 2-pt shot at rim (assist by R. Rubio),2,110-103,,
3:08.0,Shooting foul by T. Parker (drawn by D. Favors),,110-103,,
3:08.0,,,110-103,,B. Forbes enters the game for T. Parker
3:08.0,D. Favors misses free throw 1 of 1,,110-103,,
