time,New Orleans,pts.away,score,pts.home,Portland
7:27.0,,,81-87,,Personal foul by C. McCollum (drawn by J. Holiday)
7:21.0,Turnover by D. Cousins (traveling),,81-87,,
7:12.0,J. Nelson enters the game for E. Moore,,81-87,,
7:07.0,,,81-87,,C. McCollum misses 2-pt shot from 15 ft
7:04.0,,,81-87,,Offensive rebound by C. Swanigan
7:02.0,,,81-89,2,D. Lillard makes 2-pt shot from 1 ft (assist by C. Swanigan)
6:45.0,I. Clark misses 2-pt shot from 9 ft,,81-89,,
6:41.0,,,81-89,,Defensive rebound by C. Swanigan
6:37.0,,,81-89,,P. Connaughton misses 3-pt shot from 24 ft
6:35.0,Defensive rebound by D. Cunningham,,81-89,,
6:33.0,,,81-89,,Personal foul by C. Swanigan (drawn by D. Cousins)
6:33.0,D. Cousins misses free throw 1 of 2,,81-89,,
6:33.0,Offensive rebound by Team,,81-89,,
6:33.0,D. Cousins misses free throw 2 of 2,,81-89,,
6:31.0,,,81-89,,Defensive rebound by P. Connaughton
6:20.0,,,81-92,3,D. Lillard makes 3-pt shot from 24 ft (assist by C. Swanigan)
6:19.0,New Orleans full timeout,,81-92,,
6:19.0,,,81-92,,E. Turner enters the game for P. Connaughton
6:10.0,Shooting foul by C. McCollum (drawn by I. Clark),,81-92,,
6:10.0,I. Clark makes free throw 1 of 3,1,82-92,,
6:10.0,I. Clark makes free throw 2 of 3,1,83-92,,
6:10.0,I. Clark misses free throw 3 of 3,,83-92,,
6:08.0,,,83-92,,Defensive rebound by E. Turner
5:56.0,,,83-92,,D. Lillard misses 2-pt shot from 23 ft
5:54.0,Defensive rebound by I. Clark,,83-92,,
5:48.0,Shooting foul by C. Swanigan (drawn by D. Cousins),,83-92,,
5:48.0,D. Cousins misses free throw 1 of 2,,83-92,,
5:48.0,Offensive rebound by Team,,83-92,,
5:48.0,D. Cousins makes free throw 2 of 2,1,84-92,,
5:31.0,,,84-92,,Turnover by C. Swanigan (traveling)
5:19.0,D. Cousins makes 2-pt shot from 1 ft (assist by J. Holiday),2,86-92,,
5:02.0,,,86-92,,D. Lillard misses 2-pt shot from 14 ft
4:59.0,Defensive rebound by D. Cunningham,,86-92,,
4:49.0,J. Holiday makes 3-pt shot from 24 ft,3,89-92,,
4:42.0,,,89-92,,Portland full timeout
4:42.0,,,89-92,,J. Nurkic enters the game for E. Davis
4:42.0,,,89-92,,A. Aminu enters the game for C. Swanigan
4:27.0,,,89-92,,E. Turner misses 3-pt shot from 22 ft
4:23.0,Defensive rebound by J. Nelson,,89-92,,
4:06.0,D. Cousins makes 2-pt shot from 3 ft,2,91-92,,
3:42.0,,,91-92,,Shooting foul by D. Cunningham (drawn by J. Nurkic)
3:42.0,,,91-93,1,J. Nurkic makes free throw 1 of 2
3:42.0,,,91-94,1,J. Nurkic makes free throw 2 of 2
3:29.0,D. Cousins misses 3-pt shot from 24 ft,,91-94,,
3:27.0,Offensive rebound by Team,,91-94,,
3:23.0,,,91-94,,Personal foul by C. McCollum (drawn by J. Nelson)
3:23.0,J. Nelson makes free throw 1 of 2,1,92-94,,
3:23.0,J. Nelson makes free throw 2 of 2,1,93-94,,
3:07.0,,,93-94,,C. McCollum misses 2-pt shot from 9 ft
3:04.0,Defensive rebound by J. Holiday,,93-94,,
2:58.0,J. Holiday misses 3-pt shot from 24 ft,,93-94,,
2:57.0,,,93-94,,Defensive rebound by Team
2:43.0,,,93-94,,C. McCollum misses 3-pt shot from 27 ft
2:41.0,Defensive rebound by Team,,93-94,,
2:26.0,J. Holiday misses 2-pt shot from 5 ft (block by A. Aminu),,93-94,,
2:24.0,,,93-94,,Defensive rebound by D. Lillard
2:23.0,,,93-94,,Turnover by D. Lillard (out of bounds lost ball)
2:06.0,J. Nelson misses 2-pt shot from 1 ft,,93-94,,
2:05.0,D. Cunningham misses 2-pt shot at rim,,93-94,,
2:05.0,,,93-94,,Defensive rebound by E. Turner
2:01.0,Personal foul by D. Cousins (drawn by J. Nurkic),,93-94,,
2:01.0,,,93-95,1,J. Nurkic makes free throw 1 of 2
2:01.0,,,93-96,1,J. Nurkic makes free throw 2 of 2
2:00.0,Defensive rebound by D. Cunningham,,93-96,,
1:38.0,J. Holiday misses 3-pt shot from 24 ft,,93-96,,
1:38.0,,,93-96,,Defensive rebound by J. Nurkic
1:25.0,,,93-96,,Shooting foul by I. Clark (drawn by D. Lillard)
1:25.0,,,93-97,1,D. Lillard makes free throw 1 of 3
1:25.0,,,93-98,1,D. Lillard makes free throw 2 of 3
1:25.0,,,93-99,1,D. Lillard makes free throw 3 of 3
1:25.0,New Orleans full timeout,,93-99,,
1:11.0,D. Cousins misses 2-pt shot from 5 ft,,93-99,,
1:09.0,,,93-99,,Defensive rebound by A. Aminu
0:57.0,,,93-99,,Shooting foul by D. Cousins (drawn by D. Lillard)
0:57.0,,,93-99,,D. Lillard misses free throw 1 of 2
0:57.0,,,93-99,,Offensive rebound by Team
0:57.0,,,93-99,,D. Lillard misses free throw 2 of 2
0:55.0,Defensive rebound by J. Holiday,,93-99,,
0:51.0,Turnover by J. Nelson (bad pass),,93-99,,
0:31.0,,,93-101,2,C. McCollum makes 2-pt shot from 12 ft
0:24.0,J. Holiday misses 2-pt shot from 1 ft,,93-101,,
0:23.0,,,93-101,,Defensive rebound by A. Aminu
0:18.0,Personal take foul by J. Holiday (drawn by C. McCollum),,93-101,,
0:18.0,,,93-102,1,C. McCollum makes free throw 1 of 2
0:18.0,C. Diallo enters the game for D. Cousins,,93-102,,
0:18.0,,,93-103,1,C. McCollum makes free throw 2 of 2
