time,Sacramento,pts.away,score,pts.home,Oklahoma City
3:06.0,,,92-100,,R. Westbrook misses 2-pt shot at rim (block by W. Cauley-Stein)
3:06.0,Defensive rebound by D. Fox,,92-100,,
2:53.0,Turnover by D. Fox (bad pass; steal by C. Brewer),,92-100,,
2:48.0,,,92-102,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:48.0,Sacramento full timeout,,92-102,,
2:35.0,Turnover by D. Fox (bad pass),,92-102,,
2:17.0,,,92-102,,Turnover by C. Anthony (bad pass; steal by G. Temple)
2:12.0,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Fox),2,94-102,,
1:49.0,,,94-102,,P. George misses 2-pt shot from 10 ft (block by G. Temple)
1:49.0,,,94-102,,Offensive rebound by Team
1:46.0,,,94-102,,R. Westbrook misses 2-pt shot from 16 ft
1:43.0,Defensive rebound by W. Cauley-Stein,,94-102,,
1:29.0,Shooting foul by P. George (drawn by D. Fox),,94-102,,
1:29.0,D. Fox makes free throw 1 of 2,1,95-102,,
1:29.0,D. Fox makes free throw 2 of 2,1,96-102,,
1:07.0,,,96-104,2,R. Westbrook makes 2-pt shot from 1 ft
1:01.0,G. Temple makes 3-pt shot from 25 ft (assist by D. Fox),3,99-104,,
0:35.0,,,99-104,,J. Grant misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by B. Bogdanovic,,99-104,,
0:23.0,,,99-104,,Personal foul by C. Anthony (drawn by B. Bogdanovic)
0:23.0,B. Bogdanovic makes free throw 1 of 2,1,100-104,,
0:23.0,B. Bogdanovic makes free throw 2 of 2,1,101-104,,
0:23.0,Personal take foul by W. Cauley-Stein (drawn by R. Westbrook),,101-104,,
0:17.0,Personal foul by G. Temple (drawn by C. Brewer),,101-104,,
0:17.0,,,101-105,1,C. Brewer makes free throw 1 of 2
0:17.0,,,101-106,1,C. Brewer makes free throw 2 of 2
0:11.0,D. Fox misses 2-pt shot from 17 ft,,101-106,,
0:08.0,,,101-106,,Defensive rebound by P. George
