time,LA Clippers,pts.away,score,pts.home,Houston
2:42.0,,,90-98,,P. Tucker enters the game for L. Mbah a Moute
2:25.0,A. Rivers misses 2-pt shot from 4 ft,,90-98,,
2:25.0,Offensive rebound by Team,,90-98,,
2:25.0,,,90-98,,Loose ball foul by C. Paul (drawn by D. Jordan)
2:06.0,A. Rivers makes 2-pt shot from 3 ft (assist by T. Harris),2,92-98,,
1:38.0,,,92-98,,C. Paul misses 3-pt shot from 22 ft
1:36.0,,,92-98,,Offensive rebound by P. Tucker
1:34.0,,,92-98,,Turnover by P. Tucker (bad pass; steal by S. Thornwell)
1:33.0,S. Thornwell makes 2-pt shot from 2 ft,2,94-98,,
1:13.0,,,94-98,,T. Ariza misses 2-pt shot from 2 ft
1:07.0,,,94-98,,Offensive rebound by C. Capela
1:07.0,,,94-98,,C. Capela misses 2-pt shot at rim
1:06.0,,,94-98,,Offensive rebound by P. Tucker
1:03.0,,,94-98,,P. Tucker misses 2-pt shot from 13 ft
1:00.0,Defensive rebound by L. Williams,,94-98,,
0:52.0,A. Rivers makes 2-pt shot from 1 ft,2,96-98,,
0:29.0,,,96-100,2,J. Harden makes 2-pt shot from 19 ft
0:29.0,LA Clippers full timeout,,96-100,,
0:23.0,,,96-100,,Personal foul by P. Tucker (drawn by T. Harris)
0:23.0,M. Teodosic enters the game for S. Thornwell,,96-100,,
0:08.0,A. Rivers misses 3-pt shot from 26 ft,,96-100,,
0:07.0,,,96-100,,Defensive rebound by T. Ariza
0:07.0,Personal take foul by L. Williams (drawn by C. Paul),,96-100,,
0:06.0,Personal take foul by L. Williams (drawn by J. Harden),,96-100,,
0:06.0,,,96-101,1,J. Harden makes free throw 1 of 2
0:06.0,,,96-101,,J. Harden misses free throw 2 of 2
0:05.0,Defensive rebound by D. Jordan,,96-101,,
0:00.0,L. Williams misses 2-pt shot from 13 ft,,96-101,,
0:00.0,Offensive rebound by Team,,96-101,,
