time,Washington,pts.away,score,pts.home,Boston
2:12.0,,,104-99,2,K. Irving makes 2-pt shot at rim
1:57.0,J. Wall makes 2-pt shot from 1 ft,2,106-99,,
1:42.0,,,106-99,,J. Brown misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by J. Wall,,106-99,,
1:25.0,J. Wall misses 3-pt shot from 26 ft,,106-99,,
1:21.0,Offensive rebound by K. Oubre,,106-99,,
1:21.0,M. Morris makes 2-pt shot from 1 ft (assist by K. Oubre),2,108-99,,
1:12.0,,,108-99,,Shooting foul by O. Porter (drawn by J. Tatum)
1:12.0,,,108-100,1,J. Tatum makes free throw 1 of 2
1:12.0,,,108-100,,T. Rozier enters the game for J. Brown
1:12.0,,,108-100,,J. Tatum misses free throw 2 of 2
1:09.0,,,108-100,,Offensive rebound by A. Horford
1:03.0,,,108-103,3,T. Rozier makes 3-pt shot from 26 ft (assist by A. Horford)
1:02.0,Washington full timeout,,108-103,,
0:42.0,B. Beal misses 2-pt shot from 13 ft,,108-103,,
0:37.0,Offensive rebound by O. Porter,,108-103,,
0:27.0,,,108-103,,Personal foul by T. Rozier (drawn by J. Wall)
0:27.0,J. Wall makes free throw 1 of 2,1,109-103,,
0:27.0,J. Wall makes free throw 2 of 2,1,110-103,,
0:27.0,,,110-103,,Boston full timeout
0:27.0,,,110-103,,Turnover by Team (turnover)
0:25.0,,,110-103,,Personal take foul by M. Smart (drawn by B. Beal)
0:25.0,B. Beal makes free throw 1 of 2,1,111-103,,
0:25.0,B. Beal misses free throw 2 of 2,,111-103,,
0:22.0,Offensive rebound by B. Beal,,111-103,,
0:01.0,Turnover by Team (shot clock),,111-103,,
