time,Toronto,pts.away,score,pts.home,Cleveland
0:30.0,,,98-101,,L. James misses free throw 1 of 2
0:30.0,,,98-101,,Offensive rebound by Team
0:30.0,,,98-101,,J. Green enters the game for K. Love
0:30.0,,,98-102,1,L. James makes free throw 2 of 2
0:19.0,K. Lowry makes 2-pt shot at rim,2,100-102,,
0:15.0,Personal foul by S. Ibaka (drawn by J. Green),,100-102,,
0:15.0,J. Valanciunas enters the game for S. Ibaka,,100-102,,
0:15.0,,,100-103,1,J. Green makes free throw 1 of 2
0:15.0,,,100-103,,J. Green misses free throw 2 of 2
0:13.0,Defensive rebound by J. Valanciunas,,100-103,,
0:08.0,O. Anunoby makes 3-pt shot from 25 ft (assist by C. Miles),3,103-103,,
0:08.0,,,103-103,,Cleveland full timeout
0:08.0,,,103-103,,K. Love enters the game for J. Green
0:08.0,P. Siakam enters the game for J. Valanciunas,,103-103,,
0:00.0,,,103-105,2,L. James makes 2-pt shot from 9 ft
