time,Orlando,pts.away,score,pts.home,Brooklyn
9:06.0,Turnover by B. Biyombo (offensive foul),,97-96,,
8:55.0,,,97-99,3,Q. Acy makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
8:35.0,B. Biyombo makes 2-pt shot from 1 ft (assist by D. Augustin),2,99-99,,
8:35.0,Shooting foul by S. Dinwiddie (drawn by B. Biyombo),,99-99,,
8:35.0,B. Biyombo makes free throw 1 of 1,1,100-99,,
8:23.0,,,100-102,3,S. Dinwiddie makes 3-pt shot from 25 ft
8:09.0,Turnover by D. Augustin (bad pass; steal by C. LeVert),,100-102,,
7:58.0,,,100-102,,Shooting foul by J. Simmons (drawn by J. Allen)
7:58.0,,,100-103,1,J. Allen makes free throw 1 of 2
7:58.0,J. Isaac enters the game for A. Afflalo,,100-103,,
7:58.0,N. Vucevic enters the game for M. Hezonja,,100-103,,
7:58.0,T. Ross enters the game for B. Biyombo,,100-103,,
7:58.0,,,100-104,1,J. Allen makes free throw 2 of 2
7:43.0,N. Vucevic makes 2-pt shot from 6 ft,2,102-104,,
7:28.0,,,102-106,2,J. Allen makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
7:13.0,T. Ross misses 2-pt shot from 13 ft,,102-106,,
7:10.0,Offensive rebound by D. Augustin,,102-106,,
7:02.0,Orlando full timeout,,102-106,,
7:02.0,E. Fournier enters the game for J. Simmons,,102-106,,
7:01.0,J. Isaac makes 2-pt shot at rim (assist by T. Ross),2,104-106,,
6:50.0,,,104-106,,J. Harris misses 3-pt shot from 24 ft
6:47.0,Defensive rebound by E. Fournier,,104-106,,
6:45.0,T. Ross makes 2-pt shot at rim (assist by E. Fournier),2,106-106,,
6:30.0,,,106-106,,Turnover by Q. Acy (lost ball; steal by J. Isaac)
6:27.0,Turnover by J. Isaac (lost ball; steal by J. Allen),,106-106,,
6:09.0,,,106-108,2,J. Harris makes 2-pt shot from 1 ft (assist by C. LeVert)
5:50.0,E. Fournier misses 2-pt shot from 20 ft,,106-108,,
5:47.0,,,106-108,,Defensive rebound by Q. Acy
5:34.0,,,106-110,2,J. Harris makes 2-pt shot from 15 ft (assist by S. Dinwiddie)
5:07.0,J. Isaac misses 2-pt shot from 18 ft,,106-110,,
5:04.0,,,106-110,,Defensive rebound by J. Allen
4:52.0,Personal foul by E. Fournier (drawn by S. Dinwiddie),,106-110,,
4:52.0,,,106-110,,D. Russell enters the game for S. Dinwiddie
4:52.0,,,106-110,,R. Hollis-Jefferson enters the game for J. Harris
4:52.0,,,106-110,,A. Crabbe enters the game for Q. Acy
4:52.0,,,106-110,,D. Carroll enters the game for C. LeVert
4:52.0,S. Mack enters the game for D. Augustin,,106-110,,
4:50.0,,,106-110,,Turnover by D. Russell (traveling)
4:42.0,,,106-110,,Personal foul by J. Allen (drawn by N. Vucevic)
4:32.0,N. Vucevic makes 2-pt shot from 12 ft (assist by J. Isaac),2,108-110,,
4:08.0,,,108-113,3,D. Carroll makes 3-pt shot from 24 ft
3:53.0,Turnover by S. Mack (bad pass; steal by D. Carroll),,108-113,,
3:40.0,,,108-113,,Turnover by A. Crabbe (bad pass; steal by E. Fournier)
3:35.0,E. Fournier misses 2-pt shot from 1 ft,,108-113,,
3:29.0,Offensive rebound by T. Ross,,108-113,,
3:29.0,T. Ross misses 2-pt shot at rim,,108-113,,
3:28.0,,,108-113,,Defensive rebound by R. Hollis-Jefferson
3:14.0,,,108-113,,D. Russell misses 2-pt shot from 16 ft
3:14.0,,,108-113,,Offensive rebound by Team
3:14.0,Loose ball foul by S. Mack (drawn by J. Allen),,108-113,,
3:14.0,,,108-113,,T. Booker enters the game for J. Allen
3:14.0,D. Augustin enters the game for S. Mack,,108-113,,
3:14.0,,,108-113,,Brooklyn full timeout
3:06.0,,,108-115,2,D. Russell makes 2-pt shot at rim
2:45.0,N. Vucevic makes 2-pt shot from 12 ft,2,110-115,,
2:24.0,,,110-117,2,D. Russell makes 2-pt shot from 1 ft
2:10.0,N. Vucevic makes 3-pt shot from 24 ft (assist by D. Augustin),3,113-117,,
2:00.0,,,113-117,,D. Russell misses 3-pt shot from 24 ft
1:59.0,Defensive rebound by T. Ross,,113-117,,
1:59.0,,,113-117,,Personal foul by T. Booker (drawn by T. Ross)
1:44.0,E. Fournier makes 3-pt shot from 25 ft (assist by T. Ross),3,116-117,,
1:23.0,,,116-119,2,D. Russell makes 2-pt shot from 18 ft
1:23.0,,,116-119,,Shooting foul by D. Augustin (drawn by D. Russell)
1:23.0,,,116-119,,D. Russell misses free throw 1 of 1
1:20.0,Defensive rebound by N. Vucevic,,116-119,,
1:02.0,N. Vucevic misses 2-pt shot from 6 ft,,116-119,,
1:01.0,,,116-119,,Defensive rebound by T. Booker
1:01.0,Personal foul by N. Vucevic (drawn by T. Booker),,116-119,,
1:01.0,,,116-120,1,T. Booker makes free throw 1 of 2
1:01.0,,,116-121,1,T. Booker makes free throw 2 of 2
1:01.0,Orlando full timeout,,116-121,,
0:43.0,Turnover by N. Vucevic (lost ball; steal by R. Hollis-Jefferson),,116-121,,
0:25.0,,,116-121,,Turnover by D. Russell (lost ball; steal by D. Augustin)
0:25.0,,,116-121,,Loose ball foul by D. Russell (drawn by D. Augustin)
0:25.0,D. Augustin makes free throw 2 of 2,1,117-121,,
0:25.0,D. Augustin makes free throw 1 of 2,1,118-121,,
0:24.0,Personal take foul by D. Augustin (drawn by T. Booker),,118-121,,
0:24.0,,,118-121,,T. Booker misses free throw 1 of 2
0:24.0,,,118-121,,Offensive rebound by Team
0:24.0,,,118-121,,C. LeVert enters the game for D. Russell
0:24.0,,,118-122,1,T. Booker makes free throw 2 of 2
0:14.0,T. Ross makes 3-pt shot from 25 ft,3,121-122,,
0:13.0,Personal take foul by N. Vucevic (drawn by A. Crabbe),,121-122,,
0:13.0,,,121-123,1,A. Crabbe makes free throw 1 of 2
0:13.0,,,121-124,1,A. Crabbe makes free throw 2 of 2
0:13.0,Orlando full timeout,,121-124,,
0:13.0,,,121-124,,S. Dinwiddie enters the game for A. Crabbe
0:03.0,E. Fournier misses 3-pt shot from 22 ft,,121-124,,
0:00.0,,,121-124,,Defensive rebound by T. Booker
0:00.0,Personal take foul by D. Augustin (drawn by T. Booker),,121-124,,
0:00.0,,,121-125,1,T. Booker makes free throw 1 of 2
0:00.0,,,121-126,1,T. Booker makes free throw 2 of 2
