time,Golden State,pts.away,score,pts.home,New Orleans
7:11.0,Jump ball: D. Cousins vs. S. Livingston (K. Durant gains possession),,,,Jump ball: D. Cousins vs. S. Livingston (K. Durant gains possession)
7:11.0,,,103-81,,Turnover by D. Cousins (turnover; steal by S. Livingston)
6:59.0,S. Livingston makes 2-pt shot from 11 ft,2,105-81,,
6:39.0,,,105-81,,J. Holiday misses 2-pt shot from 4 ft
6:39.0,Defensive rebound by S. Livingston,,105-81,,
6:32.0,S. Livingston misses 2-pt shot from 4 ft (block by J. Crawford),,105-81,,
6:32.0,Offensive rebound by S. Livingston,,105-81,,
6:32.0,K. Thompson misses 3-pt shot from 23 ft,,105-81,,
6:32.0,Offensive rebound by D. West,,105-81,,
6:32.0,D. West makes 2-pt shot at rim,2,107-81,,
6:14.0,,,107-83,2,J. Holiday makes 2-pt shot from 7 ft (assist by D. Cousins)
5:45.0,K. Thompson makes 2-pt shot from 16 ft,2,109-83,,
5:30.0,,,109-86,3,A. Davis makes 3-pt shot from 22 ft (assist by J. Crawford)
5:17.0,Turnover by S. Livingston (bad pass; steal by I. Clark),,109-86,,
5:13.0,,,109-88,2,J. Crawford makes 2-pt shot from 3 ft (assist by I. Clark)
5:12.0,Golden State full timeout,,109-88,,
5:12.0,D. Green enters the game for D. West,,109-88,,
5:12.0,Z. Pachulia enters the game for A. Iguodala,,109-88,,
5:12.0,S. Curry enters the game for S. Livingston,,109-88,,
4:59.0,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green),3,112-88,,
4:43.0,,,114-91,3,I. Clark makes 3-pt shot from 28 ft (assist by J. Crawford)
4:25.0,K. Durant misses 3-pt shot from 27 ft,,114-91,,
4:25.0,,,114-91,,Defensive rebound by D. Cousins
4:16.0,,,114-91,,A. Davis misses 2-pt shot from 2 ft
4:16.0,Defensive rebound by Z. Pachulia,,114-91,,
4:00.0,D. Green misses 3-pt shot from 25 ft,,114-91,,
4:00.0,,,114-91,,Defensive rebound by D. Cousins
3:48.0,,,114-91,,D. Cousins misses 2-pt shot from 5 ft
3:48.0,,,114-91,,Offensive rebound by D. Cousins
3:45.0,,,114-93,2,D. Cousins makes 2-pt shot from 4 ft
3:32.0,Turnover by D. Green (bad pass),,114-93,,
3:20.0,,,114-96,3,D. Cousins makes 3-pt shot from 26 ft (assist by J. Crawford)
3:00.0,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green),3,117-96,,
2:39.0,,,117-96,,D. Cousins misses 3-pt shot from 26 ft
2:39.0,Defensive rebound by D. Green,,117-96,,
2:33.0,Z. Pachulia misses 2-pt shot from 1 ft,,117-96,,
2:33.0,,,117-96,,Defensive rebound by D. Cousins
2:11.0,,,117-96,,J. Crawford misses 2-pt shot from 11 ft (block by K. Durant)
2:11.0,,,117-96,,Offensive rebound by J. Crawford
2:09.0,,,117-96,,Turnover by Team (shot clock)
1:57.0,K. Thompson misses 3-pt shot from 26 ft,,117-96,,
1:57.0,,,117-96,,Defensive rebound by A. Davis
1:55.0,,,117-96,,New Orleans full timeout
1:55.0,,,117-96,,E. Moore enters the game for J. Crawford
1:47.0,,,117-98,2,D. Cousins makes 2-pt shot from 3 ft
1:47.0,,,117-98,,Shooting foul by D. Green (drawn by D. Cousins)
1:47.0,,,117-99,1,D. Cousins makes free throw 1 of 1
1:24.0,K. Durant misses 3-pt shot from 25 ft,,117-99,,
1:24.0,Offensive rebound by Z. Pachulia,,117-99,,
1:10.0,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson),3,120-99,,
0:55.0,,,120-101,2,D. Cousins makes 2-pt shot from 3 ft (assist by I. Clark)
0:39.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Durant),2,122-101,,
0:27.0,,,122-103,2,D. Cousins makes 2-pt shot from 2 ft
0:21.0,,,122-103,,Personal foul by J. Holiday (drawn by K. Durant)
0:21.0,S. Livingston enters the game for Z. Pachulia,,122-103,,
0:18.0,,,122-103,,Personal foul by I. Clark (drawn by S. Curry)
0:18.0,S. Curry makes free throw 2 of 2,1,123-103,,
0:18.0,S. Curry makes free throw 1 of 2,1,124-103,,
0:18.0,,,124-103,,New Orleans full timeout
0:14.0,,,124-103,,D. Cousins misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by K. Durant,,124-103,,
