time,Oklahoma City,pts.away,score,pts.home,Sacramento
8:21.0,P. George makes free throw 1 of 2,1,13-6,,
8:21.0,P. George makes free throw 2 of 2,1,14-6,,
8:04.0,,,14-6,,G. Temple misses 3-pt shot from 25 ft
8:00.0,,,14-6,,Offensive rebound by Z. Randolph
7:58.0,,,14-6,,Z. Randolph misses 2-pt shot from 2 ft
7:58.0,,,14-6,,Offensive rebound by Z. Randolph
7:56.0,,,14-8,2,Z. Randolph makes 2-pt shot from 2 ft
7:36.0,C. Anthony makes 3-pt shot from 22 ft (assist by P. George),3,17-8,,
7:21.0,,,17-8,,Z. Randolph misses 3-pt shot from 24 ft
7:17.0,Defensive rebound by C. Anthony,,17-8,,
7:05.0,,,17-8,,Personal foul by B. Bogdanovic (drawn by S. Adams)
6:56.0,R. Westbrook makes 2-pt shot from 1 ft,2,19-8,,
6:40.0,,,19-8,,Turnover by B. Bogdanovic (traveling)
6:40.0,,,19-8,,Sacramento full timeout
6:24.0,J. Huestis makes 2-pt shot from 20 ft (assist by P. George),2,21-8,,
6:09.0,,,21-8,,B. Bogdanovic misses 2-pt shot from 18 ft
6:05.0,Defensive rebound by P. George,,21-8,,
6:01.0,S. Adams makes 2-pt shot from 2 ft (assist by P. George),2,23-8,,
5:41.0,,,23-8,,V. Carter enters the game for Z. Randolph
5:41.0,,,23-8,,B. Hield enters the game for B. Bogdanovic
5:41.0,A. Abrines enters the game for J. Huestis,,23-8,,
5:39.0,,,23-11,3,G. Temple makes 3-pt shot from 25 ft (assist by J. Jackson)
5:27.0,S. Adams misses 2-pt shot from 1 ft,,23-11,,
5:27.0,,,23-11,,Defensive rebound by B. Hield
5:15.0,Personal foul by S. Adams (drawn by W. Cauley-Stein),,23-11,,
5:03.0,,,23-11,,W. Cauley-Stein misses 2-pt shot from 2 ft
5:01.0,Defensive rebound by S. Adams,,23-11,,
4:58.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,26-11,,
4:39.0,,,26-11,,W. Cauley-Stein misses 2-pt shot from 5 ft (block by S. Adams)
4:39.0,,,26-11,,Offensive rebound by Team
4:33.0,,,26-13,2,W. Cauley-Stein makes 2-pt shot from 8 ft (assist by G. Temple)
4:24.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,29-13,,
4:11.0,,,29-13,,B. Hield misses 2-pt shot from 2 ft
4:09.0,Defensive rebound by R. Westbrook,,29-13,,
4:06.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,32-13,,
3:55.0,,,32-13,,Sacramento full timeout
3:55.0,,,32-13,,S. Labissiere enters the game for W. Cauley-Stein
3:55.0,,,32-13,,Z. Randolph enters the game for J. Jackson
3:55.0,J. Grant enters the game for R. Westbrook,,32-13,,
3:55.0,R. Felton enters the game for S. Adams,,32-13,,
3:49.0,,,32-13,,Turnover by G. Temple (bad pass; steal by P. George)
3:46.0,P. George makes 2-pt shot at rim,2,34-13,,
3:46.0,Shooting foul by G. Temple (drawn by P. George),,34-13,,
3:46.0,P. George makes free throw 1 of 1,1,35-13,,
3:28.0,,,35-13,,V. Carter misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by P. George,,35-13,,
3:15.0,C. Anthony misses 2-pt shot from 18 ft,,35-13,,
3:11.0,,,35-13,,Defensive rebound by Z. Randolph
3:01.0,,,35-13,,Shooting foul by J. Grant (drawn by S. Labissiere)
3:01.0,,,35-13,,S. Labissiere misses free throw 1 of 2
3:01.0,,,35-13,,Offensive rebound by Team
3:01.0,,,35-13,,F. Mason enters the game for G. Temple
3:01.0,,,35-14,1,S. Labissiere makes free throw 2 of 2
2:44.0,A. Abrines misses 3-pt shot from 22 ft,,35-14,,
2:41.0,,,35-14,,Defensive rebound by Z. Randolph
2:37.0,,,35-16,2,B. Hield makes 2-pt shot from 1 ft
2:18.0,J. Grant makes 2-pt shot from 2 ft (assist by R. Felton),2,37-16,,
2:08.0,,,37-19,3,B. Hield makes 3-pt shot from 23 ft (assist by F. Mason)
1:53.0,J. Grant makes 2-pt shot from 1 ft (assist by P. George),2,39-19,,
1:44.0,Personal foul by R. Felton (drawn by F. Mason),,39-19,,
1:44.0,,,39-20,1,F. Mason makes free throw 1 of 2
1:44.0,P. Patterson enters the game for C. Anthony,,39-20,,
1:44.0,,,39-21,1,F. Mason makes free throw 2 of 2
1:29.0,A. Abrines makes 3-pt shot from 23 ft (assist by R. Felton),3,42-21,,
1:02.0,,,42-21,,Z. Randolph misses 2-pt shot from 6 ft
0:59.0,Defensive rebound by A. Abrines,,42-21,,
0:49.0,Shooting foul by B. Hield (drawn by P. George),,42-21,,
0:49.0,P. George makes free throw 1 of 2,1,43-21,,
0:49.0,P. George makes free throw 2 of 2,1,44-21,,
0:37.0,,,44-21,,B. Hield misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by P. Patterson,,44-21,,
0:28.0,P. George misses 3-pt shot from 25 ft,,44-21,,
0:24.0,,,44-21,,Defensive rebound by Z. Randolph
0:06.0,,,44-21,,S. Labissiere misses 2-pt shot from 16 ft
0:02.0,Defensive rebound by R. Felton,,44-21,,
0:00.0,R. Felton misses 3-pt shot from 34 ft,,44-21,,
0:00.0,Offensive rebound by Team,,44-21,,
0:00.0,Jump ball: W. Cauley-Stein vs. S. Adams (J. Huestis gains possession),,,,Jump ball: W. Cauley-Stein vs. S. Adams (J. Huestis gains possession)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,44-21,,Turnover by V. Carter (bad pass; steal by A. Abrines)
11:37.0,Turnover by A. Abrines (lost ball; steal by F. Mason),,44-21,,
11:32.0,Personal foul by T. Ferguson (drawn by Z. Randolph),,44-21,,
11:25.0,,,44-24,3,V. Carter makes 3-pt shot from 25 ft
11:12.0,R. Felton misses 3-pt shot from 25 ft,,44-24,,
11:09.0,,,44-24,,Defensive rebound by Z. Randolph
11:02.0,,,44-27,3,B. Hield makes 3-pt shot from 24 ft (assist by F. Mason)
10:59.0,Oklahoma City full timeout,,44-27,,
10:59.0,S. Adams enters the game for A. Abrines,,44-27,,
10:41.0,J. Grant misses 2-pt shot from 3 ft (block by V. Carter),,44-27,,
10:38.0,,,44-27,,Defensive rebound by B. Hield
10:34.0,,,44-27,,F. Mason misses 2-pt shot from 2 ft
10:27.0,,,44-27,,Offensive rebound by B. Hield
10:27.0,,,44-29,2,B. Hield makes 2-pt shot at rim
10:23.0,,,44-29,,Personal foul by S. Labissiere (drawn by S. Adams)
10:23.0,R. Westbrook enters the game for J. Grant,,44-29,,
10:16.0,T. Ferguson makes 3-pt shot from 23 ft (assist by R. Felton),3,47-29,,
9:48.0,,,47-29,,Z. Randolph misses 2-pt shot from 20 ft
9:44.0,Defensive rebound by R. Westbrook,,47-29,,
9:41.0,Turnover by R. Westbrook (bad pass),,47-29,,
9:23.0,,,47-31,2,S. Labissiere makes 2-pt shot from 7 ft
9:04.0,R. Felton misses 2-pt shot from 19 ft,,47-31,,
9:01.0,,,47-31,,Defensive rebound by B. Hield
8:55.0,,,47-33,2,V. Carter makes 2-pt shot from 1 ft (assist by B. Hield)
8:35.0,S. Adams misses 2-pt shot from 10 ft (block by S. Labissiere),,47-33,,
8:31.0,Offensive rebound by S. Adams,,47-33,,
8:29.0,S. Adams makes 2-pt shot from 9 ft,2,49-33,,
8:22.0,Violation by T. Ferguson (kicked ball),,49-33,,
8:22.0,,,49-33,,G. Temple enters the game for F. Mason
8:13.0,,,49-35,2,B. Hield makes 2-pt shot from 2 ft
8:03.0,,,49-35,,Personal foul by S. Labissiere (drawn by P. Patterson)
7:57.0,R. Westbrook misses 2-pt shot from 18 ft,,49-35,,
7:54.0,,,49-35,,Defensive rebound by B. Hield
7:48.0,,,49-38,3,Z. Randolph makes 3-pt shot from 26 ft (assist by B. Hield)
7:34.0,P. Patterson misses 2-pt shot at rim (block by S. Labissiere),,49-38,,
7:30.0,,,49-38,,Defensive rebound by Z. Randolph
7:28.0,,,49-40,2,S. Labissiere makes 2-pt shot from 1 ft (assist by G. Temple)
7:13.0,R. Westbrook misses 3-pt shot from 25 ft,,49-40,,
7:10.0,,,49-40,,Defensive rebound by B. Hield
7:05.0,,,49-40,,B. Hield misses 2-pt shot from 6 ft
7:03.0,Defensive rebound by R. Westbrook,,49-40,,
6:57.0,R. Felton makes 2-pt shot from 18 ft (assist by T. Ferguson),2,51-40,,
6:31.0,,,51-43,3,Z. Randolph makes 3-pt shot from 25 ft (assist by B. Hield)
6:14.0,R. Felton misses 3-pt shot from 22 ft,,51-43,,
6:10.0,Offensive rebound by R. Felton,,51-43,,
6:08.0,T. Ferguson makes 3-pt shot from 25 ft (assist by R. Felton),3,54-43,,
5:44.0,,,54-45,2,S. Labissiere makes 2-pt shot from 6 ft (assist by Z. Randolph)
5:36.0,Shooting foul by G. Temple (drawn by R. Westbrook),,54-45,,
5:36.0,R. Westbrook makes free throw 1 of 2,1,55-45,,
5:36.0,,,55-45,,B. Bogdanovic enters the game for S. Labissiere
5:36.0,P. George enters the game for R. Felton,,55-45,,
5:36.0,C. Anthony enters the game for P. Patterson,,55-45,,
5:36.0,R. Westbrook makes free throw 2 of 2,1,56-45,,
5:19.0,,,56-45,,Z. Randolph misses 3-pt shot from 25 ft
5:15.0,Defensive rebound by R. Westbrook,,56-45,,
5:13.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,58-45,,
4:45.0,,,58-47,2,V. Carter makes 2-pt shot from 21 ft
4:34.0,Turnover by R. Westbrook (out of bounds lost ball),,58-47,,
4:34.0,,,58-47,,J. Jackson enters the game for B. Hield
4:31.0,,,58-47,,Sacramento full timeout
4:19.0,,,58-49,2,J. Jackson makes 2-pt shot from 17 ft (assist by Z. Randolph)
4:06.0,Offensive foul by C. Anthony (drawn by J. Jackson),,58-49,,
4:06.0,Turnover by C. Anthony (offensive foul),,58-49,,
3:55.0,,,58-49,,Shooting foul by T. Ferguson (drawn by B. Bogdanovic)
3:55.0,,,58-50,1,B. Bogdanovic makes free throw 1 of 2
3:55.0,J. Grant enters the game for T. Ferguson,,58-50,,
3:55.0,,,58-51,1,B. Bogdanovic makes free throw 2 of 2
3:39.0,Shooting foul by J. Jackson (drawn by R. Westbrook),,58-51,,
3:39.0,R. Westbrook makes free throw 1 of 2,1,59-51,,
3:39.0,,,59-51,,W. Cauley-Stein enters the game for V. Carter
3:39.0,,,59-51,,S. Labissiere enters the game for Z. Randolph
3:39.0,R. Westbrook makes free throw 2 of 2,1,60-51,,
3:21.0,,,60-51,,B. Bogdanovic misses 2-pt shot from 3 ft
3:19.0,,,60-51,,Offensive rebound by W. Cauley-Stein
3:17.0,,,60-53,2,W. Cauley-Stein makes 2-pt shot from 3 ft
3:06.0,C. Anthony misses 2-pt shot from 21 ft,,60-53,,
3:06.0,Offensive rebound by J. Grant,,60-53,,
2:55.0,Turnover by R. Westbrook (bad pass; steal by W. Cauley-Stein),,60-53,,
2:50.0,,,60-56,3,G. Temple makes 3-pt shot from 24 ft (assist by B. Bogdanovic)
2:49.0,Oklahoma City full timeout,,60-56,,
2:35.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,62-56,,
2:21.0,,,62-56,,Turnover by B. Bogdanovic (bad pass)
2:04.0,C. Anthony misses 3-pt shot from 25 ft,,62-56,,
2:01.0,,,62-56,,Defensive rebound by G. Temple
1:54.0,,,62-56,,Shooting foul by C. Anthony (drawn by S. Labissiere)
1:54.0,,,62-57,1,S. Labissiere makes free throw 1 of 2
1:54.0,,,62-57,,S. Labissiere misses free throw 2 of 2
1:54.0,Defensive rebound by R. Westbrook,,62-57,,
1:47.0,P. George misses 3-pt shot from 25 ft,,62-57,,
1:41.0,,,62-57,,Defensive rebound by S. Labissiere
1:31.0,,,62-57,,W. Cauley-Stein misses 2-pt shot from 6 ft (block by S. Adams)
1:31.0,,,62-57,,Offensive rebound by Team
1:28.0,,,62-57,,S. Labissiere misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by R. Westbrook,,62-57,,
1:21.0,,,62-57,,Personal foul by B. Bogdanovic (drawn by P. George)
1:21.0,P. George makes free throw 1 of 2,1,63-57,,
1:21.0,P. George makes free throw 2 of 2,1,64-57,,
1:08.0,,,64-57,,Shooting foul by S. Adams (drawn by W. Cauley-Stein)
1:08.0,,,64-57,,W. Cauley-Stein misses free throw 1 of 2
1:08.0,,,64-57,,Offensive rebound by Team
1:08.0,,,64-58,1,W. Cauley-Stein makes free throw 2 of 2
0:43.0,C. Anthony misses 3-pt shot from 25 ft,,64-58,,
0:40.0,,,64-58,,Defensive rebound by W. Cauley-Stein
0:30.0,,,64-60,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by G. Temple)
0:25.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,67-60,,
0:01.0,,,67-60,,B. Bogdanovic misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by R. Westbrook,,67-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,67-62,2,W. Cauley-Stein makes 2-pt shot from 1 ft
11:44.0,,,67-62,,Shooting foul by C. Anthony (drawn by W. Cauley-Stein)
11:44.0,,,67-62,,W. Cauley-Stein misses free throw 1 of 1
11:42.0,Defensive rebound by C. Anthony,,67-62,,
11:27.0,S. Adams misses 2-pt shot from 2 ft,,67-62,,
11:23.0,,,67-62,,Defensive rebound by J. Jackson
11:14.0,,,67-62,,J. Jackson misses 3-pt shot from 23 ft
11:10.0,Defensive rebound by P. George,,67-62,,
11:04.0,C. Anthony misses 3-pt shot from 25 ft,,67-62,,
11:01.0,,,67-62,,Defensive rebound by W. Cauley-Stein
10:53.0,,,67-62,,Turnover by B. Bogdanovic (bad pass; steal by S. Adams)
10:42.0,J. Huestis misses 3-pt shot from 25 ft,,67-62,,
10:38.0,,,67-62,,Defensive rebound by Z. Randolph
10:17.0,,,67-65,3,Z. Randolph makes 3-pt shot from 22 ft (assist by G. Temple)
9:51.0,C. Anthony makes 3-pt shot from 23 ft (assist by R. Westbrook),3,70-65,,
9:33.0,,,70-65,,W. Cauley-Stein misses 2-pt shot from 2 ft
9:28.0,,,70-65,,Offensive rebound by Z. Randolph
9:28.0,,,70-65,,Z. Randolph misses 2-pt shot at rim
9:28.0,Defensive rebound by S. Adams,,70-65,,
9:27.0,Turnover by R. Westbrook (out of bounds lost ball),,70-65,,
9:13.0,,,70-65,,Z. Randolph misses 2-pt shot from 20 ft
9:10.0,Defensive rebound by P. George,,70-65,,
9:06.0,Shooting foul by Z. Randolph (drawn by S. Adams),,70-65,,
9:06.0,S. Adams misses free throw 1 of 2,,70-65,,
9:06.0,Offensive rebound by Team,,70-65,,
9:06.0,S. Adams misses free throw 2 of 2,,70-65,,
9:03.0,,,70-65,,Defensive rebound by W. Cauley-Stein
8:45.0,,,70-67,2,B. Bogdanovic makes 2-pt shot from 1 ft
8:28.0,R. Westbrook makes 2-pt shot from 13 ft,2,72-67,,
8:13.0,,,72-67,,W. Cauley-Stein misses 2-pt shot from 1 ft
8:11.0,,,72-67,,Offensive rebound by Z. Randolph
8:10.0,,,72-69,2,Z. Randolph makes 2-pt shot from 3 ft
8:02.0,Shooting foul by W. Cauley-Stein (drawn by P. George),,72-69,,
8:02.0,P. George makes free throw 1 of 2,1,73-69,,
8:02.0,P. George makes free throw 2 of 2,1,74-69,,
7:39.0,,,74-69,,Z. Randolph misses 2-pt shot from 16 ft
7:35.0,Defensive rebound by J. Huestis,,74-69,,
7:30.0,J. Huestis misses 2-pt shot from 4 ft (block by W. Cauley-Stein),,74-69,,
7:30.0,Offensive rebound by Team,,74-69,,
7:26.0,P. George makes 2-pt shot from 1 ft,2,76-69,,
7:12.0,,,76-69,,J. Jackson misses 2-pt shot from 11 ft
7:09.0,Defensive rebound by R. Westbrook,,76-69,,
7:06.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,78-69,,
7:04.0,,,78-69,,Sacramento full timeout
6:56.0,,,78-71,2,G. Temple makes 2-pt shot at rim (assist by J. Jackson)
6:39.0,C. Anthony misses 3-pt shot from 22 ft,,78-71,,
6:35.0,,,78-71,,Defensive rebound by W. Cauley-Stein
6:23.0,,,78-71,,J. Jackson misses 3-pt shot from 22 ft
6:19.0,Defensive rebound by P. George,,78-71,,
6:14.0,P. George makes 2-pt shot from 6 ft,2,80-71,,
5:48.0,,,80-74,3,G. Temple makes 3-pt shot from 24 ft (assist by B. Bogdanovic)
5:29.0,P. George makes 3-pt shot from 23 ft (assist by R. Westbrook),3,83-74,,
5:15.0,,,83-74,,V. Carter enters the game for B. Bogdanovic
5:15.0,,,83-74,,B. Hield enters the game for Z. Randolph
5:11.0,,,83-74,,G. Temple misses 2-pt shot from 17 ft
5:08.0,Defensive rebound by P. George,,83-74,,
5:01.0,P. George misses 2-pt shot from 8 ft,,83-74,,
4:56.0,Offensive rebound by S. Adams,,83-74,,
4:56.0,S. Adams makes 2-pt shot at rim,2,85-74,,
4:48.0,,,85-74,,W. Cauley-Stein misses 2-pt shot from 2 ft
4:46.0,,,85-74,,Offensive rebound by W. Cauley-Stein
4:45.0,,,85-74,,W. Cauley-Stein misses 2-pt shot from 3 ft
4:43.0,Defensive rebound by S. Adams,,85-74,,
4:29.0,R. Westbrook misses 2-pt shot from 20 ft,,85-74,,
4:29.0,Offensive rebound by S. Adams,,85-74,,
4:23.0,P. George misses 3-pt shot from 26 ft,,85-74,,
4:23.0,Offensive rebound by J. Huestis,,85-74,,
4:22.0,J. Huestis misses 2-pt shot at rim,,85-74,,
4:20.0,,,85-74,,Defensive rebound by B. Hield
4:08.0,,,85-76,2,B. Hield makes 2-pt shot from 16 ft (assist by V. Carter)
3:49.0,,,85-76,,Personal foul by W. Cauley-Stein (drawn by S. Adams)
3:49.0,,,85-76,,S. Labissiere enters the game for W. Cauley-Stein
3:49.0,J. Grant enters the game for S. Adams,,85-76,,
3:49.0,T. Ferguson enters the game for J. Huestis,,85-76,,
3:38.0,P. George misses 2-pt shot from 14 ft,,85-76,,
3:38.0,,,85-76,,Defensive rebound by G. Temple
3:28.0,,,85-78,2,V. Carter makes 2-pt shot from 2 ft (assist by G. Temple)
3:28.0,Personal foul by T. Ferguson (drawn by V. Carter),,85-78,,
3:28.0,Oklahoma City full timeout,,85-78,,
3:28.0,,,85-79,1,V. Carter makes free throw 1 of 1
3:06.0,C. Anthony misses 3-pt shot from 23 ft,,85-79,,
3:01.0,Offensive rebound by Team,,85-79,,
3:01.0,R. Felton enters the game for P. George,,85-79,,
2:55.0,R. Westbrook misses 2-pt shot from 16 ft,,85-79,,
2:55.0,,,85-79,,Defensive rebound by V. Carter
2:40.0,Personal foul by R. Felton (drawn by J. Jackson),,85-79,,
2:40.0,,,85-79,,Z. Randolph enters the game for J. Jackson
2:31.0,,,85-81,2,Z. Randolph makes 2-pt shot from 1 ft (assist by V. Carter)
2:13.0,T. Ferguson misses 2-pt shot from 17 ft,,85-81,,
2:13.0,,,85-81,,Defensive rebound by V. Carter
2:02.0,,,85-81,,S. Labissiere misses 2-pt shot from 7 ft
2:02.0,Defensive rebound by C. Anthony,,85-81,,
1:53.0,C. Anthony misses 2-pt shot from 20 ft,,85-81,,
1:53.0,,,85-81,,Defensive rebound by V. Carter
1:36.0,,,85-83,2,Z. Randolph makes 2-pt shot from 2 ft
1:21.0,R. Westbrook misses 2-pt shot from 9 ft,,85-83,,
1:21.0,,,85-83,,Defensive rebound by B. Hield
1:11.0,,,85-86,3,V. Carter makes 3-pt shot from 26 ft (assist by B. Hield)
0:55.0,Turnover by R. Westbrook (lost ball; steal by V. Carter),,85-86,,
0:51.0,,,85-88,2,G. Temple makes 2-pt shot at rim (assist by V. Carter)
0:51.0,Oklahoma City full timeout,,85-88,,
0:36.0,C. Anthony misses 2-pt shot from 13 ft,,85-88,,
0:36.0,,,85-88,,Defensive rebound by Z. Randolph
0:17.0,,,85-90,2,Z. Randolph makes 2-pt shot from 14 ft
0:02.0,R. Westbrook misses 3-pt shot from 26 ft,,85-90,,
0:02.0,,,85-90,,Defensive rebound by B. Hield
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,85-90,,Personal foul by V. Carter (drawn by J. Grant)
11:34.0,R. Felton misses 2-pt shot from 11 ft,,85-90,,
11:33.0,Offensive rebound by S. Adams,,85-90,,
11:21.0,J. Grant misses 2-pt shot from 6 ft,,85-90,,
11:20.0,,,85-90,,Defensive rebound by V. Carter
10:58.0,,,85-92,2,S. Labissiere makes 2-pt shot from 2 ft (assist by V. Carter)
10:41.0,J. Grant makes 2-pt shot from 1 ft,2,87-92,,
10:27.0,,,87-92,,Sacramento full timeout
10:27.0,,,87-92,,F. Mason enters the game for G. Temple
10:27.0,P. George enters the game for T. Ferguson,,87-92,,
10:16.0,,,87-92,,V. Carter misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by P. George,,87-92,,
10:02.0,R. Felton misses 3-pt shot from 26 ft,,87-92,,
9:59.0,Offensive rebound by J. Grant,,87-92,,
9:50.0,R. Felton makes 2-pt shot from 5 ft,2,89-92,,
9:50.0,Shooting foul by F. Mason (drawn by R. Felton),,89-92,,
9:50.0,R. Felton makes free throw 1 of 1,1,90-92,,
9:39.0,,,90-92,,Z. Randolph misses 3-pt shot from 26 ft
9:36.0,Defensive rebound by R. Felton,,90-92,,
9:28.0,R. Felton makes 2-pt shot from 9 ft,2,92-92,,
9:06.0,,,92-94,2,F. Mason makes 2-pt shot from 11 ft
8:54.0,R. Felton misses 2-pt shot from 5 ft,,92-94,,
8:52.0,,,92-94,,Defensive rebound by Team
8:40.0,,,92-94,,S. Labissiere misses 2-pt shot from 2 ft (block by J. Grant)
8:39.0,Defensive rebound by R. Felton,,92-94,,
8:33.0,P. George makes 2-pt shot from 3 ft,2,94-94,,
8:08.0,,,94-96,2,Z. Randolph makes 2-pt shot from 4 ft
7:54.0,,,94-96,,Personal foul by Z. Randolph (drawn by S. Adams)
7:54.0,R. Westbrook enters the game for R. Felton,,94-96,,
7:44.0,Shooting foul by S. Labissiere (drawn by P. Patterson),,94-96,,
7:44.0,P. Patterson makes free throw 1 of 2,1,96-96,,
7:44.0,P. Patterson makes free throw 2 of 2,1,96-96,,
7:24.0,,,96-96,,V. Carter misses 3-pt shot from 23 ft
7:23.0,Defensive rebound by S. Adams,,96-96,,
7:12.0,Turnover by R. Westbrook (bad pass; steal by B. Hield),,96-96,,
7:09.0,,,96-98,2,B. Hield makes 2-pt shot from 1 ft
6:54.0,P. George misses 3-pt shot from 27 ft,,96-98,,
6:53.0,,,96-98,,Defensive rebound by V. Carter
6:40.0,,,96-98,,S. Labissiere misses 2-pt shot from 3 ft (block by S. Adams)
6:38.0,Defensive rebound by R. Westbrook,,96-98,,
6:35.0,,,96-98,,Personal foul by F. Mason (drawn by R. Westbrook)
6:35.0,R. Westbrook misses free throw 1 of 2,,96-98,,
6:35.0,Offensive rebound by Team,,96-98,,
6:35.0,C. Anthony enters the game for P. Patterson,,96-98,,
6:35.0,R. Westbrook makes free throw 2 of 2,1,97-98,,
6:17.0,,,97-101,3,B. Hield makes 3-pt shot from 25 ft (assist by V. Carter)
5:56.0,C. Anthony makes 3-pt shot from 25 ft (assist by P. George),3,100-101,,
5:31.0,,,100-103,2,Z. Randolph makes 2-pt shot from 1 ft
5:16.0,R. Westbrook misses 3-pt shot from 26 ft,,100-103,,
5:13.0,Offensive rebound by S. Adams,,100-103,,
5:08.0,C. Anthony makes 2-pt shot from 17 ft (assist by S. Adams),2,102-103,,
4:58.0,,,102-103,,F. Mason misses 3-pt shot from 25 ft
4:56.0,Defensive rebound by J. Grant,,102-103,,
4:46.0,P. George misses 2-pt shot from 17 ft,,102-103,,
4:43.0,,,102-103,,Defensive rebound by V. Carter
4:34.0,,,102-103,,Shooting foul by S. Adams (drawn by F. Mason)
4:34.0,,,102-104,1,F. Mason makes free throw 1 of 2
4:34.0,,,102-104,,J. Jackson enters the game for B. Hield
4:34.0,,,102-105,1,F. Mason makes free throw 2 of 2
4:19.0,R. Westbrook misses 3-pt shot from 25 ft,,102-105,,
4:17.0,,,102-105,,Defensive rebound by F. Mason
3:58.0,,,102-105,,Z. Randolph misses 2-pt shot from 19 ft
3:58.0,Defensive rebound by R. Westbrook,,102-105,,
3:48.0,J. Grant misses 2-pt shot from 4 ft,,102-105,,
3:47.0,,,102-105,,Defensive rebound by S. Labissiere
3:27.0,,,102-105,,J. Jackson misses 2-pt shot from 13 ft
3:26.0,Defensive rebound by R. Westbrook,,102-105,,
3:20.0,Shooting foul by V. Carter (drawn by R. Westbrook),,102-105,,
3:20.0,R. Westbrook makes free throw 1 of 2,1,103-105,,
3:20.0,,,103-105,,B. Hield enters the game for S. Labissiere
3:20.0,,,103-105,,G. Temple enters the game for F. Mason
3:20.0,R. Westbrook makes free throw 2 of 2,1,104-105,,
3:20.0,,,104-105,,W. Cauley-Stein enters the game for V. Carter
3:05.0,,,104-105,,W. Cauley-Stein misses 2-pt shot from 1 ft (block by J. Grant)
3:03.0,Defensive rebound by C. Anthony,,104-105,,
2:57.0,Turnover by R. Westbrook (traveling),,104-105,,
2:57.0,Oklahoma City full timeout,,104-105,,
2:38.0,Personal foul by C. Anthony (drawn by B. Hield),,104-105,,
2:28.0,,,104-105,,Turnover by B. Hield (lost ball; steal by R. Westbrook)
2:23.0,P. George misses 2-pt shot from 3 ft,,104-105,,
2:22.0,Offensive rebound by S. Adams,,104-105,,
