time,Washington,pts.away,score,pts.home,Toronto
5:11.0,Personal foul by K. Oubre (drawn by K. Lowry),,105-117,,
5:11.0,,,105-118,1,K. Lowry makes free throw 1 of 2
5:11.0,,,105-119,1,K. Lowry makes free throw 2 of 2
4:59.0,O. Porter enters the game for T. Lawson,,105-119,,
4:55.0,Jump ball: S. Ibaka vs. B. Beal (O. Porter gains possession),,,,Jump ball: S. Ibaka vs. B. Beal (O. Porter gains possession)
4:50.0,J. Wall makes 2-pt shot at rim,2,107-119,,
4:31.0,,,107-121,2,D. DeRozan makes 2-pt shot from 4 ft
4:23.0,B. Beal misses 3-pt shot from 26 ft,,107-121,,
4:23.0,,,107-121,,Defensive rebound by C. Miles
4:04.0,,,107-121,,D. DeRozan misses 2-pt shot from 19 ft
4:04.0,Defensive rebound by K. Oubre,,107-121,,
3:56.0,B. Beal misses 2-pt shot from 2 ft (block by S. Ibaka),,107-121,,
3:53.0,,,107-121,,Defensive rebound by K. Lowry
3:51.0,,,107-121,,Shooting foul by J. Wall (drawn by C. Miles)
3:51.0,,,107-122,1,C. Miles makes free throw 1 of 2
3:51.0,,,107-123,1,C. Miles makes free throw 2 of 2
3:43.0,Turnover by J. Wall (bad pass; steal by D. Wright),,107-123,,
3:38.0,,,107-125,2,D. Wright makes 2-pt shot at rim (assist by K. Lowry)
3:38.0,Washington full timeout,,107-125,,
3:38.0,I. Mahinmi enters the game for J. Wall,,107-125,,
3:38.0,M. Scott enters the game for B. Beal,,107-125,,
3:38.0,T. Satoransky enters the game for M. Morris,,107-125,,
3:38.0,T. Lawson enters the game for O. Porter,,107-125,,
3:21.0,M. Scott misses 2-pt shot from 11 ft,,107-125,,
3:18.0,,,107-125,,Defensive rebound by S. Ibaka
3:08.0,,,107-125,,S. Ibaka misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by M. Scott,,107-125,,
2:58.0,T. Lawson misses 2-pt shot from 17 ft,,107-125,,
2:58.0,Offensive rebound by Team,,107-125,,
2:58.0,,,107-125,,Loose ball foul by D. Wright (drawn by M. Scott)
2:49.0,K. Oubre misses 2-pt shot from 10 ft,,107-125,,
2:45.0,,,107-125,,Defensive rebound by S. Ibaka
2:33.0,Personal foul by I. Mahinmi (drawn by D. DeRozan),,107-125,,
2:33.0,,,107-126,1,D. DeRozan makes free throw 1 of 2
2:33.0,,,107-126,,L. Brown enters the game for K. Lowry
2:33.0,,,107-126,,L. Nogueira enters the game for S. Ibaka
2:33.0,,,107-127,1,D. DeRozan makes free throw 2 of 2
2:11.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by K. Oubre),2,109-127,,
2:11.0,Shooting foul by L. Nogueira (drawn by I. Mahinmi),,109-127,,
2:11.0,,,109-127,,N. Powell enters the game for D. DeRozan
2:11.0,I. Mahinmi makes free throw 1 of 1,1,110-127,,
1:55.0,,,110-127,,Turnover by C. Miles (lost ball; steal by I. Mahinmi)
1:45.0,,,110-127,,Personal foul by L. Nogueira (drawn by T. Lawson)
1:45.0,T. Lawson makes free throw 1 of 2,1,111-127,,
1:45.0,,,111-127,,P. Siakam enters the game for C. Miles
1:45.0,T. Lawson makes free throw 2 of 2,1,112-127,,
1:30.0,,,112-127,,L. Brown misses 3-pt shot from 26 ft
1:27.0,Defensive rebound by T. Satoransky,,112-127,,
1:19.0,K. Oubre makes 2-pt shot from 3 ft (assist by T. Satoransky),2,114-127,,
0:56.0,,,114-130,3,L. Brown makes 3-pt shot from 25 ft (assist by D. Wright)
0:45.0,,,114-130,,Personal block foul by L. Nogueira (drawn by I. Mahinmi)
0:45.0,I. Mahinmi makes free throw 1 of 2,1,115-130,,
0:45.0,I. Mahinmi makes free throw 2 of 2,1,116-130,,
0:43.0,,,116-130,,Turnover by P. Siakam (bad pass)
0:37.0,T. Lawson misses 2-pt shot from 1 ft (block by D. Wright),,116-130,,
0:31.0,Offensive rebound by T. Satoransky,,116-130,,
0:31.0,T. Satoransky misses 2-pt shot at rim,,116-130,,
0:30.0,,,116-130,,Defensive rebound by P. Siakam
0:28.0,,,116-130,,N. Powell misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by I. Mahinmi,,116-130,,
0:14.0,K. Oubre makes 3-pt shot from 25 ft,3,119-130,,
