time,Cleveland,pts.away,score,pts.home,Boston
8:14.0,K. Korver misses 3-pt shot from 27 ft,,7-9,,
8:11.0,,,7-9,,Defensive rebound by M. Morris
7:56.0,,,7-9,,J. Tatum misses 3-pt shot from 24 ft
7:54.0,Defensive rebound by K. Korver,,7-9,,
7:43.0,K. Love misses 2-pt shot from 8 ft,,7-9,,
7:41.0,,,7-9,,Defensive rebound by J. Brown
7:24.0,,,7-11,2,A. Horford makes 2-pt shot from 1 ft
7:07.0,J. Smith misses 2-pt shot from 21 ft,,7-11,,
7:05.0,,,7-11,,Defensive rebound by J. Brown
6:59.0,,,7-11,,J. Brown misses 2-pt shot from 1 ft (block by K. Korver)
6:59.0,,,7-11,,Offensive rebound by Team
6:59.0,,,7-11,,Boston full timeout
6:54.0,,,7-13,2,J. Brown makes 2-pt shot from 12 ft (assist by J. Tatum)
6:39.0,K. Love misses 3-pt shot from 26 ft,,7-13,,
6:37.0,,,7-13,,Defensive rebound by J. Tatum
6:26.0,,,7-13,,T. Rozier misses 2-pt shot from 13 ft
6:23.0,,,7-13,,Offensive rebound by A. Horford
6:17.0,,,7-15,2,A. Horford makes 2-pt shot at rim (assist by J. Brown)
5:56.0,J. Smith misses 2-pt shot from 12 ft,,7-15,,
5:55.0,,,7-15,,Defensive rebound by Team
5:43.0,,,7-18,3,A. Horford makes 3-pt shot from 25 ft (assist by T. Rozier)
5:24.0,J. Smith misses 3-pt shot from 26 ft,,7-18,,
5:22.0,,,7-18,,Defensive rebound by T. Rozier
5:11.0,,,7-20,2,A. Horford makes 2-pt shot from 3 ft (assist by T. Rozier)
5:11.0,,,7-20,,Shooting foul by K. Love (drawn by A. Horford)
5:11.0,,,7-20,,M. Smart enters the game for M. Morris
5:11.0,T. Thompson enters the game for K. Love,,7-20,,
5:11.0,J. Green enters the game for K. Korver,,7-20,,
5:11.0,,,7-20,,S. Ojeleye enters the game for J. Tatum
5:11.0,,,7-21,1,A. Horford makes free throw 1 of 1
4:58.0,L. James misses 3-pt shot from 26 ft,,7-21,,
4:55.0,,,7-21,,Defensive rebound by T. Rozier
4:45.0,,,7-21,,T. Rozier misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by T. Thompson,,7-21,,
4:35.0,L. James makes 2-pt shot from 3 ft,2,9-21,,
4:14.0,,,9-21,,J. Brown misses 2-pt shot from 2 ft
4:12.0,,,9-21,,Offensive rebound by J. Brown
4:11.0,,,9-23,2,J. Brown makes 2-pt shot from 4 ft
3:43.0,L. James misses 2-pt shot from 18 ft,,9-23,,
3:40.0,,,9-23,,Defensive rebound by J. Brown
3:36.0,,,9-25,2,J. Brown makes 2-pt shot from 2 ft
3:36.0,Cleveland full timeout,,9-25,,
3:36.0,,,9-25,,J. Tatum enters the game for T. Rozier
3:36.0,,,9-25,,A. Baynes enters the game for A. Horford
3:15.0,G. Hill misses 2-pt shot from 22 ft,,9-25,,
3:15.0,,,9-25,,Defensive rebound by Team
3:15.0,Loose ball foul by J. Green (drawn by J. Brown),,9-25,,
3:15.0,,,9-26,1,J. Brown makes free throw 1 of 2
3:15.0,R. Hood enters the game for G. Hill,,9-26,,
3:15.0,J. Clarkson enters the game for J. Smith,,9-26,,
3:15.0,,,9-27,1,J. Brown makes free throw 2 of 2
3:05.0,,,9-27,,Personal foul by J. Brown (drawn by R. Hood)
2:57.0,J. Clarkson misses 2-pt shot from 3 ft,,9-27,,
2:55.0,,,9-27,,Defensive rebound by A. Baynes
2:40.0,,,9-29,2,A. Baynes makes 2-pt shot from 1 ft (assist by M. Smart)
2:25.0,L. James misses 2-pt shot from 12 ft,,9-29,,
2:22.0,,,9-29,,Defensive rebound by J. Tatum
2:18.0,,,9-29,,J. Brown misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by T. Thompson,,9-29,,
2:08.0,R. Hood makes 2-pt shot from 20 ft (assist by L. James),2,11-29,,
1:48.0,,,11-32,3,J. Brown makes 3-pt shot from 23 ft (assist by M. Smart)
1:31.0,R. Hood misses 2-pt shot from 1 ft,,11-32,,
1:30.0,Offensive rebound by T. Thompson,,11-32,,
1:30.0,T. Thompson makes 2-pt shot at rim,2,13-32,,
1:12.0,,,13-34,2,M. Smart makes 2-pt shot from 1 ft
1:01.0,Turnover by L. James (bad pass; steal by A. Baynes),,13-34,,
0:46.0,,,13-34,,J. Tatum misses 2-pt shot from 13 ft
0:43.0,Defensive rebound by J. Clarkson,,13-34,,
0:36.0,J. Clarkson makes 2-pt shot from 2 ft,2,15-34,,
0:36.0,Shooting foul by A. Baynes (drawn by J. Clarkson),,15-34,,
0:36.0,,,15-34,,T. Rozier enters the game for J. Brown
0:36.0,J. Clarkson makes free throw 1 of 1,1,16-34,,
0:31.0,,,16-34,,Turnover by M. Smart (out of bounds lost ball)
0:25.0,T. Thompson makes 2-pt shot from 2 ft (assist by L. James),2,18-34,,
0:01.0,,,18-36,2,J. Tatum makes 2-pt shot from 10 ft
0:00.0,R. Hood misses 3-pt shot from 49 ft,,18-36,,
0:00.0,Offensive rebound by Team,,18-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,R. Hood makes 2-pt shot from 7 ft (assist by L. James),2,20-36,,
11:45.0,Shooting foul by S. Ojeleye (drawn by R. Hood),,20-36,,
11:45.0,K. Love enters the game for L. James,,20-36,,
11:45.0,R. Hood makes free throw 1 of 1,1,21-36,,
11:35.0,Personal foul by R. Hood (drawn by M. Smart),,21-36,,
11:35.0,,,21-36,,M. Morris enters the game for M. Smart
11:35.0,,,21-36,,A. Horford enters the game for S. Ojeleye
11:23.0,,,21-36,,A. Baynes misses 2-pt shot from 5 ft
11:17.0,Defensive rebound by T. Thompson,,21-36,,
11:06.0,J. Clarkson misses 3-pt shot from 22 ft,,21-36,,
11:04.0,,,21-36,,Defensive rebound by A. Baynes
10:45.0,,,21-38,2,T. Rozier makes 2-pt shot from 1 ft (assist by A. Horford)
10:31.0,Turnover by K. Love (lost ball; steal by J. Tatum),,21-38,,
10:25.0,,,21-38,,M. Morris misses 3-pt shot from 26 ft
10:20.0,Defensive rebound by T. Thompson,,21-38,,
10:20.0,Cleveland full timeout,,21-38,,
10:08.0,R. Hood misses 2-pt shot from 17 ft,,21-38,,
10:04.0,Offensive rebound by T. Thompson,,21-38,,
10:01.0,K. Love misses 3-pt shot from 24 ft (block by A. Horford),,21-38,,
9:58.0,,,21-38,,Defensive rebound by M. Morris
9:49.0,,,21-40,2,J. Tatum makes 2-pt shot at rim (assist by A. Horford)
9:32.0,J. Clarkson misses 2-pt shot from 15 ft,,21-40,,
9:30.0,Offensive rebound by K. Love,,21-40,,
9:29.0,J. Green misses 3-pt shot from 26 ft,,21-40,,
9:29.0,Offensive rebound by Team,,21-40,,
9:28.0,,,21-40,,Loose ball foul by A. Horford (drawn by T. Thompson)
9:23.0,J. Clarkson makes 2-pt shot from 20 ft (assist by R. Hood),2,23-40,,
8:58.0,,,23-40,,T. Rozier misses 2-pt shot from 1 ft
8:56.0,Defensive rebound by K. Love,,23-40,,
8:53.0,J. Clarkson misses 2-pt shot from 3 ft (block by A. Horford),,23-40,,
8:53.0,Offensive rebound by Team,,23-40,,
8:44.0,R. Hood misses 2-pt shot from 3 ft (block by A. Baynes),,23-40,,
8:43.0,Offensive rebound by T. Thompson,,23-40,,
8:43.0,T. Thompson makes 2-pt shot at rim,2,25-40,,
8:21.0,,,25-40,,J. Tatum misses 2-pt shot from 13 ft
8:20.0,Defensive rebound by Team,,25-40,,
8:20.0,L. James enters the game for R. Hood,,25-40,,
8:00.0,T. Thompson misses 2-pt shot from 5 ft,,25-40,,
7:57.0,,,25-40,,Defensive rebound by J. Tatum
7:53.0,,,25-40,,Turnover by J. Tatum (turnover)
7:53.0,,,25-40,,M. Smart enters the game for T. Rozier
7:53.0,J. Smith enters the game for J. Green,,25-40,,
7:43.0,Turnover by L. James (out of bounds lost ball),,25-40,,
7:33.0,,,25-40,,Shooting foul by J. Smith (drawn by J. Tatum)
7:33.0,,,25-41,1,J. Tatum makes free throw 1 of 2
7:33.0,G. Hill enters the game for J. Clarkson,,25-41,,
7:33.0,,,25-42,1,J. Tatum makes free throw 2 of 2
7:12.0,J. Smith misses 3-pt shot from 25 ft,,25-42,,
7:08.0,,,25-42,,Defensive rebound by M. Morris
7:00.0,,,25-42,,M. Smart misses 3-pt shot from 25 ft
6:58.0,Defensive rebound by L. James,,25-42,,
6:49.0,L. James makes 2-pt shot from 10 ft,2,27-42,,
6:30.0,,,27-42,,A. Baynes misses 2-pt shot from 16 ft
6:29.0,Defensive rebound by L. James,,27-42,,
6:20.0,L. James misses 2-pt shot from 7 ft,,27-42,,
6:17.0,,,27-42,,Defensive rebound by A. Baynes
6:13.0,,,27-44,2,M. Morris makes 2-pt shot from 1 ft (assist by A. Horford)
5:45.0,T. Thompson misses 2-pt shot from 1 ft,,27-44,,
5:42.0,,,27-44,,Defensive rebound by M. Smart
5:27.0,,,27-47,3,J. Tatum makes 3-pt shot from 25 ft
5:25.0,Cleveland full timeout,,27-47,,
5:25.0,,,27-47,,J. Brown enters the game for A. Horford
5:25.0,K. Korver enters the game for T. Thompson,,27-47,,
5:05.0,K. Love misses 2-pt shot from 18 ft,,27-47,,
5:04.0,,,27-47,,Defensive rebound by M. Morris
4:47.0,,,27-49,2,M. Smart makes 2-pt shot from 5 ft
4:28.0,J. Smith makes 2-pt shot from 1 ft (assist by K. Love),2,29-49,,
4:10.0,,,29-51,2,M. Morris makes 2-pt shot from 1 ft (assist by M. Smart)
3:59.0,K. Love makes 2-pt shot at rim (assist by L. James),2,31-51,,
3:48.0,,,31-53,2,A. Baynes makes 2-pt shot at rim (assist by M. Smart)
3:26.0,K. Love misses 2-pt shot from 3 ft (block by J. Brown),,31-53,,
3:24.0,,,31-53,,Defensive rebound by M. Morris
3:15.0,,,31-55,2,J. Brown makes 2-pt shot from 11 ft (assist by M. Smart)
2:58.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,33-55,,
2:40.0,,,33-55,,Offensive foul by M. Morris (drawn by G. Hill)
2:40.0,,,33-55,,Turnover by M. Morris (offensive foul)
2:40.0,,,33-55,,S. Ojeleye enters the game for M. Morris
2:40.0,,,33-55,,A. Horford enters the game for A. Baynes
2:21.0,Turnover by L. James (lost ball; steal by M. Smart),,33-55,,
2:09.0,,,33-58,3,A. Horford makes 3-pt shot from 25 ft (assist by M. Smart)
1:58.0,Cleveland full timeout,,33-58,,
1:58.0,,,33-58,,T. Rozier enters the game for J. Tatum
1:51.0,K. Korver misses 3-pt shot from 27 ft,,33-58,,
1:45.0,,,33-58,,Defensive rebound by M. Smart
1:31.0,,,33-58,,M. Smart misses 3-pt shot from 26 ft
1:28.0,Defensive rebound by J. Smith,,33-58,,
1:22.0,J. Smith misses 2-pt shot from 3 ft,,33-58,,
1:20.0,,,33-58,,Defensive rebound by J. Brown
1:12.0,,,33-58,,Turnover by J. Brown (bad pass; steal by J. Smith)
1:04.0,K. Love misses 3-pt shot from 26 ft,,33-58,,
0:59.0,Offensive rebound by K. Korver,,33-58,,
0:50.0,J. Smith misses 2-pt shot from 16 ft,,33-58,,
0:47.0,,,33-58,,Defensive rebound by J. Brown
0:32.0,,,33-61,3,J. Brown makes 3-pt shot from 24 ft (assist by A. Horford)
0:12.0,K. Korver makes 2-pt shot from 2 ft (assist by L. James),2,35-61,,
0:03.0,,,35-61,,M. Smart misses 2-pt shot from 17 ft (block by L. James)
0:03.0,,,35-61,,Offensive rebound by Team
0:03.0,,,35-61,,J. Tatum enters the game for S. Ojeleye
0:03.0,T. Thompson enters the game for K. Love,,35-61,,
0:01.0,,,35-61,,J. Tatum misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by L. James,,35-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,J. Smith misses 3-pt shot from 29 ft,,35-61,,
11:32.0,,,35-61,,Defensive rebound by J. Tatum
11:17.0,,,35-61,,M. Morris misses 2-pt shot from 3 ft (block by L. James)
11:15.0,Defensive rebound by K. Love,,35-61,,
11:10.0,G. Hill misses 3-pt shot from 24 ft,,35-61,,
11:08.0,,,35-61,,Defensive rebound by J. Brown
11:00.0,,,35-61,,J. Brown misses 2-pt shot from 9 ft
10:57.0,Defensive rebound by L. James,,35-61,,
10:42.0,K. Love misses 2-pt shot from 10 ft,,35-61,,
10:40.0,,,35-61,,Defensive rebound by A. Horford
10:23.0,,,35-63,2,A. Horford makes 2-pt shot from 1 ft (assist by T. Rozier)
10:00.0,,,35-63,,Personal foul by J. Tatum (drawn by L. James)
9:55.0,L. James makes 2-pt shot at rim (assist by K. Love),2,37-63,,
9:35.0,,,37-63,,Offensive charge foul by J. Tatum (drawn by L. James)
9:35.0,,,37-63,,Turnover by J. Tatum (offensive foul)
9:22.0,Turnover by L. James (bad pass; steal by J. Brown),,37-63,,
9:22.0,Personal take foul by K. Love (drawn by J. Tatum),,37-63,,
9:04.0,,,37-65,2,A. Horford makes 2-pt shot from 5 ft
8:47.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,40-65,,
8:30.0,,,40-65,,A. Horford misses 3-pt shot from 26 ft
8:27.0,Defensive rebound by K. Korver,,40-65,,
8:22.0,L. James misses 3-pt shot from 28 ft,,40-65,,
8:18.0,,,40-65,,Defensive rebound by T. Rozier
8:12.0,,,40-67,2,J. Brown makes 2-pt shot from 3 ft (assist by T. Rozier)
7:52.0,G. Hill makes 3-pt shot from 25 ft (assist by K. Love),3,43-67,,
7:29.0,,,43-67,,T. Rozier misses 2-pt shot from 2 ft
7:26.0,Defensive rebound by L. James,,43-67,,
7:16.0,J. Smith makes 2-pt shot from 1 ft,2,45-67,,
6:59.0,,,45-67,,Turnover by J. Brown (bad pass; steal by K. Korver)
6:54.0,Shooting foul by J. Brown (drawn by L. James),,45-67,,
6:54.0,,,45-67,,Boston full timeout
6:54.0,L. James makes free throw 1 of 2,1,46-67,,
6:54.0,L. James makes free throw 2 of 2,1,47-67,,
6:39.0,,,47-67,,J. Tatum misses 3-pt shot from 27 ft
6:36.0,,,47-67,,Offensive rebound by A. Horford
6:33.0,,,47-70,3,M. Morris makes 3-pt shot from 25 ft (assist by A. Horford)
6:08.0,L. James misses 3-pt shot from 25 ft,,47-70,,
6:05.0,,,47-70,,Defensive rebound by T. Rozier
5:50.0,,,47-70,,A. Horford misses 3-pt shot from 26 ft
5:47.0,Defensive rebound by L. James,,47-70,,
5:42.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,50-70,,
5:17.0,,,50-70,,M. Morris misses 2-pt shot from 19 ft
5:15.0,Defensive rebound by K. Love,,50-70,,
5:04.0,L. James misses 2-pt shot from 2 ft,,50-70,,
5:01.0,,,50-70,,Defensive rebound by M. Morris
4:57.0,,,50-72,2,A. Horford makes 2-pt shot from 2 ft (assist by T. Rozier)
4:37.0,G. Hill makes 2-pt shot from 1 ft,2,52-72,,
4:18.0,,,52-75,3,J. Brown makes 3-pt shot from 25 ft (assist by T. Rozier)
3:57.0,,,52-75,,Def 3 sec tech foul by A. Horford
3:57.0,L. James makes technical free throw,1,53-75,,
3:57.0,,,53-75,,M. Smart enters the game for J. Tatum
3:43.0,Turnover by Team (shot clock),,53-75,,
3:28.0,,,53-75,,J. Brown misses 3-pt shot from 23 ft
3:25.0,Defensive rebound by K. Korver,,53-75,,
3:12.0,K. Love makes 2-pt shot from 8 ft (assist by J. Smith),2,55-75,,
2:47.0,,,55-75,,M. Smart misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by K. Love,,55-75,,
2:38.0,K. Korver misses 3-pt shot from 26 ft,,55-75,,
2:37.0,Offensive rebound by Team,,55-75,,
2:37.0,Cleveland full timeout,,55-75,,
2:37.0,,,55-75,,J. Tatum enters the game for T. Rozier
2:37.0,,,55-75,,A. Baynes enters the game for A. Horford
2:30.0,,,55-75,,Personal foul by J. Tatum (drawn by L. James)
2:18.0,L. James makes 2-pt shot from 1 ft,2,57-75,,
2:18.0,Shooting foul by A. Baynes (drawn by L. James),,57-75,,
2:18.0,L. James makes free throw 1 of 1,1,58-75,,
2:07.0,,,58-75,,J. Brown misses 2-pt shot from 1 ft
2:05.0,Defensive rebound by K. Korver,,58-75,,
1:50.0,Turnover by L. James (bad pass; steal by A. Baynes),,58-75,,
1:37.0,,,58-78,3,M. Morris makes 3-pt shot from 26 ft (assist by J. Tatum)
1:19.0,,,58-78,,Personal foul by M. Smart (drawn by K. Love)
1:19.0,K. Love makes free throw 1 of 2,1,59-78,,
1:19.0,J. Green enters the game for L. James,,59-78,,
1:19.0,K. Love makes free throw 2 of 2,1,60-78,,
1:07.0,,,60-78,,J. Brown misses 2-pt shot from 8 ft
1:06.0,Defensive rebound by Team,,60-78,,
1:06.0,,,60-78,,S. Ojeleye enters the game for M. Morris
0:46.0,K. Love misses 2-pt shot from 2 ft,,60-78,,
0:46.0,Offensive rebound by K. Love,,60-78,,
0:46.0,Shooting foul by M. Smart (drawn by K. Love),,60-78,,
0:46.0,K. Love makes free throw 1 of 2,1,61-78,,
0:46.0,,,61-78,,A. Horford enters the game for J. Brown
0:46.0,,,61-78,,T. Rozier enters the game for A. Baynes
0:46.0,T. Thompson enters the game for K. Korver,,61-78,,
0:46.0,K. Love makes free throw 2 of 2,1,62-78,,
0:24.0,,,62-78,,S. Ojeleye misses 3-pt shot from 23 ft
0:22.0,Defensive rebound by K. Love,,62-78,,
0:04.0,K. Love misses 2-pt shot from 16 ft,,62-78,,
0:00.0,Offensive rebound by J. Green,,62-78,,
0:00.0,J. Green makes 2-pt shot from 20 ft,2,64-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,64-78,,M. Morris misses 2-pt shot from 19 ft
11:42.0,,,64-78,,Offensive rebound by M. Morris
11:41.0,,,64-80,2,M. Morris makes 2-pt shot at rim
11:28.0,J. Clarkson misses 2-pt shot from 12 ft,,64-80,,
11:25.0,,,64-80,,Defensive rebound by M. Morris
11:18.0,,,64-80,,M. Smart misses 2-pt shot from 1 ft
11:17.0,Defensive rebound by T. Thompson,,64-80,,
11:16.0,Turnover by T. Thompson (bad pass),,64-80,,
11:14.0,,,64-83,3,M. Smart makes 3-pt shot from 22 ft (assist by J. Tatum)
10:59.0,Turnover by L. James (bad pass; steal by J. Tatum),,64-83,,
10:52.0,,,64-85,2,J. Tatum makes 2-pt shot from 1 ft
10:51.0,Cleveland full timeout,,64-85,,
10:40.0,L. James misses 2-pt shot from 15 ft,,64-85,,
10:37.0,,,64-85,,Defensive rebound by A. Baynes
10:25.0,,,64-85,,T. Rozier misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by J. Clarkson,,64-85,,
10:16.0,J. Clarkson makes 2-pt shot from 4 ft,2,66-85,,
9:49.0,,,66-85,,M. Smart misses 2-pt shot from 12 ft
9:48.0,Defensive rebound by L. James,,66-85,,
9:38.0,R. Hood makes 2-pt shot from 1 ft (assist by J. Green),2,68-85,,
9:20.0,,,68-87,2,M. Smart makes 2-pt shot from 6 ft (assist by A. Baynes)
9:11.0,L. James misses 3-pt shot from 27 ft,,68-87,,
9:07.0,Offensive rebound by J. Clarkson,,68-87,,
9:06.0,Turnover by L. James (traveling),,68-87,,
8:52.0,,,68-89,2,J. Tatum makes 2-pt shot from 1 ft
8:39.0,J. Clarkson misses 2-pt shot from 15 ft,,68-89,,
8:36.0,,,68-89,,Defensive rebound by M. Smart
8:20.0,,,68-89,,Shooting foul by L. James (drawn by M. Morris)
8:20.0,,,68-90,1,M. Morris makes free throw 1 of 2
8:20.0,,,68-91,1,M. Morris makes free throw 2 of 2
8:05.0,L. James misses 3-pt shot from 24 ft,,68-91,,
8:02.0,,,68-91,,Defensive rebound by J. Tatum
7:52.0,,,68-94,3,J. Tatum makes 3-pt shot from 27 ft
7:29.0,R. Hood misses 2-pt shot from 15 ft,,68-94,,
7:26.0,,,68-94,,Defensive rebound by M. Morris
7:22.0,,,68-94,,M. Smart misses 3-pt shot from 23 ft
7:19.0,,,68-94,,Offensive rebound by J. Tatum
7:09.0,,,68-96,2,T. Rozier makes 2-pt shot from 2 ft
7:09.0,Cleveland full timeout,,68-96,,
7:09.0,C. Osman enters the game for L. James,,68-96,,
6:54.0,R. Hood makes 2-pt shot from 13 ft (assist by T. Thompson),2,70-96,,
6:33.0,,,70-98,2,T. Rozier makes 2-pt shot from 12 ft (assist by A. Baynes)
6:20.0,J. Clarkson misses 2-pt shot from 2 ft,,70-98,,
6:18.0,,,70-98,,Defensive rebound by A. Baynes
6:13.0,,,70-98,,M. Smart misses 2-pt shot from 1 ft
6:12.0,Defensive rebound by T. Thompson,,70-98,,
6:10.0,,,70-98,,S. Ojeleye enters the game for J. Tatum
6:06.0,R. Hood misses 3-pt shot from 24 ft,,70-98,,
6:03.0,,,70-98,,Defensive rebound by T. Rozier
5:47.0,,,70-98,,Turnover by M. Smart (bad pass; steal by C. Osman)
5:42.0,C. Osman misses 2-pt shot from 1 ft,,70-98,,
5:41.0,Offensive rebound by T. Thompson,,70-98,,
5:41.0,T. Thompson makes 2-pt shot at rim,2,72-98,,
5:19.0,,,72-101,3,M. Morris makes 3-pt shot from 27 ft (assist by T. Rozier)
4:52.0,J. Clarkson makes 3-pt shot from 26 ft (assist by R. Hood),3,75-101,,
4:35.0,Personal foul by R. Hood (drawn by M. Smart),,75-101,,
4:35.0,,,75-101,,G. Yabusele enters the game for M. Morris
4:35.0,,,75-101,,G. Monroe enters the game for M. Smart
4:35.0,,,75-101,,A. Nader enters the game for A. Baynes
4:28.0,,,75-101,,T. Rozier misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by T. Thompson,,75-101,,
4:17.0,R. Hood makes 2-pt shot from 15 ft,2,77-101,,
4:02.0,,,77-101,,Turnover by A. Nader (bad pass; steal by J. Clarkson)
3:53.0,Shooting foul by A. Nader (drawn by J. Green),,77-101,,
3:53.0,J. Green makes free throw 1 of 2,1,78-101,,
3:53.0,L. Nance enters the game for T. Thompson,,78-101,,
3:53.0,J. Calderon enters the game for J. Clarkson,,78-101,,
3:53.0,J. Green makes free throw 2 of 2,1,79-101,,
3:36.0,,,79-101,,A. Nader misses 2-pt shot from 20 ft
3:31.0,Defensive rebound by C. Osman,,79-101,,
3:30.0,Shooting foul by S. Ojeleye (drawn by J. Green),,79-101,,
3:30.0,J. Green makes free throw 1 of 2,1,80-101,,
3:30.0,J. Green makes free throw 2 of 2,1,81-101,,
3:18.0,,,81-103,2,A. Nader makes 2-pt shot at rim (assist by G. Monroe)
3:04.0,J. Green misses 2-pt shot from 12 ft,,81-103,,
3:01.0,,,81-103,,Defensive rebound by T. Rozier
2:52.0,Personal foul by R. Hood (drawn by A. Nader),,81-103,,
2:52.0,,,81-103,,A. Baynes enters the game for T. Rozier
2:52.0,A. Zizic enters the game for J. Green,,81-103,,
2:42.0,,,81-103,,A. Baynes misses 2-pt shot from 5 ft
2:41.0,,,81-103,,Offensive rebound by G. Monroe
2:38.0,,,81-103,,Turnover by Team (shot clock)
2:24.0,C. Osman misses 3-pt shot from 23 ft,,81-103,,
2:22.0,,,81-103,,Defensive rebound by A. Baynes
2:07.0,Violation by J. Calderon (kicked ball),,81-103,,
2:00.0,,,81-103,,A. Nader misses 3-pt shot from 28 ft
1:58.0,Defensive rebound by C. Osman,,81-103,,
1:51.0,Shooting foul by G. Monroe (drawn by A. Zizic),,81-103,,
1:51.0,A. Zizic misses free throw 1 of 2,,81-103,,
1:51.0,Offensive rebound by Team,,81-103,,
1:51.0,A. Zizic misses free throw 2 of 2,,81-103,,
1:49.0,,,81-103,,Defensive rebound by A. Baynes
1:40.0,,,81-103,,S. Ojeleye misses 3-pt shot from 27 ft
1:38.0,Defensive rebound by A. Zizic,,81-103,,
1:26.0,C. Osman misses 2-pt shot from 21 ft,,81-103,,
1:23.0,,,81-103,,Defensive rebound by A. Baynes
1:19.0,,,81-105,2,S. Ojeleye makes 2-pt shot from 2 ft
1:19.0,,,81-105,,Shooting foul by L. Nance (drawn by S. Ojeleye)
1:19.0,,,81-106,1,S. Ojeleye makes free throw 1 of 1
1:07.0,J. Calderon misses 3-pt shot from 28 ft,,81-106,,
1:06.0,,,81-106,,Defensive rebound by G. Monroe
0:56.0,,,81-108,2,G. Monroe makes 2-pt shot from 5 ft
0:39.0,J. Calderon makes 2-pt shot from 15 ft (assist by A. Zizic),2,83-108,,
0:25.0,,,83-108,,S. Ojeleye misses 3-pt shot from 26 ft
0:23.0,Defensive rebound by A. Zizic,,83-108,,
0:12.0,R. Hood misses 2-pt shot from 11 ft,,83-108,,
0:10.0,,,83-108,,Defensive rebound by S. Ojeleye
