time,Golden State,pts.away,score,pts.home,Houston
0:40.0,,,94-95,,Defensive rebound by T. Ariza
0:23.0,,,94-95,,J. Harden misses 3-pt shot from 26 ft
0:22.0,Defensive rebound by Team,,94-95,,
0:22.0,,,94-95,,C. Capela enters the game for C. Paul
0:13.0,S. Curry misses 2-pt shot from 6 ft,,94-95,,
0:10.0,,,94-95,,Defensive rebound by T. Ariza
0:10.0,Personal take foul by D. Green (drawn by T. Ariza),,94-95,,
0:10.0,,,94-96,1,T. Ariza makes free throw 1 of 2
0:10.0,K. Looney enters the game for Q. Cook,,94-96,,
0:10.0,,,94-96,,T. Ariza misses free throw 2 of 2
0:09.0,Defensive rebound by D. Green,,94-96,,
0:06.0,Golden State full timeout,,94-96,,
0:06.0,Q. Cook enters the game for K. Looney,,94-96,,
0:03.0,Turnover by D. Green (lost ball; steal by E. Gordon),,94-96,,
0:02.0,Personal foul by D. Green (drawn by E. Gordon),,94-96,,
0:02.0,,,94-97,1,E. Gordon makes free throw 1 of 2
0:02.0,D. West enters the game for Q. Cook,,94-97,,
0:02.0,,,94-98,1,E. Gordon makes free throw 2 of 2
0:00.0,K. Thompson misses 3-pt shot from 51 ft,,94-98,,
0:00.0,Offensive rebound by Team,,94-98,,
