time,Golden State,pts.away,score,pts.home,New Orleans
6:27.0,,,9-11,3,N. Mirotic makes 3-pt shot from 26 ft (assist by R. Rondo)
6:13.0,Turnover by D. Green (bad pass),,9-11,,
6:13.0,K. Looney enters the game for J. McGee,,9-11,,
6:01.0,Personal foul by K. Looney (drawn by J. Holiday),,9-11,,
6:01.0,A. Iguodala enters the game for S. Curry,,9-11,,
5:51.0,,,9-11,,J. Holiday misses 2-pt shot from 19 ft
5:48.0,Defensive rebound by K. Looney,,9-11,,
5:40.0,K. Durant makes 2-pt shot from 14 ft,2,11-11,,
5:24.0,,,11-11,,R. Rondo misses 3-pt shot from 23 ft
5:21.0,,,11-11,,Offensive rebound by J. Holiday
5:21.0,Personal foul by K. Thompson (drawn by E. Moore),,11-11,,
5:21.0,,,11-11,,S. Hill enters the game for N. Mirotic
5:10.0,,,11-14,3,S. Hill makes 3-pt shot from 25 ft (assist by R. Rondo)
4:57.0,D. Green misses 3-pt shot from 24 ft,,11-14,,
4:55.0,,,11-14,,Defensive rebound by A. Davis
4:51.0,,,11-17,3,A. Davis makes 3-pt shot from 26 ft (assist by R. Rondo)
4:30.0,D. Green makes 3-pt shot from 25 ft (assist by K. Durant),3,14-17,,
4:15.0,,,14-20,3,S. Hill makes 3-pt shot from 22 ft (assist by R. Rondo)
4:07.0,Turnover by D. Green (bad pass),,14-20,,
3:55.0,,,14-22,2,E. Moore makes 2-pt shot from 1 ft (assist by R. Rondo)
3:49.0,Golden State full timeout,,14-22,,
3:49.0,,,14-22,,D. Miller enters the game for R. Rondo
3:49.0,S. Livingston enters the game for K. Thompson,,14-22,,
3:49.0,S. Curry enters the game for D. Green,,14-22,,
3:42.0,S. Curry misses 2-pt shot from 18 ft,,14-22,,
3:39.0,,,14-22,,Defensive rebound by J. Holiday
3:19.0,,,14-25,3,S. Hill makes 3-pt shot from 25 ft (assist by J. Holiday)
2:56.0,K. Durant misses 2-pt shot from 13 ft,,14-25,,
2:52.0,,,14-25,,Defensive rebound by A. Davis
2:45.0,,,14-27,2,J. Holiday makes 2-pt shot at rim
2:32.0,S. Curry misses 3-pt shot from 25 ft,,14-27,,
2:32.0,,,14-27,,Defensive rebound by E. Moore
2:23.0,,,14-27,,Turnover by J. Holiday (lost ball; steal by K. Durant)
2:21.0,Shooting foul by S. Hill (drawn by K. Durant),,14-27,,
2:21.0,K. Durant misses free throw 1 of 2,,14-27,,
2:21.0,Offensive rebound by Team,,14-27,,
2:21.0,,,14-27,,I. Clark enters the game for E. Moore
2:21.0,K. Durant makes free throw 2 of 2,1,15-27,,
2:15.0,Personal foul by K. Looney (drawn by A. Davis),,15-27,,
2:07.0,,,15-27,,A. Davis misses 2-pt shot from 6 ft
2:03.0,Defensive rebound by K. Looney,,15-27,,
1:52.0,K. Durant makes 2-pt shot from 13 ft,2,17-27,,
1:31.0,,,17-27,,S. Hill misses 3-pt shot from 24 ft
1:28.0,Defensive rebound by A. Iguodala,,17-27,,
1:17.0,S. Livingston misses 2-pt shot from 7 ft,,17-27,,
1:13.0,,,17-27,,Defensive rebound by I. Clark
1:06.0,,,17-30,3,J. Holiday makes 3-pt shot from 26 ft (assist by A. Davis)
0:49.0,K. Durant makes 2-pt shot from 19 ft,2,19-30,,
0:32.0,,,19-30,,I. Clark misses 2-pt shot from 18 ft (block by S. Livingston)
0:28.0,Defensive rebound by S. Curry,,19-30,,
0:11.0,S. Curry misses 2-pt shot from 11 ft (block by J. Holiday),,19-30,,
0:11.0,Offensive rebound by Team,,19-30,,
0:11.0,,,19-30,,R. Rondo enters the game for J. Holiday
0:11.0,K. Thompson enters the game for K. Looney,,19-30,,
0:11.0,D. Green enters the game for S. Livingston,,19-30,,
0:05.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,21-30,,
0:03.0,Personal foul by D. Green (drawn by A. Davis),,21-30,,
0:03.0,,,21-30,,J. Holiday enters the game for S. Hill
0:03.0,S. Livingston enters the game for K. Thompson,,21-30,,
0:00.0,,,21-30,,J. Holiday misses 3-pt shot from 25 ft
0:00.0,,,21-30,,Offensive rebound by D. Miller
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,21-33,3,I. Clark makes 3-pt shot from 25 ft (assist by R. Rondo)
11:22.0,K. Thompson misses 2-pt shot from 18 ft,,21-33,,
11:18.0,,,21-33,,Defensive rebound by N. Mirotic
11:09.0,,,21-35,2,N. Mirotic makes 2-pt shot from 16 ft (assist by I. Clark)
11:09.0,,,21-35,,Shooting foul by S. Livingston (drawn by N. Mirotic)
11:09.0,,,21-36,1,N. Mirotic makes free throw 1 of 1
10:53.0,K. Thompson makes 2-pt shot from 3 ft,2,23-36,,
10:38.0,,,23-36,,R. Rondo misses 2-pt shot from 6 ft
10:34.0,Defensive rebound by D. Green,,23-36,,
10:25.0,S. Livingston misses 2-pt shot from 10 ft,,23-36,,
10:25.0,,,23-36,,Defensive rebound by R. Rondo
10:15.0,Violation by D. Green (kicked ball),,23-36,,
10:07.0,,,23-36,,N. Mirotic misses 2-pt shot from 8 ft
10:07.0,,,23-36,,Offensive rebound by S. Hill
10:00.0,,,23-38,2,N. Mirotic makes 2-pt shot from 1 ft (assist by R. Rondo)
9:57.0,,,23-38,,Personal foul by S. Hill (drawn by S. Livingston)
9:51.0,K. Thompson makes 2-pt shot from 14 ft (assist by D. Green),2,25-38,,
9:42.0,,,25-38,,S. Hill misses 3-pt shot from 27 ft
9:42.0,Defensive rebound by K. Thompson,,25-38,,
9:27.0,D. Green makes 3-pt shot from 25 ft (assist by D. West),3,28-38,,
9:06.0,,,28-40,2,D. Miller makes 2-pt shot from 13 ft (assist by N. Mirotic)
8:59.0,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Livingston),2,30-40,,
8:43.0,,,30-40,,N. Mirotic misses 2-pt shot from 11 ft
8:40.0,Defensive rebound by D. Green,,30-40,,
8:37.0,,,30-41,1,I. Clark makes technical free throw
8:37.0,,,30-41,,E. Moore enters the game for I. Clark
8:37.0,,,30-41,,A. Davis enters the game for S. Hill
8:27.0,Shooting foul by D. Miller (drawn by K. Thompson),,30-41,,
8:27.0,K. Thompson makes free throw 1 of 2,1,31-41,,
8:27.0,K. Thompson makes free throw 2 of 2,1,32-41,,
8:16.0,,,32-41,,D. Miller misses 2-pt shot from 9 ft
8:14.0,Defensive rebound by D. Green,,32-41,,
8:08.0,K. Thompson misses 3-pt shot from 25 ft,,32-41,,
8:04.0,,,32-41,,Defensive rebound by N. Mirotic
7:55.0,,,32-41,,R. Rondo misses 2-pt shot from 17 ft
7:51.0,Defensive rebound by D. Green,,32-41,,
7:45.0,K. Thompson misses 3-pt shot from 26 ft,,32-41,,
7:42.0,,,32-41,,Defensive rebound by A. Davis
7:35.0,,,32-41,,Turnover by D. Miller (lost ball; steal by A. Iguodala)
7:33.0,,,32-41,,Personal foul by D. Miller (drawn by A. Iguodala)
7:33.0,,,32-41,,J. Holiday enters the game for D. Miller
7:27.0,Shooting foul by E. Moore (drawn by K. Thompson),,32-41,,
7:27.0,K. Thompson makes free throw 1 of 3,1,33-41,,
7:27.0,K. Thompson makes free throw 2 of 3,1,34-41,,
7:27.0,K. Thompson makes free throw 3 of 3,1,35-41,,
7:22.0,Violation by K. Thompson (kicked ball),,35-41,,
7:22.0,K. Durant enters the game for D. West,,35-41,,
7:12.0,,,35-44,3,J. Holiday makes 3-pt shot from 24 ft
7:01.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston),3,38-44,,
6:54.0,,,38-44,,New Orleans full timeout
6:54.0,K. Looney enters the game for A. Iguodala,,38-44,,
6:45.0,,,38-44,,A. Davis misses 2-pt shot from 14 ft
6:43.0,Defensive rebound by K. Thompson,,38-44,,
6:25.0,K. Looney makes 2-pt shot from 1 ft (assist by D. Green),2,40-44,,
6:09.0,,,40-46,2,A. Davis makes 2-pt shot from 8 ft (assist by J. Holiday)
5:47.0,K. Durant makes 2-pt shot from 14 ft (assist by S. Livingston),2,42-46,,
5:38.0,,,42-49,3,N. Mirotic makes 3-pt shot from 27 ft (assist by R. Rondo)
5:13.0,K. Thompson misses 3-pt shot from 24 ft,,42-49,,
5:10.0,,,42-49,,Defensive rebound by R. Rondo
5:01.0,,,42-49,,N. Mirotic misses 2-pt shot from 5 ft
4:58.0,,,42-49,,Offensive rebound by A. Davis
4:58.0,,,42-51,2,A. Davis makes 2-pt shot at rim
4:58.0,Golden State full timeout,,42-51,,
4:58.0,S. Curry enters the game for S. Livingston,,42-51,,
4:40.0,K. Durant misses 2-pt shot from 16 ft,,42-51,,
4:37.0,,,42-51,,Defensive rebound by A. Davis
4:29.0,Personal foul by K. Thompson (drawn by E. Moore),,42-51,,
4:29.0,A. Iguodala enters the game for K. Looney,,42-51,,
4:17.0,,,42-53,2,A. Davis makes 2-pt shot from 1 ft (assist by E. Moore)
4:02.0,D. Green misses 2-pt shot from 11 ft,,42-53,,
4:00.0,,,42-53,,Defensive rebound by N. Mirotic
3:48.0,,,42-55,2,A. Davis makes 2-pt shot from 8 ft (assist by E. Moore)
3:48.0,,,42-55,,Shooting foul by K. Thompson (drawn by A. Davis)
3:48.0,,,42-55,,A. Davis misses free throw 1 of 1
3:48.0,Defensive rebound by D. Green,,42-55,,
3:40.0,S. Curry makes 3-pt shot from 24 ft,3,45-55,,
3:12.0,,,45-55,,A. Davis misses 2-pt shot from 3 ft
3:10.0,Defensive rebound by D. Green,,45-55,,
3:08.0,A. Iguodala misses 2-pt shot from 3 ft (block by J. Holiday),,45-55,,
3:07.0,,,45-55,,Defensive rebound by R. Rondo
3:06.0,,,45-55,,Turnover by R. Rondo (bad pass; steal by S. Curry)
3:00.0,Turnover by S. Curry (out of bounds lost ball),,45-55,,
2:49.0,,,45-57,2,R. Rondo makes 2-pt shot from 1 ft (assist by A. Davis)
2:33.0,K. Durant misses 3-pt shot from 26 ft,,45-57,,
2:29.0,Offensive rebound by D. Green,,45-57,,
2:28.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Durant),3,48-57,,
2:16.0,,,48-60,3,N. Mirotic makes 3-pt shot from 23 ft (assist by R. Rondo)
2:02.0,S. Curry misses 2-pt shot from 14 ft,,48-60,,
1:59.0,,,48-60,,Defensive rebound by J. Holiday
1:49.0,,,48-60,,A. Davis misses 2-pt shot at rim
1:47.0,Defensive rebound by K. Thompson,,48-60,,
1:45.0,K. Thompson makes 2-pt shot from 1 ft,2,50-60,,
1:37.0,,,50-60,,A. Davis misses 2-pt shot from 15 ft
1:36.0,,,50-60,,Offensive rebound by Team
1:36.0,Loose ball foul by A. Iguodala (drawn by N. Mirotic),,50-60,,
1:27.0,,,50-60,,A. Davis misses 2-pt shot from 1 ft
1:25.0,Defensive rebound by S. Curry,,50-60,,
1:22.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,53-60,,
1:03.0,,,53-60,,Shooting foul by S. Curry (drawn by E. Moore)
1:03.0,,,53-61,1,E. Moore makes free throw 1 of 2
1:03.0,,,53-62,1,E. Moore makes free throw 2 of 2
0:54.0,Turnover by S. Curry (bad pass; steal by A. Davis),,53-62,,
0:47.0,,,53-62,,Turnover by E. Moore (lost ball; steal by K. Durant)
0:37.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,56-62,,
0:28.0,,,56-62,,J. Holiday misses 2-pt shot from 2 ft
0:25.0,Defensive rebound by S. Curry,,56-62,,
0:10.0,S. Curry misses 3-pt shot from 27 ft,,56-62,,
0:07.0,,,56-62,,Defensive rebound by J. Holiday
0:01.0,,,56-62,,N. Mirotic misses 3-pt shot from 26 ft
0:01.0,,,56-62,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,56-64,2,E. Moore makes 2-pt shot from 12 ft (assist by J. Holiday)
11:31.0,K. Thompson makes 2-pt shot from 11 ft (assist by S. Curry),2,58-64,,
11:17.0,,,58-64,,E. Moore misses 2-pt shot from 6 ft (block by S. Curry)
11:16.0,,,58-64,,Offensive rebound by Team
11:10.0,Personal foul by D. Green (drawn by A. Davis),,58-64,,
11:05.0,,,58-66,2,A. Davis makes 2-pt shot from 16 ft (assist by J. Holiday)
10:46.0,K. Thompson misses 2-pt shot from 15 ft,,58-66,,
10:42.0,Offensive rebound by J. McGee,,58-66,,
10:42.0,K. Durant misses 3-pt shot from 25 ft,,58-66,,
10:38.0,,,58-66,,Defensive rebound by A. Davis
10:28.0,,,58-66,,A. Davis misses 3-pt shot from 26 ft
10:23.0,Defensive rebound by D. Green,,58-66,,
10:21.0,Turnover by D. Green (bad pass; steal by R. Rondo),,58-66,,
10:18.0,Personal foul by J. McGee (drawn by A. Davis),,58-66,,
10:14.0,,,58-66,,A. Davis misses 2-pt shot from 5 ft
10:12.0,Defensive rebound by D. Green,,58-66,,
10:03.0,S. Curry misses 3-pt shot from 26 ft,,58-66,,
10:00.0,,,58-66,,Defensive rebound by R. Rondo
9:57.0,,,58-66,,R. Rondo misses 3-pt shot from 24 ft
9:52.0,Defensive rebound by K. Thompson,,58-66,,
9:40.0,K. Thompson misses 2-pt shot from 16 ft,,58-66,,
9:39.0,,,58-66,,Defensive rebound by N. Mirotic
9:39.0,Loose ball foul by J. McGee (drawn by N. Mirotic),,58-66,,
9:26.0,,,58-66,,Shooting foul by K. Durant (drawn by J. Holiday)
9:26.0,,,58-67,1,J. Holiday makes free throw 1 of 2
9:26.0,,,58-68,1,J. Holiday makes free throw 2 of 2
9:19.0,Turnover by D. Green (out of bounds lost ball),,58-68,,
9:03.0,,,58-70,2,A. Davis makes 2-pt shot from 5 ft
8:48.0,Turnover by D. Green (bad pass; steal by A. Davis),,58-70,,
8:42.0,,,58-70,,J. Holiday misses 3-pt shot from 24 ft
8:39.0,,,58-70,,Offensive rebound by R. Rondo
8:37.0,,,58-72,2,R. Rondo makes 2-pt shot from 12 ft
8:37.0,Golden State full timeout,,58-72,,
8:37.0,K. Looney enters the game for J. McGee,,58-72,,
8:18.0,K. Thompson misses 2-pt shot from 9 ft,,58-72,,
8:14.0,,,58-72,,Defensive rebound by R. Rondo
8:07.0,,,58-72,,R. Rondo misses 2-pt shot from 2 ft
8:05.0,Defensive rebound by D. Green,,58-72,,
7:51.0,Shooting foul by N. Mirotic (drawn by D. Green),,58-72,,
7:51.0,D. Green misses free throw 1 of 2,,58-72,,
7:51.0,Offensive rebound by Team,,58-72,,
7:51.0,D. Green makes free throw 2 of 2,1,59-72,,
7:29.0,,,59-74,2,N. Mirotic makes 2-pt shot from 2 ft (assist by R. Rondo)
7:20.0,S. Curry misses 2-pt shot from 13 ft,,59-74,,
7:20.0,Offensive rebound by S. Curry,,59-74,,
7:18.0,Shooting foul by A. Davis (drawn by D. Green),,59-74,,
7:18.0,D. Green makes free throw 1 of 2,1,60-74,,
7:18.0,,,60-74,,I. Clark enters the game for E. Moore
7:18.0,D. Green makes free throw 2 of 2,1,61-74,,
7:01.0,,,61-74,,R. Rondo misses 2-pt shot from 3 ft
6:58.0,,,61-74,,Offensive rebound by R. Rondo
6:58.0,,,61-74,,R. Rondo misses 2-pt shot from 2 ft
6:56.0,Defensive rebound by K. Looney,,61-74,,
6:43.0,K. Looney misses 2-pt shot from 1 ft,,61-74,,
6:39.0,,,61-74,,Defensive rebound by A. Davis
6:33.0,,,61-74,,J. Holiday misses 3-pt shot from 24 ft
6:33.0,,,61-74,,Offensive rebound by N. Mirotic
6:23.0,,,61-76,2,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo)
6:11.0,,,61-76,,Personal foul by I. Clark (drawn by K. Thompson)
6:03.0,K. Looney makes 2-pt shot from 1 ft (assist by D. Green),2,63-76,,
5:45.0,,,63-76,,R. Rondo misses 2-pt shot from 1 ft (block by S. Curry)
5:45.0,,,63-76,,Offensive rebound by Team
5:41.0,,,63-78,2,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo)
5:30.0,S. Curry misses 3-pt shot from 25 ft,,63-78,,
5:30.0,,,63-78,,Defensive rebound by N. Mirotic
5:20.0,,,63-81,3,I. Clark makes 3-pt shot from 23 ft (assist by N. Mirotic)
5:04.0,A. Iguodala enters the game for S. Curry,,63-81,,
5:00.0,K. Thompson misses 2-pt shot from 19 ft,,63-81,,
4:55.0,,,63-81,,Defensive rebound by N. Mirotic
4:38.0,,,63-81,,I. Clark misses 2-pt shot from 3 ft
4:38.0,,,63-81,,Offensive rebound by N. Mirotic
4:38.0,,,63-81,,N. Mirotic misses 2-pt shot at rim
4:38.0,,,63-81,,Offensive rebound by A. Davis
4:38.0,,,63-83,2,A. Davis makes 2-pt shot at rim
4:38.0,Golden State full timeout,,63-83,,
4:38.0,,,63-83,,S. Hill enters the game for N. Mirotic
4:38.0,,,63-83,,E. Moore enters the game for R. Rondo
4:22.0,D. Green misses 3-pt shot from 26 ft,,63-83,,
4:18.0,,,63-83,,Defensive rebound by A. Davis
3:57.0,,,63-83,,E. Moore misses 2-pt shot from 11 ft
3:55.0,Defensive rebound by D. Green,,63-83,,
3:52.0,K. Durant makes 2-pt shot from 13 ft,2,65-83,,
3:41.0,,,65-83,,E. Moore misses 2-pt shot from 3 ft
3:41.0,Defensive rebound by K. Looney,,65-83,,
3:30.0,Turnover by K. Durant (bad pass; steal by J. Holiday),,65-83,,
3:24.0,,,65-86,3,I. Clark makes 3-pt shot from 23 ft (assist by E. Moore)
3:11.0,K. Durant misses 3-pt shot from 26 ft,,65-86,,
3:11.0,,,65-86,,Defensive rebound by A. Davis
3:01.0,,,65-86,,I. Clark misses 3-pt shot from 25 ft
2:58.0,,,65-86,,Offensive rebound by A. Davis
2:58.0,S. Livingston enters the game for K. Thompson,,65-86,,
2:58.0,S. Curry enters the game for D. Green,,65-86,,
2:38.0,,,65-88,2,I. Clark makes 2-pt shot from 1 ft
2:23.0,S. Livingston misses 2-pt shot from 15 ft,,65-88,,
2:19.0,,,65-88,,Defensive rebound by J. Holiday
2:13.0,,,65-88,,Shooting foul by K. Looney (drawn by A. Davis)
2:13.0,,,65-89,1,A. Davis makes free throw 1 of 2
2:13.0,,,65-90,1,A. Davis makes free throw 2 of 2
2:02.0,S. Curry misses 2-pt shot from 20 ft (block by I. Clark),,65-90,,
1:59.0,,,65-90,,Defensive rebound by J. Holiday
1:57.0,,,65-90,,E. Moore misses 3-pt shot from 25 ft
1:52.0,Defensive rebound by S. Curry,,65-90,,
1:51.0,Shooting foul by S. Hill (drawn by K. Durant),,65-90,,
1:51.0,K. Durant makes free throw 1 of 2,1,66-90,,
1:51.0,K. Durant makes free throw 2 of 2,1,67-90,,
1:35.0,,,67-90,,Turnover by J. Holiday (bad pass; steal by S. Curry)
1:32.0,S. Curry makes 2-pt shot from 2 ft,2,69-90,,
1:32.0,Shooting foul by A. Davis (drawn by S. Curry),,69-90,,
1:32.0,,,69-90,,N. Mirotic enters the game for A. Davis
1:32.0,S. Curry makes free throw 1 of 1,1,70-90,,
1:17.0,,,70-90,,Turnover by S. Hill (lost ball; steal by K. Looney)
1:05.0,,,70-90,,Personal foul by J. Holiday (drawn by K. Durant)
1:05.0,K. Durant makes free throw 1 of 2,1,71-90,,
1:05.0,,,71-90,,R. Rondo enters the game for J. Holiday
1:05.0,,,71-90,,A. Davis enters the game for S. Hill
1:05.0,K. Durant makes free throw 2 of 2,1,72-90,,
0:40.0,,,72-90,,I. Clark misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by K. Durant,,72-90,,
0:35.0,K. Durant misses 3-pt shot from 25 ft,,72-90,,
0:35.0,Offensive rebound by S. Curry,,72-90,,
0:29.0,S. Curry misses 2-pt shot from 1 ft,,72-90,,
0:27.0,,,72-90,,Defensive rebound by A. Davis
0:08.0,,,72-92,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
0:02.0,K. Durant makes 3-pt shot from 27 ft,3,75-92,,
0:00.0,,,75-92,,A. Davis misses 3-pt shot from 48 ft
0:00.0,,,75-92,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,S. Livingston makes 2-pt shot from 16 ft,2,77-92,,
11:29.0,,,77-94,2,E. Moore makes 2-pt shot from 3 ft (assist by R. Rondo)
11:29.0,,,77-94,,Shooting foul by S. Livingston (drawn by E. Moore)
11:29.0,,,77-95,1,E. Moore makes free throw 1 of 1
11:12.0,D. Green misses 2-pt shot from 14 ft,,77-95,,
11:12.0,,,77-95,,Defensive rebound by R. Rondo
11:03.0,,,77-95,,Turnover by R. Rondo (traveling)
10:49.0,K. Thompson misses 2-pt shot from 2 ft,,77-95,,
10:46.0,,,77-95,,Defensive rebound by A. Davis
10:41.0,,,77-97,2,I. Clark makes 2-pt shot from 21 ft (assist by N. Mirotic)
10:29.0,S. Livingston misses 2-pt shot from 18 ft,,77-97,,
10:29.0,,,77-97,,Defensive rebound by R. Rondo
10:10.0,,,77-99,2,I. Clark makes 2-pt shot from 6 ft (assist by R. Rondo)
9:57.0,K. Thompson makes 2-pt shot from 15 ft (assist by D. Green),2,79-99,,
9:43.0,,,79-101,2,I. Clark makes 2-pt shot from 3 ft (assist by R. Rondo)
9:33.0,K. Thompson makes 2-pt shot from 15 ft (assist by D. Green),2,81-101,,
9:09.0,,,81-101,,R. Rondo misses 2-pt shot from 19 ft
9:09.0,Defensive rebound by K. Thompson,,81-101,,
8:58.0,K. Thompson misses 3-pt shot from 25 ft,,81-101,,
8:58.0,,,81-101,,Defensive rebound by A. Davis
8:52.0,,,81-101,,New Orleans full timeout
8:52.0,,,81-101,,J. Holiday enters the game for E. Moore
8:52.0,K. Durant enters the game for S. Livingston,,81-101,,
8:52.0,S. Curry enters the game for D. West,,81-101,,
8:42.0,,,81-103,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
8:23.0,Turnover by D. Green (bad pass; steal by J. Holiday),,81-103,,
8:09.0,Personal foul by D. Green (drawn by A. Davis),,81-103,,
8:05.0,,,81-105,2,A. Davis makes 2-pt shot from 10 ft (assist by R. Rondo)
7:50.0,A. Iguodala misses 2-pt shot from 14 ft,,81-105,,
7:48.0,,,81-105,,Defensive rebound by A. Davis
7:39.0,,,81-105,,Turnover by R. Rondo (bad pass; steal by A. Iguodala)
7:37.0,,,81-105,,Personal foul by R. Rondo (drawn by A. Iguodala)
7:31.0,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala),3,84-105,,
7:16.0,,,84-108,3,J. Holiday makes 3-pt shot from 26 ft
7:05.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,86-108,,
7:05.0,Shooting foul by A. Davis (drawn by S. Curry),,86-108,,
7:05.0,S. Curry makes free throw 1 of 1,1,87-108,,
7:05.0,,,87-108,,E. Moore enters the game for I. Clark
6:44.0,,,87-110,2,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo)
6:31.0,S. Curry misses 3-pt shot from 25 ft,,87-110,,
6:27.0,Offensive rebound by A. Iguodala,,87-110,,
6:23.0,K. Durant misses 2-pt shot from 11 ft,,87-110,,
6:21.0,,,87-110,,Defensive rebound by N. Mirotic
6:02.0,,,87-110,,Shooting foul by A. Iguodala (drawn by J. Holiday)
6:02.0,,,87-110,,J. Holiday misses free throw 1 of 2
6:02.0,,,87-110,,Offensive rebound by Team
6:02.0,,,87-110,,D. Miller enters the game for N. Mirotic
6:02.0,,,87-110,,J. Holiday misses free throw 2 of 2
5:59.0,Defensive rebound by K. Durant,,87-110,,
5:47.0,A. Iguodala makes 2-pt shot from 1 ft (assist by D. Green),2,89-110,,
5:27.0,Violation by D. Green (kicked ball),,89-110,,
5:17.0,,,89-112,2,A. Davis makes 2-pt shot from 22 ft (assist by R. Rondo)
5:02.0,Turnover by S. Curry (bad pass; steal by A. Davis),,89-112,,
4:59.0,,,89-114,2,E. Moore makes 2-pt shot at rim (assist by A. Davis)
4:59.0,Golden State full timeout,,89-114,,
4:59.0,,,89-114,,Technical foul by R. Rondo
4:59.0,Q. Cook enters the game for A. Iguodala,,89-114,,
4:59.0,Z. Pachulia enters the game for K. Thompson,,89-114,,
4:59.0,N. Young enters the game for D. Green,,89-114,,
4:59.0,K. Looney enters the game for S. Curry,,89-114,,
4:59.0,J. Bell enters the game for K. Durant,,89-114,,
