time,LA Clippers,pts.away,score,pts.home,Memphis
7:07.0,T. Wallace makes 2-pt shot from 7 ft,2,10-11,,
6:52.0,,,10-13,2,M. Gasol makes 2-pt shot from 18 ft (assist by M. Chalmers)
6:36.0,M. Teodosic makes 2-pt shot from 18 ft,2,12-13,,
6:14.0,,,12-15,2,M. Gasol makes 2-pt shot from 1 ft (assist by J. Martin)
5:56.0,Turnover by T. Wallace (lost ball; steal by M. Chalmers),,12-15,,
5:52.0,,,12-15,,Offensive charge foul by J. Martin (drawn by B. Griffin)
5:52.0,,,12-15,,Turnover by J. Martin (offensive foul)
5:52.0,,,12-15,,I. Rabb enters the game for J. Martin
5:52.0,,,12-15,,W. Selden enters the game for D. Brooks
5:52.0,L. Williams enters the game for M. Teodosic,,12-15,,
5:38.0,B. Griffin misses 2-pt shot from 5 ft,,12-15,,
5:35.0,,,12-15,,Defensive rebound by I. Rabb
5:24.0,,,12-15,,M. Gasol misses 2-pt shot from 2 ft
5:22.0,Defensive rebound by D. Jordan,,12-15,,
5:15.0,L. Williams misses 2-pt shot from 7 ft (block by M. Chalmers),,12-15,,
5:12.0,,,12-15,,Defensive rebound by M. Chalmers
5:11.0,,,12-15,,W. Selden misses 2-pt shot from 2 ft (block by W. Johnson)
5:11.0,,,12-15,,Offensive rebound by Team
4:58.0,,,12-15,,Turnover by W. Selden (bad pass; steal by D. Jordan)
4:52.0,L. Williams makes 2-pt shot from 3 ft,2,14-15,,
4:26.0,,,14-15,,Turnover by M. Chalmers (lost ball; steal by L. Williams)
4:19.0,B. Griffin misses 2-pt shot from 22 ft,,14-15,,
4:15.0,,,14-15,,Defensive rebound by W. Selden
4:07.0,,,14-15,,M. Gasol misses 2-pt shot from 7 ft
4:04.0,Defensive rebound by D. Jordan,,14-15,,
3:59.0,Shooting foul by I. Rabb (drawn by L. Williams),,14-15,,
3:59.0,L. Williams makes free throw 1 of 2,1,15-15,,
3:59.0,L. Williams makes free throw 2 of 2,1,16-15,,
3:40.0,,,16-15,,W. Selden misses 3-pt shot from 24 ft
3:36.0,Defensive rebound by W. Johnson,,16-15,,
3:26.0,Shooting foul by M. Henry (drawn by D. Jordan),,16-15,,
3:26.0,D. Jordan makes free throw 1 of 2,1,17-15,,
3:26.0,D. Jordan makes free throw 2 of 2,1,18-15,,
3:07.0,,,18-18,3,M. Chalmers makes 3-pt shot from 24 ft (assist by W. Selden)
2:52.0,B. Griffin makes 3-pt shot from 25 ft (assist by L. Williams),3,21-18,,
2:39.0,,,21-18,,I. Rabb misses 2-pt shot from 1 ft (block by W. Johnson)
2:34.0,Defensive rebound by B. Griffin,,21-18,,
2:33.0,,,21-18,,D. Davis enters the game for M. Gasol
2:33.0,M. Harrell enters the game for D. Jordan,,21-18,,
2:31.0,Shooting foul by W. Selden (drawn by L. Williams),,21-18,,
2:31.0,L. Williams makes free throw 1 of 2,1,22-18,,
2:31.0,L. Williams makes free throw 2 of 2,1,23-18,,
2:14.0,,,23-18,,Shooting foul by M. Harrell (drawn by M. Henry)
2:14.0,,,23-18,,M. Henry misses free throw 1 of 2
2:14.0,,,23-18,,Offensive rebound by Team
2:14.0,,,23-18,,A. Harrison enters the game for W. Selden
2:14.0,,,23-19,1,M. Henry makes free throw 2 of 2
2:03.0,L. Williams misses 3-pt shot from 23 ft,,23-19,,
1:59.0,,,23-19,,Defensive rebound by M. Henry
1:49.0,,,23-19,,Turnover by M. Henry (bad pass; steal by L. Williams)
1:45.0,T. Wallace misses 2-pt shot from 3 ft (block by M. Henry),,23-19,,
1:42.0,Offensive rebound by T. Wallace,,23-19,,
1:40.0,W. Johnson misses 3-pt shot from 26 ft,,23-19,,
1:36.0,,,23-19,,Defensive rebound by D. Davis
1:27.0,,,23-19,,Turnover by M. Chalmers (bad pass; steal by M. Harrell)
1:23.0,Turnover by B. Griffin (traveling),,23-19,,
1:23.0,S. Dekker enters the game for B. Griffin,,23-19,,
1:06.0,,,23-19,,A. Harrison misses 2-pt shot from 20 ft
1:03.0,Defensive rebound by W. Johnson,,23-19,,
0:54.0,,,23-19,,Personal foul by M. Henry (drawn by L. Williams)
0:54.0,L. Williams misses free throw 1 of 2,,23-19,,
0:54.0,Offensive rebound by Team,,23-19,,
0:54.0,,,23-19,,D. Brooks enters the game for M. Henry
0:54.0,S. Thornwell enters the game for W. Johnson,,23-19,,
0:54.0,L. Williams makes free throw 2 of 2,1,24-19,,
0:36.0,,,24-19,,D. Davis misses 2-pt shot from 16 ft
0:33.0,,,24-19,,Offensive rebound by D. Davis
0:33.0,,,24-19,,Shooting foul by S. Thornwell (drawn by D. Davis)
0:33.0,,,24-20,1,D. Davis makes free throw 1 of 2
0:33.0,,,24-20,,D. Davis misses free throw 2 of 2
0:32.0,Defensive rebound by M. Harrell,,24-20,,
0:22.0,Shooting foul by D. Davis (drawn by S. Dekker),,24-20,,
0:22.0,S. Dekker misses free throw 1 of 2,,24-20,,
0:22.0,Offensive rebound by Team,,24-20,,
0:22.0,W. Johnson enters the game for L. Williams,,24-20,,
0:22.0,S. Dekker misses free throw 2 of 2,,24-20,,
0:18.0,,,24-20,,Defensive rebound by A. Harrison
0:05.0,,,24-20,,D. Davis misses 2-pt shot from 17 ft
0:05.0,Defensive rebound by S. Thornwell,,24-20,,
0:00.0,T. Wallace misses 3-pt shot from 47 ft,,24-20,,
0:00.0,Offensive rebound by Team,,24-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,24-22,2,J. Martin makes 2-pt shot from 1 ft (assist by I. Rabb)
11:23.0,M. Teodosic misses 3-pt shot from 27 ft,,24-22,,
11:19.0,,,24-22,,Defensive rebound by J. Martin
11:10.0,,,24-24,2,A. Harrison makes 2-pt shot from 2 ft (assist by I. Rabb)
11:10.0,LA Clippers full timeout,,24-24,,
10:53.0,,,24-24,,Personal foul by D. Brooks (drawn by L. Williams)
10:47.0,Shooting foul by A. Harrison (drawn by L. Williams),,24-24,,
10:47.0,L. Williams makes free throw 1 of 2,1,25-24,,
10:47.0,L. Williams makes free throw 2 of 2,1,26-24,,
10:26.0,,,26-24,,M. Chalmers misses 2-pt shot from 10 ft
10:25.0,,,26-24,,Offensive rebound by I. Rabb
10:25.0,,,26-24,,Shooting foul by M. Harrell (drawn by I. Rabb)
10:25.0,,,26-25,1,I. Rabb makes free throw 1 of 2
10:25.0,,,26-26,1,I. Rabb makes free throw 2 of 2
10:08.0,Shooting foul by I. Rabb (drawn by S. Thornwell),,26-26,,
10:08.0,S. Thornwell makes free throw 1 of 2,1,27-26,,
10:08.0,S. Thornwell makes free throw 2 of 2,1,28-26,,
9:46.0,,,28-26,,J. Martin misses 2-pt shot from 16 ft
9:42.0,Defensive rebound by L. Williams,,28-26,,
9:37.0,M. Harrell makes 2-pt shot from 3 ft (assist by L. Williams),2,30-26,,
9:14.0,Personal foul by L. Williams (drawn by M. Chalmers),,30-26,,
9:14.0,,,30-26,,D. Davis enters the game for I. Rabb
9:04.0,,,30-28,2,J. Martin makes 2-pt shot from 2 ft (assist by M. Chalmers)
9:04.0,,,30-28,,Shooting foul by S. Dekker (drawn by J. Martin)
9:04.0,,,30-28,,W. Selden enters the game for M. Chalmers
9:04.0,,,30-29,1,J. Martin makes free throw 1 of 1
8:48.0,L. Williams makes 3-pt shot from 25 ft (assist by M. Teodosic),3,33-29,,
8:32.0,,,33-29,,D. Davis misses 2-pt shot from 2 ft
8:29.0,Defensive rebound by M. Harrell,,33-29,,
8:26.0,S. Dekker misses 2-pt shot from 1 ft,,33-29,,
8:23.0,,,33-29,,Defensive rebound by W. Selden
8:16.0,,,33-29,,Offensive foul by J. Martin (drawn by M. Teodosic)
8:16.0,,,33-29,,Turnover by J. Martin (offensive foul)
8:16.0,W. Johnson enters the game for S. Thornwell,,33-29,,
8:16.0,,,33-29,,M. Gasol enters the game for J. Martin
8:09.0,L. Williams makes 2-pt shot from 2 ft (assist by M. Teodosic),2,35-29,,
7:56.0,,,35-29,,Turnover by D. Davis (lost ball; steal by W. Johnson)
7:51.0,L. Williams misses 3-pt shot from 25 ft,,35-29,,
7:48.0,,,35-29,,Defensive rebound by W. Selden
7:39.0,D. Jordan enters the game for M. Harrell,,35-29,,
7:39.0,B. Griffin enters the game for S. Dekker,,35-29,,
7:34.0,Jump ball: M. Gasol vs. W. Johnson (M. Teodosic gains possession),,,,Jump ball: M. Gasol vs. W. Johnson (M. Teodosic gains possession)
7:34.0,,,35-29,,Turnover by M. Gasol (turnover; steal by W. Johnson)
7:33.0,D. Jordan makes 2-pt shot at rim (assist by L. Williams),2,37-29,,
7:33.0,,,37-29,,Memphis full timeout
7:33.0,,,37-29,,M. Chalmers enters the game for A. Harrison
7:33.0,,,37-29,,M. Henry enters the game for D. Davis
7:20.0,,,37-32,3,M. Henry makes 3-pt shot from 22 ft (assist by M. Gasol)
7:03.0,B. Griffin misses 3-pt shot from 24 ft,,37-32,,
7:03.0,,,37-32,,Defensive rebound by Team
7:03.0,Loose ball foul by D. Jordan (drawn by M. Gasol),,37-32,,
6:53.0,,,37-35,3,M. Gasol makes 3-pt shot from 24 ft (assist by M. Chalmers)
6:26.0,B. Griffin makes 2-pt shot from 7 ft,2,39-35,,
6:16.0,,,39-37,2,M. Chalmers makes 2-pt shot from 3 ft
6:04.0,W. Johnson misses 3-pt shot from 22 ft,,39-37,,
6:02.0,,,39-37,,Defensive rebound by D. Brooks
5:52.0,,,39-39,2,M. Chalmers makes 2-pt shot from 13 ft
5:39.0,M. Teodosic misses 2-pt shot from 5 ft (block by M. Gasol),,39-39,,
5:36.0,,,39-39,,Defensive rebound by M. Chalmers
5:34.0,,,39-41,2,D. Brooks makes 2-pt shot from 1 ft (assist by M. Chalmers)
5:09.0,M. Teodosic makes 3-pt shot from 25 ft (assist by B. Griffin),3,42-41,,
4:53.0,,,42-43,2,M. Chalmers makes 2-pt shot from 3 ft
4:38.0,M. Teodosic misses 3-pt shot from 26 ft,,42-43,,
4:35.0,,,42-43,,Defensive rebound by M. Henry
4:32.0,,,42-43,,Turnover by M. Henry (bad pass)
4:32.0,T. Wallace enters the game for M. Teodosic,,42-43,,
4:20.0,L. Williams makes 3-pt shot from 25 ft (assist by T. Wallace),3,45-43,,
3:58.0,,,45-43,,M. Henry misses 3-pt shot from 22 ft
3:56.0,Defensive rebound by W. Johnson,,45-43,,
3:52.0,D. Jordan makes 2-pt shot from 4 ft (assist by L. Williams),2,47-43,,
3:52.0,Shooting foul by M. Gasol (drawn by D. Jordan),,47-43,,
3:52.0,,,47-43,,I. Rabb enters the game for M. Henry
3:52.0,,,47-43,,A. Harrison enters the game for M. Chalmers
3:52.0,D. Jordan makes free throw 1 of 1,1,48-43,,
3:42.0,,,48-43,,Turnover by D. Brooks (turnover)
3:42.0,,,48-43,,Loose ball foul by M. Gasol (drawn by L. Williams)
3:42.0,L. Williams makes free throw 1 of 2,1,49-43,,
3:42.0,L. Williams makes free throw 2 of 2,1,50-43,,
3:25.0,Personal foul by T. Wallace (drawn by A. Harrison),,50-43,,
3:25.0,,,50-44,1,A. Harrison makes free throw 1 of 2
3:25.0,,,50-45,1,A. Harrison makes free throw 2 of 2
3:03.0,B. Griffin makes 3-pt shot from 26 ft,3,53-45,,
2:45.0,,,53-45,,A. Harrison misses 3-pt shot from 22 ft
2:42.0,Defensive rebound by D. Jordan,,53-45,,
2:36.0,L. Williams misses 3-pt shot from 24 ft,,53-45,,
2:33.0,,,53-45,,Defensive rebound by M. Gasol
2:29.0,,,53-45,,M. Gasol misses 3-pt shot from 26 ft
2:25.0,Defensive rebound by D. Jordan,,53-45,,
2:10.0,L. Williams makes 3-pt shot from 22 ft (assist by D. Jordan),3,56-45,,
2:02.0,,,56-45,,Memphis full timeout
2:02.0,,,56-45,,M. Chalmers enters the game for W. Selden
1:52.0,,,56-47,2,A. Harrison makes 2-pt shot from 17 ft (assist by M. Chalmers)
1:36.0,Turnover by B. Griffin (bad pass),,56-47,,
1:22.0,,,56-47,,Turnover by D. Brooks (bad pass; steal by L. Williams)
1:19.0,D. Jordan makes 2-pt shot from 1 ft (assist by L. Williams),2,58-47,,
1:19.0,Shooting foul by M. Chalmers (drawn by D. Jordan),,58-47,,
1:19.0,,,58-47,,M. Henry enters the game for D. Brooks
1:19.0,D. Jordan misses free throw 1 of 1,,58-47,,
1:13.0,,,58-47,,Defensive rebound by M. Gasol
1:08.0,Def 3 sec tech foul by D. Jordan,,58-47,,
1:08.0,,,58-48,1,M. Gasol makes technical free throw
0:57.0,,,58-50,2,I. Rabb makes 2-pt shot from 2 ft (assist by M. Chalmers)
0:42.0,Offensive foul by W. Johnson (drawn by M. Chalmers),,58-50,,
0:42.0,Turnover by W. Johnson (offensive foul),,58-50,,
0:23.0,,,58-50,,M. Henry misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by D. Jordan,,58-50,,
0:00.0,L. Williams misses 3-pt shot from 28 ft,,58-50,,
0:00.0,Offensive rebound by Team,,58-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,58-52,2,J. Martin makes 2-pt shot from 14 ft (assist by A. Harrison)
11:34.0,,,58-52,,Technical foul by A. Harrison
11:34.0,M. Teodosic makes technical free throw,1,59-52,,
11:11.0,B. Griffin misses 2-pt shot from 13 ft,,59-52,,
11:08.0,,,59-52,,Defensive rebound by M. Gasol
10:53.0,,,59-52,,Turnover by M. Gasol (lost ball; steal by W. Johnson)
10:49.0,D. Jordan makes 2-pt shot from 1 ft (assist by T. Wallace),2,61-52,,
10:32.0,Personal foul by M. Teodosic (drawn by J. Martin),,61-52,,
10:28.0,,,61-52,,Turnover by A. Harrison (bad pass; steal by W. Johnson)
10:23.0,T. Wallace misses 2-pt shot from 2 ft (block by M. Gasol),,61-52,,
10:23.0,,,61-52,,Defensive rebound by Team
10:11.0,Personal foul by M. Teodosic (drawn by D. Brooks),,61-52,,
10:04.0,Personal foul by T. Wallace (drawn by A. Harrison),,61-52,,
9:52.0,,,61-52,,A. Harrison misses 3-pt shot from 26 ft
9:49.0,,,61-52,,Offensive rebound by J. Martin
9:48.0,,,61-54,2,J. Martin makes 2-pt shot from 2 ft
9:37.0,M. Teodosic misses 3-pt shot from 23 ft,,61-54,,
9:34.0,,,61-54,,Defensive rebound by D. Brooks
9:27.0,,,61-56,2,J. Martin makes 2-pt shot from 1 ft (assist by M. Gasol)
9:11.0,,,61-56,,Personal foul by W. Selden (drawn by B. Griffin)
9:06.0,T. Wallace misses 2-pt shot from 13 ft,,61-56,,
9:02.0,,,61-56,,Defensive rebound by J. Martin
8:50.0,Personal foul by D. Jordan (drawn by M. Gasol),,61-56,,
8:39.0,,,61-59,3,A. Harrison makes 3-pt shot from 22 ft (assist by M. Gasol)
8:18.0,M. Teodosic makes 3-pt shot from 25 ft,3,64-59,,
7:58.0,,,64-59,,Turnover by J. Martin (lost ball; steal by B. Griffin)
7:44.0,W. Johnson misses 2-pt shot from 21 ft,,64-59,,
7:41.0,,,64-59,,Defensive rebound by J. Martin
7:37.0,,,64-59,,Turnover by A. Harrison (bad pass; steal by W. Johnson)
7:28.0,M. Teodosic makes 2-pt shot from 12 ft,2,66-59,,
6:58.0,,,66-61,2,W. Selden makes 2-pt shot from 2 ft
6:41.0,M. Teodosic makes 3-pt shot from 24 ft (assist by B. Griffin),3,69-61,,
6:13.0,,,69-61,,Turnover by A. Harrison (bad pass; steal by W. Johnson)
6:10.0,Offensive charge foul by W. Johnson (drawn by D. Brooks),,69-61,,
6:10.0,Turnover by W. Johnson (offensive foul),,69-61,,
6:10.0,,,69-61,,Memphis full timeout
6:10.0,,,69-61,,M. Chalmers enters the game for A. Harrison
5:59.0,,,69-63,2,J. Martin makes 2-pt shot from 1 ft (assist by W. Selden)
5:46.0,,,69-63,,Personal foul by J. Martin (drawn by B. Griffin)
5:46.0,,,69-63,,I. Rabb enters the game for J. Martin
5:46.0,L. Williams enters the game for M. Teodosic,,69-63,,
5:40.0,Turnover by L. Williams (out of bounds lost ball),,69-63,,
5:23.0,Personal foul by T. Wallace (drawn by M. Chalmers),,69-63,,
5:23.0,,,69-64,1,M. Chalmers makes free throw 1 of 2
5:23.0,,,69-64,,M. Henry enters the game for W. Selden
5:23.0,,,69-65,1,M. Chalmers makes free throw 2 of 2
5:14.0,D. Jordan misses 2-pt shot from 1 ft,,69-65,,
5:11.0,,,69-65,,Defensive rebound by M. Chalmers
5:07.0,Personal foul by D. Jordan (drawn by M. Chalmers),,69-65,,
5:07.0,,,69-65,,M. Chalmers misses free throw 1 of 2
5:07.0,,,69-65,,Offensive rebound by Team
5:07.0,M. Harrell enters the game for D. Jordan,,69-65,,
5:07.0,,,69-66,1,M. Chalmers makes free throw 2 of 2
4:54.0,L. Williams makes 2-pt shot from 16 ft (assist by B. Griffin),2,71-66,,
4:29.0,,,71-66,,D. Brooks misses 2-pt shot from 18 ft
4:26.0,Defensive rebound by B. Griffin,,71-66,,
4:18.0,B. Griffin makes 3-pt shot from 24 ft (assist by L. Williams),3,74-66,,
4:17.0,,,74-66,,Memphis full timeout
4:03.0,,,74-68,2,D. Brooks makes 2-pt shot from 2 ft (assist by M. Gasol)
3:50.0,T. Wallace misses 2-pt shot from 3 ft (block by M. Gasol),,74-68,,
3:49.0,,,74-68,,Defensive rebound by M. Henry
3:29.0,,,74-70,2,I. Rabb makes 2-pt shot from 2 ft (assist by M. Chalmers)
3:18.0,B. Griffin misses 3-pt shot from 23 ft,,74-70,,
3:14.0,,,74-70,,Defensive rebound by M. Gasol
3:10.0,,,74-70,,M. Gasol misses 3-pt shot from 26 ft
3:06.0,Defensive rebound by T. Wallace,,74-70,,
2:56.0,L. Williams misses 3-pt shot from 25 ft,,74-70,,
2:53.0,,,74-70,,Defensive rebound by M. Gasol
2:38.0,,,74-70,,M. Henry misses 2-pt shot from 8 ft (block by L. Williams)
2:34.0,Defensive rebound by M. Harrell,,74-70,,
2:33.0,,,74-70,,D. Davis enters the game for M. Gasol
2:33.0,S. Thornwell enters the game for W. Johnson,,74-70,,
2:33.0,LA Clippers full timeout,,74-70,,
2:33.0,,,74-70,,Loose ball foul by D. Davis (drawn by B. Griffin)
2:16.0,B. Griffin makes 2-pt shot from 1 ft,2,76-70,,
1:57.0,,,76-70,,Turnover by I. Rabb (bad pass; steal by S. Thornwell)
1:44.0,T. Wallace misses 2-pt shot from 4 ft (block by M. Henry),,76-70,,
1:42.0,,,76-70,,Defensive rebound by D. Davis
1:37.0,,,76-70,,I. Rabb misses 2-pt shot from 14 ft
1:34.0,Defensive rebound by B. Griffin,,76-70,,
1:24.0,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams),2,78-70,,
1:04.0,,,78-72,2,I. Rabb makes 2-pt shot from 19 ft (assist by D. Brooks)
0:56.0,L. Williams makes 2-pt shot from 20 ft,2,80-72,,
0:37.0,,,80-74,2,I. Rabb makes 2-pt shot from 10 ft (assist by M. Chalmers)
0:31.0,L. Williams misses 3-pt shot from 26 ft,,80-74,,
0:27.0,Offensive rebound by T. Wallace,,80-74,,
0:10.0,L. Williams makes 3-pt shot from 25 ft,3,83-74,,
0:00.0,,,83-74,,D. Davis misses 2-pt shot at rim (block by M. Harrell)
0:00.0,,,83-74,,Offensive rebound by D. Davis
0:00.0,,,83-76,2,D. Davis makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,M. Harrell makes 2-pt shot from 1 ft (assist by M. Teodosic),2,85-76,,
11:18.0,,,85-76,,A. Harrison misses 3-pt shot from 25 ft
11:18.0,,,85-76,,Offensive rebound by Team
11:18.0,,,85-76,,Turnover by Team (shot clock)
11:07.0,M. Harrell makes 2-pt shot from 1 ft (assist by M. Teodosic),2,87-76,,
10:45.0,,,87-76,,M. Henry misses 3-pt shot from 25 ft
10:41.0,Defensive rebound by S. Dekker,,87-76,,
10:36.0,S. Dekker misses 2-pt shot from 2 ft (block by M. Chalmers),,87-76,,
10:36.0,,,87-76,,Defensive rebound by Team
10:36.0,,,87-76,,M. Gasol enters the game for I. Rabb
10:24.0,,,87-76,,M. Henry misses 2-pt shot from 6 ft
10:19.0,,,87-76,,Offensive rebound by D. Davis
10:19.0,,,87-76,,D. Davis misses 2-pt shot at rim
10:19.0,Defensive rebound by M. Harrell,,87-76,,
10:19.0,Shooting foul by M. Chalmers (drawn by S. Thornwell),,87-76,,
10:19.0,S. Thornwell misses free throw 1 of 2,,87-76,,
10:19.0,Offensive rebound by Team,,87-76,,
10:19.0,S. Thornwell makes free throw 2 of 2,1,88-76,,
10:03.0,,,88-78,2,M. Gasol makes 2-pt shot from 18 ft (assist by A. Harrison)
9:51.0,M. Teodosic misses 3-pt shot from 25 ft,,88-78,,
9:49.0,,,88-78,,Defensive rebound by M. Gasol
9:38.0,,,88-78,,M. Gasol misses 3-pt shot from 25 ft
9:35.0,Defensive rebound by L. Williams,,88-78,,
9:31.0,M. Harrell makes 2-pt shot from 2 ft (assist by L. Williams),2,90-78,,
9:05.0,,,90-78,,M. Chalmers misses 3-pt shot from 24 ft
9:02.0,Defensive rebound by M. Harrell,,90-78,,
8:56.0,,,90-78,,Personal foul by M. Chalmers (drawn by L. Williams)
8:43.0,S. Dekker makes 2-pt shot from 5 ft (assist by L. Williams),2,92-78,,
8:37.0,,,92-78,,Memphis full timeout
8:37.0,,,92-78,,W. Selden enters the game for M. Chalmers
8:37.0,,,92-78,,J. Martin enters the game for D. Davis
8:19.0,,,92-81,3,M. Gasol makes 3-pt shot from 25 ft (assist by A. Harrison)
8:01.0,M. Harrell misses 2-pt shot from 1 ft (block by M. Gasol),,92-81,,
7:58.0,,,92-81,,Defensive rebound by J. Martin
7:56.0,,,92-83,2,J. Martin makes 2-pt shot from 1 ft
7:35.0,,,92-83,,Personal foul by A. Harrison (drawn by M. Teodosic)
7:35.0,B. Griffin enters the game for S. Thornwell,,92-83,,
7:35.0,W. Johnson enters the game for M. Harrell,,92-83,,
7:35.0,D. Jordan enters the game for S. Dekker,,92-83,,
7:28.0,L. Williams makes 2-pt shot from 6 ft,2,94-83,,
7:04.0,,,94-83,,A. Harrison misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by D. Jordan,,94-83,,
7:00.0,Turnover by D. Jordan (bad pass),,94-83,,
6:45.0,,,94-83,,Turnover by W. Selden (bad pass; steal by L. Williams)
6:41.0,L. Williams makes 2-pt shot from 1 ft,2,96-83,,
6:28.0,,,96-83,,M. Gasol misses 3-pt shot from 25 ft
6:28.0,Defensive rebound by B. Griffin,,96-83,,
6:16.0,Shooting foul by M. Gasol (drawn by L. Williams),,96-83,,
6:16.0,L. Williams makes free throw 1 of 2,1,97-83,,
6:16.0,,,97-83,,M. Chalmers enters the game for M. Henry
6:16.0,,,97-83,,D. Brooks enters the game for A. Harrison
6:16.0,L. Williams misses free throw 2 of 2,,97-83,,
6:13.0,,,97-83,,Defensive rebound by M. Gasol
6:02.0,,,97-83,,W. Selden misses 3-pt shot from 22 ft
5:58.0,Defensive rebound by D. Jordan,,97-83,,
5:53.0,Turnover by L. Williams (out of bounds lost ball),,97-83,,
5:46.0,,,97-86,3,M. Chalmers makes 3-pt shot from 24 ft (assist by M. Gasol)
5:27.0,Offensive foul by M. Teodosic (drawn by M. Chalmers),,97-86,,
5:27.0,Turnover by M. Teodosic (offensive foul),,97-86,,
5:17.0,Personal foul by B. Griffin (drawn by M. Gasol),,97-86,,
5:13.0,,,97-88,2,D. Brooks makes 2-pt shot from 2 ft (assist by M. Gasol)
4:54.0,M. Teodosic misses 2-pt shot from 15 ft,,97-88,,
4:48.0,Offensive rebound by D. Jordan,,97-88,,
4:48.0,D. Jordan makes 2-pt shot at rim,2,99-88,,
4:35.0,,,99-91,3,D. Brooks makes 3-pt shot from 24 ft (assist by M. Chalmers)
4:17.0,L. Williams makes 2-pt shot from 12 ft,2,101-91,,
4:01.0,,,101-91,,Turnover by M. Chalmers (bad pass; steal by B. Griffin)
4:00.0,,,101-91,,Personal foul by M. Chalmers (drawn by W. Johnson)
4:00.0,W. Johnson makes free throw 1 of 2,1,102-91,,
4:00.0,T. Wallace enters the game for M. Teodosic,,102-91,,
4:00.0,W. Johnson misses free throw 2 of 2,,102-91,,
3:58.0,,,102-91,,Defensive rebound by M. Gasol
3:39.0,,,102-91,,Shooting foul by T. Wallace (drawn by D. Brooks)
3:39.0,,,102-92,1,D. Brooks makes free throw 1 of 2
3:39.0,,,102-93,1,D. Brooks makes free throw 2 of 2
3:31.0,,,102-93,,Personal foul by D. Brooks (drawn by B. Griffin)
