time,New Orleans,pts.away,score,pts.home,Portland
7:13.0,R. Rondo misses 2-pt shot from 1 ft,,13-14,,
7:11.0,,,13-14,,Defensive rebound by N. Vonleh
7:05.0,,,13-16,2,C. McCollum makes 2-pt shot from 18 ft
6:52.0,J. Holiday misses 2-pt shot from 1 ft,,13-16,,
6:46.0,Offensive rebound by D. Cunningham,,13-16,,
6:46.0,D. Cunningham makes 2-pt shot at rim,2,15-16,,
6:45.0,,,15-16,,Shooting foul by R. Rondo (drawn by J. Nurkic)
6:45.0,,,15-16,,Portland full timeout
6:33.0,,,15-16,,P. Connaughton misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by D. Cunningham,,15-16,,
6:25.0,D. Cousins misses 2-pt shot from 3 ft (block by P. Connaughton),,15-16,,
6:24.0,Offensive rebound by Team,,15-16,,
6:18.0,R. Rondo misses 3-pt shot from 23 ft,,15-16,,
6:16.0,,,15-16,,Defensive rebound by C. McCollum
6:09.0,,,15-18,2,N. Vonleh makes 2-pt shot from 2 ft
6:09.0,,,15-18,,Shooting foul by D. Cunningham (drawn by N. Vonleh)
6:09.0,,,15-19,1,N. Vonleh makes free throw 1 of 1
5:56.0,Turnover by D. Cousins (bad pass; steal by P. Connaughton),,15-19,,
5:52.0,,,15-19,,C. McCollum misses 2-pt shot at rim (block by D. Cunningham)
5:49.0,Defensive rebound by J. Holiday,,15-19,,
5:36.0,E. Moore misses 2-pt shot from 20 ft,,15-19,,
5:36.0,,,15-19,,Defensive rebound by N. Vonleh
5:20.0,,,15-19,,C. McCollum misses 2-pt shot from 20 ft
5:17.0,Defensive rebound by D. Cunningham,,15-19,,
5:10.0,D. Cousins misses 3-pt shot from 24 ft,,15-19,,
5:06.0,,,15-19,,Defensive rebound by N. Vonleh
4:59.0,,,15-21,2,D. Lillard makes 2-pt shot from 1 ft
4:51.0,D. Cunningham misses 2-pt shot from 2 ft (block by N. Vonleh),,15-21,,
4:50.0,,,15-21,,Defensive rebound by N. Vonleh
4:50.0,,,15-21,,E. Turner enters the game for N. Vonleh
4:50.0,,,15-21,,A. Aminu enters the game for C. McCollum
4:50.0,J. Nelson enters the game for D. Cousins,,15-21,,
4:50.0,O. Asik enters the game for R. Rondo,,15-21,,
4:39.0,,,15-23,2,J. Nurkic makes 2-pt shot from 2 ft
4:23.0,J. Nelson misses 2-pt shot from 18 ft,,15-23,,
4:20.0,,,15-23,,Defensive rebound by P. Connaughton
4:11.0,D. Miller enters the game for D. Cunningham,,15-23,,
4:07.0,,,15-23,,P. Connaughton misses 2-pt shot at rim
4:05.0,Defensive rebound by J. Nelson,,15-23,,
4:02.0,Turnover by E. Moore (out of bounds lost ball),,15-23,,
3:47.0,,,15-25,2,E. Turner makes 2-pt shot from 15 ft
3:24.0,,,15-25,,Personal foul by A. Aminu (drawn by D. Miller)
3:24.0,,,15-25,,S. Napier enters the game for P. Connaughton
3:24.0,,,15-25,,E. Davis enters the game for J. Nurkic
3:24.0,T. Allen enters the game for E. Moore,,15-25,,
3:18.0,J. Holiday makes 2-pt shot at rim,2,17-25,,
2:55.0,,,17-25,,S. Napier misses 2-pt shot from 17 ft
2:53.0,,,17-25,,Offensive rebound by D. Lillard
2:47.0,,,17-28,3,D. Lillard makes 3-pt shot from 25 ft
2:30.0,J. Holiday misses 2-pt shot from 10 ft,,17-28,,
2:27.0,,,17-28,,Defensive rebound by E. Davis
2:22.0,,,17-31,3,D. Lillard makes 3-pt shot from 27 ft
2:15.0,New Orleans full timeout,,17-31,,
2:06.0,D. Miller makes 3-pt shot from 25 ft (assist by J. Holiday),3,20-31,,
1:48.0,,,20-31,,D. Lillard misses 3-pt shot from 29 ft
1:46.0,Defensive rebound by O. Asik,,20-31,,
1:30.0,J. Holiday misses 3-pt shot from 24 ft,,20-31,,
1:28.0,,,20-31,,Defensive rebound by E. Davis
1:18.0,,,20-31,,E. Turner misses 3-pt shot from 24 ft
1:15.0,Defensive rebound by O. Asik,,20-31,,
1:10.0,J. Nelson makes 3-pt shot from 27 ft (assist by J. Holiday),3,23-31,,
0:48.0,,,23-33,2,S. Napier makes 2-pt shot from 7 ft
0:33.0,T. Allen makes 3-pt shot from 22 ft (assist by J. Holiday),3,26-33,,
0:28.0,,,26-33,,D. Lillard misses 2-pt shot at rim
0:27.0,Defensive rebound by O. Asik,,26-33,,
0:21.0,J. Nelson misses 3-pt shot from 27 ft,,26-33,,
0:18.0,,,26-33,,Defensive rebound by S. Napier
0:00.0,,,26-33,,D. Lillard misses 2-pt shot from 15 ft
0:00.0,,,26-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,I. Clark makes 2-pt shot from 2 ft (assist by D. Miller),2,28-33,,
11:21.0,,,28-33,,C. McCollum misses 3-pt shot from 24 ft
11:19.0,Defensive rebound by D. Cousins,,28-33,,
11:08.0,J. Nelson makes 2-pt shot from 2 ft,2,30-33,,
10:45.0,,,30-35,2,A. Aminu makes 2-pt shot from 4 ft
10:33.0,Turnover by J. Nelson (palming),,30-35,,
10:16.0,,,30-35,,S. Napier misses 2-pt shot from 1 ft
10:14.0,Defensive rebound by D. Cousins,,30-35,,
10:08.0,D. Cousins makes 2-pt shot from 1 ft,2,32-35,,
9:47.0,,,32-35,,C. McCollum misses 3-pt shot from 24 ft
9:44.0,,,32-35,,Offensive rebound by A. Aminu
9:30.0,,,32-35,,E. Turner misses 2-pt shot at rim
9:25.0,,,32-35,,Offensive rebound by E. Davis
9:25.0,,,32-37,2,E. Davis makes 2-pt shot at rim
9:09.0,T. Allen misses 2-pt shot from 1 ft,,32-37,,
9:07.0,,,32-37,,Defensive rebound by E. Turner
9:04.0,,,32-37,,S. Napier misses 3-pt shot from 23 ft
8:57.0,Defensive rebound by J. Nelson,,32-37,,
8:49.0,I. Clark misses 3-pt shot from 26 ft,,32-37,,
8:47.0,,,32-37,,Defensive rebound by S. Napier
8:47.0,Personal foul by T. Allen (drawn by S. Napier),,32-37,,
8:47.0,,,32-37,,P. Connaughton enters the game for S. Napier
8:37.0,,,32-37,,E. Turner misses 2-pt shot from 19 ft
8:34.0,Defensive rebound by J. Nelson,,32-37,,
8:28.0,Shooting foul by E. Turner (drawn by T. Allen),,32-37,,
8:28.0,T. Allen makes free throw 1 of 2,1,33-37,,
8:28.0,T. Allen makes free throw 2 of 2,1,34-37,,
8:13.0,,,34-37,,C. McCollum misses 3-pt shot from 23 ft
8:10.0,,,34-37,,Offensive rebound by C. McCollum
8:07.0,,,34-37,,C. McCollum misses 2-pt shot from 5 ft
8:07.0,,,34-37,,Offensive rebound by E. Davis
8:02.0,,,34-39,2,E. Davis makes 2-pt shot at rim
7:41.0,D. Cousins makes 2-pt shot from 5 ft,2,36-39,,
7:24.0,,,36-41,2,E. Davis makes 2-pt shot from 2 ft (assist by P. Connaughton)
7:19.0,Shooting foul by E. Davis (drawn by D. Cousins),,36-41,,
7:19.0,,,36-41,,Portland full timeout
7:19.0,,,36-41,,J. Nurkic enters the game for E. Davis
7:19.0,E. Moore enters the game for T. Allen,,36-41,,
7:19.0,D. Cousins makes free throw 1 of 2,1,37-41,,
7:19.0,D. Cousins makes free throw 2 of 2,1,38-41,,
7:08.0,,,38-41,,D. Lillard enters the game for E. Turner
6:58.0,,,38-41,,C. McCollum misses 2-pt shot from 1 ft (block by I. Clark)
6:56.0,,,38-41,,Offensive rebound by C. McCollum
6:53.0,,,38-41,,C. McCollum misses 2-pt shot from 3 ft
6:53.0,Defensive rebound by J. Nelson,,38-41,,
6:39.0,I. Clark misses 3-pt shot from 26 ft,,38-41,,
6:39.0,,,38-41,,Defensive rebound by A. Aminu
6:27.0,,,38-43,2,J. Nurkic makes 2-pt shot from 20 ft (assist by D. Lillard)
6:20.0,,,38-43,,Personal foul by J. Nurkic (drawn by D. Cousins)
6:20.0,,,38-43,,E. Turner enters the game for C. McCollum
6:20.0,R. Rondo enters the game for J. Nelson,,38-43,,
6:12.0,Shooting foul by J. Nurkic (drawn by D. Cousins),,38-43,,
6:12.0,D. Cousins misses free throw 1 of 2,,38-43,,
6:12.0,Offensive rebound by Team,,38-43,,
6:12.0,,,38-43,,M. Leonard enters the game for J. Nurkic
6:12.0,D. Cousins makes free throw 2 of 2,1,39-43,,
5:54.0,,,39-43,,Turnover by A. Aminu (lost ball; steal by D. Miller)
5:39.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,41-43,,
5:24.0,,,41-43,,D. Lillard misses 3-pt shot from 28 ft
5:22.0,Defensive rebound by R. Rondo,,41-43,,
5:12.0,D. Miller misses 3-pt shot from 24 ft,,41-43,,
5:10.0,,,41-43,,Defensive rebound by P. Connaughton
5:10.0,Personal foul by R. Rondo (drawn by P. Connaughton),,41-43,,
5:10.0,,,41-43,,M. Harkless enters the game for A. Aminu
5:10.0,J. Holiday enters the game for I. Clark,,41-43,,
5:01.0,Personal foul by E. Moore (drawn by E. Turner),,41-43,,
4:51.0,,,41-45,2,M. Leonard makes 2-pt shot from 4 ft (assist by D. Lillard)
4:38.0,D. Cousins makes 2-pt shot from 1 ft,2,43-45,,
4:23.0,,,43-48,3,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard)
4:11.0,Turnover by J. Holiday (bad pass; steal by M. Leonard),,43-48,,
4:08.0,,,43-50,2,D. Lillard makes 2-pt shot at rim
4:04.0,Shooting foul by M. Leonard (drawn by D. Cousins),,43-50,,
4:04.0,D. Cousins makes free throw 1 of 2,1,44-50,,
4:04.0,D. Cousins makes free throw 2 of 2,1,45-50,,
3:41.0,,,45-50,,P. Connaughton misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by R. Rondo,,45-50,,
3:32.0,O. Asik enters the game for D. Cousins,,45-50,,
3:28.0,J. Holiday makes 3-pt shot from 24 ft (assist by R. Rondo),3,48-50,,
3:08.0,,,48-52,2,M. Leonard makes 2-pt shot from 19 ft
3:00.0,Turnover by D. Miller (traveling),,48-52,,
2:46.0,,,48-52,,E. Turner misses 3-pt shot from 24 ft
2:42.0,Defensive rebound by O. Asik,,48-52,,
2:28.0,R. Rondo makes 2-pt shot from 17 ft,2,50-52,,
2:10.0,,,50-55,3,P. Connaughton makes 3-pt shot from 24 ft (assist by M. Leonard)
1:55.0,D. Miller makes 2-pt shot from 12 ft (assist by O. Asik),2,52-55,,
1:38.0,,,52-57,2,E. Turner makes 2-pt shot from 16 ft (assist by D. Lillard)
1:27.0,R. Rondo misses 2-pt shot from 19 ft,,52-57,,
1:24.0,,,52-57,,Defensive rebound by M. Leonard
1:15.0,,,52-57,,M. Leonard misses 2-pt shot from 16 ft
1:11.0,Defensive rebound by O. Asik,,52-57,,
1:06.0,J. Holiday makes 2-pt shot from 2 ft (assist by R. Rondo),2,54-57,,
0:50.0,,,54-57,,Turnover by D. Lillard (lost ball; steal by R. Rondo)
0:46.0,E. Moore makes 3-pt shot from 24 ft (assist by J. Holiday),3,57-57,,
0:29.0,,,57-57,,D. Lillard misses 3-pt shot from 22 ft
0:27.0,Defensive rebound by R. Rondo,,57-57,,
0:11.0,R. Rondo makes 3-pt shot from 24 ft,3,60-57,,
0:00.0,,,60-57,,M. Harkless misses 3-pt shot from 22 ft
0:00.0,,,60-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. Cousins misses 2-pt shot from 2 ft,,60-57,,
11:42.0,,,60-57,,Defensive rebound by D. Lillard
11:25.0,Personal foul by R. Rondo (drawn by J. Nurkic),,60-57,,
11:18.0,,,60-59,2,P. Connaughton makes 2-pt shot at rim (assist by J. Nurkic)
11:07.0,D. Cousins makes 3-pt shot from 24 ft,3,63-59,,
10:57.0,Personal foul by D. Cousins (drawn by J. Nurkic),,63-59,,
10:50.0,,,63-59,,J. Nurkic misses 2-pt shot from 12 ft
10:47.0,Defensive rebound by D. Cunningham,,63-59,,
10:43.0,D. Cousins makes 2-pt shot from 1 ft,2,65-59,,
10:28.0,,,65-59,,C. McCollum misses 2-pt shot from 19 ft
10:28.0,,,65-59,,Offensive rebound by Team
10:28.0,Loose ball foul by D. Cousins (drawn by J. Nurkic),,65-59,,
10:22.0,,,65-59,,D. Lillard misses 3-pt shot from 28 ft
10:19.0,Defensive rebound by D. Cunningham,,65-59,,
10:13.0,R. Rondo misses 2-pt shot from 1 ft (block by N. Vonleh),,65-59,,
10:08.0,,,65-59,,Defensive rebound by D. Lillard
10:06.0,,,65-61,2,C. McCollum makes 2-pt shot from 16 ft
9:43.0,D. Cousins misses 2-pt shot from 22 ft,,65-61,,
9:41.0,Offensive rebound by D. Cunningham,,65-61,,
9:39.0,D. Cunningham makes 3-pt shot from 23 ft,3,68-61,,
9:26.0,,,68-61,,D. Lillard misses 2-pt shot from 21 ft
9:24.0,Defensive rebound by D. Cunningham,,68-61,,
9:20.0,E. Moore makes 3-pt shot from 24 ft (assist by R. Rondo),3,71-61,,
9:19.0,,,71-61,,Portland full timeout
9:01.0,,,71-61,,N. Vonleh misses 2-pt shot from 1 ft (block by D. Cousins)
8:54.0,,,71-61,,Offensive rebound by N. Vonleh
8:54.0,,,71-63,2,N. Vonleh makes 2-pt shot at rim
8:45.0,J. Holiday misses 2-pt shot at rim,,71-63,,
8:42.0,,,71-63,,Defensive rebound by N. Vonleh
8:34.0,,,71-63,,J. Nurkic misses 2-pt shot from 19 ft
8:33.0,Defensive rebound by D. Cunningham,,71-63,,
8:26.0,E. Moore makes 3-pt shot from 25 ft (assist by R. Rondo),3,74-63,,
8:02.0,,,74-63,,J. Nurkic misses 2-pt shot from 4 ft
8:00.0,Defensive rebound by R. Rondo,,74-63,,
7:43.0,D. Cousins makes 2-pt shot from 1 ft,2,76-63,,
7:24.0,,,76-63,,C. McCollum misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by D. Cunningham,,76-63,,
7:12.0,D. Cousins misses 2-pt shot from 1 ft,,76-63,,
7:11.0,,,76-63,,Defensive rebound by N. Vonleh
7:01.0,,,76-63,,J. Nurkic misses 2-pt shot from 10 ft
6:58.0,Defensive rebound by R. Rondo,,76-63,,
6:46.0,D. Cousins misses 2-pt shot from 3 ft,,76-63,,
6:45.0,Offensive rebound by D. Cousins,,76-63,,
6:43.0,D. Cousins makes 2-pt shot from 2 ft,2,78-63,,
6:25.0,,,78-65,2,C. McCollum makes 2-pt shot from 16 ft (assist by D. Lillard)
6:09.0,D. Cunningham makes 3-pt shot from 23 ft (assist by R. Rondo),3,81-65,,
5:53.0,,,81-65,,C. McCollum misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by D. Cunningham,,81-65,,
5:48.0,J. Holiday makes 2-pt shot from 1 ft (assist by R. Rondo),2,83-65,,
5:48.0,,,83-65,,Portland full timeout
5:48.0,,,83-65,,S. Napier enters the game for P. Connaughton
5:48.0,,,83-65,,A. Aminu enters the game for N. Vonleh
5:48.0,,,83-65,,M. Leonard enters the game for J. Nurkic
5:48.0,T. Allen enters the game for E. Moore,,83-65,,
5:48.0,O. Asik enters the game for D. Cousins,,83-65,,
5:48.0,D. Miller enters the game for D. Cunningham,,83-65,,
5:35.0,,,83-67,2,M. Leonard makes 2-pt shot from 1 ft (assist by D. Lillard)
5:19.0,J. Holiday misses 2-pt shot from 13 ft,,83-67,,
5:15.0,Offensive rebound by T. Allen,,83-67,,
5:04.0,O. Asik misses 2-pt shot from 2 ft,,83-67,,
5:04.0,Offensive rebound by Team,,83-67,,
5:02.0,D. Miller misses 3-pt shot from 24 ft,,83-67,,
5:02.0,,,83-67,,Defensive rebound by Team
4:49.0,,,83-69,2,D. Lillard makes 2-pt shot at rim (assist by M. Leonard)
4:38.0,R. Rondo makes 2-pt shot from 1 ft (assist by J. Holiday),2,85-69,,
4:27.0,,,85-69,,D. Lillard misses 3-pt shot from 25 ft
4:25.0,Defensive rebound by D. Miller,,85-69,,
4:22.0,Shooting foul by C. McCollum (drawn by T. Allen),,85-69,,
4:22.0,T. Allen makes free throw 1 of 2,1,86-69,,
4:22.0,J. Nelson enters the game for R. Rondo,,86-69,,
4:22.0,T. Allen makes free throw 2 of 2,1,87-69,,
4:11.0,,,87-69,,A. Aminu misses 3-pt shot from 24 ft
4:08.0,Defensive rebound by D. Miller,,87-69,,
3:49.0,J. Holiday misses 3-pt shot from 26 ft,,87-69,,
3:46.0,,,87-69,,Defensive rebound by M. Leonard
3:38.0,,,87-72,3,C. McCollum makes 3-pt shot from 24 ft (assist by S. Napier)
3:26.0,Shooting foul by M. Leonard (drawn by O. Asik),,87-72,,
3:26.0,O. Asik makes free throw 1 of 2,1,88-72,,
3:26.0,E. Moore enters the game for J. Holiday,,88-72,,
3:26.0,O. Asik misses free throw 2 of 2,,88-72,,
3:24.0,,,88-72,,Defensive rebound by A. Aminu
3:02.0,,,88-72,,Turnover by S. Napier (bad pass)
2:50.0,J. Nelson makes 2-pt shot at rim,2,90-72,,
2:35.0,Personal foul by E. Moore (drawn by C. McCollum),,90-72,,
2:35.0,,,90-72,,E. Turner enters the game for C. McCollum
2:23.0,,,90-75,3,A. Aminu makes 3-pt shot from 25 ft (assist by M. Leonard)
2:01.0,Turnover by T. Allen (bad pass; steal by S. Napier),,90-75,,
1:58.0,Personal foul by T. Allen (drawn by S. Napier),,90-75,,
1:58.0,,,90-76,1,S. Napier makes free throw 1 of 2
1:58.0,D. Cousins enters the game for O. Asik,,90-76,,
1:58.0,,,90-77,1,S. Napier makes free throw 2 of 2
1:43.0,,,90-77,,Technical foul by M. Leonard (drawn by D. Cousins)
1:43.0,D. Cousins makes flagrant free throw 1 of 2,1,91-77,,
1:43.0,D. Cousins makes flagrant free throw 2 of 2,1,92-77,,
1:32.0,D. Cousins makes 2-pt shot from 5 ft,2,94-77,,
1:32.0,Shooting foul by M. Leonard,,94-77,,
1:32.0,,,94-77,,Technical foul by M. Leonard
1:32.0,D. Miller makes technical free throw,1,95-77,,
1:32.0,D. Miller makes technical free throw,1,96-77,,
1:32.0,D. Cousins misses free throw 1 of 1,,96-77,,
1:19.0,,,96-79,2,M. Leonard makes 2-pt shot from 3 ft (assist by S. Napier)
1:19.0,Technical foul by J. Nelson (drawn by M. Leonard),,96-79,,
1:19.0,Turnover by J. Nelson (turnover),,96-79,,
1:19.0,,,96-80,1,M. Leonard makes flagrant free throw 1 of 1
1:11.0,,,96-80,,D. Lillard misses 2-pt shot from 20 ft
1:07.0,Defensive rebound by T. Allen,,96-80,,
0:51.0,D. Cousins misses 3-pt shot from 25 ft,,96-80,,
0:47.0,,,96-80,,Defensive rebound by S. Napier
0:34.0,,,96-80,,D. Lillard misses 2-pt shot at rim
0:31.0,Defensive rebound by J. Nelson,,96-80,,
0:10.0,D. Cousins makes 2-pt shot from 11 ft,2,98-80,,
0:00.0,,,98-82,2,S. Napier makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,98-82,,M. Leonard misses 2-pt shot from 1 ft
11:46.0,Defensive rebound by D. Cousins,,98-82,,
11:30.0,D. Cousins misses 3-pt shot from 24 ft,,98-82,,
11:26.0,,,98-82,,Defensive rebound by S. Napier
11:18.0,,,98-82,,A. Aminu misses 3-pt shot from 24 ft
11:16.0,Defensive rebound by J. Holiday,,98-82,,
10:58.0,D. Miller misses 2-pt shot from 16 ft,,98-82,,
10:56.0,,,98-82,,Defensive rebound by A. Aminu
10:50.0,,,98-82,,S. Napier misses 3-pt shot from 25 ft
10:48.0,Defensive rebound by D. Cousins,,98-82,,
10:30.0,D. Cousins misses 2-pt shot at rim,,98-82,,
10:28.0,,,98-82,,Defensive rebound by C. McCollum
10:19.0,,,98-82,,E. Turner misses 2-pt shot from 13 ft
10:16.0,Defensive rebound by J. Holiday,,98-82,,
10:11.0,T. Allen makes 2-pt shot at rim (assist by J. Holiday),2,100-82,,
9:58.0,,,100-85,3,M. Leonard makes 3-pt shot from 25 ft (assist by E. Turner)
9:39.0,D. Cousins makes 2-pt shot at rim (assist by D. Miller),2,102-85,,
9:17.0,,,102-88,3,S. Napier makes 3-pt shot from 25 ft
9:06.0,D. Cousins misses 3-pt shot from 24 ft,,102-88,,
9:04.0,,,102-88,,Defensive rebound by S. Napier
8:58.0,,,102-88,,Shooting foul by T. Allen (drawn by S. Napier)
8:58.0,,,102-89,1,S. Napier makes free throw 1 of 2
8:58.0,,,102-89,,J. Nurkic enters the game for E. Turner
8:58.0,,,102-89,,D. Lillard enters the game for M. Leonard
8:58.0,E. Moore enters the game for T. Allen,,102-89,,
8:58.0,,,102-90,1,S. Napier makes free throw 2 of 2
8:48.0,J. Holiday makes 2-pt shot at rim,2,104-90,,
8:29.0,,,104-92,2,C. McCollum makes 2-pt shot from 3 ft
8:16.0,D. Cousins makes 2-pt shot at rim,2,106-92,,
8:16.0,Shooting foul by J. Nurkic (drawn by D. Cousins),,106-92,,
8:16.0,D. Cousins misses free throw 1 of 1,,106-92,,
8:14.0,,,106-92,,Defensive rebound by A. Aminu
8:04.0,,,106-94,2,D. Lillard makes 2-pt shot at rim (assist by C. McCollum)
7:47.0,D. Cousins misses 2-pt shot from 1 ft,,106-94,,
7:44.0,,,106-94,,Defensive rebound by J. Nurkic
7:42.0,Personal foul by J. Nelson (drawn by C. McCollum),,106-94,,
7:42.0,R. Rondo enters the game for D. Cousins,,106-94,,
7:42.0,O. Asik enters the game for J. Nelson,,106-94,,
7:31.0,,,106-94,,D. Lillard misses 2-pt shot from 11 ft
7:29.0,Defensive rebound by J. Holiday,,106-94,,
7:21.0,J. Holiday makes 2-pt shot from 4 ft,2,108-94,,
7:05.0,,,108-94,,J. Nurkic misses 2-pt shot from 16 ft
7:03.0,Defensive rebound by O. Asik,,108-94,,
6:45.0,Turnover by E. Moore (lost ball; steal by S. Napier),,108-94,,
6:40.0,,,108-96,2,C. McCollum makes 2-pt shot from 12 ft
6:22.0,J. Holiday misses 2-pt shot from 1 ft,,108-96,,
6:20.0,,,108-96,,Defensive rebound by J. Nurkic
6:13.0,,,108-96,,A. Aminu misses 3-pt shot from 22 ft
6:11.0,Defensive rebound by O. Asik,,108-96,,
6:07.0,New Orleans full timeout,,108-96,,
6:07.0,D. Cousins enters the game for O. Asik,,108-96,,
5:54.0,E. Moore makes 2-pt shot from 1 ft,2,110-96,,
5:36.0,,,110-98,2,C. McCollum makes 2-pt shot from 10 ft
5:21.0,D. Miller makes 3-pt shot from 24 ft (assist by R. Rondo),3,113-98,,
5:00.0,,,113-98,,J. Nurkic misses 2-pt shot from 4 ft
4:58.0,Defensive rebound by D. Cousins,,113-98,,
4:42.0,D. Cousins misses 2-pt shot from 1 ft,,113-98,,
4:40.0,,,113-98,,Defensive rebound by J. Nurkic
4:30.0,,,113-98,,A. Aminu misses 3-pt shot from 22 ft
4:24.0,,,113-98,,Offensive rebound by S. Napier
4:24.0,,,113-100,2,S. Napier makes 2-pt shot at rim
4:05.0,Turnover by R. Rondo (bad pass; steal by D. Lillard),,113-100,,
3:57.0,,,113-102,2,A. Aminu makes 2-pt shot from 1 ft
3:46.0,,,113-102,,Personal foul by J. Nurkic (drawn by D. Cousins)
3:46.0,,,113-102,,E. Turner enters the game for A. Aminu
3:34.0,D. Cousins makes 3-pt shot from 24 ft (assist by D. Miller),3,116-102,,
3:20.0,,,116-102,,C. McCollum misses 2-pt shot from 1 ft
3:16.0,Defensive rebound by D. Cousins,,116-102,,
3:12.0,New Orleans full timeout,,116-102,,
3:12.0,,,116-102,,Portland full timeout
2:59.0,D. Miller misses 3-pt shot from 24 ft,,116-102,,
2:56.0,,,116-102,,Defensive rebound by J. Nurkic
2:51.0,,,116-102,,Shooting foul by E. Moore (drawn by D. Lillard)
2:51.0,,,116-103,1,D. Lillard makes free throw 1 of 3
2:51.0,,,116-104,1,D. Lillard makes free throw 2 of 3
2:51.0,,,116-105,1,D. Lillard makes free throw 3 of 3
2:28.0,D. Cousins misses 2-pt shot from 13 ft,,116-105,,
2:27.0,Turnover by Team (shot clock),,116-105,,
2:26.0,Offensive rebound by Team,,116-105,,
2:20.0,,,116-107,2,D. Lillard makes 2-pt shot from 1 ft
2:01.0,J. Holiday misses 3-pt shot from 24 ft,,116-107,,
1:59.0,,,116-107,,Defensive rebound by E. Turner
1:53.0,,,116-107,,D. Lillard misses 3-pt shot from 28 ft
1:49.0,Defensive rebound by J. Holiday,,116-107,,
1:40.0,J. Holiday makes 2-pt shot at rim,2,118-107,,
1:35.0,Personal foul by J. Holiday (drawn by C. McCollum),,118-107,,
1:35.0,,,118-107,,P. Connaughton enters the game for E. Turner
1:26.0,,,118-107,,S. Napier misses 3-pt shot from 22 ft
1:22.0,Defensive rebound by R. Rondo,,118-107,,
1:01.0,D. Miller misses 3-pt shot from 24 ft,,118-107,,
0:57.0,,,118-107,,Defensive rebound by S. Napier
0:54.0,Personal foul by E. Moore (drawn by S. Napier),,118-107,,
0:54.0,,,118-108,1,S. Napier makes free throw 1 of 2
0:54.0,,,118-109,1,S. Napier makes free throw 2 of 2
0:47.0,,,118-109,,Personal foul by S. Napier (drawn by D. Cousins)
0:43.0,,,118-109,,Personal take foul by D. Lillard (drawn by E. Moore)
0:43.0,E. Moore misses free throw 1 of 2,,118-109,,
0:43.0,Offensive rebound by Team,,118-109,,
0:43.0,,,118-109,,M. Leonard enters the game for J. Nurkic
