time,Portland,pts.away,score,pts.home,New Orleans
4:05.0,Loose ball foul by E. Turner (drawn by N. Mirotic),,115-118,,
4:05.0,,,115-118,,R. Rondo enters the game for D. Miller
4:00.0,Personal foul by A. Aminu (drawn by J. Holiday),,115-118,,
3:51.0,,,115-118,,Shooting foul by E. Turner (drawn by N. Mirotic)
3:51.0,,,115-118,,N. Mirotic misses free throw 1 of 2
3:51.0,,,115-118,,Offensive rebound by Team
3:51.0,,,115-119,1,N. Mirotic makes free throw 2 of 2
3:44.0,C. McCollum makes 2-pt shot from 2 ft,2,117-119,,
3:17.0,,,117-119,,J. Holiday misses 2-pt shot from 7 ft
3:12.0,,,117-119,,Offensive rebound by A. Davis
3:12.0,,,117-121,2,A. Davis makes 2-pt shot at rim
3:08.0,Shooting foul by R. Rondo (drawn by E. Turner),,117-121,,
3:08.0,E. Turner makes free throw 1 of 2,1,118-121,,
3:08.0,,,118-121,,New Orleans full timeout
3:08.0,E. Turner makes free throw 2 of 2,1,119-121,,
2:52.0,,,119-124,3,J. Holiday makes 3-pt shot from 25 ft (assist by R. Rondo)
2:35.0,,,119-124,,Personal foul by E. Moore (drawn by C. McCollum)
2:29.0,J. Nurkic misses 2-pt shot from 2 ft,,119-124,,
2:29.0,,,119-124,,Defensive rebound by Team
2:29.0,Loose ball foul by J. Nurkic (drawn by A. Davis),,119-124,,
2:29.0,,,119-125,1,A. Davis makes free throw 1 of 2
2:29.0,,,119-126,1,A. Davis makes free throw 2 of 2
2:19.0,C. McCollum misses 2-pt shot from 12 ft,,119-126,,
2:15.0,,,119-126,,Defensive rebound by A. Davis
2:02.0,,,119-126,,A. Davis misses 2-pt shot from 21 ft
1:58.0,Defensive rebound by D. Lillard,,119-126,,
1:46.0,A. Aminu makes 2-pt shot from 1 ft,2,121-126,,
1:33.0,,,121-126,,A. Davis misses 2-pt shot from 8 ft (block by J. Nurkic)
1:30.0,,,121-126,,Offensive rebound by J. Holiday
1:28.0,,,121-126,,A. Davis misses 3-pt shot from 22 ft
1:26.0,Defensive rebound by C. McCollum,,121-126,,
1:26.0,Turnover by C. McCollum (step out of bounds),,121-126,,
1:09.0,,,121-126,,Shooting foul by J. Nurkic (drawn by J. Holiday)
1:09.0,Z. Collins enters the game for J. Nurkic,,121-126,,
1:09.0,,,121-126,,J. Holiday misses free throw 1 of 2
1:09.0,,,121-126,,Offensive rebound by Team
1:09.0,,,121-127,1,J. Holiday makes free throw 2 of 2
1:00.0,C. McCollum makes 2-pt shot from 1 ft,2,123-127,,
0:47.0,P. Connaughton enters the game for Z. Collins,,123-127,,
0:40.0,,,123-129,2,J. Holiday makes 2-pt shot from 18 ft
0:40.0,Portland full timeout,,123-129,,
0:40.0,Z. Collins enters the game for P. Connaughton,,123-129,,
0:30.0,A. Aminu misses 3-pt shot from 25 ft (block by A. Davis),,123-129,,
0:25.0,,,123-129,,Defensive rebound by N. Mirotic
0:20.0,Personal take foul by C. McCollum (drawn by A. Davis),,123-129,,
0:20.0,,,123-130,1,A. Davis makes free throw 1 of 2
0:20.0,P. Connaughton enters the game for Z. Collins,,123-130,,
0:20.0,,,123-131,1,A. Davis makes free throw 2 of 2
0:13.0,C. McCollum misses 2-pt shot from 2 ft,,123-131,,
0:09.0,,,123-131,,Defensive rebound by N. Mirotic
