time,Boston,pts.away,score,pts.home,Milwaukee
5:20.0,G. Monroe makes free throw 1 of 2,1,7-16,,
5:20.0,,,7-16,,J. Parker enters the game for K. Middleton
5:20.0,G. Monroe makes free throw 2 of 2,1,8-16,,
5:10.0,,,8-16,,Turnover by G. Antetokounmpo (bad pass; steal by T. Rozier)
5:07.0,,,8-16,,Personal foul by M. Brogdon (drawn by J. Brown)
5:07.0,J. Brown makes free throw 1 of 2,1,9-16,,
5:07.0,J. Brown makes free throw 2 of 2,1,10-16,,
4:47.0,,,10-18,2,G. Antetokounmpo makes 2-pt shot from 10 ft
4:25.0,G. Monroe misses 2-pt shot from 4 ft,,10-18,,
4:25.0,Offensive rebound by G. Monroe,,10-18,,
4:25.0,,,10-18,,Personal foul by T. Zeller (drawn by G. Monroe)
4:25.0,G. Monroe makes free throw 1 of 2,1,11-18,,
4:25.0,,,11-18,,T. Maker enters the game for T. Zeller
4:25.0,G. Monroe misses free throw 2 of 2,,11-18,,
4:22.0,,,11-18,,Defensive rebound by G. Antetokounmpo
4:10.0,,,11-20,2,M. Dellavedova makes 2-pt shot from 12 ft (assist by G. Antetokounmpo)
3:55.0,J. Brown misses 2-pt shot from 6 ft (block by T. Maker),,11-20,,
3:51.0,,,11-20,,Defensive rebound by G. Antetokounmpo
3:51.0,,,11-22,2,G. Antetokounmpo makes 2-pt shot at rim
3:51.0,Violation by A. Horford (def goaltending),,11-22,,
3:31.0,Turnover by M. Morris (out of bounds lost ball),,11-22,,
3:31.0,S. Ojeleye enters the game for A. Horford,,11-22,,
3:16.0,,,11-22,,J. Parker misses 3-pt shot from 24 ft
3:13.0,Defensive rebound by S. Ojeleye,,11-22,,
3:03.0,Turnover by G. Monroe (lost ball; steal by T. Maker),,11-22,,
2:49.0,,,11-22,,Shooting foul by M. Morris (drawn by J. Parker)
2:49.0,,,11-22,,Milwaukee full timeout
2:49.0,,,11-22,,K. Middleton enters the game for M. Brogdon
2:49.0,,,11-22,,T. Snell enters the game for G. Antetokounmpo
2:49.0,J. Tatum enters the game for J. Brown,,11-22,,
2:49.0,S. Larkin enters the game for T. Rozier,,11-22,,
2:49.0,,,11-23,1,J. Parker makes free throw 1 of 2
2:49.0,,,11-23,,J. Parker misses free throw 2 of 2
2:44.0,Defensive rebound by M. Morris,,11-23,,
2:31.0,M. Morris misses 2-pt shot from 13 ft,,11-23,,
2:30.0,Offensive rebound by Team,,11-23,,
2:30.0,,,11-23,,Loose ball foul by T. Maker (drawn by G. Monroe)
2:30.0,G. Monroe misses free throw 1 of 2,,11-23,,
2:30.0,Offensive rebound by Team,,11-23,,
2:30.0,G. Monroe makes free throw 2 of 2,1,12-23,,
2:12.0,,,12-23,,Offensive charge foul by M. Dellavedova (drawn by S. Larkin)
2:12.0,,,12-23,,Turnover by M. Dellavedova (offensive foul)
2:12.0,,,12-23,,E. Bledsoe enters the game for M. Dellavedova
1:52.0,G. Monroe misses 2-pt shot from 3 ft,,12-23,,
1:49.0,,,12-23,,Defensive rebound by K. Middleton
1:46.0,,,12-23,,E. Bledsoe misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by M. Morris,,12-23,,
1:32.0,Turnover by M. Morris (lost ball; steal by K. Middleton),,12-23,,
1:27.0,,,12-23,,K. Middleton misses 2-pt shot from 1 ft
1:23.0,Defensive rebound by M. Morris,,12-23,,
1:15.0,Turnover by G. Monroe (turnover),,12-23,,
1:03.0,,,12-23,,Shooting foul by S. Ojeleye (drawn by T. Maker)
1:03.0,,,12-24,1,T. Maker makes free throw 1 of 2
1:03.0,,,12-24,,T. Maker misses free throw 2 of 2
1:00.0,Defensive rebound by G. Monroe,,12-24,,
0:44.0,J. Tatum misses 2-pt shot from 2 ft (block by T. Maker),,12-24,,
0:44.0,Offensive rebound by Team,,12-24,,
0:41.0,G. Monroe misses 2-pt shot from 4 ft (block by T. Maker),,12-24,,
0:37.0,Offensive rebound by S. Ojeleye,,12-24,,
0:35.0,S. Ojeleye misses 3-pt shot from 27 ft,,12-24,,
0:32.0,,,12-24,,Defensive rebound by J. Parker
0:25.0,,,12-27,3,T. Snell makes 3-pt shot from 25 ft (assist by J. Parker)
0:00.0,G. Monroe misses 2-pt shot at rim (block by J. Parker),,12-27,,
0:00.0,,,12-27,,Defensive rebound by K. Middleton
0:00.0,,,12-27,,K. Middleton misses 3-pt shot from 54 ft
0:00.0,,,12-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,12-29,2,E. Bledsoe makes 2-pt shot from 9 ft
11:45.0,,,12-29,,Shooting foul by S. Larkin (drawn by E. Bledsoe)
11:45.0,,,12-30,1,E. Bledsoe makes free throw 1 of 1
11:26.0,Offensive charge foul by A. Horford (drawn by J. Parker),,12-30,,
11:26.0,Turnover by A. Horford (offensive foul),,12-30,,
11:10.0,,,12-30,,E. Bledsoe misses 2-pt shot from 14 ft
11:07.0,Defensive rebound by M. Morris,,12-30,,
10:58.0,S. Ojeleye misses 2-pt shot from 3 ft (block by G. Antetokounmpo),,12-30,,
10:54.0,,,12-30,,Defensive rebound by T. Snell
10:52.0,,,12-32,2,J. Parker makes 2-pt shot from 1 ft (assist by K. Middleton)
10:32.0,J. Tatum makes 2-pt shot from 2 ft,2,14-32,,
10:18.0,,,14-34,2,K. Middleton makes 2-pt shot from 16 ft
10:00.0,,,14-34,,Personal foul by G. Antetokounmpo (drawn by A. Horford)
10:00.0,T. Rozier enters the game for S. Ojeleye,,14-34,,
9:54.0,A. Horford makes 2-pt shot from 2 ft (assist by T. Rozier),2,16-34,,
9:54.0,Shooting foul by J. Parker (drawn by A. Horford),,16-34,,
9:54.0,A. Horford makes free throw 1 of 1,1,17-34,,
9:41.0,,,17-36,2,E. Bledsoe makes 2-pt shot from 2 ft
9:19.0,Offensive charge foul by A. Horford (drawn by K. Middleton),,17-36,,
9:19.0,Turnover by A. Horford (offensive foul),,17-36,,
9:19.0,,,17-36,,T. Maker enters the game for J. Parker
9:08.0,,,17-36,,Turnover by E. Bledsoe (bad pass; steal by T. Rozier)
8:50.0,A. Baynes enters the game for M. Morris,,17-36,,
8:50.0,Jump ball: E. Bledsoe vs. J. Tatum (S. Larkin gains possession),,,,Jump ball: E. Bledsoe vs. J. Tatum (S. Larkin gains possession)
8:41.0,S. Larkin misses 2-pt shot from 1 ft (block by T. Maker),,17-36,,
8:40.0,Turnover by Team (shot clock),,17-36,,
8:40.0,Offensive rebound by Team,,17-36,,
8:40.0,J. Brown enters the game for J. Tatum,,17-36,,
8:26.0,,,17-36,,T. Maker misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by T. Rozier,,17-36,,
8:08.0,A. Horford misses 2-pt shot from 4 ft (block by K. Middleton),,17-36,,
8:04.0,,,17-36,,Defensive rebound by E. Bledsoe
8:03.0,,,17-38,2,E. Bledsoe makes 2-pt shot from 1 ft
7:52.0,A. Horford makes 2-pt shot from 1 ft (assist by T. Rozier),2,19-38,,
7:36.0,,,19-38,,G. Antetokounmpo misses 2-pt shot from 18 ft
7:33.0,Defensive rebound by A. Baynes,,19-38,,
7:16.0,Turnover by T. Rozier (lost ball; steal by T. Snell),,19-38,,
7:14.0,,,19-38,,Shooting foul by T. Rozier (drawn by T. Maker)
7:14.0,,,19-39,1,T. Maker makes free throw 1 of 2
7:14.0,,,19-39,,M. Brogdon enters the game for T. Snell
7:14.0,M. Morris enters the game for S. Larkin,,19-39,,
7:14.0,G. Monroe enters the game for A. Horford,,19-39,,
7:14.0,,,19-40,1,T. Maker makes free throw 2 of 2
7:05.0,Offensive foul by M. Morris (drawn by E. Bledsoe),,19-40,,
7:05.0,Turnover by M. Morris (offensive foul),,19-40,,
6:44.0,,,19-43,3,G. Antetokounmpo makes 3-pt shot from 25 ft (assist by E. Bledsoe)
6:32.0,Boston full timeout,,19-43,,
6:32.0,,,19-43,,J. Parker enters the game for G. Antetokounmpo
6:26.0,J. Brown makes 3-pt shot from 27 ft (assist by T. Rozier),3,22-43,,
5:59.0,,,22-45,2,K. Middleton makes 2-pt shot from 19 ft
5:37.0,G. Monroe makes 2-pt shot from 2 ft (assist by A. Baynes),2,24-45,,
5:21.0,,,24-45,,J. Parker misses 2-pt shot from 18 ft
5:19.0,Defensive rebound by J. Brown,,24-45,,
5:15.0,J. Brown makes 2-pt shot from 2 ft,2,26-45,,
5:00.0,,,26-45,,T. Maker misses 2-pt shot from 8 ft
4:54.0,,,26-45,,Offensive rebound by J. Parker
4:54.0,,,26-47,2,J. Parker makes 2-pt shot at rim
4:36.0,J. Brown misses 2-pt shot from 15 ft (block by E. Bledsoe),,26-47,,
4:32.0,Offensive rebound by J. Brown,,26-47,,
4:29.0,T. Rozier misses 2-pt shot from 2 ft,,26-47,,
4:23.0,Offensive rebound by G. Monroe,,26-47,,
4:23.0,G. Monroe misses 2-pt shot at rim,,26-47,,
4:22.0,,,26-47,,Defensive rebound by M. Brogdon
4:09.0,,,26-47,,J. Parker misses 3-pt shot from 23 ft
4:06.0,,,26-47,,Offensive rebound by T. Maker
4:01.0,,,26-49,2,J. Parker makes 2-pt shot from 2 ft (assist by K. Middleton)
3:43.0,A. Baynes makes 3-pt shot from 27 ft (assist by T. Rozier),3,29-49,,
3:30.0,Personal foul by M. Morris (drawn by K. Middleton),,29-49,,
3:30.0,,,29-49,,G. Antetokounmpo enters the game for E. Bledsoe
3:30.0,,,29-49,,M. Dellavedova enters the game for K. Middleton
3:21.0,Personal foul by J. Brown (drawn by T. Maker),,29-49,,
3:17.0,,,29-49,,Turnover by M. Brogdon (out of bounds lost ball)
2:54.0,Turnover by G. Monroe (bad pass),,29-49,,
2:54.0,,,29-49,,Milwaukee full timeout
2:34.0,,,29-49,,M. Brogdon misses 3-pt shot from 26 ft
2:31.0,Defensive rebound by G. Monroe,,29-49,,
2:20.0,M. Morris misses 2-pt shot from 17 ft,,29-49,,
2:17.0,,,29-49,,Defensive rebound by T. Maker
2:13.0,,,29-49,,Turnover by M. Brogdon (turnover)
2:13.0,,,29-49,,Loose ball foul by M. Brogdon (drawn by J. Brown)
1:53.0,T. Rozier misses 3-pt shot from 27 ft,,29-49,,
1:51.0,Offensive rebound by G. Monroe,,29-49,,
1:41.0,G. Monroe misses 2-pt shot from 7 ft,,29-49,,
1:39.0,,,29-49,,Defensive rebound by G. Antetokounmpo
1:22.0,,,29-52,3,T. Maker makes 3-pt shot from 24 ft (assist by M. Dellavedova)
0:56.0,M. Morris makes 2-pt shot from 18 ft,2,31-52,,
0:35.0,,,31-55,3,M. Brogdon makes 3-pt shot from 26 ft (assist by J. Parker)
0:30.0,J. Brown makes 2-pt shot from 3 ft,2,33-55,,
0:08.0,,,33-58,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
0:05.0,,,33-58,,Personal foul by J. Parker (drawn by M. Morris)
0:00.0,M. Morris misses 2-pt shot from 5 ft (block by G. Antetokounmpo),,33-58,,
0:00.0,Offensive rebound by G. Monroe,,33-58,,
0:00.0,G. Monroe makes 2-pt shot from 2 ft,2,35-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,35-61,3,G. Antetokounmpo makes 3-pt shot from 26 ft (assist by E. Bledsoe)
11:25.0,A. Horford misses 2-pt shot from 6 ft,,35-61,,
11:22.0,Offensive rebound by A. Baynes,,35-61,,
11:22.0,,,35-61,,Personal foul by G. Antetokounmpo (drawn by J. Tatum)
11:14.0,A. Baynes makes 2-pt shot from 2 ft (assist by J. Brown),2,37-61,,
11:01.0,Personal foul by A. Baynes (drawn by E. Bledsoe),,37-61,,
10:49.0,,,37-61,,M. Brogdon misses 2-pt shot from 7 ft
10:47.0,Defensive rebound by J. Brown,,37-61,,
10:41.0,J. Tatum misses 3-pt shot from 25 ft,,37-61,,
10:36.0,,,37-61,,Defensive rebound by T. Zeller
10:21.0,,,37-61,,M. Brogdon misses 3-pt shot from 23 ft
10:18.0,,,37-61,,Offensive rebound by E. Bledsoe
10:13.0,,,37-63,2,T. Zeller makes 2-pt shot from 2 ft (assist by G. Antetokounmpo)
9:59.0,J. Brown misses 2-pt shot from 8 ft,,37-63,,
9:57.0,,,37-63,,Defensive rebound by G. Antetokounmpo
9:56.0,,,37-63,,Turnover by G. Antetokounmpo (bad pass)
9:43.0,,,37-63,,Personal foul by K. Middleton (drawn by J. Tatum)
9:29.0,A. Horford makes 2-pt shot from 12 ft,2,39-63,,
9:18.0,,,39-63,,G. Antetokounmpo misses 3-pt shot from 26 ft
9:14.0,Defensive rebound by A. Baynes,,39-63,,
9:13.0,,,39-63,,Personal foul by G. Antetokounmpo (drawn by A. Horford)
8:56.0,A. Baynes makes 3-pt shot from 22 ft (assist by T. Rozier),3,42-63,,
8:33.0,,,42-63,,M. Brogdon misses 2-pt shot from 2 ft
8:31.0,Defensive rebound by J. Brown,,42-63,,
8:30.0,,,42-63,,Personal foul by M. Brogdon (drawn by J. Brown)
8:20.0,J. Tatum misses 2-pt shot from 1 ft (block by T. Zeller),,42-63,,
8:17.0,,,42-63,,Defensive rebound by K. Middleton
8:15.0,,,42-65,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton)
8:05.0,Shooting foul by E. Bledsoe (drawn by T. Rozier),,42-65,,
8:05.0,T. Rozier makes free throw 1 of 3,1,43-65,,
8:05.0,T. Rozier makes free throw 2 of 3,1,44-65,,
8:05.0,S. Ojeleye enters the game for A. Baynes,,44-65,,
8:05.0,T. Rozier misses free throw 3 of 3,,44-65,,
8:02.0,,,44-65,,Defensive rebound by G. Antetokounmpo
7:57.0,,,44-65,,E. Bledsoe misses 2-pt shot from 18 ft
7:53.0,Defensive rebound by J. Tatum,,44-65,,
7:45.0,J. Brown makes 2-pt shot from 1 ft,2,46-65,,
7:22.0,,,46-65,,J. Parker enters the game for T. Zeller
7:22.0,A. Baynes enters the game for S. Ojeleye,,46-65,,
7:18.0,,,46-67,2,E. Bledsoe makes 2-pt shot from 14 ft (assist by K. Middleton)
6:57.0,A. Horford makes 2-pt shot from 5 ft (assist by T. Rozier),2,48-67,,
6:48.0,,,48-67,,Milwaukee full timeout
6:48.0,,,48-67,,M. Dellavedova enters the game for E. Bledsoe
6:31.0,,,48-67,,K. Middleton misses 3-pt shot from 23 ft (block by J. Tatum)
6:31.0,Defensive rebound by J. Tatum,,48-67,,
6:24.0,J. Tatum makes 2-pt shot from 1 ft,2,50-67,,
6:06.0,,,50-67,,K. Middleton misses 3-pt shot from 23 ft
6:04.0,Defensive rebound by J. Tatum,,50-67,,
5:57.0,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier),2,52-67,,
5:57.0,Shooting foul by K. Middleton (drawn by J. Tatum),,52-67,,
5:57.0,J. Tatum makes free throw 1 of 1,1,53-67,,
5:46.0,,,53-69,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Dellavedova)
5:34.0,A. Horford makes 2-pt shot from 1 ft (assist by T. Rozier),2,55-69,,
5:14.0,,,55-69,,M. Brogdon misses 3-pt shot from 26 ft
5:12.0,,,55-69,,Offensive rebound by J. Parker
5:12.0,,,55-69,,Turnover by J. Parker (out of bounds lost ball)
5:12.0,,,55-69,,T. Maker enters the game for G. Antetokounmpo
4:51.0,J. Tatum misses 2-pt shot from 3 ft,,55-69,,
4:51.0,,,55-69,,Defensive rebound by Team
4:32.0,,,55-71,2,J. Parker makes 2-pt shot from 1 ft (assist by M. Dellavedova)
4:13.0,A. Horford misses 2-pt shot from 7 ft,,55-71,,
4:10.0,,,55-71,,Defensive rebound by J. Parker
4:03.0,,,55-73,2,J. Parker makes 2-pt shot from 3 ft
3:56.0,T. Rozier makes 2-pt shot at rim,2,57-73,,
3:41.0,,,57-76,3,J. Parker makes 3-pt shot from 22 ft (assist by M. Dellavedova)
3:25.0,A. Horford makes 2-pt shot from 4 ft,2,59-76,,
3:12.0,,,59-76,,J. Parker misses 3-pt shot from 26 ft
3:09.0,Defensive rebound by A. Baynes,,59-76,,
3:06.0,J. Tatum makes 3-pt shot from 25 ft,3,62-76,,
2:46.0,,,62-76,,Shooting foul by A. Baynes (drawn by T. Maker)
2:46.0,Boston full timeout,,62-76,,
2:46.0,,,62-76,,T. Snell enters the game for M. Brogdon
2:46.0,S. Larkin enters the game for J. Tatum,,62-76,,
2:46.0,M. Morris enters the game for A. Baynes,,62-76,,
2:46.0,,,62-77,1,T. Maker makes free throw 1 of 3
2:46.0,,,62-77,,T. Maker misses free throw 2 of 3
2:46.0,,,62-77,,Offensive rebound by Team
2:46.0,Technical foul by M. Morris,,62-77,,
2:46.0,,,62-77,,K. Middleton misses technical free throw
2:46.0,,,62-77,,Offensive rebound by Team
2:46.0,,,62-78,1,T. Maker makes free throw 3 of 3
2:36.0,,,62-78,,Violation by T. Maker (kicked ball)
2:22.0,Turnover by Team (shot clock),,62-78,,
2:09.0,,,62-80,2,K. Middleton makes 2-pt shot from 18 ft
1:57.0,M. Morris misses 2-pt shot from 8 ft,,62-80,,
1:55.0,,,62-80,,Defensive rebound by T. Maker
1:42.0,,,62-82,2,K. Middleton makes 2-pt shot from 13 ft
1:27.0,S. Larkin misses 3-pt shot from 23 ft,,62-82,,
1:22.0,,,62-82,,Defensive rebound by K. Middleton
1:13.0,,,62-82,,K. Middleton misses 2-pt shot from 13 ft
1:11.0,Defensive rebound by A. Horford,,62-82,,
1:05.0,T. Rozier makes 3-pt shot from 22 ft (assist by A. Horford),3,65-82,,
0:46.0,,,65-82,,Shooting foul by S. Larkin (drawn by J. Parker)
0:46.0,,,65-83,1,J. Parker makes free throw 1 of 2
0:46.0,,,65-83,,E. Bledsoe enters the game for M. Dellavedova
0:46.0,,,65-83,,G. Antetokounmpo enters the game for K. Middleton
0:46.0,J. Tatum enters the game for J. Brown,,65-83,,
0:46.0,G. Monroe enters the game for A. Horford,,65-83,,
0:46.0,,,65-83,,J. Parker misses free throw 2 of 2
0:43.0,Defensive rebound by G. Monroe,,65-83,,
0:32.0,,,65-83,,Personal foul by J. Parker (drawn by T. Rozier)
0:32.0,T. Rozier makes free throw 1 of 2,1,66-83,,
0:32.0,T. Rozier makes free throw 2 of 2,1,67-83,,
0:28.0,,,67-85,2,E. Bledsoe makes 2-pt shot from 15 ft
0:08.0,T. Rozier misses 3-pt shot from 27 ft,,67-85,,
0:05.0,Offensive rebound by J. Tatum,,67-85,,
0:00.0,J. Tatum misses 2-pt shot from 19 ft,,67-85,,
0:00.0,Offensive rebound by Team,,67-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,Shooting foul by T. Maker (drawn by J. Tatum),,67-85,,
11:42.0,J. Tatum misses free throw 1 of 2,,67-85,,
11:42.0,Offensive rebound by Team,,67-85,,
11:42.0,J. Tatum makes free throw 2 of 2,1,68-85,,
11:29.0,,,68-88,3,T. Maker makes 3-pt shot from 27 ft (assist by E. Bledsoe)
11:15.0,S. Larkin misses 3-pt shot from 23 ft,,68-88,,
11:13.0,,,68-88,,Defensive rebound by T. Maker
11:07.0,,,68-90,2,J. Parker makes 2-pt shot from 2 ft (assist by G. Antetokounmpo)
10:53.0,G. Monroe misses 2-pt shot from 7 ft (block by T. Maker),,68-90,,
10:50.0,,,68-90,,Defensive rebound by T. Maker
10:47.0,,,68-90,,E. Bledsoe misses 3-pt shot from 26 ft
10:44.0,Defensive rebound by J. Tatum,,68-90,,
10:32.0,Shooting foul by G. Antetokounmpo (drawn by G. Monroe),,68-90,,
10:32.0,G. Monroe makes free throw 1 of 2,1,69-90,,
10:32.0,G. Monroe misses free throw 2 of 2,,69-90,,
10:29.0,Offensive rebound by A. Nader,,69-90,,
10:22.0,Shooting foul by G. Antetokounmpo (drawn by M. Morris),,69-90,,
10:22.0,M. Morris makes free throw 1 of 2,1,70-90,,
10:22.0,,,70-90,,K. Middleton enters the game for G. Antetokounmpo
10:22.0,M. Morris makes free throw 2 of 2,1,71-90,,
9:57.0,,,71-90,,J. Parker misses 2-pt shot from 20 ft
9:54.0,Defensive rebound by G. Monroe,,71-90,,
9:40.0,G. Monroe makes 2-pt shot from 1 ft,2,73-90,,
9:20.0,,,73-93,3,T. Maker makes 3-pt shot from 26 ft (assist by K. Middleton)
9:11.0,,,73-93,,Personal foul by J. Parker (drawn by M. Morris)
9:03.0,M. Morris misses 2-pt shot from 12 ft,,73-93,,
9:00.0,,,73-93,,Defensive rebound by E. Bledsoe
8:47.0,,,73-93,,K. Middleton misses 2-pt shot from 2 ft
8:45.0,Defensive rebound by G. Monroe,,73-93,,
8:41.0,Turnover by M. Morris (bad pass; steal by J. Parker),,73-93,,
8:32.0,,,73-96,3,K. Middleton makes 3-pt shot from 22 ft (assist by E. Bledsoe)
8:17.0,G. Monroe misses 2-pt shot from 4 ft,,73-96,,
8:15.0,,,73-96,,Defensive rebound by K. Middleton
7:59.0,,,73-98,2,K. Middleton makes 2-pt shot from 20 ft
7:35.0,M. Morris makes 3-pt shot from 25 ft,3,76-98,,
7:09.0,,,76-101,3,K. Middleton makes 3-pt shot from 26 ft
6:53.0,A. Nader makes 2-pt shot at rim (assist by G. Monroe),2,78-101,,
6:38.0,,,78-103,2,E. Bledsoe makes 2-pt shot from 11 ft
6:37.0,Boston full timeout,,78-103,,
6:37.0,,,78-103,,T. Zeller enters the game for T. Maker
6:37.0,,,78-103,,M. Brogdon enters the game for K. Middleton
6:37.0,G. Yabusele enters the game for J. Tatum,,78-103,,
6:37.0,A. Baynes enters the game for M. Morris,,78-103,,
6:37.0,S. Ojeleye enters the game for G. Monroe,,78-103,,
6:23.0,A. Nader makes 2-pt shot from 16 ft (assist by G. Yabusele),2,80-103,,
6:05.0,,,80-103,,E. Bledsoe misses 3-pt shot from 26 ft
6:02.0,,,80-103,,Offensive rebound by T. Snell
6:00.0,,,80-103,,T. Snell misses 3-pt shot from 26 ft
6:00.0,Defensive rebound by Team,,80-103,,
5:49.0,S. Larkin misses 3-pt shot from 26 ft,,80-103,,
5:46.0,,,80-103,,Defensive rebound by M. Brogdon
5:23.0,,,80-105,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by M. Brogdon)
4:56.0,A. Nader misses 3-pt shot from 27 ft,,80-105,,
4:56.0,Offensive rebound by Team,,80-105,,
4:56.0,,,80-105,,B. Jennings enters the game for E. Bledsoe
4:42.0,G. Yabusele misses 2-pt shot from 3 ft (block by T. Snell),,80-105,,
4:39.0,,,80-105,,Defensive rebound by T. Snell
4:26.0,,,80-108,3,T. Snell makes 3-pt shot from 23 ft (assist by M. Brogdon)
3:59.0,S. Ojeleye misses 3-pt shot from 25 ft,,80-108,,
3:56.0,,,80-108,,Defensive rebound by J. Parker
3:51.0,,,80-108,,Turnover by B. Jennings (bad pass; steal by A. Nader)
3:47.0,S. Larkin makes 2-pt shot from 1 ft (assist by A. Nader),2,82-108,,
3:42.0,Personal foul by S. Larkin (drawn by M. Brogdon),,82-108,,
3:42.0,,,82-108,,S. Muhammad enters the game for J. Parker
3:42.0,,,82-108,,S. Brown enters the game for M. Brogdon
3:42.0,G. Monroe enters the game for S. Larkin,,82-108,,
3:27.0,,,82-108,,S. Muhammad misses 2-pt shot from 4 ft
3:25.0,Defensive rebound by A. Baynes,,82-108,,
3:17.0,Shooting foul by S. Brown (drawn by G. Yabusele),,82-108,,
3:17.0,G. Yabusele makes free throw 1 of 2,1,83-108,,
3:17.0,G. Yabusele misses free throw 2 of 2,,83-108,,
3:13.0,Offensive rebound by G. Yabusele,,83-108,,
3:03.0,Turnover by G. Monroe (lost ball; steal by S. Brown),,83-108,,
