time,Washington,pts.away,score,pts.home,Boston
1:39.0,B. Beal misses 3-pt shot from 24 ft,,97-100,,
1:37.0,Offensive rebound by Team,,97-100,,
1:31.0,T. Satoransky misses 3-pt shot from 26 ft,,97-100,,
1:27.0,,,97-100,,Defensive rebound by M. Morris
1:14.0,,,97-100,,J. Tatum misses 2-pt shot from 19 ft
1:09.0,Defensive rebound by B. Beal,,97-100,,
0:59.0,B. Beal makes 2-pt shot at rim,2,99-100,,
0:50.0,,,99-100,,Boston full timeout
0:50.0,,,99-100,,G. Monroe enters the game for A. Baynes
0:44.0,,,99-103,3,M. Morris makes 3-pt shot from 23 ft (assist by J. Tatum)
0:43.0,Washington full timeout,,99-103,,
0:43.0,,,99-103,,S. Ojeleye enters the game for G. Monroe
0:38.0,B. Beal makes 2-pt shot from 1 ft,2,101-103,,
0:32.0,Personal take foul by I. Mahinmi (drawn by J. Tatum),,101-103,,
0:32.0,,,101-103,,J. Tatum misses free throw 1 of 2
0:32.0,,,101-103,,Offensive rebound by Team
0:32.0,,,101-104,1,J. Tatum makes free throw 2 of 2
0:20.0,B. Beal makes 2-pt shot from 1 ft,2,103-104,,
0:13.0,,,103-104,,Boston full timeout
0:12.0,Personal take foul by T. Satoransky (drawn by S. Larkin),,103-104,,
0:12.0,,,103-105,1,S. Larkin makes free throw 1 of 2
0:12.0,,,103-106,1,S. Larkin makes free throw 2 of 2
0:12.0,Washington full timeout,,103-106,,
0:07.0,B. Beal misses 3-pt shot from 26 ft,,103-106,,
0:05.0,J. Meeks enters the game for T. Satoransky,,103-106,,
0:05.0,Offensive rebound by Team,,103-106,,
0:02.0,J. Meeks makes 3-pt shot from 23 ft (assist by O. Porter),3,106-106,,
0:00.0,,,106-106,,M. Morris misses 3-pt shot from 72 ft
0:00.0,,,106-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Baynes vs. M. Gortat (M. Morris gains possession),,,,Jump ball: A. Baynes vs. M. Gortat (M. Morris gains possession)
4:37.0,,,106-106,,M. Morris misses 2-pt shot from 13 ft
4:34.0,Defensive rebound by O. Porter,,106-106,,
4:21.0,O. Porter misses 2-pt shot from 15 ft,,106-106,,
4:18.0,,,106-106,,Defensive rebound by M. Morris
4:06.0,,,106-106,,J. Tatum misses 2-pt shot from 13 ft
4:04.0,Defensive rebound by O. Porter,,106-106,,
3:59.0,Turnover by O. Porter (bad pass; steal by T. Rozier),,106-106,,
3:55.0,,,106-106,,J. Tatum misses 2-pt shot from 1 ft (block by M. Gortat)
3:53.0,Defensive rebound by B. Beal,,106-106,,
3:46.0,O. Porter makes 3-pt shot from 23 ft (assist by T. Satoransky),3,109-106,,
3:20.0,,,109-108,2,M. Morris makes 2-pt shot from 18 ft (assist by T. Rozier)
2:58.0,Shooting foul by G. Yabusele (drawn by M. Morris),,109-108,,
2:58.0,M. Morris makes free throw 1 of 2,1,110-108,,
2:58.0,,,110-108,,S. Larkin enters the game for G. Yabusele
2:58.0,M. Morris makes free throw 2 of 2,1,111-108,,
2:41.0,,,111-108,,T. Rozier misses 3-pt shot from 28 ft
2:38.0,Defensive rebound by M. Morris,,111-108,,
2:24.0,Washington full timeout,,111-108,,
2:19.0,O. Porter misses 2-pt shot from 17 ft,,111-108,,
2:16.0,,,111-108,,Defensive rebound by S. Larkin
2:03.0,,,111-110,2,M. Morris makes 2-pt shot from 1 ft (assist by T. Rozier)
2:03.0,,,111-110,,Shooting foul by M. Gortat (drawn by M. Morris)
2:03.0,,,111-110,,M. Morris misses free throw 1 of 1
2:00.0,Defensive rebound by T. Satoransky,,111-110,,
1:51.0,Shooting foul by A. Baynes (drawn by T. Satoransky),,111-110,,
1:51.0,T. Satoransky makes free throw 1 of 2,1,112-110,,
1:51.0,T. Satoransky makes free throw 2 of 2,1,113-110,,
1:37.0,,,113-113,3,T. Rozier makes 3-pt shot from 27 ft
1:23.0,M. Morris misses 2-pt shot from 20 ft,,113-113,,
1:20.0,,,113-113,,Defensive rebound by M. Morris
0:58.0,,,113-113,,T. Rozier misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by O. Porter,,113-113,,
0:47.0,B. Beal misses 2-pt shot from 16 ft,,113-113,,
0:44.0,,,113-113,,Defensive rebound by M. Morris
0:29.0,,,113-113,,T. Rozier misses 2-pt shot from 2 ft
0:27.0,Defensive rebound by O. Porter,,113-113,,
0:19.0,Shooting foul by J. Tatum (drawn by O. Porter),,113-113,,
0:19.0,O. Porter makes free throw 1 of 2,1,114-113,,
0:19.0,O. Porter makes free throw 2 of 2,1,115-113,,
0:19.0,,,115-113,,Boston full timeout
0:19.0,,,115-113,,G. Monroe enters the game for A. Baynes
0:16.0,Personal foul by M. Gortat (drawn by J. Tatum),,115-113,,
0:16.0,,,115-113,,Turnover by J. Tatum (bad pass; steal by T. Satoransky)
0:10.0,Washington full timeout,,115-113,,
0:10.0,,,115-113,,S. Ojeleye enters the game for G. Monroe
0:10.0,J. Meeks enters the game for M. Gortat,,115-113,,
0:08.0,Turnover by M. Morris (bad pass),,115-113,,
0:08.0,,,115-113,,Boston full timeout
0:08.0,,,115-113,,A. Baynes enters the game for S. Ojeleye
0:08.0,M. Gortat enters the game for J. Meeks,,115-113,,
0:03.0,,,115-115,2,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier)
0:03.0,,,115-115,,Shooting foul by M. Gortat (drawn by J. Tatum)
0:03.0,,,115-115,,S. Ojeleye enters the game for A. Baynes
0:03.0,,,115-115,,J. Tatum misses free throw 1 of 1
0:00.0,Defensive rebound by M. Morris,,115-115,,
0:00.0,M. Morris misses 3-pt shot from 84 ft,,115-115,,
0:00.0,Offensive rebound by Team,,115-115,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: A. Baynes vs. M. Gortat (T. Satoransky gains possession),,,,Jump ball: A. Baynes vs. M. Gortat (T. Satoransky gains possession)
4:40.0,M. Morris misses 2-pt shot from 19 ft,,115-115,,
4:39.0,Offensive rebound by Team,,115-115,,
4:33.0,Shooting foul by T. Rozier (drawn by B. Beal),,115-115,,
4:33.0,B. Beal misses free throw 1 of 2,,115-115,,
4:33.0,Offensive rebound by Team,,115-115,,
4:33.0,,,115-115,,G. Monroe enters the game for A. Baynes
4:33.0,B. Beal makes free throw 2 of 2,1,116-115,,
4:17.0,,,116-117,2,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier)
4:05.0,O. Porter makes 3-pt shot from 26 ft (assist by M. Morris),3,119-117,,
3:45.0,,,119-117,,Turnover by M. Morris (bad pass; steal by O. Porter)
3:40.0,B. Beal misses 3-pt shot from 25 ft,,119-117,,
3:36.0,Offensive rebound by M. Gortat,,119-117,,
3:20.0,Shooting foul by M. Morris (drawn by M. Morris),,119-117,,
3:20.0,M. Morris misses free throw 1 of 2,,119-117,,
3:20.0,Offensive rebound by Team,,119-117,,
3:20.0,,,119-117,,A. Baynes enters the game for S. Ojeleye
3:20.0,,,119-117,,A. Nader enters the game for G. Monroe
3:20.0,M. Morris misses free throw 2 of 2,,119-117,,
3:18.0,,,119-117,,Defensive rebound by A. Nader
3:02.0,,,119-117,,M. Morris misses 3-pt shot from 26 ft
2:59.0,Defensive rebound by B. Beal,,119-117,,
2:46.0,M. Morris makes 3-pt shot from 26 ft (assist by T. Satoransky),3,122-117,,
2:24.0,,,122-117,,Turnover by J. Tatum (bad pass)
2:02.0,T. Satoransky misses 2-pt shot from 2 ft,,122-117,,
2:00.0,Offensive rebound by M. Gortat,,122-117,,
2:00.0,Turnover by Team (shot clock),,122-117,,
1:41.0,,,122-119,2,A. Nader makes 2-pt shot at rim (assist by J. Tatum)
1:25.0,B. Beal makes 2-pt shot from 1 ft,2,124-119,,
1:25.0,Shooting foul by A. Baynes (drawn by B. Beal),,124-119,,
1:25.0,,,124-119,,G. Monroe enters the game for A. Baynes
1:25.0,B. Beal makes free throw 1 of 1,1,125-119,,
1:11.0,,,125-121,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Morris)
0:51.0,B. Beal misses 2-pt shot from 2 ft,,125-121,,
0:49.0,,,125-121,,Defensive rebound by J. Tatum
0:47.0,,,125-124,3,T. Rozier makes 3-pt shot from 26 ft (assist by J. Tatum)
0:46.0,Washington full timeout,,125-124,,
0:46.0,,,125-124,,A. Baynes enters the game for G. Monroe
0:27.0,B. Beal misses 2-pt shot from 12 ft,,125-124,,
0:24.0,,,125-124,,Defensive rebound by T. Rozier
0:03.0,,,125-124,,J. Tatum misses 3-pt shot from 27 ft
0:03.0,,,125-124,,Offensive rebound by Team
