time,Utah,pts.away,score,pts.home,Oklahoma City
5:25.0,D. Mitchell misses 3-pt shot from 26 ft,,87-87,,
5:19.0,,,87-87,,Defensive rebound by P. George
5:15.0,J. Ingles enters the game for J. Crowder,,87-87,,
5:07.0,,,87-87,,R. Westbrook misses 2-pt shot from 11 ft
5:03.0,Defensive rebound by D. Mitchell,,87-87,,
4:46.0,D. Mitchell makes 2-pt shot from 1 ft (assist by R. Rubio),2,89-87,,
4:28.0,,,89-87,,C. Anthony misses 2-pt shot from 3 ft
4:27.0,,,89-87,,Offensive rebound by S. Adams
4:27.0,Personal foul by R. Rubio (drawn by S. Adams),,89-87,,
4:20.0,,,89-89,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:02.0,R. Rubio makes 3-pt shot from 23 ft (assist by D. Mitchell),3,92-89,,
3:49.0,,,92-91,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
3:32.0,R. Rubio misses 3-pt shot from 25 ft,,92-91,,
3:28.0,,,92-91,,Defensive rebound by J. Grant
3:20.0,,,92-91,,R. Westbrook misses 2-pt shot from 19 ft
3:18.0,Defensive rebound by D. Mitchell,,92-91,,
3:14.0,D. Mitchell misses 2-pt shot from 1 ft (block by P. George),,92-91,,
3:13.0,Offensive rebound by R. Gobert,,92-91,,
3:13.0,Shooting foul by S. Adams (drawn by R. Gobert),,92-91,,
3:13.0,R. Gobert misses free throw 1 of 2,,92-91,,
3:13.0,Offensive rebound by Team,,92-91,,
3:13.0,R. Gobert makes free throw 2 of 2,1,93-91,,
3:00.0,,,93-91,,P. George misses 2-pt shot from 15 ft
2:57.0,Defensive rebound by R. Gobert,,93-91,,
2:48.0,Shooting foul by S. Adams (drawn by R. Gobert),,93-91,,
2:48.0,,,93-91,,C. Brewer enters the game for S. Adams
2:48.0,R. Gobert makes free throw 1 of 2,1,94-91,,
2:48.0,R. Gobert makes free throw 2 of 2,1,95-91,,
2:42.0,,,95-91,,R. Westbrook misses 2-pt shot from 4 ft
2:41.0,Defensive rebound by R. Gobert,,95-91,,
2:29.0,D. Mitchell misses 3-pt shot from 26 ft,,95-91,,
2:25.0,,,95-91,,Defensive rebound by R. Westbrook
2:23.0,,,95-91,,Shooting foul by J. Ingles (drawn by R. Westbrook)
2:23.0,,,95-92,1,R. Westbrook makes free throw 1 of 2
2:23.0,,,95-93,1,R. Westbrook makes free throw 2 of 2
2:03.0,Shooting foul by C. Anthony (drawn by D. Mitchell),,95-93,,
2:03.0,D. Mitchell makes free throw 1 of 2,1,96-93,,
2:03.0,D. Mitchell makes free throw 2 of 2,1,97-93,,
1:44.0,,,97-93,,J. Grant misses 3-pt shot from 22 ft
1:41.0,Defensive rebound by D. Favors,,97-93,,
1:37.0,Utah full timeout,,97-93,,
1:33.0,D. Mitchell makes 2-pt shot from 5 ft,2,99-93,,
1:19.0,,,99-95,2,J. Grant makes 2-pt shot at rim (assist by C. Brewer)
1:04.0,Turnover by J. Ingles (bad pass; steal by C. Brewer),,99-95,,
0:56.0,,,99-95,,C. Anthony misses 3-pt shot from 26 ft
0:53.0,Defensive rebound by R. Gobert,,99-95,,
0:29.0,J. Ingles misses 2-pt shot from 19 ft,,99-95,,
0:28.0,,,99-95,,Defensive rebound by C. Anthony
0:23.0,,,99-95,,C. Anthony misses 3-pt shot from 24 ft
0:21.0,Defensive rebound by R. Gobert,,99-95,,
0:21.0,,,99-95,,Personal foul by R. Westbrook (drawn by R. Gobert)
0:21.0,R. Gobert makes free throw 1 of 2,1,100-95,,
0:21.0,R. Gobert makes free throw 2 of 2,1,101-95,,
0:21.0,,,101-95,,Oklahoma City full timeout
0:21.0,,,101-95,,A. Abrines enters the game for C. Brewer
0:21.0,J. Crowder enters the game for D. Favors,,101-95,,
0:21.0,,,101-95,,Oklahoma City full timeout
0:15.0,,,101-95,,P. George misses 2-pt shot from 18 ft (block by R. Gobert)
0:12.0,Defensive rebound by D. Mitchell,,101-95,,
0:10.0,,,101-95,,Personal take foul by P. George (drawn by R. Rubio)
0:10.0,R. Rubio misses free throw 1 of 2,,101-95,,
0:10.0,Offensive rebound by Team,,101-95,,
0:10.0,R. Rubio makes free throw 2 of 2,1,102-95,,
0:05.0,,,102-95,,P. George misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by J. Ingles,,102-95,,
