time,Utah,pts.away,score,pts.home,Houston
9:38.0,Personal foul by J. Jerebko (drawn by L. Mbah a Moute),,23-39,,
9:32.0,,,23-39,,L. Mbah a Moute misses 2-pt shot from 3 ft (block by D. Favors)
9:30.0,Defensive rebound by A. Burks,,23-39,,
9:22.0,Shooting foul by L. Mbah a Moute (drawn by D. Favors),,23-39,,
9:22.0,D. Favors makes free throw 1 of 2,1,24-39,,
9:22.0,,,24-39,,P. Tucker enters the game for L. Mbah a Moute
9:22.0,,,24-39,,C. Capela enters the game for R. Anderson
9:22.0,D. Favors misses free throw 2 of 2,,24-39,,
9:22.0,,,24-39,,Defensive rebound by T. Ariza
9:13.0,,,24-39,,Shooting foul by A. Burks (drawn by E. Gordon)
9:13.0,,,24-40,1,E. Gordon makes free throw 1 of 3
9:13.0,,,24-41,1,E. Gordon makes free throw 2 of 3
9:13.0,R. Gobert enters the game for D. Favors,,24-41,,
9:13.0,,,24-42,1,E. Gordon makes free throw 3 of 3
9:00.0,Shooting foul by T. Ariza (drawn by D. Exum),,24-42,,
9:00.0,D. Exum misses free throw 1 of 2,,24-42,,
9:00.0,Offensive rebound by Team,,24-42,,
9:00.0,D. Exum makes free throw 2 of 2,1,25-42,,
8:48.0,,,25-42,,Turnover by C. Paul (bad pass; steal by A. Burks)
8:46.0,,,25-42,,Personal foul by P. Tucker (drawn by A. Burks)
8:46.0,,,25-42,,J. Harden enters the game for T. Ariza
8:34.0,J. Crowder enters the game for A. Burks,,25-42,,
8:27.0,J. Ingles makes 2-pt shot from 20 ft,2,27-42,,
8:06.0,Violation by R. Gobert (kicked ball),,27-42,,
8:06.0,D. Mitchell enters the game for D. Exum,,27-42,,
8:00.0,,,27-44,2,C. Paul makes 2-pt shot from 8 ft
7:33.0,J. Ingles makes 2-pt shot from 2 ft (assist by D. Mitchell),2,29-44,,
7:23.0,,,29-44,,C. Paul misses 2-pt shot from 12 ft
7:21.0,,,29-44,,Offensive rebound by Team
7:11.0,,,29-47,3,J. Harden makes 3-pt shot from 22 ft
7:04.0,J. Crowder misses 2-pt shot from 2 ft,,29-47,,
7:02.0,,,29-47,,Defensive rebound by P. Tucker
6:42.0,,,29-49,2,C. Capela makes 2-pt shot from 3 ft (assist by C. Paul)
6:41.0,Utah full timeout,,29-49,,
6:41.0,,,29-49,,L. Mbah a Moute enters the game for C. Paul
6:41.0,R. O'Neale enters the game for J. Jerebko,,29-49,,
6:35.0,,,29-49,,Personal foul by L. Mbah a Moute (drawn by J. Ingles)
6:35.0,J. Ingles makes free throw 1 of 2,1,30-49,,
6:35.0,J. Ingles misses free throw 2 of 2,,30-49,,
6:33.0,,,30-49,,Defensive rebound by C. Capela
6:18.0,,,30-49,,E. Gordon misses 2-pt shot from 22 ft
6:17.0,Defensive rebound by R. Gobert,,30-49,,
6:01.0,J. Crowder makes 3-pt shot from 25 ft (assist by R. O'Neale),3,33-49,,
5:44.0,,,33-49,,Shooting foul by R. O'Neale (drawn by J. Harden)
5:44.0,,,33-50,1,J. Harden makes free throw 1 of 2
5:44.0,D. Exum enters the game for J. Ingles,,33-50,,
5:44.0,,,33-51,1,J. Harden makes free throw 2 of 2
5:33.0,D. Mitchell makes 2-pt shot from 2 ft (assist by D. Exum),2,35-51,,
5:15.0,,,35-51,,J. Harden misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by R. O'Neale,,35-51,,
5:06.0,D. Mitchell misses 3-pt shot from 25 ft,,35-51,,
5:06.0,,,35-51,,Defensive rebound by P. Tucker
4:47.0,,,35-51,,E. Gordon misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by J. Crowder,,35-51,,
4:31.0,D. Mitchell misses 3-pt shot from 26 ft,,35-51,,
4:29.0,,,35-51,,Defensive rebound by C. Capela
4:12.0,,,35-53,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
4:05.0,Utah full timeout,,35-53,,
4:05.0,,,35-53,,T. Ariza enters the game for E. Gordon
4:05.0,,,35-53,,C. Paul enters the game for L. Mbah a Moute
3:56.0,Turnover by R. Gobert (lost ball; steal by C. Paul),,35-53,,
3:36.0,,,35-53,,J. Harden misses 2-pt shot from 11 ft
3:35.0,Defensive rebound by J. Crowder,,35-53,,
3:29.0,Offensive charge foul by J. Crowder (drawn by C. Capela),,35-53,,
3:29.0,Turnover by J. Crowder (offensive foul),,35-53,,
3:29.0,J. Ingles enters the game for R. O'Neale,,35-53,,
3:29.0,D. Favors enters the game for J. Crowder,,35-53,,
3:16.0,,,35-53,,J. Harden misses 2-pt shot from 9 ft
3:15.0,Defensive rebound by J. Ingles,,35-53,,
3:15.0,,,35-53,,Personal foul by C. Capela (drawn by R. Gobert)
3:15.0,R. Gobert makes free throw 1 of 2,1,36-53,,
3:15.0,R. Gobert makes free throw 2 of 2,1,37-53,,
3:14.0,Personal foul by D. Exum (drawn by C. Paul),,37-53,,
2:53.0,,,37-55,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
2:38.0,D. Exum misses 3-pt shot from 25 ft,,37-55,,
2:37.0,,,37-55,,Defensive rebound by C. Capela
2:15.0,,,37-58,3,J. Harden makes 3-pt shot from 26 ft
1:54.0,Turnover by D. Exum (lost ball; steal by C. Capela),,37-58,,
1:43.0,,,37-61,3,P. Tucker makes 3-pt shot from 22 ft (assist by C. Paul)
1:21.0,D. Mitchell misses 2-pt shot from 5 ft,,37-61,,
1:20.0,,,37-61,,Defensive rebound by T. Ariza
1:14.0,,,37-64,3,P. Tucker makes 3-pt shot from 23 ft (assist by C. Paul)
1:00.0,Turnover by J. Ingles (turnover),,37-64,,
1:00.0,,,37-64,,E. Gordon enters the game for T. Ariza
1:00.0,A. Burks enters the game for D. Exum,,37-64,,
0:46.0,,,37-64,,C. Capela misses 2-pt shot from 6 ft
0:43.0,,,37-64,,Offensive rebound by C. Paul
0:37.0,,,37-64,,C. Paul misses 3-pt shot from 25 ft
0:36.0,,,37-64,,Offensive rebound by C. Capela
0:28.0,,,37-64,,Turnover by J. Harden (out of bounds lost ball)
0:13.0,D. Mitchell makes 2-pt shot from 2 ft,2,39-64,,
0:02.0,,,39-64,,Turnover by J. Harden (lost ball; steal by D. Favors)
0:00.0,J. Ingles misses 3-pt shot from 42 ft,,39-64,,
0:00.0,Offensive rebound by Team,,39-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,39-64,,Turnover by C. Paul (bad pass; steal by R. O'Neale)
11:47.0,,,39-64,,Personal foul by C. Paul (drawn by R. O'Neale)
11:26.0,J. Ingles makes 3-pt shot from 24 ft (assist by R. Gobert),3,42-64,,
11:09.0,,,42-67,3,T. Ariza makes 3-pt shot from 25 ft
10:55.0,Turnover by D. Mitchell (bad pass; steal by C. Paul),,42-67,,
10:46.0,,,42-67,,P. Tucker misses 3-pt shot from 23 ft
10:45.0,Defensive rebound by D. Favors,,42-67,,
10:38.0,R. O'Neale misses 3-pt shot from 24 ft,,42-67,,
10:37.0,,,42-67,,Defensive rebound by P. Tucker
10:25.0,,,42-67,,Turnover by C. Paul (bad pass; steal by R. Gobert)
10:20.0,R. O'Neale makes 2-pt shot from 2 ft (assist by D. Mitchell),2,44-67,,
9:55.0,,,44-70,3,J. Harden makes 3-pt shot from 25 ft
9:33.0,R. O'Neale misses 3-pt shot from 23 ft,,44-70,,
9:32.0,,,44-70,,Defensive rebound by P. Tucker
9:27.0,,,44-70,,C. Capela misses 2-pt shot from 2 ft (block by D. Favors)
9:26.0,,,44-70,,Offensive rebound by C. Capela
9:21.0,,,44-70,,C. Capela misses 2-pt shot at rim
9:21.0,Defensive rebound by R. Gobert,,44-70,,
9:16.0,D. Mitchell makes 2-pt shot from 2 ft,2,46-70,,
8:55.0,,,46-70,,C. Paul misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by D. Mitchell,,46-70,,
8:49.0,,,46-70,,Personal foul by T. Ariza (drawn by D. Mitchell)
8:38.0,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles),2,48-70,,
8:23.0,,,48-70,,Turnover by C. Capela (bad pass)
8:09.0,Shooting foul by C. Paul (drawn by D. Mitchell),,48-70,,
8:09.0,D. Mitchell makes free throw 1 of 2,1,49-70,,
8:09.0,D. Mitchell makes free throw 2 of 2,1,50-70,,
7:59.0,,,50-70,,J. Harden misses 3-pt shot from 26 ft
7:57.0,,,50-70,,Offensive rebound by Team
7:54.0,,,50-70,,T. Ariza misses 2-pt shot from 5 ft (block by J. Ingles)
7:54.0,,,50-70,,Offensive rebound by Team
7:40.0,,,50-72,2,P. Tucker makes 2-pt shot from 2 ft (assist by C. Paul)
7:23.0,D. Mitchell misses 2-pt shot from 3 ft (block by C. Capela),,50-72,,
7:22.0,,,50-72,,Defensive rebound by C. Paul
7:19.0,Personal foul by J. Ingles (drawn by C. Paul),,50-72,,
7:19.0,J. Crowder enters the game for J. Ingles,,50-72,,
7:19.0,A. Burks enters the game for D. Favors,,50-72,,
7:09.0,,,50-72,,J. Harden misses 2-pt shot from 6 ft
7:09.0,,,50-72,,Offensive rebound by Team
7:09.0,Loose ball foul by R. O'Neale (drawn by J. Harden),,50-72,,
6:59.0,Personal foul by R. O'Neale (drawn by C. Paul),,50-72,,
6:59.0,,,50-72,,Houston full timeout
6:52.0,,,50-72,,J. Harden misses 2-pt shot from 4 ft
6:51.0,Defensive rebound by J. Crowder,,50-72,,
6:45.0,,,50-72,,Personal foul by P. Tucker (drawn by R. Gobert)
6:45.0,,,50-72,,E. Gordon enters the game for C. Paul
6:33.0,A. Burks makes 2-pt shot from 3 ft,2,52-72,,
6:18.0,,,52-72,,Shooting foul by R. Gobert (drawn by E. Gordon)
6:18.0,,,52-73,1,E. Gordon makes free throw 1 of 2
6:18.0,,,52-73,,E. Gordon misses free throw 2 of 2
6:18.0,Defensive rebound by R. Gobert,,52-73,,
6:05.0,D. Mitchell makes 2-pt shot from 3 ft,2,54-73,,
5:46.0,,,54-73,,P. Tucker misses 3-pt shot from 22 ft
5:45.0,Defensive rebound by A. Burks,,54-73,,
5:38.0,D. Mitchell makes 2-pt shot at rim (assist by J. Crowder),2,56-73,,
5:19.0,,,56-75,2,J. Harden makes 2-pt shot from 12 ft
5:04.0,A. Burks misses 3-pt shot from 26 ft,,56-75,,
5:03.0,,,56-75,,Defensive rebound by C. Capela
4:54.0,,,56-75,,E. Gordon misses 2-pt shot from 15 ft
4:51.0,,,56-75,,Offensive rebound by P. Tucker
4:40.0,,,56-78,3,J. Harden makes 3-pt shot from 25 ft
4:24.0,D. Mitchell misses 3-pt shot from 27 ft,,56-78,,
4:23.0,,,56-78,,Defensive rebound by E. Gordon
4:17.0,,,56-80,2,P. Tucker makes 2-pt shot from 2 ft (assist by E. Gordon)
4:16.0,Utah full timeout,,56-80,,
4:16.0,,,56-80,,R. Anderson enters the game for T. Ariza
4:16.0,,,56-80,,L. Mbah a Moute enters the game for C. Capela
4:16.0,D. Exum enters the game for R. O'Neale,,56-80,,
4:05.0,J. Crowder misses 2-pt shot from 21 ft,,56-80,,
4:04.0,,,56-80,,Defensive rebound by J. Harden
3:45.0,,,56-80,,J. Harden misses 3-pt shot from 26 ft
3:43.0,Defensive rebound by A. Burks,,56-80,,
3:29.0,D. Mitchell makes 2-pt shot from 3 ft,2,58-80,,
3:14.0,Personal block foul by R. Gobert (drawn by E. Gordon),,58-80,,
3:14.0,,,58-80,,E. Gordon misses free throw 1 of 2
3:14.0,,,58-80,,Offensive rebound by Team
3:14.0,D. Favors enters the game for R. Gobert,,58-80,,
3:14.0,,,58-81,1,E. Gordon makes free throw 2 of 2
3:02.0,D. Exum makes 2-pt shot from 4 ft,2,60-81,,
2:49.0,,,60-83,2,P. Tucker makes 2-pt shot from 4 ft (assist by J. Harden)
2:40.0,A. Burks misses 2-pt shot from 5 ft,,60-83,,
2:40.0,Offensive rebound by Team,,60-83,,
2:40.0,,,60-83,,T. Ariza enters the game for P. Tucker
2:40.0,,,60-83,,C. Paul enters the game for J. Harden
2:40.0,R. Neto enters the game for D. Mitchell,,60-83,,
2:37.0,Turnover by D. Exum (bad pass; steal by R. Anderson),,60-83,,
2:29.0,,,60-83,,L. Mbah a Moute misses 2-pt shot from 1 ft
2:28.0,Defensive rebound by R. Neto,,60-83,,
2:10.0,D. Favors misses 2-pt shot from 6 ft (block by L. Mbah a Moute),,60-83,,
2:10.0,,,60-83,,Defensive rebound by L. Mbah a Moute
1:50.0,,,60-83,,C. Paul misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by D. Exum,,60-83,,
1:39.0,,,60-83,,Personal foul by R. Anderson (drawn by D. Exum)
1:39.0,D. Exum makes free throw 1 of 2,1,61-83,,
1:39.0,D. Exum makes free throw 2 of 2,1,62-83,,
1:29.0,,,62-83,,E. Gordon misses 2-pt shot from 22 ft
1:28.0,Defensive rebound by A. Burks,,62-83,,
1:21.0,Turnover by J. Crowder (bad pass; steal by L. Mbah a Moute),,62-83,,
1:05.0,,,62-83,,Turnover by C. Paul (lost ball; steal by J. Crowder)
1:00.0,D. Exum makes 2-pt shot from 1 ft,2,64-83,,
0:43.0,,,64-83,,L. Mbah a Moute misses 2-pt shot from 2 ft
0:42.0,Defensive rebound by A. Burks,,64-83,,
0:40.0,A. Burks makes 2-pt shot from 2 ft,2,66-83,,
0:40.0,Shooting foul by E. Gordon (drawn by A. Burks),,66-83,,
0:40.0,A. Burks misses free throw 1 of 1,,66-83,,
0:40.0,,,66-83,,Defensive rebound by T. Ariza
0:30.0,,,66-83,,Turnover by C. Paul (lost ball; steal by D. Favors)
0:19.0,J. Crowder makes 2-pt shot from 15 ft,2,68-83,,
0:00.0,,,68-86,3,C. Paul makes 3-pt shot from 26 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,A. Burks misses 2-pt shot from 12 ft,,68-86,,
11:45.0,,,68-86,,Defensive rebound by C. Capela
11:29.0,Shooting block foul by D. Favors (drawn by C. Capela),,68-86,,
11:29.0,,,68-86,,C. Capela misses free throw 1 of 2
11:29.0,,,68-86,,Offensive rebound by Team
11:29.0,J. Ingles enters the game for A. Burks,,68-86,,
11:29.0,,,68-86,,C. Capela misses free throw 2 of 2
11:29.0,Defensive rebound by D. Favors,,68-86,,
11:16.0,Turnover by J. Ingles (bad pass),,68-86,,
11:08.0,,,68-86,,C. Paul misses 2-pt shot from 11 ft
11:07.0,Defensive rebound by D. Mitchell,,68-86,,
10:57.0,J. Crowder makes 3-pt shot from 23 ft (assist by J. Ingles),3,71-86,,
10:46.0,,,71-86,,Turnover by E. Gordon (bad pass; steal by J. Ingles)
10:40.0,R. Neto makes 2-pt shot from 4 ft,2,73-86,,
10:21.0,,,73-86,,C. Capela misses 2-pt shot from 4 ft
10:21.0,Defensive rebound by Team,,73-86,,
10:21.0,,,73-86,,Loose ball foul by C. Capela (drawn by D. Favors)
10:21.0,,,73-86,,J. Harden enters the game for E. Gordon
10:09.0,D. Mitchell makes 2-pt shot from 2 ft,2,75-86,,
9:55.0,,,75-86,,J. Harden misses 2-pt shot from 4 ft
9:51.0,,,75-86,,Offensive rebound by P. Tucker
9:27.0,,,75-86,,Turnover by C. Paul (bad pass; steal by J. Crowder)
9:22.0,Turnover by D. Favors (bad pass; steal by J. Harden),,75-86,,
9:15.0,,,75-86,,Shooting foul by R. Neto (drawn by J. Harden)
9:15.0,,,75-86,,J. Harden misses free throw 1 of 2
9:15.0,,,75-86,,Offensive rebound by Team
9:15.0,,,75-87,1,J. Harden makes free throw 2 of 2
9:05.0,D. Mitchell misses 3-pt shot from 26 ft,,75-87,,
9:03.0,,,75-87,,Defensive rebound by J. Harden
8:52.0,,,75-87,,Shooting foul by J. Ingles (drawn by J. Harden)
8:52.0,,,75-88,1,J. Harden makes free throw 1 of 2
8:52.0,R. Gobert enters the game for D. Favors,,75-88,,
8:52.0,,,75-89,1,J. Harden makes free throw 2 of 2
8:36.0,D. Mitchell misses 2-pt shot from 5 ft,,75-89,,
8:35.0,Offensive rebound by R. Gobert,,75-89,,
8:35.0,R. Gobert makes 2-pt shot at rim,2,77-89,,
8:20.0,,,77-92,3,J. Harden makes 3-pt shot from 25 ft
8:11.0,R. O'Neale enters the game for J. Crowder,,77-92,,
8:00.0,,,77-92,,Personal foul by C. Paul (drawn by R. Gobert)
7:47.0,Turnover by J. Ingles (bad pass; steal by C. Paul),,77-92,,
7:40.0,,,77-92,,T. Ariza misses 3-pt shot from 24 ft
7:38.0,Defensive rebound by R. O'Neale,,77-92,,
7:32.0,R. Neto makes 2-pt shot from 3 ft,2,79-92,,
7:08.0,,,79-92,,J. Harden misses 2-pt shot from 6 ft
7:07.0,,,79-92,,Offensive rebound by J. Harden
7:06.0,,,79-94,2,J. Harden makes 2-pt shot from 2 ft
6:56.0,Turnover by D. Mitchell (out of bounds lost ball),,79-94,,
6:56.0,,,79-94,,Houston full timeout
6:56.0,,,79-94,,E. Gordon enters the game for C. Paul
6:56.0,J. Crowder enters the game for R. Neto,,79-94,,
6:42.0,,,79-96,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
6:28.0,J. Ingles misses 2-pt shot from 3 ft,,79-96,,
6:27.0,Offensive rebound by R. Gobert,,79-96,,
6:27.0,R. Gobert makes 2-pt shot at rim,2,81-96,,
6:01.0,,,81-96,,Shooting foul by J. Ingles (drawn by J. Harden)
6:01.0,,,81-97,1,J. Harden makes free throw 1 of 2
6:01.0,,,81-98,1,J. Harden makes free throw 2 of 2
5:52.0,J. Crowder makes 2-pt shot from 5 ft (assist by J. Ingles),2,83-98,,
5:52.0,,,83-98,,Violation by C. Capela (def goaltending)
5:52.0,Shooting foul by P. Tucker (drawn by J. Crowder),,83-98,,
5:52.0,J. Crowder misses free throw 1 of 1,,83-98,,
5:52.0,,,83-98,,Defensive rebound by J. Harden
5:52.0,,,83-98,,L. Mbah a Moute enters the game for T. Ariza
5:37.0,,,83-98,,J. Harden misses 2-pt shot from 15 ft
5:35.0,Defensive rebound by J. Ingles,,83-98,,
5:33.0,Turnover by J. Ingles (bad pass),,83-98,,
5:33.0,Utah full timeout,,83-98,,
5:33.0,A. Burks enters the game for D. Mitchell,,83-98,,
5:16.0,,,83-98,,J. Harden misses 2-pt shot from 4 ft
5:14.0,Defensive rebound by J. Crowder,,83-98,,
5:11.0,R. O'Neale makes 2-pt shot from 2 ft (assist by J. Ingles),2,85-98,,
5:01.0,,,85-98,,Shooting foul by A. Burks (drawn by E. Gordon)
5:01.0,,,85-99,1,E. Gordon makes free throw 1 of 2
5:01.0,,,85-99,,T. Ariza enters the game for P. Tucker
5:01.0,D. Mitchell enters the game for A. Burks,,85-99,,
5:01.0,,,85-100,1,E. Gordon makes free throw 2 of 2
4:40.0,Turnover by R. O'Neale (bad pass),,85-100,,
4:20.0,,,85-100,,Turnover by J. Harden (bad pass; steal by R. O'Neale)
4:16.0,Turnover by R. O'Neale (bad pass; steal by E. Gordon),,85-100,,
4:12.0,,,85-103,3,J. Harden makes 3-pt shot from 25 ft (assist by E. Gordon)
3:50.0,R. Gobert makes 2-pt shot from 1 ft (assist by D. Mitchell),2,87-103,,
3:33.0,,,87-103,,E. Gordon misses 3-pt shot from 25 ft
3:32.0,Defensive rebound by J. Ingles,,87-103,,
3:16.0,J. Crowder makes 3-pt shot from 26 ft (assist by R. O'Neale),3,90-103,,
2:48.0,,,90-105,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
2:33.0,D. Mitchell misses 2-pt shot from 18 ft,,90-105,,
2:31.0,Offensive rebound by D. Mitchell,,90-105,,
2:30.0,D. Mitchell misses 2-pt shot from 4 ft,,90-105,,
2:28.0,Offensive rebound by J. Ingles,,90-105,,
2:19.0,R. Gobert makes 2-pt shot at rim (assist by R. O'Neale),2,92-105,,
2:13.0,Personal foul by R. Gobert (drawn by C. Capela),,92-105,,
