time,Atlanta,pts.away,score,pts.home,Cleveland
6:29.0,D. Schroder makes 2-pt shot from 20 ft (assist by T. Waller-Prince),2,15-14,,
6:09.0,,,15-17,3,J. Calderon makes 3-pt shot from 21 ft (assist by L. James)
5:49.0,Offensive foul by E. Ilyasova (drawn by L. James),,15-17,,
5:49.0,Turnover by E. Ilyasova (offensive foul),,15-17,,
5:49.0,,,15-17,,T. Thompson enters the game for L. James
5:33.0,,,15-17,,K. Love misses 2-pt shot from 14 ft
5:31.0,Defensive rebound by T. Waller-Prince,,15-17,,
5:23.0,T. Waller-Prince makes 2-pt shot at rim,2,17-17,,
5:15.0,Personal foul by K. Bazemore (drawn by J. Smith),,17-17,,
5:15.0,M. Belinelli enters the game for T. Waller-Prince,,17-17,,
5:15.0,M. Plumlee enters the game for K. Bazemore,,17-17,,
5:15.0,D. Bembry enters the game for T. Cavanaugh,,17-17,,
5:09.0,,,17-20,3,K. Love makes 3-pt shot from 25 ft (assist by J. Smith)
4:45.0,E. Ilyasova makes 2-pt shot from 18 ft (assist by M. Belinelli),2,19-20,,
4:33.0,,,19-20,,Turnover by J. Smith (bad pass)
4:23.0,D. Bembry misses 2-pt shot from 1 ft,,19-20,,
4:20.0,,,19-20,,Defensive rebound by K. Love
3:58.0,,,19-22,2,K. Love makes 2-pt shot at rim (assist by J. Calderon)
3:37.0,M. Plumlee misses 2-pt shot from 11 ft,,19-22,,
3:35.0,,,19-22,,Defensive rebound by K. Love
3:27.0,,,19-25,3,J. Calderon makes 3-pt shot from 23 ft (assist by J. Smith)
3:10.0,D. Schroder makes 3-pt shot from 26 ft,3,22-25,,
2:50.0,,,22-25,,J. Crowder misses 3-pt shot from 22 ft
2:48.0,Defensive rebound by D. Bembry,,22-25,,
2:41.0,D. Schroder misses 3-pt shot from 26 ft,,22-25,,
2:41.0,,,22-25,,Defensive rebound by Team
2:41.0,,,22-25,,Cleveland full timeout
2:41.0,,,22-25,,J. Green enters the game for J. Smith
2:41.0,,,22-25,,K. Korver enters the game for J. Crowder
2:41.0,I. Taylor enters the game for E. Ilyasova,,22-25,,
2:41.0,L. Babbitt enters the game for D. Schroder,,22-25,,
2:20.0,,,22-25,,K. Love misses 2-pt shot from 9 ft
2:18.0,Defensive rebound by L. Babbitt,,22-25,,
2:12.0,M. Belinelli makes 3-pt shot from 26 ft,3,25-25,,
1:53.0,,,25-25,,Turnover by K. Korver (bad pass; steal by M. Belinelli)
1:50.0,Offensive charge foul by I. Taylor (drawn by J. Calderon),,25-25,,
1:50.0,Turnover by I. Taylor (offensive foul),,25-25,,
1:50.0,,,25-25,,L. James enters the game for K. Love
1:50.0,,,25-25,,C. Osman enters the game for J. Calderon
1:40.0,,,25-25,,K. Korver misses 2-pt shot from 11 ft
1:40.0,Defensive rebound by Team,,25-25,,
1:40.0,,,25-25,,Loose ball foul by C. Osman (drawn by M. Belinelli)
1:20.0,M. Belinelli misses 3-pt shot from 25 ft,,25-25,,
1:16.0,,,25-25,,Defensive rebound by J. Green
1:03.0,,,25-28,3,K. Korver makes 3-pt shot from 22 ft (assist by L. James)
0:42.0,D. Bembry makes 3-pt shot from 26 ft (assist by I. Taylor),3,28-28,,
0:33.0,Personal foul by M. Plumlee (drawn by T. Thompson),,28-28,,
0:27.0,,,28-31,3,K. Korver makes 3-pt shot from 30 ft (assist by L. James)
0:11.0,I. Taylor misses 3-pt shot from 25 ft,,28-31,,
0:08.0,Offensive rebound by D. Bembry,,28-31,,
0:04.0,D. Bembry makes 2-pt shot from 1 ft,2,30-31,,
0:04.0,Shooting foul by L. James (drawn by D. Bembry),,30-31,,
0:04.0,D. Bembry makes free throw 1 of 1,1,31-31,,
0:00.0,,,31-31,,J. Green misses 3-pt shot from 29 ft
0:00.0,,,31-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,T. Cavanaugh misses 3-pt shot from 25 ft,,31-31,,
11:38.0,,,31-31,,Defensive rebound by J. Green
11:32.0,,,31-33,2,C. Frye makes 2-pt shot from 17 ft (assist by L. James)
11:04.0,L. Babbitt misses 2-pt shot from 9 ft,,31-33,,
11:00.0,,,31-33,,Defensive rebound by C. Osman
10:54.0,,,31-33,,Shooting foul by L. Babbitt (drawn by J. Green)
10:54.0,,,31-34,1,J. Green makes free throw 1 of 2
10:54.0,T. Waller-Prince enters the game for L. Babbitt,,31-34,,
10:54.0,K. Bazemore enters the game for D. Bembry,,31-34,,
10:54.0,,,31-35,1,J. Green makes free throw 2 of 2
10:45.0,M. Belinelli misses 2-pt shot from 17 ft,,31-35,,
10:38.0,Offensive rebound by T. Cavanaugh,,31-35,,
10:37.0,M. Belinelli misses 2-pt shot at rim,,31-35,,
10:37.0,,,31-35,,Defensive rebound by C. Osman
10:32.0,,,31-37,2,J. Green makes 2-pt shot at rim (assist by L. James)
10:31.0,,,31-37,,Shooting foul by T. Waller-Prince (drawn by J. Green)
10:31.0,,,31-38,1,J. Green makes free throw 1 of 1
10:19.0,Turnover by T. Cavanaugh (out of bounds lost ball),,31-38,,
10:10.0,,,31-38,,Turnover by K. Korver (bad pass; steal by T. Cavanaugh)
10:03.0,T. Cavanaugh misses 3-pt shot from 26 ft,,31-38,,
9:59.0,,,31-38,,Defensive rebound by K. Korver
9:53.0,,,31-38,,C. Osman misses 3-pt shot from 25 ft
9:50.0,Defensive rebound by T. Waller-Prince,,31-38,,
9:28.0,K. Bazemore makes 2-pt shot from 1 ft,2,33-38,,
9:13.0,,,33-38,,L. James misses 3-pt shot from 25 ft
9:11.0,Defensive rebound by K. Bazemore,,33-38,,
9:03.0,M. Belinelli misses 2-pt shot from 1 ft,,33-38,,
8:58.0,Offensive rebound by T. Cavanaugh,,33-38,,
8:58.0,T. Cavanaugh makes 2-pt shot at rim,2,35-38,,
8:37.0,,,35-38,,C. Osman misses 3-pt shot from 27 ft
8:34.0,Defensive rebound by K. Bazemore,,35-38,,
8:19.0,Turnover by K. Bazemore (bad pass; steal by L. James),,35-38,,
8:14.0,,,35-40,2,L. James makes 2-pt shot from 1 ft
8:13.0,Atlanta full timeout,,35-40,,
8:13.0,L. Babbitt enters the game for M. Belinelli,,35-40,,
8:13.0,D. Schroder enters the game for I. Taylor,,35-40,,
8:03.0,,,35-40,,Personal foul by K. Korver (drawn by T. Waller-Prince)
7:50.0,Turnover by K. Bazemore (lost ball; steal by L. James),,35-40,,
7:45.0,,,35-40,,Turnover by J. Green (lost ball; steal by L. Babbitt)
7:32.0,D. Schroder misses 2-pt shot from 14 ft,,35-40,,
7:30.0,,,35-40,,Defensive rebound by L. James
7:22.0,,,35-42,2,C. Osman makes 2-pt shot at rim (assist by L. James)
7:03.0,D. Schroder misses 3-pt shot from 25 ft,,35-42,,
7:01.0,,,35-42,,Defensive rebound by L. James
6:44.0,,,35-42,,K. Korver misses 2-pt shot from 1 ft
6:44.0,Defensive rebound by Team,,35-42,,
6:44.0,,,35-42,,Loose ball foul by C. Osman (drawn by D. Schroder)
6:44.0,,,35-42,,J. Smith enters the game for C. Osman
6:27.0,T. Waller-Prince makes 2-pt shot at rim (assist by D. Schroder),2,37-42,,
6:14.0,,,37-42,,J. Green misses 2-pt shot from 1 ft (block by K. Bazemore)
6:12.0,Defensive rebound by T. Cavanaugh,,37-42,,
6:06.0,L. Babbitt misses 3-pt shot from 27 ft,,37-42,,
6:03.0,,,37-42,,Defensive rebound by C. Frye
5:55.0,,,37-45,3,K. Korver makes 3-pt shot from 22 ft (assist by J. Smith)
5:41.0,D. Schroder misses 2-pt shot from 16 ft,,37-45,,
5:41.0,Offensive rebound by Team,,37-45,,
5:38.0,,,37-45,,K. Love enters the game for C. Frye
5:38.0,E. Ilyasova enters the game for T. Cavanaugh,,37-45,,
5:25.0,T. Waller-Prince makes 2-pt shot from 9 ft,2,39-45,,
5:24.0,,,39-45,,Cleveland full timeout
5:24.0,,,39-45,,J. Calderon enters the game for L. James
5:24.0,,,39-45,,J. Crowder enters the game for J. Green
5:11.0,,,39-45,,J. Calderon misses 3-pt shot from 25 ft
5:11.0,Defensive rebound by K. Bazemore,,39-45,,
5:02.0,D. Schroder makes 2-pt shot at rim,2,41-45,,
4:52.0,,,41-45,,K. Korver misses 3-pt shot from 24 ft (block by K. Bazemore)
4:52.0,,,41-45,,Offensive rebound by K. Love
4:51.0,Personal foul by T. Waller-Prince (drawn by K. Love),,41-45,,
4:51.0,M. Belinelli enters the game for T. Waller-Prince,,41-45,,
4:51.0,D. Bembry enters the game for K. Bazemore,,41-45,,
4:42.0,,,41-48,3,K. Korver makes 3-pt shot from 25 ft (assist by K. Love)
4:16.0,L. Babbitt makes 3-pt shot from 23 ft (assist by E. Ilyasova),3,44-48,,
3:57.0,Def 3 sec tech foul by L. Babbitt,,44-48,,
3:57.0,,,44-49,1,K. Korver makes technical free throw
3:49.0,,,44-49,,J. Smith misses 2-pt shot at rim
3:46.0,,,44-49,,Offensive rebound by K. Love
3:44.0,,,44-49,,K. Love misses 2-pt shot at rim
3:44.0,,,44-49,,Offensive rebound by K. Love
3:44.0,,,44-51,2,K. Love makes 2-pt shot at rim
3:44.0,,,44-51,,Shooting foul by L. Babbitt (drawn by K. Love)
3:44.0,,,44-52,1,K. Love makes free throw 1 of 1
3:31.0,E. Ilyasova misses 2-pt shot from 17 ft,,44-52,,
3:28.0,,,44-52,,Defensive rebound by J. Smith
3:23.0,,,44-52,,J. Crowder misses 2-pt shot from 23 ft (block by L. Babbitt)
3:20.0,,,44-52,,Offensive rebound by K. Love
3:20.0,,,44-52,,Offensive foul by J. Crowder (drawn by D. Bembry)
3:20.0,,,44-52,,Turnover by J. Crowder (offensive foul)
3:20.0,,,44-52,,L. James enters the game for K. Korver
3:08.0,E. Ilyasova misses 3-pt shot from 22 ft,,44-52,,
3:05.0,,,44-52,,Defensive rebound by J. Smith
2:59.0,,,44-52,,Turnover by K. Love (traveling)
2:42.0,D. Schroder misses 2-pt shot from 4 ft (block by J. Crowder),,44-52,,
2:42.0,,,44-52,,Defensive rebound by Team
2:25.0,,,44-55,3,K. Love makes 3-pt shot from 22 ft (assist by J. Calderon)
2:08.0,,,44-55,,Violation by J. Smith (kicked ball)
2:00.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by D. Schroder),2,46-55,,
1:35.0,,,46-57,2,L. James makes 2-pt shot from 1 ft (assist by J. Smith)
1:22.0,Turnover by M. Belinelli (lost ball; steal by J. Calderon),,46-57,,
1:16.0,,,46-59,2,J. Crowder makes 2-pt shot from 1 ft (assist by L. James)
1:16.0,Atlanta full timeout,,46-59,,
0:53.0,E. Ilyasova misses 2-pt shot from 18 ft,,46-59,,
0:50.0,,,46-59,,Defensive rebound by J. Smith
0:45.0,,,46-59,,K. Love misses 3-pt shot from 23 ft
0:44.0,,,46-59,,Offensive rebound by Team
0:41.0,,,46-59,,Turnover by J. Smith (bad pass; steal by D. Bembry)
0:41.0,D. Bembry makes 2-pt shot at rim,2,48-59,,
0:22.0,,,48-62,3,J. Crowder makes 3-pt shot from 25 ft (assist by L. James)
0:01.0,,,48-62,,Personal foul by J. Crowder (drawn by D. Schroder)
0:01.0,K. Bazemore enters the game for L. Babbitt,,48-62,,
0:00.0,K. Bazemore misses 3-pt shot from 28 ft,,48-62,,
0:00.0,Offensive rebound by Team,,48-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,D. Schroder misses 2-pt shot from 2 ft,,48-62,,
11:46.0,,,48-62,,Defensive rebound by Team
11:28.0,,,48-64,2,L. James makes 2-pt shot from 14 ft (assist by K. Love)
11:16.0,T. Waller-Prince misses 3-pt shot from 24 ft,,48-64,,
11:13.0,,,48-64,,Defensive rebound by K. Love
11:03.0,,,48-66,2,L. James makes 2-pt shot from 15 ft
10:43.0,D. Schroder makes 2-pt shot from 17 ft (assist by K. Bazemore),2,50-66,,
10:25.0,,,50-66,,Turnover by J. Crowder (bad pass; steal by E. Ilyasova)
10:22.0,Offensive foul by T. Cavanaugh (drawn by J. Calderon),,50-66,,
10:22.0,Turnover by T. Cavanaugh (offensive foul),,50-66,,
10:10.0,,,50-69,3,J. Calderon makes 3-pt shot from 26 ft (assist by L. James)
9:56.0,,,50-69,,Personal foul by L. James (drawn by T. Waller-Prince)
9:45.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,52-69,,
9:26.0,,,52-69,,J. Crowder misses 3-pt shot from 25 ft
9:24.0,Defensive rebound by T. Waller-Prince,,52-69,,
9:19.0,,,52-69,,Personal block foul by J. Crowder (drawn by K. Bazemore)
9:18.0,,,52-69,,Personal foul by J. Smith (drawn by K. Bazemore)
9:08.0,E. Ilyasova misses 2-pt shot from 7 ft,,52-69,,
9:06.0,,,52-69,,Defensive rebound by L. James
8:49.0,,,52-71,2,L. James makes 2-pt shot from 15 ft (assist by J. Smith)
8:32.0,Turnover by T. Waller-Prince (lost ball; steal by J. Smith),,52-71,,
8:20.0,,,52-73,2,J. Crowder makes 2-pt shot from 1 ft (assist by L. James)
8:20.0,Atlanta full timeout,,52-73,,
8:20.0,D. Bembry enters the game for T. Cavanaugh,,52-73,,
8:08.0,K. Bazemore makes 3-pt shot from 24 ft (assist by E. Ilyasova),3,55-73,,
7:54.0,Personal foul by K. Bazemore (drawn by J. Smith),,55-73,,
7:51.0,,,55-76,3,J. Smith makes 3-pt shot from 24 ft (assist by J. Crowder)
7:35.0,E. Ilyasova misses 3-pt shot from 26 ft,,55-76,,
7:31.0,,,55-76,,Defensive rebound by J. Smith
7:25.0,,,55-76,,K. Love misses 2-pt shot from 1 ft
7:22.0,Defensive rebound by D. Schroder,,55-76,,
7:19.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by K. Bazemore),3,58-76,,
6:58.0,,,58-76,,K. Love misses 2-pt shot from 2 ft
6:54.0,Defensive rebound by K. Bazemore,,58-76,,
6:53.0,K. Bazemore makes 3-pt shot from 25 ft,3,61-76,,
6:52.0,,,61-76,,Cleveland full timeout
6:37.0,,,61-76,,L. James misses 2-pt shot from 13 ft
6:35.0,Defensive rebound by K. Bazemore,,61-76,,
6:29.0,K. Bazemore misses 2-pt shot from 3 ft,,61-76,,
6:26.0,Offensive rebound by E. Ilyasova,,61-76,,
6:26.0,E. Ilyasova misses 2-pt shot at rim,,61-76,,
6:26.0,,,61-76,,Defensive rebound by J. Calderon
6:26.0,Personal foul by D. Schroder (drawn by J. Calderon),,61-76,,
6:18.0,Personal foul by E. Ilyasova (drawn by L. James),,61-76,,
6:09.0,,,61-78,2,J. Calderon makes 2-pt shot from 2 ft
6:00.0,D. Schroder makes 3-pt shot from 25 ft,3,64-78,,
5:46.0,,,64-78,,J. Smith misses 2-pt shot from 1 ft (block by D. Bembry)
5:45.0,,,64-78,,Offensive rebound by J. Crowder
5:44.0,,,64-80,2,J. Crowder makes 2-pt shot at rim
5:44.0,,,64-80,,Shooting foul by K. Bazemore (drawn by J. Crowder)
5:44.0,,,64-81,1,J. Crowder makes free throw 1 of 1
5:35.0,D. Schroder misses 3-pt shot from 25 ft,,64-81,,
5:35.0,,,64-81,,Defensive rebound by L. James
5:16.0,,,64-83,2,L. James makes 2-pt shot from 1 ft (assist by J. Calderon)
5:00.0,E. Ilyasova misses 3-pt shot from 26 ft,,64-83,,
5:00.0,,,64-83,,Defensive rebound by L. James
4:41.0,,,64-86,3,J. Calderon makes 3-pt shot from 24 ft (assist by J. Smith)
4:22.0,Shooting foul by L. James (drawn by T. Waller-Prince),,64-86,,
4:22.0,T. Waller-Prince makes free throw 1 of 2,1,65-86,,
4:22.0,,,65-86,,J. Green enters the game for L. James
4:22.0,T. Cavanaugh enters the game for E. Ilyasova,,65-86,,
4:22.0,M. Belinelli enters the game for K. Bazemore,,65-86,,
4:22.0,T. Waller-Prince makes free throw 2 of 2,1,66-86,,
4:08.0,,,66-86,,J. Smith misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by T. Waller-Prince,,66-86,,
3:57.0,T. Waller-Prince makes 2-pt shot from 9 ft (assist by D. Schroder),2,68-86,,
3:44.0,,,68-86,,K. Love misses 2-pt shot from 17 ft
3:42.0,Defensive rebound by T. Waller-Prince,,68-86,,
3:34.0,D. Bembry misses 2-pt shot from 1 ft,,68-86,,
3:31.0,,,68-86,,Defensive rebound by K. Love
3:24.0,,,68-88,2,J. Green makes 2-pt shot from 1 ft (assist by J. Calderon)
2:55.0,D. Schroder misses 2-pt shot from 1 ft,,68-88,,
2:53.0,,,68-88,,Defensive rebound by K. Love
2:41.0,,,68-88,,J. Smith misses 2-pt shot from 12 ft
2:38.0,Defensive rebound by T. Cavanaugh,,68-88,,
2:33.0,M. Belinelli makes 3-pt shot from 25 ft (assist by D. Schroder),3,71-88,,
2:15.0,Personal foul by T. Cavanaugh (drawn by K. Love),,71-88,,
2:15.0,,,71-88,,K. Love misses free throw 1 of 2
2:15.0,,,71-88,,Offensive rebound by Team
2:15.0,,,71-88,,K. Korver enters the game for J. Smith
2:15.0,L. Babbitt enters the game for T. Waller-Prince,,71-88,,
2:15.0,I. Taylor enters the game for D. Schroder,,71-88,,
2:15.0,,,71-88,,K. Love misses free throw 2 of 2
2:11.0,Defensive rebound by T. Cavanaugh,,71-88,,
2:04.0,L. Babbitt misses 3-pt shot from 25 ft,,71-88,,
2:04.0,,,71-88,,Defensive rebound by Team
2:04.0,,,71-88,,C. Frye enters the game for K. Love
1:52.0,,,71-90,2,C. Frye makes 2-pt shot from 23 ft (assist by J. Green)
1:37.0,T. Cavanaugh misses 2-pt shot from 17 ft,,71-90,,
1:37.0,,,71-90,,Defensive rebound by J. Green
1:28.0,,,71-92,2,J. Green makes 2-pt shot from 1 ft
1:15.0,M. Belinelli misses 2-pt shot from 22 ft,,71-92,,
1:14.0,Offensive rebound by Team,,71-92,,
1:14.0,,,71-92,,Loose ball foul by J. Calderon (drawn by T. Cavanaugh)
1:14.0,T. Cavanaugh makes free throw 1 of 2,1,72-92,,
1:14.0,,,72-92,,C. Osman enters the game for J. Calderon
1:14.0,T. Cavanaugh makes free throw 2 of 2,1,73-92,,
0:59.0,,,73-94,2,C. Osman makes 2-pt shot from 1 ft
0:44.0,M. Belinelli makes 2-pt shot from 11 ft (assist by D. Bembry),2,75-94,,
0:33.0,,,75-94,,K. Korver misses 3-pt shot from 27 ft
0:30.0,Defensive rebound by T. Cavanaugh,,75-94,,
0:23.0,L. Babbitt misses 2-pt shot from 5 ft (block by C. Frye),,75-94,,
0:20.0,Offensive rebound by I. Taylor,,75-94,,
0:18.0,D. Bembry misses 2-pt shot from 5 ft,,75-94,,
0:18.0,Offensive rebound by T. Cavanaugh,,75-94,,
0:17.0,T. Cavanaugh makes 2-pt shot at rim,2,77-94,,
0:04.0,,,77-94,,J. Green misses 2-pt shot from 18 ft
0:02.0,Defensive rebound by Team,,77-94,,
0:00.0,M. Belinelli misses 3-pt shot from 51 ft,,77-94,,
0:00.0,Offensive rebound by Team,,77-94,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,77-94,,K. Korver misses 3-pt shot from 27 ft
11:41.0,Defensive rebound by D. Bembry,,77-94,,
11:37.0,M. Belinelli misses 3-pt shot from 25 ft,,77-94,,
11:33.0,,,77-94,,Defensive rebound by L. James
11:24.0,,,77-96,2,J. Green makes 2-pt shot from 1 ft (assist by L. James)
11:07.0,I. Taylor misses 2-pt shot from 4 ft,,77-96,,
11:06.0,Offensive rebound by T. Cavanaugh,,77-96,,
11:05.0,T. Cavanaugh misses 2-pt shot at rim,,77-96,,
11:04.0,,,77-96,,Defensive rebound by C. Osman
11:03.0,,,77-96,,Turnover by C. Osman (bad pass; steal by I. Taylor)
11:00.0,D. Bembry makes 2-pt shot from 1 ft (assist by I. Taylor),2,79-96,,
10:43.0,,,79-98,2,J. Green makes 2-pt shot from 12 ft (assist by L. James)
10:35.0,I. Taylor makes 2-pt shot at rim,2,81-98,,
10:26.0,,,81-101,3,K. Korver makes 3-pt shot from 26 ft (assist by L. James)
10:08.0,D. Bembry misses 2-pt shot from 1 ft,,81-101,,
10:06.0,,,81-101,,Defensive rebound by L. James
10:02.0,,,81-104,3,C. Osman makes 3-pt shot from 22 ft (assist by L. James)
10:01.0,Atlanta full timeout,,81-104,,
10:01.0,M. Plumlee enters the game for M. Belinelli,,81-104,,
10:01.0,T. Waller-Prince enters the game for T. Cavanaugh,,81-104,,
10:01.0,K. Bazemore enters the game for D. Bembry,,81-104,,
9:44.0,Turnover by K. Bazemore (bad pass; steal by C. Frye),,81-104,,
9:37.0,,,81-104,,C. Osman misses 2-pt shot from 1 ft
9:34.0,Defensive rebound by L. Babbitt,,81-104,,
9:31.0,Shooting foul by J. Green (drawn by T. Waller-Prince),,81-104,,
9:31.0,T. Waller-Prince makes free throw 1 of 2,1,82-104,,
9:31.0,T. Waller-Prince makes free throw 2 of 2,1,83-104,,
9:24.0,Violation by I. Taylor (kicked ball),,83-104,,
9:12.0,,,83-106,2,C. Frye makes 2-pt shot from 3 ft (assist by L. James)
9:03.0,,,83-106,,Personal foul by C. Osman (drawn by I. Taylor)
8:55.0,M. Plumlee makes 2-pt shot from 1 ft (assist by K. Bazemore),2,85-106,,
8:30.0,,,85-109,3,L. James makes 3-pt shot from 23 ft
8:12.0,K. Bazemore makes 3-pt shot from 25 ft (assist by T. Waller-Prince),3,88-109,,
7:50.0,,,88-111,2,L. James makes 2-pt shot from 14 ft
7:33.0,K. Bazemore misses 3-pt shot from 25 ft,,88-111,,
7:29.0,,,88-111,,Defensive rebound by C. Osman
7:21.0,,,88-111,,J. Green misses 3-pt shot from 22 ft
7:20.0,Defensive rebound by Team,,88-111,,
7:20.0,,,88-111,,Loose ball foul by L. James (drawn by T. Waller-Prince)
7:20.0,T. Cavanaugh enters the game for L. Babbitt,,88-111,,
7:03.0,T. Cavanaugh makes 3-pt shot from 24 ft (assist by K. Bazemore),3,91-111,,
6:44.0,,,91-114,3,K. Korver makes 3-pt shot from 22 ft (assist by C. Frye)
6:25.0,K. Bazemore makes 3-pt shot from 29 ft (assist by T. Cavanaugh),3,94-114,,
6:00.0,,,94-114,,C. Osman misses 3-pt shot from 22 ft
5:57.0,Defensive rebound by K. Bazemore,,94-114,,
5:52.0,K. Bazemore misses 3-pt shot from 29 ft,,94-114,,
5:46.0,Offensive rebound by I. Taylor,,94-114,,
5:44.0,K. Bazemore makes 3-pt shot from 25 ft (assist by I. Taylor),3,97-114,,
5:25.0,,,97-114,,C. Frye misses 2-pt shot from 23 ft
5:23.0,Defensive rebound by K. Bazemore,,97-114,,
5:17.0,M. Plumlee makes 2-pt shot from 8 ft (assist by T. Waller-Prince),2,99-114,,
5:17.0,,,99-114,,Cleveland full timeout
5:17.0,,,99-114,,J. Calderon enters the game for C. Frye
5:17.0,,,99-114,,K. Love enters the game for C. Osman
5:17.0,M. Delaney enters the game for I. Taylor,,99-114,,
5:03.0,,,99-114,,Turnover by L. James (out of bounds lost ball)
4:54.0,T. Cavanaugh makes 2-pt shot from 1 ft (assist by K. Bazemore),2,101-114,,
4:31.0,,,101-116,2,J. Green makes 2-pt shot from 16 ft (assist by K. Korver)
4:13.0,Shooting foul by J. Green (drawn by T. Waller-Prince),,101-116,,
4:13.0,T. Waller-Prince makes free throw 1 of 2,1,102-116,,
4:13.0,T. Waller-Prince makes free throw 2 of 2,1,103-116,,
4:04.0,,,103-118,2,L. James makes 2-pt shot from 1 ft
3:41.0,M. Delaney misses 2-pt shot from 12 ft,,103-118,,
3:38.0,,,103-118,,Defensive rebound by K. Love
3:23.0,,,103-120,2,J. Green makes 2-pt shot from 1 ft (assist by L. James)
3:04.0,M. Plumlee makes 2-pt shot at rim (assist by T. Waller-Prince),2,105-120,,
2:40.0,,,105-120,,Shooting foul by M. Delaney (drawn by L. James)
2:40.0,,,105-120,,L. James misses free throw 1 of 2
2:40.0,,,105-120,,Offensive rebound by Team
2:40.0,L. Babbitt enters the game for T. Waller-Prince,,105-120,,
2:40.0,T. Dorsey enters the game for M. Plumlee,,105-120,,
2:40.0,I. Taylor enters the game for K. Bazemore,,105-120,,
2:40.0,,,105-121,1,L. James makes free throw 2 of 2
2:34.0,,,105-121,,L. Perrantes enters the game for K. Love
2:34.0,,,105-121,,C. Osman enters the game for L. James
2:34.0,,,105-121,,A. Zizic enters the game for K. Korver
2:20.0,L. Babbitt makes 2-pt shot from 9 ft (assist by M. Delaney),2,107-121,,
1:59.0,,,107-121,,L. Perrantes misses 2-pt shot from 9 ft
1:57.0,Defensive rebound by I. Taylor,,107-121,,
1:57.0,,,107-121,,Personal foul by J. Calderon (drawn by I. Taylor)
1:57.0,I. Taylor makes free throw 1 of 2,1,108-121,,
1:57.0,M. Plumlee enters the game for T. Cavanaugh,,108-121,,
1:57.0,I. Taylor makes free throw 2 of 2,1,109-121,,
