time,San Antonio,pts.away,score,pts.home,Golden State
5:47.0,Offensive rebound by P. Mills,,95-93,,
5:45.0,L. Aldridge makes 2-pt shot from 11 ft (assist by D. Bertans),2,97-93,,
5:19.0,,,97-93,,Q. Cook misses 3-pt shot from 26 ft
5:15.0,Defensive rebound by L. Aldridge,,97-93,,
4:59.0,K. Anderson makes 2-pt shot from 1 ft (assist by D. Murray),2,99-93,,
4:47.0,,,99-93,,Turnover by D. Green (bad pass; steal by K. Anderson)
4:44.0,D. Murray makes 2-pt shot from 1 ft (assist by K. Anderson),2,101-93,,
4:44.0,,,101-93,,Golden State full timeout
4:44.0,,,101-93,,S. Livingston enters the game for K. Looney
4:44.0,,,101-93,,N. Young enters the game for Q. Cook
4:28.0,,,101-93,,N. Young misses 3-pt shot from 22 ft
4:25.0,,,101-93,,Offensive rebound by D. Green
4:24.0,,,101-96,3,K. Durant makes 3-pt shot from 28 ft (assist by D. Green)
4:06.0,L. Aldridge makes 2-pt shot from 11 ft (assist by P. Mills),2,103-96,,
3:57.0,,,103-96,,K. Durant misses 2-pt shot from 6 ft
3:54.0,,,103-96,,Offensive rebound by S. Livingston
3:54.0,,,103-96,,S. Livingston misses 2-pt shot at rim
3:51.0,,,103-96,,Offensive rebound by S. Livingston
3:51.0,,,103-96,,Shooting foul by D. Bertans (drawn by K. Durant)
3:51.0,,,103-97,1,K. Durant makes free throw 1 of 3
3:51.0,,,103-98,1,K. Durant makes free throw 2 of 3
3:51.0,,,103-99,1,K. Durant makes free throw 3 of 3
3:27.0,K. Anderson misses 2-pt shot from 10 ft,,103-99,,
3:25.0,,,103-99,,Defensive rebound by K. Durant
3:14.0,,,103-101,2,K. Durant makes 2-pt shot from 14 ft (assist by D. Green)
3:13.0,San Antonio full timeout,,103-101,,
3:13.0,D. Green enters the game for D. Bertans,,103-101,,
2:51.0,K. Anderson makes 2-pt shot from 15 ft (assist by P. Mills),2,105-101,,
2:37.0,,,105-103,2,K. Durant makes 2-pt shot from 14 ft
2:20.0,,,105-103,,Personal foul by D. Green (drawn by L. Aldridge)
2:12.0,Turnover by D. Murray (lost ball; steal by N. Young),,105-103,,
2:02.0,,,105-105,2,K. Durant makes 2-pt shot from 19 ft
1:44.0,D. Murray misses 2-pt shot from 12 ft,,105-105,,
1:41.0,,,105-105,,Defensive rebound by K. Durant
1:33.0,,,105-107,2,D. Green makes 2-pt shot from 5 ft
1:08.0,K. Anderson misses 2-pt shot from 1 ft,,105-107,,
1:02.0,,,105-107,,Defensive rebound by K. Durant
0:59.0,,,105-107,,Golden State full timeout
0:50.0,,,105-107,,K. Thompson misses 3-pt shot from 22 ft
0:47.0,Defensive rebound by K. Anderson,,105-107,,
0:29.0,L. Aldridge misses 2-pt shot from 12 ft,,105-107,,
0:24.0,,,105-107,,Defensive rebound by D. Green
0:24.0,Personal foul by K. Anderson (drawn by K. Durant),,105-107,,
0:15.0,,,105-107,,Shooting foul by D. Murray (drawn by K. Thompson)
0:15.0,,,105-108,1,K. Thompson makes free throw 1 of 2
0:15.0,,,105-108,,K. Looney enters the game for N. Young
0:15.0,D. Bertans enters the game for K. Anderson,,105-108,,
0:15.0,B. Forbes enters the game for D. Murray,,105-108,,
0:15.0,,,105-109,1,K. Thompson makes free throw 2 of 2
0:10.0,D. Bertans misses 3-pt shot from 27 ft,,105-109,,
0:05.0,Offensive rebound by L. Aldridge,,105-109,,
0:03.0,Shooting foul by D. Green (drawn by L. Aldridge),,105-109,,
0:03.0,L. Aldridge makes free throw 1 of 3,1,106-109,,
0:03.0,L. Aldridge misses free throw 2 of 3,,106-109,,
0:03.0,Offensive rebound by Team,,106-109,,
0:03.0,K. Anderson enters the game for D. Bertans,,106-109,,
0:03.0,L. Aldridge makes free throw 3 of 3,1,107-109,,
0:02.0,Personal foul by P. Mills (drawn by K. Durant),,107-109,,
0:02.0,,,107-109,,K. Durant misses free throw 1 of 2
0:02.0,,,107-109,,Offensive rebound by Team
0:02.0,,,107-110,1,K. Durant makes free throw 2 of 2
0:02.0,San Antonio full timeout,,107-110,,
0:01.0,B. Forbes misses 3-pt shot from 28 ft,,107-110,,
0:00.0,Offensive rebound by Team,,107-110,,
