time,Oklahoma City,pts.away,score,pts.home,Utah
9:04.0,R. Westbrook misses 2-pt shot from 17 ft,,34-29,,
9:02.0,,,34-29,,Defensive rebound by J. Ingles
8:52.0,,,34-29,,R. Gobert misses 2-pt shot from 5 ft (block by J. Grant)
8:50.0,Defensive rebound by J. Grant,,34-29,,
8:50.0,R. Westbrook makes technical free throw,1,35-29,,
8:50.0,,,35-29,,R. Rubio enters the game for J. Ingles
8:44.0,R. Westbrook misses 2-pt shot from 14 ft,,35-29,,
8:42.0,,,35-29,,Defensive rebound by R. O'Neale
8:33.0,,,35-29,,R. Rubio misses 2-pt shot from 5 ft
8:31.0,Defensive rebound by S. Adams,,35-29,,
8:28.0,R. Westbrook misses 2-pt shot from 6 ft (block by D. Favors),,35-29,,
8:28.0,Offensive rebound by J. Grant,,35-29,,
8:25.0,J. Grant makes 2-pt shot from 2 ft,2,37-29,,
8:25.0,Technical foul by S. Adams,,37-29,,
8:25.0,,,37-29,,R. Rubio misses technical free throw
8:25.0,,,37-29,,Offensive rebound by Team
8:12.0,,,37-29,,R. O'Neale misses 3-pt shot from 22 ft
8:11.0,,,37-29,,Offensive rebound by R. O'Neale
8:06.0,,,37-29,,D. Mitchell misses 3-pt shot from 28 ft
8:03.0,,,37-29,,Offensive rebound by R. O'Neale
8:03.0,,,37-29,,Shooting foul by J. Grant (drawn by R. O'Neale)
8:03.0,,,37-30,1,R. O'Neale makes free throw 1 of 2
8:03.0,,,37-31,1,R. O'Neale makes free throw 2 of 2
7:49.0,J. Grant misses 2-pt shot from 4 ft,,37-31,,
7:47.0,,,37-31,,Defensive rebound by R. Rubio
7:43.0,,,37-31,,Shooting foul by R. Felton (drawn by D. Favors)
7:43.0,,,37-32,1,D. Favors makes free throw 1 of 2
7:43.0,C. Brewer enters the game for R. Felton,,37-32,,
7:43.0,C. Anthony enters the game for J. Grant,,37-32,,
7:43.0,,,37-32,,D. Favors misses free throw 2 of 2
7:42.0,Defensive rebound by C. Anthony,,37-32,,
7:31.0,S. Adams misses 2-pt shot from 9 ft,,37-32,,
7:28.0,,,37-32,,Defensive rebound by R. Gobert
7:25.0,,,37-32,,Shooting foul by R. Westbrook (drawn by R. Rubio)
7:25.0,,,37-33,1,R. Rubio makes free throw 1 of 2
7:25.0,,,37-33,,J. Crowder enters the game for D. Favors
7:25.0,,,37-34,1,R. Rubio makes free throw 2 of 2
7:07.0,R. Westbrook makes 2-pt shot from 4 ft,2,39-34,,
6:55.0,,,39-34,,J. Crowder misses 3-pt shot from 26 ft
6:52.0,Defensive rebound by R. Westbrook,,39-34,,
6:47.0,C. Anthony misses 3-pt shot from 24 ft,,39-34,,
6:45.0,,,39-34,,Defensive rebound by Team
6:33.0,,,39-36,2,D. Mitchell makes 2-pt shot from 2 ft
6:25.0,,,39-36,,Personal foul by D. Mitchell (drawn by R. Westbrook)
6:25.0,P. George enters the game for A. Abrines,,39-36,,
6:14.0,C. Anthony misses 2-pt shot from 10 ft,,39-36,,
6:11.0,,,39-36,,Defensive rebound by R. Rubio
6:08.0,,,39-36,,R. Rubio misses 3-pt shot from 26 ft
6:03.0,,,39-36,,Offensive rebound by J. Crowder
6:03.0,,,39-36,,J. Crowder misses 2-pt shot at rim
6:01.0,,,39-36,,Offensive rebound by R. Gobert
6:01.0,,,39-38,2,R. Gobert makes 2-pt shot at rim
5:56.0,Shooting foul by R. Gobert (drawn by P. George),,39-38,,
5:56.0,P. George makes free throw 1 of 2,1,40-38,,
5:56.0,P. George makes free throw 2 of 2,1,41-38,,
5:46.0,,,41-38,,Turnover by R. Rubio (bad pass; steal by C. Brewer)
5:43.0,Turnover by P. George (out of bounds lost ball),,41-38,,
5:28.0,,,41-38,,D. Mitchell misses 3-pt shot from 26 ft
5:24.0,Defensive rebound by P. George,,41-38,,
5:21.0,,,41-38,,Personal block foul by J. Crowder (drawn by C. Anthony)
5:15.0,Shooting foul by D. Mitchell (drawn by R. Westbrook),,41-38,,
5:15.0,R. Westbrook makes free throw 1 of 2,1,42-38,,
5:15.0,R. Westbrook makes free throw 2 of 2,1,43-38,,
4:55.0,,,43-38,,J. Crowder misses 2-pt shot from 6 ft (block by C. Anthony)
4:51.0,Defensive rebound by R. Westbrook,,43-38,,
4:45.0,P. George misses 2-pt shot from 17 ft,,43-38,,
4:43.0,,,43-38,,Defensive rebound by J. Crowder
4:33.0,,,43-41,3,R. O'Neale makes 3-pt shot from 24 ft (assist by J. Crowder)
4:14.0,R. Westbrook misses 2-pt shot from 21 ft,,43-41,,
4:12.0,,,43-41,,Defensive rebound by R. O'Neale
4:04.0,,,43-41,,R. Rubio misses 3-pt shot from 23 ft
4:00.0,,,43-41,,Offensive rebound by R. Gobert
4:00.0,,,43-41,,R. Gobert misses 2-pt shot from 2 ft
4:00.0,,,43-41,,Offensive rebound by Team
4:00.0,,,43-41,,Utah full timeout
4:00.0,,,43-41,,J. Ingles enters the game for R. O'Neale
3:45.0,,,43-43,2,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio)
3:20.0,C. Anthony makes 2-pt shot from 8 ft,2,45-43,,
3:02.0,,,45-45,2,D. Mitchell makes 2-pt shot from 2 ft
2:38.0,S. Adams makes 2-pt shot from 3 ft,2,47-45,,
2:10.0,,,47-47,2,R. Rubio makes 2-pt shot from 14 ft
2:00.0,R. Westbrook makes 2-pt shot from 13 ft,2,49-47,,
1:43.0,,,49-50,3,J. Ingles makes 3-pt shot from 22 ft (assist by R. Rubio)
1:36.0,Offensive charge foul by R. Westbrook (drawn by R. Rubio),,49-50,,
1:36.0,Turnover by R. Westbrook (offensive foul),,49-50,,
1:36.0,,,49-50,,D. Favors enters the game for J. Crowder
1:36.0,R. Felton enters the game for R. Westbrook,,49-50,,
1:16.0,,,49-53,3,J. Ingles makes 3-pt shot from 23 ft (assist by R. Gobert)
0:57.0,C. Anthony misses 2-pt shot from 18 ft,,49-53,,
0:55.0,Offensive rebound by S. Adams,,49-53,,
0:53.0,C. Anthony makes 2-pt shot from 3 ft,2,51-53,,
0:35.0,,,51-53,,D. Mitchell misses 2-pt shot from 11 ft
0:32.0,,,51-53,,Offensive rebound by R. Rubio
0:27.0,,,51-56,3,J. Ingles makes 3-pt shot from 25 ft (assist by R. Rubio)
0:07.0,Turnover by P. George (turnover),,51-56,,
0:07.0,,,51-56,,Technical foul by J. Ingles
0:07.0,C. Anthony makes technical free throw,1,52-56,,
0:02.0,,,52-58,2,D. Mitchell makes 2-pt shot from 1 ft
0:00.0,R. Felton misses 3-pt shot from 44 ft,,52-58,,
0:00.0,Offensive rebound by Team,,52-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,52-58,,D. Mitchell misses 2-pt shot from 2 ft
11:45.0,,,52-58,,Offensive rebound by Team
11:38.0,,,52-60,2,D. Favors makes 2-pt shot from 2 ft (assist by R. Rubio)
11:18.0,C. Anthony misses 3-pt shot from 25 ft,,52-60,,
11:15.0,,,52-60,,Defensive rebound by D. Favors
11:01.0,,,52-63,3,R. Rubio makes 3-pt shot from 27 ft (assist by J. Ingles)
10:37.0,R. Westbrook misses 3-pt shot from 28 ft,,52-63,,
10:34.0,,,52-63,,Defensive rebound by D. Mitchell
10:30.0,,,52-63,,Shooting foul by P. George (drawn by D. Mitchell)
10:30.0,,,52-64,1,D. Mitchell makes free throw 1 of 2
10:30.0,,,52-65,1,D. Mitchell makes free throw 2 of 2
10:04.0,P. George misses 3-pt shot from 23 ft,,52-65,,
10:04.0,Offensive rebound by Team,,52-65,,
10:04.0,Turnover by Team (shot clock),,52-65,,
9:56.0,,,52-67,2,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio)
9:54.0,Oklahoma City full timeout,,52-67,,
9:40.0,Turnover by P. George (bad pass; steal by R. Gobert),,52-67,,
9:31.0,,,52-67,,J. Ingles misses 3-pt shot from 22 ft
9:29.0,Defensive rebound by C. Anthony,,52-67,,
9:22.0,C. Anthony makes 2-pt shot from 11 ft,2,54-67,,
8:58.0,,,54-69,2,D. Mitchell makes 2-pt shot from 2 ft
8:58.0,,,54-69,,Shooting foul by C. Brewer (drawn by D. Mitchell)
8:58.0,,,54-70,1,D. Mitchell makes free throw 1 of 1
8:42.0,R. Westbrook makes 2-pt shot from 20 ft,2,56-70,,
8:22.0,,,56-70,,D. Mitchell misses 2-pt shot from 2 ft
8:20.0,Defensive rebound by S. Adams,,56-70,,
8:12.0,C. Brewer misses 3-pt shot from 22 ft,,56-70,,
8:07.0,Offensive rebound by P. George,,56-70,,
8:07.0,P. George makes 2-pt shot from 2 ft,2,58-70,,
7:58.0,,,58-70,,Turnover by R. Gobert (bad pass; steal by P. George)
7:54.0,P. George makes 2-pt shot from 2 ft,2,60-70,,
7:37.0,,,60-70,,Shooting foul by C. Brewer (drawn by R. Gobert)
7:37.0,,,60-71,1,R. Gobert makes free throw 1 of 2
7:37.0,J. Grant enters the game for C. Brewer,,60-71,,
7:37.0,,,60-72,1,R. Gobert makes free throw 2 of 2
7:27.0,Turnover by R. Westbrook (bad pass),,60-72,,
7:27.0,,,60-72,,J. Crowder enters the game for J. Ingles
7:11.0,,,60-72,,D. Favors misses 2-pt shot from 2 ft
7:09.0,Defensive rebound by R. Westbrook,,60-72,,
7:06.0,Shooting foul by J. Crowder (drawn by R. Westbrook),,60-72,,
7:06.0,R. Westbrook makes free throw 1 of 2,1,61-72,,
7:06.0,R. Westbrook misses free throw 2 of 2,,61-72,,
7:06.0,,,61-72,,Defensive rebound by Team
6:52.0,,,61-74,2,D. Favors makes 2-pt shot from 2 ft (assist by R. Rubio)
6:33.0,C. Anthony misses 3-pt shot from 25 ft,,61-74,,
6:31.0,,,61-74,,Defensive rebound by J. Crowder
6:24.0,,,61-76,2,D. Mitchell makes 2-pt shot from 2 ft
6:13.0,P. George makes 2-pt shot from 11 ft,2,63-76,,
6:13.0,Shooting foul by D. Mitchell (drawn by P. George),,63-76,,
6:13.0,P. George makes free throw 1 of 1,1,64-76,,
5:56.0,,,64-76,,R. Rubio misses 2-pt shot from 19 ft
5:52.0,Defensive rebound by R. Westbrook,,64-76,,
5:47.0,P. George misses 3-pt shot from 32 ft,,64-76,,
5:44.0,,,64-76,,Defensive rebound by R. Rubio
5:40.0,,,64-78,2,R. Rubio makes 2-pt shot from 14 ft
5:38.0,Oklahoma City full timeout,,64-78,,
5:38.0,,,64-78,,R. O'Neale enters the game for D. Favors
5:32.0,,,64-78,,Personal foul by R. O'Neale (drawn by P. George)
5:24.0,Shooting foul by R. Gobert (drawn by P. George),,64-78,,
5:24.0,P. George makes free throw 1 of 2,1,65-78,,
5:24.0,P. George makes free throw 2 of 2,1,66-78,,
5:09.0,,,66-78,,D. Mitchell misses 2-pt shot from 15 ft
5:07.0,Defensive rebound by R. Westbrook,,66-78,,
4:47.0,S. Adams misses 2-pt shot from 8 ft,,66-78,,
4:45.0,,,66-78,,Defensive rebound by R. O'Neale
4:30.0,,,66-78,,J. Crowder misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by R. Westbrook,,66-78,,
4:22.0,Turnover by R. Westbrook (bad pass; steal by J. Crowder),,66-78,,
4:11.0,,,66-78,,R. Gobert misses 2-pt shot from 1 ft
4:07.0,,,66-78,,Offensive rebound by R. Gobert
4:07.0,,,66-80,2,R. Gobert makes 2-pt shot at rim
3:55.0,P. George misses 2-pt shot from 2 ft,,66-80,,
3:53.0,,,66-80,,Defensive rebound by J. Crowder
3:49.0,,,66-80,,D. Mitchell misses 3-pt shot from 24 ft
3:46.0,Defensive rebound by S. Adams,,66-80,,
3:39.0,C. Anthony misses 3-pt shot from 25 ft,,66-80,,
3:35.0,,,66-80,,Defensive rebound by R. O'Neale
3:30.0,,,66-80,,Utah full timeout
3:30.0,,,66-80,,D. Favors enters the game for R. Rubio
3:30.0,,,66-80,,J. Ingles enters the game for R. Gobert
3:30.0,A. Abrines enters the game for P. George,,66-80,,
3:18.0,,,66-82,2,D. Mitchell makes 2-pt shot from 2 ft
3:18.0,Violation by J. Grant (def goaltending),,66-82,,
3:10.0,R. Westbrook misses 3-pt shot from 25 ft,,66-82,,
3:08.0,,,66-82,,Defensive rebound by J. Ingles
3:00.0,,,66-82,,J. Crowder misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by A. Abrines,,66-82,,
2:49.0,R. Westbrook misses 2-pt shot from 6 ft,,66-82,,
2:44.0,Offensive rebound by C. Anthony,,66-82,,
2:44.0,C. Anthony misses 2-pt shot from 4 ft,,66-82,,
2:44.0,,,66-82,,Defensive rebound by J. Crowder
2:29.0,,,66-84,2,D. Mitchell makes 2-pt shot from 21 ft
2:05.0,Turnover by R. Westbrook (bad pass; steal by J. Ingles),,66-84,,
1:56.0,,,66-87,3,J. Ingles makes 3-pt shot from 25 ft (assist by D. Mitchell)
1:31.0,C. Anthony makes 2-pt shot from 10 ft,2,68-87,,
1:14.0,,,68-87,,D. Mitchell misses 3-pt shot from 24 ft
1:11.0,Defensive rebound by R. Westbrook,,68-87,,
1:00.0,Shooting foul by R. O'Neale (drawn by R. Westbrook),,68-87,,
1:00.0,R. Westbrook makes free throw 1 of 2,1,69-87,,
1:00.0,,,69-87,,D. Exum enters the game for D. Mitchell
1:00.0,P. Patterson enters the game for S. Adams,,69-87,,
1:00.0,R. Westbrook makes free throw 2 of 2,1,70-87,,
0:43.0,,,70-87,,Shooting foul by A. Abrines (drawn by J. Ingles)
0:43.0,,,70-88,1,J. Ingles makes free throw 1 of 2
0:43.0,R. Felton enters the game for R. Westbrook,,70-88,,
0:43.0,,,70-88,,J. Ingles misses free throw 2 of 2
0:41.0,Defensive rebound by P. Patterson,,70-88,,
0:24.0,A. Abrines makes 3-pt shot from 25 ft (assist by P. Patterson),3,73-88,,
0:06.0,,,73-90,2,J. Crowder makes 2-pt shot from 2 ft (assist by J. Ingles)
0:02.0,Offensive charge foul by C. Anthony (drawn by J. Crowder),,73-90,,
0:02.0,Turnover by C. Anthony (offensive foul),,73-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,P. George misses 2-pt shot from 3 ft (block by D. Favors),,73-90,,
11:44.0,,,73-90,,Defensive rebound by J. Jerebko
11:30.0,,,73-90,,D. Exum misses 3-pt shot from 23 ft
11:28.0,Defensive rebound by Team,,73-90,,
11:16.0,Shooting foul by D. Exum (drawn by R. Felton),,73-90,,
11:16.0,R. Felton misses free throw 1 of 2,,73-90,,
11:16.0,Offensive rebound by Team,,73-90,,
11:16.0,R. Felton misses free throw 2 of 2,,73-90,,
11:14.0,,,73-90,,Defensive rebound by R. O'Neale
10:54.0,,,73-90,,Turnover by D. Exum (lost ball; steal by A. Abrines)
10:49.0,P. George makes 2-pt shot from 2 ft,2,75-90,,
10:24.0,,,75-90,,R. O'Neale misses 2-pt shot from 2 ft
10:22.0,Defensive rebound by A. Abrines,,75-90,,
10:08.0,R. Felton misses 2-pt shot from 7 ft,,75-90,,
10:07.0,,,75-90,,Defensive rebound by D. Exum
10:04.0,,,75-90,,R. Rubio enters the game for D. Exum
9:51.0,,,75-90,,R. Rubio misses 3-pt shot from 22 ft
9:47.0,Defensive rebound by P. Patterson,,75-90,,
9:37.0,J. Grant makes 2-pt shot from 1 ft (assist by P. George),2,77-90,,
9:23.0,,,77-92,2,J. Ingles makes 2-pt shot from 2 ft (assist by R. Rubio)
9:23.0,,,77-92,,Shooting foul by J. Grant (drawn by J. Ingles)
9:23.0,,,77-92,,D. Mitchell enters the game for J. Jerebko
9:23.0,,,77-92,,J. Crowder enters the game for R. O'Neale
9:23.0,,,77-93,1,J. Ingles makes free throw 1 of 1
9:13.0,J. Grant misses 2-pt shot from 4 ft (block by D. Mitchell),,77-93,,
9:10.0,,,77-93,,Defensive rebound by R. Rubio
9:07.0,,,77-93,,Shooting foul by J. Grant (drawn by J. Crowder)
9:07.0,,,77-94,1,J. Crowder makes free throw 1 of 2
9:07.0,,,77-94,,R. Gobert enters the game for D. Favors
9:07.0,,,77-94,,J. Crowder misses free throw 2 of 2
9:04.0,,,77-94,,Offensive rebound by R. Gobert
9:03.0,,,77-96,2,R. Gobert makes 2-pt shot at rim
8:48.0,P. Patterson misses 3-pt shot from 22 ft,,77-96,,
8:44.0,,,77-96,,Defensive rebound by R. Rubio
8:39.0,,,77-96,,Turnover by R. Rubio (lost ball; steal by R. Felton)
8:34.0,R. Felton makes 2-pt shot from 2 ft,2,79-96,,
8:18.0,,,79-99,3,D. Mitchell makes 3-pt shot from 23 ft (assist by R. Rubio)
8:04.0,P. George misses 3-pt shot from 26 ft,,79-99,,
8:02.0,,,79-99,,Defensive rebound by D. Mitchell
7:55.0,Personal foul by R. Felton (drawn by R. Gobert),,79-99,,
7:55.0,S. Adams enters the game for A. Abrines,,79-99,,
7:55.0,R. Westbrook enters the game for J. Grant,,79-99,,
7:49.0,,,79-99,,J. Ingles misses 3-pt shot from 24 ft
7:46.0,Defensive rebound by S. Adams,,79-99,,
7:38.0,P. George misses 3-pt shot from 25 ft,,79-99,,
7:36.0,,,79-99,,Defensive rebound by D. Mitchell
7:30.0,,,79-99,,D. Mitchell misses 2-pt shot from 10 ft
7:28.0,Defensive rebound by S. Adams,,79-99,,
7:14.0,P. George makes 2-pt shot from 14 ft (assist by S. Adams),2,81-99,,
6:59.0,,,81-99,,R. Rubio misses 2-pt shot from 7 ft
6:55.0,Defensive rebound by R. Felton,,81-99,,
6:49.0,P. George misses 3-pt shot from 27 ft,,81-99,,
6:45.0,,,81-99,,Defensive rebound by R. Gobert
6:39.0,,,81-99,,Utah full timeout
6:39.0,,,81-99,,R. O'Neale enters the game for J. Ingles
6:39.0,C. Anthony enters the game for P. Patterson,,81-99,,
6:28.0,,,81-101,2,R. Rubio makes 2-pt shot from 19 ft (assist by J. Crowder)
6:14.0,R. Felton misses 3-pt shot from 22 ft,,81-101,,
6:12.0,Offensive rebound by R. Westbrook,,81-101,,
6:11.0,Turnover by R. Felton (step out of bounds),,81-101,,
5:52.0,,,81-101,,R. Rubio misses 3-pt shot from 28 ft
5:49.0,,,81-101,,Offensive rebound by R. O'Neale
