time,Oklahoma City,pts.away,score,pts.home,Golden State
5:29.0,,,73-101,,N. Young enters the game for D. West
5:17.0,R. Felton misses 2-pt shot from 20 ft,,73-101,,
5:12.0,,,73-101,,Defensive rebound by K. Looney
4:51.0,,,73-101,,O. Casspi misses 3-pt shot from 26 ft
4:50.0,,,73-101,,Offensive rebound by Team
4:50.0,,,73-101,,Turnover by Team (shot clock)
4:36.0,K. Singler misses 2-pt shot from 2 ft,,73-101,,
4:33.0,,,73-101,,Defensive rebound by O. Casspi
4:31.0,,,73-101,,Q. Cook misses 2-pt shot from 7 ft
4:25.0,Defensive rebound by K. Singler,,73-101,,
4:19.0,,,73-101,,Personal foul by K. Looney (drawn by N. Collison)
4:19.0,T. Ferguson enters the game for R. Felton,,73-101,,
4:19.0,A. Abrines enters the game for J. Huestis,,73-101,,
4:12.0,K. Singler misses 2-pt shot from 11 ft,,73-101,,
4:10.0,Offensive rebound by N. Collison,,73-101,,
4:10.0,N. Collison misses 2-pt shot at rim,,73-101,,
4:08.0,Offensive rebound by N. Collison,,73-101,,
3:54.0,N. Collison misses 2-pt shot from 2 ft,,73-101,,
3:51.0,,,73-101,,Defensive rebound by Z. Pachulia
3:46.0,,,73-104,3,N. Young makes 3-pt shot from 25 ft
3:24.0,N. Collison makes 2-pt shot from 1 ft,2,75-104,,
3:07.0,,,75-104,,Offensive foul by Z. Pachulia (drawn by A. Abrines)
3:07.0,,,75-104,,Turnover by Z. Pachulia (offensive foul)
2:50.0,Turnover by N. Collison (bad pass),,75-104,,
2:40.0,,,75-107,3,Q. Cook makes 3-pt shot from 26 ft
2:23.0,A. Abrines misses 3-pt shot from 26 ft (block by K. Looney),,75-107,,
2:19.0,,,75-107,,Defensive rebound by O. Casspi
2:06.0,,,75-107,,O. Casspi misses 2-pt shot from 6 ft
2:02.0,Defensive rebound by N. Collison,,75-107,,
1:54.0,T. Ferguson misses 3-pt shot from 22 ft,,75-107,,
1:50.0,,,75-107,,Defensive rebound by Z. Pachulia
1:42.0,,,75-109,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by N. Young)
1:31.0,T. Ferguson makes 2-pt shot from 18 ft (assist by N. Collison),2,77-109,,
1:13.0,,,77-109,,N. Young misses 2-pt shot from 21 ft
1:09.0,Defensive rebound by A. Abrines,,77-109,,
1:02.0,T. Ferguson misses 2-pt shot from 16 ft,,77-109,,
0:58.0,,,77-109,,Defensive rebound by K. Looney
0:38.0,,,77-112,3,Q. Cook makes 3-pt shot from 30 ft (assist by O. Casspi)
0:22.0,T. Ferguson makes 3-pt shot from 25 ft (assist by K. Singler),3,80-112,,
