time,Brooklyn,pts.away,score,pts.home,Atlanta
6:58.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,86-87,,
6:55.0,,,86-87,,Defensive rebound by D. Dedmon
6:49.0,,,86-89,2,D. Schroder makes 2-pt shot from 10 ft
6:31.0,,,86-89,,Personal take foul by E. Ilyasova (drawn by J. Okafor)
6:31.0,J. Okafor makes free throw 1 of 2,1,87-89,,
6:31.0,,,87-89,,M. Plumlee enters the game for D. Dedmon
6:31.0,D. Carroll enters the game for A. Crabbe,,87-89,,
6:31.0,J. Okafor makes free throw 2 of 2,1,88-89,,
6:18.0,,,88-89,,E. Ilyasova misses 2-pt shot from 20 ft
6:14.0,Defensive rebound by J. Harris,,88-89,,
6:02.0,J. Okafor misses 2-pt shot from 4 ft,,88-89,,
5:57.0,,,88-89,,Defensive rebound by T. Waller-Prince
5:52.0,,,88-91,2,D. Schroder makes 2-pt shot from 1 ft
5:37.0,S. Dinwiddie misses 3-pt shot from 24 ft,,88-91,,
5:35.0,,,88-91,,Defensive rebound by D. Schroder
5:26.0,,,88-91,,Shooting foul by J. Okafor (drawn by T. Waller-Prince)
5:26.0,,,88-91,,T. Waller-Prince misses free throw 1 of 2
5:26.0,,,88-91,,Offensive rebound by Team
5:26.0,Q. Acy enters the game for J. Okafor,,88-91,,
5:26.0,,,88-92,1,T. Waller-Prince makes free throw 2 of 2
5:16.0,J. Harris misses 2-pt shot from 1 ft,,88-92,,
5:13.0,Offensive rebound by J. Harris,,88-92,,
5:12.0,J. Harris misses 2-pt shot from 1 ft,,88-92,,
5:12.0,Offensive rebound by J. Harris,,88-92,,
5:09.0,J. Harris makes 2-pt shot from 1 ft,2,90-92,,
4:48.0,,,90-92,,D. Schroder misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by D. Carroll,,90-92,,
4:40.0,Brooklyn full timeout,,90-92,,
4:40.0,,,90-92,,M. Muscala enters the game for M. Plumlee
4:40.0,A. Crabbe enters the game for J. Harris,,90-92,,
4:37.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by D. Carroll),2,92-92,,
4:17.0,,,92-92,,Turnover by T. Waller-Prince (bad pass; steal by D. Carroll)
4:11.0,Turnover by D. Carroll (bad pass; steal by T. Waller-Prince),,92-92,,
4:06.0,,,92-92,,Turnover by K. Bazemore (lost ball; steal by A. Crabbe)
4:06.0,,,92-92,,M. Delaney enters the game for T. Waller-Prince
3:58.0,Jump ball: E. Ilyasova vs. R. Hollis-Jefferson (S. Dinwiddie gains possession),,,,Jump ball: E. Ilyasova vs. R. Hollis-Jefferson (S. Dinwiddie gains possession)
3:48.0,R. Hollis-Jefferson makes 2-pt shot at rim (assist by S. Dinwiddie),2,94-92,,
3:31.0,,,94-92,,D. Schroder misses 2-pt shot from 19 ft
3:31.0,,,94-92,,Offensive rebound by Team
3:31.0,Loose ball foul by S. Dinwiddie (drawn by M. Muscala),,94-92,,
3:31.0,,,94-93,1,M. Muscala makes free throw 1 of 2
3:31.0,,,94-93,,D. Dedmon enters the game for E. Ilyasova
3:31.0,,,94-93,,M. Muscala misses free throw 2 of 2
3:29.0,Defensive rebound by S. Dinwiddie,,94-93,,
3:15.0,A. Crabbe misses 3-pt shot from 23 ft,,94-93,,
3:10.0,,,94-93,,Defensive rebound by M. Delaney
2:59.0,,,94-95,2,D. Schroder makes 2-pt shot from 1 ft
2:59.0,,,94-95,,Shooting foul by R. Hollis-Jefferson (drawn by D. Schroder)
2:59.0,,,94-95,,E. Ilyasova enters the game for M. Muscala
2:59.0,,,94-96,1,D. Schroder makes free throw 1 of 1
2:49.0,Turnover by S. Dinwiddie (bad pass),,94-96,,
2:37.0,,,94-99,3,D. Dedmon makes 3-pt shot from 25 ft (assist by D. Schroder)
2:20.0,S. Dinwiddie makes 3-pt shot from 24 ft,3,97-99,,
1:56.0,,,97-101,2,D. Schroder makes 2-pt shot from 16 ft
1:45.0,,,97-101,,Personal foul by K. Bazemore (drawn by S. Dinwiddie)
1:45.0,S. Dinwiddie makes free throw 1 of 2,1,98-101,,
1:45.0,S. Dinwiddie misses free throw 2 of 2,,98-101,,
1:42.0,Offensive rebound by Q. Acy,,98-101,,
1:39.0,D. Carroll makes 3-pt shot from 25 ft (assist by S. Dinwiddie),3,101-101,,
1:25.0,,,101-103,2,D. Schroder makes 2-pt shot from 16 ft
1:12.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,103-103,,
1:12.0,Shooting foul by D. Dedmon (drawn by R. Hollis-Jefferson),,103-103,,
1:12.0,,,103-103,,M. Muscala enters the game for D. Dedmon
1:12.0,R. Hollis-Jefferson makes free throw 1 of 1,1,104-103,,
0:52.0,,,104-103,,Shooting foul by Q. Acy (drawn by K. Bazemore)
0:52.0,,,104-104,1,K. Bazemore makes free throw 1 of 2
0:52.0,,,104-104,,T. Waller-Prince enters the game for M. Muscala
0:52.0,,,104-105,1,K. Bazemore makes free throw 2 of 2
0:33.0,Turnover by Q. Acy (lost ball; steal by K. Bazemore),,104-105,,
0:15.0,,,104-105,,D. Schroder misses 2-pt shot from 2 ft
0:12.0,Defensive rebound by S. Dinwiddie,,104-105,,
0:11.0,S. Dinwiddie makes 2-pt shot from 2 ft,2,106-105,,
0:11.0,Shooting foul by M. Delaney (drawn by S. Dinwiddie),,106-105,,
0:11.0,,,106-105,,M. Muscala enters the game for D. Schroder
0:11.0,S. Dinwiddie misses free throw 1 of 1,,106-105,,
0:09.0,Offensive rebound by S. Dinwiddie,,106-105,,
0:09.0,,,106-105,,Personal foul by K. Bazemore (drawn by S. Dinwiddie)
0:09.0,S. Dinwiddie makes free throw 1 of 2,1,107-105,,
0:09.0,S. Dinwiddie makes free throw 2 of 2,1,108-105,,
0:09.0,,,108-105,,Atlanta full timeout
0:09.0,,,108-105,,D. Schroder enters the game for M. Delaney
0:09.0,C. LeVert enters the game for Q. Acy,,108-105,,
0:05.0,,,108-105,,D. Schroder misses 2-pt shot from 2 ft
0:05.0,,,108-105,,Offensive rebound by Team
0:05.0,,,108-105,,Turnover by D. Schroder (traveling)
0:05.0,,,108-105,,M. Delaney enters the game for M. Muscala
0:05.0,Brooklyn full timeout,,108-105,,
0:03.0,C. LeVert makes 2-pt shot at rim (assist by D. Carroll),2,110-105,,
