time,San Antonio,pts.away,score,pts.home,Denver
5:40.0,,,103-108,,Offensive rebound by J. Murray
5:37.0,,,103-108,,N. Jokic misses 3-pt shot from 25 ft
5:34.0,,,103-108,,Offensive rebound by J. Murray
5:23.0,,,103-108,,N. Jokic misses 3-pt shot from 25 ft
5:17.0,Defensive rebound by P. Gasol,,103-108,,
5:11.0,P. Mills misses 3-pt shot from 24 ft,,103-108,,
5:08.0,,,103-108,,Defensive rebound by W. Chandler
4:45.0,,,103-108,,W. Chandler misses 3-pt shot from 26 ft
4:44.0,,,103-108,,Offensive rebound by Team
4:44.0,,,103-108,,Turnover by Team (shot clock)
4:33.0,Turnover by D. Murray (bad pass),,103-108,,
4:15.0,Personal foul by D. Murray (drawn by N. Jokic),,103-108,,
4:09.0,,,103-110,2,G. Harris makes 2-pt shot from 2 ft (assist by N. Jokic)
3:55.0,Turnover by D. Murray (lost ball; steal by G. Harris),,103-110,,
3:49.0,,,103-112,2,W. Chandler makes 2-pt shot from 1 ft (assist by W. Barton)
3:35.0,D. Bertans misses 3-pt shot from 25 ft,,103-112,,
3:33.0,Offensive rebound by D. Murray,,103-112,,
3:25.0,K. Anderson misses 2-pt shot from 2 ft,,103-112,,
3:23.0,,,103-112,,Defensive rebound by N. Jokic
3:19.0,,,103-114,2,W. Chandler makes 2-pt shot from 2 ft (assist by N. Jokic)
3:17.0,San Antonio full timeout,,103-114,,
3:17.0,J. Lauvergne enters the game for K. Anderson,,103-114,,
3:17.0,T. Parker enters the game for D. Murray,,103-114,,
3:17.0,D. Green enters the game for P. Gasol,,103-114,,
3:01.0,T. Parker misses 2-pt shot from 1 ft,,103-114,,
2:59.0,,,103-114,,Defensive rebound by N. Jokic
2:42.0,,,103-117,3,G. Harris makes 3-pt shot from 24 ft (assist by N. Jokic)
2:21.0,J. Lauvergne makes 2-pt shot from 1 ft,2,105-117,,
2:09.0,,,105-117,,Turnover by J. Murray (lost ball; steal by T. Parker)
2:06.0,,,105-117,,Personal foul by J. Murray (drawn by T. Parker)
1:59.0,D. Green misses 3-pt shot from 23 ft,,105-117,,
1:56.0,,,105-117,,Defensive rebound by J. Murray
1:35.0,,,105-117,,J. Murray misses 3-pt shot from 25 ft
1:31.0,Defensive rebound by D. Bertans,,105-117,,
1:29.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by T. Parker),2,107-117,,
1:09.0,,,107-117,,W. Barton misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by J. Lauvergne,,107-117,,
0:57.0,Turnover by J. Lauvergne (bad pass),,107-117,,
0:38.0,,,107-117,,G. Harris misses 2-pt shot from 2 ft
0:37.0,,,107-117,,Offensive rebound by N. Jokic
0:33.0,Personal take foul by D. Green (drawn by N. Jokic),,107-117,,
0:33.0,,,107-117,,M. Morris enters the game for G. Harris
0:33.0,,,107-117,,M. Beasley enters the game for N. Jokic
0:33.0,,,107-117,,T. Lyles enters the game for W. Chandler
0:33.0,,,107-117,,D. Arthur enters the game for J. Murray
0:33.0,B. Paul enters the game for P. Mills,,107-117,,
0:33.0,D. White enters the game for J. Lauvergne,,107-117,,
0:33.0,D. Hilliard enters the game for T. Parker,,107-117,,
0:33.0,B. Forbes enters the game for D. Green,,107-117,,
0:17.0,,,107-117,,Turnover by D. Arthur (bad pass)
0:10.0,D. White makes 2-pt shot from 16 ft,2,109-117,,
