time,New Orleans,pts.away,score,pts.home,Golden State
0:15.0,J. Holiday makes free throw 1 of 2,1,124-119,,
0:15.0,J. Holiday makes free throw 2 of 2,1,125-119,,
0:09.0,Personal foul by A. Davis (drawn by K. Durant),,125-119,,
0:09.0,,,125-119,,K. Durant misses free throw 1 of 2
0:09.0,,,125-119,,Offensive rebound by Team
0:09.0,,,125-119,,K. Looney enters the game for D. Green
0:09.0,,,125-120,1,K. Durant makes free throw 2 of 2
0:09.0,New Orleans full timeout,,125-120,,
0:08.0,,,125-120,,Personal foul by A. Iguodala (drawn by A. Davis)
0:08.0,A. Davis misses free throw 1 of 2,,125-120,,
0:08.0,Offensive rebound by Team,,125-120,,
0:08.0,,,125-120,,D. Green enters the game for K. Looney
0:08.0,A. Davis makes free throw 2 of 2,1,126-120,,
0:08.0,,,126-120,,Golden State full timeout
0:03.0,,,126-120,,Q. Cook misses 3-pt shot from 25 ft (block by A. Davis)
0:02.0,Defensive rebound by J. Holiday,,126-120,,
