time,Houston,pts.away,score,pts.home,Golden State
6:22.0,E. Gordon makes 2-pt shot from 1 ft (assist by T. Ariza),2,15-16,,
6:12.0,,,15-16,,K. Durant misses 2-pt shot from 17 ft
6:08.0,Defensive rebound by C. Capela,,15-16,,
5:52.0,J. Harden misses 2-pt shot from 1 ft,,15-16,,
5:51.0,,,15-16,,Defensive rebound by K. Looney
5:47.0,,,15-16,,Shooting foul by E. Gordon (drawn by K. Durant)
5:47.0,,,15-17,1,K. Durant makes free throw 1 of 2
5:47.0,,,15-18,1,K. Durant makes free throw 2 of 2
5:38.0,E. Gordon makes 3-pt shot from 27 ft (assist by J. Harden),3,18-18,,
5:27.0,,,18-20,2,S. Curry makes 2-pt shot from 2 ft
5:20.0,C. Capela misses 2-pt shot from 1 ft,,18-20,,
5:18.0,Offensive rebound by C. Capela,,18-20,,
5:17.0,Shooting foul by K. Looney (drawn by C. Capela),,18-20,,
5:17.0,C. Capela misses free throw 1 of 2,,18-20,,
5:17.0,Offensive rebound by Team,,18-20,,
5:17.0,C. Capela makes free throw 2 of 2,1,19-20,,
5:09.0,,,19-20,,S. Curry misses 3-pt shot from 26 ft
5:07.0,Defensive rebound by J. Harden,,19-20,,
5:00.0,E. Gordon misses 3-pt shot from 26 ft (block by K. Looney),,19-20,,
4:58.0,,,19-20,,Defensive rebound by K. Durant
4:57.0,Personal foul by T. Ariza (drawn by K. Durant),,19-20,,
4:57.0,P. Tucker enters the game for C. Capela,,19-20,,
4:52.0,Personal foul by J. Harden (drawn by K. Durant),,19-20,,
4:38.0,,,19-20,,S. Curry misses 3-pt shot from 26 ft
4:36.0,,,19-20,,Offensive rebound by K. Looney
4:32.0,,,19-20,,S. Curry misses 3-pt shot from 23 ft
4:30.0,Defensive rebound by J. Harden,,19-20,,
4:10.0,G. Green misses 3-pt shot from 23 ft,,19-20,,
4:09.0,Offensive rebound by T. Ariza,,19-20,,
4:04.0,E. Gordon makes 2-pt shot from 7 ft (assist by T. Ariza),2,21-20,,
4:04.0,Shooting foul by D. Green (drawn by E. Gordon),,21-20,,
4:04.0,L. Mbah a Moute enters the game for T. Ariza,,21-20,,
4:04.0,E. Gordon makes free throw 1 of 1,1,22-20,,
3:50.0,,,22-20,,Turnover by K. Thompson (step out of bounds)
3:37.0,L. Mbah a Moute misses 2-pt shot from 3 ft (block by K. Looney),,22-20,,
3:35.0,,,22-20,,Defensive rebound by D. Green
3:31.0,,,22-22,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
3:18.0,J. Harden misses 3-pt shot from 30 ft,,22-22,,
3:16.0,,,22-22,,Defensive rebound by D. Green
3:09.0,,,22-22,,K. Durant misses 3-pt shot from 27 ft
3:08.0,Defensive rebound by L. Mbah a Moute,,22-22,,
3:00.0,Turnover by Team (shot clock),,22-22,,
2:46.0,Houston full timeout,,22-22,,
2:46.0,,,22-22,,A. Iguodala enters the game for K. Thompson
2:46.0,,,22-22,,N. Young enters the game for D. Green
2:46.0,,,22-22,,S. Livingston enters the game for S. Curry
2:46.0,C. Paul enters the game for J. Harden,,22-22,,
2:27.0,Personal foul by G. Green (drawn by K. Durant),,22-22,,
2:27.0,,,22-23,1,K. Durant makes free throw 1 of 2
2:27.0,,,22-24,1,K. Durant makes free throw 2 of 2
2:16.0,G. Green misses 3-pt shot from 22 ft,,22-24,,
2:14.0,,,22-24,,Defensive rebound by N. Young
1:59.0,,,22-26,2,K. Durant makes 2-pt shot from 11 ft
1:45.0,C. Paul misses 2-pt shot from 13 ft,,22-26,,
1:44.0,,,22-26,,Defensive rebound by K. Durant
1:38.0,,,22-26,,K. Durant misses 3-pt shot from 27 ft
1:36.0,,,22-26,,Offensive rebound by S. Livingston
1:33.0,,,22-26,,Turnover by S. Livingston (turnover)
1:33.0,T. Ariza enters the game for G. Green,,22-26,,
1:15.0,Turnover by E. Gordon (step out of bounds),,22-26,,
0:56.0,,,22-26,,A. Iguodala misses 2-pt shot from 9 ft
0:55.0,,,22-26,,Offensive rebound by A. Iguodala
0:50.0,,,22-28,2,A. Iguodala makes 2-pt shot at rim
0:47.0,,,22-28,,Personal foul by K. Looney (drawn by C. Paul)
0:38.0,C. Paul misses 3-pt shot from 26 ft,,22-28,,
0:36.0,Offensive rebound by P. Tucker,,22-28,,
0:34.0,P. Tucker misses 2-pt shot from 6 ft,,22-28,,
0:33.0,,,22-28,,Defensive rebound by S. Livingston
0:28.0,,,22-28,,N. Young misses 3-pt shot from 28 ft
0:26.0,Defensive rebound by P. Tucker,,22-28,,
0:10.0,Turnover by C. Paul (bad pass; steal by K. Durant),,22-28,,
0:04.0,,,22-31,3,N. Young makes 3-pt shot from 26 ft (assist by A. Iguodala)
0:00.0,Turnover by C. Paul (traveling),,22-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,22-33,2,S. Livingston makes 2-pt shot from 14 ft
11:25.0,T. Ariza misses 2-pt shot from 1 ft,,22-33,,
11:24.0,Offensive rebound by C. Capela,,22-33,,
11:19.0,C. Capela makes 2-pt shot at rim,2,24-33,,
11:15.0,,,24-33,,S. Livingston misses 2-pt shot from 14 ft
11:09.0,Defensive rebound by C. Paul,,24-33,,
10:54.0,C. Paul misses 2-pt shot at rim,,24-33,,
10:53.0,Offensive rebound by C. Capela,,24-33,,
10:53.0,C. Capela misses 2-pt shot at rim,,24-33,,
10:53.0,,,24-33,,Defensive rebound by N. Young
10:53.0,Personal foul by C. Capela (drawn by N. Young),,24-33,,
10:53.0,G. Green enters the game for P. Tucker,,24-33,,
10:43.0,,,24-33,,S. Curry misses 2-pt shot from 2 ft (block by G. Green)
10:40.0,Defensive rebound by C. Paul,,24-33,,
10:39.0,G. Green makes 3-pt shot from 26 ft (assist by C. Paul),3,27-33,,
10:10.0,,,27-33,,K. Thompson misses 2-pt shot from 7 ft
10:08.0,,,27-33,,Offensive rebound by D. Green
10:04.0,,,27-35,2,K. Thompson makes 2-pt shot from 18 ft (assist by D. Green)
9:50.0,,,27-35,,Personal foul by N. Young (drawn by E. Gordon)
9:42.0,,,27-35,,Personal foul by K. Thompson (drawn by C. Paul)
9:35.0,E. Gordon misses 3-pt shot from 28 ft (block by S. Curry),,27-35,,
9:33.0,,,27-35,,Defensive rebound by D. Green
9:19.0,,,27-35,,K. Thompson misses 2-pt shot from 14 ft
9:17.0,,,27-35,,Offensive rebound by S. Livingston
9:17.0,,,27-37,2,S. Livingston makes 2-pt shot at rim
9:17.0,Houston full timeout,,27-37,,
9:17.0,,,27-37,,K. Looney enters the game for N. Young
9:17.0,J. Harden enters the game for E. Gordon,,27-37,,
8:54.0,G. Green misses 2-pt shot from 17 ft,,27-37,,
8:53.0,,,27-37,,Defensive rebound by K. Looney
8:38.0,,,27-37,,K. Thompson misses 3-pt shot from 23 ft
8:36.0,Defensive rebound by T. Ariza,,27-37,,
8:27.0,J. Harden misses 2-pt shot from 6 ft,,27-37,,
8:26.0,C. Capela misses 2-pt shot from 2 ft,,27-37,,
8:26.0,Offensive rebound by C. Capela,,27-37,,
8:25.0,,,27-37,,Defensive rebound by K. Looney
8:20.0,Personal foul by G. Green (drawn by S. Livingston),,27-37,,
8:20.0,,,27-37,,K. Durant enters the game for S. Curry
8:20.0,P. Tucker enters the game for G. Green,,27-37,,
8:10.0,,,27-37,,K. Thompson misses 2-pt shot from 14 ft (block by C. Paul)
8:08.0,Defensive rebound by C. Paul,,27-37,,
7:49.0,Turnover by T. Ariza (traveling),,27-37,,
7:33.0,,,27-37,,S. Livingston misses 2-pt shot from 12 ft
7:32.0,Defensive rebound by C. Capela,,27-37,,
7:20.0,Shooting foul by K. Looney (drawn by J. Harden),,27-37,,
7:20.0,J. Harden makes free throw 1 of 2,1,28-37,,
7:20.0,,,28-37,,J. Bell enters the game for K. Looney
7:20.0,,,28-37,,A. Iguodala enters the game for S. Livingston
7:20.0,E. Gordon enters the game for C. Paul,,28-37,,
7:20.0,J. Harden makes free throw 2 of 2,1,29-37,,
6:57.0,,,29-39,2,A. Iguodala makes 2-pt shot from 11 ft (assist by K. Durant)
6:46.0,E. Gordon misses 2-pt shot from 2 ft,,29-39,,
6:45.0,Offensive rebound by E. Gordon,,29-39,,
6:39.0,P. Tucker makes 3-pt shot from 22 ft (assist by E. Gordon),3,32-39,,
6:27.0,,,32-42,3,K. Durant makes 3-pt shot from 27 ft
6:07.0,E. Gordon misses 2-pt shot from 3 ft (block by D. Green),,32-42,,
6:06.0,,,32-42,,Defensive rebound by J. Bell
5:59.0,,,32-42,,K. Durant misses 3-pt shot from 29 ft
5:57.0,Defensive rebound by P. Tucker,,32-42,,
5:38.0,J. Harden misses 2-pt shot from 3 ft,,32-42,,
5:36.0,,,32-42,,Defensive rebound by J. Bell
5:27.0,,,32-44,2,K. Thompson makes 2-pt shot from 17 ft (assist by D. Green)
5:06.0,J. Harden makes 2-pt shot from 2 ft,2,34-44,,
4:58.0,,,34-44,,Golden State full timeout
4:58.0,,,34-44,,S. Curry enters the game for K. Thompson
4:58.0,C. Paul enters the game for C. Capela,,34-44,,
4:50.0,,,34-44,,Shooting foul by P. Tucker (drawn by A. Iguodala)
4:50.0,,,34-45,1,A. Iguodala makes free throw 1 of 2
4:50.0,,,34-46,1,A. Iguodala makes free throw 2 of 2
4:39.0,Turnover by P. Tucker (bad pass; steal by J. Bell),,34-46,,
4:29.0,,,34-46,,K. Durant misses 2-pt shot from 17 ft
4:25.0,Defensive rebound by C. Paul,,34-46,,
4:22.0,P. Tucker misses 2-pt shot from 10 ft,,34-46,,
4:19.0,,,34-46,,Defensive rebound by S. Curry
4:08.0,,,34-46,,D. Green misses 3-pt shot from 27 ft
4:02.0,Defensive rebound by P. Tucker,,34-46,,
3:52.0,C. Paul misses 3-pt shot from 26 ft,,34-46,,
3:49.0,Offensive rebound by C. Paul,,34-46,,
3:41.0,,,34-46,,Personal foul by J. Bell (drawn by J. Harden)
3:41.0,,,34-46,,K. Thompson enters the game for J. Bell
3:35.0,,,34-46,,Personal foul by S. Curry (drawn by T. Ariza)
3:35.0,T. Ariza makes free throw 1 of 2,1,35-46,,
3:35.0,T. Ariza makes free throw 2 of 2,1,36-46,,
3:19.0,,,36-46,,S. Curry misses 3-pt shot from 27 ft
3:17.0,Defensive rebound by Team,,36-46,,
2:59.0,,,36-46,,Personal foul by D. Green (drawn by C. Paul)
2:59.0,C. Paul misses free throw 1 of 2,,36-46,,
2:59.0,Offensive rebound by Team,,36-46,,
2:59.0,C. Paul makes free throw 2 of 2,1,37-46,,
2:46.0,,,37-46,,S. Curry misses 2-pt shot from 20 ft
2:44.0,Defensive rebound by P. Tucker,,37-46,,
2:39.0,C. Paul makes 2-pt shot from 2 ft,2,39-46,,
2:39.0,,,39-46,,Violation by A. Iguodala (def goaltending)
2:21.0,,,39-48,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
1:59.0,J. Harden makes 2-pt shot from 7 ft,2,41-48,,
1:52.0,,,41-48,,K. Thompson misses 2-pt shot from 20 ft
1:50.0,,,41-48,,Offensive rebound by S. Curry
1:46.0,,,41-48,,K. Durant misses 3-pt shot from 26 ft
1:43.0,Defensive rebound by P. Tucker,,41-48,,
1:30.0,Turnover by J. Harden (out of bounds lost ball),,41-48,,
1:09.0,,,41-50,2,K. Durant makes 2-pt shot from 11 ft
0:58.0,E. Gordon misses 3-pt shot from 26 ft,,41-50,,
0:55.0,,,41-50,,Defensive rebound by K. Durant
0:51.0,,,41-52,2,K. Durant makes 2-pt shot from 2 ft
0:36.0,T. Ariza misses 2-pt shot from 4 ft,,41-52,,
0:35.0,,,41-52,,Defensive rebound by A. Iguodala
0:28.0,,,41-52,,Shooting foul by P. Tucker (drawn by S. Curry)
0:28.0,,,41-53,1,S. Curry makes free throw 1 of 2
0:28.0,,,41-53,,J. Bell enters the game for D. Green
0:28.0,,,41-54,1,S. Curry makes free throw 2 of 2
0:06.0,Shooting foul by J. Bell (drawn by J. Harden),,41-54,,
0:06.0,J. Harden makes free throw 1 of 3,1,42-54,,
0:06.0,J. Harden misses free throw 2 of 3,,42-54,,
0:06.0,Offensive rebound by Team,,42-54,,
0:06.0,,,42-54,,D. Green enters the game for A. Iguodala
0:06.0,,,42-54,,N. Young enters the game for J. Bell
0:06.0,J. Harden makes free throw 3 of 3,1,43-54,,
0:01.0,,,43-54,,D. Green misses 3-pt shot from 29 ft
0:00.0,,,43-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,43-56,2,S. Curry makes 2-pt shot from 3 ft (assist by D. Green)
11:47.0,,,43-56,,Shooting foul by C. Paul (drawn by S. Curry)
11:47.0,,,43-57,1,S. Curry makes free throw 1 of 1
11:22.0,J. Harden misses 2-pt shot from 9 ft,,43-57,,
11:20.0,,,43-57,,Defensive rebound by D. Green
11:07.0,,,43-59,2,K. Durant makes 2-pt shot from 4 ft
10:54.0,Turnover by J. Harden (bad pass; steal by A. Iguodala),,43-59,,
10:52.0,,,43-59,,A. Iguodala misses 2-pt shot from 1 ft (block by J. Harden)
10:50.0,,,43-59,,Offensive rebound by S. Curry
10:49.0,,,43-61,2,S. Curry makes 2-pt shot from 1 ft
10:28.0,,,43-61,,Violation by D. Green (kicked ball)
10:17.0,C. Paul misses 2-pt shot from 12 ft,,43-61,,
10:15.0,,,43-61,,Defensive rebound by S. Curry
10:10.0,,,43-64,2,K. Durant makes 3-pt shot from 22 ft (assist by K. Thompson)
10:08.0,Houston full timeout,,43-64,,
9:46.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,45-64,,
9:26.0,,,45-64,,D. Green misses 3-pt shot from 26 ft
9:24.0,Defensive rebound by C. Capela,,45-64,,
9:14.0,J. Harden makes 2-pt shot from 10 ft,2,47-64,,
8:58.0,,,47-64,,K. Thompson misses 2-pt shot from 1 ft (block by C. Capela)
8:56.0,Defensive rebound by J. Harden,,47-64,,
8:44.0,C. Paul makes 2-pt shot from 6 ft,2,49-64,,
8:21.0,,,49-66,2,K. Durant makes 2-pt shot from 18 ft
8:01.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,51-66,,
7:45.0,Personal foul by T. Ariza (drawn by K. Durant),,51-66,,
7:45.0,E. Gordon enters the game for P. Tucker,,51-66,,
7:33.0,,,51-66,,K. Thompson misses 2-pt shot from 1 ft
7:32.0,Defensive rebound by C. Paul,,51-66,,
7:24.0,E. Gordon misses 3-pt shot from 27 ft,,51-66,,
7:22.0,,,51-66,,Defensive rebound by D. Green
7:07.0,,,51-66,,Turnover by S. Curry (bad pass; steal by C. Paul)
7:05.0,J. Harden makes 2-pt shot from 3 ft (assist by C. Paul),2,53-66,,
7:05.0,,,53-66,,Golden State full timeout
6:53.0,,,53-66,,D. Green misses 2-pt shot from 2 ft
6:51.0,Defensive rebound by J. Harden,,53-66,,
6:32.0,C. Paul misses 3-pt shot from 27 ft (block by K. Thompson),,53-66,,
6:30.0,,,53-66,,Defensive rebound by S. Curry
6:13.0,,,53-68,2,S. Curry makes 2-pt shot from 1 ft
5:48.0,C. Paul misses 2-pt shot from 10 ft,,53-68,,
5:47.0,,,53-68,,Defensive rebound by D. Green
5:38.0,,,53-70,2,S. Curry makes 2-pt shot from 2 ft (assist by K. Durant)
5:28.0,E. Gordon makes 3-pt shot from 27 ft (assist by C. Paul),3,56-70,,
5:07.0,,,56-73,3,S. Curry makes 3-pt shot from 29 ft (assist by K. Durant)
4:45.0,J. Harden misses 3-pt shot from 28 ft,,56-73,,
4:43.0,,,56-73,,Defensive rebound by D. Green
4:34.0,,,56-75,2,K. Thompson makes 2-pt shot from 1 ft (assist by K. Durant)
4:34.0,Houston full timeout,,56-75,,
4:34.0,,,56-75,,K. Looney enters the game for A. Iguodala
4:34.0,P. Tucker enters the game for C. Paul,,56-75,,
4:34.0,L. Mbah a Moute enters the game for C. Capela,,56-75,,
4:19.0,E. Gordon misses 2-pt shot from 4 ft,,56-75,,
4:18.0,,,56-75,,Defensive rebound by D. Green
4:02.0,,,56-78,3,S. Curry makes 3-pt shot from 25 ft
3:44.0,P. Tucker misses 3-pt shot from 27 ft,,56-78,,
3:41.0,,,56-78,,Defensive rebound by D. Green
3:29.0,,,56-80,2,S. Curry makes 2-pt shot from 3 ft
3:18.0,T. Ariza misses 3-pt shot from 24 ft,,56-80,,
3:17.0,,,56-80,,Defensive rebound by Team
3:17.0,Loose ball foul by J. Harden (drawn by D. Green),,56-80,,
3:17.0,G. Green enters the game for T. Ariza,,56-80,,
3:17.0,C. Paul enters the game for J. Harden,,56-80,,
3:17.0,,,56-80,,N. Young enters the game for K. Thompson
3:01.0,,,56-83,3,K. Durant makes 3-pt shot from 25 ft
2:59.0,Offensive foul by P. Tucker (drawn by K. Durant),,56-83,,
2:59.0,Turnover by P. Tucker (offensive foul),,56-83,,
2:59.0,Technical foul by P. Tucker,,56-83,,
2:59.0,,,56-84,1,S. Curry makes technical free throw
2:49.0,,,56-84,,K. Durant misses 3-pt shot from 26 ft
2:44.0,Defensive rebound by C. Paul,,56-84,,
2:35.0,C. Paul makes 3-pt shot from 24 ft,3,59-84,,
2:20.0,Personal foul by C. Paul (drawn by S. Curry),,59-84,,
2:20.0,,,59-84,,A. Iguodala enters the game for D. Green
2:20.0,,,59-84,,S. Livingston enters the game for S. Curry
2:07.0,,,59-84,,K. Durant misses 2-pt shot from 15 ft
2:02.0,Defensive rebound by E. Gordon,,59-84,,
1:59.0,,,59-84,,Personal foul by K. Looney (drawn by P. Tucker)
1:49.0,C. Paul makes 2-pt shot from 19 ft,2,61-84,,
1:23.0,,,61-84,,S. Livingston misses 2-pt shot from 15 ft (block by C. Paul)
1:21.0,Defensive rebound by G. Green,,61-84,,
1:16.0,G. Green misses 2-pt shot from 3 ft (block by A. Iguodala),,61-84,,
1:14.0,,,61-84,,Defensive rebound by S. Livingston
1:05.0,,,61-84,,S. Livingston misses 2-pt shot from 1 ft
1:03.0,,,61-84,,Offensive rebound by K. Looney
1:03.0,,,61-86,2,K. Looney makes 2-pt shot at rim
0:57.0,G. Green makes 2-pt shot from 3 ft (assist by C. Paul),2,63-86,,
0:57.0,Shooting foul by K. Looney (drawn by G. Green),,63-86,,
0:57.0,,,63-86,,J. Bell enters the game for K. Looney
0:57.0,G. Green makes free throw 1 of 1,1,64-86,,
0:37.0,,,64-88,2,S. Livingston makes 2-pt shot from 12 ft
0:32.0,C. Paul makes 3-pt shot from 27 ft,3,67-88,,
0:08.0,,,67-88,,Turnover by J. Bell (traveling)
0:02.0,C. Paul misses 3-pt shot from 27 ft,,67-88,,
0:00.0,,,67-88,,Defensive rebound by J. Bell
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,E. Gordon misses 3-pt shot from 28 ft,,67-88,,
11:41.0,,,67-88,,Defensive rebound by D. Green
11:32.0,,,67-90,2,D. Green makes 2-pt shot at rim
11:32.0,,,67-90,,Shooting foul by C. Paul (drawn by D. Green)
11:32.0,,,67-91,1,D. Green makes free throw 1 of 1
11:18.0,Turnover by E. Gordon (lost ball; steal by D. Green),,67-91,,
11:14.0,,,67-91,,K. Thompson misses 3-pt shot from 26 ft
11:12.0,Defensive rebound by C. Paul,,67-91,,
10:59.0,C. Paul misses 3-pt shot from 25 ft,,67-91,,
10:57.0,,,67-91,,Defensive rebound by D. Green
10:41.0,,,67-91,,S. Curry misses 2-pt shot from 14 ft
10:31.0,Defensive rebound by G. Green,,67-91,,
10:30.0,Turnover by L. Mbah a Moute (step out of bounds),,67-91,,
10:30.0,T. Ariza enters the game for E. Gordon,,67-91,,
10:30.0,J. Harden enters the game for L. Mbah a Moute,,67-91,,
10:16.0,,,67-91,,Shooting foul by T. Ariza (drawn by S. Livingston)
10:16.0,,,67-91,,S. Livingston misses free throw 1 of 2
10:16.0,,,67-91,,Offensive rebound by Team
10:16.0,,,67-92,1,S. Livingston makes free throw 2 of 2
10:02.0,G. Green makes 3-pt shot from 23 ft (assist by J. Harden),3,70-92,,
9:42.0,,,70-95,3,S. Curry makes 3-pt shot from 24 ft (assist by K. Thompson)
9:19.0,J. Harden misses 3-pt shot from 23 ft,,70-95,,
9:18.0,,,70-95,,Defensive rebound by S. Curry
9:18.0,Personal foul by C. Paul (drawn by S. Curry),,70-95,,
9:02.0,,,70-95,,S. Livingston misses 2-pt shot from 15 ft
9:01.0,,,70-95,,Offensive rebound by D. Green
8:48.0,,,70-95,,Turnover by K. Thompson (bad pass)
8:35.0,J. Harden makes 2-pt shot from 3 ft,2,72-95,,
8:25.0,,,72-97,2,S. Livingston makes 2-pt shot from 1 ft
8:12.0,P. Tucker makes 3-pt shot from 23 ft (assist by J. Harden),3,75-97,,
8:04.0,,,75-97,,Golden State full timeout
8:04.0,,,75-97,,K. Durant enters the game for N. Young
8:04.0,,,75-97,,A. Iguodala enters the game for S. Livingston
8:04.0,E. Gordon enters the game for C. Paul,,75-97,,
8:04.0,J. Johnson enters the game for G. Green,,75-97,,
8:00.0,,,75-99,2,D. Green makes 2-pt shot from 1 ft (assist by K. Durant)
7:41.0,Turnover by J. Harden (lost ball; steal by A. Iguodala),,75-99,,
7:37.0,,,75-99,,D. Green misses 2-pt shot from 2 ft
7:36.0,,,75-99,,Offensive rebound by K. Durant
7:33.0,,,75-102,3,K. Thompson makes 3-pt shot from 23 ft (assist by K. Durant)
7:19.0,E. Gordon misses 3-pt shot from 26 ft,,75-102,,
7:15.0,,,75-102,,Defensive rebound by D. Green
7:04.0,,,75-104,2,S. Curry makes 2-pt shot from 2 ft
6:49.0,,,75-104,,Personal foul by D. Green (drawn by T. Ariza)
6:49.0,,,75-104,,K. Looney enters the game for A. Iguodala
6:48.0,,,75-104,,Personal foul by D. Green (drawn by J. Harden)
6:35.0,J. Harden makes 3-pt shot from 25 ft,3,78-104,,
6:18.0,,,78-107,3,S. Curry makes 3-pt shot from 29 ft
6:01.0,J. Harden misses 2-pt shot from 3 ft,,78-107,,
6:00.0,,,78-107,,Defensive rebound by K. Thompson
5:46.0,,,78-107,,K. Durant misses 2-pt shot from 7 ft
5:43.0,,,78-107,,Offensive rebound by K. Durant
5:30.0,,,78-107,,S. Curry misses 3-pt shot from 23 ft
5:26.0,Defensive rebound by J. Harden,,78-107,,
5:17.0,J. Johnson misses 2-pt shot from 10 ft,,78-107,,
5:12.0,,,78-107,,Defensive rebound by K. Durant
5:11.0,,,78-107,,Golden State full timeout
5:11.0,,,78-107,,J. Bell enters the game for K. Thompson
5:11.0,,,78-107,,Q. Cook enters the game for D. Green
5:11.0,,,78-107,,S. Livingston enters the game for S. Curry
5:11.0,,,78-107,,N. Young enters the game for K. Durant
5:11.0,L. Mbah a Moute enters the game for T. Ariza,,78-107,,
5:11.0,G. Green enters the game for P. Tucker,,78-107,,
5:11.0,T. Black enters the game for J. Harden,,78-107,,
5:11.0,R. Anderson enters the game for E. Gordon,,78-107,,
5:01.0,,,78-109,2,K. Looney makes 2-pt shot from 11 ft
4:40.0,J. Johnson makes 2-pt shot from 8 ft,2,80-109,,
4:15.0,,,80-109,,K. Looney misses 2-pt shot from 10 ft
4:10.0,Defensive rebound by J. Johnson,,80-109,,
4:07.0,Turnover by T. Black (out of bounds lost ball),,80-109,,
3:53.0,,,80-112,3,Q. Cook makes 3-pt shot from 27 ft
3:36.0,Turnover by R. Anderson (bad pass; steal by Q. Cook),,80-112,,
3:28.0,,,80-112,,Turnover by Q. Cook (bad pass; steal by R. Anderson)
3:18.0,Turnover by J. Johnson (bad pass; steal by S. Livingston),,80-112,,
3:14.0,,,80-114,2,Q. Cook makes 2-pt shot from 1 ft (assist by S. Livingston)
3:04.0,,,80-114,,Personal foul by S. Livingston (drawn by T. Black)
3:04.0,,,80-114,,Z. Pachulia enters the game for K. Looney
3:04.0,,,80-114,,J. McGee enters the game for S. Livingston
2:54.0,Turnover by J. Johnson (bad pass; steal by Q. Cook),,80-114,,
2:42.0,,,80-116,2,J. McGee makes 2-pt shot from 12 ft
2:20.0,Turnover by G. Green (bad pass),,80-116,,
2:00.0,,,80-118,2,J. McGee makes 2-pt shot from 2 ft
1:49.0,G. Green misses 2-pt shot from 4 ft,,80-118,,
1:48.0,R. Anderson misses 2-pt shot from 3 ft,,80-118,,
1:48.0,Offensive rebound by R. Anderson,,80-118,,
1:47.0,,,80-118,,Defensive rebound by J. McGee
1:41.0,,,80-118,,N. Young misses 3-pt shot from 31 ft
1:40.0,Defensive rebound by J. Johnson,,80-118,,
