time,Orlando,pts.away,score,pts.home,Charlotte
7:04.0,,,17-13,2,D. Howard makes 2-pt shot from 6 ft (assist by M. Williams)
6:49.0,N. Vucevic misses 2-pt shot from 16 ft,,17-13,,
6:47.0,,,17-13,,Defensive rebound by M. Williams
6:40.0,,,17-13,,Charlotte full timeout
6:32.0,,,17-15,2,K. Walker makes 2-pt shot from 10 ft (assist by D. Howard)
6:17.0,Turnover by J. Simmons (bad pass; steal by N. Batum),,17-15,,
6:00.0,,,17-15,,K. Walker misses 3-pt shot from 26 ft
5:58.0,Defensive rebound by N. Vucevic,,17-15,,
5:42.0,N. Vucevic misses 2-pt shot from 22 ft,,17-15,,
5:39.0,Offensive rebound by Team,,17-15,,
5:32.0,J. Simmons makes 2-pt shot from 12 ft,2,19-15,,
5:18.0,,,19-15,,Shooting foul by A. Gordon (drawn by N. Batum)
5:18.0,,,19-16,1,N. Batum makes free throw 1 of 2
5:18.0,,,19-16,,N. Batum misses free throw 2 of 2
5:14.0,Defensive rebound by N. Vucevic,,19-16,,
5:03.0,E. Fournier misses 3-pt shot from 26 ft,,19-16,,
4:59.0,,,19-16,,Defensive rebound by D. Howard
4:54.0,,,19-16,,Turnover by D. Howard (offensive goaltending)
4:54.0,,,19-16,,F. Kaminsky enters the game for M. Williams
4:34.0,E. Fournier misses 2-pt shot from 4 ft (block by M. Kidd-Gilchrist),,19-16,,
4:31.0,,,19-16,,Defensive rebound by F. Kaminsky
4:23.0,,,19-16,,D. Howard misses 2-pt shot from 2 ft
4:20.0,Defensive rebound by N. Vucevic,,19-16,,
4:14.0,N. Vucevic makes 2-pt shot from 1 ft (assist by E. Payton),2,21-16,,
4:02.0,,,21-19,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by K. Walker)
3:52.0,A. Gordon misses 2-pt shot from 17 ft,,21-19,,
3:49.0,,,21-19,,Defensive rebound by N. Batum
3:44.0,,,21-19,,Shooting foul by E. Fournier (drawn by N. Batum)
3:44.0,,,21-20,1,N. Batum makes free throw 1 of 2
3:44.0,,,21-20,,J. Lamb enters the game for D. Howard
3:44.0,,,21-20,,C. Zeller enters the game for M. Kidd-Gilchrist
3:44.0,Orlando full timeout,,21-20,,
3:44.0,A. Afflalo enters the game for E. Fournier,,21-20,,
3:44.0,,,21-21,1,N. Batum makes free throw 2 of 2
3:34.0,Offensive foul by E. Payton (drawn by K. Walker),,21-21,,
3:34.0,Turnover by E. Payton (offensive foul),,21-21,,
3:18.0,,,21-21,,J. Lamb misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by A. Gordon,,21-21,,
3:03.0,J. Simmons makes 2-pt shot at rim,2,23-21,,
2:49.0,,,23-21,,N. Batum misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by A. Gordon,,23-21,,
2:43.0,A. Gordon misses 3-pt shot from 25 ft,,23-21,,
2:40.0,,,23-21,,Defensive rebound by N. Batum
2:34.0,,,23-21,,C. Zeller misses 2-pt shot from 17 ft
2:30.0,Defensive rebound by J. Simmons,,23-21,,
2:13.0,J. Simmons misses 3-pt shot from 24 ft,,23-21,,
2:10.0,,,23-21,,Defensive rebound by N. Batum
2:04.0,,,23-21,,F. Kaminsky misses 2-pt shot from 2 ft (block by E. Payton)
2:04.0,,,23-21,,Offensive rebound by Team
2:04.0,,,23-21,,M. Carter-Williams enters the game for K. Walker
2:04.0,D. Augustin enters the game for E. Payton,,23-21,,
2:04.0,B. Biyombo enters the game for N. Vucevic,,23-21,,
1:58.0,Def 3 sec tech foul by B. Biyombo,,23-21,,
1:58.0,,,23-22,1,N. Batum makes technical free throw
1:58.0,,,23-22,,D. Bacon enters the game for N. Batum
1:58.0,M. Speights enters the game for A. Gordon,,23-22,,
1:47.0,,,23-22,,F. Kaminsky misses 2-pt shot from 19 ft
1:44.0,Defensive rebound by B. Biyombo,,23-22,,
1:35.0,A. Afflalo misses 3-pt shot from 25 ft,,23-22,,
1:32.0,,,23-22,,Defensive rebound by C. Zeller
1:24.0,,,23-22,,M. Carter-Williams misses 2-pt shot from 15 ft
1:21.0,Defensive rebound by B. Biyombo,,23-22,,
1:12.0,Turnover by D. Augustin (bad pass),,23-22,,
1:03.0,,,23-22,,J. Lamb misses 2-pt shot from 13 ft
0:59.0,,,23-22,,Offensive rebound by C. Zeller
0:57.0,,,23-22,,J. Lamb misses 3-pt shot from 26 ft
0:54.0,,,23-22,,Offensive rebound by Team
0:53.0,Personal foul by A. Afflalo (drawn by J. Lamb),,23-22,,
0:41.0,,,23-24,2,F. Kaminsky makes 2-pt shot from 1 ft
0:34.0,Turnover by J. Simmons (bad pass; steal by F. Kaminsky),,23-24,,
0:32.0,,,23-26,2,F. Kaminsky makes 2-pt shot from 1 ft
0:10.0,Turnover by J. Simmons (traveling),,23-26,,
0:04.0,,,23-26,,F. Kaminsky misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by Team,,23-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,M. Speights makes 3-pt shot from 25 ft (assist by A. Afflalo),3,26-26,,
11:20.0,,,26-26,,C. Zeller misses 2-pt shot from 21 ft
11:13.0,Defensive rebound by Team,,26-26,,
10:56.0,D. Augustin makes 3-pt shot from 24 ft (assist by M. Speights),3,29-26,,
10:33.0,,,29-26,,M. Carter-Williams misses 2-pt shot from 7 ft
10:29.0,Defensive rebound by A. Afflalo,,29-26,,
10:21.0,Shooting foul by M. Carter-Williams (drawn by D. Augustin),,29-26,,
10:21.0,D. Augustin makes free throw 1 of 3,1,30-26,,
10:21.0,D. Augustin makes free throw 2 of 3,1,31-26,,
10:21.0,D. Augustin makes free throw 3 of 3,1,32-26,,
10:03.0,,,32-26,,F. Kaminsky misses 2-pt shot from 20 ft
10:00.0,Defensive rebound by D. Augustin,,32-26,,
9:51.0,A. Afflalo makes 2-pt shot from 1 ft (assist by M. Speights),2,34-26,,
9:40.0,,,34-26,,Charlotte full timeout
9:32.0,,,34-28,2,J. Lamb makes 2-pt shot from 16 ft
9:17.0,Turnover by M. Hezonja (bad pass; steal by D. Bacon),,34-28,,
9:13.0,,,34-28,,Shooting foul by M. Speights (drawn by C. Zeller)
9:13.0,,,34-29,1,C. Zeller makes free throw 1 of 2
9:13.0,,,34-30,1,C. Zeller makes free throw 2 of 2
8:54.0,Turnover by A. Afflalo (bad pass; steal by J. Lamb),,34-30,,
8:52.0,,,34-32,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by J. Lamb)
8:52.0,Orlando full timeout,,34-32,,
8:30.0,M. Speights misses 3-pt shot from 28 ft,,34-32,,
8:26.0,,,34-32,,Defensive rebound by M. Carter-Williams
8:14.0,,,34-32,,Turnover by M. Carter-Williams (step out of bounds)
8:08.0,Offensive foul by M. Speights (drawn by J. Lamb),,34-32,,
8:08.0,Turnover by M. Speights (offensive foul),,34-32,,
8:08.0,,,34-32,,N. Batum enters the game for D. Bacon
7:50.0,,,34-32,,J. Lamb misses 2-pt shot from 14 ft
7:45.0,Defensive rebound by M. Speights,,34-32,,
7:33.0,A. Afflalo makes 2-pt shot from 9 ft (assist by D. Augustin),2,36-32,,
7:22.0,Personal foul by M. Speights (drawn by M. Carter-Williams),,36-32,,
7:22.0,,,36-32,,K. Walker enters the game for M. Carter-Williams
7:22.0,A. Gordon enters the game for M. Speights,,36-32,,
7:13.0,,,36-34,2,J. Lamb makes 2-pt shot from 7 ft (assist by K. Walker)
6:51.0,B. Biyombo misses 2-pt shot from 10 ft,,36-34,,
6:48.0,,,36-34,,Defensive rebound by J. Lamb
6:44.0,,,36-34,,K. Walker misses 3-pt shot from 25 ft
6:42.0,Defensive rebound by M. Hezonja,,36-34,,
6:36.0,A. Afflalo misses 3-pt shot from 23 ft,,36-34,,
6:33.0,,,36-34,,Defensive rebound by F. Kaminsky
6:17.0,,,36-36,2,F. Kaminsky makes 2-pt shot from 10 ft (assist by K. Walker)
6:04.0,A. Gordon misses 2-pt shot from 16 ft,,36-36,,
6:01.0,,,36-36,,Defensive rebound by F. Kaminsky
5:55.0,,,36-36,,Shooting foul by B. Biyombo (drawn by J. Lamb)
5:55.0,,,36-37,1,J. Lamb makes free throw 1 of 2
5:55.0,,,36-37,,D. Howard enters the game for C. Zeller
5:55.0,N. Vucevic enters the game for A. Afflalo,,36-37,,
5:55.0,E. Payton enters the game for B. Biyombo,,36-37,,
5:55.0,E. Fournier enters the game for D. Augustin,,36-37,,
5:55.0,,,36-38,1,J. Lamb makes free throw 2 of 2
5:32.0,Jump ball: F. Kaminsky vs. E. Fournier (E. Payton gains possession),,,,Jump ball: F. Kaminsky vs. E. Fournier (E. Payton gains possession)
5:28.0,M. Hezonja misses 3-pt shot from 23 ft,,36-38,,
5:25.0,,,36-38,,Defensive rebound by F. Kaminsky
5:18.0,,,36-38,,F. Kaminsky misses 3-pt shot from 26 ft
5:11.0,,,36-38,,Offensive rebound by D. Howard
5:11.0,,,36-38,,D. Howard misses 2-pt shot at rim (block by N. Vucevic)
5:11.0,,,36-38,,Offensive rebound by D. Howard
5:05.0,,,36-40,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by N. Batum)
4:49.0,E. Fournier makes 2-pt shot at rim (assist by N. Vucevic),2,38-40,,
4:32.0,,,38-42,2,D. Howard makes 2-pt shot from 5 ft
4:32.0,Orlando full timeout,,38-42,,
4:32.0,J. Simmons enters the game for M. Hezonja,,38-42,,
4:18.0,A. Gordon misses 2-pt shot from 17 ft,,38-42,,
4:15.0,,,38-42,,Defensive rebound by D. Howard
4:03.0,,,38-42,,Turnover by N. Batum (bad pass; steal by N. Vucevic)
4:03.0,,,38-42,,Personal foul by F. Kaminsky (drawn by A. Gordon)
4:03.0,,,38-42,,M. Kidd-Gilchrist enters the game for J. Lamb
4:03.0,,,38-42,,M. Williams enters the game for F. Kaminsky
3:55.0,J. Simmons misses 3-pt shot from 25 ft,,38-42,,
3:52.0,,,38-42,,Defensive rebound by M. Kidd-Gilchrist
3:41.0,,,38-42,,M. Kidd-Gilchrist misses 2-pt shot from 8 ft
3:38.0,Defensive rebound by E. Fournier,,38-42,,
3:27.0,J. Simmons makes 2-pt shot from 1 ft,2,40-42,,
3:16.0,,,40-44,2,K. Walker makes 2-pt shot from 18 ft
3:02.0,N. Vucevic misses 3-pt shot from 25 ft,,40-44,,
3:02.0,,,40-44,,Defensive rebound by M. Kidd-Gilchrist
3:02.0,,,40-44,,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Simmons)
3:02.0,,,40-44,,Personal foul by M. Kidd-Gilchrist (drawn by J. Simmons)
2:55.0,A. Gordon makes 2-pt shot at rim (assist by E. Payton),2,42-44,,
2:44.0,,,42-44,,Shooting foul by N. Vucevic (drawn by K. Walker)
2:44.0,,,42-45,1,K. Walker makes free throw 1 of 2
2:44.0,,,42-46,1,K. Walker makes free throw 2 of 2
2:32.0,E. Payton misses 2-pt shot from 11 ft,,42-46,,
2:29.0,,,42-46,,Defensive rebound by M. Kidd-Gilchrist
2:17.0,,,42-46,,Shooting foul by E. Payton (drawn by K. Walker)
2:17.0,,,42-47,1,K. Walker makes free throw 1 of 2
2:17.0,,,42-48,1,K. Walker makes free throw 2 of 2
2:07.0,Turnover by N. Vucevic (bad pass; steal by M. Kidd-Gilchrist),,42-48,,
1:59.0,,,42-48,,Shooting foul by A. Gordon (drawn by K. Walker)
1:59.0,,,42-49,1,K. Walker makes free throw 1 of 2
1:59.0,,,42-50,1,K. Walker makes free throw 2 of 2
1:46.0,Turnover by E. Fournier (bad pass; steal by K. Walker),,42-50,,
1:38.0,,,42-50,,M. Kidd-Gilchrist misses 2-pt shot from 7 ft
1:35.0,,,42-50,,Offensive rebound by D. Howard
1:35.0,,,42-50,,D. Howard misses 2-pt shot at rim
1:35.0,,,42-50,,Offensive rebound by M. Williams
1:35.0,,,42-50,,M. Williams misses 2-pt shot at rim
1:35.0,,,42-50,,Offensive rebound by D. Howard
1:35.0,,,42-50,,Shooting foul by N. Vucevic (drawn by D. Howard)
1:35.0,,,42-51,1,D. Howard makes free throw 1 of 2
1:35.0,B. Biyombo enters the game for N. Vucevic,,42-51,,
1:35.0,,,42-52,1,D. Howard makes free throw 2 of 2
1:24.0,J. Simmons misses 2-pt shot from 14 ft,,42-52,,
1:20.0,,,42-52,,Defensive rebound by K. Walker
1:12.0,,,42-52,,Turnover by D. Howard (turnover)
1:00.0,A. Gordon makes 3-pt shot from 25 ft (assist by E. Payton),3,45-52,,
0:41.0,,,45-52,,Offensive foul by D. Howard (drawn by B. Biyombo)
0:41.0,,,45-52,,Turnover by D. Howard (offensive foul)
0:41.0,,,45-52,,C. Zeller enters the game for D. Howard
0:41.0,D. Augustin enters the game for A. Gordon,,45-52,,
0:41.0,M. Hezonja enters the game for E. Payton,,45-52,,
0:30.0,Turnover by J. Simmons (bad pass; steal by M. Williams),,45-52,,
0:28.0,,,45-52,,Shooting foul by M. Hezonja (drawn by M. Williams)
0:28.0,,,45-53,1,M. Williams makes free throw 1 of 2
0:28.0,,,45-54,1,M. Williams makes free throw 2 of 2
0:11.0,,,45-54,,Personal foul by N. Batum (drawn by J. Simmons)
0:07.0,Offensive foul by B. Biyombo (drawn by M. Kidd-Gilchrist),,45-54,,
0:07.0,Turnover by B. Biyombo (offensive foul),,45-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,45-54,,Personal foul by N. Batum (drawn by J. Simmons)
11:38.0,E. Fournier makes 3-pt shot from 25 ft (assist by N. Vucevic),3,48-54,,
11:20.0,,,48-56,2,K. Walker makes 2-pt shot from 13 ft
10:57.0,N. Vucevic misses 2-pt shot from 20 ft,,48-56,,
10:54.0,,,48-56,,Defensive rebound by M. Kidd-Gilchrist
10:48.0,,,48-59,3,M. Williams makes 3-pt shot from 25 ft (assist by N. Batum)
10:25.0,A. Gordon makes 3-pt shot from 25 ft (assist by N. Vucevic),3,51-59,,
10:03.0,,,51-59,,Shooting foul by J. Simmons (drawn by K. Walker)
10:03.0,,,51-60,1,K. Walker makes free throw 1 of 2
10:03.0,,,51-61,1,K. Walker makes free throw 2 of 2
9:41.0,E. Fournier makes 3-pt shot from 24 ft (assist by N. Vucevic),3,54-61,,
9:27.0,,,54-61,,D. Howard misses 2-pt shot from 1 ft
9:24.0,Defensive rebound by A. Gordon,,54-61,,
9:21.0,Turnover by A. Gordon (bad pass; steal by K. Walker),,54-61,,
9:16.0,,,54-63,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
9:02.0,Jump ball: M. Kidd-Gilchrist vs. E. Payton (D. Howard gains possession),,,,Jump ball: M. Kidd-Gilchrist vs. E. Payton (D. Howard gains possession)
9:02.0,Turnover by E. Payton (turnover; steal by M. Kidd-Gilchrist),,54-63,,
8:55.0,,,54-65,2,K. Walker makes 2-pt shot from 2 ft
8:41.0,Shooting foul by M. Kidd-Gilchrist (drawn by E. Fournier),,54-65,,
8:41.0,E. Fournier misses free throw 1 of 2,,54-65,,
8:41.0,Offensive rebound by Team,,54-65,,
8:41.0,E. Fournier makes free throw 2 of 2,1,55-65,,
8:31.0,,,55-65,,N. Batum misses 2-pt shot from 21 ft
8:27.0,Defensive rebound by E. Payton,,55-65,,
8:15.0,E. Fournier makes 3-pt shot from 24 ft (assist by N. Vucevic),3,58-65,,
7:53.0,Personal foul by E. Fournier (drawn by N. Batum),,58-65,,
7:47.0,,,58-67,2,K. Walker makes 2-pt shot from 19 ft
7:29.0,E. Payton misses 2-pt shot from 1 ft,,58-67,,
7:27.0,,,58-67,,Defensive rebound by D. Howard
7:16.0,,,58-69,2,N. Batum makes 2-pt shot from 10 ft
6:53.0,E. Payton makes 3-pt shot from 23 ft (assist by E. Fournier),3,61-69,,
6:42.0,Personal foul by J. Simmons (drawn by K. Walker),,61-69,,
6:42.0,,,61-69,,Charlotte full timeout
6:26.0,,,61-71,2,N. Batum makes 2-pt shot from 1 ft
6:12.0,N. Vucevic misses 2-pt shot from 20 ft,,61-71,,
6:09.0,,,61-71,,Defensive rebound by M. Williams
6:01.0,,,61-71,,K. Walker misses 3-pt shot from 29 ft
5:54.0,Defensive rebound by N. Vucevic,,61-71,,
5:41.0,A. Gordon makes 2-pt shot from 2 ft (assist by E. Payton),2,63-71,,
5:30.0,Personal foul by N. Vucevic,,63-71,,
5:30.0,Technical foul by N. Vucevic,,63-71,,
5:30.0,,,63-71,,N. Batum misses technical free throw
5:30.0,,,63-71,,Offensive rebound by Team
5:30.0,Technical foul by J. Simmons,,63-71,,
5:30.0,,,63-72,1,K. Walker makes technical free throw
5:30.0,M. Speights enters the game for N. Vucevic,,63-72,,
5:21.0,,,63-72,,K. Walker misses 2-pt shot from 17 ft
5:18.0,Defensive rebound by E. Fournier,,63-72,,
5:14.0,A. Gordon misses 3-pt shot from 29 ft,,63-72,,
5:10.0,,,63-72,,Defensive rebound by M. Kidd-Gilchrist
5:00.0,,,63-72,,N. Batum misses 2-pt shot from 8 ft
4:57.0,,,63-72,,Offensive rebound by M. Williams
4:51.0,,,63-72,,K. Walker misses 3-pt shot from 29 ft
4:49.0,Defensive rebound by Team,,63-72,,
4:49.0,,,63-72,,Loose ball foul by M. Williams (drawn by A. Gordon)
4:42.0,,,63-72,,Personal foul by M. Williams (drawn by A. Gordon)
4:42.0,,,63-72,,F. Kaminsky enters the game for M. Williams
4:33.0,M. Speights misses 2-pt shot from 4 ft,,63-72,,
4:31.0,,,63-72,,Defensive rebound by D. Howard
4:23.0,,,63-72,,K. Walker misses 3-pt shot from 26 ft
4:18.0,Defensive rebound by J. Simmons,,63-72,,
4:13.0,M. Speights misses 3-pt shot from 25 ft,,63-72,,
4:09.0,,,63-72,,Defensive rebound by M. Kidd-Gilchrist
3:53.0,,,63-74,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by N. Batum)
3:53.0,Orlando full timeout,,63-74,,
3:53.0,,,63-74,,J. Lamb enters the game for M. Kidd-Gilchrist
3:33.0,E. Fournier misses 3-pt shot from 22 ft,,63-74,,
3:30.0,,,63-74,,Defensive rebound by K. Walker
3:14.0,,,63-74,,D. Howard misses 2-pt shot from 3 ft
3:11.0,Defensive rebound by J. Simmons,,63-74,,
3:02.0,E. Fournier makes 2-pt shot at rim,2,65-74,,
2:45.0,,,65-74,,Turnover by N. Batum (traveling)
2:45.0,,,65-74,,C. Zeller enters the game for D. Howard
2:45.0,,,65-74,,M. Carter-Williams enters the game for K. Walker
2:30.0,E. Payton makes 2-pt shot from 1 ft (assist by E. Fournier),2,67-74,,
2:08.0,,,67-74,,F. Kaminsky misses 2-pt shot from 9 ft
2:04.0,,,67-74,,Offensive rebound by F. Kaminsky
2:02.0,,,67-74,,Turnover by C. Zeller (bad pass; steal by A. Gordon)
1:57.0,E. Fournier misses 2-pt shot from 5 ft (block by N. Batum),,67-74,,
1:56.0,,,67-74,,Defensive rebound by N. Batum
1:56.0,Personal foul by E. Fournier (drawn by N. Batum),,67-74,,
1:56.0,,,67-74,,N. Batum misses free throw 1 of 2
1:56.0,,,67-74,,Offensive rebound by Team
1:56.0,B. Biyombo enters the game for A. Gordon,,67-74,,
1:56.0,A. Afflalo enters the game for E. Payton,,67-74,,
1:56.0,D. Augustin enters the game for J. Simmons,,67-74,,
1:56.0,,,67-75,1,N. Batum makes free throw 2 of 2
1:46.0,E. Fournier misses 3-pt shot from 25 ft,,67-75,,
1:43.0,,,67-75,,Defensive rebound by N. Batum
1:40.0,,,67-75,,Shooting foul by E. Fournier (drawn by F. Kaminsky)
1:40.0,,,67-75,,F. Kaminsky misses free throw 1 of 2
1:40.0,,,67-75,,Offensive rebound by Team
1:40.0,,,67-75,,D. Bacon enters the game for N. Batum
1:40.0,W. Iwundu enters the game for E. Fournier,,67-75,,
1:40.0,,,67-75,,F. Kaminsky misses free throw 2 of 2
1:37.0,Defensive rebound by D. Augustin,,67-75,,
1:15.0,D. Augustin makes 3-pt shot from 26 ft,3,70-75,,
1:04.0,,,70-75,,M. Carter-Williams misses 2-pt shot from 14 ft
1:00.0,Defensive rebound by W. Iwundu,,70-75,,
0:44.0,B. Biyombo makes 2-pt shot from 2 ft (assist by W. Iwundu),2,72-75,,
0:33.0,,,72-75,,J. Lamb misses 2-pt shot from 18 ft
0:29.0,Defensive rebound by A. Afflalo,,72-75,,
0:23.0,,,72-75,,Personal foul by C. Zeller (drawn by D. Augustin)
0:23.0,D. Augustin makes free throw 1 of 2,1,73-75,,
0:23.0,D. Augustin makes free throw 2 of 2,1,74-75,,
0:03.0,,,74-75,,Offensive foul by M. Carter-Williams (drawn by D. Augustin)
0:03.0,,,74-75,,Turnover by M. Carter-Williams (offensive foul)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,74-77,2,J. Lamb makes 2-pt shot from 1 ft (assist by F. Kaminsky)
11:28.0,W. Iwundu misses 2-pt shot from 2 ft (block by C. Zeller),,74-77,,
11:24.0,,,74-77,,Defensive rebound by F. Kaminsky
11:15.0,,,74-77,,Turnover by J. Lamb (bad pass; steal by D. Augustin)
11:06.0,M. Speights misses 2-pt shot from 2 ft,,74-77,,
11:03.0,,,74-77,,Defensive rebound by C. Zeller
10:55.0,,,74-77,,D. Bacon misses 2-pt shot from 20 ft
10:52.0,,,74-77,,Offensive rebound by M. Carter-Williams
10:43.0,Personal foul by A. Afflalo (drawn by F. Kaminsky),,74-77,,
10:41.0,,,74-77,,Offensive foul by C. Zeller (drawn by W. Iwundu)
10:41.0,,,74-77,,Turnover by C. Zeller (offensive foul)
10:29.0,M. Speights misses 3-pt shot from 26 ft,,74-77,,
10:24.0,,,74-77,,Defensive rebound by M. Carter-Williams
10:15.0,,,74-77,,M. Carter-Williams misses 3-pt shot from 24 ft
10:11.0,Defensive rebound by D. Augustin,,74-77,,
10:09.0,Turnover by D. Augustin (lost ball; steal by C. Zeller),,74-77,,
10:04.0,,,74-77,,J. Lamb misses 2-pt shot from 3 ft (block by M. Speights)
10:03.0,Defensive rebound by Team,,74-77,,
9:50.0,D. Augustin makes 2-pt shot from 19 ft,2,76-77,,
9:31.0,,,76-79,2,C. Zeller makes 2-pt shot from 1 ft
9:20.0,Turnover by D. Augustin (lost ball; steal by M. Carter-Williams),,76-79,,
9:16.0,,,76-81,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
9:15.0,Technical foul by M. Speights (drawn by C. Zeller),,76-81,,
9:15.0,Turnover by M. Speights (turnover),,76-81,,
9:15.0,,,76-82,1,C. Zeller makes flagrant free throw 1 of 2
9:15.0,,,76-83,1,C. Zeller makes flagrant free throw 2 of 2
9:05.0,,,76-83,,Shooting foul by W. Iwundu (drawn by J. Lamb)
9:05.0,,,76-84,1,J. Lamb makes free throw 1 of 2
9:05.0,,,76-85,1,J. Lamb makes free throw 2 of 2
8:46.0,M. Speights misses 2-pt shot from 4 ft (block by C. Zeller),,76-85,,
8:43.0,,,76-85,,Defensive rebound by F. Kaminsky
8:41.0,,,76-85,,Shooting foul by M. Speights (drawn by F. Kaminsky)
8:41.0,,,76-86,1,F. Kaminsky makes free throw 1 of 2
8:41.0,A. Gordon enters the game for M. Speights,,76-86,,
8:41.0,,,76-86,,N. Batum enters the game for D. Bacon
8:41.0,,,76-86,,F. Kaminsky misses free throw 2 of 2
8:36.0,Defensive rebound by A. Gordon,,76-86,,
8:17.0,A. Afflalo makes 2-pt shot from 9 ft,2,78-86,,
7:54.0,,,78-88,2,J. Lamb makes 2-pt shot from 5 ft
7:41.0,B. Biyombo makes 2-pt shot from 2 ft (assist by D. Augustin),2,80-88,,
7:41.0,Shooting foul by F. Kaminsky (drawn by B. Biyombo),,80-88,,
7:41.0,,,80-88,,K. Walker enters the game for M. Carter-Williams
7:41.0,J. Simmons enters the game for W. Iwundu,,80-88,,
7:41.0,B. Biyombo misses free throw 1 of 1,,80-88,,
7:35.0,,,80-88,,Defensive rebound by N. Batum
7:28.0,,,80-88,,F. Kaminsky misses 2-pt shot from 3 ft (block by A. Gordon)
7:22.0,Defensive rebound by D. Augustin,,80-88,,
7:17.0,A. Gordon misses 2-pt shot from 10 ft,,80-88,,
7:12.0,Offensive rebound by B. Biyombo,,80-88,,
7:11.0,A. Gordon misses 3-pt shot from 26 ft,,80-88,,
7:11.0,,,80-88,,Defensive rebound by J. Lamb
6:53.0,,,80-88,,F. Kaminsky misses 2-pt shot from 7 ft
6:53.0,,,80-88,,Offensive rebound by F. Kaminsky
6:41.0,,,80-88,,K. Walker misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by D. Augustin,,80-88,,
6:38.0,,,80-88,,Personal foul by K. Walker (drawn by A. Gordon)
6:38.0,,,80-88,,Charlotte full timeout
6:38.0,E. Payton enters the game for A. Afflalo,,80-88,,
6:38.0,E. Fournier enters the game for B. Biyombo,,80-88,,
6:38.0,N. Vucevic enters the game for D. Augustin,,80-88,,
