time,New Orleans,pts.away,score,pts.home,Golden State
7:17.0,,,9-6,,Defensive rebound by K. Durant
7:11.0,,,9-6,,N. Young misses 3-pt shot from 26 ft
7:09.0,Defensive rebound by R. Rondo,,9-6,,
6:56.0,J. Holiday makes 2-pt shot from 6 ft (assist by R. Rondo),2,11-6,,
6:35.0,,,11-8,2,K. Thompson makes 2-pt shot from 16 ft (assist by K. Durant)
6:25.0,E. Moore makes 3-pt shot from 25 ft,3,14-8,,
6:10.0,,,14-11,3,A. Iguodala makes 3-pt shot from 25 ft (assist by K. Durant)
6:04.0,Shooting foul by N. Young (drawn by R. Rondo),,14-11,,
6:04.0,,,14-11,,Golden State full timeout
6:04.0,,,14-11,,K. Looney enters the game for N. Young
6:04.0,R. Rondo makes free throw 1 of 2,1,15-11,,
6:04.0,R. Rondo makes free throw 2 of 2,1,16-11,,
5:50.0,,,16-11,,K. Thompson misses 2-pt shot from 12 ft
5:45.0,Defensive rebound by A. Davis,,16-11,,
5:42.0,R. Rondo misses 2-pt shot from 2 ft (block by D. Green),,16-11,,
5:36.0,,,16-11,,Defensive rebound by K. Looney
5:30.0,,,16-11,,K. Durant misses 2-pt shot from 12 ft
5:25.0,Defensive rebound by A. Davis,,16-11,,
5:23.0,J. Holiday misses 2-pt shot from 11 ft,,16-11,,
5:16.0,,,16-11,,Defensive rebound by D. Green
5:12.0,,,16-11,,K. Thompson misses 2-pt shot from 20 ft
5:08.0,Defensive rebound by R. Rondo,,16-11,,
5:05.0,N. Mirotic misses 3-pt shot from 26 ft,,16-11,,
5:04.0,,,16-11,,Defensive rebound by D. Green
5:02.0,Personal foul by R. Rondo (drawn by D. Green),,16-11,,
5:02.0,S. Hill enters the game for R. Rondo,,16-11,,
4:52.0,,,16-11,,K. Durant misses 2-pt shot from 18 ft
4:49.0,Defensive rebound by A. Davis,,16-11,,
4:43.0,,,16-11,,Personal foul by D. Green (drawn by E. Moore)
4:37.0,E. Moore misses 2-pt shot from 11 ft,,16-11,,
4:33.0,Offensive rebound by S. Hill,,16-11,,
4:22.0,S. Hill misses 3-pt shot from 26 ft,,16-11,,
4:20.0,Offensive rebound by A. Davis,,16-11,,
4:20.0,A. Davis makes 2-pt shot from 3 ft,2,18-11,,
4:20.0,,,18-11,,Loose ball foul by A. Iguodala (drawn by N. Mirotic)
4:20.0,,,18-11,,S. Curry enters the game for K. Thompson
4:20.0,N. Mirotic makes free throw 1 of 1,1,19-11,,
4:09.0,,,19-14,3,S. Curry makes 3-pt shot from 28 ft (assist by D. Green)
4:00.0,J. Holiday makes 2-pt shot from 4 ft (assist by S. Hill),2,21-14,,
3:45.0,,,21-16,2,K. Looney makes 2-pt shot from 2 ft (assist by K. Durant)
3:33.0,S. Hill misses 3-pt shot from 26 ft,,21-16,,
3:31.0,Offensive rebound by Team,,21-16,,
3:31.0,,,21-16,,S. Livingston enters the game for A. Iguodala
3:31.0,,,21-16,,D. West enters the game for D. Green
3:31.0,D. Miller enters the game for N. Mirotic,,21-16,,
3:31.0,I. Clark enters the game for E. Moore,,21-16,,
3:29.0,I. Clark misses 2-pt shot from 7 ft (block by D. West),,21-16,,
3:27.0,,,21-16,,Defensive rebound by D. West
3:22.0,,,21-16,,S. Curry misses 2-pt shot from 8 ft (block by A. Davis)
3:18.0,Defensive rebound by J. Holiday,,21-16,,
3:15.0,J. Holiday misses 2-pt shot from 3 ft,,21-16,,
3:10.0,Offensive rebound by A. Davis,,21-16,,
3:10.0,A. Davis makes 2-pt shot at rim,2,23-16,,
3:01.0,,,23-18,2,S. Curry makes 2-pt shot from 3 ft (assist by S. Livingston)
2:49.0,D. Miller makes 2-pt shot from 7 ft (assist by S. Hill),2,25-18,,
2:39.0,,,25-18,,K. Durant misses 2-pt shot from 13 ft
2:38.0,Defensive rebound by Team,,25-18,,
2:38.0,,,25-18,,Loose ball foul by K. Looney (drawn by A. Davis)
2:38.0,New Orleans full timeout,,25-18,,
2:21.0,S. Hill makes 2-pt shot from 12 ft (assist by D. Miller),2,27-18,,
2:05.0,,,27-20,2,K. Durant makes 2-pt shot from 13 ft (assist by S. Livingston)
1:51.0,J. Holiday makes 2-pt shot from 1 ft,2,29-20,,
1:40.0,,,29-22,2,S. Livingston makes 2-pt shot from 11 ft
1:29.0,J. Holiday misses 3-pt shot from 27 ft,,29-22,,
1:27.0,,,29-22,,Defensive rebound by K. Durant
1:18.0,,,29-25,3,S. Curry makes 3-pt shot from 31 ft
1:06.0,S. Hill misses 3-pt shot from 22 ft,,29-25,,
1:03.0,,,29-25,,Defensive rebound by S. Curry
0:58.0,,,29-25,,K. Durant misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by D. Miller,,29-25,,
0:51.0,J. Holiday misses 3-pt shot from 25 ft,,29-25,,
0:45.0,,,29-25,,Defensive rebound by K. Durant
0:45.0,Violation by D. Miller (kicked ball),,29-25,,
0:34.0,,,29-27,2,K. Looney makes 2-pt shot from 1 ft (assist by D. West)
0:30.0,D. Miller misses 3-pt shot from 25 ft,,29-27,,
0:29.0,,,29-27,,Defensive rebound by D. West
0:10.0,,,29-27,,S. Livingston misses 2-pt shot from 3 ft
0:09.0,,,29-27,,Offensive rebound by K. Looney
0:06.0,,,29-27,,K. Durant misses 3-pt shot from 27 ft
0:05.0,Defensive rebound by D. Miller,,29-27,,
0:00.0,J. Holiday misses 3-pt shot from 67 ft,,29-27,,
0:00.0,Offensive rebound by Team,,29-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,I. Clark makes 2-pt shot from 2 ft (assist by J. Holiday),2,31-27,,
11:29.0,,,31-29,2,D. West makes 2-pt shot from 1 ft (assist by D. Green)
11:11.0,S. Hill misses 2-pt shot from 13 ft,,31-29,,
11:10.0,,,31-29,,Defensive rebound by S. Curry
11:05.0,,,31-29,,K. Thompson misses 3-pt shot from 26 ft
11:03.0,Defensive rebound by N. Mirotic,,31-29,,
10:53.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Holiday),2,33-29,,
10:38.0,,,33-32,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
10:24.0,D. Miller misses 3-pt shot from 25 ft (block by D. West),,33-32,,
10:22.0,,,33-32,,Defensive rebound by S. Curry
10:09.0,,,33-34,2,S. Curry makes 2-pt shot from 2 ft (assist by D. West)
10:01.0,J. Holiday makes 3-pt shot from 25 ft (assist by N. Mirotic),3,36-34,,
9:49.0,,,36-34,,S. Curry misses 3-pt shot from 26 ft
9:49.0,Defensive rebound by N. Mirotic,,36-34,,
9:36.0,N. Mirotic makes 2-pt shot from 2 ft (assist by S. Hill),2,38-34,,
9:24.0,,,38-36,2,S. Curry makes 2-pt shot from 22 ft (assist by D. West)
9:19.0,New Orleans full timeout,,38-36,,
9:19.0,,,38-36,,K. Looney enters the game for D. West
9:19.0,A. Davis enters the game for I. Clark,,38-36,,
9:19.0,R. Rondo enters the game for J. Holiday,,38-36,,
9:19.0,E. Moore enters the game for S. Hill,,38-36,,
9:01.0,N. Mirotic misses 2-pt shot from 10 ft,,38-36,,
8:56.0,,,38-36,,Defensive rebound by K. Looney
8:46.0,,,38-36,,Turnover by S. Livingston (bad pass; steal by D. Miller)
8:45.0,,,38-36,,Personal foul by S. Livingston (drawn by D. Miller)
8:29.0,Turnover by D. Miller (bad pass; steal by D. Green),,38-36,,
8:24.0,,,38-38,2,S. Livingston makes 2-pt shot from 2 ft (assist by K. Thompson)
8:12.0,R. Rondo misses 2-pt shot from 19 ft,,38-38,,
8:09.0,,,38-38,,Defensive rebound by S. Livingston
8:06.0,,,38-38,,S. Curry misses 3-pt shot from 28 ft
8:01.0,,,38-38,,Offensive rebound by K. Thompson
7:58.0,,,38-40,2,K. Thompson makes 2-pt shot from 19 ft
7:52.0,New Orleans full timeout,,38-40,,
7:52.0,,,38-40,,K. Durant enters the game for S. Curry
7:52.0,,,38-40,,A. Iguodala enters the game for S. Livingston
7:52.0,J. Holiday enters the game for D. Miller,,38-40,,
7:46.0,,,38-40,,Personal foul by K. Looney (drawn by A. Davis)
7:32.0,E. Moore misses 3-pt shot from 25 ft,,38-40,,
7:30.0,,,38-40,,Defensive rebound by K. Thompson
7:11.0,,,38-40,,Turnover by K. Thompson (lost ball; steal by N. Mirotic)
7:07.0,N. Mirotic misses 3-pt shot from 25 ft,,38-40,,
7:05.0,,,38-40,,Defensive rebound by K. Looney
6:54.0,,,38-40,,K. Thompson misses 3-pt shot from 23 ft
6:52.0,,,38-40,,Offensive rebound by A. Iguodala
6:44.0,,,38-42,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
6:29.0,N. Mirotic misses 2-pt shot from 17 ft,,38-42,,
6:28.0,,,38-42,,Defensive rebound by K. Looney
6:14.0,,,38-42,,K. Thompson misses 2-pt shot from 21 ft
6:12.0,Defensive rebound by J. Holiday,,38-42,,
5:57.0,A. Davis makes 2-pt shot from 7 ft (assist by J. Holiday),2,40-42,,
5:43.0,Violation by A. Davis (kicked ball),,40-42,,
5:38.0,,,40-42,,K. Durant misses 3-pt shot from 26 ft
5:36.0,Defensive rebound by E. Moore,,40-42,,
5:17.0,A. Davis makes 2-pt shot from 9 ft,2,42-42,,
5:06.0,,,42-42,,Golden State full timeout
5:00.0,,,42-42,,K. Thompson misses 3-pt shot from 26 ft
4:55.0,Defensive rebound by N. Mirotic,,42-42,,
4:41.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,44-42,,
4:20.0,,,44-44,2,K. Durant makes 2-pt shot from 13 ft (assist by D. Green)
4:12.0,J. Holiday makes 2-pt shot from 8 ft,2,46-44,,
4:00.0,,,46-46,2,K. Durant makes 2-pt shot from 17 ft (assist by D. Green)
3:50.0,E. Moore makes 2-pt shot from 1 ft (assist by J. Holiday),2,48-46,,
3:37.0,,,48-46,,K. Thompson misses 2-pt shot from 19 ft
3:32.0,Defensive rebound by N. Mirotic,,48-46,,
3:28.0,Shooting foul by K. Thompson (drawn by N. Mirotic),,48-46,,
3:28.0,N. Mirotic misses free throw 1 of 2,,48-46,,
3:28.0,Offensive rebound by Team,,48-46,,
3:28.0,,,48-46,,S. Curry enters the game for K. Thompson
3:28.0,N. Mirotic misses free throw 2 of 2,,48-46,,
3:26.0,,,48-46,,Defensive rebound by A. Iguodala
3:13.0,,,48-46,,A. Iguodala misses 3-pt shot from 24 ft
3:09.0,Defensive rebound by A. Davis,,48-46,,
3:03.0,Turnover by R. Rondo (bad pass; steal by K. Looney),,48-46,,
2:52.0,,,48-46,,S. Curry misses 3-pt shot from 28 ft
2:50.0,Defensive rebound by Team,,48-46,,
2:36.0,J. Holiday makes 2-pt shot from 2 ft,2,50-46,,
2:23.0,,,50-48,2,K. Durant makes 2-pt shot from 15 ft (assist by D. Green)
2:13.0,J. Holiday misses 3-pt shot from 24 ft,,50-48,,
2:08.0,,,50-48,,Defensive rebound by D. Green
2:08.0,,,50-50,2,D. Green makes 2-pt shot from 2 ft
2:08.0,,,50-50,,Shooting foul by N. Mirotic (drawn by D. Green)
2:08.0,,,50-50,,K. Thompson enters the game for K. Looney
2:08.0,,,50-51,1,D. Green makes free throw 1 of 1
2:05.0,,,50-51,,Personal foul by D. Green (drawn by A. Davis)
2:00.0,E. Moore misses 2-pt shot from 10 ft,,50-51,,
1:58.0,Offensive rebound by A. Davis,,50-51,,
1:56.0,A. Davis makes 2-pt shot from 2 ft,2,52-51,,
1:41.0,,,52-53,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
1:27.0,A. Davis misses 2-pt shot from 18 ft,,52-53,,
1:26.0,,,52-53,,Defensive rebound by S. Curry
1:19.0,,,52-53,,Turnover by S. Curry (bad pass; steal by A. Davis)
1:14.0,N. Mirotic makes 3-pt shot from 27 ft (assist by A. Davis),3,55-53,,
0:57.0,,,55-53,,A. Iguodala misses 2-pt shot from 6 ft (block by A. Davis)
0:56.0,Defensive rebound by J. Holiday,,55-53,,
0:48.0,J. Holiday misses 3-pt shot from 25 ft,,55-53,,
0:46.0,Offensive rebound by R. Rondo,,55-53,,
0:45.0,Turnover by R. Rondo (bad pass; steal by S. Curry),,55-53,,
0:35.0,Personal foul by R. Rondo (drawn by S. Curry),,55-53,,
0:35.0,D. Miller enters the game for N. Mirotic,,55-53,,
0:31.0,,,55-55,2,D. Green makes 2-pt shot from 2 ft (assist by K. Durant)
0:16.0,Turnover by R. Rondo (bad pass; steal by A. Iguodala),,55-55,,
0:03.0,,,55-55,,S. Curry misses 3-pt shot from 26 ft
0:03.0,,,55-55,,Offensive rebound by D. Green
0:00.0,,,55-58,2,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,N. Mirotic misses 2-pt shot from 17 ft (block by A. Iguodala),,55-58,,
11:36.0,Offensive rebound by Team,,55-58,,
11:36.0,Turnover by Team (shot clock),,55-58,,
11:20.0,,,55-58,,K. Thompson misses 3-pt shot from 26 ft
11:18.0,Defensive rebound by N. Mirotic,,55-58,,
11:08.0,E. Moore misses 3-pt shot from 25 ft,,55-58,,
11:06.0,,,55-58,,Defensive rebound by D. Green
11:01.0,,,55-60,2,K. Durant makes 2-pt shot at rim (assist by A. Iguodala)
10:41.0,A. Davis misses 2-pt shot from 3 ft (block by D. Green),,55-60,,
10:40.0,,,55-60,,Defensive rebound by A. Iguodala
10:36.0,,,55-63,3,N. Young makes 3-pt shot from 26 ft (assist by D. Green)
10:35.0,New Orleans full timeout,,55-63,,
10:19.0,J. Holiday misses 2-pt shot from 11 ft (block by K. Durant),,55-63,,
10:16.0,Offensive rebound by A. Davis,,55-63,,
10:15.0,E. Moore makes 3-pt shot from 26 ft (assist by A. Davis),3,58-63,,
9:51.0,,,58-63,,A. Iguodala misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by R. Rondo,,58-63,,
9:39.0,,,58-63,,Personal foul by K. Thompson (drawn by A. Davis)
9:32.0,A. Davis misses 2-pt shot from 3 ft,,58-63,,
9:31.0,,,58-63,,Defensive rebound by K. Thompson
9:17.0,,,58-63,,D. Green misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by R. Rondo,,58-63,,
9:05.0,Turnover by R. Rondo (bad pass),,58-63,,
8:47.0,,,58-65,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
8:36.0,A. Davis misses 2-pt shot from 23 ft,,58-65,,
8:31.0,Offensive rebound by R. Rondo,,58-65,,
8:30.0,E. Moore makes 3-pt shot from 26 ft (assist by A. Davis),3,61-65,,
8:13.0,,,61-65,,K. Durant misses 3-pt shot from 27 ft
8:11.0,Defensive rebound by A. Davis,,61-65,,
8:05.0,N. Mirotic misses 2-pt shot from 2 ft,,61-65,,
8:04.0,Offensive rebound by N. Mirotic,,61-65,,
8:02.0,N. Mirotic makes 2-pt shot at rim,2,63-65,,
7:34.0,,,63-65,,N. Young misses 3-pt shot from 26 ft
7:30.0,Defensive rebound by J. Holiday,,63-65,,
7:22.0,R. Rondo makes 2-pt shot from 2 ft (assist by J. Holiday),2,65-65,,
7:22.0,Shooting foul by K. Thompson (drawn by R. Rondo),,65-65,,
7:22.0,,,65-65,,S. Curry enters the game for K. Thompson
7:22.0,R. Rondo makes free throw 1 of 1,1,66-65,,
7:14.0,,,66-65,,Turnover by A. Iguodala (out of bounds lost ball)
7:03.0,A. Davis makes 2-pt shot from 16 ft (assist by R. Rondo),2,68-65,,
6:46.0,,,68-65,,K. Durant misses 2-pt shot from 16 ft (block by J. Holiday)
6:46.0,,,68-65,,Offensive rebound by Team
6:46.0,,,68-65,,K. Looney enters the game for N. Young
6:41.0,,,68-68,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Looney)
6:24.0,A. Davis misses 2-pt shot from 17 ft,,68-68,,
6:23.0,,,68-68,,Defensive rebound by K. Durant
6:23.0,Personal foul by E. Moore (drawn by K. Durant),,68-68,,
6:23.0,S. Hill enters the game for R. Rondo,,68-68,,
6:18.0,,,68-68,,Shooting foul by E. Moore (drawn by S. Curry)
6:18.0,,,68-69,1,S. Curry makes free throw 1 of 2
6:18.0,,,68-70,1,S. Curry makes free throw 2 of 2
6:02.0,J. Holiday misses 2-pt shot from 13 ft,,68-70,,
6:00.0,,,68-70,,Defensive rebound by K. Durant
5:52.0,,,68-70,,K. Durant misses 2-pt shot from 18 ft
5:50.0,,,68-70,,Offensive rebound by K. Looney
5:50.0,,,68-70,,Shooting foul by N. Mirotic (drawn by K. Looney)
5:50.0,,,68-71,1,K. Looney makes free throw 1 of 2
5:50.0,,,68-72,1,K. Looney makes free throw 2 of 2
5:42.0,E. Moore misses 2-pt shot from 8 ft,,68-72,,
5:40.0,Offensive rebound by Team,,68-72,,
5:33.0,Turnover by A. Davis (lost ball; steal by K. Durant),,68-72,,
5:12.0,,,68-72,,S. Curry misses 2-pt shot from 4 ft (block by A. Davis)
5:10.0,Defensive rebound by J. Holiday,,68-72,,
5:03.0,J. Holiday makes 2-pt shot from 11 ft,2,70-72,,
4:48.0,,,70-72,,Shooting foul by A. Davis (drawn by K. Durant)
4:48.0,,,70-72,,K. Durant misses free throw 1 of 2
4:48.0,,,70-72,,Offensive rebound by Team
4:48.0,,,70-73,1,K. Durant makes free throw 2 of 2
4:37.0,S. Hill misses 2-pt shot from 13 ft,,70-73,,
4:36.0,,,70-73,,Defensive rebound by K. Looney
4:28.0,,,70-73,,Turnover by S. Curry (bad pass)
4:20.0,Turnover by A. Davis (bad pass; steal by S. Curry),,70-73,,
4:13.0,Technical foul by S. Hill (drawn by A. Iguodala),,70-73,,
4:13.0,,,70-73,,A. Iguodala misses flagrant free throw 1 of 2
4:13.0,,,70-73,,Offensive rebound by Team
4:13.0,D. Miller enters the game for S. Hill,,70-73,,
4:13.0,,,70-74,1,A. Iguodala makes flagrant free throw 2 of 2
4:13.0,R. Rondo enters the game for E. Moore,,70-74,,
4:08.0,,,70-76,2,D. Green makes 2-pt shot from 15 ft (assist by K. Durant)
3:53.0,,,70-76,,S. Livingston enters the game for A. Iguodala
3:44.0,,,70-76,,Personal foul by S. Livingston (drawn by N. Mirotic)
3:44.0,,,70-76,,D. West enters the game for D. Green
3:37.0,A. Davis makes 2-pt shot from 5 ft (assist by R. Rondo),2,72-76,,
3:31.0,,,72-76,,Shooting foul by A. Davis (drawn by S. Curry)
3:31.0,,,72-77,1,S. Curry makes free throw 1 of 3
3:31.0,,,72-78,1,S. Curry makes free throw 2 of 3
3:31.0,C. Diallo enters the game for N. Mirotic,,72-78,,
3:31.0,,,72-79,1,S. Curry makes free throw 3 of 3
3:21.0,C. Diallo makes 2-pt shot from 3 ft (assist by R. Rondo),2,74-79,,
3:09.0,,,74-79,,Turnover by S. Curry (lost ball; steal by R. Rondo)
3:04.0,R. Rondo makes 2-pt shot from 2 ft (assist by D. Miller),2,76-79,,
2:51.0,,,76-79,,K. Durant misses 3-pt shot from 26 ft
2:49.0,,,76-79,,Offensive rebound by Team
2:49.0,,,76-79,,Golden State full timeout
2:49.0,,,76-79,,K. Thompson enters the game for K. Durant
2:34.0,,,76-81,2,K. Looney makes 2-pt shot from 1 ft (assist by D. West)
2:21.0,R. Rondo misses 2-pt shot from 17 ft,,76-81,,
2:21.0,Offensive rebound by Team,,76-81,,
2:21.0,,,76-81,,Loose ball foul by S. Livingston (drawn by A. Davis)
2:17.0,A. Davis makes 2-pt shot from 8 ft (assist by R. Rondo),2,78-81,,
2:04.0,,,78-81,,S. Livingston misses 2-pt shot from 12 ft
2:03.0,Defensive rebound by C. Diallo,,78-81,,
1:48.0,C. Diallo makes 2-pt shot from 11 ft (assist by D. Miller),2,80-81,,
1:36.0,,,80-81,,K. Thompson misses 3-pt shot from 26 ft
1:31.0,,,80-81,,Offensive rebound by K. Looney
1:28.0,,,80-81,,S. Livingston misses 2-pt shot from 11 ft
1:23.0,Defensive rebound by C. Diallo,,80-81,,
1:23.0,Turnover by R. Rondo (out of bounds lost ball),,80-81,,
1:23.0,N. Mirotic enters the game for A. Davis,,80-81,,
1:12.0,,,80-81,,Shooting foul by R. Rondo (drawn by S. Curry)
1:12.0,,,80-82,1,S. Curry makes free throw 1 of 2
1:12.0,,,80-82,,K. Durant enters the game for K. Looney
1:12.0,,,80-83,1,S. Curry makes free throw 2 of 2
0:56.0,J. Holiday misses 2-pt shot from 5 ft,,80-83,,
0:55.0,,,80-83,,Defensive rebound by D. West
0:50.0,,,80-86,3,S. Curry makes 3-pt shot from 29 ft
0:38.0,Shooting foul by S. Curry (drawn by D. Miller),,80-86,,
0:38.0,D. Miller makes free throw 1 of 3,1,81-86,,
0:38.0,D. Miller makes free throw 2 of 3,1,82-86,,
0:38.0,D. Miller makes free throw 3 of 3,1,83-86,,
0:38.0,,,83-86,,Turnover by D. West (bad pass; steal by R. Rondo)
0:32.0,N. Mirotic makes 3-pt shot from 29 ft (assist by R. Rondo),3,86-86,,
0:14.0,,,86-88,2,D. West makes 2-pt shot from 2 ft (assist by S. Livingston)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,86-91,3,D. Green makes 3-pt shot from 25 ft (assist by D. West)
11:28.0,,,86-91,,Personal foul by D. Green (drawn by N. Mirotic)
11:12.0,R. Rondo misses 2-pt shot from 9 ft,,86-91,,
11:11.0,,,86-91,,Defensive rebound by K. Thompson
11:05.0,,,86-94,3,D. Green makes 3-pt shot from 25 ft (assist by K. Thompson)
11:03.0,New Orleans full timeout,,86-94,,
11:03.0,,,86-94,,K. Durant enters the game for D. West
11:03.0,,,86-94,,K. Looney enters the game for S. Curry
11:03.0,A. Davis enters the game for C. Diallo,,86-94,,
10:50.0,J. Holiday makes 3-pt shot from 25 ft,3,89-94,,
10:30.0,,,89-94,,K. Thompson misses 3-pt shot from 22 ft
10:28.0,,,89-94,,Offensive rebound by Team
10:24.0,,,89-94,,K. Thompson misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by A. Davis,,89-94,,
10:14.0,A. Davis misses 2-pt shot from 5 ft,,89-94,,
10:13.0,,,89-94,,Defensive rebound by D. Green
10:08.0,,,89-94,,Shooting foul by N. Mirotic (drawn by K. Durant)
10:08.0,,,89-95,1,K. Durant makes free throw 1 of 2
10:08.0,E. Moore enters the game for D. Miller,,89-95,,
10:08.0,,,89-96,1,K. Durant makes free throw 2 of 2
9:54.0,N. Mirotic makes 2-pt shot from 8 ft (assist by A. Davis),2,91-96,,
9:33.0,,,91-96,,D. Green misses 2-pt shot from 8 ft
9:32.0,Defensive rebound by N. Mirotic,,91-96,,
9:22.0,R. Rondo makes 2-pt shot from 2 ft,2,93-96,,
9:21.0,,,93-96,,Golden State full timeout
9:21.0,,,93-96,,A. Iguodala enters the game for S. Livingston
9:04.0,,,93-98,2,K. Durant makes 2-pt shot from 18 ft (assist by D. Green)
8:45.0,A. Davis makes 2-pt shot from 6 ft (assist by R. Rondo),2,95-98,,
8:28.0,,,95-98,,K. Durant misses 2-pt shot from 9 ft
8:25.0,Defensive rebound by A. Davis,,95-98,,
8:16.0,N. Mirotic misses 3-pt shot from 27 ft,,95-98,,
8:14.0,Offensive rebound by R. Rondo,,95-98,,
8:07.0,R. Rondo misses 3-pt shot from 27 ft,,95-98,,
8:05.0,,,95-98,,Defensive rebound by A. Iguodala
7:59.0,,,95-98,,Shooting foul by A. Davis (drawn by A. Iguodala)
7:59.0,,,95-98,,A. Iguodala misses free throw 1 of 2
7:59.0,,,95-98,,Offensive rebound by Team
7:59.0,,,95-99,1,A. Iguodala makes free throw 2 of 2
7:48.0,R. Rondo makes 3-pt shot from 28 ft (assist by J. Holiday),3,98-99,,
7:21.0,,,98-101,2,A. Iguodala makes 2-pt shot from 1 ft (assist by K. Thompson)
7:03.0,R. Rondo misses 2-pt shot from 2 ft,,98-101,,
7:00.0,,,98-101,,Defensive rebound by K. Durant
6:59.0,Personal foul by N. Mirotic (drawn by K. Durant),,98-101,,
6:59.0,,,98-101,,S. Curry enters the game for K. Looney
6:54.0,,,98-101,,S. Curry misses 3-pt shot from 26 ft
6:49.0,Defensive rebound by E. Moore,,98-101,,
6:43.0,Turnover by E. Moore (bad pass; steal by A. Iguodala),,98-101,,
6:41.0,,,98-103,2,A. Iguodala makes 2-pt shot from 2 ft
6:41.0,,,98-103,,Shooting foul by R. Rondo (drawn by A. Iguodala)
6:41.0,,,98-104,1,A. Iguodala makes free throw 1 of 1
6:36.0,J. Holiday misses 3-pt shot from 25 ft,,98-104,,
6:32.0,,,98-104,,Defensive rebound by D. Green
6:29.0,,,98-104,,Shooting foul by R. Rondo (drawn by K. Durant)
6:29.0,,,98-105,1,K. Durant makes free throw 1 of 2
6:29.0,,,98-106,1,K. Durant makes free throw 2 of 2
6:19.0,E. Moore misses 3-pt shot from 25 ft (block by K. Durant),,98-106,,
