time,Houston,pts.away,score,pts.home,Golden State
0:42.0,Offensive rebound by Team,,94-91,,
0:42.0,Turnover by Team (shot clock),,94-91,,
0:42.0,,,94-91,,S. Livingston enters the game for K. Looney
0:37.0,,,94-91,,S. Curry misses 2-pt shot from 1 ft
0:37.0,,,94-91,,Offensive rebound by Team
0:37.0,Loose ball foul by C. Paul (drawn by D. Green),,94-91,,
0:37.0,,,94-92,1,D. Green makes free throw 1 of 2
0:37.0,,,94-92,,D. Green misses free throw 2 of 2
0:36.0,Defensive rebound by T. Ariza,,94-92,,
0:15.0,J. Harden misses 3-pt shot from 26 ft,,94-92,,
0:11.0,,,94-92,,Defensive rebound by D. Green
0:02.0,,,94-92,,K. Thompson misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by C. Paul,,94-92,,
0:00.0,,,94-92,,Personal foul by S. Livingston (drawn by C. Paul)
0:00.0,C. Paul misses free throw 1 of 2,,94-92,,
0:00.0,Offensive rebound by Team,,94-92,,
0:00.0,C. Paul makes free throw 2 of 2,1,95-92,,
0:00.0,,,95-92,,Golden State full timeout
0:00.0,C. Capela enters the game for C. Paul,,95-92,,
