time,Orlando,pts.away,score,pts.home,New York
1:37.0,E. Fournier misses 3-pt shot from 25 ft,,99-91,,
1:35.0,,,99-91,,Defensive rebound by E. Kanter
1:25.0,,,99-91,,C. Lee misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by N. Vucevic,,99-91,,
1:03.0,J. Simmons misses 2-pt shot from 17 ft,,99-91,,
1:01.0,,,99-91,,Defensive rebound by D. McDermott
0:52.0,,,99-93,2,C. Lee makes 2-pt shot from 17 ft
0:35.0,Turnover by N. Vucevic (out of bounds lost ball),,99-93,,
0:28.0,,,99-96,3,J. Jack makes 3-pt shot from 26 ft
0:25.0,,,99-96,,Personal take foul by J. Jack (drawn by A. Gordon)
0:25.0,D. Augustin enters the game for E. Payton,,99-96,,
0:25.0,A. Afflalo enters the game for J. Simmons,,99-96,,
0:25.0,,,99-96,,F. Ntilikina enters the game for C. Lee
0:25.0,,,99-96,,M. Beasley enters the game for D. McDermott
0:23.0,,,99-96,,Personal take foul by L. Thomas (drawn by E. Fournier)
0:23.0,,,99-96,,C. Lee enters the game for F. Ntilikina
0:23.0,,,99-96,,D. McDermott enters the game for M. Beasley
0:23.0,J. Simmons enters the game for D. Augustin,,99-96,,
0:23.0,E. Payton enters the game for A. Afflalo,,99-96,,
0:23.0,E. Fournier makes free throw 1 of 2,1,100-96,,
0:23.0,E. Fournier makes free throw 2 of 2,1,101-96,,
0:16.0,,,101-98,2,J. Jack makes 2-pt shot from 1 ft
0:16.0,Orlando full timeout,,101-98,,
0:16.0,,,101-98,,R. Baker enters the game for E. Kanter
0:16.0,,,101-98,,M. Beasley enters the game for J. Jack
0:16.0,,,101-98,,D. Dotson enters the game for C. Lee
0:16.0,,,101-98,,K. O'Quinn enters the game for D. McDermott
0:16.0,D. Augustin enters the game for J. Simmons,,101-98,,
0:16.0,M. Speights enters the game for E. Payton,,101-98,,
0:13.0,,,101-98,,Personal foul by K. O'Quinn (drawn by E. Fournier)
0:13.0,,,101-98,,C. Lee enters the game for R. Baker
0:13.0,J. Simmons enters the game for D. Augustin,,101-98,,
0:13.0,E. Payton enters the game for M. Speights,,101-98,,
0:13.0,E. Fournier makes free throw 1 of 2,1,102-98,,
0:13.0,E. Fournier makes free throw 2 of 2,1,103-98,,
0:13.0,,,103-98,,New York full timeout
0:13.0,,,103-98,,D. McDermott enters the game for L. Thomas
0:13.0,,,103-98,,J. Jack enters the game for K. O'Quinn
0:13.0,A. Afflalo enters the game for N. Vucevic,,103-98,,
0:04.0,,,103-100,2,M. Beasley makes 2-pt shot from 6 ft
0:04.0,Orlando full timeout,,103-100,,
0:04.0,N. Vucevic enters the game for J. Simmons,,103-100,,
0:04.0,M. Speights enters the game for E. Payton,,103-100,,
0:04.0,D. Augustin enters the game for A. Afflalo,,103-100,,
0:04.0,,,103-100,,L. Thomas enters the game for D. Dotson
0:04.0,,,103-100,,Personal foul by L. Thomas (drawn by N. Vucevic)
0:04.0,,,103-100,,K. O'Quinn enters the game for L. Thomas
0:04.0,E. Payton enters the game for M. Speights,,103-100,,
0:04.0,J. Simmons enters the game for D. Augustin,,103-100,,
0:04.0,N. Vucevic makes free throw 1 of 2,1,104-100,,
0:04.0,N. Vucevic makes free throw 2 of 2,1,105-100,,
0:04.0,,,105-100,,Turnover by K. O'Quinn (bad pass)
