time,LA Clippers,pts.away,score,pts.home,Houston
10:37.0,S. Dekker makes 2-pt shot from 1 ft,2,25-35,,
10:27.0,,,25-35,,Shooting foul by S. Dekker (drawn by E. Gordon)
10:27.0,,,25-36,1,E. Gordon makes free throw 1 of 2
10:27.0,,,25-37,1,E. Gordon makes free throw 2 of 2
10:11.0,C. Williams misses 3-pt shot from 25 ft,,25-37,,
10:08.0,Offensive rebound by S. Dekker,,25-37,,
10:07.0,S. Dekker makes 2-pt shot from 2 ft,2,27-37,,
9:56.0,,,27-37,,E. Gordon misses 2-pt shot from 2 ft
9:56.0,Defensive rebound by W. Reed,,27-37,,
9:46.0,Turnover by S. Dekker (traveling),,27-37,,
9:37.0,Personal foul by C. Williams (drawn by P. Tucker),,27-37,,
9:30.0,,,27-37,,B. Weber misses 2-pt shot from 7 ft
9:23.0,,,27-37,,Offensive rebound by R. Anderson
9:23.0,,,27-37,,R. Anderson misses 2-pt shot at rim
9:22.0,,,27-37,,Offensive rebound by R. Anderson
9:22.0,,,27-39,2,R. Anderson makes 2-pt shot at rim
9:16.0,,,27-39,,Shooting block foul by R. Anderson (drawn by W. Reed)
9:16.0,W. Reed makes free throw 1 of 2,1,28-39,,
9:16.0,W. Reed misses free throw 2 of 2,,28-39,,
9:16.0,,,28-39,,Defensive rebound by P. Tucker
9:04.0,,,28-39,,T. Ariza misses 3-pt shot from 26 ft
8:58.0,Defensive rebound by W. Reed,,28-39,,
8:37.0,A. Rivers misses 3-pt shot from 26 ft,,28-39,,
8:34.0,,,28-39,,Defensive rebound by R. Anderson
8:30.0,,,28-41,2,B. Weber makes 2-pt shot from 1 ft (assist by T. Ariza)
8:14.0,C. Williams makes 2-pt shot from 1 ft (assist by L. Williams),2,30-41,,
8:06.0,,,30-44,3,T. Ariza makes 3-pt shot from 24 ft (assist by E. Gordon)
7:47.0,A. Rivers misses 2-pt shot from 4 ft (block by B. Weber),,30-44,,
7:44.0,,,30-44,,Defensive rebound by R. Anderson
7:36.0,,,30-44,,T. Ariza misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by A. Rivers,,30-44,,
7:30.0,S. Dekker makes 2-pt shot from 5 ft (assist by C. Williams),2,32-44,,
7:21.0,,,32-44,,P. Tucker misses 3-pt shot from 28 ft
7:21.0,Defensive rebound by Team,,32-44,,
7:21.0,,,32-44,,Houston full timeout
7:21.0,,,32-44,,J. Harden enters the game for B. Weber
7:21.0,,,32-44,,N. Hilario enters the game for P. Tucker
7:21.0,J. Evans enters the game for A. Rivers,,32-44,,
7:21.0,D. Jordan enters the game for W. Reed,,32-44,,
7:10.0,J. Evans makes 3-pt shot from 25 ft (assist by L. Williams),3,35-44,,
6:51.0,,,35-47,3,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden)
6:37.0,L. Williams misses 3-pt shot from 27 ft,,35-47,,
6:35.0,,,35-47,,Defensive rebound by E. Gordon
6:27.0,,,35-47,,J. Harden misses 3-pt shot from 27 ft
6:23.0,Defensive rebound by S. Dekker,,35-47,,
6:16.0,J. Evans misses 3-pt shot from 25 ft,,35-47,,
6:12.0,Offensive rebound by S. Dekker,,35-47,,
6:06.0,L. Williams makes 3-pt shot from 22 ft (assist by S. Dekker),3,38-47,,
5:54.0,,,38-47,,R. Anderson misses 3-pt shot from 27 ft
5:50.0,Defensive rebound by L. Williams,,38-47,,
5:32.0,C. Williams misses 3-pt shot from 24 ft,,38-47,,
5:30.0,,,38-47,,Defensive rebound by J. Harden
5:23.0,,,38-47,,J. Harden misses 2-pt shot from 9 ft
5:19.0,Defensive rebound by D. Jordan,,38-47,,
5:16.0,J. Evans makes 2-pt shot from 18 ft,2,40-47,,
5:04.0,,,40-50,3,E. Gordon makes 3-pt shot from 26 ft
4:54.0,D. Jordan makes 2-pt shot at rim (assist by J. Evans),2,42-50,,
4:33.0,,,42-50,,T. Ariza misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by D. Jordan,,42-50,,
4:24.0,J. Evans misses 2-pt shot from 20 ft,,42-50,,
4:20.0,,,42-50,,Defensive rebound by J. Harden
4:12.0,,,42-50,,Turnover by J. Harden (lost ball; steal by L. Williams)
4:11.0,,,42-50,,Personal foul by T. Ariza (drawn by S. Dekker)
4:11.0,,,42-50,,P. Tucker enters the game for R. Anderson
4:02.0,S. Dekker misses 3-pt shot from 25 ft,,42-50,,
4:01.0,,,42-50,,Defensive rebound by Team
4:01.0,Loose ball foul by D. Jordan (drawn by N. Hilario),,42-50,,
3:52.0,,,42-52,2,J. Harden makes 2-pt shot from 12 ft (assist by E. Gordon)
3:38.0,L. Williams makes 2-pt shot from 1 ft,2,44-52,,
3:23.0,Personal foul by J. Evans (drawn by J. Harden),,44-52,,
3:23.0,J. Wilson enters the game for S. Dekker,,44-52,,
3:14.0,,,44-52,,Shooting foul by J. Wilson (drawn by N. Hilario)
3:14.0,,,44-52,,N. Hilario misses free throw 1 of 2
3:14.0,,,44-52,,Offensive rebound by Team
3:14.0,,,44-53,1,N. Hilario makes free throw 2 of 2
3:14.0,A. Rivers enters the game for J. Evans,,44-53,,
3:05.0,A. Rivers misses 3-pt shot from 27 ft,,44-53,,
3:02.0,,,44-53,,Defensive rebound by J. Harden
2:57.0,,,44-53,,Shooting foul by C. Williams (drawn by J. Harden)
2:57.0,LA Clippers full timeout,,44-53,,
2:57.0,S. Dekker enters the game for C. Williams,,44-53,,
2:57.0,,,44-54,1,J. Harden makes free throw 1 of 3
2:57.0,,,44-55,1,J. Harden makes free throw 2 of 3
2:57.0,,,44-56,1,J. Harden makes free throw 3 of 3
2:49.0,L. Williams misses 3-pt shot from 24 ft,,44-56,,
2:46.0,,,44-56,,Defensive rebound by P. Tucker
2:31.0,,,44-56,,J. Harden misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by D. Jordan,,44-56,,
2:23.0,A. Rivers makes 3-pt shot from 25 ft,3,47-56,,
2:03.0,,,47-56,,E. Gordon misses 2-pt shot from 7 ft (block by D. Jordan)
2:03.0,,,47-56,,Offensive rebound by E. Gordon
2:03.0,Personal foul by J. Wilson (drawn by E. Gordon),,47-56,,
2:03.0,,,47-56,,E. Gordon misses free throw 1 of 2
2:03.0,,,47-56,,Offensive rebound by Team
2:03.0,,,47-56,,T. Black enters the game for N. Hilario
2:03.0,,,47-57,1,E. Gordon makes free throw 2 of 2
1:53.0,Shooting foul by T. Black (drawn by A. Rivers),,47-57,,
1:53.0,A. Rivers makes free throw 1 of 2,1,48-57,,
1:53.0,A. Rivers makes free throw 2 of 2,1,49-57,,
1:31.0,,,49-57,,T. Ariza misses 3-pt shot from 27 ft
1:28.0,Defensive rebound by D. Jordan,,49-57,,
1:18.0,Turnover by A. Rivers (bad pass; steal by J. Harden),,49-57,,
1:13.0,,,49-60,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
0:51.0,Shooting foul by P. Tucker (drawn by S. Dekker),,49-60,,
0:51.0,S. Dekker makes free throw 1 of 2,1,50-60,,
0:51.0,S. Dekker makes free throw 2 of 2,1,51-60,,
0:31.0,,,51-62,2,J. Harden makes 2-pt shot from 8 ft
0:11.0,A. Rivers misses 3-pt shot from 26 ft,,51-62,,
0:10.0,Offensive rebound by Team,,51-62,,
0:09.0,,,51-62,,Loose ball foul by T. Black (drawn by D. Jordan)
0:09.0,D. Jordan misses free throw 1 of 2,,51-62,,
0:09.0,Offensive rebound by Team,,51-62,,
0:09.0,S. Thornwell enters the game for L. Williams,,51-62,,
0:09.0,M. Harrell enters the game for A. Rivers,,51-62,,
0:09.0,D. Jordan makes free throw 2 of 2,1,52-62,,
0:00.0,,,52-65,3,J. Harden makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,52-67,2,J. Harden makes 2-pt shot from 1 ft
11:35.0,A. Rivers makes 2-pt shot from 2 ft (assist by C. Williams),2,54-67,,
11:35.0,Shooting foul by J. Harden (drawn by A. Rivers),,54-67,,
11:35.0,A. Rivers makes free throw 1 of 1,1,55-67,,
11:17.0,Personal foul by J. Wilson (drawn by J. Harden),,55-67,,
11:14.0,,,55-67,,J. Harden misses 3-pt shot from 23 ft
11:10.0,Defensive rebound by J. Wilson,,55-67,,
11:03.0,A. Rivers makes 2-pt shot from 1 ft,2,57-67,,
10:54.0,,,57-67,,Shooting foul by D. Jordan (drawn by R. Anderson)
10:54.0,,,57-68,1,R. Anderson makes free throw 1 of 2
10:54.0,,,57-69,1,R. Anderson makes free throw 2 of 2
10:44.0,A. Rivers misses 3-pt shot from 25 ft,,57-69,,
10:38.0,Offensive rebound by D. Jordan,,57-69,,
10:38.0,D. Jordan makes 2-pt shot at rim,2,59-69,,
10:19.0,,,59-71,2,E. Gordon makes 2-pt shot at rim
10:05.0,J. Evans makes 3-pt shot from 26 ft (assist by D. Jordan),3,62-71,,
9:49.0,,,62-71,,N. Hilario misses 2-pt shot from 1 ft
9:48.0,Defensive rebound by D. Jordan,,62-71,,
9:40.0,A. Rivers misses 2-pt shot from 1 ft,,62-71,,
9:38.0,,,62-71,,Defensive rebound by T. Ariza
9:27.0,,,62-71,,Turnover by T. Ariza (bad pass)
9:13.0,A. Rivers makes 2-pt shot from 1 ft (assist by J. Evans),2,64-71,,
8:45.0,,,64-71,,N. Hilario misses 2-pt shot from 22 ft
8:41.0,Defensive rebound by C. Williams,,64-71,,
8:28.0,A. Rivers makes 3-pt shot from 25 ft,3,67-71,,
8:27.0,,,67-71,,Houston full timeout
8:16.0,,,67-71,,E. Gordon misses 3-pt shot from 26 ft
8:13.0,Defensive rebound by J. Wilson,,67-71,,
8:08.0,A. Rivers misses 2-pt shot from 2 ft,,67-71,,
8:06.0,,,67-71,,Defensive rebound by T. Ariza
8:02.0,,,67-71,,Turnover by J. Harden (bad pass)
7:48.0,C. Williams misses 3-pt shot from 23 ft,,67-71,,
7:45.0,,,67-71,,Defensive rebound by T. Ariza
7:29.0,,,67-74,3,E. Gordon makes 3-pt shot from 28 ft (assist by T. Ariza)
7:16.0,J. Evans makes 2-pt shot from 17 ft,2,69-74,,
6:59.0,,,69-74,,J. Harden misses 3-pt shot from 25 ft
6:57.0,Defensive rebound by D. Jordan,,69-74,,
6:52.0,J. Evans misses 3-pt shot from 22 ft,,69-74,,
6:49.0,,,69-74,,Defensive rebound by R. Anderson
6:48.0,,,69-74,,Houston full timeout
6:48.0,,,69-74,,T. Black enters the game for N. Hilario
6:48.0,L. Williams enters the game for C. Williams,,69-74,,
6:36.0,,,69-74,,Offensive foul by J. Harden (drawn by J. Evans)
6:36.0,,,69-74,,Turnover by J. Harden (offensive foul)
6:25.0,A. Rivers makes 2-pt shot from 3 ft (assist by L. Williams),2,71-74,,
6:25.0,,,71-74,,Violation by T. Black (def goaltending)
6:01.0,,,71-74,,E. Gordon misses 3-pt shot from 25 ft
6:01.0,,,71-74,,Offensive rebound by Team
6:01.0,,,71-74,,Turnover by Team (shot clock)
5:51.0,J. Evans misses 3-pt shot from 23 ft,,71-74,,
5:47.0,,,71-74,,Defensive rebound by R. Anderson
5:36.0,,,71-74,,R. Anderson misses 2-pt shot from 8 ft
5:34.0,Defensive rebound by D. Jordan,,71-74,,
5:25.0,A. Rivers makes 3-pt shot from 26 ft,3,74-74,,
5:20.0,Personal foul by J. Evans (drawn by J. Harden),,74-74,,
5:20.0,,,74-74,,P. Tucker enters the game for R. Anderson
5:20.0,C. Williams enters the game for J. Evans,,74-74,,
5:09.0,,,74-74,,Turnover by J. Harden (lost ball; steal by C. Williams)
5:03.0,A. Rivers misses 3-pt shot from 25 ft,,74-74,,
5:02.0,Offensive rebound by Team,,74-74,,
5:02.0,,,74-74,,Loose ball foul by P. Tucker (drawn by D. Jordan)
4:59.0,A. Rivers misses 3-pt shot from 25 ft,,74-74,,
4:56.0,,,74-74,,Defensive rebound by T. Black
4:50.0,,,74-74,,Shooting foul by C. Williams (drawn by J. Harden)
4:50.0,,,74-75,1,J. Harden makes free throw 1 of 2
4:50.0,,,74-75,,B. Weber enters the game for E. Gordon
4:50.0,,,74-76,1,J. Harden makes free throw 2 of 2
4:39.0,L. Williams misses 2-pt shot from 2 ft (block by T. Black),,74-76,,
4:39.0,Offensive rebound by Team,,74-76,,
4:39.0,LA Clippers full timeout,,74-76,,
4:39.0,S. Dekker enters the game for C. Williams,,74-76,,
4:33.0,Turnover by A. Rivers (lost ball; steal by J. Harden),,74-76,,
4:22.0,,,74-76,,J. Harden misses 3-pt shot from 25 ft
4:20.0,,,74-76,,Offensive rebound by Team
4:12.0,,,74-76,,P. Tucker misses 3-pt shot from 24 ft
4:09.0,Defensive rebound by D. Jordan,,74-76,,
3:49.0,L. Williams misses 2-pt shot at rim,,74-76,,
3:47.0,,,74-76,,Defensive rebound by B. Weber
3:40.0,,,74-78,2,T. Black makes 2-pt shot at rim (assist by J. Harden)
3:22.0,,,74-78,,Personal foul by B. Weber (drawn by A. Rivers)
3:13.0,Turnover by S. Dekker (traveling),,74-78,,
2:58.0,Personal foul by J. Wilson (drawn by T. Ariza),,74-78,,
2:58.0,,,74-79,1,T. Ariza makes free throw 1 of 2
2:58.0,,,74-80,1,T. Ariza makes free throw 2 of 2
2:44.0,J. Wilson makes 3-pt shot from 26 ft (assist by A. Rivers),3,77-80,,
2:26.0,Def 3 sec tech foul by D. Jordan,,77-80,,
2:26.0,,,77-81,1,J. Harden makes technical free throw
2:20.0,,,77-81,,Turnover by T. Ariza (traveling)
2:03.0,Shooting foul by B. Weber (drawn by A. Rivers),,77-81,,
2:03.0,A. Rivers misses free throw 1 of 2,,77-81,,
2:03.0,Offensive rebound by Team,,77-81,,
2:03.0,A. Rivers makes free throw 2 of 2,1,78-81,,
1:49.0,,,78-81,,J. Harden misses 2-pt shot from 14 ft
1:47.0,,,78-81,,Offensive rebound by T. Black
1:47.0,,,78-81,,Shooting foul by J. Wilson (drawn by T. Black)
1:47.0,,,78-81,,T. Black misses free throw 1 of 2
1:47.0,,,78-81,,Offensive rebound by Team
1:47.0,,,78-81,,E. Gordon enters the game for T. Ariza
1:47.0,M. Harrell enters the game for J. Wilson,,78-81,,
1:47.0,J. Evans enters the game for A. Rivers,,78-81,,
1:47.0,,,78-82,1,T. Black makes free throw 2 of 2
1:34.0,L. Williams makes 3-pt shot from 25 ft,3,81-82,,
1:15.0,,,81-82,,J. Harden misses 2-pt shot from 10 ft
1:13.0,Defensive rebound by D. Jordan,,81-82,,
1:09.0,L. Williams makes 3-pt shot from 25 ft,3,84-82,,
0:50.0,,,84-82,,T. Black misses 2-pt shot from 1 ft
0:48.0,,,84-82,,Offensive rebound by T. Black
0:45.0,,,84-82,,Turnover by T. Black (lost ball; steal by J. Evans)
0:35.0,J. Evans misses 2-pt shot from 17 ft,,84-82,,
0:32.0,,,84-82,,Defensive rebound by T. Black
0:24.0,,,84-82,,Shooting foul by J. Evans (drawn by J. Harden)
0:24.0,,,84-83,1,J. Harden makes free throw 1 of 3
0:24.0,,,84-84,1,J. Harden makes free throw 2 of 3
0:24.0,C. Williams enters the game for J. Evans,,84-84,,
0:24.0,,,84-85,1,J. Harden makes free throw 3 of 3
0:00.0,C. Williams makes 3-pt shot from 24 ft (assist by L. Williams),3,87-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Shooting foul by R. Anderson (drawn by A. Rivers),,87-85,,
11:43.0,A. Rivers makes free throw 1 of 2,1,88-85,,
11:43.0,A. Rivers makes free throw 2 of 2,1,89-85,,
11:26.0,,,89-85,,B. Weber misses 2-pt shot from 8 ft
11:21.0,Defensive rebound by M. Harrell,,89-85,,
11:17.0,Shooting foul by E. Gordon (drawn by M. Harrell),,89-85,,
11:17.0,M. Harrell misses free throw 1 of 2,,89-85,,
11:17.0,Offensive rebound by Team,,89-85,,
11:17.0,M. Harrell makes free throw 2 of 2,1,90-85,,
11:06.0,,,90-85,,Shooting foul by M. Harrell (drawn by E. Gordon)
11:06.0,,,90-86,1,E. Gordon makes free throw 1 of 2
11:06.0,,,90-86,,E. Gordon misses free throw 2 of 2
11:06.0,Defensive rebound by S. Dekker,,90-86,,
10:55.0,,,90-86,,Personal foul by T. Ariza (drawn by L. Williams)
10:47.0,A. Rivers makes 2-pt shot from 1 ft,2,92-86,,
10:37.0,,,92-86,,Turnover by E. Gordon (bad pass)
10:30.0,,,92-86,,Violation by B. Weber (kicked ball)
10:30.0,,,92-86,,J. Harden enters the game for B. Weber
10:22.0,S. Dekker misses 2-pt shot from 3 ft (block by R. Anderson),,92-86,,
10:22.0,Offensive rebound by Team,,92-86,,
10:13.0,L. Williams misses 2-pt shot at rim,,92-86,,
10:12.0,,,92-86,,Defensive rebound by R. Anderson
10:06.0,,,92-89,3,E. Gordon makes 3-pt shot from 23 ft (assist by P. Tucker)
10:05.0,LA Clippers full timeout,,92-89,,
9:52.0,M. Harrell misses 2-pt shot from 1 ft,,92-89,,
9:50.0,,,92-89,,Defensive rebound by P. Tucker
9:41.0,,,92-89,,Turnover by J. Harden (lost ball; steal by A. Rivers)
9:37.0,L. Williams misses 3-pt shot from 26 ft,,92-89,,
9:32.0,,,92-89,,Defensive rebound by P. Tucker
9:26.0,,,92-91,2,J. Harden makes 2-pt shot from 1 ft
9:01.0,L. Williams makes 3-pt shot from 25 ft (assist by A. Rivers),3,95-91,,
8:41.0,,,95-93,2,J. Harden makes 2-pt shot from 1 ft
8:24.0,L. Williams makes 3-pt shot from 26 ft (assist by S. Dekker),3,98-93,,
8:05.0,,,98-93,,Turnover by E. Gordon (bad pass; steal by L. Williams)
7:55.0,,,98-93,,Personal foul by E. Gordon (drawn by L. Williams)
7:51.0,L. Williams makes 3-pt shot from 27 ft (assist by A. Rivers),3,101-93,,
7:35.0,Personal foul by M. Harrell (drawn by J. Harden),,101-93,,
7:24.0,,,101-93,,E. Gordon misses 3-pt shot from 28 ft
7:22.0,Defensive rebound by A. Rivers,,101-93,,
7:09.0,C. Williams makes 2-pt shot from 2 ft (assist by L. Williams),2,103-93,,
6:52.0,,,103-96,3,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden)
6:41.0,S. Dekker makes 2-pt shot at rim (assist by L. Williams),2,105-96,,
6:16.0,,,105-98,2,J. Harden makes 2-pt shot at rim
5:58.0,Turnover by A. Rivers (bad pass; steal by T. Ariza),,105-98,,
5:56.0,,,105-100,2,T. Ariza makes 2-pt shot at rim
5:33.0,A. Rivers misses 3-pt shot from 25 ft,,105-100,,
5:30.0,Offensive rebound by S. Dekker,,105-100,,
5:13.0,,,105-100,,Personal foul by J. Harden (drawn by A. Rivers)
5:13.0,A. Rivers misses free throw 1 of 2,,105-100,,
