time,Miami,pts.away,score,pts.home,Toronto
3:22.0,,,86-83,3,D. Wright makes 3-pt shot from 23 ft (assist by N. Powell)
3:20.0,Miami full timeout,,86-83,,
3:20.0,,,86-83,,O. Anunoby enters the game for J. Poeltl
3:11.0,Turnover by J. Richardson (bad pass; steal by N. Powell),,86-83,,
2:58.0,,,86-83,,D. DeRozan misses 2-pt shot from 8 ft
2:55.0,Defensive rebound by B. Adebayo,,86-83,,
2:35.0,G. Dragic misses 2-pt shot from 2 ft,,86-83,,
2:30.0,Offensive rebound by B. Adebayo,,86-83,,
2:30.0,B. Adebayo misses 2-pt shot at rim (block by N. Powell),,86-83,,
2:27.0,,,86-83,,Defensive rebound by N. Powell
2:27.0,,,86-85,2,D. DeRozan makes 2-pt shot from 1 ft
2:27.0,Violation by K. Olynyk (def goaltending),,86-85,,
2:10.0,B. Adebayo misses 2-pt shot from 10 ft,,86-85,,
2:07.0,,,86-85,,Defensive rebound by D. Wright
2:01.0,,,86-87,2,D. DeRozan makes 2-pt shot from 1 ft
1:47.0,G. Dragic misses 2-pt shot from 17 ft,,86-87,,
1:47.0,Offensive rebound by G. Dragic,,86-87,,
1:43.0,G. Dragic misses 2-pt shot from 3 ft (block by P. Siakam),,86-87,,
1:43.0,,,86-87,,Defensive rebound by Team
1:43.0,Personal foul by G. Dragic (drawn by D. DeRozan),,86-87,,
1:43.0,H. Whiteside enters the game for K. Olynyk,,86-87,,
1:25.0,,,86-87,,D. DeRozan misses 2-pt shot from 14 ft
1:25.0,Defensive rebound by B. Adebayo,,86-87,,
1:04.0,Miami full timeout,,86-87,,
1:04.0,,,86-87,,J. Valanciunas enters the game for P. Siakam
1:02.0,W. Ellington misses 3-pt shot from 28 ft,,86-87,,
0:59.0,Offensive rebound by H. Whiteside,,86-87,,
0:58.0,H. Whiteside misses 2-pt shot from 1 ft,,86-87,,
0:58.0,,,86-87,,Defensive rebound by D. Wright
0:57.0,,,86-87,,Toronto full timeout
0:57.0,,,86-87,,C. Miles enters the game for J. Valanciunas
0:57.0,,,86-87,,Toronto full timeout
0:35.0,,,86-87,,N. Powell misses 3-pt shot from 26 ft
0:33.0,,,86-87,,Offensive rebound by Team
0:30.0,,,86-87,,N. Powell misses 2-pt shot at rim
0:29.0,Defensive rebound by H. Whiteside,,86-87,,
0:19.0,G. Dragic makes 2-pt shot from 2 ft,2,88-87,,
0:03.0,,,88-87,,D. DeRozan misses 2-pt shot from 1 ft
0:03.0,,,88-87,,Offensive rebound by D. DeRozan
0:03.0,,,88-89,2,D. DeRozan makes 2-pt shot from 1 ft
0:03.0,Miami full timeout,,88-89,,
0:03.0,,,88-89,,P. Siakam enters the game for C. Miles
0:03.0,K. Olynyk enters the game for H. Whiteside,,88-89,,
0:00.0,W. Ellington makes 2-pt shot at rim (assist by G. Dragic),2,90-89,,
0:00.0,,,90-89,,D. DeRozan misses 3-pt shot from 82 ft
0:00.0,,,90-89,,Offensive rebound by Team
