time,Oklahoma City,pts.away,score,pts.home,San Antonio
3:27.0,,,87-94,,P. Mills misses 3-pt shot from 24 ft
3:22.0,,,87-94,,Offensive rebound by L. Aldridge
3:22.0,,,87-94,,Shooting foul by S. Adams (drawn by L. Aldridge)
3:22.0,,,87-94,,L. Aldridge misses free throw 1 of 2
3:22.0,,,87-94,,Offensive rebound by Team
3:22.0,,,87-95,1,L. Aldridge makes free throw 2 of 2
3:17.0,R. Westbrook makes 2-pt shot from 17 ft,2,89-95,,
3:01.0,,,89-95,,Turnover by P. Mills (lost ball; steal by C. Brewer)
2:56.0,C. Brewer makes 2-pt shot from 1 ft (assist by S. Adams),2,91-95,,
2:37.0,,,91-95,,D. Bertans misses 3-pt shot from 27 ft
2:34.0,Defensive rebound by S. Adams,,91-95,,
2:29.0,Turnover by R. Westbrook (bad pass; steal by D. Murray),,91-95,,
2:27.0,,,91-95,,Shooting foul by C. Anthony (drawn by K. Anderson)
2:27.0,,,91-96,1,K. Anderson makes free throw 1 of 2
2:27.0,,,91-96,,K. Anderson misses free throw 2 of 2
2:24.0,Defensive rebound by R. Westbrook,,91-96,,
2:11.0,,,91-96,,D. Green enters the game for D. Bertans
2:07.0,R. Westbrook misses 3-pt shot from 27 ft,,91-96,,
2:06.0,,,91-96,,Defensive rebound by Team
2:06.0,Oklahoma City full timeout,,91-96,,
1:52.0,,,91-96,,L. Aldridge misses 2-pt shot from 5 ft
1:50.0,Defensive rebound by S. Adams,,91-96,,
1:47.0,R. Westbrook misses 2-pt shot from 1 ft,,91-96,,
1:47.0,Offensive rebound by S. Adams,,91-96,,
1:46.0,S. Adams makes 2-pt shot at rim,2,93-96,,
1:24.0,,,93-96,,P. Mills misses 2-pt shot from 5 ft
1:24.0,,,93-96,,Offensive rebound by Team
1:24.0,Personal foul by C. Anthony (drawn by L. Aldridge),,93-96,,
1:24.0,,,93-97,1,L. Aldridge makes free throw 1 of 2
1:24.0,,,93-97,,L. Aldridge misses free throw 2 of 2
1:22.0,Defensive rebound by R. Westbrook,,93-97,,
1:07.0,Shooting foul by D. Murray (drawn by P. George),,93-97,,
1:07.0,P. George makes free throw 1 of 3,1,94-97,,
1:07.0,P. George makes free throw 2 of 3,1,95-97,,
1:07.0,P. George makes free throw 3 of 3,1,96-97,,
0:52.0,,,96-99,2,L. Aldridge makes 2-pt shot at rim
0:38.0,Turnover by R. Westbrook (bad pass; steal by D. Murray),,96-99,,
0:19.0,,,96-99,,L. Aldridge misses 2-pt shot from 6 ft
0:17.0,Defensive rebound by S. Adams,,96-99,,
0:14.0,R. Westbrook misses 3-pt shot from 24 ft,,96-99,,
0:12.0,,,96-99,,Defensive rebound by Team
0:12.0,,,96-99,,M. Ginobili enters the game for D. Murray
0:11.0,Personal foul by R. Westbrook (drawn by P. Mills),,96-99,,
0:11.0,,,96-100,1,P. Mills makes free throw 1 of 2
0:11.0,,,96-100,,D. Murray enters the game for M. Ginobili
0:11.0,,,96-101,1,P. Mills makes free throw 2 of 2
0:11.0,Oklahoma City full timeout,,96-101,,
0:08.0,P. George makes 3-pt shot from 27 ft (assist by C. Brewer),3,99-101,,
0:05.0,,,99-101,,M. Ginobili enters the game for D. Murray
0:05.0,J. Grant enters the game for S. Adams,,99-101,,
0:05.0,Personal foul by C. Brewer (drawn by M. Ginobili),,99-101,,
0:05.0,,,99-102,1,M. Ginobili makes free throw 1 of 2
0:05.0,S. Adams enters the game for C. Brewer,,99-102,,
0:05.0,A. Abrines enters the game for J. Grant,,99-102,,
0:05.0,,,99-103,1,M. Ginobili makes free throw 2 of 2
0:01.0,A. Abrines misses 3-pt shot from 33 ft,,99-103,,
0:01.0,Offensive rebound by Team,,99-103,,
