time,San Antonio,pts.away,score,pts.home,Oklahoma City
6:04.0,,,79-80,,S. Adams enters the game for J. Grant
5:50.0,,,79-82,2,R. Felton makes 2-pt shot from 7 ft
5:33.0,B. Forbes misses 3-pt shot from 22 ft,,79-82,,
5:31.0,,,79-82,,Defensive rebound by R. Westbrook
5:20.0,,,79-82,,P. George misses 2-pt shot from 1 ft (block by D. Bertans)
5:16.0,Defensive rebound by D. Murray,,79-82,,
5:15.0,,,79-82,,A. Roberson enters the game for R. Felton
5:14.0,,,79-82,,Personal foul by A. Roberson (drawn by B. Forbes)
5:05.0,Turnover by J. Lauvergne (bad pass; steal by S. Adams),,79-82,,
5:00.0,,,79-84,2,R. Westbrook makes 2-pt shot from 1 ft
4:50.0,D. Murray misses 2-pt shot from 13 ft,,79-84,,
4:47.0,,,79-84,,Defensive rebound by C. Anthony
4:28.0,,,79-87,3,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook)
4:13.0,San Antonio full timeout,,79-87,,
4:08.0,B. Forbes misses 3-pt shot from 23 ft,,79-87,,
4:04.0,Offensive rebound by D. Murray,,79-87,,
4:03.0,D. Bertans makes 3-pt shot from 25 ft (assist by D. Murray),3,82-87,,
3:45.0,Personal foul by D. Murray (drawn by C. Anthony),,82-87,,
3:34.0,,,82-90,3,R. Westbrook makes 3-pt shot from 25 ft (assist by C. Anthony)
3:21.0,Offensive foul by J. Lauvergne (drawn by R. Westbrook),,82-90,,
3:21.0,Turnover by J. Lauvergne (offensive foul),,82-90,,
3:21.0,D. White enters the game for J. Lauvergne,,82-90,,
3:11.0,,,82-90,,Turnover by S. Adams (bad pass)
2:54.0,D. White misses 2-pt shot from 15 ft,,82-90,,
2:52.0,,,82-90,,Defensive rebound by C. Anthony
2:33.0,,,82-90,,Turnover by R. Westbrook (lost ball; steal by B. Paul)
2:26.0,B. Forbes makes 3-pt shot from 24 ft (assist by D. Murray),3,85-90,,
2:05.0,,,85-90,,R. Westbrook misses 2-pt shot from 1 ft
2:05.0,Defensive rebound by D. Murray,,85-90,,
1:59.0,D. Murray makes 2-pt shot from 2 ft,2,87-90,,
1:43.0,,,87-90,,P. George misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by B. Paul,,87-90,,
1:18.0,D. Murray misses 2-pt shot from 23 ft,,87-90,,
1:17.0,,,87-90,,Defensive rebound by P. George
1:06.0,,,87-90,,Turnover by P. George (traveling)
1:06.0,,,87-90,,J. Grant enters the game for S. Adams
1:05.0,,,87-90,,P. George misses 2-pt shot from 1 ft
1:05.0,,,87-90,,Offensive rebound by Team
0:52.0,B. Forbes misses 2-pt shot from 1 ft,,87-90,,
0:50.0,,,87-90,,Defensive rebound by P. George
0:36.0,,,87-90,,R. Westbrook misses 2-pt shot from 17 ft
0:33.0,Defensive rebound by D. Murray,,87-90,,
0:25.0,,,87-90,,Personal foul by A. Roberson (drawn by B. Paul)
0:15.0,D. Bertans misses 3-pt shot from 29 ft,,87-90,,
0:13.0,,,87-90,,Defensive rebound by Team
0:13.0,,,87-90,,Oklahoma City full timeout
0:13.0,,,87-90,,R. Felton enters the game for A. Roberson
0:09.0,,,87-90,,Turnover by R. Westbrook (bad pass; steal by D. Murray)
0:05.0,B. Paul misses 3-pt shot from 26 ft,,87-90,,
0:03.0,,,87-90,,Defensive rebound by R. Felton
