time,Golden State,pts.away,score,pts.home,Houston
2:21.0,K. Looney misses free throw 2 of 2,,120-108,,
2:21.0,,,120-108,,Defensive rebound by T. Ariza
2:09.0,,,120-108,,Turnover by C. Paul (bad pass)
1:47.0,S. Curry misses 2-pt shot at rim,,120-108,,
1:45.0,,,120-108,,Defensive rebound by C. Capela
1:39.0,,,120-108,,E. Gordon misses 2-pt shot from 1 ft (block by A. Iguodala)
1:38.0,Defensive rebound by K. Looney,,120-108,,
1:22.0,K. Thompson misses 2-pt shot from 4 ft (block by C. Capela),,120-108,,
1:19.0,Offensive rebound by K. Looney,,120-108,,
1:14.0,D. Green makes 2-pt shot from 21 ft (assist by A. Iguodala),2,122-108,,
0:59.0,,,122-111,3,G. Green makes 3-pt shot from 23 ft (assist by C. Paul)
0:41.0,S. Curry makes 2-pt shot from 2 ft (assist by D. Green),2,124-111,,
0:33.0,,,124-111,,Shooting foul by K. Thompson (drawn by C. Capela)
0:33.0,,,124-111,,C. Capela misses free throw 1 of 2
0:33.0,,,124-111,,Offensive rebound by Team
0:33.0,,,124-111,,C. Capela misses free throw 2 of 2
0:33.0,Defensive rebound by A. Iguodala,,124-111,,
0:14.0,A. Iguodala misses 3-pt shot from 23 ft,,124-111,,
0:12.0,,,124-111,,Defensive rebound by G. Green
0:04.0,,,124-114,3,C. Paul makes 3-pt shot from 23 ft (assist by E. Gordon)
