time,Minnesota,pts.away,score,pts.home,Houston
9:38.0,Turnover by K. Towns (offensive foul),,34-32,,
9:31.0,,,34-34,2,C. Paul makes 2-pt shot from 11 ft
9:14.0,A. Wiggins misses 2-pt shot from 21 ft,,34-34,,
9:11.0,,,34-34,,Defensive rebound by G. Green
9:04.0,,,34-34,,R. Anderson misses 3-pt shot from 30 ft
9:00.0,,,34-34,,Offensive rebound by G. Green
8:49.0,,,34-34,,G. Green misses 3-pt shot from 23 ft
8:47.0,Defensive rebound by J. Crawford,,34-34,,
8:43.0,J. Crawford misses 2-pt shot from 19 ft,,34-34,,
8:41.0,,,34-34,,Defensive rebound by G. Green
8:23.0,Personal foul by J. Crawford (drawn by C. Paul),,34-34,,
8:23.0,,,34-34,,C. Capela enters the game for R. Anderson
8:23.0,,,34-34,,P. Tucker enters the game for N. Hilario
8:11.0,,,34-34,,P. Tucker misses 3-pt shot from 26 ft
8:08.0,,,34-34,,Offensive rebound by C. Capela
8:04.0,,,34-34,,G. Green misses 3-pt shot from 25 ft
8:04.0,Defensive rebound by J. Teague,,34-34,,
7:55.0,A. Wiggins misses 3-pt shot from 25 ft,,34-34,,
7:55.0,,,34-34,,Defensive rebound by C. Paul
7:35.0,,,34-36,2,T. Ariza makes 2-pt shot from 4 ft (assist by C. Paul)
7:26.0,Minnesota full timeout,,34-36,,
7:22.0,K. Towns misses 2-pt shot from 8 ft,,34-36,,
7:20.0,,,34-36,,Defensive rebound by C. Capela
7:17.0,,,34-36,,Turnover by C. Paul (lost ball; steal by J. Teague)
7:16.0,J. Teague misses 2-pt shot from 2 ft,,34-36,,
7:16.0,Offensive rebound by N. Bjelica,,34-36,,
7:15.0,N. Bjelica misses 2-pt shot at rim,,34-36,,
7:14.0,Offensive rebound by J. Teague,,34-36,,
7:01.0,Turnover by J. Teague (bad pass; steal by G. Green),,34-36,,
6:56.0,,,34-39,3,T. Ariza makes 3-pt shot from 22 ft (assist by G. Green)
6:32.0,K. Towns misses 2-pt shot from 2 ft,,34-39,,
6:30.0,,,34-39,,Defensive rebound by T. Ariza
6:26.0,,,34-39,,T. Ariza misses 3-pt shot from 24 ft
6:23.0,Defensive rebound by A. Wiggins,,34-39,,
6:15.0,A. Wiggins makes 2-pt shot from 4 ft,2,36-39,,
5:58.0,,,36-41,2,C. Paul makes 2-pt shot from 1 ft (assist by C. Capela)
5:49.0,J. Teague makes 2-pt shot from 1 ft,2,38-41,,
5:30.0,,,38-41,,C. Paul misses 3-pt shot from 22 ft
5:28.0,Defensive rebound by K. Towns,,38-41,,
5:23.0,J. Teague makes 2-pt shot from 1 ft,2,40-41,,
5:11.0,Personal foul by J. Crawford (drawn by C. Paul),,40-41,,
5:11.0,,,40-41,,J. Harden enters the game for C. Paul
5:11.0,,,40-41,,L. Mbah a Moute enters the game for G. Green
5:11.0,J. Butler enters the game for N. Bjelica,,40-41,,
5:11.0,T. Gibson enters the game for J. Crawford,,40-41,,
5:03.0,,,40-41,,T. Ariza misses 3-pt shot from 26 ft
5:01.0,,,40-41,,Offensive rebound by C. Capela
4:59.0,,,40-43,2,C. Capela makes 2-pt shot from 10 ft
4:46.0,,,40-43,,Personal foul by C. Capela (drawn by K. Towns)
4:35.0,Shooting foul by J. Harden (drawn by J. Teague),,40-43,,
4:35.0,J. Teague makes free throw 1 of 2,1,41-43,,
4:35.0,J. Teague makes free throw 2 of 2,1,42-43,,
4:17.0,,,42-43,,Turnover by P. Tucker (bad pass; steal by J. Butler)
4:12.0,J. Butler misses 3-pt shot from 25 ft,,42-43,,
4:09.0,,,42-43,,Defensive rebound by T. Ariza
4:04.0,,,42-43,,J. Harden misses 3-pt shot from 26 ft
4:04.0,,,42-43,,Offensive rebound by C. Capela
4:00.0,,,42-45,2,C. Capela makes 2-pt shot from 1 ft
3:48.0,K. Towns makes 2-pt shot from 7 ft,2,44-45,,
3:48.0,Shooting foul by C. Capela (drawn by K. Towns),,44-45,,
3:48.0,K. Towns makes free throw 1 of 1,1,45-45,,
3:34.0,,,45-45,,Shooting foul by J. Teague (drawn by L. Mbah a Moute)
3:34.0,,,45-46,1,L. Mbah a Moute makes free throw 1 of 2
3:34.0,,,45-46,,C. Paul enters the game for T. Ariza
3:34.0,,,45-46,,L. Mbah a Moute misses free throw 2 of 2
3:32.0,Defensive rebound by K. Towns,,45-46,,
3:16.0,A. Wiggins makes 3-pt shot from 26 ft (assist by J. Butler),3,48-46,,
3:05.0,,,48-46,,J. Harden misses 2-pt shot from 7 ft
3:05.0,Defensive rebound by K. Towns,,48-46,,
3:03.0,,,48-46,,Personal foul by J. Harden (drawn by K. Towns)
3:03.0,K. Towns makes free throw 1 of 2,1,49-46,,
3:03.0,K. Towns makes free throw 2 of 2,1,50-46,,
2:46.0,,,50-46,,J. Harden misses 3-pt shot from 28 ft
2:42.0,Defensive rebound by T. Gibson,,50-46,,
2:33.0,Turnover by J. Teague (bad pass; steal by J. Harden),,50-46,,
2:29.0,,,50-46,,Turnover by J. Harden (bad pass)
2:29.0,,,50-46,,Houston full timeout
2:04.0,Turnover by T. Gibson (lost ball; steal by C. Paul),,50-46,,
1:59.0,,,50-46,,L. Mbah a Moute misses 2-pt shot from 2 ft
1:58.0,Defensive rebound by K. Towns,,50-46,,
1:46.0,J. Butler misses 2-pt shot at rim,,50-46,,
1:46.0,Offensive rebound by K. Towns,,50-46,,
1:46.0,Shooting foul by P. Tucker (drawn by K. Towns),,50-46,,
1:46.0,K. Towns makes free throw 1 of 2,1,51-46,,
1:46.0,K. Towns makes free throw 2 of 2,1,52-46,,
1:33.0,,,52-46,,Shooting foul by J. Teague (drawn by J. Harden)
1:33.0,,,52-47,1,J. Harden makes free throw 1 of 2
1:33.0,,,52-48,1,J. Harden makes free throw 2 of 2
1:10.0,J. Butler misses 3-pt shot from 26 ft,,52-48,,
1:07.0,,,52-48,,Defensive rebound by C. Capela
0:57.0,,,52-51,3,P. Tucker makes 3-pt shot from 26 ft (assist by J. Harden)
0:45.0,A. Wiggins misses 3-pt shot from 26 ft,,52-51,,
0:42.0,,,52-51,,Defensive rebound by C. Paul
0:39.0,,,52-53,2,C. Capela makes 2-pt shot at rim (assist by C. Paul)
0:31.0,J. Teague makes 2-pt shot from 5 ft,2,54-53,,
0:26.0,,,54-55,2,J. Harden makes 2-pt shot from 1 ft
0:04.0,J. Butler misses 3-pt shot from 25 ft,,54-55,,
0:03.0,Offensive rebound by K. Towns,,54-55,,
0:01.0,K. Towns misses 2-pt shot from 8 ft,,54-55,,
0:01.0,Offensive rebound by A. Wiggins,,54-55,,
0:00.0,A. Wiggins misses 2-pt shot from 2 ft,,54-55,,
0:00.0,Offensive rebound by Team,,54-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,54-55,,J. Harden misses 3-pt shot from 26 ft
11:46.0,,,54-55,,Offensive rebound by T. Ariza
11:43.0,,,54-55,,T. Ariza misses 2-pt shot from 2 ft
11:43.0,Defensive rebound by K. Towns,,54-55,,
11:33.0,J. Teague makes 2-pt shot from 1 ft,2,56-55,,
11:12.0,,,56-57,2,C. Capela makes 2-pt shot from 1 ft (assist by P. Tucker)
10:42.0,K. Towns misses 2-pt shot from 7 ft,,56-57,,
10:40.0,,,56-57,,Defensive rebound by T. Ariza
10:33.0,,,56-60,3,J. Harden makes 3-pt shot from 26 ft
10:08.0,T. Gibson makes 2-pt shot from 5 ft (assist by K. Towns),2,58-60,,
9:50.0,,,58-62,2,P. Tucker makes 2-pt shot from 2 ft (assist by T. Ariza)
9:25.0,A. Wiggins misses 3-pt shot from 26 ft,,58-62,,
9:22.0,Offensive rebound by T. Gibson,,58-62,,
9:22.0,Shooting foul by C. Paul (drawn by A. Wiggins),,58-62,,
9:22.0,A. Wiggins misses free throw 1 of 2,,58-62,,
9:22.0,Offensive rebound by Team,,58-62,,
9:22.0,A. Wiggins makes free throw 2 of 2,1,59-62,,
9:04.0,,,59-62,,J. Harden misses 2-pt shot from 3 ft
9:04.0,,,59-62,,Offensive rebound by C. Capela
9:04.0,,,59-62,,C. Capela misses 2-pt shot at rim
9:04.0,,,59-62,,Offensive rebound by Team
8:55.0,,,59-62,,C. Paul misses 3-pt shot from 23 ft
8:54.0,,,59-62,,Offensive rebound by C. Paul
8:54.0,,,59-62,,Shooting foul by A. Wiggins (drawn by C. Paul)
8:54.0,,,59-63,1,C. Paul makes free throw 1 of 2
8:54.0,,,59-64,1,C. Paul makes free throw 2 of 2
8:37.0,J. Teague misses 2-pt shot from 11 ft,,59-64,,
8:35.0,,,59-64,,Defensive rebound by C. Paul
8:29.0,,,59-67,3,P. Tucker makes 3-pt shot from 22 ft (assist by C. Paul)
8:28.0,Minnesota full timeout,,59-67,,
8:16.0,K. Towns makes 2-pt shot from 10 ft,2,61-67,,
7:58.0,,,61-69,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
7:49.0,,,61-69,,Personal foul by C. Capela (drawn by K. Towns)
7:41.0,T. Gibson makes 2-pt shot from 10 ft (assist by J. Teague),2,63-69,,
7:41.0,,,63-69,,Violation by C. Capela (def goaltending)
7:26.0,,,63-69,,P. Tucker misses 2-pt shot from 2 ft (block by T. Gibson)
7:22.0,Defensive rebound by J. Butler,,63-69,,
7:14.0,Turnover by T. Gibson (turnover),,63-69,,
6:51.0,,,63-69,,J. Harden misses 2-pt shot from 19 ft
6:48.0,Defensive rebound by K. Towns,,63-69,,
6:33.0,J. Butler misses 2-pt shot from 10 ft,,63-69,,
6:32.0,Offensive rebound by K. Towns,,63-69,,
6:32.0,K. Towns misses 2-pt shot from 3 ft (block by T. Ariza),,63-69,,
6:32.0,Offensive rebound by Team,,63-69,,
6:32.0,,,63-69,,L. Mbah a Moute enters the game for C. Paul
6:32.0,,,63-69,,J. Johnson enters the game for T. Ariza
6:26.0,Turnover by Team (shot clock),,63-69,,
6:12.0,,,63-69,,P. Tucker misses 3-pt shot from 26 ft
6:12.0,Defensive rebound by A. Wiggins,,63-69,,
6:00.0,A. Wiggins misses 2-pt shot from 20 ft,,63-69,,
6:00.0,,,63-69,,Defensive rebound by J. Johnson
5:51.0,,,63-69,,J. Harden misses 3-pt shot from 26 ft
5:51.0,,,63-69,,Offensive rebound by P. Tucker
5:43.0,,,63-71,2,J. Johnson makes 2-pt shot from 18 ft
5:28.0,Turnover by T. Gibson (out of bounds lost ball),,63-71,,
5:28.0,,,63-71,,R. Anderson enters the game for P. Tucker
5:17.0,,,63-71,,J. Harden misses 2-pt shot from 3 ft
5:16.0,,,63-71,,Offensive rebound by C. Capela
5:16.0,,,63-73,2,C. Capela makes 2-pt shot at rim
5:00.0,K. Towns misses 2-pt shot from 3 ft (block by C. Capela),,63-73,,
4:58.0,,,63-73,,Defensive rebound by R. Anderson
4:54.0,,,63-73,,J. Harden misses 2-pt shot from 3 ft
4:53.0,Defensive rebound by J. Teague,,63-73,,
4:47.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Teague),2,65-73,,
4:29.0,,,65-73,,Turnover by J. Harden (bad pass; steal by J. Teague)
4:17.0,A. Wiggins makes 3-pt shot from 25 ft (assist by J. Butler),3,68-73,,
4:15.0,,,68-73,,Houston full timeout
4:15.0,,,68-73,,N. Hilario enters the game for C. Capela
4:15.0,T. Jones enters the game for J. Teague,,68-73,,
4:04.0,,,68-76,3,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden)
3:40.0,Offensive foul by K. Towns (drawn by N. Hilario),,68-76,,
3:40.0,Turnover by K. Towns (offensive foul),,68-76,,
3:40.0,J. Crawford enters the game for A. Wiggins,,68-76,,
3:40.0,G. Dieng enters the game for K. Towns,,68-76,,
3:32.0,,,68-78,2,J. Harden makes 2-pt shot at rim
3:32.0,,,68-78,,Shooting foul by J. Crawford (drawn by J. Harden)
3:32.0,,,68-79,1,J. Harden makes free throw 1 of 1
3:22.0,J. Butler misses 2-pt shot from 4 ft,,68-79,,
3:19.0,Offensive rebound by J. Butler,,68-79,,
3:15.0,T. Gibson misses 2-pt shot from 3 ft,,68-79,,
3:13.0,,,68-79,,Defensive rebound by N. Hilario
3:09.0,,,68-81,2,J. Harden makes 2-pt shot from 9 ft
3:09.0,,,68-81,,Shooting foul by T. Gibson (drawn by J. Harden)
3:09.0,Minnesota full timeout,,68-81,,
3:09.0,A. Wiggins enters the game for J. Butler,,68-81,,
3:09.0,,,68-82,1,J. Harden makes free throw 1 of 1
2:58.0,,,68-82,,C. Paul enters the game for J. Harden
2:51.0,A. Wiggins misses 2-pt shot from 15 ft,,68-82,,
2:48.0,,,68-82,,Defensive rebound by C. Paul
2:35.0,Violation by G. Dieng (kicked ball),,68-82,,
2:32.0,,,68-84,2,N. Hilario makes 2-pt shot from 2 ft (assist by J. Johnson)
2:19.0,,,68-84,,Personal foul by J. Johnson (drawn by A. Wiggins)
2:04.0,J. Crawford misses 3-pt shot from 26 ft,,68-84,,
2:01.0,Offensive rebound by A. Wiggins,,68-84,,
1:57.0,A. Wiggins makes 2-pt shot from 6 ft,2,70-84,,
1:54.0,,,70-84,,C. Paul misses 3-pt shot from 25 ft
1:54.0,,,70-84,,Offensive rebound by R. Anderson
1:48.0,,,70-84,,Shooting foul by T. Gibson (drawn by R. Anderson)
1:48.0,,,70-84,,R. Anderson misses free throw 1 of 2
1:48.0,,,70-84,,Offensive rebound by Team
1:48.0,N. Bjelica enters the game for T. Gibson,,70-84,,
1:48.0,,,70-85,1,R. Anderson makes free throw 2 of 2
1:33.0,Shooting foul by J. Johnson (drawn by A. Wiggins),,70-85,,
1:33.0,A. Wiggins misses free throw 1 of 2,,70-85,,
1:33.0,Offensive rebound by Team,,70-85,,
1:33.0,A. Wiggins makes free throw 2 of 2,1,71-85,,
1:13.0,,,71-88,3,J. Johnson makes 3-pt shot from 22 ft (assist by C. Paul)
0:54.0,J. Crawford makes 3-pt shot from 22 ft (assist by A. Wiggins),3,74-88,,
0:43.0,,,74-88,,C. Paul misses 3-pt shot from 26 ft
0:43.0,Defensive rebound by T. Jones,,74-88,,
0:32.0,J. Crawford misses 2-pt shot from 16 ft,,74-88,,
0:32.0,Offensive rebound by G. Dieng,,74-88,,
0:29.0,,,74-88,,Personal foul by N. Hilario (drawn by J. Crawford)
0:29.0,J. Crawford makes free throw 1 of 2,1,75-88,,
0:29.0,J. Teague enters the game for A. Wiggins,,75-88,,
0:29.0,J. Crawford misses free throw 2 of 2,,75-88,,
0:27.0,,,75-88,,Defensive rebound by N. Hilario
0:12.0,,,75-88,,J. Johnson misses 2-pt shot from 13 ft
0:09.0,Defensive rebound by N. Bjelica,,75-88,,
0:00.0,J. Crawford misses 2-pt shot from 9 ft,,75-88,,
0:00.0,,,75-88,,Defensive rebound by C. Paul
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,J. Teague misses 2-pt shot from 9 ft,,75-88,,
11:41.0,,,75-88,,Defensive rebound by R. Anderson
11:33.0,,,75-88,,Turnover by C. Paul (bad pass; steal by N. Bjelica)
11:24.0,J. Crawford makes 2-pt shot from 2 ft,2,77-88,,
11:03.0,,,77-88,,R. Anderson misses 2-pt shot from 5 ft (block by G. Dieng)
11:03.0,,,77-88,,Offensive rebound by Team
10:56.0,,,77-88,,Turnover by Team (shot clock)
10:42.0,N. Bjelica misses 2-pt shot from 6 ft,,77-88,,
10:40.0,,,77-88,,Defensive rebound by J. Johnson
10:39.0,,,77-88,,Shooting foul by T. Jones (drawn by C. Paul)
10:39.0,,,77-89,1,C. Paul makes free throw 1 of 2
10:39.0,,,77-90,1,C. Paul makes free throw 2 of 2
10:24.0,J. Teague makes 2-pt shot from 1 ft (assist by N. Bjelica),2,79-90,,
10:15.0,,,79-92,2,J. Johnson makes 2-pt shot from 11 ft (assist by C. Paul)
10:04.0,,,79-92,,Violation by N. Hilario (kicked ball)
9:56.0,T. Jones misses 3-pt shot from 26 ft,,79-92,,
9:54.0,,,79-92,,Defensive rebound by N. Hilario
9:43.0,,,79-92,,R. Anderson misses 3-pt shot from 27 ft
9:41.0,Defensive rebound by T. Jones,,79-92,,
9:31.0,,,79-92,,Personal foul by J. Johnson (drawn by G. Dieng)
9:31.0,K. Towns enters the game for T. Jones,,79-92,,
9:31.0,A. Wiggins enters the game for G. Dieng,,79-92,,
9:20.0,J. Crawford misses 3-pt shot from 25 ft,,79-92,,
9:18.0,,,79-92,,Defensive rebound by C. Paul
9:12.0,,,79-92,,R. Anderson misses 3-pt shot from 26 ft
9:08.0,Defensive rebound by K. Towns,,79-92,,
9:01.0,N. Bjelica makes 2-pt shot from 1 ft (assist by J. Teague),2,81-92,,
8:47.0,,,81-94,2,C. Paul makes 2-pt shot from 14 ft
8:27.0,K. Towns misses 3-pt shot from 25 ft,,81-94,,
8:25.0,,,81-94,,Defensive rebound by C. Paul
8:15.0,,,81-94,,C. Paul misses 2-pt shot from 11 ft
8:15.0,Defensive rebound by Team,,81-94,,
8:15.0,,,81-94,,Loose ball foul by R. Anderson (drawn by N. Bjelica)
8:15.0,,,81-94,,J. Harden enters the game for C. Paul
8:15.0,,,81-94,,C. Capela enters the game for L. Mbah a Moute
8:15.0,,,81-94,,T. Ariza enters the game for N. Hilario
8:01.0,J. Teague misses 3-pt shot from 26 ft,,81-94,,
7:58.0,,,81-94,,Defensive rebound by J. Johnson
7:55.0,Personal foul by J. Teague (drawn by C. Capela),,81-94,,
7:45.0,,,81-94,,J. Harden misses 2-pt shot from 10 ft
7:43.0,,,81-94,,Offensive rebound by C. Capela
7:37.0,,,81-94,,Turnover by J. Johnson (bad pass)
7:24.0,K. Towns makes 2-pt shot from 3 ft (assist by N. Bjelica),2,83-94,,
7:10.0,,,83-97,3,J. Johnson makes 3-pt shot from 23 ft (assist by R. Anderson)
6:56.0,Turnover by A. Wiggins (lost ball; steal by C. Capela),,83-97,,
6:44.0,,,83-97,,Turnover by J. Harden (bad pass; steal by N. Bjelica)
6:43.0,,,83-97,,Personal foul by T. Ariza (drawn by J. Teague)
6:43.0,,,83-97,,Houston full timeout
6:43.0,,,83-97,,P. Tucker enters the game for R. Anderson
6:32.0,K. Towns makes 2-pt shot from 8 ft (assist by A. Wiggins),2,85-97,,
6:18.0,,,85-99,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
5:58.0,J. Crawford makes 3-pt shot from 25 ft (assist by K. Towns),3,88-99,,
5:38.0,,,88-99,,J. Harden misses 3-pt shot from 26 ft
5:36.0,Defensive rebound by N. Bjelica,,88-99,,
5:23.0,J. Teague makes 2-pt shot from 1 ft,2,90-99,,
5:07.0,,,90-101,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
4:58.0,A. Wiggins makes 2-pt shot from 19 ft,2,92-101,,
4:44.0,,,92-101,,Shooting foul by K. Towns (drawn by C. Capela)
4:44.0,,,92-102,1,C. Capela makes free throw 1 of 2
4:44.0,,,92-102,,C. Paul enters the game for J. Johnson
4:44.0,,,92-103,1,C. Capela makes free throw 2 of 2
4:28.0,J. Crawford misses 2-pt shot from 6 ft,,92-103,,
