time,Golden State,pts.away,score,pts.home,New Orleans
0:28.0,S. Curry makes 2-pt shot from 21 ft (assist by D. Green),2,22-33,,
0:28.0,Shooting foul by T. Allen (drawn by S. Curry),,22-33,,
0:28.0,,,22-33,,D. Cousins enters the game for C. Diallo
0:28.0,K. Looney enters the game for J. Bell,,22-33,,
0:28.0,S. Curry makes free throw 1 of 1,1,23-33,,
0:10.0,,,23-33,,T. Allen misses 2-pt shot at rim
0:07.0,Defensive rebound by K. Looney,,23-33,,
0:01.0,Shooting foul by T. Allen (drawn by S. Curry),,23-33,,
0:01.0,S. Curry makes free throw 1 of 3,1,24-33,,
0:01.0,S. Curry makes free throw 2 of 3,1,25-33,,
0:01.0,S. Curry makes free throw 3 of 3,1,26-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green),2,28-33,,
11:45.0,Shooting foul by T. Allen (drawn by A. Iguodala),,28-33,,
11:45.0,A. Iguodala misses free throw 1 of 1,,28-33,,
11:42.0,,,28-33,,Defensive rebound by D. Cousins
11:29.0,,,28-33,,Shooting foul by P. McCaw (drawn by D. Cousins)
11:29.0,,,28-33,,D. Cousins misses free throw 1 of 2
11:29.0,,,28-33,,Offensive rebound by Team
11:29.0,,,28-33,,D. Cunningham enters the game for T. Allen
11:29.0,,,28-34,1,D. Cousins makes free throw 2 of 2
11:15.0,D. West makes 2-pt shot from 14 ft (assist by D. Green),2,30-34,,
10:57.0,,,30-36,2,E. Moore makes 2-pt shot from 1 ft (assist by J. Nelson)
10:37.0,D. West makes 2-pt shot from 2 ft (assist by D. Green),2,32-36,,
10:28.0,,,32-36,,D. Cousins misses 3-pt shot from 26 ft
10:24.0,Defensive rebound by K. Thompson,,32-36,,
10:19.0,D. Green makes 2-pt shot from 1 ft (assist by D. West),2,34-36,,
10:19.0,,,34-36,,Violation by D. Miller (def goaltending)
10:06.0,,,34-36,,Turnover by J. Nelson (bad pass; steal by D. Green)
10:01.0,P. McCaw makes 3-pt shot from 26 ft (assist by A. Iguodala),3,37-36,,
9:45.0,,,37-36,,New Orleans full timeout
9:34.0,,,37-36,,D. Cunningham misses 2-pt shot at rim
9:33.0,,,37-36,,Offensive rebound by D. Cunningham
9:33.0,,,37-36,,Shooting foul by D. Green (drawn by D. Cunningham)
9:33.0,,,37-36,,D. Cunningham misses free throw 1 of 2
9:33.0,,,37-36,,Offensive rebound by Team
9:33.0,,,37-37,1,D. Cunningham makes free throw 2 of 2
9:16.0,Turnover by A. Iguodala (bad pass; steal by D. Cousins),,37-37,,
9:11.0,,,37-37,,Turnover by D. Cousins (lost ball; steal by P. McCaw)
9:07.0,D. West makes 2-pt shot at rim (assist by P. McCaw),2,39-37,,
9:01.0,,,39-39,2,D. Cousins makes 2-pt shot from 2 ft (assist by E. Moore)
8:37.0,D. West misses 2-pt shot from 6 ft,,39-39,,
8:37.0,,,39-39,,Defensive rebound by D. Cousins
8:30.0,,,39-39,,J. Nelson misses 3-pt shot from 24 ft
8:30.0,Defensive rebound by D. Green,,39-39,,
8:23.0,D. West makes 2-pt shot from 19 ft (assist by D. Green),2,41-39,,
8:01.0,,,41-39,,E. Moore misses 2-pt shot from 3 ft
7:58.0,Defensive rebound by A. Iguodala,,41-39,,
7:53.0,P. McCaw misses 2-pt shot from 1 ft (block by D. Cousins),,41-39,,
7:49.0,,,41-39,,Defensive rebound by D. Cunningham
7:46.0,,,41-42,3,E. Moore makes 3-pt shot from 23 ft (assist by D. Miller)
7:38.0,Golden State full timeout,,41-42,,
7:38.0,K. Durant enters the game for P. McCaw,,41-42,,
7:24.0,K. Durant makes 2-pt shot from 16 ft,2,43-42,,
7:08.0,,,43-42,,D. Miller misses 3-pt shot from 26 ft
7:05.0,Defensive rebound by K. Durant,,43-42,,
6:57.0,K. Thompson misses 2-pt shot from 16 ft,,43-42,,
6:54.0,,,43-42,,Defensive rebound by D. Cousins
6:43.0,,,43-42,,Turnover by E. Moore (bad pass; steal by D. Green)
6:39.0,Turnover by A. Iguodala (bad pass),,43-42,,
6:21.0,,,43-44,2,J. Nelson makes 2-pt shot from 8 ft
6:08.0,,,43-44,,J. Holiday enters the game for J. Nelson
6:08.0,,,43-44,,R. Rondo enters the game for E. Moore
6:08.0,S. Curry enters the game for A. Iguodala,,43-44,,
6:08.0,O. Casspi enters the game for K. Thompson,,43-44,,
5:58.0,S. Curry misses 3-pt shot from 26 ft,,43-44,,
5:56.0,,,43-44,,Defensive rebound by Team
5:38.0,,,43-44,,J. Holiday misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by D. Green,,43-44,,
5:30.0,Shooting foul by D. Cousins (drawn by O. Casspi),,43-44,,
5:30.0,O. Casspi misses free throw 1 of 2,,43-44,,
5:30.0,Offensive rebound by Team,,43-44,,
5:30.0,,,43-44,,O. Asik enters the game for D. Cousins
5:30.0,K. Looney enters the game for D. West,,43-44,,
5:30.0,O. Casspi misses free throw 2 of 2,,43-44,,
5:27.0,,,43-44,,Defensive rebound by O. Asik
5:20.0,,,43-47,3,J. Holiday makes 3-pt shot from 25 ft (assist by R. Rondo)
5:04.0,S. Curry makes 2-pt shot from 1 ft (assist by K. Durant),2,45-47,,
4:51.0,,,45-50,3,J. Holiday makes 3-pt shot from 25 ft (assist by R. Rondo)
4:42.0,D. Green misses 3-pt shot from 25 ft,,45-50,,
4:37.0,,,45-50,,Defensive rebound by R. Rondo
4:23.0,,,45-52,2,J. Holiday makes 2-pt shot from 2 ft
4:03.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,47-52,,
4:03.0,Shooting foul by D. Miller (drawn by D. Green),,47-52,,
4:03.0,D. Green misses free throw 1 of 1,,47-52,,
4:01.0,,,47-52,,Defensive rebound by J. Holiday
3:57.0,Violation by S. Curry (kicked ball),,47-52,,
3:57.0,,,47-52,,E. Moore enters the game for D. Miller
3:57.0,N. Young enters the game for D. Green,,47-52,,
3:45.0,,,47-54,2,J. Holiday makes 2-pt shot from 16 ft (assist by R. Rondo)
3:22.0,S. Curry misses 2-pt shot from 2 ft,,47-54,,
3:19.0,,,47-54,,Defensive rebound by E. Moore
3:11.0,,,47-56,2,J. Holiday makes 2-pt shot from 2 ft
2:59.0,Turnover by S. Curry (bad pass; steal by R. Rondo),,47-56,,
2:50.0,,,47-59,3,R. Rondo makes 3-pt shot from 26 ft (assist by D. Cunningham)
2:37.0,Golden State full timeout,,47-59,,
2:37.0,,,47-59,,D. Miller enters the game for D. Cunningham
2:37.0,D. Green enters the game for K. Looney,,47-59,,
2:37.0,K. Thompson enters the game for O. Casspi,,47-59,,
2:27.0,N. Young misses 3-pt shot from 25 ft,,47-59,,
2:23.0,,,47-59,,Defensive rebound by E. Moore
2:04.0,,,47-62,3,R. Rondo makes 3-pt shot from 25 ft
1:49.0,D. Green misses 2-pt shot from 1 ft,,47-62,,
1:47.0,,,47-62,,Defensive rebound by O. Asik
1:43.0,,,47-64,2,R. Rondo makes 2-pt shot at rim
1:30.0,S. Curry misses 2-pt shot from 22 ft,,47-64,,
1:28.0,,,47-64,,Defensive rebound by J. Holiday
1:11.0,Personal foul by S. Curry (drawn by O. Asik),,47-64,,
1:03.0,,,47-66,2,D. Miller makes 2-pt shot from 20 ft
0:53.0,Shooting foul by J. Holiday (drawn by K. Durant),,47-66,,
0:53.0,K. Durant misses free throw 1 of 2,,47-66,,
0:53.0,Offensive rebound by Team,,47-66,,
0:53.0,K. Durant makes free throw 2 of 2,1,48-66,,
0:41.0,,,48-69,3,E. Moore makes 3-pt shot from 25 ft (assist by R. Rondo)
0:36.0,Shooting foul by O. Asik (drawn by S. Curry),,48-69,,
0:36.0,S. Curry makes free throw 1 of 2,1,49-69,,
0:36.0,S. Curry misses free throw 2 of 2,,49-69,,
0:35.0,,,49-69,,Defensive rebound by R. Rondo
0:27.0,,,49-69,,D. Miller misses 3-pt shot from 23 ft
0:19.0,,,49-69,,Offensive rebound by O. Asik
0:19.0,,,49-69,,O. Asik misses 2-pt shot from 1 ft
0:18.0,Defensive rebound by D. Green,,49-69,,
0:00.0,K. Durant misses 2-pt shot from 10 ft,,49-69,,
0:00.0,Offensive rebound by Team,,49-69,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,K. Durant makes 2-pt shot at rim (assist by D. Green),2,51-69,,
11:29.0,,,51-69,,D. Cousins misses 2-pt shot from 8 ft
11:25.0,Defensive rebound by D. Green,,51-69,,
11:21.0,K. Durant misses 3-pt shot from 23 ft,,51-69,,
11:21.0,Offensive rebound by S. Curry,,51-69,,
11:15.0,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry),3,54-69,,
10:59.0,,,54-69,,Turnover by D. Cousins (bad pass)
10:48.0,K. Durant misses 2-pt shot from 14 ft,,54-69,,
10:44.0,,,54-69,,Defensive rebound by D. Cousins
10:38.0,,,54-69,,J. Holiday misses 2-pt shot from 1 ft
10:38.0,Defensive rebound by J. McGee,,54-69,,
10:23.0,K. Thompson misses 2-pt shot from 18 ft,,54-69,,
10:23.0,,,54-69,,Defensive rebound by R. Rondo
10:05.0,,,54-69,,R. Rondo misses 3-pt shot from 26 ft
10:05.0,Defensive rebound by K. Durant,,54-69,,
9:59.0,Turnover by K. Durant (traveling),,54-69,,
9:59.0,,,54-69,,New Orleans full timeout
9:45.0,,,54-69,,E. Moore misses 2-pt shot from 8 ft
9:41.0,Defensive rebound by D. Green,,54-69,,
9:35.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,56-69,,
9:20.0,,,56-69,,Turnover by E. Moore (lost ball; steal by D. Green)
9:20.0,,,56-69,,Personal foul by E. Moore (drawn by K. Thompson)
9:01.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,59-69,,
8:52.0,,,59-69,,J. Holiday misses 3-pt shot from 27 ft
8:48.0,Defensive rebound by J. McGee,,59-69,,
8:38.0,K. Durant makes 2-pt shot from 9 ft (assist by S. Curry),2,61-69,,
8:22.0,,,61-69,,D. Cunningham misses 2-pt shot from 7 ft
8:19.0,Defensive rebound by K. Thompson,,61-69,,
8:13.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant),2,63-69,,
8:13.0,Shooting foul by J. Holiday (drawn by J. McGee),,63-69,,
8:13.0,J. McGee makes free throw 1 of 1,1,64-69,,
8:05.0,,,64-69,,D. Cousins misses 3-pt shot from 26 ft
8:01.0,Defensive rebound by K. Durant,,64-69,,
7:59.0,Turnover by K. Durant (bad pass; steal by D. Cousins),,64-69,,
7:48.0,,,64-71,2,D. Cunningham makes 2-pt shot from 1 ft (assist by D. Cousins)
7:32.0,K. Durant misses 2-pt shot from 17 ft,,64-71,,
7:30.0,Offensive rebound by S. Curry,,64-71,,
7:28.0,S. Curry misses 2-pt shot from 8 ft,,64-71,,
7:28.0,,,64-71,,Defensive rebound by D. Cousins
7:28.0,Personal foul by J. McGee (drawn by D. Cousins),,64-71,,
7:07.0,,,64-73,2,R. Rondo makes 2-pt shot from 4 ft (assist by E. Moore)
6:50.0,S. Curry makes 3-pt shot from 27 ft,3,67-73,,
6:34.0,,,67-73,,D. Cunningham misses 3-pt shot from 23 ft
6:29.0,Defensive rebound by S. Curry,,67-73,,
6:25.0,K. Durant misses 3-pt shot from 25 ft,,67-73,,
6:22.0,,,67-73,,Defensive rebound by D. Cousins
6:19.0,Violation by J. McGee (kicked ball),,67-73,,
6:19.0,,,67-73,,D. Miller enters the game for D. Cunningham
6:19.0,J. Bell enters the game for J. McGee,,67-73,,
6:11.0,,,67-73,,E. Moore misses 2-pt shot at rim (block by D. Green)
6:10.0,,,67-73,,Offensive rebound by E. Moore
6:10.0,,,67-75,2,E. Moore makes 2-pt shot at rim
5:56.0,S. Curry makes 3-pt shot from 26 ft,3,70-75,,
5:47.0,,,70-78,3,E. Moore makes 3-pt shot from 24 ft (assist by D. Cousins)
5:35.0,K. Durant makes 2-pt shot from 6 ft (assist by S. Curry),2,72-78,,
5:22.0,,,72-78,,Turnover by D. Cousins (bad pass; steal by K. Durant)
5:17.0,Turnover by K. Durant (bad pass; steal by D. Cousins),,72-78,,
5:11.0,,,72-78,,J. Holiday misses 3-pt shot from 23 ft
5:08.0,,,72-78,,Offensive rebound by E. Moore
5:07.0,,,72-78,,E. Moore misses 2-pt shot from 4 ft
5:07.0,Defensive rebound by S. Curry,,72-78,,
5:01.0,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry),3,75-78,,
4:41.0,,,75-78,,R. Rondo misses 3-pt shot from 26 ft
4:41.0,Defensive rebound by D. Green,,75-78,,
4:33.0,S. Curry misses 2-pt shot from 7 ft,,75-78,,
4:33.0,,,75-78,,Defensive rebound by J. Holiday
4:24.0,,,75-78,,D. Cousins misses 2-pt shot from 7 ft (block by K. Durant)
4:24.0,Defensive rebound by K. Durant,,75-78,,
4:24.0,,,75-78,,Technical foul by D. Cousins
4:24.0,,,75-78,,O. Asik enters the game for D. Cousins
4:24.0,S. Curry makes technical free throw,1,76-78,,
4:24.0,,,76-78,,J. Nelson enters the game for R. Rondo
4:24.0,A. Iguodala enters the game for D. Green,,76-78,,
4:12.0,S. Curry misses 3-pt shot from 26 ft,,76-78,,
4:12.0,,,76-78,,Defensive rebound by O. Asik
4:00.0,,,76-80,2,O. Asik makes 2-pt shot from 1 ft (assist by J. Holiday)
3:38.0,Shooting foul by D. Miller (drawn by J. Bell),,76-80,,
3:37.0,Turnover by K. Durant (bad pass; steal by E. Moore),,76-80,,
3:32.0,,,76-80,,E. Moore misses 2-pt shot from 1 ft
3:31.0,,,76-80,,Offensive rebound by E. Moore
3:31.0,,,76-82,2,E. Moore makes 2-pt shot from 1 ft
3:31.0,Golden State full timeout,,76-82,,
3:20.0,K. Thompson makes 2-pt shot from 14 ft (assist by A. Iguodala),2,78-82,,
3:03.0,,,78-84,2,J. Holiday makes 2-pt shot from 13 ft (assist by J. Nelson)
3:03.0,,,78-84,,Shooting foul by K. Durant (drawn by J. Holiday)
3:03.0,,,78-85,1,J. Holiday makes free throw 1 of 1
2:50.0,,,78-85,,Personal foul by J. Nelson (drawn by K. Durant)
2:45.0,,,78-85,,Violation by O. Asik (kicked ball)
2:45.0,,,78-85,,D. Cunningham enters the game for E. Moore
2:38.0,J. Bell makes 2-pt shot at rim (assist by S. Curry),2,80-85,,
2:24.0,,,80-88,3,J. Holiday makes 3-pt shot from 25 ft
2:15.0,K. Durant misses 3-pt shot from 26 ft,,80-88,,
2:12.0,,,80-88,,Defensive rebound by D. Cunningham
2:06.0,,,80-91,3,J. Holiday makes 3-pt shot from 25 ft (assist by J. Nelson)
1:50.0,S. Curry makes 3-pt shot from 23 ft (assist by A. Iguodala),3,83-91,,
1:40.0,,,83-91,,J. Holiday misses 3-pt shot from 25 ft
1:39.0,,,83-91,,Offensive rebound by D. Cunningham
1:39.0,Personal foul by O. Casspi (drawn by D. Cunningham),,83-91,,
1:39.0,O. Casspi enters the game for K. Thompson,,83-91,,
1:39.0,D. Green enters the game for K. Durant,,83-91,,
1:25.0,,,83-91,,J. Holiday misses 3-pt shot from 24 ft
1:22.0,Defensive rebound by O. Casspi,,83-91,,
1:11.0,S. Curry misses 3-pt shot from 26 ft,,83-91,,
1:11.0,,,83-91,,Defensive rebound by O. Asik
1:01.0,,,83-91,,Turnover by O. Asik (lost ball; steal by S. Curry)
0:56.0,S. Curry makes 2-pt shot from 1 ft (assist by O. Casspi),2,85-91,,
0:48.0,,,85-91,,Turnover by J. Holiday (bad pass; steal by A. Iguodala)
0:44.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Iguodala),3,88-91,,
0:25.0,,,88-91,,D. Miller misses 2-pt shot from 5 ft
0:22.0,Defensive rebound by D. Green,,88-91,,
0:07.0,Offensive charge foul by S. Curry (drawn by J. Nelson),,88-91,,
0:07.0,Turnover by S. Curry (offensive foul),,88-91,,
0:07.0,,,88-91,,R. Rondo enters the game for O. Asik
0:07.0,N. Young enters the game for S. Curry,,88-91,,
0:00.0,,,88-91,,D. Cunningham misses 3-pt shot from 23 ft
0:00.0,,,88-91,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,88-93,2,E. Moore makes 2-pt shot from 2 ft (assist by D. Cousins)
11:52.0,Turnover by Team (shot clock),,88-93,,
11:10.0,,,88-93,,D. Cunningham misses 3-pt shot from 23 ft
11:07.0,Defensive rebound by D. West,,88-93,,
10:56.0,K. Thompson misses 2-pt shot from 12 ft,,88-93,,
10:56.0,,,88-93,,Defensive rebound by J. Nelson
10:33.0,,,88-93,,D. Miller misses 3-pt shot from 24 ft
10:33.0,Defensive rebound by D. West,,88-93,,
10:18.0,N. Young misses 3-pt shot from 23 ft,,88-93,,
10:18.0,Offensive rebound by Team,,88-93,,
10:17.0,,,88-93,,Personal foul by J. Nelson (drawn by D. Green)
10:04.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. West),2,90-93,,
9:48.0,,,90-95,2,D. Cousins makes 2-pt shot from 1 ft
9:28.0,D. Green misses 3-pt shot from 27 ft,,90-95,,
9:28.0,,,90-95,,Defensive rebound by D. Cousins
9:17.0,,,90-95,,D. Cousins misses 2-pt shot from 1 ft (block by D. West)
9:17.0,Defensive rebound by A. Iguodala,,90-95,,
9:12.0,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala),3,93-95,,
8:54.0,,,93-95,,J. Nelson misses 2-pt shot from 2 ft (block by D. Green)
8:54.0,Defensive rebound by D. West,,93-95,,
8:49.0,Shooting foul by D. Cunningham (drawn by D. West),,93-95,,
8:49.0,D. West misses free throw 1 of 2,,93-95,,
8:49.0,Offensive rebound by Team,,93-95,,
8:49.0,D. West makes free throw 2 of 2,1,94-95,,
8:34.0,,,94-95,,Turnover by E. Moore (bad pass; steal by A. Iguodala)
8:31.0,A. Iguodala makes 2-pt shot at rim,2,96-95,,
8:12.0,,,96-98,3,D. Cousins makes 3-pt shot from 26 ft (assist by J. Nelson)
7:53.0,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green),3,99-98,,
7:53.0,Shooting foul by E. Moore (drawn by K. Thompson),,99-98,,
7:53.0,K. Thompson makes free throw 1 of 1,1,100-98,,
7:53.0,,,100-98,,J. Holiday enters the game for D. Cunningham
7:53.0,,,100-98,,I. Clark enters the game for E. Moore
7:53.0,K. Durant enters the game for D. Green,,100-98,,
7:36.0,Personal foul by D. West (drawn by J. Holiday),,100-98,,
7:36.0,,,100-98,,O. Asik enters the game for D. Cousins
7:27.0,,,100-98,,Turnover by J. Holiday (bad pass; steal by D. West)
7:22.0,Turnover by K. Durant (bad pass; steal by I. Clark),,100-98,,
7:08.0,,,100-98,,Turnover by J. Holiday (bad pass; steal by A. Iguodala)
7:04.0,,,100-98,,Personal foul by D. Miller (drawn by K. Durant)
6:55.0,K. Durant misses 2-pt shot from 14 ft (block by D. Miller),,100-98,,
6:50.0,,,100-98,,Defensive rebound by J. Nelson
6:47.0,,,100-101,3,D. Miller makes 3-pt shot from 23 ft (assist by J. Nelson)
