time,Dallas,pts.away,score,pts.home,LA Clippers
5:06.0,,,88-109,,B. Johnson enters the game for W. Johnson
4:54.0,Y. Ferrell misses 2-pt shot from 10 ft,,88-109,,
4:50.0,,,88-109,,Defensive rebound by M. Harrell
4:47.0,,,88-109,,B. Johnson misses 2-pt shot from 3 ft
4:41.0,Defensive rebound by M. Kleber,,88-109,,
4:41.0,,,88-109,,Personal foul by S. Thornwell (drawn by D. Smith)
4:41.0,Dallas full timeout,,88-109,,
4:41.0,J. Withey enters the game for D. Smith,,88-109,,
4:31.0,M. Kleber makes 2-pt shot at rim,2,90-109,,
4:17.0,,,90-109,,J. Evans misses 2-pt shot from 17 ft
4:13.0,,,90-109,,Offensive rebound by M. Harrell
4:13.0,,,90-109,,M. Harrell misses 2-pt shot from 1 ft (block by J. Withey)
4:13.0,Defensive rebound by J. Withey,,90-109,,
4:01.0,M. Kleber makes 2-pt shot from 10 ft,2,92-109,,
3:39.0,,,92-109,,J. Evans misses 2-pt shot from 8 ft
3:35.0,Defensive rebound by D. Powell,,92-109,,
3:33.0,Turnover by D. Powell (bad pass; steal by B. Johnson),,92-109,,
3:31.0,,,92-109,,Offensive charge foul by B. Johnson (drawn by D. Powell)
3:31.0,,,92-109,,Turnover by B. Johnson (offensive foul)
3:18.0,Shooting foul by B. Johnson (drawn by M. Kleber),,92-109,,
3:18.0,M. Kleber makes free throw 1 of 2,1,93-109,,
3:18.0,M. Kleber makes free throw 2 of 2,1,94-109,,
3:02.0,,,94-111,2,S. Thornwell makes 2-pt shot from 4 ft (assist by S. Dekker)
2:45.0,,,94-111,,Personal foul by J. Evans (drawn by D. Powell)
2:39.0,J. Withey misses 3-pt shot from 25 ft,,94-111,,
2:35.0,,,94-111,,Defensive rebound by M. Harrell
2:26.0,,,94-111,,J. Evans misses 2-pt shot from 18 ft
2:17.0,,,94-111,,Offensive rebound by M. Harrell
2:17.0,,,94-113,2,M. Harrell makes 2-pt shot at rim
2:09.0,Y. Ferrell misses 3-pt shot from 25 ft,,94-113,,
2:06.0,,,94-113,,Defensive rebound by S. Dekker
1:55.0,,,94-113,,S. Thornwell misses 2-pt shot from 1 ft (block by S. Mejri)
1:55.0,,,94-113,,Offensive rebound by Team
1:46.0,,,94-116,3,S. Dekker makes 3-pt shot from 24 ft (assist by S. Thornwell)
1:36.0,Y. Ferrell misses 2-pt shot from 16 ft,,94-116,,
1:36.0,Offensive rebound by S. Mejri,,94-116,,
1:26.0,Shooting foul by B. Johnson (drawn by S. Mejri),,94-116,,
1:26.0,S. Mejri misses free throw 1 of 2,,94-116,,
1:26.0,Offensive rebound by Team,,94-116,,
1:26.0,S. Mejri makes free throw 2 of 2,1,95-116,,
1:13.0,,,95-116,,Turnover by J. Evans (bad pass; steal by M. Kleber)
0:57.0,D. Powell misses 3-pt shot from 24 ft,,95-116,,
0:54.0,,,95-116,,Defensive rebound by J. Evans
0:50.0,,,95-116,,Turnover by J. Evans (bad pass; steal by D. Powell)
0:44.0,J. Withey makes 3-pt shot from 23 ft (assist by D. Powell),3,98-116,,
0:28.0,Violation by S. Mejri (kicked ball),,98-116,,
0:24.0,,,98-119,3,J. Evans makes 3-pt shot from 26 ft
0:07.0,J. Withey misses 2-pt shot from 16 ft (block by S. Thornwell),,98-119,,
0:01.0,,,98-119,,Defensive rebound by M. Harrell
