time,Boston,pts.away,score,pts.home,Milwaukee
1:34.0,J. Tatum makes free throw 1 of 1,1,84-92,,
1:13.0,,,84-94,2,G. Antetokounmpo makes 2-pt shot from 11 ft
1:03.0,T. Rozier misses 3-pt shot from 25 ft,,84-94,,
0:58.0,,,84-94,,Defensive rebound by T. Maker
0:43.0,,,84-96,2,M. Brogdon makes 2-pt shot at rim
0:33.0,J. Brown makes 2-pt shot from 1 ft,2,86-96,,
0:24.0,Personal foul by J. Brown (drawn by M. Brogdon),,86-96,,
0:24.0,,,86-97,1,M. Brogdon makes free throw 1 of 2
0:24.0,,,86-97,,T. Snell enters the game for T. Maker
0:24.0,,,86-97,,M. Dellavedova enters the game for K. Middleton
0:24.0,,,86-97,,T. Zeller enters the game for G. Antetokounmpo
0:24.0,A. Nader enters the game for J. Brown,,86-97,,
0:24.0,G. Yabusele enters the game for T. Rozier,,86-97,,
0:24.0,S. Larkin enters the game for A. Horford,,86-97,,
0:24.0,,,86-97,,M. Brogdon misses free throw 2 of 2
0:22.0,Defensive rebound by G. Yabusele,,86-97,,
0:08.0,J. Tatum misses 3-pt shot from 27 ft,,86-97,,
0:05.0,Offensive rebound by Team,,86-97,,
