time,Utah,pts.away,score,pts.home,Oklahoma City
2:05.0,,,96-109,,S. Adams misses 2-pt shot at rim
2:05.0,Defensive rebound by A. Burks,,96-109,,
2:01.0,J. Crowder misses 3-pt shot from 22 ft,,96-109,,
1:58.0,,,96-109,,Defensive rebound by R. Westbrook
1:55.0,,,96-111,2,R. Westbrook makes 2-pt shot from 1 ft
1:46.0,A. Burks makes 2-pt shot from 21 ft,2,98-111,,
1:27.0,,,98-111,,P. George misses 2-pt shot from 18 ft
1:23.0,Defensive rebound by R. Neto,,98-111,,
1:17.0,Shooting foul by C. Anthony (drawn by J. Crowder),,98-111,,
1:17.0,J. Crowder makes free throw 1 of 2,1,99-111,,
1:17.0,J. Crowder makes free throw 2 of 2,1,100-111,,
1:09.0,,,100-111,,R. Westbrook misses 2-pt shot from 1 ft
1:07.0,Defensive rebound by R. Neto,,100-111,,
1:02.0,A. Burks makes 3-pt shot from 22 ft (assist by D. Exum),3,103-111,,
1:02.0,,,103-111,,Oklahoma City full timeout
1:02.0,,,103-111,,R. Felton enters the game for P. George
0:56.0,Personal foul by A. Burks (drawn by R. Westbrook),,103-111,,
0:56.0,,,103-112,1,R. Westbrook makes free throw 1 of 2
0:56.0,,,103-113,1,R. Westbrook makes free throw 2 of 2
0:51.0,A. Burks makes 2-pt shot from 1 ft,2,105-113,,
0:44.0,Personal take foul by E. Udoh (drawn by S. Adams),,105-113,,
0:44.0,,,105-113,,S. Adams misses free throw 1 of 2
0:44.0,,,105-113,,Offensive rebound by Team
0:44.0,,,105-114,1,S. Adams makes free throw 2 of 2
0:40.0,A. Burks makes 3-pt shot from 26 ft,3,108-114,,
0:34.0,Personal take foul by D. Exum (drawn by S. Adams),,108-114,,
0:34.0,,,108-114,,S. Adams misses free throw 1 of 2
0:34.0,,,108-114,,Offensive rebound by Team
0:34.0,,,108-115,1,S. Adams makes free throw 2 of 2
0:27.0,J. Crowder misses 3-pt shot from 25 ft,,108-115,,
0:23.0,,,108-115,,Defensive rebound by Team
0:23.0,,,108-115,,Oklahoma City full timeout
0:23.0,,,108-115,,A. Abrines enters the game for S. Adams
0:21.0,Personal take foul by R. Neto (drawn by C. Anthony),,108-115,,
0:21.0,,,108-116,1,C. Anthony makes free throw 1 of 2
0:21.0,,,108-116,,S. Adams enters the game for A. Abrines
0:21.0,,,108-116,,C. Anthony misses free throw 2 of 2
0:19.0,Defensive rebound by A. Burks,,108-116,,
0:15.0,D. Exum misses 2-pt shot from 2 ft,,108-116,,
0:13.0,,,108-116,,Defensive rebound by R. Felton
