time,Atlanta,pts.away,score,pts.home,Toronto
8:22.0,Turnover by K. Bazemore (bad pass; steal by J. Poeltl),,81-83,,
8:20.0,,,81-83,,Turnover by D. Wright (bad pass; steal by D. Schroder)
8:07.0,D. Schroder misses 2-pt shot from 8 ft,,81-83,,
8:04.0,,,81-83,,Defensive rebound by P. Siakam
7:54.0,,,81-86,3,C. Miles makes 3-pt shot from 24 ft (assist by P. Siakam)
7:54.0,,,81-86,,Shooting foul by D. Dedmon (drawn by C. Miles)
7:54.0,,,81-86,,C. Miles misses free throw 1 of 1
7:51.0,Defensive rebound by D. Dedmon,,81-86,,
7:45.0,D. Schroder makes 2-pt shot from 1 ft,2,83-86,,
7:29.0,,,83-86,,F. VanVleet misses 2-pt shot from 2 ft
7:25.0,,,83-86,,Offensive rebound by J. Poeltl
7:25.0,,,83-86,,J. Poeltl misses 2-pt shot at rim
7:24.0,,,83-86,,Offensive rebound by J. Poeltl
7:14.0,,,83-86,,J. Poeltl misses 2-pt shot from 1 ft
7:08.0,,,83-86,,Offensive rebound by D. Wright
7:08.0,,,83-88,2,D. Wright makes 2-pt shot at rim
7:06.0,Atlanta full timeout,,83-88,,
7:06.0,M. Muscala enters the game for D. Dedmon,,83-88,,
6:48.0,D. Schroder misses 2-pt shot from 2 ft,,83-88,,
6:44.0,Offensive rebound by J. Collins,,83-88,,
6:43.0,J. Collins makes 2-pt shot from 1 ft,2,85-88,,
6:30.0,,,85-90,2,D. Wright makes 2-pt shot from 1 ft
6:12.0,M. Muscala misses 2-pt shot from 1 ft (block by J. Poeltl),,85-90,,
6:09.0,,,85-90,,Defensive rebound by C. Miles
6:05.0,,,85-90,,J. Poeltl misses 2-pt shot from 2 ft (block by T. Waller-Prince)
6:02.0,,,85-90,,Offensive rebound by J. Poeltl
5:59.0,,,85-93,3,C. Miles makes 3-pt shot from 25 ft (assist by F. VanVleet)
5:42.0,K. Bazemore misses 2-pt shot from 1 ft,,85-93,,
5:41.0,,,85-93,,Defensive rebound by P. Siakam
5:40.0,Personal foul by K. Bazemore (drawn by P. Siakam),,85-93,,
5:40.0,T. Dorsey enters the game for J. Collins,,85-93,,
5:40.0,J. Morris enters the game for K. Bazemore,,85-93,,
5:27.0,,,85-93,,C. Miles misses 3-pt shot from 24 ft
5:24.0,Defensive rebound by T. Waller-Prince,,85-93,,
5:11.0,Turnover by T. Waller-Prince (out of bounds lost ball),,85-93,,
4:58.0,,,85-93,,F. VanVleet misses 2-pt shot from 17 ft
4:55.0,Defensive rebound by T. Waller-Prince,,85-93,,
4:47.0,D. Schroder misses 2-pt shot from 13 ft,,85-93,,
4:44.0,,,85-93,,Defensive rebound by C. Miles
4:28.0,,,85-93,,D. Wright misses 2-pt shot from 3 ft
4:27.0,Defensive rebound by J. Morris,,85-93,,
4:26.0,Turnover by J. Morris (bad pass; steal by F. VanVleet),,85-93,,
4:14.0,,,85-95,2,D. Wright makes 2-pt shot from 1 ft (assist by F. VanVleet)
4:14.0,Atlanta full timeout,,85-95,,
4:14.0,,,85-95,,D. DeRozan enters the game for P. Siakam
4:14.0,,,85-95,,K. Lowry enters the game for D. Wright
4:14.0,K. Bazemore enters the game for T. Waller-Prince,,85-95,,
4:14.0,D. Dedmon enters the game for M. Muscala,,85-95,,
4:14.0,J. Collins enters the game for T. Dorsey,,85-95,,
3:54.0,Turnover by J. Collins (lost ball; steal by F. VanVleet),,85-95,,
3:45.0,,,85-97,2,J. Poeltl makes 2-pt shot from 2 ft (assist by K. Lowry)
3:26.0,Turnover by D. Schroder (bad pass; steal by J. Poeltl),,85-97,,
3:17.0,,,85-99,2,J. Poeltl makes 2-pt shot from 1 ft (assist by D. DeRozan)
2:52.0,J. Collins misses 2-pt shot from 16 ft,,85-99,,
2:49.0,,,85-99,,Defensive rebound by J. Poeltl
2:35.0,,,85-99,,Shooting foul by K. Bazemore (drawn by D. DeRozan)
2:35.0,,,85-100,1,D. DeRozan makes free throw 1 of 2
2:35.0,,,85-101,1,D. DeRozan makes free throw 2 of 3
2:35.0,I. Taylor enters the game for D. Schroder,,85-101,,
2:35.0,T. Dorsey enters the game for K. Bazemore,,85-101,,
2:35.0,J. Magette enters the game for J. Collins,,85-101,,
2:35.0,,,85-102,1,D. DeRozan makes free throw 3 of 3
2:22.0,Offensive charge foul by T. Dorsey (drawn by C. Miles),,85-102,,
2:22.0,Turnover by T. Dorsey (offensive foul),,85-102,,
2:22.0,,,85-102,,N. Powell enters the game for K. Lowry
2:22.0,M. Plumlee enters the game for I. Taylor,,85-102,,
1:59.0,,,85-104,2,C. Miles makes 2-pt shot from 3 ft (assist by D. DeRozan)
1:47.0,J. Morris makes 2-pt shot from 2 ft (assist by J. Magette),2,87-104,,
1:29.0,,,87-104,,N. Powell misses 3-pt shot from 22 ft
1:26.0,Defensive rebound by D. Dedmon,,87-104,,
1:22.0,,,87-104,,Personal take foul by D. DeRozan (drawn by J. Magette)
1:22.0,,,87-104,,L. Nogueira enters the game for C. Miles
1:22.0,,,87-104,,A. McKinnie enters the game for D. DeRozan
1:22.0,,,87-104,,M. Miller enters the game for J. Poeltl
1:08.0,T. Dorsey misses 2-pt shot from 1 ft,,87-104,,
1:05.0,Offensive rebound by M. Plumlee,,87-104,,
1:05.0,M. Plumlee misses 2-pt shot at rim,,87-104,,
1:05.0,Offensive rebound by M. Plumlee,,87-104,,
1:05.0,Shooting foul by A. McKinnie (drawn by M. Plumlee),,87-104,,
1:05.0,M. Plumlee misses free throw 1 of 2,,87-104,,
1:05.0,Offensive rebound by Team,,87-104,,
1:05.0,M. Plumlee makes free throw 2 of 2,1,88-104,,
0:55.0,,,88-104,,Shooting foul by T. Dorsey (drawn by N. Powell)
0:55.0,,,88-105,1,N. Powell makes free throw 1 of 2
0:55.0,I. Taylor enters the game for T. Dorsey,,88-105,,
0:55.0,,,88-106,1,N. Powell makes free throw 2 of 2
0:42.0,I. Taylor misses 2-pt shot from 2 ft,,88-106,,
0:41.0,Offensive rebound by D. Dedmon,,88-106,,
0:41.0,D. Dedmon makes 2-pt shot from 1 ft,2,90-106,,
0:23.0,,,90-106,,Turnover by N. Powell (lost ball; steal by J. Magette)
0:19.0,Turnover by J. Magette (bad pass; steal by F. VanVleet),,90-106,,
