time,Denver,pts.away,score,pts.home,LA Lakers
9:31.0,,,86-109,,K. Kuzma enters the game for C. Brewer
9:23.0,,,86-109,,Personal foul by J. Clarkson (drawn by M. Plumlee)
9:12.0,J. Murray misses 2-pt shot from 1 ft,,86-109,,
9:07.0,Offensive rebound by J. Hernangomez,,86-109,,
9:07.0,J. Hernangomez makes 2-pt shot at rim,2,88-109,,
9:03.0,,,88-109,,Offensive foul by J. Randle (drawn by J. Murray)
9:03.0,,,88-109,,Turnover by J. Randle (offensive foul)
8:50.0,Shooting foul by L. Ball (drawn by W. Barton),,88-109,,
8:50.0,W. Barton misses free throw 1 of 2,,88-109,,
8:50.0,Offensive rebound by Team,,88-109,,
8:50.0,W. Barton makes free throw 2 of 2,1,89-109,,
8:35.0,,,89-111,2,K. Kuzma makes 2-pt shot from 10 ft (assist by L. Ball)
8:18.0,J. Murray misses 2-pt shot from 2 ft,,89-111,,
8:15.0,,,89-111,,Defensive rebound by L. Ball
8:11.0,,,89-111,,Turnover by J. Clarkson (bad pass; steal by J. Murray)
8:06.0,,,89-111,,Personal block foul by J. Clarkson (drawn by J. Murray)
7:59.0,,,89-111,,Def 3 sec tech foul by K. Kuzma
7:59.0,J. Murray makes technical free throw,1,90-111,,
7:46.0,Turnover by W. Barton (traveling),,90-111,,
7:29.0,,,90-111,,J. Randle misses 3-pt shot from 25 ft
7:25.0,Defensive rebound by T. Lyles,,90-111,,
7:14.0,J. Murray misses 2-pt shot from 7 ft,,90-111,,
7:14.0,Offensive rebound by J. Murray,,90-111,,
7:14.0,J. Murray makes 2-pt shot from 7 ft,2,92-111,,
7:14.0,Shooting foul by J. Randle (drawn by J. Murray),,92-111,,
7:14.0,,,92-111,,LA Lakers full timeout
7:14.0,,,92-111,,K. Caldwell-Pope enters the game for J. Hart
7:14.0,,,92-111,,B. Ingram enters the game for J. Clarkson
7:14.0,E. Mudiay enters the game for W. Barton,,92-111,,
7:14.0,J. Murray makes free throw 1 of 1,1,93-111,,
7:01.0,,,93-111,,Shooting foul by M. Plumlee (drawn by B. Ingram)
7:01.0,,,93-112,1,B. Ingram makes free throw 1 of 2
7:01.0,,,93-113,1,B. Ingram makes free throw 2 of 2
6:42.0,J. Hernangomez misses 3-pt shot from 26 ft,,93-113,,
6:33.0,Offensive rebound by T. Lyles,,93-113,,
6:33.0,T. Lyles makes 2-pt shot at rim,2,95-113,,
6:27.0,,,95-113,,J. Randle misses 2-pt shot from 2 ft (block by M. Plumlee)
6:23.0,Defensive rebound by E. Mudiay,,95-113,,
6:21.0,J. Hernangomez makes 2-pt shot from 2 ft (assist by J. Murray),2,97-113,,
6:21.0,,,97-113,,LA Lakers full timeout
6:01.0,,,97-116,3,K. Kuzma makes 3-pt shot from 25 ft (assist by J. Randle)
5:47.0,T. Lyles makes 2-pt shot from 16 ft,2,99-116,,
5:24.0,,,99-119,3,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by K. Kuzma)
5:04.0,T. Lyles misses 3-pt shot from 23 ft,,99-119,,
5:02.0,,,99-119,,Defensive rebound by K. Caldwell-Pope
4:58.0,,,99-119,,K. Kuzma misses 2-pt shot from 2 ft
4:54.0,Defensive rebound by T. Lyles,,99-119,,
4:39.0,Turnover by J. Murray (lost ball; steal by K. Caldwell-Pope),,99-119,,
4:37.0,,,99-119,,Turnover by K. Kuzma (bad pass; steal by E. Mudiay)
4:34.0,T. Lyles makes 2-pt shot from 2 ft (assist by E. Mudiay),2,101-119,,
4:34.0,Shooting foul by K. Kuzma (drawn by T. Lyles),,101-119,,
4:34.0,R. Jefferson enters the game for J. Murray,,101-119,,
4:34.0,T. Lyles makes free throw 1 of 1,1,102-119,,
4:15.0,,,102-119,,Turnover by K. Kuzma (lost ball; steal by E. Mudiay)
4:11.0,Shooting foul by K. Caldwell-Pope (drawn by M. Plumlee),,102-119,,
4:11.0,M. Plumlee misses free throw 1 of 2,,102-119,,
4:11.0,Offensive rebound by Team,,102-119,,
4:11.0,,,102-119,,J. Clarkson enters the game for K. Kuzma
4:11.0,M. Plumlee misses free throw 2 of 2,,102-119,,
4:03.0,,,102-119,,Defensive rebound by L. Ball
3:56.0,,,102-119,,B. Ingram misses 2-pt shot from 6 ft (block by M. Plumlee)
3:50.0,Defensive rebound by J. Hernangomez,,102-119,,
3:48.0,E. Mudiay misses 2-pt shot from 2 ft,,102-119,,
3:48.0,,,102-119,,Defensive rebound by L. Ball
3:40.0,,,102-121,2,K. Caldwell-Pope makes 2-pt shot from 15 ft
3:15.0,R. Jefferson misses 2-pt shot from 2 ft,,102-121,,
3:12.0,,,102-121,,Defensive rebound by B. Ingram
3:02.0,,,102-123,2,J. Clarkson makes 2-pt shot from 1 ft (assist by J. Randle)
2:43.0,E. Mudiay makes 3-pt shot from 22 ft (assist by J. Hernangomez),3,105-123,,
2:23.0,,,105-125,2,B. Ingram makes 2-pt shot from 2 ft
2:02.0,Shooting foul by B. Ingram (drawn by M. Plumlee),,105-125,,
2:02.0,M. Plumlee misses free throw 1 of 2,,105-125,,
2:02.0,Offensive rebound by Team,,105-125,,
2:02.0,,,105-125,,I. Zubac enters the game for L. Ball
2:02.0,,,105-125,,J. Hart enters the game for J. Randle
2:02.0,M. Plumlee misses free throw 2 of 2,,105-125,,
1:58.0,,,105-125,,Defensive rebound by B. Ingram
1:42.0,,,105-125,,J. Hart misses 3-pt shot from 26 ft
1:37.0,,,105-125,,Offensive rebound by B. Ingram
1:27.0,,,105-125,,K. Caldwell-Pope misses 3-pt shot from 25 ft
1:22.0,Defensive rebound by T. Lyles,,105-125,,
1:20.0,M. Plumlee makes 2-pt shot from 2 ft (assist by E. Mudiay),2,107-125,,
1:06.0,,,107-125,,J. Clarkson misses 2-pt shot from 1 ft
1:04.0,Defensive rebound by J. Hernangomez,,107-125,,
0:55.0,M. Plumlee makes 2-pt shot from 1 ft (assist by R. Jefferson),2,109-125,,
0:36.0,,,109-127,2,B. Ingram makes 2-pt shot from 18 ft
0:25.0,Turnover by T. Lyles (lost ball; steal by J. Hart),,109-127,,
0:03.0,,,109-127,,B. Ingram misses 3-pt shot from 26 ft (block by J. Hernangomez)
0:00.0,Defensive rebound by T. Lyles,,109-127,,
0:00.0,T. Lyles misses 3-pt shot from 38 ft,,109-127,,
0:00.0,Offensive rebound by Team,,109-127,,
