time,Brooklyn,pts.away,score,pts.home,Charlotte
4:52.0,D. Russell makes 2-pt shot from 1 ft (assist by A. Crabbe),2,90-103,,
4:36.0,,,90-103,,Offensive foul by D. Howard (drawn by S. Dinwiddie)
4:36.0,,,90-103,,Turnover by D. Howard (offensive foul)
4:24.0,D. Russell misses 3-pt shot from 22 ft,,90-103,,
4:22.0,Offensive rebound by J. Allen,,90-103,,
4:20.0,D. Russell misses 3-pt shot from 27 ft,,90-103,,
4:16.0,Offensive rebound by J. Allen,,90-103,,
4:13.0,A. Crabbe misses 3-pt shot from 25 ft,,90-103,,
4:11.0,,,90-103,,Defensive rebound by Team
4:11.0,Loose ball foul by J. Allen (drawn by N. Batum),,90-103,,
3:54.0,,,90-103,,Turnover by K. Walker (bad pass; steal by A. Crabbe)
3:45.0,S. Dinwiddie misses 2-pt shot from 2 ft (block by N. Batum),,90-103,,
3:40.0,,,90-103,,Defensive rebound by D. Howard
3:24.0,,,90-105,2,K. Walker makes 2-pt shot from 18 ft
3:09.0,Turnover by D. Carroll (bad pass),,90-105,,
2:58.0,,,90-105,,K. Walker misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by J. Allen,,90-105,,
2:42.0,D. Carroll misses 2-pt shot from 1 ft,,90-105,,
2:39.0,,,90-105,,Defensive rebound by M. Williams
2:35.0,,,90-105,,Shooting foul by D. Russell (drawn by M. Kidd-Gilchrist)
2:35.0,,,90-106,1,M. Kidd-Gilchrist makes free throw 1 of 2
2:35.0,Q. Acy enters the game for D. Russell,,90-106,,
2:35.0,J. Harris enters the game for D. Carroll,,90-106,,
2:35.0,,,90-107,1,M. Kidd-Gilchrist makes free throw 2 of 2
2:25.0,S. Dinwiddie misses 2-pt shot from 2 ft (block by D. Howard),,90-107,,
2:21.0,,,90-107,,Defensive rebound by M. Kidd-Gilchrist
2:07.0,,,90-107,,D. Howard misses 2-pt shot from 4 ft
2:06.0,,,90-107,,Offensive rebound by D. Howard
2:06.0,,,90-107,,Shooting foul by Q. Acy (drawn by D. Howard)
2:06.0,,,90-107,,D. Howard misses free throw 1 of 2
2:06.0,,,90-107,,Offensive rebound by Team
2:06.0,N. Stauskas enters the game for S. Dinwiddie,,90-107,,
2:06.0,D. Cunningham enters the game for J. Allen,,90-107,,
2:06.0,I. Whitehead enters the game for A. Crabbe,,90-107,,
2:06.0,,,90-107,,D. Howard misses free throw 2 of 2
2:02.0,Defensive rebound by D. Cunningham,,90-107,,
1:56.0,J. Harris makes 3-pt shot from 25 ft (assist by D. Cunningham),3,93-107,,
1:38.0,,,93-107,,Shooting foul by I. Whitehead (drawn by K. Walker)
1:38.0,,,93-108,1,K. Walker makes free throw 1 of 2
1:38.0,,,93-109,1,K. Walker makes free throw 2 of 2
1:23.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Cunningham),,93-109,,
1:23.0,D. Cunningham makes free throw 1 of 2,1,94-109,,
1:23.0,,,94-109,,W. Hernangomez enters the game for M. Williams
1:23.0,,,94-109,,F. Kaminsky enters the game for N. Batum
1:23.0,,,94-109,,D. Bacon enters the game for D. Howard
1:23.0,,,94-109,,T. Graham enters the game for M. Kidd-Gilchrist
1:23.0,,,94-109,,M. Monk enters the game for K. Walker
1:23.0,D. Cunningham misses free throw 2 of 2,,94-109,,
1:20.0,,,94-109,,Defensive rebound by W. Hernangomez
1:14.0,,,94-109,,Turnover by M. Monk (bad pass)
1:05.0,Q. Acy misses 3-pt shot from 25 ft,,94-109,,
1:01.0,,,94-109,,Defensive rebound by F. Kaminsky
0:48.0,,,94-109,,Turnover by M. Monk (bad pass; steal by Q. Acy)
0:41.0,I. Whitehead misses 2-pt shot from 3 ft (block by W. Hernangomez),,94-109,,
0:36.0,,,94-109,,Defensive rebound by W. Hernangomez
0:35.0,,,94-111,2,M. Monk makes 2-pt shot from 21 ft
0:16.0,I. Whitehead misses 3-pt shot from 26 ft,,94-111,,
0:13.0,Offensive rebound by D. Cunningham,,94-111,,
0:13.0,I. Whitehead makes 2-pt shot from 2 ft,2,96-111,,
