time,San Antonio,pts.away,score,pts.home,Memphis
5:16.0,,,12-15,2,C. Parsons makes 2-pt shot from 1 ft (assist by M. Chalmers)
5:16.0,,,12-15,,Shooting foul by K. Anderson (drawn by C. Parsons)
5:16.0,,,12-16,1,C. Parsons makes free throw 1 of 1
4:51.0,Turnover by Team (shot clock),,12-16,,
4:37.0,Personal foul by M. Ginobili (drawn by M. Gasol),,12-16,,
4:37.0,D. Green enters the game for K. Anderson,,12-16,,
4:37.0,,,12-16,,Offensive foul by M. Chalmers (drawn by P. Mills)
4:37.0,,,12-16,,Turnover by M. Chalmers (offensive foul)
4:22.0,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Mills),3,15-16,,
3:55.0,,,15-16,,Turnover by M. Gasol (bad pass; steal by D. Green)
3:55.0,,,15-16,,Personal foul by M. Gasol (drawn by D. Green)
3:41.0,D. Green misses 3-pt shot from 25 ft,,15-16,,
3:38.0,,,15-16,,Defensive rebound by J. Ennis
3:25.0,,,15-16,,B. Wright misses 2-pt shot from 6 ft
3:25.0,Defensive rebound by R. Gay,,15-16,,
3:12.0,L. Aldridge misses 2-pt shot from 9 ft,,15-16,,
3:10.0,,,15-16,,Defensive rebound by M. Chalmers
2:51.0,,,15-16,,M. Gasol misses 2-pt shot from 11 ft
2:48.0,Defensive rebound by L. Aldridge,,15-16,,
2:40.0,L. Aldridge makes 2-pt shot at rim (assist by P. Mills),2,17-16,,
2:39.0,,,17-16,,Memphis full timeout
2:39.0,,,17-16,,D. Davis enters the game for M. Chalmers
2:39.0,,,17-16,,J. Green enters the game for M. Gasol
2:39.0,,,17-16,,T. Evans enters the game for B. Wright
2:39.0,P. Gasol enters the game for L. Aldridge,,17-16,,
2:16.0,,,17-16,,J. Green misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by P. Gasol,,17-16,,
2:03.0,Shooting foul by J. Green (drawn by R. Gay),,17-16,,
2:03.0,R. Gay misses free throw 1 of 2,,17-16,,
2:03.0,Offensive rebound by Team,,17-16,,
2:03.0,R. Gay makes free throw 2 of 2,1,18-16,,
1:48.0,,,18-16,,D. Davis misses 2-pt shot from 2 ft
1:44.0,Defensive rebound by R. Gay,,18-16,,
1:39.0,M. Ginobili misses 3-pt shot from 25 ft,,18-16,,
1:37.0,Offensive rebound by Team,,18-16,,
1:37.0,,,18-16,,Loose ball foul by J. Green (drawn by R. Gay)
1:37.0,R. Gay makes free throw 1 of 2,1,19-16,,
1:37.0,R. Gay makes free throw 2 of 2,1,20-16,,
1:16.0,,,20-18,2,J. Ennis makes 2-pt shot from 12 ft
0:52.0,M. Ginobili misses 2-pt shot from 5 ft (block by D. Davis),,20-18,,
0:51.0,,,20-18,,Defensive rebound by D. Davis
0:45.0,,,20-18,,D. Davis misses 2-pt shot at rim
0:41.0,,,20-18,,Offensive rebound by J. Green
0:41.0,,,20-18,,J. Green misses 2-pt shot at rim
0:41.0,Defensive rebound by M. Ginobili,,20-18,,
0:33.0,R. Gay makes 2-pt shot at rim (assist by M. Ginobili),2,22-18,,
0:23.0,,,22-18,,Turnover by C. Parsons (bad pass; steal by P. Gasol)
0:02.0,R. Gay makes 2-pt shot at rim,2,24-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,24-18,,Turnover by D. Brooks (bad pass)
11:30.0,R. Gay makes 2-pt shot from 18 ft,2,26-18,,
11:08.0,,,26-20,2,B. McLemore makes 2-pt shot from 21 ft (assist by D. Davis)
10:44.0,Turnover by T. Parker (bad pass),,26-20,,
10:32.0,,,26-22,2,J. Martin makes 2-pt shot at rim (assist by A. Harrison)
10:10.0,B. Forbes misses 3-pt shot from 24 ft,,26-22,,
10:08.0,,,26-22,,Defensive rebound by A. Harrison
10:02.0,,,26-22,,A. Harrison misses 2-pt shot from 14 ft
10:00.0,Defensive rebound by R. Gay,,26-22,,
9:53.0,Shooting foul by J. Martin (drawn by T. Parker),,26-22,,
9:53.0,T. Parker makes free throw 1 of 2,1,27-22,,
9:53.0,J. Lauvergne enters the game for P. Gasol,,27-22,,
9:53.0,M. Ginobili enters the game for R. Gay,,27-22,,
9:53.0,T. Parker makes free throw 2 of 2,1,28-22,,
9:35.0,,,28-24,2,A. Harrison makes 2-pt shot at rim
9:35.0,,,28-24,,Shooting foul by J. Lauvergne (drawn by A. Harrison)
9:35.0,,,28-25,1,A. Harrison makes free throw 1 of 1
9:16.0,B. Forbes makes 3-pt shot from 25 ft (assist by T. Parker),3,31-25,,
8:51.0,,,31-25,,D. Brooks misses 2-pt shot from 5 ft
8:51.0,Defensive rebound by Team,,31-25,,
8:51.0,,,31-25,,Loose ball foul by D. Davis (drawn by J. Lauvergne)
8:34.0,K. Anderson makes 3-pt shot from 23 ft (assist by T. Parker),3,34-25,,
8:28.0,,,34-25,,Memphis full timeout
8:28.0,,,34-25,,M. Gasol enters the game for J. Martin
8:28.0,,,34-25,,B. Wright enters the game for D. Davis
8:28.0,L. Aldridge enters the game for K. Anderson,,34-25,,
8:12.0,,,34-25,,M. Gasol misses 2-pt shot from 10 ft
8:09.0,Defensive rebound by J. Lauvergne,,34-25,,
7:47.0,M. Ginobili makes 3-pt shot from 29 ft,3,37-25,,
7:47.0,Shooting foul by A. Harrison (drawn by J. Lauvergne),,37-25,,
7:47.0,J. Lauvergne misses free throw 1 of 1,,37-25,,
7:44.0,,,37-25,,Defensive rebound by D. Brooks
7:29.0,,,37-25,,B. McLemore misses 2-pt shot from 20 ft
7:26.0,Defensive rebound by J. Lauvergne,,37-25,,
7:05.0,L. Aldridge misses 2-pt shot from 22 ft,,37-25,,
7:02.0,,,37-25,,Defensive rebound by M. Gasol
6:57.0,,,37-25,,Shooting foul by L. Aldridge (drawn by B. McLemore)
6:57.0,,,37-26,1,B. McLemore makes free throw 1 of 2
6:57.0,,,37-26,,T. Evans enters the game for A. Harrison
6:57.0,P. Mills enters the game for T. Parker,,37-26,,
6:57.0,,,37-27,1,B. McLemore makes free throw 2 of 2
6:36.0,Turnover by J. Lauvergne (turnover),,37-27,,
6:21.0,,,37-27,,C. Parsons enters the game for B. McLemore
6:21.0,,,37-27,,J. Ennis enters the game for D. Brooks
6:11.0,,,37-27,,J. Ennis misses 2-pt shot from 13 ft
6:07.0,Defensive rebound by B. Forbes,,37-27,,
5:53.0,M. Ginobili misses 3-pt shot from 25 ft,,37-27,,
5:49.0,Offensive rebound by L. Aldridge,,37-27,,
5:48.0,L. Aldridge makes 2-pt shot from 6 ft,2,39-27,,
5:32.0,,,39-29,2,C. Parsons makes 2-pt shot from 15 ft
5:06.0,L. Aldridge misses 2-pt shot from 10 ft (block by B. Wright),,39-29,,
5:06.0,Offensive rebound by Team,,39-29,,
5:06.0,,,39-29,,J. Green enters the game for B. Wright
5:03.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,42-29,,
4:42.0,,,42-31,2,M. Gasol makes 2-pt shot at rim (assist by T. Evans)
4:41.0,San Antonio full timeout,,42-31,,
4:41.0,P. Gasol enters the game for J. Lauvergne,,42-31,,
4:19.0,P. Gasol misses 2-pt shot from 15 ft,,42-31,,
4:17.0,,,42-31,,Defensive rebound by T. Evans
4:01.0,,,42-31,,C. Parsons misses 3-pt shot from 23 ft
3:57.0,Defensive rebound by P. Gasol,,42-31,,
3:53.0,B. Forbes misses 3-pt shot from 23 ft,,42-31,,
3:51.0,,,42-31,,Defensive rebound by M. Gasol
3:51.0,Personal foul by M. Ginobili (drawn by M. Gasol),,42-31,,
3:51.0,D. Green enters the game for B. Forbes,,42-31,,
3:40.0,,,42-31,,C. Parsons misses 2-pt shot from 14 ft
3:38.0,,,42-31,,Offensive rebound by C. Parsons
3:36.0,,,42-31,,Turnover by C. Parsons (lost ball; steal by P. Mills)
3:30.0,P. Mills makes 3-pt shot from 25 ft,3,45-31,,
3:10.0,,,45-33,2,J. Ennis makes 2-pt shot from 1 ft (assist by M. Gasol)
2:51.0,L. Aldridge misses 3-pt shot from 22 ft,,45-33,,
2:47.0,Offensive rebound by P. Gasol,,45-33,,
2:33.0,P. Mills misses 3-pt shot from 23 ft,,45-33,,
2:30.0,,,45-33,,Defensive rebound by M. Gasol
2:08.0,R. Gay enters the game for M. Ginobili,,45-33,,
2:08.0,Jump ball: M. Gasol vs. D. Green (L. Aldridge gains possession),,,,Jump ball: M. Gasol vs. D. Green (L. Aldridge gains possession)
2:06.0,,,45-33,,Turnover by M. Gasol (turnover; steal by D. Green)
1:56.0,D. Green misses 2-pt shot from 1 ft (block by J. Ennis),,45-33,,
1:56.0,Offensive rebound by Team,,45-33,,
1:54.0,L. Aldridge misses 2-pt shot from 3 ft (block by M. Gasol),,45-33,,
1:51.0,,,45-33,,Defensive rebound by M. Gasol
1:38.0,,,45-35,2,J. Green makes 2-pt shot at rim (assist by M. Gasol)
1:38.0,,,45-35,,Shooting foul by D. Green (drawn by J. Green)
1:38.0,,,45-36,1,J. Green makes free throw 1 of 1
1:16.0,R. Gay misses 2-pt shot at rim,,45-36,,
1:15.0,Offensive rebound by Team,,45-36,,
1:05.0,P. Gasol makes 2-pt shot at rim (assist by D. Green),2,47-36,,
0:41.0,,,47-36,,J. Green misses 2-pt shot from 5 ft
0:40.0,Defensive rebound by D. Green,,47-36,,
0:39.0,Turnover by D. Green (out of bounds lost ball),,47-36,,
0:32.0,,,47-38,2,M. Gasol makes 2-pt shot from 18 ft (assist by T. Evans)
0:12.0,R. Gay misses 2-pt shot from 11 ft,,47-38,,
0:08.0,Offensive rebound by L. Aldridge,,47-38,,
0:00.0,D. Green misses 3-pt shot from 26 ft,,47-38,,
0:00.0,Offensive rebound by Team,,47-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,47-38,,B. McLemore misses 2-pt shot from 22 ft
11:47.0,Defensive rebound by K. Anderson,,47-38,,
11:34.0,Turnover by T. Parker (bad pass; steal by M. Gasol),,47-38,,
11:21.0,,,47-38,,Shooting foul by P. Gasol (drawn by M. Gasol)
11:21.0,,,47-39,1,M. Gasol makes free throw 1 of 2
11:21.0,,,47-40,1,M. Gasol makes free throw 2 of 2
11:08.0,Turnover by K. Anderson (lost ball; steal by T. Evans),,47-40,,
11:05.0,,,47-40,,T. Evans misses 2-pt shot at rim
11:03.0,,,47-40,,Offensive rebound by M. Gasol
11:01.0,,,47-40,,J. Green misses 3-pt shot from 24 ft
10:59.0,,,47-40,,Offensive rebound by Team
10:59.0,Loose ball foul by P. Gasol (drawn by B. McLemore),,47-40,,
10:59.0,M. Ginobili enters the game for K. Anderson,,47-40,,
10:42.0,,,47-40,,M. Gasol misses 2-pt shot from 20 ft
10:40.0,Defensive rebound by M. Ginobili,,47-40,,
10:32.0,Shooting foul by D. Brooks (drawn by T. Parker),,47-40,,
10:32.0,T. Parker misses free throw 1 of 2,,47-40,,
10:32.0,Offensive rebound by Team,,47-40,,
10:32.0,T. Parker misses free throw 2 of 2,,47-40,,
10:29.0,,,47-40,,Defensive rebound by J. Green
10:16.0,,,47-40,,Offensive charge foul by B. McLemore (drawn by M. Ginobili)
10:16.0,,,47-40,,Turnover by B. McLemore (offensive foul)
9:57.0,L. Aldridge makes 3-pt shot from 22 ft (assist by M. Ginobili),3,50-40,,
9:46.0,,,50-40,,T. Evans misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by M. Ginobili,,50-40,,
9:31.0,L. Aldridge makes 3-pt shot from 23 ft (assist by T. Parker),3,53-40,,
9:30.0,,,53-40,,Memphis full timeout
9:28.0,,,53-40,,Turnover by T. Evans (out of bounds lost ball)
9:18.0,P. Gasol misses 3-pt shot from 25 ft,,53-40,,
9:13.0,,,53-40,,Defensive rebound by M. Gasol
8:59.0,,,53-42,2,T. Evans makes 2-pt shot at rim
8:39.0,P. Gasol misses 2-pt shot from 11 ft (block by D. Brooks),,53-42,,
8:35.0,,,53-42,,Defensive rebound by M. Gasol
8:35.0,,,53-42,,Shooting foul by M. Ginobili (drawn by J. Green)
8:35.0,,,53-43,1,J. Green makes free throw 1 of 2
8:35.0,K. Anderson enters the game for M. Ginobili,,53-43,,
8:35.0,,,53-44,1,J. Green makes free throw 2 of 2
8:21.0,T. Parker makes 2-pt shot from 1 ft (assist by P. Gasol),2,55-44,,
7:59.0,,,55-44,,J. Green misses 3-pt shot from 25 ft
7:55.0,,,55-44,,Offensive rebound by M. Gasol
7:53.0,,,55-47,3,B. McLemore makes 3-pt shot from 23 ft (assist by M. Gasol)
7:29.0,T. Parker misses 2-pt shot from 1 ft,,55-47,,
7:27.0,,,55-47,,Defensive rebound by B. McLemore
7:18.0,,,55-47,,Offensive charge foul by J. Green (drawn by P. Gasol)
7:18.0,,,55-47,,Turnover by J. Green (offensive foul)
7:18.0,,,55-47,,J. Martin enters the game for J. Green
7:18.0,,,55-47,,M. Chalmers enters the game for T. Evans
6:58.0,L. Aldridge misses 2-pt shot from 12 ft,,55-47,,
6:57.0,,,55-47,,Defensive rebound by Team
6:57.0,Loose ball foul by K. Anderson (drawn by M. Chalmers),,55-47,,
6:46.0,,,55-47,,M. Gasol misses 2-pt shot from 19 ft
6:42.0,Defensive rebound by P. Gasol,,55-47,,
6:33.0,T. Parker misses 2-pt shot at rim,,55-47,,
6:29.0,Offensive rebound by L. Aldridge,,55-47,,
6:26.0,D. Green misses 3-pt shot from 26 ft,,55-47,,
6:22.0,,,55-47,,Defensive rebound by B. McLemore
6:03.0,,,55-47,,M. Gasol misses 2-pt shot at rim
6:00.0,Defensive rebound by D. Green,,55-47,,
5:57.0,Shooting foul by B. McLemore (drawn by T. Parker),,55-47,,
5:57.0,T. Parker makes free throw 1 of 2,1,56-47,,
5:57.0,,,56-47,,C. Parsons enters the game for B. McLemore
5:57.0,,,56-47,,J. Ennis enters the game for D. Brooks
5:57.0,R. Gay enters the game for P. Gasol,,56-47,,
5:57.0,T. Parker makes free throw 2 of 2,1,57-47,,
5:43.0,,,57-47,,Shooting foul by L. Aldridge (drawn by M. Gasol)
5:43.0,,,57-48,1,M. Gasol makes free throw 1 of 2
5:43.0,P. Mills enters the game for T. Parker,,57-48,,
5:43.0,B. Forbes enters the game for D. Green,,57-48,,
5:43.0,,,57-48,,M. Gasol misses free throw 2 of 2
5:41.0,Defensive rebound by R. Gay,,57-48,,
5:30.0,R. Gay makes 2-pt shot from 2 ft (assist by B. Forbes),2,59-48,,
5:16.0,,,59-50,2,M. Chalmers makes 2-pt shot from 10 ft
4:54.0,R. Gay misses 3-pt shot from 23 ft,,59-50,,
4:51.0,,,59-50,,Defensive rebound by M. Chalmers
4:50.0,,,59-50,,Shooting foul by K. Anderson (drawn by M. Chalmers)
4:50.0,,,59-51,1,M. Chalmers makes free throw 1 of 2
4:50.0,San Antonio full timeout,,59-51,,
4:50.0,,,59-52,1,M. Chalmers makes free throw 2 of 2
4:32.0,L. Aldridge misses 2-pt shot from 14 ft,,59-52,,
4:29.0,,,59-52,,Defensive rebound by J. Ennis
4:08.0,,,59-52,,M. Gasol misses 2-pt shot from 2 ft
4:05.0,Defensive rebound by R. Gay,,59-52,,
3:52.0,R. Gay makes 2-pt shot from 14 ft,2,61-52,,
3:29.0,,,61-52,,C. Parsons misses 2-pt shot from 9 ft
3:26.0,Defensive rebound by K. Anderson,,61-52,,
3:17.0,Turnover by R. Gay (bad pass; steal by M. Gasol),,61-52,,
3:09.0,,,61-52,,M. Chalmers misses 3-pt shot from 25 ft
3:05.0,Defensive rebound by K. Anderson,,61-52,,
2:57.0,Turnover by R. Gay (lost ball; steal by J. Ennis),,61-52,,
2:50.0,,,61-55,3,C. Parsons makes 3-pt shot from 23 ft (assist by M. Chalmers)
2:27.0,P. Mills makes 2-pt shot from 16 ft,2,63-55,,
2:19.0,,,63-55,,Memphis full timeout
2:19.0,,,63-55,,J. Green enters the game for J. Martin
2:19.0,,,63-55,,T. Evans enters the game for M. Chalmers
2:19.0,,,63-55,,D. Davis enters the game for M. Gasol
2:19.0,P. Gasol enters the game for K. Anderson,,63-55,,
2:19.0,M. Ginobili enters the game for L. Aldridge,,63-55,,
2:10.0,,,63-57,2,C. Parsons makes 2-pt shot from 13 ft
1:52.0,Shooting foul by J. Green (drawn by R. Gay),,63-57,,
1:52.0,R. Gay misses free throw 1 of 2,,63-57,,
1:52.0,Offensive rebound by Team,,63-57,,
1:52.0,,,63-57,,J. Martin enters the game for J. Green
1:52.0,D. Green enters the game for B. Forbes,,63-57,,
1:52.0,R. Gay makes free throw 2 of 2,1,64-57,,
1:39.0,,,64-59,2,C. Parsons makes 2-pt shot from 12 ft
1:19.0,Shooting foul by D. Davis (drawn by P. Gasol),,64-59,,
1:19.0,P. Gasol makes free throw 1 of 2,1,65-59,,
1:19.0,P. Gasol makes free throw 2 of 2,1,66-59,,
1:01.0,,,66-59,,Offensive foul by J. Ennis (drawn by P. Mills)
1:01.0,,,66-59,,Turnover by J. Ennis (offensive foul)
0:47.0,M. Ginobili makes 2-pt shot from 7 ft,2,68-59,,
0:29.0,,,68-59,,T. Evans misses 2-pt shot from 2 ft (block by R. Gay)
0:24.0,Defensive rebound by P. Gasol,,68-59,,
0:06.0,D. Green misses 3-pt shot from 25 ft,,68-59,,
0:02.0,,,68-59,,Defensive rebound by T. Evans
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,D. Green misses 2-pt shot from 16 ft,,68-59,,
11:38.0,,,68-59,,Defensive rebound by D. Davis
11:21.0,,,68-59,,Turnover by B. McLemore (bad pass; steal by R. Gay)
11:18.0,R. Gay makes 2-pt shot at rim,2,70-59,,
10:57.0,,,70-59,,T. Evans misses 3-pt shot from 24 ft
10:55.0,Defensive rebound by D. Green,,70-59,,
10:52.0,Shooting foul by D. Brooks (drawn by R. Gay),,70-59,,
10:52.0,R. Gay misses free throw 1 of 2,,70-59,,
10:52.0,Offensive rebound by Team,,70-59,,
10:52.0,,,70-59,,M. Gasol enters the game for D. Davis
10:52.0,D. Murray enters the game for P. Mills,,70-59,,
10:52.0,R. Gay misses free throw 2 of 2,,70-59,,
10:49.0,,,70-59,,Defensive rebound by J. Martin
10:33.0,,,70-59,,J. Martin misses 3-pt shot from 25 ft
10:31.0,Defensive rebound by P. Gasol,,70-59,,
10:15.0,M. Ginobili makes 3-pt shot from 25 ft (assist by D. Green),3,73-59,,
9:55.0,,,73-59,,M. Gasol misses 2-pt shot from 6 ft
9:52.0,Defensive rebound by P. Gasol,,73-59,,
9:52.0,,,73-59,,Personal foul by M. Gasol (drawn by D. Green)
9:52.0,,,73-59,,C. Parsons enters the game for D. Brooks
9:52.0,,,73-59,,J. Ennis enters the game for B. McLemore
9:52.0,,,73-59,,J. Green enters the game for J. Martin
9:38.0,Shooting foul by C. Parsons (drawn by R. Gay),,73-59,,
9:38.0,R. Gay makes free throw 1 of 2,1,74-59,,
9:38.0,R. Gay makes free throw 2 of 2,1,75-59,,
9:25.0,,,75-59,,T. Evans misses 2-pt shot from 1 ft
9:21.0,,,75-59,,Offensive rebound by M. Gasol
9:06.0,,,75-62,3,M. Gasol makes 3-pt shot from 25 ft (assist by T. Evans)
8:51.0,M. Ginobili misses 3-pt shot from 23 ft,,75-62,,
8:49.0,,,75-62,,Defensive rebound by M. Gasol
8:40.0,Personal foul by M. Ginobili (drawn by T. Evans),,75-62,,
8:40.0,,,75-62,,M. Chalmers enters the game for T. Evans
8:40.0,L. Aldridge enters the game for R. Gay,,75-62,,
8:34.0,,,75-62,,M. Chalmers misses 2-pt shot from 19 ft
8:30.0,,,75-62,,Offensive rebound by J. Green
8:29.0,,,75-62,,Turnover by J. Green (bad pass; steal by M. Ginobili)
8:20.0,L. Aldridge misses 2-pt shot from 19 ft,,75-62,,
8:16.0,,,75-62,,Defensive rebound by C. Parsons
8:02.0,,,75-64,2,M. Gasol makes 2-pt shot from 5 ft
7:48.0,Shooting foul by J. Green (drawn by L. Aldridge),,75-64,,
7:48.0,L. Aldridge makes free throw 1 of 2,1,76-64,,
7:48.0,,,76-64,,D. Brooks enters the game for C. Parsons
7:48.0,,,76-64,,T. Evans enters the game for J. Green
7:48.0,K. Anderson enters the game for M. Ginobili,,76-64,,
7:48.0,L. Aldridge makes free throw 2 of 2,1,77-64,,
7:38.0,,,77-67,3,J. Ennis makes 3-pt shot from 22 ft (assist by M. Chalmers)
7:18.0,K. Anderson makes 2-pt shot from 18 ft,2,79-67,,
6:59.0,,,79-67,,T. Evans misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by D. Murray,,79-67,,
6:43.0,,,79-67,,Personal foul by J. Ennis (drawn by P. Gasol)
6:43.0,,,79-67,,Memphis full timeout
6:43.0,P. Gasol misses free throw 1 of 2,,79-67,,
6:43.0,Offensive rebound by Team,,79-67,,
6:43.0,P. Gasol makes free throw 2 of 2,1,80-67,,
6:31.0,,,80-67,,Offensive foul by J. Ennis (drawn by D. Green)
6:31.0,,,80-67,,Turnover by J. Ennis (offensive foul)
6:23.0,,,80-67,,Personal foul by M. Gasol (drawn by L. Aldridge)
6:23.0,L. Aldridge makes free throw 1 of 2,1,81-67,,
6:23.0,B. Forbes enters the game for P. Gasol,,81-67,,
6:23.0,L. Aldridge misses free throw 2 of 2,,81-67,,
6:21.0,,,81-67,,Defensive rebound by M. Gasol
6:05.0,,,81-67,,Shooting foul by K. Anderson (drawn by T. Evans)
6:05.0,,,81-68,1,T. Evans makes free throw 1 of 2
6:05.0,M. Ginobili enters the game for D. Green,,81-68,,
6:05.0,,,81-68,,T. Evans misses free throw 2 of 2
6:02.0,Defensive rebound by M. Ginobili,,81-68,,
5:43.0,L. Aldridge makes 2-pt shot at rim (assist by M. Ginobili),2,83-68,,
5:26.0,,,83-68,,M. Gasol misses 2-pt shot from 4 ft
5:24.0,Defensive rebound by K. Anderson,,83-68,,
5:18.0,L. Aldridge misses 2-pt shot at rim,,83-68,,
5:17.0,Offensive rebound by L. Aldridge,,83-68,,
5:15.0,Turnover by L. Aldridge (lost ball; steal by D. Brooks),,83-68,,
5:09.0,,,83-68,,D. Brooks misses 2-pt shot from 1 ft (block by K. Anderson)
5:04.0,Defensive rebound by M. Ginobili,,83-68,,
5:02.0,San Antonio full timeout,,83-68,,
5:02.0,,,83-68,,C. Parsons enters the game for D. Brooks
5:02.0,P. Mills enters the game for D. Murray,,83-68,,
4:57.0,P. Mills makes 2-pt shot from 1 ft (assist by L. Aldridge),2,85-68,,
4:44.0,,,85-68,,M. Chalmers misses 2-pt shot from 1 ft (block by B. Forbes)
4:40.0,Defensive rebound by M. Ginobili,,85-68,,
4:34.0,B. Forbes makes 3-pt shot from 22 ft (assist by M. Ginobili),3,88-68,,
4:19.0,,,88-68,,C. Parsons misses 2-pt shot from 16 ft
4:16.0,Defensive rebound by M. Ginobili,,88-68,,
4:14.0,B. Forbes makes 2-pt shot at rim (assist by M. Ginobili),2,90-68,,
4:14.0,Shooting foul by M. Chalmers (drawn by B. Forbes),,90-68,,
4:14.0,J. Lauvergne enters the game for L. Aldridge,,90-68,,
4:14.0,B. Forbes makes free throw 1 of 1,1,91-68,,
4:08.0,,,91-68,,A. Harrison enters the game for T. Evans
4:08.0,,,91-68,,D. Davis enters the game for M. Gasol
4:08.0,D. Murray enters the game for P. Mills,,91-68,,
4:08.0,B. Paul enters the game for M. Ginobili,,91-68,,
4:01.0,,,91-68,,A. Harrison misses 2-pt shot from 20 ft
3:58.0,Defensive rebound by J. Lauvergne,,91-68,,
3:39.0,D. Murray makes 2-pt shot at rim (assist by J. Lauvergne),2,93-68,,
3:27.0,,,93-70,2,D. Davis makes 2-pt shot from 19 ft (assist by A. Harrison)
3:10.0,K. Anderson misses 2-pt shot from 4 ft (block by A. Harrison),,93-70,,
3:07.0,,,93-70,,Defensive rebound by D. Davis
3:01.0,,,93-70,,C. Parsons misses 2-pt shot from 18 ft
2:57.0,Defensive rebound by D. Murray,,93-70,,
2:54.0,Offensive charge foul by D. Murray (drawn by A. Harrison),,93-70,,
