time,New York,pts.away,score,pts.home,Sacramento
1:30.0,Defensive rebound by Team,,95-97,,
1:26.0,Jump ball: S. Labissiere vs. K. O'Quinn (T. Hardaway gains possession),,,,Jump ball: S. Labissiere vs. K. O'Quinn (T. Hardaway gains possession)
1:09.0,M. Beasley makes 2-pt shot from 9 ft (assist by T. Burke),2,97-97,,
0:52.0,,,97-97,,V. Carter misses 3-pt shot from 23 ft
0:46.0,Defensive rebound by C. Lee,,97-97,,
0:42.0,Turnover by M. Beasley (out of bounds lost ball),,97-97,,
0:33.0,,,97-97,,Sacramento full timeout
0:29.0,,,97-99,2,B. Bogdanovic makes 2-pt shot from 17 ft
0:29.0,New York full timeout,,97-99,,
0:16.0,Shooting foul by D. Fox (drawn by K. O'Quinn),,97-99,,
0:16.0,K. O'Quinn makes free throw 1 of 2,1,98-99,,
0:16.0,,,98-99,,K. Koufos enters the game for G. Temple
0:16.0,K. O'Quinn makes free throw 2 of 2,1,99-99,,
0:16.0,,,99-99,,Sacramento full timeout
0:16.0,,,99-99,,G. Temple enters the game for K. Koufos
0:16.0,L. Thomas enters the game for M. Beasley,,99-99,,
0:05.0,Personal foul by T. Burke (drawn by D. Fox),,99-99,,
0:02.0,,,99-102,3,S. Labissiere makes 3-pt shot from 27 ft (assist by B. Bogdanovic)
0:01.0,C. Lee misses technical free throw,,99-102,,
0:01.0,Offensive rebound by Team,,99-102,,
0:01.0,M. Beasley enters the game for L. Thomas,,99-102,,
0:00.0,T. Burke misses 3-pt shot from 48 ft,,99-102,,
0:00.0,Offensive rebound by Team,,99-102,,
