time,Dallas,pts.away,score,pts.home,Houston
5:24.0,J. Jones misses 2-pt shot from 9 ft,,84-98,,
5:21.0,,,84-98,,Defensive rebound by C. Capela
5:11.0,,,84-98,,J. Harden misses 3-pt shot from 25 ft
5:09.0,Defensive rebound by J. Jones,,84-98,,
5:02.0,M. Kleber makes 2-pt shot from 1 ft (assist by D. Smith),2,86-98,,
4:49.0,,,86-98,,J. Harden misses 2-pt shot from 15 ft
4:49.0,Defensive rebound by J. Jones,,86-98,,
4:40.0,,,86-98,,Personal foul by L. Mbah a Moute (drawn by J. Jones)
4:25.0,K. Collinsworth misses 3-pt shot from 23 ft,,86-98,,
4:22.0,,,86-98,,Defensive rebound by C. Paul
4:03.0,,,86-98,,Shooting foul by M. Kleber (drawn by J. Harden)
4:03.0,,,86-99,1,J. Harden makes free throw 1 of 2
4:03.0,J. Motley enters the game for M. Kleber,,86-99,,
4:03.0,,,86-100,1,J. Harden makes free throw 2 of 2
3:52.0,Y. Ferrell makes 3-pt shot from 23 ft (assist by D. Smith),3,89-100,,
3:31.0,Personal foul by Y. Ferrell (drawn by C. Capela),,89-100,,
3:31.0,D. McDermott enters the game for K. Collinsworth,,89-100,,
3:24.0,,,89-102,2,C. Paul makes 2-pt shot from 14 ft
3:00.0,J. Motley misses 2-pt shot from 8 ft (block by C. Capela),,89-102,,
3:00.0,,,89-102,,Defensive rebound by L. Mbah a Moute
2:37.0,,,89-102,,J. Harden misses 3-pt shot from 30 ft
2:34.0,Defensive rebound by D. Smith,,89-102,,
2:34.0,Turnover by D. Smith (out of bounds lost ball),,89-102,,
2:34.0,Dallas full timeout,,89-102,,
2:20.0,,,89-104,2,C. Paul makes 2-pt shot from 15 ft
2:03.0,J. Motley misses 2-pt shot from 4 ft,,89-104,,
2:02.0,,,89-104,,Defensive rebound by C. Paul
1:55.0,,,89-104,,C. Capela misses 2-pt shot from 2 ft
1:55.0,,,89-104,,Offensive rebound by C. Capela
1:55.0,,,89-104,,C. Capela misses 2-pt shot from 2 ft (block by J. Motley)
1:55.0,Defensive rebound by J. Motley,,89-104,,
1:55.0,Dallas full timeout,,89-104,,
1:35.0,D. McDermott makes 2-pt shot from 1 ft (assist by J. Motley),2,91-104,,
1:12.0,,,91-104,,Turnover by C. Paul (bad pass)
1:12.0,,,91-104,,G. Green enters the game for C. Paul
1:12.0,,,91-104,,M. Brown enters the game for J. Harden
1:12.0,K. Collinsworth enters the game for D. Smith,,91-104,,
0:56.0,,,91-104,,Personal foul by L. Mbah a Moute (drawn by J. Motley)
0:56.0,J. Motley misses free throw 1 of 2,,91-104,,
0:56.0,Offensive rebound by Team,,91-104,,
0:56.0,J. Motley misses free throw 2 of 2,,91-104,,
0:54.0,Offensive rebound by K. Collinsworth,,91-104,,
0:51.0,Y. Ferrell makes 3-pt shot from 23 ft (assist by K. Collinsworth),3,94-104,,
0:30.0,Personal foul by J. Motley (drawn by C. Capela),,94-104,,
0:30.0,,,94-104,,C. Capela misses free throw 1 of 2
0:30.0,,,94-104,,Offensive rebound by Team
0:30.0,,,94-104,,C. Capela misses free throw 2 of 2
0:28.0,Defensive rebound by J. Jones,,94-104,,
0:20.0,J. Jones makes 3-pt shot from 25 ft (assist by D. McDermott),3,97-104,,
