time,Indiana,pts.away,score,pts.home,Philadelphia
8:14.0,,,99-103,,B. Simmons misses 2-pt shot from 11 ft
8:11.0,,,99-103,,Offensive rebound by R. Holmes
8:02.0,,,99-103,,R. Holmes misses 2-pt shot from 9 ft (block by C. Joseph)
7:59.0,Jump ball: R. Holmes vs. C. Joseph (R. Covington gains possession),,,,Jump ball: R. Holmes vs. C. Joseph (R. Covington gains possession)
7:59.0,,,99-103,,Offensive rebound by Team
7:49.0,,,99-103,,Turnover by Team (shot clock)
7:48.0,,,99-103,,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft
7:48.0,,,99-103,,Offensive rebound by Team
7:39.0,V. Oladipo misses 3-pt shot from 25 ft,,99-103,,
7:36.0,,,99-103,,Defensive rebound by R. Holmes
7:31.0,,,99-103,,Philadelphia full timeout
7:31.0,,,99-103,,J. Redick enters the game for T. Luwawu-Cabarrot
7:31.0,,,99-103,,J. Embiid enters the game for R. Holmes
7:22.0,,,99-103,,B. Simmons misses 2-pt shot from 5 ft
7:20.0,Defensive rebound by V. Oladipo,,99-103,,
7:09.0,V. Oladipo makes 2-pt shot from 2 ft,2,101-103,,
6:56.0,Personal foul by T. Young (drawn by J. Embiid),,101-103,,
6:44.0,,,101-103,,J. Embiid misses 2-pt shot from 1 ft
6:39.0,Defensive rebound by T. Young,,101-103,,
6:24.0,C. Joseph misses 3-pt shot from 24 ft,,101-103,,
6:21.0,,,101-103,,Defensive rebound by R. Covington
6:13.0,Personal foul by T. Young (drawn by J. Embiid),,101-103,,
6:00.0,,,101-105,2,J. Embiid makes 2-pt shot from 1 ft
6:00.0,Indiana full timeout,,101-105,,
6:00.0,B. Bogdanovic enters the game for L. Stephenson,,101-105,,
6:00.0,D. Sabonis enters the game for C. Joseph,,101-105,,
6:00.0,D. Collison enters the game for M. Turner,,101-105,,
6:00.0,,,101-105,,Personal foul by T. McConnell (drawn by D. Collison)
5:49.0,V. Oladipo misses 2-pt shot from 17 ft,,101-105,,
5:47.0,,,101-105,,Defensive rebound by Team
5:25.0,,,101-105,,J. Redick misses 2-pt shot from 2 ft (block by V. Oladipo)
5:22.0,Defensive rebound by T. Young,,101-105,,
5:20.0,V. Oladipo makes 2-pt shot from 4 ft (assist by B. Bogdanovic),2,103-105,,
5:00.0,,,103-105,,Turnover by R. Covington (traveling)
5:00.0,,,103-105,,J. Bayless enters the game for T. McConnell
4:48.0,D. Sabonis misses 2-pt shot from 5 ft (block by B. Simmons),,103-105,,
4:48.0,Offensive rebound by Team,,103-105,,
4:39.0,V. Oladipo makes 3-pt shot from 27 ft,3,106-105,,
4:39.0,,,106-105,,Philadelphia full timeout
4:23.0,,,106-105,,J. Redick misses 3-pt shot from 25 ft
4:19.0,Defensive rebound by D. Collison,,106-105,,
4:08.0,V. Oladipo makes 2-pt shot from 18 ft,2,108-105,,
3:50.0,,,108-107,2,J. Embiid makes 2-pt shot from 2 ft
3:32.0,T. Young misses 3-pt shot from 23 ft,,108-107,,
3:29.0,,,108-107,,Defensive rebound by J. Redick
3:23.0,,,108-107,,J. Embiid misses 3-pt shot from 24 ft
3:19.0,Indiana full timeout,,108-107,,
3:18.0,Offensive rebound by V. Oladipo,,108-107,,
3:02.0,T. Young misses 3-pt shot from 26 ft,,108-107,,
2:59.0,,,108-107,,Defensive rebound by J. Embiid
2:45.0,,,108-107,,J. Embiid misses 2-pt shot from 2 ft
2:43.0,,,108-107,,Offensive rebound by J. Embiid
2:39.0,,,108-110,3,R. Covington makes 3-pt shot from 26 ft (assist by B. Simmons)
2:22.0,D. Sabonis makes 2-pt shot from 21 ft (assist by V. Oladipo),2,110-110,,
2:06.0,,,110-113,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons)
1:53.0,Offensive foul by D. Sabonis (drawn by J. Bayless),,110-113,,
1:53.0,Turnover by D. Sabonis (offensive foul),,110-113,,
1:53.0,M. Turner enters the game for D. Sabonis,,110-113,,
1:38.0,,,110-113,,J. Embiid misses 2-pt shot from 2 ft
1:36.0,Defensive rebound by B. Bogdanovic,,110-113,,
1:32.0,D. Collison misses 2-pt shot from 3 ft (block by B. Simmons),,110-113,,
1:23.0,,,110-113,,Defensive rebound by J. Bayless
1:08.0,,,110-116,3,J. Redick makes 3-pt shot from 25 ft (assist by J. Embiid)
1:08.0,Indiana full timeout,,110-116,,
1:01.0,V. Oladipo misses 3-pt shot from 26 ft,,110-116,,
1:00.0,,,110-116,,Defensive rebound by Team
0:46.0,,,110-119,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons)
0:46.0,Indiana full timeout,,110-119,,
0:46.0,Turnover by Team (turnover),,110-119,,
0:46.0,,,110-119,,Philadelphia full timeout
0:44.0,Personal foul by M. Turner (drawn by J. Embiid),,110-119,,
0:44.0,,,110-120,1,J. Embiid makes free throw 1 of 2
0:44.0,,,110-121,1,J. Embiid makes free throw 2 of 2
0:38.0,D. Collison misses 3-pt shot from 26 ft,,110-121,,
0:35.0,,,110-121,,Defensive rebound by J. Redick
0:12.0,,,110-121,,Turnover by Team (shot clock)
